1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1964:Q3,533,244,3040,-16,-4,0,4684,1604,628,2452,4,60,0,-1688,1684,1680,2724,960,1764,-2368,-2368,0,0,-200,1524,0,1524,4,-1067,0
1964:Q4,564,250,3768,-16,-8,0,1768,-76,108,1736,0,68,0,1956,5008,5004,2696,-520,3216,2256,2256,0,0,-44,96,0,96,4,1554,0
1965:Q1,541,301,4796,136,48,0,4768,1936,240,2592,4,64,0,-224,4028,4024,5532,4052,1480,-2028,-2028,0,0,56,464,0,464,4,-528,0
1965:Q2,546,312,7732,128,40,0,6028,2532,748,2748,4,68,0,1464,6968,6972,-344,1780,-2124,7380,7380,0,0,-4,-60,0,-60,-4,-530,0
1965:Q3,548,325,3948,148,52,0,4576,444,1432,2700,0,72,0,-900,3156,3160,-244,648,-892,2028,2028,0,0,148,1228,0,1228,-4,-569,0
1965:Q4,533,339,5700,164,52,0,3676,2948,-252,980,-4,80,0,1732,4928,4928,1352,-1736,3088,5892,5892,0,0,148,-2464,0,-2464,0,-578,0
1966:Q1,381,320,3056,156,52,0,3468,2044,-284,1708,4,76,0,-700,2260,2264,8236,6844,1392,-3244,-3244,0,0,-128,-2600,0,-2600,-4,-735,0
1966:Q2,453,331,3140,124,44,0,2668,1660,-300,1308,4,76,0,224,2352,2348,1088,64,1024,4800,4800,0,0,-172,-3368,0,-3368,4,-666,0
1966:Q3,515,334,-2956,104,32,0,-624,-2268,-240,1884,0,84,0,-2552,-3776,-3780,3404,1708,1696,-6040,-6040,0,0,96,-1240,0,-1240,4,-640,0
1966:Q4,609,339,4484,72,24,0,3560,2860,-1432,2132,4,84,0,740,3704,3696,7336,5464,1872,1956,1956,0,-4,68,-5660,0,-5660,8,-510,0
1967:Q1,587,546,-568,64,24,0,-124,448,-172,-400,0,28,0,-560,-1324,-1324,7560,7172,388,-7156,-7156,0,4,-168,-1564,0,-1564,0,-716,0
1967:Q2,594,548,1880,60,20,0,-128,-1712,1572,12,4,24,0,1900,1128,1124,-3364,-1804,-1560,4104,4104,0,0,-200,584,0,584,4,-706,0
1967:Q3,592,548,-252,84,28,0,1356,60,492,804,0,32,0,-1752,-1012,-1016,1192,500,692,-312,-312,0,0,124,-2020,0,-2020,4,-716,0
1967:Q4,580,566,3108,88,28,0,968,-192,-308,1468,0,28,0,1996,2368,2368,5520,2244,3276,1916,1916,0,0,20,-5088,0,-5088,0,-726,0
1968:Q1,616,1040,1984,80,28,0,2896,2784,-692,804,4,28,0,-1052,1244,1240,6976,6376,600,-8020,-8020,0,0,172,2112,0,2112,4,-1164,0
1968:Q2,542,1034,9132,48,16,0,7768,4308,1208,2252,0,28,0,1272,8420,8416,1156,1864,-708,6284,6284,0,0,-256,1232,0,1232,4,-1204,0
1968:Q3,446,1053,1772,36,12,0,3104,12,688,2404,0,32,0,-1412,1016,1016,-832,-252,-580,-1556,-1556,0,4,20,3380,0,3380,0,-1363,0
1968:Q4,384,1101,10688,68,20,0,6900,1828,1360,3712,0,32,0,3668,9968,9968,5548,3504,2044,7720,7720,0,-4,60,-3356,0,-3356,0,-1438,0
1969:Q1,386,705,6140,56,20,0,4304,864,2080,1360,0,32,0,1728,5404,5404,7616,9680,-2064,-4064,-4064,0,4,184,1664,0,1664,0,-1055,0
1969:Q2,390,718,19408,72,24,0,15576,8316,3736,3524,0,32,0,3704,18732,18724,3656,5196,-1540,8872,8872,0,0,-200,6396,0,6396,8,-1005,0
1969:Q3,378,744,3272,108,36,0,6740,5292,-1592,3040,0,32,0,-3644,2540,2536,8940,5852,3088,-7672,-7672,0,4,92,1172,0,1172,4,-1098,0
1969:Q4,357,749,9088,112,36,0,7620,5404,-996,3212,0,32,0,1288,8388,8372,8376,3376,5000,6856,6856,0,-8,116,-6968,0,-6968,16,-1092,0
1970:Q1,354,670,6968,124,44,0,2924,-656,1920,1660,0,32,0,3844,6240,6232,980,7252,-6272,-4572,-4572,0,0,100,9724,0,9724,8,-1044,0
1970:Q2,373,677,9660,156,52,0,6484,2688,3256,540,0,32,0,2936,8944,8940,-776,-1236,460,10080,10080,0,4,-160,-208,0,-208,4,-1020,0
1970:Q3,408,685,-3356,196,64,0,172,1856,408,-2092,4,32,0,-3824,-4124,-4132,-2456,-4768,2312,-64,-64,0,0,140,-1752,0,-1752,8,-1045,0
1970:Q4,424,665,1632,224,76,0,-408,-2472,1640,424,-4,36,0,1708,888,876,8160,1308,6852,3196,3196,0,-4,48,-10524,0,-10524,12,-985,0
1971:Q1,639,528,12376,228,76,0,8380,2708,3732,1940,0,36,0,3656,11860,11856,-3532,-3676,144,-884,-884,0,4,136,16132,276,15856,4,-405,0
1971:Q2,722,542,9540,216,72,0,5172,1716,2512,944,4,32,0,4044,9032,9024,-948,-1428,480,6200,6200,0,0,-132,3904,260,3644,8,-328,0
1971:Q3,781,549,1680,204,68,0,4664,1372,892,2400,0,32,0,-3288,1140,1136,2608,-1108,3716,-7868,-7868,0,4,100,6292,556,5736,4,-308,0
1971:Q4,826,563,9120,204,68,0,6272,-420,2656,4036,-4,40,0,2540,8616,8616,9332,4360,4972,6348,6348,0,0,0,-7064,1168,-8232,0,-241,0
1972:Q1,758,458,10900,200,64,0,12344,4924,1780,5640,4,32,0,-1744,10432,10424,512,-2172,2684,-96,-96,0,0,92,9916,1880,8036,8,-168,0
1972:Q2,762,471,11984,196,68,0,8436,3316,2196,2924,0,36,0,3248,11544,11536,2836,-1004,3840,3656,3656,0,0,-204,5248,2688,2560,8,-149,0
1972:Q3,813,482,4708,196,64,0,7376,2584,1568,3224,4,36,0,-2968,4204,4200,-1312,-4196,2884,2804,2804,0,4,80,2624,2788,-164,4,-173,0
1972:Q4,886,515,18856,192,64,0,11600,5996,3104,2500,-24,60,0,6964,18512,18508,8932,2372,6560,13456,13456,0,0,116,-3996,2184,-6180,4,27,0
1973:Q1,935,856,10064,188,64,0,12628,5800,832,5996,0,36,0,-2852,9976,9968,4272,-1004,5276,-1900,-1900,0,0,136,7460,1740,5720,8,-9,0
1973:Q2,1010,905,18656,188,60,0,14020,7112,3204,3704,4,36,0,4348,18280,18264,3884,2900,984,9836,9836,0,8,-244,4780,456,4324,16,-271,0
1973:Q3,1079,930,3736,184,64,0,8408,3460,-188,5136,0,36,0,-4956,3628,3608,3252,-780,4032,-1412,-1412,0,4,100,1664,240,1424,20,41,0
1973:Q4,1102,947,22112,180,60,0,12520,3476,5496,3548,-12,52,0,9312,21824,21780,12060,6720,5340,7432,7432,0,-4,8,2284,100,2184,44,-133,0
1974:Q1,1404,1232,11320,176,56,0,11612,5228,3104,3280,4,36,0,-564,10900,10880,7360,8720,-1360,-5808,-5808,0,4,108,9216,-280,9496,20,-248,0
1974:Q2,1085,1268,6520,172,60,0,4920,2784,-188,2324,0,40,0,1328,5656,5660,5408,1388,4020,3236,3236,0,0,-212,-2772,-888,-1884,-4,-1047,0
1974:Q3,675,1310,468,172,56,0,8848,8752,-3324,3420,4,36,0,-8648,-40,-36,9372,2444,6928,-6472,-6472,0,0,84,-3020,-636,-2384,-4,-1143,0
1974:Q4,900,1326,-4600,168,56,0,-3860,2592,-5180,-1272,0,40,0,-1004,-4760,-4740,14676,1740,12936,396,396,0,-12,20,-19820,472,-20292,-20,-586,0
1975:Q1,713,1298,-5428,164,56,0,-736,1052,-1764,-24,0,40,0,-4952,-5444,-5444,2460,-2168,4628,-17136,-17136,0,-4,124,9112,3356,5756,0,-601,0
1975:Q2,1076,1300,-7916,164,52,0,820,3504,-128,-2556,4,40,0,-8996,-8020,-8020,3240,892,2348,2268,2268,0,4,-212,-13320,3008,-16328,0,-328,0
1975:Q3,1420,1331,4836,160,56,0,10576,8724,1100,752,0,40,0,-5996,4988,4984,4036,-2404,6440,-18128,-18128,0,0,92,18984,14644,4340,4,241,0
1975:Q4,1139,1364,4816,156,52,0,1088,1588,-124,-376,4,40,0,3476,5004,5004,12532,6176,6356,-2796,-2796,0,4,-4,-4732,13640,-18372,0,-38,0
1976:Q1,1088,1422,10628,152,48,0,12632,9156,1908,1568,0,44,0,-2248,9508,9504,1148,2400,-1252,-752,-752,0,0,132,8976,3096,5880,4,-1454,0
1976:Q2,1221,1458,12512,148,52,0,9552,7632,1420,500,0,40,0,2720,11872,11864,6144,248,5896,-380,-380,0,0,-244,6344,4556,1788,8,-878,0
1976:Q3,1335,1510,4176,148,48,0,12912,10236,48,2628,4,40,0,-8976,3768,3764,4828,2288,2540,-6496,-6496,0,4,100,5328,4504,824,4,-584,0
1976:Q4,1394,1565,17124,144,48,0,11104,7296,1936,1872,-60,104,0,5784,17628,17616,15016,8104,6912,7696,7696,0,-4,12,-5104,5120,-10224,12,333,0
1977:Q1,1537,1643,16748,140,48,0,19844,12936,1016,5892,4,44,0,-3332,15652,15644,8264,4836,3428,-4468,-4468,0,0,72,11776,288,11488,8,-1202,0
1977:Q2,1579,1716,25316,140,44,0,20880,13820,2896,4164,0,44,0,4208,24200,24196,24868,12584,12284,1636,1636,0,0,112,-2420,2904,-5324,4,-1253,0
1977:Q3,1670,1782,19676,136,48,0,24744,12664,5732,6348,4,40,0,-5296,19592,19588,2116,-600,2716,7108,7108,0,0,124,10240,4096,6144,4,-196,0
1977:Q4,1697,1872,29560,132,44,0,22420,14568,2612,5240,-8,56,0,6916,28672,28664,30744,16772,13972,9592,9592,0,0,116,-11788,-1604,-10184,8,-1063,0
1978:Q1,1726,2102,16632,128,40,0,19392,12168,972,6252,8,168,0,-3104,15132,15128,11788,5220,6568,-6500,-6500,0,0,120,9720,1788,7932,4,-1877,0
1978:Q2,1862,2305,27316,124,44,0,21048,9312,4156,7580,4,176,0,5920,26076,26060,16312,10900,5412,8976,8976,0,4,148,620,9604,-8984,16,-1683,0
1978:Q3,1714,2408,23044,124,40,0,27424,9084,7884,10456,8,184,0,-4736,21544,21528,812,408,404,-200,-200,0,4,120,20792,2604,18188,16,-2194,0
1978:Q4,1631,2524,46564,120,40,0,34856,15252,6660,12944,-8,204,0,11352,45436,45400,22768,14776,7992,11080,11080,0,0,36,11516,4388,7128,36,-2021,0
1979:Q1,1837,2610,26800,116,40,0,29584,15592,1560,12432,8,200,0,-3148,25660,25644,22692,19876,2816,-3428,-3428,0,4,-40,6416,-1164,7580,16,-1913,0
1979:Q2,2066,2641,47960,116,36,0,36480,15252,9660,11568,8,204,0,11116,47276,47240,17364,17304,60,11660,11660,0,12,-120,18324,1276,17048,36,-1260,0
1979:Q3,2115,2761,33416,112,40,0,34284,6708,13280,14296,8,216,0,-1244,33368,33328,-6936,-2532,-4404,8904,8904,0,8,-152,31504,8332,23172,40,-694,0
1979:Q4,2165,2793,20376,108,36,0,16176,2920,-1104,14360,-8,240,0,3824,15220,15152,29692,18480,11212,328,328,0,8,-156,-14720,5432,-20152,68,-5784,0
1980:Q1,2332,3187,9004,104,32,0,23196,7108,-1856,17944,8,236,0,-14572,11812,12148,-1744,-7740,5996,-1024,-1024,0,-88,-88,15092,-1676,16768,-336,1953,0
1980:Q2,1464,3071,30020,100,36,0,5704,-1592,480,6816,12,240,0,23928,19524,19192,5300,-4628,9928,-544,-544,0,88,-72,14420,4348,10072,332,-12103,400
1980:Q3,1024,3161,6640,100,32,0,14080,3776,8336,1968,8,256,0,-7836,2596,1772,2652,-2876,5528,2888,2888,0,212,-72,-3908,4028,-7936,824,-6182,264
1980:Q4,928,3277,11496,96,32,0,12592,6172,716,5704,-12,284,0,-1496,15492,14972,13532,11396,2136,2428,2428,0,-52,-100,-836,6228,-7064,520,1647,420
1981:Q1,1279,3182,29472,92,32,0,17604,4520,4560,8524,12,276,0,11456,27752,29020,5008,7112,-2104,-3312,-3312,0,-328,-100,27752,-22316,50068,-1268,-3623,84
1981:Q2,1178,3306,37552,92,28,0,34380,24528,7220,2632,8,288,0,2756,39176,39092,23740,21776,1964,7920,7920,0,24,-108,7516,-4740,12256,84,-504,60
1981:Q3,1164,3440,18848,88,32,0,27340,7240,2528,17572,12,296,0,-8920,17432,16932,9820,9124,696,1576,1576,0,128,-116,5524,-10344,15868,500,-3692,-96
1981:Q4,1283,3543,14136,84,28,0,11692,6248,-1364,6808,8,316,0,2008,12860,13420,13656,472,13184,1452,1452,0,-164,-136,-1388,6012,-7400,-560,-3537,524
1982:Q1,1644,3328,21468,76,24,0,10400,-1716,2512,9604,12,848,0,10108,21008,21328,-6888,-20048,13160,5192,5192,0,-176,-144,23344,-2184,25528,-320,-2145,648
1982:Q2,2000,3241,30524,72,24,0,22792,8824,5620,8348,-108,780,0,6964,30120,29440,22988,17532,5456,36,36,0,304,-180,6292,-8612,14904,680,-1645,-524
1982:Q3,2381,3167,2816,72,24,0,18692,18824,1996,-2128,-112,1076,0,-16936,808,1544,-12388,-16576,4188,-356,-356,0,-328,-156,14772,27592,-12820,-736,-2794,16
1982:Q4,2657,3113,-2404,84,28,0,-10796,-22956,6376,5784,-32,-1016,0,9328,-1980,-3172,5344,-4160,9504,5492,5492,0,372,-88,-14292,12428,-26720,1192,-32,600
1983:Q1,2930,5821,37908,84,28,0,24236,-280,4640,19876,-176,2404,0,11332,32064,32412,5744,2024,3720,4836,4836,0,-112,12,21932,4716,17216,-348,-8736,568
1983:Q2,3561,6007,27308,88,28,0,29380,13648,6076,9656,-88,-124,0,-1976,28080,27516,16696,16512,184,1504,1504,0,184,100,9032,3948,5084,564,-1674,700
1983:Q3,3813,6302,12948,88,32,0,28488,33376,396,-5284,-32,80,0,-15708,12124,11428,10532,3508,7024,420,420,0,256,120,100,4228,-4128,696,-3313,976
1983:Q4,3850,6784,27016,100,32,0,18528,1364,-360,17524,-96,-32,0,8484,31108,33136,19216,14172,5044,2952,2952,0,-552,64,11456,7808,3648,-2028,1158,1848
1984:Q1,4002,8420,41588,-1100,-368,0,32232,16972,4112,11148,-248,2200,0,8872,43736,39884,30452,21652,8800,-6036,-6036,0,1100,20,14348,3444,10904,3852,-2271,2724
1984:Q2,3741,8841,38268,8,4,32,38648,19852,12216,6580,-44,-1788,0,1408,44812,44588,18680,20444,-1764,13456,13456,0,168,-8,12292,7764,4528,224,1444,3104
1984:Q3,3120,9126,23920,408,136,1588,31432,38760,1220,-8548,-172,1408,0,-10880,26692,23992,9080,-6904,15984,1444,1444,0,844,-16,12640,18772,-6132,2700,-3234,2224
1984:Q4,2473,9391,28904,-580,-192,-2268,37528,10692,3872,22964,128,552,0,-6264,31764,32332,30620,15380,15240,3904,3904,0,-692,-8,-1492,7596,-9088,-568,-4058,3136
1985:Q1,2410,9858,35328,260,84,1016,24992,11112,-5232,19112,-12,56,0,8932,39552,39860,33544,31464,2080,-14224,-14224,0,-92,12,20620,8940,11680,-308,-3224,3480
1985:Q2,1994,10067,63116,1116,372,4356,50052,16348,16260,17444,-84,-32,0,7336,67048,66168,56772,27792,28980,-8620,-8620,0,320,16,17680,25236,-7556,880,-4141,3096
1985:Q3,2852,9963,82232,2548,852,9924,71284,23556,26940,20788,64,632,0,-3072,85376,86352,40432,39828,604,22800,22800,0,-320,20,23420,23492,-72,-976,-3968,2060
1985:Q4,2741,10195,36456,-96,-32,-380,41396,21984,-6088,25500,132,-256,0,-4308,39080,40472,46488,19164,27324,-9772,-9772,0,-300,20,4036,12636,-8600,-1392,-4830,2104
1986:Q1,2512,12469,62432,1504,500,5872,39560,21516,1900,16144,44,5052,0,9900,60224,60560,65080,31084,33996,-5968,-5968,0,-64,8,1504,11056,-9552,-336,-12165,2372
1986:Q2,2050,12579,82392,48,16,184,77272,11140,47348,18784,24,3204,0,1644,77280,77504,51328,27592,23736,39940,39940,0,-52,-16,-13696,14356,-28052,-224,-15641,1264
1986:Q3,2315,12586,100324,4420,1472,17228,71080,8812,30244,32024,168,-3460,0,9416,108468,106692,39388,19148,20240,20888,20888,0,500,8,45908,14148,31760,1776,-2127,2048
1986:Q4,3304,12790,2632,-2288,1280,-2952,18696,20976,-9652,7372,-84,-32,0,-11988,17740,12568,35684,8536,27148,-4268,-4268,0,1532,92,-20472,1836,-22308,5172,5622,5624
1987:Q1,5945,12086,34548,852,368,3568,13436,33660,-6384,-13840,80,-996,0,17240,27152,29084,37472,13644,23828,-22756,-22756,0,-316,188,14496,1388,13108,-1932,-13537,1460
1987:Q2,7887,12385,28336,-420,-180,-1744,40756,24260,14280,2216,96,1348,0,-11520,32312,27400,35528,12804,22724,908,908,0,1484,280,-10800,4888,-15688,4912,-522,2180
1987:Q3,9232,12702,40500,2416,1036,10088,11968,25968,-28752,14752,80,368,0,14544,34008,37952,55032,18604,36428,-19924,-19924,0,-776,308,3312,-32832,36144,-3944,-9962,3776
1987:Q4,9817,12673,79444,2612,1116,10900,64564,53192,1992,9380,136,-4108,0,4224,81204,81516,-29180,15328,-44508,-9040,-9040,0,80,264,119392,-19484,138876,-312,-1096,1876
1988:Q1,9640,13606,85472,1316,564,5484,51460,49984,3440,-1964,160,3744,0,22744,85388,82836,-3156,5176,-8332,-20228,-20228,0,488,232,105500,-3912,109412,2552,-4050,5560
1988:Q2,9697,13993,69884,2680,1152,11212,59408,10504,49228,-324,68,1256,0,-5892,61904,61668,57896,30464,27432,20640,20640,0,36,204,-17108,13676,-30784,236,-12276,2672
1988:Q3,9685,14198,796,-568,-244,-2388,-340,20440,-17168,-3612,16,2136,0,2184,-15912,-14544,-4752,-10376,5624,-8112,-8112,0,-308,216,-1588,-24444,22856,-1368,-21221,-448
1988:Q4,10654,14564,50476,1192,512,4984,50040,33600,5652,10788,356,1460,0,-8068,43980,46744,46660,47968,-1308,6872,6872,0,-1016,268,-6040,-17740,11700,-2764,-10406,3972
1989:Q1,12224,16857,22413,-1296,2764,4296,34237,40722,-14177,7692,300,4108,0,-21995,23381,14101,29081,39025,-9944,-33416,-33416,0,3464,320,14653,844,13809,9280,-3665,4496
1989:Q2,13214,17281,80706,1888,1016,8484,56755,16476,28683,11597,496,17616,0,-5549,68146,57458,56372,24608,31764,7820,7820,0,3688,364,-10787,6008,-16795,10688,-16627,3200
1989:Q3,13401,17808,86407,1012,544,4556,70771,2602,69589,-1420,492,13068,0,-4037,54271,66179,45853,22765,23088,7472,7472,0,-4268,388,16734,18648,-1914,-11908,-36544,1160
1989:Q4,13760,17592,50314,1536,832,6916,35601,34184,22245,-20828,2816,5112,0,-2499,58370,44326,15370,-2314,17684,21404,21404,0,3724,388,3440,8656,-5216,14044,4224,2348
1990:Q1,15455,17468,21325,-144,-80,-652,29414,24415,12447,-7448,-296,-13756,0,6839,30533,33177,71207,63295,7912,-28876,-28876,0,-748,400,-8806,15904,-24710,-2644,7195,6724
1990:Q2,16602,16541,69270,1920,1036,8640,52665,32747,23600,-3682,-208,-2620,0,7837,83078,80294,28251,3395,24856,14952,14952,0,744,416,35930,-4688,40618,2784,13869,5036
1990:Q3,14606,16782,30622,1384,744,6224,27411,5953,9558,11900,1096,10216,0,-16453,26110,34066,-33325,-36097,2772,5980,5980,0,-2212,428,63195,35180,28015,-7956,-6688,5788
1990:Q4,14487,16751,-32608,1684,908,7572,-21146,6361,-821,-26685,-1712,-14132,0,-5783,-10856,-9372,19962,-11550,31512,14336,14336,0,-2428,444,-41687,-40788,-899,-1484,19488,9032
1991:Q1,16410,14677,52553,1864,1000,8380,598,-2307,22154,-19249,1064,20504,0,19143,35021,43669,37609,21465,16144,-22948,-22948,0,-2556,456,31108,1480,29628,-8648,-15799,6448
1991:Q2,16623,13556,31675,-1304,4440,9160,21107,-190,19782,1514,-1308,-14656,0,14236,95307,66635,9904,-2016,11920,14508,14508,0,8124,456,33642,21048,12594,28672,66699,9628
1991:Q3,18357,14234,-34543,4352,2896,21184,-70917,6396,-62030,-15283,44,3904,0,3994,-41743,-23835,-36455,-39059,2604,3436,3436,0,-5276,484,13976,-12888,26864,-17908,-3077,7144
1991:Q4,16610,15609,51159,4232,2824,20632,20741,-21291,57918,-15886,52,-4388,0,7067,69211,66831,44886,16226,28660,3548,3548,0,224,536,17638,27616,-9978,2380,19053,6548
1992:Q1,17914,12942,16549,-516,-344,-2516,13990,-10210,27392,-3192,1748,18036,0,-13850,5409,3073,21517,13309,8208,-16540,-16540,0,360,584,-2849,-2228,-621,2336,-6168,4228
1992:Q2,18429,12193,-74859,-2216,-1480,-10808,-33926,9429,-37190,-6165,-84,-5960,0,-20385,-49179,-50483,-18006,-30390,12384,7344,7344,0,360,624,-40805,-38020,-2785,1304,31916,11920
1992:Q3,18628,14192,62314,2592,1728,12628,38464,6959,32943,-1438,-136,-704,0,7742,78350,75838,28074,26350,1724,7604,7604,0,376,664,39120,2164,36956,2512,20472,5860
1992:Q4,21049,12802,-4764,1704,1140,8316,-16452,-1743,-12437,-2272,616,1404,0,-1492,11112,9180,-29134,-42246,13112,18768,18768,0,-2400,692,21254,14284,6970,1932,24123,-80
1993:Q1,19973,23071,-86369,3116,2076,15180,-108270,-44295,-50784,-13191,-96,-10204,0,11829,-69233,-62605,-48599,-55479,6880,-9628,-9628,0,-1244,736,-3870,-13004,9134,-6628,14038,6356
1993:Q2,21475,23584,88468,1952,1300,9508,31348,-16067,57692,-10277,2840,30860,0,10659,79664,70508,-28893,-32105,3212,23444,23444,0,2108,784,73065,36544,36521,9156,-10914,13656
1993:Q3,20673,24821,45373,-1516,7136,16424,7439,14701,-7324,62,-1096,-7336,0,24322,76189,72605,25334,-4754,30088,20448,20448,0,980,804,25039,-2652,27691,3584,26668,13040
1993:Q4,23400,23118,59156,2512,2056,13352,-14181,-17787,-12128,15734,7508,59116,0,-11207,19820,3852,2514,-7310,9824,9988,9988,0,4432,784,-13867,-16156,2289,15968,-39054,7920
1994:Q1,22771,29842,-10795,612,504,3260,-10525,13182,-47113,23406,3872,6116,0,-14634,21277,21905,55995,30363,25632,-26044,-26044,0,-300,780,-8527,-34596,26069,-628,25001,13696
1994:Q2,22290,28959,-2402,1504,1232,8004,5671,24946,-34812,15537,-360,-2884,0,-15569,35554,33934,48620,14464,34156,-23184,-23184,0,348,788,7363,-5876,13239,1620,31287,22292
1994:Q3,23303,29256,54058,1268,1032,6720,42871,29661,-8067,21278,224,-660,0,2603,102090,101726,58901,21449,37452,-3184,-3184,0,84,784,45142,0,45142,364,42079,19628
1994:Q4,24155,29314,35427,2328,1904,12372,59459,35687,10845,12927,-7004,3652,0,-37284,80151,76291,51888,22160,29728,7216,7216,0,-3816,768,20234,-6160,26394,3860,39565,17208
1995:Q1,25176,29601,89309,3732,3060,19852,41227,33021,-3905,12111,276,4860,0,16302,96989,100465,67993,-12315,80308,-7228,-7228,0,-940,676,39964,-5548,45512,-3476,3255,17356
1995:Q2,26574,27371,92316,1512,1236,8032,84552,28781,35617,20155,40,1060,0,-4116,105408,106884,31634,-10898,42532,20828,20828,0,-296,768,53950,27744,26206,-1476,12295,15492
1995:Q3,27160,28622,84433,532,436,2832,53015,26501,10924,15590,12,476,0,27131,96489,93177,41319,7627,33692,3732,3732,0,644,808,46674,7504,39170,3312,10594,13136
1995:Q4,27005,26242,20926,-2540,9780,21160,7358,18449,-34045,22953,-1424,4584,0,-17992,34526,30298,57822,3790,54032,-6368,-6368,0,1312,716,-23184,-15272,-7912,4228,14363,7564
1996:Q1,31461,37131,78409,1060,1060,6180,78695,-3725,70437,11984,-92,5740,0,-14234,79941,77681,33704,3764,29940,35392,35392,0,616,740,7229,14904,-7675,2260,-4138,10152
1996:Q2,30444,19496,49294,956,956,5604,33838,10954,21901,983,148,4508,0,3284,56294,52662,41757,-4243,46000,-2000,-2000,0,652,840,11413,7416,3997,3632,17948,13372
1996:Q3,30129,38389,99067,2816,2816,16464,3360,11723,-12634,4271,484,2872,0,70255,85123,90995,62903,41183,21720,-6636,-6636,0,-1044,840,34932,7520,27412,-5872,-22205,13824
1996:Q4,31705,33061,69269,5744,5744,33576,-7513,-6600,5228,-6142,1108,14616,0,15994,69301,64381,46183,-3237,49420,23144,23144,0,988,776,-6710,-15332,8622,4920,-1324,11968
1997:Q1,32785,36394,39007,92,92,532,41577,-2844,14832,29589,48,1644,0,-4978,44103,37695,24175,47603,-23428,-13544,-13544,0,1376,736,24951,-1620,26571,6408,1487,13544
1997:Q2,33861,32382,61986,4672,4672,27328,-16606,-17899,-11821,13114,292,6416,0,35212,43030,46102,117117,24765,92352,6488,6488,0,-152,816,-78166,-45180,-32986,-3072,-17477,12864
1997:Q3,35062,34100,121463,-4376,-4376,-25584,138992,57500,78844,2648,12,1844,0,14951,94483,107295,-73650,9330,-82980,16560,16560,0,-2036,880,165541,67420,98121,-12812,-26018,-8112
1997:Q4,35075,33679,-3444,-1984,14508,36604,-108155,-39149,-74235,5229,1724,23888,0,29971,-33760,-50380,49618,16818,32800,-15756,-15756,0,-1476,808,-83574,-62580,-20994,16620,-28920,4196
1998:Q1,38690,45460,-36377,4224,5164,27448,55093,11398,32388,11307,-112,-16948,0,-111246,-47021,-44037,114950,68422,46528,-5864,-5864,0,-308,788,-153603,-9580,-144023,-2984,-17414,-5256
1998:Q2,39147,43650,122982,2024,2472,13140,47499,22712,7001,17786,2260,13236,0,42351,110442,103534,105076,48276,56800,23516,23516,0,980,856,-26894,-41252,14358,6908,-17043,8680
1998:Q3,40772,31605,52510,-5852,-7152,-38012,84542,34838,35517,14187,-116,8104,0,10996,17134,21242,-14279,23097,-37376,-24892,-24892,0,-416,864,59965,26564,33401,-4108,-26210,-7284
1998:Q4,44295,52787,169237,3964,4848,25760,152422,78352,54138,19932,7612,-12076,0,-13293,127253,115617,13814,-16886,30700,-4844,-4844,0,2196,772,103679,23972,79707,11636,-50476,-4920
1999:Q1,48344,53422,202808,6388,7808,41492,107862,46043,37542,24277,5432,6184,0,27642,120816,137952,110933,-5367,116300,-16968,-16968,0,-1368,780,44575,7444,37131,-17136,-87070,3800
1999:Q2,53319,55532,157243,2456,3000,15948,83730,30793,26873,26064,3052,6524,0,42533,166051,150767,99873,24009,75864,7988,7988,0,1628,856,40422,-3348,43770,15284,6595,8140
1999:Q3,53940,57325,130046,-944,-1152,-6124,96445,73533,33308,-10395,2076,2988,0,36757,70122,61926,-27345,-88205,60860,11468,11468,0,1400,848,75555,73060,2495,8196,-63309,11092
1999:Q4,54722,57313,248075,-1868,21216,56556,139483,66308,39933,33242,-20520,28212,0,24996,287571,268499,63562,57890,5672,39836,39836,0,720,836,163545,169516,-5971,19072,36905,2060
2000:Q1,47140,55755,394461,1508,2264,11024,198241,111494,40416,46331,-572,2484,0,179512,466149,477049,115979,48699,67280,-23092,-23092,0,-1120,860,384421,337064,47357,-10900,63073,15032
2000:Q2,46038,58082,161908,1148,1720,8384,124388,60501,32880,31007,-308,-1520,0,28095,149656,148168,106440,-41020,147460,29432,29432,0,216,936,11144,-34056,45200,1488,-24296,10020
2000:Q3,51906,57459,162141,4248,6376,31056,95396,41211,38453,15732,404,1832,0,22829,151121,154733,59052,-37672,96724,12180,12180,0,732,972,81797,36568,45229,-3612,-16573,5684
2000:Q4,58218,56973,147387,3376,5064,24672,127943,31154,58631,38158,-2580,-2308,0,-8781,188435,130575,48961,68673,-19712,-3924,-3924,0,-972,1034,85476,22196,63280,57860,42293,-4460
2001:Q1,57281,52098,233155,2136,3204,15604,125321,-255,88598,36979,172,1108,0,85610,193715,175351,-57438,-187282,129844,25992,25992,0,3336,1082,202378,-2868,205246,18364,-34258,-4332
2001:Q2,62023,45719,78071,-3944,-5924,-28840,132727,68907,26638,37182,-132,1428,0,-17244,67659,62899,32244,-2096,34340,25804,25804,0,816,1137,2898,11124,-8226,4760,5892,17788
2001:Q3,69517,50806,4303,3508,5268,25652,-47482,-75997,32803,-4288,76,-1176,0,18457,-67801,-41937,-2304,-60404,58100,-2772,-2772,0,-3620,1190,-34431,9276,-43707,-25864,-53393,-5116
