1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2001:Q4,69485,48567,126056,-4452,26224,63624,-11158,-56491,-66879,112212,-1864,-2152,0,55833,82340,59324,-11142,-61114,49972,33140,33140,0,3868,1243,32215,54200,-21985,23016,-22798,-16548
2002:Q1,75744,53124,104348,-2008,-3732,-16768,85013,-15900,49576,51337,340,2544,0,38959,46564,48104,-17581,-51909,34328,-6016,-6016,0,-208,1297,70612,-55988,126600,-1540,-35164,-21364
2002:Q2,77939,52528,152892,2164,4028,18100,88881,14132,28497,46252,144,-732,0,40307,142948,142700,90047,-8617,98664,45624,45624,0,-880,1350,6559,33904,-27345,248,15467,-2152
2002:Q3,73259,52244,221308,4440,8244,37084,145108,22796,107478,14834,-44,512,0,25964,189196,180780,76830,25838,50992,4180,4180,0,732,1404,97634,45216,52418,8416,-11097,-29000
2002:Q4,79681,51191,176888,4072,7556,33984,95650,-5733,103613,-2230,-36,472,0,35190,91688,99320,48328,-23564,71892,23436,23436,0,1100,1458,24997,69084,-44087,-7632,-56710,-18012
2003:Q1,74547,41655,210327,4100,7616,34236,79018,-4853,32322,51549,-444,-1088,0,86889,195271,135175,40918,-26134,67052,-17424,-17424,0,11732,1513,98436,-2100,100536,60096,17836,-3344
2003:Q2,79529,45740,368990,7716,14332,64456,166296,-4890,88353,82834,292,1372,0,114525,390822,390518,194844,90004,104840,57604,57604,0,-292,1567,136794,86956,49838,304,55621,-18008
2003:Q3,77559,46835,357910,8924,16568,74516,181253,6316,45551,129386,176,1816,0,74657,300534,296542,47904,-54436,102340,1464,1464,0,-792,1622,246343,-8896,255239,3992,-26652,-2644
2003:Q4,65417,47643,165998,-13268,26928,39928,65041,-5778,-7517,78335,488,4504,0,42377,94710,94206,137433,-20095,157528,-18396,-18396,0,-380,1677,-26128,17632,-43760,504,-53514,-18876
2004:Q1,72940,52577,263861,-2000,-4668,-19484,284634,77849,83341,123444,200,2092,0,3087,269329,255917,88010,47602,40408,14724,14724,0,2448,1732,149003,36032,112971,13412,25831,-11112
2004:Q2,73285,54904,177362,-4092,-9552,-39888,247804,-34909,182137,100576,320,3428,0,-20658,147762,135010,51810,28090,23720,34276,34276,0,660,1787,46476,91408,-44932,12752,-11219,-4028
2004:Q3,64455,56556,192642,1712,4000,16696,139103,-13714,65954,86864,92,1548,0,29491,160122,151618,71994,41254,30740,48000,48000,0,728,1843,29053,37716,-8663,8504,-24621,-5528
2004:Q4,59737,58346,180139,1216,2828,11820,188076,9998,91752,86325,-1388,-41792,0,19380,220539,195239,205414,3782,201632,23100,23100,0,-11936,1899,-23237,54496,-77733,25300,41791,976
2005:Q1,64490,62533,-3885,-3208,-7480,-31236,39403,-21216,18066,42552,-28,344,0,-1680,-25089,-39333,101892,-26556,128448,-30704,-30704,0,1752,10844,-123118,2812,-125930,14244,-19247,7300
2005:Q2,69679,64061,142059,1780,4156,17356,83101,9024,64208,9869,372,8736,0,26557,70967,64283,19986,-42722,62708,2468,2468,0,-716,2208,40337,6384,33953,6684,-65474,16800
2005:Q3,69526,65764,-38997,-19844,-46308,-193372,55960,21480,27913,6567,732,7536,0,156299,3875,435,-161868,-10344,-151524,19736,19736,0,1360,6400,134807,60056,74751,3440,46634,8692
2005:Q4,63935,66396,330836,-14204,13280,-2704,290420,101199,151456,37764,-968,1156,0,43856,264632,273528,153194,18322,134872,29120,29120,0,7388,-11776,95602,32936,62666,-8896,-68666,11956
2006:Q1,66962,65754,-82259,-1044,-3128,-12188,38992,-31470,88128,-17666,1168,7756,0,-113814,-76783,-81839,2505,-15303,17808,-18728,-18728,0,1348,656,-67619,27064,-94683,5056,6684,25584
2006:Q2,68615,66410,26208,-3644,-10932,-42608,133880,37701,71835,24345,812,2396,0,-53696,94248,91084,88437,4737,83700,-1928,-1928,0,2844,-1908,3639,33288,-29649,3164,70245,24248
2006:Q3,66494,67258,17613,-2168,-6508,-25364,105899,-688,52333,54254,1076,3708,0,-59030,10761,9901,17343,51743,-34400,-21808,-21808,0,2344,856,11166,36988,-25822,860,-7616,17428
2006:Q4,73433,67876,210874,452,1360,5300,83193,29373,25737,28083,1560,13324,0,105685,240486,238598,82487,-20097,102584,-8988,-8988,0,3444,500,161155,7376,153779,1888,35169,15328
2007:Q1,82977,70072,-48553,1472,4416,17200,-39338,23074,-82442,20030,5116,15636,0,-53055,-110401,-93541,-62238,-8922,-53316,35568,35568,0,-112,-5888,-60871,-31080,-29791,-16860,-48943,19048
2007:Q2,84551,71027,84889,968,2908,11336,21344,12546,-45549,54347,5768,49308,0,-6743,91049,92881,-36864,-21804,-15060,61284,61284,0,4432,-380,64408,69728,-5320,-1832,19684,22396
2007:Q3,71672,71022,82295,1364,4084,15928,27390,-1414,-24800,53604,4540,13528,0,15461,62139,72991,78396,-17828,96224,93132,93132,0,2880,1172,-102589,-66580,-36009,-10852,-19506,16592
2007:Q4,66622,70995,91177,-2260,-6772,-26396,15100,65450,-94217,43867,7856,3968,0,99681,103389,108077,-50926,-11814,-39112,21080,21080,0,4676,-748,133995,-25496,159491,-4688,7839,9732
2008:Q1,93763,52015,159248,3080,9240,36008,74616,79251,-39725,35091,2472,32848,0,983,146268,131660,86624,-35016,121640,5528,5528,0,3964,636,34908,28916,5992,14608,28768,8144
2008:Q2,106402,51304,-6565,-200,-600,-2336,-67284,91795,-127358,-31721,2352,20452,0,41051,-31373,-27961,-59515,1361,-60876,56788,56788,0,948,-24,-26158,-34992,8834,-3412,30290,-12088
2008:Q3,101173,50242,-83856,-928,-2784,-10844,-127292,-44485,-97663,14856,-4148,23576,0,38563,-109044,-124940,-57310,-22334,-34976,-66848,-66848,0,1180,-260,-1703,19648,-21351,15896,25743,-13560
2008:Q4,70474,45803,-148142,-920,-2760,-10772,-203901,-58860,-60766,-84274,-952,20052,0,51111,-205438,-221358,-258935,-34583,-224352,-23796,-23796,0,-196,-688,62257,-47120,109377,15920,-32625,-29728
