1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2001:Q2,-159637,-91988,-67649,-159637,-92579,-45,917,7757,11248,-3118,14366,-2818,4277,-121,-1417,-26,-120,94,-1084,2,-1086,-5795,-1065,-4730,82,0,82,5786,-3013,-10944,7931,997,0,997,102,0,390,0,-53407,97,497,-31482,-15311,-16171,13555
2001:Q3,79172,114812,-35640,79172,24430,801,166,3484,-974,-6022,5048,-5489,6402,378,-158,569,802,-233,-1024,1,-1025,-656,-1341,685,338,0,338,-16315,21817,16463,5354,-14278,0,-14278,-3,0,300,0,53503,-86,-796,6763,17774,-11011,2868
2001:Q4,56889,76358,-19469,56889,4987,-12,417,7761,17539,6970,10569,-4012,-4764,-248,1070,1106,738,368,4551,120,4431,-6983,-2412,-4571,-86,0,-86,-11714,23693,21050,2643,7511,0,7511,896,0,1032,54,-34671,358,2720,45684,11619,34065,30350
2002:Q1,53506,23164,30342,53506,-12776,3812,2,4602,23681,10290,13391,14855,-9775,832,215,2696,111,2585,8062,1924,6138,4640,-1537,6177,-17,0,-17,8186,403,4658,-4255,2336,0,2336,-1776,0,4436,660,-16541,76,150,14747,4332,10415,-14321
2002:Q2,18025,-11939,29964,18025,-41306,4475,2,4539,15327,4269,11058,5259,11659,-885,37,2759,557,2202,6611,1979,4632,-2763,-2619,-144,83,0,83,-14354,-14367,-8656,-5711,-1965,0,-1965,-185,0,2586,11,947,460,891,38204,24616,13588,11449
2002:Q3,84503,45781,38722,84503,-17219,3212,2,3538,13508,5577,7931,-3043,9262,-57,-934,3830,2622,1208,8976,2554,6422,-1816,-2776,960,280,0,280,-9806,-3414,-1267,-2147,8104,0,8104,-3,2099,4390,53,718,-327,-34,63184,15065,48119,15712
2002:Q4,84890,20521,64369,84890,-45546,3003,2,7309,25215,24472,743,10645,1723,433,943,5567,2142,3425,9296,349,8947,-4535,-5766,1231,203,0,203,-5222,21093,22112,-1019,3169,0,3169,-815,-122,704,35,5869,-122,1309,44734,6668,38066,27829
2003:Q1,112264,66277,45987,112264,12479,3171,514,-110,12058,6024,6034,2979,3808,131,44,1621,1161,460,506,1310,-804,7720,6285,1435,246,0,246,4808,7588,560,7028,8686,0,8686,81,-450,-473,274,9350,-133,-14,37380,14107,23273,-70825
2003:Q2,62784,-27264,90048,62784,-14885,2050,514,-224,10654,6259,4395,-10634,-10,351,1177,4046,3882,164,-1796,-632,-1164,4794,6147,-1353,2,0,2,11123,-4351,-3862,-489,4806,0,4806,117,-260,221,975,-39626,1201,154,92385,4592,87793,54258
2003:Q3,81936,-9558,91494,81936,-3772,-1220,514,12012,3998,2568,1430,4508,-4625,365,736,3516,2826,690,-1089,1060,-2149,-3097,-2890,-207,793,1138,-345,-11717,-10566,-3792,-6774,-1022,0,-1022,279,494,-1510,389,23177,641,59,69073,-2872,71945,35136
2003:Q4,115132,10572,104560,115132,9898,-1665,514,17242,10549,3300,7249,13281,-6460,143,-484,4900,2936,1964,-6393,-4217,-2176,4791,4804,-13,87,107,-20,-1348,-4051,-4373,322,3888,0,3888,142,307,-10505,-363,4100,-265,-724,77548,6174,71374,32431
2004:Q1,149007,56172,92835,149007,5337,1235,1325,6690,7419,1706,5713,6873,3128,316,53,3440,1719,1721,1505,-328,1833,-3021,-3089,68,-76,13,-89,449,-6098,-7395,1297,-18181,0,-18181,1286,899,-413,1222,-8339,-582,-22,144562,24546,120016,-27203
2004:Q2,33935,-38181,72116,33935,-41027,-917,1325,7011,13307,7756,5551,-2504,-3052,904,930,2596,919,1677,-232,-1848,1616,963,306,657,-42,52,-94,-2307,-23460,-9189,-14271,32080,0,32080,627,743,675,953,-81798,262,-782,127680,5600,122080,15715
2004:Q3,85470,14690,70780,85470,-49774,-2128,1325,18342,12950,4509,8441,-19341,897,-483,-1323,7101,6107,994,580,-992,1572,-2240,-3325,1085,-643,-710,67,6268,-2163,-2060,-103,3421,0,3421,213,367,-700,1035,63869,-861,-433,49191,14364,34827,12988
2004:Q4,97682,39740,57942,97682,70345,2134,1325,-13758,17478,4166,13312,-8107,-6660,619,352,6063,5076,987,-618,-1995,1377,-586,-833,247,-569,-949,380,11321,2027,2615,-588,3360,0,3360,160,804,-164,2256,-35605,422,-372,45455,-7554,53009,35859
2005:Q1,142756,54576,88180,142756,-44491,15216,1495,7564,-493,35,-528,13052,4448,198,-611,1504,1377,127,3621,901,2720,1342,897,445,4,-1,5,15787,492,-7304,7796,5714,0,5714,184,2333,173,4420,16390,-398,285,94527,-8773,103300,10541
2005:Q2,-70618,-135742,65124,-70618,-49943,3699,1495,11220,7396,2010,5386,-10402,-4821,-537,70,-2136,-657,-1479,3636,-168,3804,879,826,53,57,-6,63,443,-14634,-12497,-2137,-2115,0,-2115,360,524,-464,4470,-31267,793,-109,10768,-31130,41898,36916
2005:Q3,52733,-9700,62433,52733,-32209,-4445,1495,34582,11638,4743,6895,-1118,177,-162,-491,2133,1381,752,4243,418,3825,1348,417,931,366,337,29,-10514,-3654,-6092,2438,12073,0,12073,-256,1128,245,5887,-13580,29,91,43727,-24388,68115,34165
2005:Q4,98261,50378,47883,98261,-55982,3633,1495,5991,7855,1512,6343,-7648,314,600,-216,-969,526,-1495,3431,-138,3569,-374,-713,339,95,15,80,5877,3171,12073,-8902,7639,0,7639,-31,835,255,6417,19101,-1289,1943,96118,5351,90767,42539
2006:Q1,154526,78335,76191,154526,106860,-2107,39,-3736,14327,4100,10227,2025,-3800,99,264,-489,-3126,2637,-455,104,-559,1794,1483,311,42,47,-5,-6905,-3856,-5048,1192,1536,0,1536,-412,344,366,5668,1721,1554,-7,39654,18350,21304,-12292
2006:Q2,-86079,-125233,39154,-86079,-60732,-5130,39,18029,7822,0,7822,4172,2949,-308,-280,-2234,-4238,2004,-754,-124,-630,1794,1483,311,-18,-7,-11,-996,-5012,-6212,1200,-4588,0,-4588,415,1768,323,5302,-50973,14,-48,2367,-29808,32175,15796
2006:Q3,46374,-5329,51703,46374,-30359,-86,39,10059,2560,1649,911,-8077,2885,-428,75,2109,995,1114,-734,364,-1098,1794,1483,311,-106,-172,66,1152,-8350,-7092,-1258,1537,0,1537,20,276,213,7318,25742,-366,53,39048,-8589,47637,12178
2006:Q4,39682,32298,7384,39682,-103221,669,39,20511,9991,0,9991,4115,-3082,389,-470,3616,2443,1173,-5014,130,-5144,1794,1483,311,141,48,93,4099,11310,11856,-546,5844,0,5844,213,983,276,5419,10001,243,2551,69265,8650,60615,49289
2007:Q1,126153,88337,37816,126153,10584,-6296,752,21914,1986,0,1986,3213,4455,-540,-454,-7754,-3622,-4132,-4064,-806,-3258,772,197,575,69,11,58,-11349,8759,1973,6786,6747,0,6747,-201,811,279,7907,7212,-1800,405,82746,26284,56462,11077
2007:Q2,-129219,-163441,34222,-129219,-68766,-6048,752,-3389,9621,0,9621,-1705,-7989,14,263,-10920,-7467,-3453,-4363,-578,-3785,772,197,575,48,47,1,18546,-1568,-3647,2079,1770,0,1770,-514,2176,311,9510,-55933,82,48,-11937,-50851,38914,8402
2007:Q3,108565,88939,19626,108565,-28262,5849,752,13373,-10890,-10000,-890,2147,6870,-950,1287,-10726,-4415,-6311,-3542,-856,-2686,772,197,575,1085,994,91,-5816,38684,37048,1636,-7358,0,-7358,-169,1458,213,8760,84165,-127,-281,11271,33445,-22174,13595
2007:Q4,90629,44940,45689,90629,-18037,-649,752,-6030,-39021,-39178,157,1990,272,-377,1870,-11970,-2916,-9054,-5490,-369,-5121,772,197,575,-64,-94,30,-16606,51487,39628,11859,4509,0,4509,-834,2719,497,1392,28824,6456,4970,83197,40489,42708,41560
2008:Q1,197967,154332,43635,197967,116851,-11080,-1883,-12664,-149377,-134856,-14521,-9954,7154,-429,-789,-651,674,-1325,7204,3685,3519,-420,-3980,3560,296,-192,488,-6641,120687,111146,9541,-336,0,-336,-231,1383,169,-738,18972,-753,777,120420,52973,67447,-13148
2008:Q2,-35522,-98182,62660,-35522,23396,1558,-1883,11355,-112393,-71245,-41148,-15693,-2533,-198,808,294,-2565,2859,14443,4124,10319,-420,-3980,3560,-40,28,-68,388,-12834,-6770,-6064,-11479,0,-11479,-206,1572,427,-4458,-27543,5536,-639,95020,21072,73948,-6389
2008:Q3,536863,428635,108228,536863,102048,-3292,-1883,-10763,-2214,-3317,1103,20059,-4205,-15,-310,-5750,-3171,-2579,-523,2247,-2770,-420,-3980,3560,466,455,11,-2611,180712,170513,10199,18560,0,18560,-457,3981,345,-2632,19264,1836,6535,218132,128050,90082,8881
2008:Q4,564058,376855,187203,564058,143958,4950,-1883,-41296,-706,0,-706,-18106,4689,-2,-1054,-3462,-391,-3071,3505,9023,-5518,-420,-3980,3560,-603,-579,-24,-6983,120581,75176,45405,-4215,0,-4215,-1548,466,143,-2830,78706,-10669,22813,278024,253217,24807,49585
2009:Q1,470152,166504,303648,470152,190007,10650,-1415,163,16402,0,16402,18282,5773,-343,-388,7317,1822,5495,7772,2659,5113,5701,1821,3880,-125,-106,-19,5880,-58295,-45422,-12873,36566,0,36566,81,4605,4898,-3525,20945,-2592,-7888,209681,100604,109077,-26004
2009:Q2,344601,-27233,371834,344601,-42362,785,-1415,47130,164143,0,164143,12641,-8055,-79,4164,8863,1,8862,5881,-2539,8420,5701,1821,3880,-1816,-1873,57,10694,-32200,-33038,838,30639,0,30639,408,3927,9492,-4690,6343,6515,-1227,119119,-1773,120892,-1600
2009:Q3,396975,-14285,411260,396975,181123,-1055,-1415,14042,112694,0,112694,37704,22032,-79,652,8538,1160,7378,2396,-3336,5732,5701,1821,3880,1611,1409,202,-1294,-64990,-66708,1718,30249,0,30249,221,3051,3129,-3959,-47311,-2884,-1714,98533,5774,92759,-3289
2009:Q4,263906,-198260,462166,263906,93811,2129,-1415,19253,7428,0,7428,-516,2210,-193,1057,5548,2117,3431,5977,-3449,9426,5701,1821,3880,1219,133,1086,5239,-20902,-19684,-1218,10964,0,10964,519,3111,3270,-3729,5709,1650,-11241,127107,-112178,239285,60938
2010:Q1,482308,50107,432201,482308,108781,-588,479,13405,117,0,117,64264,576,408,1549,-154,-2147,1993,7317,-992,8309,11504,4437,7067,229,131,98,7391,-35369,-15199,-20170,50585,0,50585,622,4593,53103,-2062,15478,-25,-1472,181577,-24632,206209,-21310
2010:Q2,344431,-60988,405419,344431,224291,2635,479,-22786,284,0,284,-871,-3390,380,1738,-990,-368,-622,3783,-1016,4799,11504,4437,7067,-1855,-2041,186,-5139,-22618,-30394,7776,47628,0,47628,-132,5552,7214,-5055,-10385,-782,-752,113698,1057,112641,4033
2010:Q3,397724,6643,391081,397724,12769,1878,479,13916,34680,0,34680,38362,12880,-166,-6187,4021,1789,2232,6867,-976,7843,11504,4437,7067,355,-120,475,-7364,-42007,-42781,774,13662,0,13662,115,-186,-1730,-2600,-644,12225,-762,295657,20630,275027,8941
2010:Q4,365510,-14744,380254,365510,-79951,2942,479,32969,209824,0,209824,-8717,-6591,-56,8250,637,430,207,3240,-661,3901,11504,4437,7067,1234,244,990,8500,27548,2701,24847,17928,15096,2832,111,817,-13290,-3689,2097,2436,-2133,149421,-37212,186633,63614
2011:Q1,268153,-74239,342392,268153,-138510,-6203,721,1940,318953,0,318953,-1454,5202,1,1539,2235,1302,933,3001,-625,3626,9123,8008,1115,4,76,-72,4988,-11222,-25667,14445,-14186,20046,-34232,138,1723,2180,-4814,-18137,-3567,-715,115213,-45348,160561,-22365
2011:Q2,204325,-165275,369600,204325,-128768,6812,-522,-14916,279092,0,279092,-32768,-2508,524,194,-519,-945,426,1744,-876,2620,9123,8008,1115,-1577,-1878,301,7502,-6149,-3245,-2904,-4522,-25961,21439,-22,3817,-3976,-2059,-1930,-7142,918,101977,-23550,125527,-198311
2011:Q3,293201,-53860,347061,293201,133016,-10532,-2415,-29806,45122,0,45122,8440,-5489,-652,651,-3484,-1520,-1964,4650,2169,2481,9123,8008,1115,-537,-791,254,-23967,39477,17372,22105,-18853,-208,-18645,-385,4471,2134,-2163,16216,11443,3436,113305,-6255,119560,202558
2011:Q4,317744,43905,273839,317744,22099,2122,224,24004,-1214,0,-1214,-17878,2333,96,-4976,2184,3161,-977,6038,3657,2381,9123,8008,1115,944,76,868,-9797,94222,17517,76705,68638,-2047,70685,-13,1238,13513,-1142,82396,6414,-7606,24782,12546,12236,72276
2012:Q1,400607,153145,247462,400607,-39922,-3052,2125,10319,13530,-1,13531,13893,12477,-401,3231,1489,-2966,4455,1592,-3579,5171,12653,6949,5704,675,189,486,42598,47846,55553,-7707,66102,17265,48837,283,-429,6606,-2261,1853,3060,-1596,207936,-13500,221436,-17917
2012:Q2,183856,-78180,262036,183856,148688,-1191,-31,-8107,14938,0,14938,24533,-12131,456,-712,-2325,-403,-1922,-4802,760,-5562,12653,6949,5704,-955,-1538,583,5795,-55080,-59746,4666,2151,-1136,3287,-115,5251,-29768,-1330,20477,-24778,-1330,91569,-4076,95645,20609
2012:Q3,232608,18599,214009,232608,-58417,1016,1168,20841,133,-18422,18555,15519,17182,-363,929,283,1076,-793,1205,-1920,3125,12653,6949,5704,52,-365,417,-8302,24080,6513,17567,72888,1479,71409,190,-4495,-4477,-1981,-25105,3504,988,163117,48954,114163,16970
2012:Q4,304788,13454,291334,304788,107990,428,1570,90,30310,0,30310,15334,-461,-495,-1392,-2105,-1087,-1018,2675,-772,3447,12653,6949,5704,110,45,65,5268,-3465,22299,-25764,-43775,-638,-43137,-37,766,-2687,-816,58789,-1579,-1508,127125,-17397,144522,39446
2013:Q1,345185,161678,183507,345185,-3375,-6424,1061,27210,141224,0,141224,-12866,3664,-32,89,844,1656,-812,-4093,-2332,-1761,622,47,575,-422,76,-498,12983,21561,8822,12739,26842,1470,25372,529,-658,6055,-1930,-35340,1216,3327,163098,58581,104517,2892
2013:Q2,-4963,-220082,215119,-4963,-66146,5698,2209,16488,146831,0,146831,-36255,-8323,-105,1475,-1909,15,-1924,-2106,-824,-1282,622,47,575,-1814,-1386,-428,1831,-33077,-67500,34423,-28848,-4259,-24589,122,1398,2591,95,-8747,9258,4364,-10615,-44868,34253,-99817
2013:Q3,195423,-40167,235590,195423,-24712,338,982,11228,131210,0,131210,-7445,2587,199,-388,1546,2728,-1182,-1915,423,-2338,622,47,575,-431,-7,-424,-3505,27910,45047,-17137,-37192,677,-37869,-57,-30,7570,-756,17072,-1390,1917,70063,-30336,100399,-143353
2013:Q4,270598,62654,207944,270598,-92305,2062,1459,30130,130981,0,130981,30507,-1092,528,-121,4076,5381,-1305,-4108,-893,-3215,622,47,575,10380,9422,958,-3094,20667,44174,-23507,-15070,-10048,-5022,-8,-6734,-22504,1397,-23977,-83,6237,200648,39930,160718,291726
2014:Q1,264317,59670,204647,264317,-90457,-286,-20,5608,104046,0,104046,46655,-1489,138,1106,445,-1587,2032,2297,-262,2559,3549,1583,1966,-796,-26,-770,1289,-21966,-10672,-11294,102657,7939,94718,66,2170,5724,82,-24858,-411,304,128464,3800,124664,-14409
2014:Q2,-50993,-263831,212838,-50993,-108803,1405,8,-7276,77337,0,77337,33950,-1373,-490,712,3707,2994,713,2522,97,2425,3549,1583,1966,-1167,-1369,202,12367,-97847,-118512,20665,8489,-13866,22355,81,3816,-1062,200,-11691,4876,-1569,27266,-61715,88981,7411
2014:Q3,208261,23226,185035,208261,-56045,825,661,-11004,49345,0,49345,61316,-5071,438,4998,3202,1949,1253,3314,661,2653,3549,1583,1966,76,83,-7,942,18809,50231,-31422,69535,370,69165,-116,1443,621,2892,-24400,1070,12295,69566,-13546,83112,22181
2014:Q4,225082,47064,178018,225082,12651,-365,-400,12583,6079,0,6079,61363,-4898,88,-5067,-958,104,-1062,6337,1198,5139,3549,1583,1966,380,-76,456,-2677,38375,-1249,39624,12627,-4797,17424,-247,5796,-1420,2157,-11452,-8904,10550,88935,57575,31360,74190
2015:Q1,125849,19848,106001,125849,116703,-7526,534,15705,-5688,0,-5688,922,-1473,127,1090,9,-1262,1271,1628,-938,2566,-3268,-2122,-1146,110,-35,145,-24706,24063,-10648,34711,19871,-312,20183,-90,3024,7091,606,14302,-3658,5225,-38752,30649,-69401,-107671
2015:Q2,63951,-83378,147329,63951,-1480,-1630,2615,15194,-2540,0,-2540,2880,2916,386,921,-768,-1213,445,1195,-1092,2287,-3268,-2122,-1146,-1154,-1267,113,13316,-64202,-36843,-27359,31641,1112,30529,-1,626,155,963,-7671,-964,-2257,77078,-1012,78090,-145408
2015:Q3,142188,-37931,180119,142188,204061,-1021,422,-10115,-2980,0,-2980,-3308,-3341,344,-690,-873,-558,-315,4297,904,3393,-3268,-2122,-1146,-466,-333,-133,-16991,-8774,-23010,14236,55514,9810,45704,-186,14589,6353,-297,11985,3756,6020,-112843,-34134,-78709,-118869
2015:Q4,356154,155799,200355,356154,11968,6407,2102,37343,-4357,0,-4357,14263,15955,217,6703,235,-1081,1316,425,-1459,1884,-3268,-2122,-1146,3135,2735,400,6184,94518,52600,41918,48296,1009,47287,-176,-4061,10600,-34,5986,465,-13957,117205,57587,59618,408198
2016:Q1,238106,103348,134758,238106,110066,7716,-1109,-9621,-4193,0,-4193,-55,7757,20,-1378,926,12,914,6927,1832,5095,5522,1867,3655,31,-57,88,-8101,75771,54656,21115,1029,-539,1568,-150,10150,2107,-1006,23166,-441,3368,9604,1877,7727,-1862
2016:Q2,-15455,-109391,93936,-15455,40475,-11500,-955,-7785,-2921,0,-2921,10733,8410,307,-5679,1988,1283,705,5620,1439,4181,5522,1867,3655,-1772,-2011,239,11239,-50075,-72775,22700,54056,5252,48804,-1720,-1287,-1577,-2294,6236,-1145,1241,-72572,-38452,-34120,23290
2016:Q3,230318,139772,90546,230318,-8754,4144,866,21366,-2573,0,-2573,41970,9595,-152,88,7853,6415,1438,6727,2016,4711,5522,1867,3655,334,25,309,20588,153182,115763,37419,37733,7275,30458,63,699,13862,-3782,7591,-1210,-5621,-79773,10632,-90405,28465
2016:Q4,258257,170908,87349,258257,-36764,3795,3174,33693,-3567,0,-3567,43383,-418,881,6433,542,756,-214,1957,1027,930,5522,1867,3655,113,85,28,24355,141807,108653,33154,363,2237,-1874,-418,3073,1959,-1322,-8195,2410,595,34886,-29921,64807,81641
2017:Q1,42783,-60849,103632,42783,-25436,-2523,1480,10512,-2482,0,-2482,-4391,-5668,759,-403,5036,4354,682,1589,641,948,11735,8717,3018,79,31,48,20672,-64204,-33194,-31010,20206,-1377,21583,40,8898,5502,-4559,14321,3439,-23709,71890,317,71573,-152856
2017:Q2,42789,-38989,81778,42789,41286,3335,1104,-3671,-2446,0,-2446,-47796,2376,322,-240,6706,4834,1872,533,-163,696,11735,8717,3018,-1460,-1548,88,21775,-124476,-65971,-58505,49832,1113,48719,-7,5695,-3946,-3838,23784,6634,577,54975,3820,51155,-118239
2017:Q3,190269,83741,106528,190269,-76752,11,1637,6208,-2656,0,-2656,2550,-6898,-381,-79,9321,7129,2192,1466,198,1268,11735,8717,3018,261,-76,337,4197,32723,63775,-31052,62687,8008,54679,27,9036,-5390,-591,-13244,-4581,-184,159166,9132,150034,242160
2017:Q4,278526,152951,125575,278526,19118,29312,1851,21992,-14105,0,-14105,6419,13531,1202,1370,12980,10162,2818,-4263,-1067,-3196,11735,8717,3018,522,42,480,24216,61177,89207,-28030,54633,19759,34874,56,2944,2586,816,-7517,6882,8892,22177,21005,1172,-78398
2018:Q1,460101,331896,128205,460101,168216,-2855,1555,397,-32326,0,-32326,-572,1425,1259,889,-7755,-8828,1073,571,-1960,2531,6557,3567,2990,-131,-1,-130,15967,194991,197505,-2514,20383,9460,10923,-17,10272,6233,1341,-20948,4769,-1899,91779,14009,77770,154988
2018:Q2,39028,-127005,166033,39028,86218,-6232,608,19373,-49686,0,-49686,8753,11161,484,575,-5102,-6322,1220,-1969,-1343,-626,6557,3567,2990,-1101,-1116,15,8601,-163083,-169503,6420,22207,-611,22818,0,16885,10755,1038,47734,6020,4823,14409,33597,-19188,5702
2018:Q3,293905,82061,211844,293905,186725,-7306,1169,19413,-67879,100,-67979,10619,7008,2977,531,1588,-518,2106,1185,-125,1310,6557,3567,2990,-141,-219,78,-1716,38201,34484,3717,28691,3987,24704,19,6746,5054,3969,-16846,2001,3746,61594,-35170,96764,33209
2018:Q4,338593,99901,238692,338593,144415,802,-1135,-25347,-93380,-100,-93280,68544,9851,579,251,19179,3072,16107,-29503,-1022,-28481,6557,3567,2990,-61,-189,128,29958,118758,74085,44673,-1548,-5753,4205,-210,24807,-6795,1785,121664,-213,-2818,-47547,31099,-78646,85694
2019:Q1,322492,140033,182459,322492,113444,7071,-657,33292,-49496,0,-49496,-9241,440,892,2266,-985,3077,-4062,-5795,579,-6374,13023,8676,4347,378,52,326,1887,65274,45578,19696,12229,-32617,44846,67,9106,8724,3878,-19297,-1038,-2610,139640,18765,120875,-258313
2019:Q2,-4422,-229053,224631,-4422,117797,-7512,-1279,-4258,-67681,5,-67686,23533,-1582,2847,-430,-2839,-4895,2056,-4637,729,-5366,13023,8676,4347,-1141,-1540,399,20020,-181057,-171451,-9606,1733,-5354,7087,-32,17508,11875,2229,14908,4457,1722,36374,-57622,93996,-87555
2019:Q3,419404,126016,293388,419404,23166,-1252,-801,-3093,1573,5951,-4378,80784,399,-642,83,-6376,-7402,1026,1757,-94,1851,13023,8676,4347,259,-160,419,-50118,218723,171583,47140,44009,814,43195,-211,9126,11928,2564,-44763,15140,-52,104178,55369,48809,337989
2019:Q4,325217,40047,285170,325217,-126180,8402,1627,13898,214746,162505,52241,30513,-9123,2789,3172,3148,401,2747,2105,-574,2679,13023,8676,4347,923,80,843,-4294,74594,-10945,85539,38126,-10755,48881,-276,6861,19517,3940,1932,3116,5196,17462,-47131,64593,121789
2020:Q1,486922,240672,246250,486922,-290121,22588,-5697,2929,1019471,156373,863098,2536,-14686,-3304,-1923,963,9545,-8582,-1976,5941,-7917,320,-3378,3698,-1084,-416,-668,-30701,235545,169029,66516,-213133,-5545,-207588,-758,19954,2228,-1009,862,-7087,6654,-255649,13452,-269101,12815
2020:Q2,2751206,2421744,329462,2751206,-128733,20461,885,174275,1034327,694,1033633,204176,1601,3044,3744,6077,15993,-9916,1377,-828,2205,320,-3378,3698,-552,-1433,881,-37640,1206531,1298060,-91529,-3986,4852,-8838,198,5898,63765,-1457,37568,1507,12157,145663,311140,-165477,101033
2020:Q3,473146,-50706,523852,473146,8719,-16201,906,15490,250127,294,249833,93268,-7114,-2338,1565,5446,6509,-1063,7052,4880,2172,320,-3378,3698,591,-274,865,30354,-71068,-22339,-48729,109527,-319,109846,114,3624,25972,-1037,-52690,-23,-7001,77543,-23352,100895,56619
2020:Q4,605977,-65071,671048,605977,80798,-19425,1636,60598,250342,115,250227,27840,-7123,-1038,2938,-11595,-17558,5963,-262,-3584,3322,320,-3378,3698,1065,100,965,42319,-27678,-45308,17630,108929,10698,98231,82,2550,-13061,784,5711,8694,-7936,99489,10017,89472,94448
2021:Q1,401207,-295210,696417,401207,-383910,-7878,1662,37416,254445,43,254402,83924,-8035,2306,7839,12002,2871,9131,-2079,-3246,1167,17820,9227,8593,-150,125,-275,11177,117276,23550,93726,119335,-6511,125846,153,11398,-18695,-1744,-107640,26033,7887,220665,-60815,281480,-59078
2021:Q2,351678,-394176,745854,351678,-195203,-6096,-779,202434,239734,23,239711,79620,-3505,-6,10,19637,7098,12539,3092,-1075,4167,17820,9227,8593,-1340,-1177,-163,45360,-295085,-314755,19670,105796,-5538,111334,86,15707,-16787,-1144,16320,1218,-9747,134536,-50852,185388,6873
2021:Q3,147092,-560718,707810,147092,130074,18390,-328,82661,250421,-2,250423,104596,2297,2936,3912,-662,-5815,5153,3383,-476,3859,17820,9227,8593,-301,-189,-112,-2084,-593447,-653392,59945,62581,-1320,63901,27,12774,-4419,1309,-18766,-2096,-477,76491,-2765,79256,-198715
2021:Q4,711401,55012,656389,711401,-203097,6244,1640,67462,216955,-45,217000,180898,1608,1304,7695,672,-1696,2368,-7025,-1586,-5439,17820,9227,8593,904,36,868,24560,119999,66428,53571,57958,15790,42168,5,26642,-3336,3120,5768,9028,502,174075,59028,115047,323386
2022:Q1,688572,159290,529282,688572,262231,-159,817,51505,100053,-263,100316,48842,7761,1176,15269,-16581,-17106,525,-4213,1496,-5709,4843,1699,3144,-176,15,-191,-6401,-55227,-41589,-13638,25749,-3989,29738,-1,17900,19699,2627,-9585,12796,-2583,212230,20988,191242,43205
2022:Q2,7260,-404653,411913,7260,25454,8683,5031,173381,-26879,-715,-26164,35643,10399,4291,8645,11419,7460,3959,-3381,837,-4218,12858,2021,10837,-1975,-1278,-697,3063,-300445,-252956,-47489,-38806,-7621,-31185,737,41095,-21334,1212,9690,25050,-4838,28267,-112961,141228,26926
2022:Q3,363342,121074,242268,363342,418627,3116,5220,46354,-116890,-17100,-99790,-48615,1500,4916,3689,14900,5582,9318,4678,3746,932,28287,11599,16688,-476,-242,-234,-10751,-202864,-135576,-67288,-12436,-23636,11200,-958,36315,-3592,617,42048,16191,3433,130033,24173,105860,54740
2022:Q4,228268,52494,175774,228268,407320,9563,836,38656,-144463,-21293,-123170,-27038,-3299,-3362,-1012,27585,17788,9797,-2315,1852,-4167,29317,11443,17874,699,30,669,-13541,-192120,-164942,-27178,-20,-9460,9440,-26,20327,-13208,99,43272,2599,1329,47070,30378,16692,134567
2023:Q1,437064,371367,65697,437064,421037,-1486,-1758,45801,-227015,-8688,-218327,-106864,335,-1186,-3799,6350,4791,1559,-2010,43,-2053,40534,22475,18059,152,-1,153,29283,-23216,63188,-86404,-15322,3119,-18441,-64,41472,-9840,-54,90556,-14284,5398,163044,12633,150411,-312980
2023:Q2,490331,398147,92184,490331,221409,15155,2142,28249,-180052,-11730,-168322,-58469,8213,307,2213,6632,2686,3946,2007,1393,614,39340,22424,16916,1028,671,357,2835,203163,223250,-20087,177,-3203,3380,-5,16457,4149,-1905,-3012,1274,10896,168128,-13992,182120,302026
2023:Q3,857794,793646,64148,857794,208329,8836,3538,16041,-160043,-30105,-129938,11918,-5006,521,501,33880,25509,8371,-2091,354,-2445,6791,1484,5307,-218,-96,-122,30001,523153,533896,-10743,23068,-581,23649,-34,26318,4795,-1260,175,9541,-3385,122425,99180,23245,43273
2023:Q4,596402,415496,180906,596402,28960,-12224,-4065,4207,-173810,-21831,-151979,63338,-1261,-2022,-8968,-453,-4474,4021,1125,-612,1737,3836,2080,1756,142,11,131,18745,502379,443616,58763,-8736,792,-9528,-203,14244,5140,-1760,7813,-1163,6571,154567,21766,132801,206146
2024:Q1,582039,386911,195128,582039,63397,7803,1357,4948,-176236,-21350,-154886,96659,8366,1752,-1752,25172,25843,-671,5055,309,4746,9586,2026,7560,135,25,110,20210,294176,270464,23712,28309,375,27934,0,8458,-2525,-2244,38781,-7294,-4255,162181,-16115,178296,-14417
