1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2007:Q2,26719992,2111666,4294495,6785814,3454504,10073513,26719992,10841470,242220,3415987,4317651,2865612,14181781,173621,411,2684834,4077824,4601991,1086853,141041,93615,599130,722461,1696741,26095512,3975812,2539087,190807,63353,0,1182565,15552135,790522,2094564,432220,33627,162505,895765,2441991,691865,35101,822281,1746180,1896783,177702,25901,1269010,405080,191967,139102,535151,27105,737713,6567565,624480
2007:Q3,27389693,1857724,4403060,7099555,3484539,10544815,27389693,10979421,243912,3427761,4426013,2881735,14613407,176994,290,2823986,4252616,4666776,1103631,136007,86273,631243,735591,1796865,26942552,4480348,3003851,164918,63984,0,1247595,15739354,779632,2112027,444584,31823,161567,899179,2459616,712416,35420,815111,1848560,1952181,176197,29200,1237320,407566,195949,114708,667426,32090,626782,6722850,447141
2007:Q4,27943722,1788893,4493689,7397749,3560648,10702743,27943722,11167365,254996,3465245,4516828,2930296,14937646,185053,511,2910192,4464418,4642306,1097625,127295,64803,659051,786392,1838711,27438797,4481756,3013159,152455,64613,0,1251529,15957436,740611,2103851,460671,30670,158106,898327,2450753,733828,36294,842539,1992717,2017732,170937,34692,1243820,429787,189350,120627,750262,53618,498244,6999605,504925
2008:Q1,28373407,1784628,4691656,7563813,3597160,10736150,28373407,11437719,257956,3510852,4715114,2953797,15077745,185022,369,2938117,4602238,4585207,1118050,104724,80369,686088,777561,1857943,27897519,4507196,3094942,112416,62642,0,1237196,16136314,591234,2094819,480638,29829,163956,893761,2401852,733874,37819,835055,2294309,2013549,162152,40445,1277834,421725,198352,113334,810638,55055,486084,7254009,475888
2008:Q2,28620920,1748411,4656134,7885840,3641232,10689303,28620920,11522160,268427,3613980,4679655,2960098,15311212,184497,332,3102075,4760244,4490879,1101679,100931,84481,735379,750715,1787548,27732442,4565506,3164154,119669,60670,0,1221013,15915807,478841,2139793,453571,31850,170010,881435,2346494,708565,37002,833388,2287419,2046967,155553,45154,1309013,415768,197768,118360,637566,78243,543047,7251129,888478
2008:Q3,28901640,1555718,5192997,8068431,3649033,10435461,28901640,12085021,265844,3647049,5216095,2956033,15257026,177108,0,3152680,4892653,4376322,1083805,91069,76926,699194,707269,1559593,27462565,4738052,3370707,118037,58699,3311,1187298,15678399,491127,2244596,436053,31303,165443,862239,2259770,687533,36980,770520,2287001,1956384,132815,50696,1253294,412952,195057,110263,764964,69857,459552,7046114,1439075
2008:Q4,29327626,1599798,5757055,8166697,3675105,10128971,29327626,12675884,264635,3660606,5780401,2970242,15218573,185315,0,3181923,4961428,4229763,1025341,68413,97067,664312,805011,1433169,28162144,5000751,3632738,126993,56728,54427,1129865,15905919,495629,2188803,491473,28607,158548,854480,2175153,710197,34944,732359,2740354,1797057,112821,57262,1305544,393097,192364,98357,661503,65403,611964,7255474,1165482
2009:Q1,29717860,1424564,6227207,8182826,3712032,10171231,29717860,13254397,265276,3740265,6249755,2999101,15008327,170928,0,3118309,5041969,4034427,980846,43552,82039,1177700,358557,1455136,28451855,5273092,3902179,127408,55353,106711,1081441,15993846,779352,2248502,441986,26822,148553,869254,2279056,710435,33902,689698,2633063,1874420,114804,69103,1325449,329114,199695,100958,543767,54596,521317,7184917,1266005
2009:Q2,29969297,1279723,6571808,8141099,3759343,10217324,29969297,13690149,268819,3795197,6594082,3032051,14675095,168410,0,2948078,5170747,3841049,924769,42063,97137,1178841,304001,1604053,28945629,5059395,3548793,138700,53978,150742,1167182,16572605,1215517,2356461,378855,28117,160162,887830,2364036,730913,32677,711949,2473608,2064827,124268,82387,1330648,286764,204739,110380,553287,59284,415896,7313629,1023668
2009:Q3,30292212,1170016,6968783,8121259,3789325,10242829,30292212,14128253,270592,3813474,6991985,3052202,14395690,161345,0,2800509,5297548,3639472,913259,38224,104025,1185725,255583,1768269,29862107,5364892,3798443,132872,52604,173873,1207100,17000087,1592701,2391318,382340,28338,165745,910012,2468533,759314,34730,734152,2231858,2312180,136969,95771,1319054,221214,199890,116677,490977,60005,348309,7497128,430105
2009:Q4,30437371,1138000,7232689,8106793,3861364,10098525,30437371,14480109,271713,3840214,7256184,3111998,14108178,176970,0,2706589,5376709,3398950,899562,37062,92851,1157773,261712,1849084,29925850,5217047,3624617,145413,51229,196967,1198821,17228868,1844838,2434424,336341,26457,173479,939851,2584049,762342,36204,735603,2103482,2439786,136977,107082,1253705,153036,198615,116157,465209,61499,319732,7479935,511521
2010:Q1,30554026,1081303,7714997,7715167,3897712,10144847,30554026,15062504,272646,3913001,7738578,3138279,13571282,655309,74280,6703787,987799,2719953,922116,45124,92252,1147763,222899,1920240,30065744,5542246,3905697,146077,51844,186977,1251651,16909994,2014390,2441822,328581,23805,188219,939978,2634448,787839,36907,753104,1894547,2605986,141226,118006,786703,116893,87325,122397,492790,62280,332748,7613504,488282
2010:Q2,30704673,1028255,8059428,7696793,3902813,10017384,30704673,15446507,270436,3957915,8083278,3134878,13351938,688296,78180,6618868,1054075,2583367,897070,38682,100907,1099542,192951,1906228,30526768,5679206,4081566,153260,52460,175982,1215938,17039575,2059878,2411421,341842,20006,199172,940611,2706197,827762,35611,754333,1772758,2755793,141423,129569,770061,76222,86006,129127,478946,44749,358088,7807987,177905
2010:Q3,31187370,1050754,8457152,7631053,3909841,10138570,31187370,15938314,267807,4046850,8481123,3142534,13199804,645267,79569,6503569,1103513,2475034,879328,38495,96115,1174127,204787,2049252,31443368,5682015,4030914,165273,53074,165158,1267596,17465625,2044313,2504121,465469,17346,186596,945799,2784915,864807,37381,764342,1667136,2931692,148113,141070,752777,49655,84412,144513,491051,89837,350280,8295728,-255998
2010:Q4,31751850,1057585,8822662,7605498,3979877,10286228,31751850,16403093,269291,4087293,8846823,3199686,13272476,585097,88172,6434523,1146814,2345530,1188282,37013,129722,1150286,167037,2076281,31576376,5773847,4045289,216876,53689,150102,1307891,17550928,2161094,2549838,325623,16994,178266,944757,2856357,867278,37320,765146,1785437,2957017,142683,137680,725724,43626,84123,161173,510121,79399,221272,8251601,175474
2011:Q1,32107719,1131327,9090815,7656044,3962581,10266952,32107719,16714148,269135,4149810,9115274,3179929,13235239,583402,95954,6437298,1194287,2261665,1173614,37101,128238,1156677,167003,2158332,31910772,5671484,3975548,212686,53965,139324,1289961,17891119,2410096,2571448,321928,16709,197611,956658,2921772,876822,37080,773772,1762543,2904732,143478,145553,704244,43313,84436,211217,509960,79067,218680,8348169,196947
2011:Q2,32302858,1081645,9295140,7585054,3933033,10407986,32302858,16942967,268477,4208534,9319638,3146318,13075904,573314,86083,6317319,1243237,2199889,1162110,34755,110065,1202500,146632,2283987,32427769,5745010,4111788,218595,54240,104554,1255833,18158456,2645095,2536830,326830,15319,202298,958282,2968667,901078,36307,786985,1677008,2932495,147809,157176,690734,39447,86157,239397,500696,81337,228509,8524303,-124911
2011:Q3,32436449,1004484,9588341,7592222,3920838,10330564,32436449,17284687,263622,4267548,9613323,3140194,12890549,535955,61305,6282741,1284499,2122575,1164774,33477,99211,1180693,125319,2261213,33043032,6034620,4484241,188319,54515,71401,1236144,18223964,2643811,2598472,349000,13671,206163,965385,3033848,938994,37061,728387,1713491,2831722,145625,167881,704592,31351,88663,262772,456198,85938,220939,8784448,-606583
2011:Q4,32706219,969302,9906085,7584476,3942015,10304341,32706219,17656529,262158,4302755,9931353,3160263,12790957,563510,59502,6247324,1311884,2071959,1158531,31343,91829,1160753,94322,2258733,33455767,6024410,4445059,207993,54791,31884,1284683,18682699,2605123,2658185,327778,13479,209224,1012314,3074095,955513,39065,720796,1814229,3086862,148169,183675,697832,30195,85002,270279,508850,78434,163600,8748658,-749548
2012:Q1,33188115,979483,10306692,7539839,3944045,10418056,33188115,18154793,260438,4400327,10331125,3162903,12799114,554046,66481,6178597,1336809,2012518,1151606,31677,98018,1277137,92225,2234208,34334719,5839472,4326031,191375,55844,2229,1263993,19581075,2889929,2792731,320501,13518,227758,1000384,3128859,979643,40698,791166,1747335,3280912,151973,201949,686103,27930,84900,328240,580102,134905,171539,8914172,-1146604
2012:Q2,33270721,946771,10490548,7548146,3965839,10319417,33270721,18429014,255607,4479796,10515016,3178595,12565365,496224,60982,6139839,1383839,1945568,1128436,35362,102140,1197205,75770,2276342,34738108,6033142,4540584,188316,56898,758,1246586,19727140,2982935,2798387,322903,12821,231388,990246,3121738,1023528,40983,806507,1678529,3388329,154882,221205,643079,26541,86899,347781,567609,99464,181386,8977826,-1467387
2012:Q3,33865373,939597,10723156,7550291,3956703,10695626,33865373,18767344,251986,4593639,10747550,3174169,12664696,493214,66035,6111541,1414356,1884737,1126468,33746,85832,1411584,37183,2433333,35563816,6186620,4656145,191775,57952,661,1280087,20130456,2964133,2874266,349256,12154,229958,984214,3188255,1060580,41900,802965,1722367,3557229,161772,232560,617636,24537,85315,408008,557200,107404,148747,9246740,-1698443
2012:Q4,34208388,937938,11027944,7560295,3953095,10729116,34208388,19185261,247757,4712425,11052823,3172256,12509425,484610,68694,6092689,1442727,1785292,1084452,30137,90164,1401424,29236,2513702,35794831,5995567,4497330,192241,59005,634,1246357,20434472,3053309,2900873,340650,11092,227180,984218,3236990,1085388,42867,813060,1773488,3653046,164535,241989,594716,23795,78701,389477,616781,100961,101356,9364792,-1586443
2013:Q1,34681882,990866,11373129,7596160,3962574,10759153,34681882,19595601,246278,4771359,11397755,3180209,12522104,469806,74354,6103474,1468060,1765907,1072147,31766,89105,1395481,52004,2564177,36055016,5800816,4270359,182853,59133,590,1287881,20757892,3313009,2923386,320706,11344,238601,988835,3211544,1090253,41283,821346,1770040,3729482,171920,248340,585636,21721,74999,382061,577613,103119,132654,9496308,-1373134
2013:Q2,34559010,980241,11368166,7665042,3945227,10600334,34559010,19645526,243138,4847352,11393128,3161908,12416241,408318,63130,6137643,1502437,1563773,1066162,158978,103067,1360256,52477,2497243,35021785,5281392,3768937,180393,59263,570,1272229,20466713,3450012,2867405,298397,10839,243869,990445,3188770,1071741,37571,811198,1771695,3564822,170421,243675,562914,21746,70078,362142,489630,111326,128017,9273680,-462775
2013:Q3,34857603,966579,11563589,7717790,3912210,10697435,34857603,19951519,238823,4987148,11588687,3136861,12341820,364747,58770,6147700,1544992,1510837,1077540,160426,96121,1351609,29078,2564264,35166541,5181926,3659600,190288,59392,557,1272089,20577321,3696759,2865965,304160,11321,239576,996000,3159593,1082662,36294,816189,1797771,3488291,168434,249082,541885,20954,69971,341535,471728,113420,105731,9407294,-308938
2013:Q4,35302316,941316,11834187,7798225,3893582,10835006,35302316,20238727,234450,5021781,11858674,3123822,12490118,393733,66899,6200226,1573512,1463167,1078333,172245,112398,1384368,45237,2573471,35318085,5060100,3506788,184184,59520,552,1309056,20671079,3899144,2912546,295327,11987,231749,1009678,3143430,1086697,46099,836350,1805649,3469851,167569,245909,506148,22397,67939,299615,442611,72796,97588,9586906,-15769
2014:Q1,35623502,981876,12098504,7725110,3886300,10931712,35623502,20603312,233318,5129372,12122507,3118115,12380841,380537,66162,6111353,1589754,1414007,1054631,193658,122725,1385594,62420,2639349,35979024,5126317,3555354,194449,59946,550,1316018,21062357,4176270,2975331,292671,12506,236415,1009720,3195085,1122718,44238,854203,1705876,3503147,172073,259018,503682,22479,71832,289889,417558,68484,129162,9790350,-355522
2014:Q2,35852673,995202,12047511,7778524,3882957,11148479,35852673,20645775,232628,5225785,12071546,3115816,12396271,370890,67463,6150567,1603922,1398528,1059863,188443,113379,1386748,56468,2810627,36612378,5154417,3617449,185745,60373,531,1290319,21494065,4389618,3036316,289396,11213,236818,1016601,3262134,1156737,43772,902361,1568940,3621299,175602,274056,496708,22679,72451,299790,395317,75261,146996,9963896,-759705
2014:Q3,36162830,985785,12255772,7837560,3849493,11234220,36162830,20893745,229836,5297141,12279629,3087139,12477792,369345,65716,6186189,1627514,1400243,1066592,189606,123900,1377040,71647,2791293,36878903,5114429,3627689,184138,60800,531,1241271,21740220,4459314,3102848,278733,11009,233572,1030281,3312193,1175383,43339,907431,1633717,3617313,173990,276772,494762,25571,69928,294534,348337,80249,170944,10024254,-716073
2014:Q4,36561734,920070,12480854,7948383,3860390,11352037,36561734,21202868,227898,5372563,12505228,3097179,12568991,371402,58082,6275505,1648504,1397499,1080315,190815,123878,1374162,48829,2789875,37484592,5150316,3601696,213614,61226,531,1273249,22160084,4599336,3193737,271862,10760,222763,1045153,3348479,1209746,44823,910478,1698799,3696321,172229,296977,493259,27728,73938,306787,349566,71983,115360,10174192,-922858
2015:Q1,36755073,942378,12606703,7904936,3889741,11411315,36755073,21480674,227371,5501386,12630834,3121083,12485510,367440,60827,6234619,1646186,1388634,1080032,183790,107412,1366209,50361,2788889,37854312,5210013,3638289,202557,62471,531,1306165,22337829,4638298,3271540,267536,10716,228083,1034337,3324152,1215670,45423,900857,1665739,3798050,173226,318557,485468,28334,68839,302388,359908,66107,134601,10306470,-1099239
2015:Q2,37063950,968457,12670654,7959876,3902666,11562297,37063950,21716302,223957,5668109,12695304,3128932,12593047,396641,67945,6257982,1677244,1378184,1060680,173418,135794,1371853,73306,2754601,37536318,5041655,3488391,197796,63717,511,1291240,22081256,4517913,3281658,258140,11085,225260,1034713,3314558,1189832,43720,900791,1615789,3787755,169705,314898,466772,29297,71818,282901,333952,67276,163423,10413407,-472368
2015:Q3,37259960,980946,12812842,8047070,3893253,11525849,37259960,21967136,221477,5787987,12836937,3120735,12632893,416364,57224,6293517,1729458,1335328,1066468,160654,135387,1343448,95045,2659931,37858011,5371540,3831613,204630,64961,494,1269842,22160430,4580167,3309914,264525,11078,216185,1030528,3318611,1194448,43582,879613,1638628,3751341,165609,333400,460700,29000,70468,275252,322916,71453,193012,10326041,-598051
2015:Q4,37478613,931176,13168996,8169002,3881759,11327680,37478613,22343433,219958,5816909,13193550,3113016,12512100,415505,66063,6368996,1775452,1319628,953442,152527,131297,1195119,134071,2623080,37683590,5178987,3579016,216373,66206,494,1316898,22167292,4521330,3366508,266895,11547,219957,1028882,3316222,1175795,47050,880744,1755180,3718490,163196,340741,462196,28866,62654,262500,313255,51248,174036,10337311,-204977
2016:Q1,37980763,1010819,13407102,8178390,3903538,11480914,37980763,22746357,220926,5963956,13431541,3129934,12562258,419870,74710,6350100,1803851,1292270,936519,164872,119463,1229652,170951,2672148,38877717,5328913,3713989,226247,66674,494,1321509,22909147,4632134,3421187,288153,11383,218167,1063847,3460745,1222053,47847,901110,1861105,3823629,164095,380347,457945,27860,64021,261543,308064,48499,245413,10639657,-896954
2016:Q2,38212967,1005580,13391647,8324043,3937226,11554471,38212967,22848627,220803,6059638,13416203,3151983,12654816,426733,74262,6455513,1843974,1252409,915798,162406,111009,1250487,162225,2709524,39676012,5405575,3786149,221738,67143,494,1330051,23414882,4677921,3484972,312230,12130,218956,1091386,3602887,1257298,47006,908845,1773995,3986563,166859,396519,465344,25566,76754,248401,333035,50490,277725,10855555,-1463045
2016:Q3,38550510,901002,13621965,8414692,3932793,11680058,38550510,23146327,218572,6135694,13646328,3145733,12663387,382761,66658,6505000,1885329,1215530,897861,160185,125639,1281752,142672,2740796,39876153,5307264,3633551,239584,67612,494,1366023,23662433,4640411,3595460,298594,11835,215184,1113819,3653434,1267021,48096,910204,1719000,4098350,168714,420396,467572,21784,80229,246303,329356,49394,307277,10906456,-1325643
2016:Q4,38740542,874553,13880222,8520584,3932719,11532464,38740542,23400205,216786,6133105,13904681,3145633,12668251,356941,69370,6563167,1932958,1183428,886308,149274,129141,1261541,136123,2672086,38864245,5004747,3344831,211927,68081,494,1379414,23198364,4445632,3625908,273076,12975,217525,1064244,3510551,1231582,46764,892949,1866695,3970177,162998,420269,450895,20462,73130,235658,325588,54224,297062,10661134,-123703
2017:Q1,39039201,926837,13923005,8571556,3920660,11697143,39039201,23570325,216478,6273381,13947233,3133233,12669704,355980,65125,6570217,1977111,1146946,858763,140811,129718,1270686,154347,2799172,39246332,5025937,3339355,212283,69824,494,1403981,23454956,4470175,3685027,263011,13848,223762,1052712,3562740,1270754,47061,907304,1784053,4072817,165730,457237,436020,15903,70124,244031,352455,50008,310184,10765439,-207131
2017:Q2,39403287,915334,13965794,8666982,3930210,11924967,39403287,23699860,219543,6360277,13990185,3129855,12805227,355743,65710,6619811,2022780,1135444,848642,136185,165819,1319414,135679,2898200,39895133,5134077,3431254,226234,71566,494,1404529,23654714,4485571,3675083,267276,14053,223293,1064013,3614633,1320102,46089,922509,1652478,4219266,168156,493151,427704,12065,67969,249181,379026,67241,285855,11106342,-491846
2017:Q3,39894907,972043,14156063,8758864,3906190,12101747,39894907,23954246,215975,6443013,14180431,3114827,12949039,393176,74562,6658098,2076398,1127387,854880,130926,175522,1333598,124492,2991622,40421059,5034986,3337084,208127,73310,494,1415971,24029782,4482574,3726466,259819,13334,216413,1074171,3662691,1357414,46662,934592,1737271,4366714,168477,526810,411729,11474,64359,276036,337319,54035,301422,11356291,-526152
2017:Q4,40482103,955616,14434589,8867120,3951291,12273487,40482103,24323311,217927,6501176,14458984,3145224,12972515,323195,62733,6716266,2126459,1121621,835108,133362,185668,1325999,142104,3186277,40841273,5133031,3355335,243351,75053,494,1458798,24366303,4448309,3745413,303276,14735,212958,1097155,3701220,1391161,47220,955036,1826268,4448040,168002,543721,404908,12290,63783,290241,337571,62302,292694,11341939,-359170
2018:Q1,41107683,1038159,14894690,8871811,3931742,12371281,41107683,24868105,219444,6602380,14919352,3126929,12978400,341466,67437,6685669,2161480,1109181,832972,135324,175594,1312440,156837,3261178,40821060,5170904,3419676,242474,75242,494,1433018,24355568,4323698,3686829,292941,15862,213319,1075829,3641626,1376989,46140,976072,1988415,4497121,165360,552678,411976,13631,62668,285305,309821,73655,345633,11294588,286623
2018:Q2,41197071,1041206,14933718,8959855,3933959,12328333,41197071,24913970,219180,6611625,14957229,3125936,13041141,317788,60441,6736142,2200202,1116019,854908,129843,167352,1299662,158784,3241960,40695120,5343780,3555778,241594,75432,494,1470482,24162643,4218141,3682136,300221,16382,213395,1074896,3600667,1379220,44769,947259,1859232,4545817,167001,583231,416332,14669,59971,281730,342114,78242,337218,11188697,501951
2018:Q3,41651168,1035233,15227623,9021339,3917771,12449202,41651168,25243970,216465,6659258,15250445,3117802,13119319,317659,52852,6753272,2245245,1115234,878682,132288,175898,1298777,149412,3287879,40951658,5606524,3794419,239958,75620,494,1496033,24136992,4062089,3680850,295170,18993,206702,1093646,3618561,1394587,44736,943358,1882063,4576054,166551,602068,412624,18638,61355,301821,331270,89049,336807,11208142,699510
2018:Q4,42088284,985654,15566216,9112563,3906990,12516861,42088284,25581104,215870,6670453,15589156,3105625,13212231,288177,50078,6797349,2292274,1121281,879163,147201,184003,1301256,151449,3294949,41431307,5810196,4001640,263220,75809,494,1469033,24435072,3982597,3806762,318130,19475,201805,1118577,3614211,1416067,44442,975592,2024180,4435775,161005,625929,408334,20423,55263,314486,478038,92224,321757,11186039,656977
2019:Q1,42646613,1052114,15888708,9145613,3893207,12666971,42646613,26030413,214646,6814895,15910909,3089963,13287365,282809,48637,6808433,2314979,1131035,859216,153986,181488,1337470,169312,3328835,42882205,6046863,4172873,281646,75822,494,1516028,25262322,3953907,3874906,312943,20768,213393,1154267,3803643,1469607,46278,1056909,2189646,4562368,166711,681966,418157,24301,54065,345329,471011,95543,346604,11573020,-235592
2019:Q2,43030119,1071291,15884286,9264025,3879171,12931346,43030119,26094896,214570,6901913,15906283,3072130,13466114,289102,52700,6901795,2340233,1134012,844884,160475,205929,1370958,166026,3469109,43849544,6318213,4423364,285118,75834,494,1533403,25709906,3900351,3957430,325558,28745,215931,1177760,3980476,1522365,46666,1040777,2057966,4763407,169355,733003,435638,26530,53105,367244,484500,105640,317459,11821425,-819425
2019:Q3,43697440,1055790,16303690,9343225,3877233,13117502,43697440,26600944,214192,6992505,16325145,3069102,13589283,315143,67314,6952680,2369090,1161788,850033,165350,183785,1373507,150593,3507213,45199777,6385972,4439481,316040,75846,494,1554111,26485369,3897941,4093806,334431,31053,216842,1194426,4118937,1560253,48279,1004195,2313396,4963354,171163,775165,460515,29094,56737,373710,486508,123406,232158,12328436,-1502337
2019:Q4,44181395,1038531,16628907,9429469,3919461,13165027,44181395,26955273,213601,6987189,16650118,3104365,13667805,327936,71070,7002215,2406043,1175027,835375,180481,173916,1350035,145707,3558317,45531250,6285643,4310786,337625,75859,494,1560879,26877123,4011876,4119471,308972,33589,221281,1192773,4144503,1565782,49370,966978,2436533,5090499,171493,809136,467725,33034,59980,375688,449257,126766,242417,12368484,-1349855
2020:Q1,45238549,1082248,17115829,9769102,3926401,13344969,45238549,27691301,210758,7232678,17137013,3110852,14274935,350933,88004,7318099,2429819,1230439,859355,165333,256907,1432946,143100,3272313,47110272,6358014,4263875,376859,76342,494,1640444,28391694,5312904,4319970,340165,33957,235228,1182297,4064008,1585699,47191,984144,2898079,4704217,151538,814864,484216,32025,58813,235689,506052,121489,279149,12360564,-1871723
2020:Q2,48607069,1000114,19867035,9743728,3948108,14048084,48607069,30865676,208486,7635974,19888054,3133162,14216132,368982,75098,7305137,2417572,1219129,849029,173471,179726,1495107,132881,3525261,51391226,6152096,3909613,390021,76826,494,1775142,32284023,6847723,4637310,334397,38757,267462,1249857,4368342,1672633,49032,1015913,3917582,5037237,161990,921226,547909,30568,68150,229708,499141,125110,263976,12955107,-2784157
2020:Q3,49286650,950423,20340181,9866187,3984388,14145471,49286650,31394601,207166,7657854,20360332,3169249,14282011,406920,66868,7417660,2428376,1220891,816438,178883,165438,1461288,119249,3610038,52075791,5952273,3744007,377710,77309,494,1752753,33095346,7163735,4929973,319399,39274,290921,1275012,4457666,1688365,50703,1047826,3651036,5331846,166171,982092,557029,29531,69905,222557,432108,116148,274049,13028172,-2789141
2020:Q4,50376161,925481,20946158,10086673,4008206,14409643,50376161,32050176,203918,7682658,20966365,3197235,14572050,436898,65251,7638140,2428326,1226256,815203,180013,183885,1479919,118159,3753935,53178509,6066899,3829036,377229,77792,494,1782348,33857364,7422217,5202149,313517,41349,311146,1270151,4546301,1715260,53039,1098234,3525227,5539231,175700,1041768,520093,30315,73559,223932,389126,122432,242618,13254246,-2802348
2021:Q1,51217242,1109784,21347365,10226360,4034737,14498996,51217242,32620795,204487,7827376,21367192,3221740,14711115,418767,66014,7775145,2431388,1232116,795008,179201,196343,1442209,174924,3885332,52662447,5377962,3247065,350867,75122,494,1704414,34177137,7548339,5568020,294742,43759,374218,1249662,4363255,1675664,50809,1087914,3606137,5586299,178296,1058053,471928,28571,69685,209303,187190,145458,379835,13107348,-1445205
2021:Q2,52341569,1089986,21699043,10407473,4058029,15087038,52341569,33036223,204488,7872828,21718869,3240038,15260884,368933,58666,7928061,2459586,1260651,1130355,191927,204512,1524801,133392,4044462,54181183,5686230,3305208,384405,75318,494,1920805,35032380,8010816,5826031,289350,42396,375922,1308418,4483192,1754000,50004,1165628,3185242,5762034,183098,1133976,450455,27427,57819,199638,216287,144104,366543,13462573,-1839614
2021:Q3,52892251,1075984,21846135,10535899,4076745,15357488,52892251,33267432,203510,7941060,21865636,3257226,15412088,336288,52415,8041747,2474651,1313806,1123457,195168,214638,1517694,142224,4212731,54445475,5849579,3389605,395979,74500,494,1989001,35115813,8412289,6056225,289519,47290,387208,1311583,4529927,1786263,47950,1153223,2534453,5860564,185641,1173705,440080,28736,57442,177988,204378,139092,292257,13480083,-1553224
2021:Q4,53801065,1051755,22557536,10699163,4087198,15405413,53801065,33977101,202850,7931210,22577323,3265718,15605607,311792,53747,8177564,2501812,1388262,1085337,203817,217713,1544945,120618,4218357,55196421,5577518,3049464,409561,75949,494,2042050,35967316,8733173,6319762,286056,47475,403134,1320128,4569162,1820982,48913,1195836,2568809,5897227,186587,1215294,430206,31856,68291,180366,196572,146447,301040,13651587,-1395356
2022:Q1,54740571,1139604,23246108,10926821,4069927,15358111,54740571,34744883,204921,8032261,23265505,3242196,15987002,348370,77313,8372641,2534783,1425965,1068151,209490,260836,1531085,158368,4008686,53407232,5530930,3102975,373217,72294,494,1981950,34645363,8470370,6243139,280776,47838,414738,1245184,4252418,1711109,45818,1149686,2514892,5560485,172669,1180521,432842,34483,58970,169295,139016,148866,372248,13230939,1333339
2022:Q2,54795215,1163880,23253368,11195464,4074208,15108295,54795215,34717800,202407,7996515,23273089,3245789,16291411,390811,96175,8591872,2583871,1454452,1058598,213824,249244,1516639,135925,3786004,51362676,5838046,3246491,399815,74318,494,2116928,32860567,8043432,6017199,295476,51264,413914,1205895,3980361,1647150,40695,1094785,2224623,5087066,158310,1173317,404458,35695,50858,157014,175467,166439,437149,12664063,3432539
2022:Q3,55194398,1165891,23616710,11442447,4058496,14910854,55194398,35079491,201650,8005229,23636062,3236550,16459365,396743,97646,8785708,2637387,1472533,1036967,210613,223595,1472616,125557,3655542,49870695,6261486,3746540,360711,75788,494,2077953,31315745,7507297,5659969,304358,54545,395504,1183219,3796379,1607557,38330,1042804,2113202,4810644,149412,1177227,398886,36312,47861,165998,246381,176426,403434,12293464,5323703
2022:Q4,55883881,1227649,23844978,11678557,4035563,15097134,55883881,35290372,201921,8009396,23864777,3214278,16880306,465609,112019,8970820,2687938,1469423,1062396,216795,236100,1541772,117434,3713203,51049108,7026883,4435893,382168,76912,494,2131416,31419127,7349060,5620527,297796,50920,385369,1241700,3904901,1681279,39701,1043190,2021984,4793863,152475,1258677,395644,36411,52012,159017,311413,181748,441440,12603098,4834773
2023:Q1,56892065,1182927,24282042,12041313,4039809,15345974,56892065,35898234,201994,8176232,24301785,3218223,17242511,423962,112841,9303695,2717875,1483757,1068545,216272,229311,1547961,138292,3751320,52825121,7797174,5100735,383480,77007,494,2235458,32076619,7243152,5575286,280415,50034,381333,1287127,4021820,1780639,40921,1119575,2206930,4931128,153071,1336929,407929,36357,40886,181277,420520,168630,412660,12951328,4066944
2023:Q2,57355296,1191052,24772373,11972388,4055800,15363683,57355296,36419274,204243,8195383,24790364,3229284,17210190,454442,123829,9189393,2765004,1487262,1102999,211574,211194,1541239,123254,3725832,52806482,7939472,5231972,394165,77831,494,2235010,31751941,6902112,5406828,289987,49596,370583,1283432,3967410,1819994,42082,1099254,2392475,4975706,151365,1371681,421584,34452,38345,181840,404978,166253,381984,13115069,4548814
2023:Q3,58129429,1230605,25630167,11938790,4045464,15284403,58129429,37289768,204284,8213739,25649734,3222011,17185533,462455,126872,9098342,2820881,1498285,1112736,208729,221033,1486384,149816,3654128,52240402,8018424,5330575,434247,78509,494,2174599,31239428,6393557,5169242,275701,68911,356111,1291902,3811897,1783032,40376,1068861,2881246,4861345,145279,1367302,427182,33192,35326,191092,435421,174220,428233,12982550,5889027
