date,FU174090005.Q,FU153091003.Q,FU173020005.Q,FU173030005.Q,FU173034005.Q,FU174022005.Q,FU173061105.Q,FU153061705.Q,FU173062005.Q,FU153063005.Q,FU174023005.Q,FU153064105.Q,FU153064205.Q,FU163070005.Q,FU153040005.Q,FU153050005.Q,FU173099005.Q,FU175050005.Q,FU175012005.Q,FU175013005.Q,FU155111003.Q,FU155420003.Q,FU115020005.Q,FU176300005.Q,FU176320005.Q,FU176330005.Q,FU156300103.Q,FU172010005.Q,FU175012865.Q,FU175013865.Q,FU155111005.Q,FU155420003.Q,FU115020005.Q,FU174190005.Q,FU173165105.Q,FU173165205.Q,FU153166000.Q,FU173169005.Q,FU173199005.Q,FU175440005.Q,FU176007025.Q,FU155111005.Q,FU313154015.Q,FU156600075.Q,FU176007005.Q,FU156007015.Q,FU176007085.Q,FU156012005.Q,FU176007026.Q,FU176007006.Q,FU156007016.Q,FU176007086.Q
1983:Q4,138199,142,498,43938,-969,3317,733,717,1318,549,5079,-1459,3718,0,2444,72943,8547,138859,44552,23131,73330,-510,-1643,94552,20609,17687,56138,44307,23943,5444,17193,-510,-1643,85893,32193,16882,24266,1393,11159,1890,98502,17193,583,130,80857,65899,14958,680629,14.47223422830231,11.879715029149763,9.682000032323042,2.19771499682672
1984:Q1,120274,253,-14268,64791,13960,14173,16402,1265,8440,-11934,-822,-21268,5278,0,1258,53270,3649,148603,46191,24157,76723,-509,2041,96366,20985,17814,57448,52238,25206,6343,19276,-509,2041,65294,29300,21891,7132,-445,7416,2177,109394,19276,705,-1699,87715,77722,9993,704212,15.534321310780404,12.455709629488632,11.036670091300696,1.4190395381879375
1984:Q2,170222,90,8577,69765,2814,52804,26540,1472,19407,5385,3489,-25146,4433,0,1520,49059,2817,153220,47402,25336,78999,-532,2015,97892,21307,18006,58457,55328,26095,7330,20542,-532,2015,100842,38369,23372,27789,2051,9261,2053,126762,20542,1835,3703,108088,80140,27948,721768,17.562701965845665,14.975453565822527,11.10325232510574,3.872201240716789
1984:Q3,144475,-254,-308,52786,932,33421,16520,2943,16034,-2076,7238,-19732,6458,0,1356,59856,2722,154375,47296,26136,79185,-556,2313,99827,21652,18184,59865,54548,25645,7952,19321,-556,2313,90174,34691,23157,22040,-703,10989,2048,110896,19321,5,-112,91459,84855,6604,736651,15.054120160137732,12.41549876364923,11.519019345993101,0.8964794176561306
1984:Q4,174341,-91,23027,62580,26668,551,-5367,7506,318,-1906,8268,-15289,3246,0,1903,61068,2410,157521,47789,26755,81909,-581,1650,101478,22020,18351,60976,56044,25769,8405,20933,-581,1650,98077,32295,23664,24745,1433,15940,2082,134390,20933,317,-556,112584,83595,28989,748131,17.963415591510966,15.048726214019132,11.173848956215208,3.874877257803925
1985:Q1,168018,115,-3329,44585,7271,68137,25781,-5920,27389,20887,4033,-28843,10533,0,2110,58297,5109,162804,48118,27566,85783,-593,1930,104271,22292,18625,63230,58533,25826,8941,22553,-593,1930,80742,38595,23637,9439,63,9008,2227,148035,22553,807,-1670,123006,71390,51616,756506,19.56821736029852,16.259718587155536,9.43676935914277,6.822949228012765
1985:Q2,138999,-205,13273,28095,5535,13654,-22310,13494,13010,9460,18578,-35264,17451,0,2843,65523,9516,163972,48618,27781,87005,-621,1188,106374,22688,18819,64739,57598,25931,8962,22266,-621,1188,114643,41782,22242,23569,8003,19047,2148,84102,22266,409,4866,66293,78676,-12383,776088,10.836694857261714,8.541884217231202,10.137510179258022,-1.5956259620268205
1985:Q3,132150,395,14968,30499,-3582,32011,16160,-4911,16475,4287,-5407,-24159,17524,0,2813,53503,13585,170960,49882,27678,92413,-651,1638,108339,23091,19049,66067,62621,26791,8629,26346,-651,1638,121496,51271,20790,26313,7116,16006,2341,75615,26346,-20,-584,48705,62846,-14140,779134,9.705016729180826,6.251213065817509,8.06607337957058,-1.814860313753073
1985:Q4,177884,511,801,28626,2521,39910,-11419,-10303,47913,13719,17281,-30966,28915,0,3767,73705,12812,170735,51570,29038,89453,-682,1357,110287,23500,19312,67337,60448,28070,9726,22116,-682,1357,120043,49573,7333,24669,8635,29833,2219,120508,22116,335,-1188,96869,70028,26841,793350,15.189731913404811,12.21015259140926,8.826870603494484,3.383281987914776
1986:Q1,136206,161,14129,27870,20312,-4398,-22023,-3225,4004,16846,2226,-28201,32990,0,3926,57840,9351,174395,54328,27668,92144,-679,934,113241,24307,19218,69585,61155,30021,8451,22559,-679,934,47063,31120,15533,-3775,3452,733,2377,152674,22559,872,-938,128305,75630,52675,810666,18.83309692281262,15.827112647532873,9.329394186571847,6.497718460961025
1986:Q2,140985,174,33997,16441,11054,11096,-20643,3291,13344,15104,-3667,-34418,32632,0,4591,58267,10818,180158,58083,27526,95830,-709,-572,115343,24720,19617,70871,64815,33364,7909,24959,-709,-572,86258,58730,13412,21092,1957,-8933,2490,122032,24959,724,5816,102166,76590,25576,818927,14.901491763692357,12.475574198975831,9.352479112155567,3.1230950868202654
1986:Q3,156951,321,19112,34611,16033,-230,20539,820,-13394,-8195,4792,-33420,30319,0,4568,69657,11188,190645,59656,27629,104868,-738,-770,117974,25120,20135,72579,72671,34536,7494,32289,-738,-770,103748,66969,14453,21997,2106,-1777,2621,128494,32289,220,-968,95017,69246,25771,828236,15.514214934822695,11.472191900935929,8.360597595190985,3.1115943057449424
1986:Q4,225929,120,52514,48694,-3583,34979,12322,1212,13915,7530,13671,-52013,34153,0,5159,82514,9721,191186,60519,28188,103792,-766,-547,121353,25510,20776,74923,69833,35009,7412,28870,-766,-547,104767,47025,24171,16467,2653,14451,2533,193527,28870,480,-2458,161719,67247,94473,835558,23.161418658233572,19.354650065637788,8.048127134240572,11.306522931397216
1987:Q1,96745,-66,-35682,19508,12187,12785,-25500,-3711,23885,18111,2256,-40741,49351,0,7065,60231,9851,186156,61162,28790,98314,-787,-1324,123679,26495,20938,76099,62477,34667,7852,22215,-787,-1324,33844,50933,12678,-22038,-5565,-2164,2679,128056,22215,206,-1635,104000,67692,36309,843253,15.18599521787451,12.333233353997358,8.02742474678418,4.3058086072131765
1987:Q2,135574,-162,12967,32080,-2105,57166,15793,-1043,28574,13842,-1050,-45329,11983,0,6382,57276,6366,191686,61933,29539,103155,-807,-2134,126024,26918,21259,77696,65662,35015,8280,25459,-807,-2134,109122,73718,7552,15996,7192,4664,2643,94757,25459,495,5959,74762,53896,20866,847062,11.18656582261854,8.826083354983352,6.362698362103364,2.463384992879986
1987:Q3,176188,-125,4935,39548,5331,55127,11466,1668,27281,14712,3291,-22812,1439,0,7306,75269,6879,199065,61951,30599,108191,-821,-855,128059,27377,21111,79415,71006,34574,9488,28777,-821,-855,93805,57894,5894,19324,2344,8349,2730,156118,28777,922,-1284,125136,62788,62348,872450,17.894244232885576,14.343036842431284,7.19671820640673,7.146318636024553
1987:Q4,149051,222,14117,56144,9967,28854,18760,6300,27105,-23311,-7914,-30532,-15161,0,10478,73630,9247,198405,62619,30856,105703,-830,58,129750,27871,20465,81252,68656,34748,10391,24451,-830,58,79403,57087,10086,19003,-14239,7466,2525,140829,24451,-506,-1515,115369,76216,39153,894455,15.744723559355167,12.898297523389132,8.520942920549384,4.3773546028397465
1988:Q1,165823,-35,-7220,51324,24749,1193,-6039,-2743,7981,1994,9733,-18543,3401,694,5961,83449,11117,202618,62527,32278,109409,-834,-762,133771,28385,23242,81984,68847,34142,9036,27425,-834,-762,61842,35990,19708,-4908,-1591,12643,2646,175473,27425,164,-2222,145663,77646,68017,916525,19.145531808384884,15.892945543642373,8.471759347404243,7.421186196238129
1988:Q2,155922,406,5957,39250,-17374,32309,27302,-5497,15824,-5320,8124,-9046,1124,718,7214,75331,11908,203312,63429,33096,110056,-844,-2425,134410,28900,21986,83358,68902,34529,11110,26698,-844,-2425,114324,69491,18060,16396,3350,7027,2596,113096,26698,746,7130,92782,79099,13683,933458,12.115811847296373,9.93962872599281,8.473736492090831,1.4658922339019784
1988:Q3,191875,188,-368,45419,-1879,39765,23287,4007,16658,-4187,6856,8346,-4337,730,6150,78170,12835,203105,63659,33137,109397,-858,-2229,136381,29412,21508,85290,66724,34247,11630,24107,-858,-2229,113469,60408,17803,15710,7688,11860,2926,148056,24107,60,-1011,122878,80341,42537,952747,15.539864410940742,12.897268842547454,8.432563944048105,4.464704898499351
1988:Q4,200783,353,16001,38702,9619,47960,21024,21390,18098,-12552,4826,-23300,-2507,730,8504,87420,12475,206405,64620,33647,113065,-879,-4047,139199,29920,21860,87242,67207,34699,11787,25824,-879,-4047,101482,56708,17440,19368,-2718,10683,2947,169455,25824,379,-2223,141030,80024,61006,971351,17.445292241066554,14.518929885954963,8.238396830805755,6.280533055149208
1989:Q1,94335,445,-18989,27766,25971,192,12775,-4391,-1142,-7049,4240,-29008,-759,1492,3828,70880,8277,213342,64566,34313,113155,-896,2205,141841,30352,22846,88471,71502,34214,11467,24684,-896,2205,53599,35919,9323,-9113,-286,17756,2887,115125,24684,-72,-1555,88958,90215,-1256,996792,11.549548748503797,8.924459532639686,9.05048738525459,-0.12602785261490362
1989:Q2,116269,-121,-3952,-1169,21202,21584,18897,-6599,6055,3230,6504,-32852,7256,1516,8556,79538,8207,212620,63427,34209,114758,-929,1155,144895,30844,23629,90245,67725,32583,10580,24513,-929,1155,110571,58387,9199,16424,8700,17861,3147,76570,24513,869,7758,58947,81708,-22761,1005190,7.6174986268324165,5.864229453421742,8.128593342515261,-2.26436388909352
1989:Q3,142519,236,-2886,27009,31960,27348,2107,10584,10076,4580,-6902,-32224,8586,1504,5673,73308,8907,213973,63437,34984,117618,-968,-1097,147315,31327,24161,91645,66658,32110,10823,25973,-968,-1097,104249,65983,9052,14590,-162,14786,1525,106453,25973,-70,-1588,78962,78970,-8,1016902,10.468409852074018,7.764959316135476,7.7657509829642475,-7.91666828771557e-4
1989:Q4,216865,205,18063,27668,14867,45982,700,24727,15006,5549,17434,-22408,13448,1464,11417,82326,6400,208974,62565,33799,114419,-1012,-796,149739,31799,24507,93246,59235,30765,9292,21173,-1012,-796,118250,66255,9421,25078,1454,16042,2866,160716,21173,522,-2908,136113,84522,51591,1034391,15.537262321385212,13.158766384556708,8.17121845115442,4.987547933402288
1990:Q1,169449,-119,-13480,17547,27219,-4772,-19565,3002,15169,-3378,35465,-1134,7727,1491,6681,83993,8831,216823,63547,33182,120535,-1032,590,151362,31830,25026,94322,65462,31717,8156,26213,-1032,590,43559,50432,-1098,-16965,5980,5211,3400,194751,26213,-76,-2458,166157,89092,77065,1060208,18.369158691545387,15.672065065964471,8.403241957035098,7.268823108929376
1990:Q2,131174,557,9168,-4393,-14278,41220,4819,15594,14611,6196,8144,-17065,10824,1443,7736,87410,407,208189,61241,31321,116563,-1067,131,153903,32279,25087,96349,54286,28962,6233,20213,-1067,131,73173,65854,-4912,6392,833,5006,4683,116970,20213,502,8119,104373,93181,11192,1075838,10.872408105078447,9.70159418732479,8.661282105056465,1.0403120822683247
1990:Q3,170076,637,666,5586,23488,47551,38060,9659,-97,-71,12387,-13862,-709,1441,7291,81628,3973,204494,58140,30845,115431,-1091,1170,155713,32720,25196,97605,48781,25420,5649,17826,-1091,1170,61339,50459,1500,13590,-4357,148,3892,161409,17826,4,-1235,142344,88971,53373,1088243,14.83211626018613,13.080204204688423,8.175666168348181,4.9045380363402415
1990:Q4,205677,335,16764,25103,6655,60105,9612,7608,6102,36783,25585,-34107,11909,1485,6446,80887,4510,198134,54843,30942,112479,-1106,976,157471,33153,25340,98782,40663,21690,5603,13697,-1106,976,62435,40288,125,12089,3696,6237,3781,187687,13697,415,-2460,171116,89387,81729,1094342,17.150678527967127,15.636406536867451,8.168094179892368,7.468312356975085
1991:Q1,160374,532,11783,2340,46999,-26189,-22441,-12242,-4081,12575,7895,17792,14922,1008,6208,72887,4197,191639,52088,30510,110316,-1065,-210,159340,33025,26066,100056,32299,19064,4445,10259,-1065,-210,22358,35893,1868,-22184,2400,4381,3882,174196,10259,-8,-2516,161429,99561,61868,1106625,15.741214651608482,14.587503979875136,8.996786908211165,5.590717071663968
1991:Q2,105544,-2,3173,-46054,-20795,41997,7093,3007,20565,11332,1160,-1522,21625,1044,8783,90642,5493,194067,53923,30470,111147,-1066,-407,161183,33379,26137,101471,32884,20544,4334,9677,-1066,-407,66054,59522,3919,-901,2647,868,3741,76115,9677,799,9298,74937,97710,-22773,1118517,6.804995586046256,6.699655228904895,8.73568941022643,-2.036034181321534
1991:Q3,131080,452,4603,-19074,-3844,15168,6751,4430,16182,-12195,12658,-2469,25808,1052,4621,88962,3143,195552,56076,29597,113273,-1065,-2329,162402,33671,26268,102264,33150,22405,3330,11009,-1065,-2329,27460,22637,-12765,1194,10219,6175,4120,140890,11009,233,-1620,128029,96282,31747,1128904,12.480233994582075,11.340987117952487,8.528822127706976,2.812164990245513
1991:Q4,195642,46,29915,-14942,3078,8023,2112,-993,2412,4492,23861,7293,33355,1036,6501,90868,6608,199166,56987,29754,111664,-1064,1825,163628,33898,26284,103245,35538,23089,3470,8419,-1064,1825,75087,48735,-3858,13081,10679,6450,2570,158663,8419,490,-3112,146642,107410,39232,1146965,13.83329323644007,12.785244862260448,9.364751316831052,3.4204935454293954
1992:Q1,190167,1,15545,-36421,22901,37673,31454,13292,-812,-6261,-14202,34369,31661,617,7528,84138,6357,205694,60033,28689,116320,-1069,1722,164346,34107,26414,103629,41348,25926,2275,12691,-1069,1722,19763,39955,-4222,-22228,-2743,9002,3935,215687,12691,-293,-2133,201155,113825,87330,1177603,18.31572549131443,17.08175693219643,9.665837599016688,7.415919333179745
1992:Q2,89916,387,9025,-32937,-18315,-9901,8431,-12328,-7722,1717,6669,-6391,32392,617,4659,96625,7086,210706,62777,29176,117447,-1067,2373,165617,34343,26658,104419,45089,28434,2518,13029,-1067,2373,42484,31810,-4525,-1021,6989,9231,3740,96261,13029,852,9824,92204,117411,-25207,1195214,8.053883003374766,7.714445792905236,9.823426449004751,-2.108980656099515
1992:Q3,206474,551,25380,-26851,-8431,25309,21633,15708,600,-12632,2216,27906,40194,619,9525,100372,9685,213532,63294,29840,120050,-1065,1412,167334,34652,26974,105509,46198,28643,2866,14541,-1065,1412,62698,53718,-6316,9601,1001,4693,-7932,182043,14541,239,-2120,165143,110470,54673,1207459,15.076547950831431,13.676914723062398,9.148999704803687,4.527915018258711
1992:Q4,177648,234,63337,-29896,-14372,-1931,21065,505,-33497,9996,4352,7630,36327,619,8080,96616,6651,218875,66567,29892,122622,-1063,856,169063,35032,27350,106478,49812,31535,2543,16144,-1063,856,75200,43512,-4257,22836,2067,11042,4111,156371,16144,344,-3434,136449,108791,27658,1224417,12.771027751764366,11.143987692331983,8.885123717329277,2.258863975002706
1993:Q1,99652,-155,-22160,-42654,8177,20019,10711,-13406,-3940,26653,18541,-68606,48750,1067,7779,118834,10060,220875,67340,31751,123535,-1064,-686,172369,36030,27188,108950,48507,31310,4563,14585,-1064,-686,294,10887,-1018,-17507,6547,1386,2870,150734,14585,69,-1498,134582,106715,27867,1233797,12.217104375814806,10.90797024834108,8.649303132128969,2.2586671162121106
1993:Q2,127268,-93,20360,-22848,-8718,-21082,-6675,-33340,-6612,25545,18420,-25661,45591,1069,9094,104316,6820,226301,68969,30884,128213,-1068,-697,173981,36494,27612,109670,52320,32475,3272,18543,-1068,-697,66540,54298,-3743,11400,567,4019,4327,117375,18543,528,10468,108772,102424,6349,1246919,9.413235546874704,8.723289761519224,8.214138673243413,0.5091510882758117
1993:Q3,167126,-655,25778,-15706,-2512,5634,-2012,-4858,-14129,26633,-2553,-12067,50185,1067,9286,99023,9646,230781,72186,31987,130272,-1075,-2588,176342,36964,27970,111200,54440,35222,4017,19071,-1075,-2588,81885,52118,-4742,24006,10550,-47,4209,143889,19071,-84,-2265,122637,91172,31465,1252703,11.486252916506652,9.789776885219517,7.277989891262167,2.5117869939573496
1993:Q4,151896,-177,32970,-38968,9525,35085,42469,-19239,-21443,33298,4434,-39580,45599,1069,9600,84877,7462,242608,76187,33350,134287,-1086,-130,178657,37438,28288,112720,63951,38750,5062,21567,-1086,-130,91491,39767,-2480,43501,6387,4316,4786,129142,21567,179,-4485,102912,92278,10634,1270691,10.163123369845577,8.098867379969203,7.262004222702867,0.8368631572663366
1994:Q1,235005,-41,-19452,2092,13821,100545,34226,56247,-9121,19193,4997,-16718,21913,1147,6965,106868,12869,250088,78276,32855,135883,-1105,4179,181237,38143,28448,114434,68850,40134,4406,21448,-1105,4179,36819,31474,-5246,-2293,2232,10652,-3815,263222,21448,-142,-2223,239692,88211,151481,1284183,20.49720061467469,18.664970333609773,6.869027512923344,11.79594282068643
1994:Q2,140471,1131,-7429,-31738,-4149,87233,30927,21785,10478,24044,-82,-32858,8768,1145,7237,101192,10021,257481,81377,34249,138167,-1123,4812,183338,38700,28738,115686,74142,42677,5511,22481,-1123,4812,97310,47273,-2347,34704,2626,15054,5326,122630,22481,235,10898,110812,90185,20626,1302721,9.413372813516526,8.506160839345165,6.9228484810394395,1.5833123583057254
1994:Q3,150368,510,-6001,18560,10035,31200,26737,17024,-22770,10209,971,-41332,12250,1147,17471,91394,14162,258084,80963,34606,140610,-1145,3051,185983,39333,29030,117401,72101,41630,5576,23209,-1145,3051,101896,50106,-2934,41373,238,13113,4909,125482,23209,173,-2254,99846,86548,13297,1317987,9.520713766636145,7.575612623311461,6.566688470745024,1.0089241525664352
1994:Q4,168026,1494,16940,-13758,22301,118216,60830,29120,-7599,35865,2955,-10513,-45852,1147,6292,58063,10740,261794,80621,34690,145807,-1171,1848,188829,40041,29281,119284,72965,40579,5409,26523,-1171,1848,134136,47354,-4291,61215,13646,16212,4898,111753,26523,244,-3933,81053,92253,-11200,1342956,8.321442274551522,6.035425750364433,6.869409776663321,-0.8339840262988875
1995:Q1,156162,1477,-14852,47794,20385,-25839,8814,-27478,-23501,16325,4322,-2527,-1891,977,11522,92846,21948,258273,79632,36901,143193,-1198,-254,191180,40374,30004,120571,67093,39257,6897,22623,-1198,-254,49129,28359,2294,3377,-1148,16247,4830,178957,22623,174,-1484,154676,103737,50939,1364378,13.116344983388734,11.336774997082244,7.603267404484525,3.733507592597719
1995:Q2,162462,2137,7011,37176,29830,-29590,-551,6329,-28285,-7083,2031,-18652,4686,977,13863,94610,18383,254986,77575,36456,144498,-1211,-2333,194033,41077,30260,122461,60953,36498,6196,22038,-1211,-2333,108755,49969,3404,38580,2409,14394,4764,119424,22038,1224,11627,107789,93383,14407,1374397,8.689184762525635,7.8426635629796335,6.794456641964775,1.048206921014859
1995:Q3,178460,-358,-29947,33351,13516,37666,-8386,20650,-4894,30295,869,-19640,19599,979,7772,101403,13250,259466,80803,35870,148100,-1207,-4100,196161,41708,30494,123722,63305,39095,5376,24379,-1207,-4100,133559,56472,3929,46472,13169,13517,5151,113357,24379,725,-2578,85675,91943,-6268,1390800,8.150491794149287,6.160122490144692,6.610802548263017,-0.45068005811832457
1995:Q4,223610,1309,5054,16935,27127,-5312,-8697,27667,-25691,1408,20208,8595,31051,977,9406,92082,16177,267710,82872,36326,150336,-1187,-637,198045,42266,30700,124840,69665,40606,5626,25496,-1187,-637,116577,33204,5281,58561,107,19424,3808,180506,25496,609,-4863,149538,89976,59562,1405376,12.843938252006511,10.640413279131145,6.4022587904296255,4.238154488701521
1996:Q1,258231,2665,-9407,71974,52701,-7719,-6145,-5093,-8043,11562,10225,-35811,60597,1734,3680,91470,16122,273602,85411,37287,151774,-1214,344,199706,42521,31097,125834,73896,42890,6191,25940,-1214,344,89389,49353,4544,-5952,23447,17997,5389,248127,25940,432,-2471,219284,95842,123443,1430278,17.348155338073674,15.331589063470991,6.700922832080917,8.630666231390071
1996:Q2,154524,1672,-11544,16027,-9478,53674,-28095,56499,-1780,27050,-6050,-48074,44159,1734,7709,85531,19164,284454,89571,37500,155571,-1177,2989,202200,43063,31273,127608,82254,46508,6227,27963,-1177,2989,137719,58963,7656,34372,2843,33885,5742,104802,27963,1363,12448,87924,91510,-3587,1449631,7.2295439839470665,6.0652477408124446,6.312662226082782,-0.24741448527033855
1996:Q3,144101,4000,-13317,36136,22401,15503,22360,36427,-21766,-21518,-1894,-64504,24799,1734,14221,85124,19898,288484,90284,38660,156272,-1143,4411,204056,43664,31566,128569,84428,46621,7094,27704,-1143,4411,133084,63982,3826,33267,-839,32848,6034,101479,27704,358,-2504,70913,92724,-21811,1465712,6.9235391617246,4.838153089283432,6.326213769256908,-1.4880606799734761
1996:Q4,228548,4028,-5983,16615,33168,-3181,1468,20782,-12043,-13389,38409,-36057,38212,1734,14440,107785,19378,289506,89601,40849,158632,-1111,1534,206313,44324,31715,130014,83193,45277,9135,28619,-1111,1534,135952,49839,10457,44031,10464,21161,5946,181735,28619,720,-4685,147712,89863,57849,1483496,12.250467886660026,9.95699961752255,6.057504637800357,3.8994949797221934
1997:Q1,114375,2811,-22276,44867,42506,-48507,-9319,5962,-4818,-40332,-11324,-61019,34348,1876,11550,95287,24256,293385,90394,40869,162324,-1158,956,208001,44581,32342,130794,85384,45813,8528,31530,-1158,956,89008,46331,3617,-19702,8733,50029,6420,117170,31530,423,-1858,83359,93194,-9835,1507723,7.771311414894373,5.528802803811865,6.181126470367314,-0.6523236665554487
1997:Q2,161527,346,1202,28901,-7652,-21531,-56399,14451,9041,11376,14978,-63447,50398,1876,12717,114561,29178,295717,92055,42511,160253,-1165,2063,210624,45296,32607,132433,85093,46759,9905,27820,-1165,2063,149444,54132,12250,23862,11052,48149,6581,103756,27820,866,12962,88032,96177,-8145,1521792,6.818030692626999,5.78475462730401,6.319983282866515,-0.5352286555625045
1997:Q3,197421,1555,-28466,64050,29584,8536,-23365,6377,-2228,27752,1594,-94538,66664,1876,13676,105934,26956,307116,93686,45220,166279,-1211,3143,212444,46016,32990,133145,94673,47670,12230,33134,-1211,3143,170506,92336,6021,27767,24332,20050,6879,128467,33134,147,-3051,92136,88596,3540,1542553,8.32821409809924,5.972942894333666,5.743448402834716,0.22949449149895004
1997:Q4,216258,1821,35839,24091,31508,-10032,-40451,36038,13037,-18655,18602,-74693,54757,1876,8155,97702,26632,312493,95388,46206,169587,-1297,2609,214882,46741,33354,134490,97611,48647,12852,35098,-1297,2609,146363,41652,14188,38360,2835,49328,7095,174601,35098,232,-5039,134232,93798,40434,1570088,11.120440161479703,8.549321513633643,5.974030109786875,2.575291403846768
1998:Q1,234123,-362,-34668,36579,63514,10851,9203,-34976,-1289,37912,25969,-120315,73580,2465,6774,130329,39407,317809,97706,47243,170780,-1336,3416,217872,47369,33921,136250,99937,50338,13322,34530,-1336,3416,130495,68358,26277,-20122,12274,43709,7645,211210,34530,64,-1624,174993,115218,59775,1607388,13.139950664568984,10.886764380395618,7.168004979508287,3.7187594008873295
1998:Q2,263758,968,5707,-2124,18100,94915,-17553,35094,20510,56864,14359,-104010,49503,2465,10505,135663,37707,327227,101837,48915,178081,-1438,-167,220494,48125,34422,137609,106734,53712,14493,40472,-1438,-167,219263,90480,27605,43701,14496,42981,8032,159261,40472,2013,13494,130270,108914,21356,1630547,9.767313601698403,7.9893250050810884,6.679591778065258,1.30973322701583
1998:Q3,252305,1715,-8461,20287,74296,10477,-9705,62606,-15250,-27174,38904,-61839,-10726,2465,8964,128206,48017,338433,105866,51103,181740,-1524,1249,223463,48910,34971,139236,114971,56957,16132,42504,-1524,1249,195942,91059,25137,32974,-1690,48462,8205,179539,42504,260,-3344,133432,104574,28858,1650545,10.877580377929084,8.084098405341692,6.335731606288013,1.7483667990536786
1998:Q4,227925,-1775,61605,66970,63257,-66244,-34858,20646,-6714,-45318,-2607,-102929,45235,2465,20608,106646,34694,351373,109263,50599,191033,-1595,2073,226601,49724,35593,140930,124772,59539,15007,50104,-1595,2073,225313,107087,25146,40554,5967,46559,8512,135895,50104,735,-5423,79633,95883,-16249,1667457,8.149850219086884,4.775734227948582,5.750230309519953,-0.9744960815713709
1999:Q1,105009,1643,-13019,715,59853,34718,-33862,3413,6467,58700,-1766,-119511,18601,721,10328,79250,33476,353858,110710,51632,190354,-1622,2784,229413,50574,36261,142191,124444,60136,15371,48163,-1622,2784,156625,89633,22819,1127,6747,36298,8825,81653,48163,340,-3699,29451,104656,-75205,1694189,4.819575917778767,1.7383518259669752,6.177333627131778,-4.438981801164802
1999:Q2,1359,1118,-28284,12741,-20473,2523,-35416,32713,14576,-9350,1170,-152656,46674,721,14835,93992,28997,364566,113607,53373,198446,-1654,794,232732,51575,36919,143839,131834,62032,16454,54608,-1654,794,233091,108084,19782,29183,25959,50083,9156,-90742,54608,1027,14707,-131671,75815,-207486,1700051,-5.337627694860041,-7.745098968799067,4.459596682056274,-12.204695650855342
1999:Q3,97191,684,-13340,58293,34109,-6676,-21931,30483,-11182,-4047,21831,-126269,-13582,721,7196,94660,39564,369940,115402,54776,202251,-1662,-827,236945,52733,37537,146263,132995,62669,17239,55988,-1662,-827,243484,131304,24080,40314,5593,42193,8238,-5061,55988,390,-2503,-63942,68277,-132219,1719432,-0.29436563202525584,-3.7187950376732464,3.970914239542488,-7.689709277215735
1999:Q4,223461,-511,38769,62670,100781,-65504,82154,5120,6231,-159009,46318,-179998,58091,721,17357,115273,29494,375849,117232,55950,203443,-1647,871,241505,54049,38232,148798,134343,63182,17718,54646,-1647,871,261346,94232,28601,41727,46602,50184,9638,106096,54646,628,-5212,45611,67069,-21458,1753011,6.052224978359506,2.6018624361584664,3.8259554995059752,-1.2240930633475087
2000:Q1,234042,4491,-27539,108799,66126,-81631,-55074,-8885,2019,-19691,56662,-127730,71386,2528,12301,104964,43685,390807,119811,56339,219371,-1672,-3041,246287,55325,39218,151288,144521,64486,17121,68083,-1672,-3041,210775,70699,25955,143,63323,50656,8987,176775,68083,-707,-3583,105815,79347,26468,1805070,9.793223201288447,5.862114585848911,4.395782503549465,1.466332082299446
2000:Q2,124517,691,-31923,60331,-27503,-23461,-106497,27582,23434,32020,-16575,-27664,15202,2528,8183,109658,55049,396628,120267,59820,214858,-1669,3352,251211,56427,39964,154353,145417,63841,19856,60505,-1669,3352,245283,123643,27872,48006,-16048,61810,8979,33630,60505,487,16298,-11064,77719,-88783,1828833,1.8388698043923561,-0.6049838185140827,4.249660311031007,-4.85464412954509
2000:Q3,134647,-1332,-38379,61741,52713,-49407,-59740,15883,-8446,2895,16045,-84877,8306,2528,11895,109355,46060,397630,119343,61639,217175,-1702,1175,255707,57161,40654,157417,141923,62182,20985,59758,-1702,1175,244890,124675,22944,54202,9275,33794,8846,40526,59758,-24,-3511,-22719,82513,-105232,1864443,2.173649012673655,-1.2185161089888246,4.425633722127867,-5.6441498311166916
2000:Q4,432453,3762,6236,110074,92793,81803,32815,-3537,636,51889,59180,-83402,-12959,2528,11878,122619,37941,402080,120469,62474,218167,-1772,2742,259150,57529,41313,159829,142930,62941,21161,58339,-1772,2742,222873,103971,29531,74194,-40103,55280,8828,361339,58339,426,-5651,296923,77241,219682,1886621,19.15268673807884,15.738355769521723,4.094154023944192,11.64420174557753
2001:Q1,244801,2519,28416,165168,136623,-193979,-47734,-132750,15721,-29216,-18882,-70958,14827,225,27409,117407,36026,399906,122736,60542,218207,-1830,251,262483,59951,41364,160664,137423,62785,19178,57544,-1830,251,105078,95982,17007,8457,-31023,14654,9038,286184,57544,34,-4421,224185,95244,128941,1923989,14.874492233121552,11.65207581078234,4.950314164997825,6.701761645784517
2001:Q2,224425,-2331,-19212,63454,-1518,-43505,-91662,6488,32504,9165,8042,-37732,71414,225,26388,107738,51462,399468,126310,59470,216481,-1922,-871,267364,61162,42491,163197,132105,65148,16979,53284,-1922,-871,261604,171410,22069,34525,10291,23309,6387,101312,53284,1596,15533,61966,86047,-24081,1926515,5.2588360591465815,3.216472116388818,4.466447047245167,-1.249974930856349
