1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1981:Q4,1868142,4050,40289,6564,8258,331165,24505,74248,44449,3856,184107,103611,87179,16432,266279,13063,1094863,0,7953,1020401,66509,1884179,1709816,689415,1020401,2118651,1709816,174363,38000,196472
1982:Q1,1911845,3576,43557,7030,7728,350897,21975,85580,51139,3651,188552,101216,84313,16903,269505,12435,1115901,0,8215,1046182,61504,1929681,1752001,705819,1046182,2180604,1752001,177680,45500,205423
1982:Q2,1959591,3578,47644,6030,7840,367741,20607,94457,55473,3848,193356,104957,86345,18612,273502,13021,1135278,0,8534,1064517,62227,1978096,1795638,731121,1064517,2246892,1795638,182458,53000,215796
1982:Q3,2018403,3405,51230,5071,8648,382229,17800,103753,61035,3550,196091,118544,98516,20028,317149,14979,1117148,0,9410,1039087,68651,2037703,1837776,798689,1039087,2326363,1837776,199927,60500,228160
1982:Q4,2068226,3240,55408,4688,8705,394515,15203,112069,66307,3131,197805,120788,99245,21543,343116,17336,1120430,0,9871,1041824,68735,2088079,1879782,837958,1041824,2393179,1879782,208297,68000,237100
1983:Q1,2133604,3315,60841,4877,9455,406489,14407,119541,68568,2363,201610,119413,96374,23039,388286,19237,1121691,0,10730,1037774,73187,2155484,1929078,891304,1037774,2478950,1929078,226406,77750,245716
1983:Q2,2204409,3472,66806,5228,10789,417978,15708,126723,70597,2483,202467,122543,98735,23808,443462,21272,1112859,0,11738,1019062,82059,2228889,1979311,960249,1019062,2574198,1979311,249578,87500,257809
1983:Q3,2254810,3746,66527,5602,11067,430868,17692,135382,73378,2423,201993,136218,111500,24718,441621,21478,1137683,0,11868,1043918,81897,2279411,2028124,984206,1043918,2640765,2028124,251287,97250,264104
1983:Q4,2307347,4129,69658,5929,11596,441584,18247,142242,78142,2000,200953,138562,113787,24775,439907,21761,1174221,0,12011,1078351,83859,2332568,2077913,999562,1078351,2712223,2077913,254655,107000,272655
1984:Q1,2364723,4699,70272,6191,11487,453890,20902,149584,79494,2151,201759,136258,111640,24618,412462,21708,1247756,0,11629,1155787,80340,2388557,2128654,972867,1155787,2786619,2128654,259903,120000,278062
1984:Q2,2409649,5269,71113,6388,11551,458618,23770,151300,77215,2264,204069,139851,115547,24304,395648,20894,1300317,0,11259,1210834,78224,2432527,2180120,969286,1210834,2850602,2180120,252407,133000,285075
1984:Q3,2479575,5469,77602,6770,12633,484290,24211,163094,80894,2068,214023,152966,128964,24002,435771,23015,1281059,0,12189,1185305,83565,2503522,2230132,1044827,1185305,2948352,2230132,273390,146000,298830
1984:Q4,2543302,5296,79985,6938,13409,513940,22109,176317,87926,1534,226054,157252,132262,24990,455492,24107,1286883,0,12913,1188335,85635,2567513,2280038,1091703,1188335,3042306,2280038,287475,159000,315793
1985:Q1,2630892,5875,87280,7429,14687,512246,22369,185975,89810,1550,212542,167223,140863,26360,514153,26240,1295759,0,13761,1190537,91461,2656196,2333686,1143149,1190537,3161794,2333686,322510,179500,326098
1985:Q2,2683962,6667,94209,8015,16104,524680,22891,196629,90812,1278,213070,171988,144839,27149,530847,28158,1303294,0,14718,1190855,97721,2710371,2386495,1195640,1190855,3250467,2386495,323876,200000,340096
1985:Q3,2729432,6317,92973,8239,16363,534852,24163,202883,93604,1225,212977,185423,158741,26682,503788,27716,1353761,0,14545,1244931,94285,2754695,2439294,1194363,1244931,3320409,2439294,315401,220500,345214
1985:Q4,2896226,5632,89928,10514,24181,566078,26969,228128,105230,1128,204623,187261,157936,29325,615017,39210,1358405,131774,18707,1095516,112408,2923709,2491995,1396479,1095516,3408195,2491995,431714,241000,243486
1986:Q1,2973823,5121,92116,11011,24978,586368,28195,240696,103547,938,212992,184795,155533,29262,685464,45953,1338017,138808,18707,1070097,110405,3003269,2544187,1474090,1070097,3521197,2544187,459082,263000,254928
1986:Q2,3026489,4631,93152,10907,25993,578307,29590,225356,102261,1196,219904,203358,175169,28189,703994,46525,1359622,140989,18707,1088769,111157,3057579,2595760,1506991,1088769,3617571,2595760,461819,285000,274992
1986:Q3,3063954,4605,93297,11693,27212,614373,31355,244775,103395,1035,233813,199614,171641,27973,626897,43259,1443004,141730,18712,1168565,113997,3096834,2647269,1478704,1168565,3687754,2647269,449565,307000,283920
1986:Q4,3133280,4984,96811,12715,29137,618073,33988,243124,97282,709,242970,213487,186682,26805,649387,44488,1464198,146862,18742,1169353,129241,3168340,2698643,1529290,1169353,3802524,2698643,469697,329000,305184
1987:Q1,3227989,5496,91091,12951,29891,633133,36459,250776,101396,553,243949,209012,183583,25429,807439,56781,1382195,161214,19042,1061788,140151,3263855,2746774,1684986,1061788,3928429,2746774,517081,347750,316824
1987:Q2,3300887,6008,89574,13893,31451,640154,40159,251751,109937,606,237701,214170,189634,24536,853285,63850,1388502,171248,19492,1056884,140878,3337378,2794795,1737911,1056884,4026690,2794795,542583,366500,322812
1987:Q3,3393271,6364,86163,14274,32153,651236,42901,260616,113362,647,233710,227701,203568,24133,903516,70594,1401270,184348,20142,1038370,158410,3430601,2842710,1804340,1038370,4149818,2842710,587891,385250,333967
1987:Q4,3405032,6480,81319,14847,31716,666514,44247,266710,115219,808,239530,241727,218191,23536,677498,57369,1627562,186265,20250,1286169,134878,3442453,2890703,1604534,1286169,4174874,2890703,551750,404000,328421
1988:Q1,3478046,6688,82256,15562,31696,664205,41706,261968,121136,667,238728,239610,214548,25062,717319,60828,1659882,184762,19750,1318355,137015,3513541,2940538,1622183,1318355,4286698,2940538,573003,420000,353157
1988:Q2,3546069,7531,88631,17093,33042,673633,41314,262430,121024,742,248123,248679,221773,26906,738070,62891,1676499,187501,19050,1326179,143769,3580604,2990432,1664253,1326179,4386842,2990432,590172,436000,370238
1988:Q3,3593953,8272,89137,17776,32408,694450,38286,277994,123474,622,254074,265026,235457,29569,701052,60581,1725251,183436,17800,1368687,155328,3626654,3040134,1671447,1368687,4466256,3040134,586520,452000,387602
1988:Q4,3655257,8957,94058,18074,32766,701149,36668,278231,121931,533,263786,284879,252610,32269,699118,62500,1753756,186900,19012,1383824,164020,3686760,3089631,1705807,1383824,4560245,3089631,597129,468000,405485
1989:Q1,3758477,8807,102640,19137,33891,714448,36936,270365,135308,467,271372,281304,248542,32762,741493,65585,1791172,192621,20696,1412403,165452,3792194,3167899,1755496,1412403,4695634,3167899,624295,487500,415940
1989:Q2,3863701,8665,110018,20570,34370,737012,36434,276299,144939,403,278937,291324,256934,34390,801925,70639,1789178,196637,22555,1410791,159195,3899271,3246560,1835769,1410791,4842449,3246560,652711,507000,436178
1989:Q3,3972069,7995,117541,20929,35611,755491,36681,283425,152255,336,282794,306810,270436,36374,878117,77165,1772410,202090,24454,1396435,149431,4009984,3324793,1928358,1396435,4984359,3324793,685191,526500,447875
1989:Q4,4078750,7312,123466,22483,34517,776574,34517,289806,161631,268,290352,327721,289128,38593,877516,79522,1829639,204708,26280,1444702,153949,4118254,3403059,1958357,1444702,5131045,3403059,715195,546000,466791
1990:Q1,4142480,7456,124481,23698,34823,797096,34823,288883,177157,479,295754,322938,284447,38491,841350,78250,1912388,207757,28004,1530241,146386,4182191,3467991,1937750,1530241,5234840,3467991,714200,568750,483899
1990:Q2,4214096,7584,121232,23026,35913,821995,35913,299832,184005,486,301759,331570,292148,39422,889881,86579,1896316,210073,29268,1518442,138533,4254434,3532937,2014495,1518442,5364161,3532937,721497,591500,518227
1990:Q3,4259879,8132,118913,22846,35966,835010,35966,304880,191907,245,302012,346383,306458,39925,766614,76229,2049786,210651,30642,1670933,137560,4300624,3597894,1926961,1670933,5437477,3597894,702730,614250,522603
1990:Q4,4358624,8285,117924,23492,35737,836908,35737,305533,195488,473,299677,366040,325078,40962,857745,84463,2028030,214824,32331,1659070,121805,4399912,3662716,2003646,1659070,5576159,3662716,737196,637000,539247
1991:Q1,4478760,7592,122295,22041,36910,854834,36910,306912,209478,364,301170,359579,319626,39953,997372,99964,1978173,221275,35015,1606870,115013,4520448,3730974,2124104,1606870,5736799,3730974,789474,671750,544601
1991:Q2,4561064,7781,122026,22636,40554,859932,40554,308002,209108,487,301781,367406,329704,37702,992536,104701,2043492,227141,38479,1654230,123642,4603493,3799483,2145253,1654230,5868829,3799483,804010,706500,558836
1991:Q3,4667078,6094,124291,24240,46341,871032,46341,295934,211962,549,316246,381550,344882,36668,1056589,117906,2039035,235003,41713,1640093,122226,4710374,3867933,2227840,1640093,6021662,3867933,842441,741250,570038
1991:Q4,4781652,6772,124547,23974,46105,871556,46105,297592,203830,619,323410,401100,365988,35112,1158716,126341,2022541,244532,44403,1617067,116539,4826278,3936100,2319033,1617067,6186401,3936100,890178,776000,584123
1992:Q1,4881599,6877,119076,24073,46360,888505,46360,293410,212610,554,335571,393551,360135,33416,1123126,133075,2146956,245603,46813,1750107,104433,4926198,4036684,2286577,1750107,6318200,4036684,889514,800250,591752
1992:Q2,4998607,7344,114477,24163,47874,895834,47874,298653,204402,534,344371,403710,370570,33140,1143453,142500,2219252,246814,49189,1815318,107931,5043348,4137434,2322116,1815318,6475890,4137434,905914,824500,608042
1992:Q3,5134445,9313,110899,25034,50929,926472,50929,320927,205193,378,349045,418467,386739,31728,1173821,147304,2272206,248455,51659,1866433,105659,5179562,4238104,2371671,1866433,6650086,4238104,941458,848750,621774
1992:Q4,5267183,9434,105550,25284,52104,939339,52104,327216,196277,445,363297,439439,408440,30999,1260762,164678,2270593,247586,54321,1865320,103366,5312504,4338410,2473090,1865320,6837764,4338410,974094,873000,652260
1993:Q1,5386701,8789,107292,27897,53580,952344,53580,319130,203985,460,375189,431354,401055,30299,1362628,178247,2264570,255081,56975,1849144,103370,5432835,4401852,2552708,1849144,7003823,4401852,1030983,903000,667988
1993:Q2,5475038,9107,108010,30297,55143,965457,55143,324421,202021,617,383255,440185,411349,28836,1377027,192288,2297524,257893,59829,1880969,98833,5522234,4465260,2584291,1880969,7140158,4465260,1056974,933000,684924
1993:Q3,5570021,8455,103614,30552,47972,1005405,47972,347726,202470,1222,406015,456730,426851,29879,1428520,206692,2282081,261806,62933,1865004,92338,5617149,4528583,2663579,1865004,7288831,4528583,1088566,963000,708682
1993:Q4,5653166,9674,101484,32960,48788,1005802,48788,337033,206386,1371,412224,475688,448175,27513,1470292,224067,2284411,267861,66636,1859200,90714,5700651,4591653,2732453,1859200,7413084,4591653,1108998,993000,719433
1994:Q1,5726821,8660,102844,35887,47557,1010944,47557,343664,216529,716,402478,467887,440703,27184,1413732,234265,2405045,272422,69970,1975233,87420,5775008,4658756,2683523,1975233,7511072,4658756,1116252,1008750,727314
1994:Q2,5823994,9156,102921,37818,48681,1030868,48681,348347,233895,845,399100,478375,450871,27504,1426116,244891,2445168,278678,73062,2001982,91446,5873581,4725673,2723691,2001982,7625479,4725673,1147908,1024500,727398
1994:Q3,5936667,10678,98867,38169,49008,1049278,49008,351075,241331,1104,406760,494057,466472,27585,1514528,269165,2412917,283400,75948,1959472,94097,5987319,4793070,2833598,1959472,7765770,4793070,1194249,1040250,738201
1994:Q4,5980716,10725,104200,39353,49982,1059586,49982,351891,251091,1112,405510,512016,489022,22994,1485785,308102,2410967,297926,78325,1943612,91104,6043850,4859973,2916361,1943612,7833558,4859973,1183877,1056000,733708
1995:Q1,6119409,9339,106992,40442,51748,1087746,51748,362070,257506,1053,415369,505097,481709,23388,1586661,353224,2378160,303617,79682,1902614,92247,6184166,4934216,3031602,1902614,8046798,4934216,1249950,1114000,748632
1995:Q2,6256086,9101,108115,43418,53557,1093060,53557,354441,261016,1131,422915,516295,492549,23746,1706002,399584,2326954,309154,81041,1842656,94103,6321970,5008945,3166289,1842656,8276319,5008945,1313025,1172000,782349
1995:Q3,6413278,9774,112120,44789,51756,1094941,51756,347124,268616,1374,426071,531955,507825,24130,1827643,452415,2287885,315759,82398,1793870,95858,6480154,5083718,3289848,1793870,8513615,5083718,1396436,1230000,803461
1995:Q4,6555225,9060,114283,46947,53920,1106305,53920,344198,276368,1830,429989,537545,513026,24519,1897774,495913,2293478,322167,83757,1790226,97328,6623277,5157799,3367573,1790226,8726232,5157799,1465478,1288000,814955
1996:Q1,6687852,9848,116902,50312,49894,1128416,49894,350630,282307,2271,443314,542927,518025,24902,1966190,533255,2290108,326999,85114,1775961,102034,6757687,5226206,3450245,1775961,8916964,5226206,1531481,1332750,826527
1996:Q2,6796441,11180,118955,52322,52666,1147060,52666,357958,283329,1297,451810,555786,530491,25295,2012064,562946,2283462,332133,86471,1758189,106669,6867972,5294973,3536784,1758189,9081443,5294973,1572999,1377500,835971
1996:Q3,6918825,12707,119744,55537,53082,1123650,53082,346108,272834,496,451130,569700,544005,25695,2085046,597399,2301960,340885,87829,1762394,110852,6991075,5363340,3600946,1762394,9255933,5363340,1627735,1422250,842608
1996:Q4,7184134,12985,120790,61416,55554,1124444,55554,343572,269903,561,454854,596413,570382,26031,2181637,697316,2333579,429552,89185,1696986,117856,7257744,5431437,3734451,1696986,9514989,5431437,1826307,1467000,790245
1997:Q1,7261877,11412,125727,67359,54439,1155112,54440,342849,281773,2051,473999,587255,560749,26506,2136351,720559,2403663,423782,91610,1770263,118008,7337442,5500026,3729763,1770263,9664071,5500026,1837416,1532250,794379
1997:Q2,7527323,15159,126018,70464,59741,1180227,59742,346543,282904,2059,488979,598048,571053,26995,2418083,839894,2219689,445345,93059,1559992,121293,7604142,5568469,4008477,1559992,10044376,5568469,2035673,1597500,842734
1997:Q3,7757184,13670,126266,79269,59616,1206563,59619,355835,287705,2467,500937,614056,586534,27522,2609108,935916,2112720,459895,94508,1435276,123041,7835150,5636772,4201496,1435276,10371324,5636772,2198378,1662750,873424
1997:Q4,7829040,12203,131891,78373,57153,1226762,57158,351871,294577,1503,521653,640098,612397,27701,2574168,950958,2157434,465024,97572,1466935,127903,7906910,5704560,4237625,1466935,10491653,5704560,2202350,1728000,856743
1998:Q1,8138064,13228,138695,79401,65861,1240446,65873,342031,297077,2080,533385,630173,601375,28798,2868767,1067276,2034217,485699,101929,1316642,129947,8218460,5800972,4484330,1316642,10957077,5800972,2417488,1833500,905117
1998:Q2,8248424,13831,147030,80399,65149,1250424,65176,340793,300011,2227,542217,643783,612932,30851,2847062,1075221,2125525,481068,106429,1406068,131960,8329693,5898743,4492675,1406068,11205012,5898743,2430950,1939000,936319
1998:Q3,8151187,13624,154202,81944,67892,1262852,67950,331373,304183,2151,557195,659555,627744,31811,2466336,976343,2468439,457579,110976,1766414,133470,8233864,5995333,4228919,1766414,11192398,5995333,2238531,2044500,914034
1998:Q4,8564565,15998,161154,83707,67222,1275199,67333,332060,295761,3252,576793,688091,655794,32297,2966657,1154894,2151643,484610,110453,1423180,133400,8651917,6091815,4668635,1423180,11771675,6091815,2560102,2150000,969758
1999:Q1,8728048,13356,152356,88827,71894,1310579,71667,332816,311677,4536,589883,678518,645385,33133,2981977,1234857,2195684,490004,107339,1459872,138469,8817455,6183652,4723780,1459872,12067299,6183652,2633803,2275250,974594
1999:Q2,8948001,15634,143415,92355,71932,1342726,72270,342400,322902,3241,601913,691321,656559,34762,3136998,1340009,2113611,498549,103373,1367446,144243,9039149,6275633,4908187,1367446,12442303,6275633,2763516,2400500,1002654
1999:Q3,8951235,15884,132323,98715,70693,1373493,71230,340522,326907,3122,631712,706947,671845,35102,2872259,1327441,2353480,494549,98336,1611256,149339,9046906,6367538,4756282,1611256,12542768,6367538,2679368,2525750,970112
1999:Q4,9290552,16623,121690,99732,72009,1416478,72814,335070,355296,3044,650254,736982,699595,37387,3271384,1521770,2033884,511516,92083,1275875,154410,9389336,6459091,5183216,1275875,13128803,6459091,2930245,2651000,1088467
2000:Q1,9486934,18844,119559,99562,76089,1422088,77233,330773,354019,2900,657163,724618,688405,36213,3460415,1599856,1965903,516521,90069,1206497,152816,9588014,6548706,5342209,1206497,13363232,6548706,3039308,2645500,1129718
2000:Q2,9532923,21117,111366,99616,74602,1394298,78619,327366,359520,2836,625957,736183,699440,36743,3377878,1605724,2112139,499597,83290,1376281,152971,9633463,6638964,5262683,1376281,13402179,6638964,2994499,2640000,1128716
2000:Q3,9651832,22028,106007,103088,69918,1367222,76853,316191,366292,2272,605614,747967,714140,33827,3431915,1662821,2140866,489583,77999,1420659,152625,9748909,6729234,5308575,1420659,13539627,6729234,3019675,2634500,1156218
2000:Q4,9611174,20642,98821,104051,66368,1335128,76227,306060,373595,1707,577539,756516,722460,34056,3178325,1608615,2442708,462076,72991,1754366,153275,9699224,6819416,5065050,1754366,13458836,6819416,2879808,2629000,1130612
2001:Q1,9466848,17820,86664,101731,57615,1332312,70371,310647,387987,1943,561364,764481,732374,32107,2886506,1432808,2786911,422393,70761,2171953,121804,9559500,6934107,4762154,2171953,13298478,6934107,2625393,2626500,1112478
2001:Q2,9696868,22939,80049,102285,59019,1324096,74606,310690,403017,1779,534004,775942,745357,30585,3118453,1481706,2732379,437558,64343,2113286,117192,9787720,7049839,4936553,2113286,13546022,7049839,2737881,2624000,1134302
2001:Q3,9541071,23155,71547,102926,55393,1278694,73712,294118,376996,715,533153,790904,760011,30893,2767265,1316328,3134859,384492,57207,2578536,114624,9631474,7164334,4585798,2578536,13377361,7164334,2467140,2621500,1124387
2001:Q4,9800330,21346,62548,102010,51625,1250844,72550,275285,379334,1651,522024,820164,789430,30734,3094782,1416372,2980639,415955,48408,2405577,110699,9890796,7278694,4873117,2405577,13656026,7278694,2612102,2619000,1146230
2002:Q1,10004313,22030,61961,103192,51054,1268765,74225,288049,377418,686,528387,810412,779141,31271,3123247,1503121,3060531,437616,53365,2458843,110707,10096512,7363723,4904880,2458843,13818299,7363723,2732789,2597250,1124537
2002:Q2,9876770,20167,60354,156967,22506,1255899,52353,275362,379835,822,547527,820279,789174,31105,2760581,1369019,3410998,403802,50993,2783481,172722,9965590,7448483,4665002,2783481,13641082,7448483,2517107,2575500,1099992
2002:Q3,9721446,21050,58457,157465,22664,1221367,51144,272346,377846,829,519202,835477,803633,31844,2491889,1252287,3660790,355816,55347,3077905,171722,9808151,7533378,4455473,3077905,13447050,7533378,2274773,2553750,1085149
2002:Q4,9910177,23543,59019,165361,23160,1168380,54950,260859,366745,837,484989,854348,822148,32200,2618667,1333228,3664471,373699,49933,3066965,173874,9995542,7615354,4548389,3066965,13659142,7615354,2380188,2532000,1131600
2003:Q1,9993292,25504,54735,168524,23844,1184852,57420,272814,385977,844,467797,832820,802323,30497,2693177,1300339,3709497,369030,53470,3108617,178380,10079610,7693053,4584436,3108617,13867848,7693053,2386557,2647250,1140988
2003:Q2,10343443,23758,57040,149355,23104,1218200,45860,290403,414779,851,466307,846651,813758,32893,2963831,1467949,3593555,413914,49917,2945929,183795,10430785,7774963,4829034,2945929,14372919,7774963,2655822,2762500,1179634
2003:Q3,10486230,23599,54903,138655,22749,1239053,40642,272344,437676,2701,485690,859315,824279,35036,3051178,1511329,3585449,431442,48597,2924343,181067,10572617,7855421,4931078,2924343,14650299,7855421,2717196,2877750,1199932
2003:Q4,10814225,27910,60998,145822,23557,1305473,46097,272802,476170,4552,505852,879037,851126,27911,3300632,1661924,3408872,475847,49764,2698135,185126,10901974,7937766,5239631,2698135,15140354,7937766,2964208,2993000,1245380
2004:Q1,11022145,32929,59323,155927,24413,1354726,50914,272211,513629,6403,511569,862789,837964,24825,3342700,1702703,3486635,474415,47487,2780068,184665,11108093,8096408,5316340,2780068,15472680,8096408,3011685,3069500,1295087
2004:Q2,11213860,30096,50793,134038,23666,1369438,40650,264212,538990,8253,517333,876060,848168,27892,3412035,1752132,3565602,481474,50887,2834160,199081,11299085,8255006,5420846,2834160,15769889,8255006,3044079,3146000,1324804
2004:Q3,11368389,31222,52640,138644,24207,1340677,43478,270274,523129,6592,497204,890697,865714,24983,3370471,1709669,3810162,470083,47904,3102737,189438,11450291,8414130,5311393,3102737,16042506,8414130,3036161,3222500,1369715
2004:Q4,11783931,28139,56367,134183,23495,1403396,41573,279092,507333,4930,570468,922839,898571,24268,3762571,1882714,3570227,508050,46648,2817330,198199,11870046,8574648,5757318,2817330,16598601,8574648,3295398,3299000,1429555
2005:Q1,11873588,27641,54588,135675,24469,1406032,43182,293515,498868,3268,567199,911067,889236,21831,3709541,1900234,3704341,503777,45497,2958472,196595,11957374,8676515,5718043,2958472,16734815,8676515,3280859,3330500,1446941
2005:Q2,12083127,28318,58150,139496,24691,1375615,45464,299091,468477,1607,560976,909297,887722,21575,3764721,1995118,3787721,509664,43906,3035232,198919,12165037,8779458,5744226,3035232,17015681,8779458,3385579,3362000,1488644
2005:Q3,12336063,26499,61814,135734,24446,1386768,43689,286459,474099,1676,580845,923142,903669,19473,3858704,2107977,3810979,522900,46226,3045916,195937,12423378,8882126,5836210,3045916,17327627,8882126,3541252,3393500,1510749
2005:Q4,12561628,28999,62624,143303,25062,1437997,48032,291525,513899,1746,582795,954492,933357,21135,3930525,2213139,3765487,533151,44763,2990437,197136,12654975,8984190,5993753,2990437,17624980,8984190,3670785,3425000,1545005
2006:Q1,12787853,33659,30935,196176,9095,1420659,62541,294503,437421,1816,624378,948114,920664,27450,3681234,2360979,4107002,540639,63258,2929685,573420,12889102,9098572,6168887,2929685,18097951,9098572,3790530,3620500,1588349
2006:Q2,12875585,33511,31260,197114,8161,1441352,63312,291869,453072,1885,631214,963989,929858,34131,3574643,2333518,4292037,531772,63754,3121517,574994,12981189,9211509,6089992,3121517,18397220,9211509,3769680,3816000,1600031
2006:Q3,13099565,33704,31384,201481,7455,1487207,66166,301655,454303,1785,663298,988260,946416,41844,3665264,2408045,4276765,536249,64249,3092733,583534,13214136,9325719,6232986,3092733,18867823,9325719,3888417,4011500,1642187
2006:Q4,13396436,34127,31541,206374,6798,1493432,69507,306326,447225,1685,668689,1023820,977452,46368,3848840,2547548,4203956,547845,64745,2996254,595112,13520301,9440475,6444221,2996254,19420583,9440475,4079826,4207000,1693282
2007:Q1,13583100,33160,32329,208373,6877,1484335,71198,296627,415087,1585,699838,1014057,965721,48336,3885102,2597911,4320956,556772,65879,3096561,601744,13714437,9562232,6465671,3096561,19747073,9562232,4152205,4340000,1692636
2007:Q2,13889190,34673,33435,217151,7392,1549247,76989,311273,429868,1484,729633,1006777,956211,50566,4128307,2742612,4169596,579235,67015,2909164,614182,14032825,9684417,6775253,2909164,20401179,9684417,4348408,4605000,1763354
2007:Q3,14098301,32331,33877,210163,6794,1562947,72285,315180,429479,1427,744576,1029320,976406,52914,4156427,2802466,4263976,590810,68150,2976460,628556,14243805,9805859,6829399,2976460,20809388,9805859,4437946,4775000,1790583
2007:Q4,14147579,32780,34699,211589,6837,1612661,73615,307722,413371,1370,816583,1083165,1021890,61275,4031050,2722875,4411923,588726,69286,3119545,634366,14293164,9925964,6806419,3119545,20824063,9925964,4367200,4748000,1782899
2008:Q1,13996666,33400,33679,219465,7019,1606748,76582,309907,410577,1313,808369,1072618,1014865,57753,3713046,2520674,4790017,556603,72970,3530038,630406,14140891,10031527,6501489,3530038,20435746,10031527,4109364,4555000,1739855
2008:Q2,14092588,31996,32380,219490,6728,1578955,74963,299605,401482,1256,801649,1071116,1023849,47267,3714558,2498225,4939140,553490,76654,3679331,629665,14239599,10138931,6459600,3679331,20553302,10138931,4100668,4580000,1733703
2008:Q3,13887084,30364,30848,213970,6022,1495033,69157,299663,375606,1184,749423,1093395,1049743,43652,3369934,2233483,5414035,513931,80338,4198349,621417,14028340,10242975,6044626,4198349,19955344,10242975,3785365,4225000,1702004
2008:Q4,13478418,32996,29777,223142,6226,1477500,72511,312021,371349,1112,720507,1148832,1109503,39329,2660987,1833336,6065622,455987,84024,4919711,605900,13608072,10345737,5426026,4919711,18884981,10345737,3262335,3681000,1595909
2009:Q1,13416973,35158,30530,223114,6436,1434035,75325,312940,339555,1040,705175,1130097,1091845,38252,2407681,1725828,6424094,460221,81872,5277943,604058,13545635,10430061,5152118,5277943,18628266,10430061,3115574,3536000,1546631
2009:Q2,13849735,34778,30995,213740,6078,1475539,72261,312736,332549,967,757026,1135482,1098594,36888,2662601,1970614,6319908,512307,79721,5116607,611273,13985660,10516655,5400048,5116607,19518861,10516655,3469005,3925000,1608201
2009:Q3,14316036,36540,31755,211985,6265,1528196,74869,320236,328143,1137,803811,1151218,1114918,36300,3061715,2252107,6036255,566086,77570,4773659,618940,14456846,10603766,5830107,4773659,20460178,10603766,3853080,4325000,1678332
2009:Q4,14546263,35161,32360,204952,6047,1534149,73173,323905,312985,1307,822779,1215127,1180153,34974,3199096,2355177,5964194,596447,75419,4656571,635757,14687743,10689551,6032980,4656571,20881615,10689551,3998192,4488000,1705872
2010:Q1,14922331,36079,32163,200276,5897,1577850,72267,342132,325895,1476,836080,1200875,1164897,35978,3344219,2451763,6073209,606930,79264,4744981,642034,15062306,10903437,6158456,4744981,21455911,10903437,4158869,4644000,1749605
2010:Q2,14918540,37537,31999,196845,5828,1617706,72222,358126,333295,1646,852417,1211560,1174685,36875,3030493,2283938,6502634,579466,83110,5192755,647303,15050090,11115135,5922380,5192755,21174385,11115135,3934955,4405000,1719295
2010:Q3,15446220,35274,31738,192932,5727,1666530,71837,368151,336486,1783,888273,1232669,1194808,37861,3338367,2498458,6444525,605423,86957,5098959,653186,15584097,11330251,6231292,5098959,22148644,11330251,4253846,4757000,1807547
2010:Q4,15915700,36870,31611,194688,6069,1669744,76424,375596,334326,1921,881477,1295316,1257424,37892,3646373,2658585,6376444,626105,90802,4994390,665147,16059344,11544390,6550000,4994390,22969465,11544390,4514954,5029000,1881121
2011:Q1,16200992,40592,32067,204194,6634,1687674,83836,385834,332188,2058,883758,1283713,1247284,36429,3788453,2773200,6384465,687455,91542,4933365,672103,16348989,11639691,6706326,4933365,23488350,11639691,4709298,5255000,1884361
2011:Q2,16311040,42209,32449,211450,6947,1724370,88500,406584,339508,2196,887582,1200912,1165495,35417,3754214,2785391,6553098,692082,92282,5081992,686742,16460828,11734208,6652216,5081992,23673311,11734208,4726620,5315000,1897483
2011:Q3,15993879,42342,33052,210198,6493,1704442,83733,412762,312122,1864,893961,1316702,1280215,36487,3276321,2409796,6994533,669137,93022,5532651,699723,16136379,11825145,6292494,5532651,22860566,11825145,4311234,4910000,1814187
2011:Q4,16312474,42348,33651,208006,6018,1715374,78726,412920,288568,1532,933628,1387501,1352959,34542,3548394,2532193,6838989,686458,93762,5347375,711394,16460786,11920300,6572925,5347375,23484468,11920300,4540486,5153000,1870682
2012:Q1,16734852,43939,32957,204246,6009,1811507,78386,459575,308177,1200,964169,1368241,1334936,33305,3971161,2729307,6567485,704744,90682,5059960,712099,16891979,12007605,6947645,5059960,24426013,12007605,4884374,5550000,1984034
2012:Q2,16740285,44819,32244,199451,5887,1871018,76717,486422,301183,868,1005828,1379959,1346956,33003,3833844,2634972,6738091,695591,87601,5229173,725726,16897950,12092603,6863430,5229173,24294050,12092603,4805347,5450000,1946100
2012:Q3,17021170,45840,31819,197060,5957,1905445,77273,489280,292041,1298,1045553,1403161,1370086,33075,3991891,2775193,6664804,705707,84521,5137592,736984,17181978,12179370,7041778,5137592,24886244,12179370,5002608,5700000,2004266
2012:Q4,17146649,46293,31363,193800,5954,1941315,76982,502054,285401,1654,1075224,1438966,1405492,33474,4006436,2809324,6673198,707191,81441,5141891,742675,17309404,12265419,7123528,5141891,25124539,12265419,5043985,5785000,2030135
2013:Q1,17771077,46971,33011,197371,6114,1952882,78963,510545,284515,2012,1076847,1447357,1415097,32260,4263358,3001670,6822343,718787,80822,5271569,751165,17938060,12615857,7344288,5271569,26157803,12615857,5322203,6123000,2096743
2013:Q2,18162667,45270,34532,197629,5983,1920510,77590,495658,268455,2365,1076442,1364096,1332418,31678,4266609,3031773,7296265,715252,80205,5742377,758431,18329458,12965249,7222872,5742377,26625482,12965249,5364209,6189000,2107024
