1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2013:Q3,18745314,46234,35828,203577,6228,1935145,80548,488511,266651,2369,1097066,1352838,1322832,30006,4431330,3216619,7517515,722672,79587,5949115,766141,18920027,13315664,7366549,5949115,27583869,13315664,5604363,6487000,2176842
2013:Q4,19400888,50000,37433,212294,6790,1969146,87181,488462,263674,2382,1127447,1538792,1510014,28778,4707544,3417066,7461823,735479,78969,5874807,772568,19584538,13666029,7791222,5874807,28658467,13666029,5918509,6819000,2254929
2014:Q1,19574716,50025,37814,211237,6752,2021159,86694,497050,271857,2391,1163167,1531407,1501271,30136,4681309,3484531,7550482,734224,78253,5956932,781073,19762847,13771950,7815018,5956932,29004228,13771950,5990897,6961000,2280381
2014:Q2,19836875,49585,38140,209478,6658,2102870,85581,516142,286511,2402,1212234,1540042,1507371,32671,4809163,3611636,7469303,738132,77536,5864779,788856,20033647,13878342,8013563,5864779,29574809,13878342,6155305,7215000,2326162
2014:Q3,19896630,51151,38183,207756,6564,2126153,84461,519351,286558,2393,1233390,1563224,1531955,31269,4729238,3568149,7606212,734079,76820,6003677,791636,20090131,13983288,7979611,6003677,29586319,13983288,6106843,7182000,2314188
2014:Q4,20105204,55765,38584,210671,6843,2165047,87657,528716,289587,2393,1256694,1630956,1598782,32174,4808006,3623482,7565850,735452,76104,5952902,801392,20298774,14088212,8135310,5952902,29940913,14088212,6210562,7292000,2350139
2015:Q1,20292998,56427,37272,207691,6594,2161950,84803,506543,278486,2393,1289725,1583491,1551261,32230,4894634,3705729,7639210,737546,79894,6021577,800193,20486998,14177226,8155649,6021577,30261438,14177226,6309772,7400000,2374440
2015:Q2,20369009,61363,36448,211357,6853,2134343,87818,503195,276363,2392,1264575,1523679,1491501,32178,4877711,3697957,7819298,734799,83685,6206825,793989,20561179,14265782,8058957,6206825,30326484,14265782,6295397,7380000,2385305
2015:Q3,20152109,59245,35381,207324,6576,2117643,84637,488600,267814,2457,1274135,1503712,1471813,31899,4534671,3460443,8227114,718966,87475,6630592,790081,20332967,14352822,7722230,6630592,29822817,14352822,5980145,7165000,2324850
2015:Q4,20411196,59397,34460,207872,6521,2103589,84040,487306,267986,2522,1261735,1718745,1688754,29991,4710769,3551707,8018136,722690,91266,6414808,789372,20590040,14441303,8026495,6414808,30451544,14441303,6148737,7477000,2384504
2016:Q1,20592355,56920,34110,206219,6361,2171010,82293,496795,272247,2587,1317088,1710382,1679920,30462,4691792,3600074,8115487,729265,93472,6498337,794413,20767271,14536812,8038475,6498337,30773001,14536812,6230459,7610000,2395730
2016:Q2,20789437,59732,34104,211858,6718,2213149,86509,519824,286425,2651,1317740,1716655,1685366,31289,4701208,3674764,8171249,735490,95677,6524304,815778,20962931,14632257,8107953,6524304,31167465,14632257,6330674,7770000,2434534
2016:Q3,21080002,56910,34060,214820,6867,2225321,88332,541556,284997,2698,1307738,1748080,1707725,40355,4828079,3796409,8169456,743803,97884,6492848,834921,21242377,14728511,8235663,6492848,31678070,14728511,6513866,7950000,2485693
2016:Q4,21237385,58554,34270,223414,7458,2171295,95263,547440,277156,2722,1248714,1826654,1789879,36775,4912220,3769846,8233674,768405,100090,6512055,853124,21386371,14823931,8311877,6512055,31855875,14823931,6562440,8015000,2454504
2017:Q1,21631503,54163,35096,220774,7360,2225119,94086,580191,281452,2747,1266643,1783356,1749621,33735,5130973,3959271,8215391,773876,104882,6448567,888066,21771052,14919600,8471033,6448567,32698582,14919600,6851452,8415000,2512530
2017:Q2,21931925,50814,35982,219547,7369,2288700,94127,615832,288267,2773,1287701,1713776,1681060,32716,5267428,4077933,8270376,779376,109673,6460681,920646,22061319,15014745,8554064,6460681,33290074,15014745,7046574,8680000,2548755
2017:Q3,22272371,52690,36825,221780,7605,2338668,96787,630868,297367,3104,1310542,1836602,1806898,29704,5470916,4221637,8085648,790304,114464,6233694,947186,22398352,15110076,8876382,6233694,33963796,15110076,7288276,8980000,2585444
2017:Q4,22647139,52975,37534,220991,7616,2393417,96859,664256,312258,3449,1316595,1891599,1858046,33553,5744041,4367995,7930971,805402,119256,6035096,971217,22770499,15205269,9170173,6035096,34842362,15205269,7565230,9439000,2632863
2018:Q1,22699375,52086,36191,222242,7606,2399201,96847,674693,318354,3789,1305518,1904087,1870707,33380,5655145,4347391,8075426,800601,110618,6186880,977327,22816516,15296636,9109756,6186880,34856746,15296636,7519880,9395000,2645230
2018:Q2,22913919,50474,34780,221915,7488,2371248,95567,685724,324378,4132,1261447,1917384,1882732,34652,5773709,4403186,8133735,805889,101979,6241273,984594,23026036,15388023,9146750,6241273,35242443,15388023,7638013,9540000,2676407
2018:Q3,23261506,48808,33492,220885,7308,2382681,93585,681924,325069,3440,1278663,1961636,1924579,37057,6024554,4512073,8070069,821697,93340,6177966,977066,23374063,15479520,9301554,6177966,36004745,15479520,7894543,9910000,2720682
2018:Q4,22637281,46113,32125,218200,6964,2436101,89707,762092,355678,4078,1224546,2053363,2017231,36132,5218646,4041481,8584288,788346,84701,6747608,963633,22744572,15568642,8821034,6747608,34488282,15568642,7175930,9135000,2608710
2019:Q1,23352819,38754,26121,187849,9504,2572794,56572,771419,364294,51,1380458,2012252,1978932,33320,5475200,4275787,8754558,813602,83557,6515813,1341586,23518021,15704141,9188328,6515813,36192040,15704141,7813880,9948000,2726019
2019:Q2,23727586,45674,24066,188047,12473,2609808,53369,822165,374792,52,1359430,1940643,1908188,32455,5509833,4364020,9033022,819237,82414,6524127,1607244,23885759,15838996,9314869,6524127,36934873,15838996,8046763,10267000,2782114
2019:Q3,23911826,52845,20264,193802,24112,2612727,47541,799871,411627,49,1353639,2080438,2047990,32448,5561274,4454032,8912332,815747,81269,6495758,1519558,24078550,15973016,9477258,6495758,37287168,15973016,8105534,10396000,2812618
2019:Q4,24448944,47173,18778,203609,22586,2582130,47660,796732,403553,51,1334134,2159155,2127995,31160,5887962,4692756,8834795,826091,80125,6220969,1707610,24630180,16107796,9886827,6220969,38456106,16107796,8522384,10949000,2876926
2020:Q1,23442138,45753,19121,219142,23063,2617034,53065,830705,422733,42,1310489,2166293,2134396,31897,4758525,3931576,9661631,794854,79440,7153210,1634127,23594241,16191528,9038318,7153210,35987454,16191528,7402713,9700000,2693213
2020:Q2,24477341,43214,18202,223628,21276,2737578,48356,786056,433303,45,1469818,2167144,2135944,31200,5497323,4533875,9235101,828122,78755,6576881,1751343,24660507,16280041,9703160,6576881,38569981,16280041,8380466,11050000,2859474
2020:Q3,25008557,43556,18451,230674,20664,2786894,49722,810706,443571,39,1482856,2213116,2181340,31776,5938368,4796511,8960323,846451,78070,6357500,1678302,25192042,16368368,10010868,6357500,39839196,16368368,8823674,11700000,2947154
2020:Q4,25901935,49596,19014,228433,26368,2866533,49379,839574,441135,42,1536403,2304952,2273524,31428,6703495,5312905,8390639,874727,77384,5693779,1744749,26077807,16457844,10764065,5693779,41865395,16457844,9619963,12661000,3126588
2021:Q1,26267155,47160,19103,231703,36888,2814387,56252,821971,441756,43,1494365,2298920,2266843,32077,6928270,5425709,8465015,880405,75758,5705072,1803780,26458889,16559632,10854560,5705072,42495373,16559632,9899257,12900000,3136484
2021:Q2,26870788,49169,19305,230673,42307,2969632,58993,894086,448801,45,1567707,2314632,2282594,32038,7310473,5687861,8246736,902231,74130,5436723,1833652,27070345,16660524,11223801,5436723,43956337,16660524,10409821,13650000,3235992
2021:Q3,26914753,56662,19034,240408,33468,2987436,60760,903442,462422,33,1560779,2304973,2272960,32013,7183810,5625978,8462984,901213,72503,5645785,1843483,27116824,16761855,11116070,5645785,44088445,16761855,10354969,13725000,3246621
2021:Q4,27447023,54045,19637,238578,46397,3065731,62269,944151,469733,34,1589544,2466918,2434650,32268,7767971,5728368,8059378,914546,70876,5139596,1934360,27660656,16862339,11722743,5139596,45435534,16862339,10798317,14460000,3314878
2022:Q1,26730106,53366,17606,238939,39263,2906613,65756,885503,456272,33,1499049,2498637,2466257,32380,7368371,5366561,8240750,896621,70168,5329450,1944511,26966550,16697290,11367840,5329450,43806754,16697290,10269260,13630000,3210204
2022:Q2,25437605,52874,19545,238664,40191,2782630,66885,861969,443830,29,1409917,2527521,2494524,32997,6323365,4662078,8790737,864077,69505,5871375,1985780,25641138,16530190,10658815,5871375,40720277,16530190,9110948,12050000,3029139
2022:Q3,24884899,50881,18038,243469,53760,2688691,58149,834929,424654,25,1370934,2575696,2541783,33913,5972325,4387768,8894271,853744,69160,5978024,1993343,25087789,16364166,10386142,5978024,39457931,16364166,8723623,11375000,2995142
2022:Q4,25064830,51406,24673,249239,68318,2764170,55378,854019,426331,26,1428416,2713080,2680240,32840,6356615,4589789,8247540,871763,69007,5315639,1991131,25326347,16201161,10885522,5315639,40359195,16201161,9125186,11950000,3082848
2023:Q1,25664794,49745,21239,251066,74538,2941135,56052,947138,427493,27,1510425,2670338,2637154,33184,6553396,4894179,8209158,888790,67844,5201816,2050708,25858569,16304161,11102345,5201816,41524381,16304161,9554408,12465000,3200812
2023:Q2,26162958,54638,18812,250391,38207,2961330,57405,972949,443994,27,1486955,2707822,2675271,32551,6952022,5051037,8128699,899834,67042,5052808,2109015,26359140,16406557,11353749,5052808,42611787,16406557,9952583,12955000,3297647
2023:Q3,25999344,55126,21834,256314,75491,2892269,59492,972065,427103,21,1433588,2749539,2717040,32499,6710987,4863622,8374162,892776,66644,5326606,2088136,26194647,16507359,11180753,5326606,42013075,16507359,9687288,12566000,3252428
2023:Q4,26877623,50197,21544,257155,81279,3092640,58499,1046472,447719,22,1539928,2966380,2934369,32011,7273514,5310407,7824507,917523,65597,4695759,2145628,27073214,16610444,11914685,4695759,43990220,16610444,10462770,13556000,3361006
2024:Q1,27596381,49727,20812,260300,84508,3112473,59392,1062221,449849,23,1540988,2957430,2925582,31848,7748632,5629704,7732795,935501,65081,4522109,2210104,27775505,16713114,12191005,4522109,ND,16713114,11062391,ND,ND
