1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1978:Q2,358384,1285,429,0,173710,7462,4924,4895,5943,150486,128478,28616,99862,41,34051,1013,0,606,0,0,0,18771,347884,341152,0,0,238,181734,111959,0,1457,45764,6732,5819,913,0
1978:Q3,371537,1178,571,0,180191,9027,5113,5831,6073,154147,131419,29250,102169,42,37208,1048,0,613,0,0,0,19267,357221,349955,0,0,250,184531,116692,0,1541,46941,7266,6303,963,0
1978:Q4,377998,1857,911,0,182255,6349,4822,6543,6402,158139,136313,30146,106167,44,35062,1084,0,637,0,0,0,19835,365825,358882,0,0,263,187237,121630,0,1597,48155,6943,5930,1013,0
1979:Q1,389860,869,799,0,189063,8080,5357,7121,6090,162415,139492,31165,108327,45,37316,1121,0,679,0,0,0,20476,375462,367965,0,0,276,189887,126736,0,1630,49436,7497,6435,1062,0
1979:Q2,399893,1212,965,0,193773,9041,5204,7988,6089,165451,143109,32139,110970,47,37698,1159,0,739,0,0,0,21191,385436,377225,0,0,310,192517,131964,0,1645,50789,8211,7021,1190,0
1979:Q3,411905,842,1213,0,198462,10126,5150,9023,6240,167923,147170,33061,114109,48,40247,1199,0,805,0,0,0,21919,394702,386707,0,0,343,195111,137504,0,1638,52111,7995,6676,1319,0
1979:Q4,418854,2095,1573,0,198291,7957,4888,9381,6428,169637,153247,34825,118422,50,38890,1240,0,865,0,0,0,22603,403819,396452,0,0,394,197650,143546,0,1600,53262,7367,5853,1514,0
1980:Q1,426475,1063,1510,0,202875,7302,4917,9870,6462,174324,159290,36895,122395,52,36239,1282,0,919,0,0,0,23245,412679,406483,0,0,427,200140,150151,0,1676,54089,6196,4553,1643,0
1980:Q2,439686,1733,1622,0,204813,8196,5135,9739,6338,175405,164941,39377,125564,54,40387,1326,0,967,0,0,0,23843,423574,416828,0,0,480,202584,157384,0,1805,54575,6746,4902,1844,0
1980:Q3,452727,1196,2314,0,210284,10978,5338,10303,6466,177199,168268,40206,128062,55,43757,1372,0,1021,0,0,0,24460,433979,427340,0,0,507,204983,164801,0,1930,55119,6639,4688,1951,0
1980:Q4,463659,2643,2423,0,212104,10142,5838,11144,6701,178279,172492,41411,131081,57,46271,1419,0,1093,0,0,0,25157,444919,437873,0,0,577,207333,171960,0,1996,56007,7046,4829,2217,0
1981:Q1,475970,1765,3020,0,219418,12795,7206,12256,6832,180329,176128,43211,132917,59,47055,1468,0,1168,0,0,0,25889,455746,448046,0,0,584,209657,178243,0,2002,57560,7700,5452,2248,0
1981:Q2,486939,1984,4253,0,224740,14088,6952,13667,6956,183077,179598,44939,134659,61,46958,1518,0,1231,0,0,0,26596,465561,457736,0,0,612,211972,183634,0,1951,59567,7825,5472,2353,0
1981:Q3,494754,2557,5351,0,230364,17278,7192,14322,7044,184528,183078,47042,136036,64,43006,1569,0,1329,0,0,0,27436,475603,468328,0,0,635,214202,189900,0,1894,61697,7275,4834,2441,0
1981:Q4,506888,3161,6673,0,232678,17564,8167,14293,7151,185503,186453,48706,137747,66,46160,1623,0,1507,0,0,0,28567,490218,482191,0,0,739,216270,199792,0,1882,63508,8027,5186,2841,0
1982:Q1,514966,794,7186,0,242105,19084,11071,15157,7501,189292,188843,50013,138830,64,42509,966,0,1791,0,0,0,30708,502196,495328,0,0,742,218152,209369,0,1915,65150,6868,5178,1690,0
1982:Q2,526316,1592,8123,0,249074,20631,10952,16274,7876,193341,191042,51370,139672,38,40768,1000,0,2208,0,0,0,32471,515519,509631,0,0,833,219822,220367,0,1988,66621,5888,4032,1856,0
1982:Q3,543525,1651,8611,0,256874,22359,12705,17307,8241,196262,192900,52423,140477,16,45464,1011,0,2607,0,0,0,34391,532229,525934,0,0,818,221457,233354,0,2062,68243,6295,4461,1834,0
1982:Q4,566758,3439,7819,0,267514,21735,16529,18634,9047,201569,194950,52961,141989,-3,52890,1078,0,2837,0,0,0,36234,546159,539147,0,0,667,223233,242900,0,2099,70248,7012,4893,2119,0
1983:Q1,584452,1305,8087,0,279443,24737,19715,19319,9219,206453,196756,53427,143329,-25,57377,1085,0,2904,0,0,0,37520,560346,552557,0,0,658,225118,252335,0,2100,72346,7789,5640,2149,0
1983:Q2,603866,1778,6967,0,289194,25122,22088,20265,9852,211867,198436,53711,144725,-38,63874,1149,0,2816,0,0,0,39690,577691,569746,0,0,688,227081,265284,0,2069,74624,7945,5808,2137,0
1983:Q3,618421,1344,6286,0,299305,26722,24513,22151,10022,215897,201216,53860,147356,-44,63867,1194,0,2697,0,0,0,42556,589030,581154,0,0,721,229072,272354,0,2033,76974,7876,5752,2124,0
1983:Q4,631755,2527,6195,0,307788,25162,28636,25863,9986,218141,205062,54063,150999,-57,62193,1425,0,2671,0,0,0,43951,603734,594718,0,0,712,231043,281650,0,2017,79296,9016,6556,2460,0
1984:Q1,641625,1248,6566,0,320955,28696,30886,28094,9014,224265,205485,54184,151301,-77,59286,1418,0,2683,0,0,0,44061,613502,605415,0,0,668,232215,287889,0,2017,82626,8087,5749,2338,0
1984:Q2,655192,1843,6685,0,332194,30312,31752,30538,8712,230880,207856,54325,153531,-98,56945,1445,0,2673,0,0,0,45649,626044,618311,0,0,709,233281,295754,0,2019,86548,7733,5456,2277,0
1984:Q3,676179,1189,8003,0,344830,31871,35035,33223,8444,236257,209811,54439,155372,-111,61533,1491,0,2749,0,0,0,46684,647057,638292,0,0,686,234584,310503,0,2036,90483,8765,6566,2199,0
1984:Q4,696034,3059,8561,0,357730,29306,41204,36870,8713,241637,211204,54505,156699,-105,60311,1648,0,3019,0,0,0,50607,670622,660799,0,0,913,235996,328343,0,2078,93469,9823,6974,2849,0
1985:Q1,717567,1519,8445,0,373212,31975,42665,39898,8891,249783,212950,54480,158470,-103,65348,1591,0,3526,0,0,0,51079,689751,678912,0,0,882,238070,340677,0,2146,97137,10839,8101,2738,0
1985:Q2,741928,1622,8876,0,387558,31560,45019,42861,8914,259204,216542,54428,162114,-123,68622,1702,0,3979,0,0,0,53150,712738,701241,0,0,921,240444,356665,0,2236,100975,11497,8699,2798,0
1985:Q3,758216,2454,8522,0,404020,32737,46615,47568,9044,268056,219111,54351,164760,-107,64158,1701,0,4171,0,0,0,54186,724645,713339,0,0,1032,243201,363585,0,2345,103176,11306,8178,3128,0
1985:Q4,794640,7546,6651,0,419013,29063,51700,49368,9708,279174,226166,54369,171797,-74,73983,1708,0,3514,0,0,0,56133,764730,749264,0,0,1380,246421,260441,0,2470,238552,15466,10386,5080,0
1986:Q1,822832,6055,7007,0,436879,28699,53627,53500,10023,291030,229364,54368,174996,-49,79514,1628,0,6894,0,0,0,55540,792272,775260,0,0,1326,250317,273503,0,2624,247490,17012,12276,4736,0
1986:Q2,851824,6957,6940,0,450657,29451,52798,55885,10791,301732,234865,54369,180496,-31,83286,1265,0,9525,0,0,0,58360,819969,803948,0,0,1375,254412,295200,0,2818,250143,16021,11172,4849,0
1986:Q3,871523,7212,6972,0,468009,33428,55032,56720,11648,311181,240325,54345,185980,-27,75634,1337,0,11032,0,0,0,61029,837729,820538,0,0,1700,258907,305164,0,3007,251760,17191,11170,6021,0
1986:Q4,904150,9535,6253,0,484824,34484,59033,59976,11659,319672,247897,54055,193842,-30,76385,1908,0,14460,0,0,0,62918,873567,854002,0,0,1917,263623,327834,0,3145,257483,19565,12505,7060,0
1987:Q1,943981,7981,5370,0,504141,35168,61253,62756,10658,334306,249454,53711,195743,-26,95617,1915,0,13587,0,0,0,65942,912177,891501,0,0,2162,270561,341745,0,3234,273799,20676,13337,7339,0
1987:Q2,970240,7682,4488,0,519343,33215,57641,64744,10944,352799,253917,53535,200382,-18,100356,1919,0,13018,0,0,0,69535,936443,915362,0,0,2267,276454,349746,0,3272,283623,21081,13453,7628,0
1987:Q3,1008780,8192,3879,0,541932,36511,57246,67654,10208,370313,257940,53677,204263,-13,108905,1948,0,12078,0,0,0,73919,972491,950853,0,0,2527,282729,363030,0,3304,299263,21638,14137,7501,0
1987:Q4,921785,8117,3194,0,528600,25326,52235,63369,10635,377035,266794,54576,212218,-7,40807,2314,0,5415,0,0,0,66551,878035,861883,0,0,1630,285313,357311,0,3446,214183,16152,10973,5179,0
1988:Q1,957154,6070,4182,0,552059,27198,52185,65032,10526,397118,270319,54150,216169,7,43901,2385,0,5837,0,0,0,72394,911453,893739,0,0,1584,291024,379211,0,3536,218384,17714,12239,5475,0
1988:Q2,987016,5985,4567,0,572150,28165,53420,67596,9995,412974,275482,54738,220744,12,45845,2341,0,6697,0,0,0,73937,937606,919284,0,0,1504,296613,394567,0,3634,222966,18322,13075,5247,0
1988:Q3,1012215,5146,5291,0,591711,30235,53656,69227,9470,429123,280764,55122,225642,13,44602,2433,0,7591,0,0,0,74664,959320,939923,0,0,1640,301837,408797,0,3753,223896,19397,13824,5573,0
1988:Q4,1036634,4944,6283,0,612161,28833,53682,72326,9093,448227,289190,55464,233726,39,41248,2785,0,8121,0,0,0,71863,988874,970039,0,0,1577,308925,428170,0,3910,227457,18835,13334,5501,0
1989:Q1,1055673,4853,5406,0,630413,31876,51887,78072,8783,459795,294053,56207,237846,52,39580,2673,0,7921,0,0,0,70722,1008732,986937,0,0,1995,312075,434969,0,4116,233782,21795,15806,5989,0
1989:Q2,1083323,5638,4223,0,652515,30220,49532,85921,8756,478086,300135,57114,243021,57,39834,2570,0,7355,0,0,0,70996,1038993,1013463,0,0,2004,319462,448984,0,4378,238635,25530,19596,5934,0
1989:Q3,1104400,6339,3348,0,666787,30731,46990,92267,8902,487897,306256,57726,248530,59,40520,2391,0,6867,0,0,0,71833,1059319,1031926,0,0,2037,324621,456599,0,4643,244026,27393,21078,6315,0
1989:Q4,1128791,10228,876,0,685735,33409,46921,97139,8936,499330,314403,58505,255898,121,39227,3451,0,6817,0,0,0,67933,1087787,1059413,0,0,2045,334600,467211,0,4850,250707,28374,20645,7729,0
1990:Q1,1153463,10505,2588,0,707137,32261,52932,100961,9225,511758,324478,62263,262215,129,36894,3523,0,7382,0,0,0,60827,1109300,1082216,0,0,2119,340630,482404,0,5005,252058,27084,19025,8059,0
1990:Q2,1193935,9303,3824,0,731167,35896,52341,104634,10890,527406,331372,64353,267019,125,39978,3513,0,8225,0,0,0,66428,1149230,1121551,0,0,2081,347620,513395,0,5098,253357,27679,19778,7901,0
1990:Q3,1203040,7475,5668,0,754854,37754,52910,110942,11752,541496,330253,61820,268433,160,32774,3873,0,9192,0,0,0,58791,1154387,1130702,0,0,2056,353857,516183,0,5200,253406,23685,15744,7941,0
1990:Q4,1225190,5423,7775,0,768370,35342,51779,116683,12248,552318,333335,62798,270537,121,37827,3083,1,6281,0,0,0,62974,1179101,1154564,0,0,2308,359610,532430,0,5371,254845,24537,16308,8229,0
1991:Q1,1264890,4795,8608,0,793615,39741,54891,124168,13951,560864,337733,66123,271610,134,42351,3221,1,5901,0,0,0,68531,1215224,1186477,0,0,2240,366668,546260,0,5600,265709,28747,20173,8574,0
1991:Q2,1290513,4918,8646,0,822998,41258,56077,140366,11178,574119,340902,66713,274189,110,40328,3234,1,5634,0,0,0,63742,1236876,1208001,0,0,2384,373611,549888,0,5879,276239,28875,20338,8537,0
1991:Q3,1310394,5214,8686,0,838620,43396,62630,143119,11744,577731,340587,68037,272550,102,41142,3079,1,5237,0,0,0,67726,1254891,1223269,0,0,2546,377504,555583,0,6187,281449,31622,21952,9670,0
1991:Q4,1309040,5264,8730,0,842934,35229,67482,158291,9999,571933,329734,67776,261958,137,43502,4577,1,5136,0,0,0,69025,1262383,1227569,0,0,1843,381589,552154,0,6507,285476,34814,25827,8987,0
1992:Q1,1327411,5227,8768,0,865237,36793,69592,165564,9888,583400,329348,68345,261003,187,43533,4701,8,4907,0,0,0,65495,1280901,1245659,0,1,1862,388679,556966,0,6840,291311,35242,25956,9286,0
1992:Q2,1346644,5106,8806,0,887635,36814,71135,170484,10014,599188,326520,69465,257055,200,43933,4874,24,4782,0,0,0,64764,1302461,1264833,0,4,1971,392129,569302,0,7193,294234,37628,27974,9654,0
1992:Q3,1367466,4885,8846,0,911057,35169,74522,179162,10467,611737,322754,70971,251783,194,45175,4843,24,4456,0,0,0,65232,1328281,1287034,0,50,1904,401103,578437,0,7564,297976,41247,31701,9546,0
1992:Q4,1384433,4624,8886,0,931535,32063,76534,186184,11097,625657,318419,73679,244740,220,46180,4605,24,4148,0,0,0,65792,1360907,1309927,0,7,2064,407212,592275,0,7949,300420,50980,40569,10411,0
1993:Q1,1416547,4651,8922,0,965548,34162,83366,192136,11200,644684,316836,74514,242322,241,47190,4670,30,4090,0,0,0,64369,1387512,1333500,0,40,1936,413941,601013,0,8354,308216,54012,44543,9469,0
1993:Q2,1445305,4675,8958,0,995544,36271,88467,201805,12249,656752,315625,75525,240100,268,47636,4400,33,3877,0,0,0,64289,1406707,1354952,0,188,2142,421176,608746,0,8804,313896,51755,41834,9921,0
1993:Q3,1470288,4697,8997,0,1026161,34684,95083,209167,13616,673611,312864,77439,235425,245,48544,4378,34,3767,0,0,0,60601,1433540,1375834,0,153,2271,428661,615362,0,9240,320147,57706,47580,10126,0
1993:Q4,1483362,4716,9037,0,1044687,33763,95961,214981,14455,685527,305836,79539,226297,397,50488,6738,37,3542,0,0,0,57884,1447457,1388656,0,252,3186,436084,613342,0,9608,326184,58801,44977,13824,0
1994:Q1,1509949,4807,9067,0,1066910,35410,92475,220920,14315,703790,303825,80965,222860,491,49633,6743,48,3401,0,0,0,65024,1464203,1406963,0,261,3237,441945,620183,0,9907,331430,57240,42966,14274,0
1994:Q2,1513535,4901,9106,0,1076063,35314,95263,219347,12702,713437,304150,83426,220724,505,49628,6989,50,3312,0,0,0,58831,1468789,1413379,0,267,3237,447549,616772,0,10131,335423,55410,41108,14302,0
1994:Q3,1546810,4992,9143,0,1098231,37475,98802,220155,12261,729538,303719,85266,218453,504,50961,6873,51,3401,0,0,0,68935,1493894,1439044,0,276,3290,464287,619971,0,10350,340870,54850,40312,14538,0
1994:Q4,1556936,5085,9181,0,1114611,37466,92886,226561,12509,745189,304391,87068,217323,366,50265,6368,86,3325,0,0,0,63258,1504681,1455094,0,608,2372,469507,623178,0,10651,348778,49587,38542,11045,0
1995:Q1,1588603,4979,9219,0,1143643,39778,95836,233798,11328,762903,305579,88395,217184,367,51600,6392,82,3381,0,0,0,63361,1535868,1479887,0,600,2325,480243,625324,0,11024,360371,55981,44664,11317,0
1995:Q2,1621131,4875,9263,0,1171949,39628,95248,234833,12752,789488,307436,89937,217499,381,53644,6639,83,3435,0,0,0,63426,1566816,1507498,0,639,2360,492324,630315,0,11457,370403,59318,47860,11458,0
1995:Q3,1641187,4772,9310,0,1182132,41125,94424,237870,12260,796453,311730,92136,219594,374,55991,6529,84,3445,0,0,0,66820,1584385,1521689,0,626,2406,498993,631636,0,11917,376111,62696,50915,11781,0
1995:Q4,1653849,4669,9359,0,1190057,33622,89478,232439,11389,823129,315317,100099,215218,369,56647,8273,75,3319,0,0,0,65764,1603741,1530626,0,527,2750,506545,626401,0,12327,382076,73115,55442,17673,0
1996:Q1,1662451,4369,9383,0,1198401,39298,87158,228403,11833,831709,316684,101806,214878,358,58090,8502,110,3284,0,0,0,63270,1601031,1528640,0,1175,2877,508749,620120,0,12432,383287,72391,54651,17740,0
1996:Q2,1666222,4173,9421,0,1196155,40259,82143,224035,11618,838100,317811,102987,214824,363,59609,8680,121,3234,0,0,0,66655,1602152,1529377,0,1247,2914,514487,612562,0,12545,385622,72775,54966,17809,0
1996:Q3,1689087,3979,9454,0,1225758,38129,82915,231701,11879,861134,316300,105891,210409,394,60631,8902,123,3162,0,0,0,60384,1619213,1542325,0,1143,2942,527473,606494,0,12696,391577,76888,58672,18216,0
1996:Q4,1763089,3546,10559,0,1276191,36876,73175,235022,12988,918130,314680,104276,210404,449,69675,10199,166,3147,0,0,0,74477,1672328,1579494,0,1644,3539,540930,540497,0,7974,484910,92834,67314,25520,0
1997:Q1,1772937,2833,10387,0,1297579,42399,73040,233568,13196,935376,314463,105859,208604,479,69355,10908,168,3015,0,0,0,63750,1675395,1582358,0,1835,3834,551120,544841,0,7927,472801,93037,66967,26070,0
1997:Q2,1835636,3303,10311,0,1338393,45158,73246,235994,13479,970516,316864,107800,209064,484,75176,11026,173,3180,0,0,0,76726,1731651,1623882,0,1868,4446,562898,559317,0,7883,487470,107769,78619,29150,0
1997:Q3,1878450,2998,10217,0,1362651,50833,76180,239609,13953,982076,315601,108767,206834,474,80027,10886,400,3228,0,0,0,91968,1770394,1648874,0,1914,4527,576074,566836,0,7843,491680,121520,91449,30071,0
1997:Q4,1874574,6742,10189,0,1369873,52783,64570,216197,16754,1019569,316010,108297,207713,597,79061,14609,179,3011,0,0,0,74303,1789057,1647087,0,1828,5481,583224,560616,0,7806,488132,141970,97443,44527,0
1998:Q1,1906708,1838,10239,0,1390429,53250,62356,213950,17415,1043458,315301,108591,206710,661,84624,15187,175,3289,0,0,0,84965,1822283,1669478,0,1829,5573,586054,549961,0,8109,517952,152805,108114,44691,0
1998:Q2,1924240,3053,10314,0,1400466,52856,59602,210105,17974,1059929,318189,110218,207971,808,86862,15934,161,3309,0,0,0,85144,1844073,1681961,0,1674,5768,591553,550931,0,8425,523610,162112,116868,45244,0
1998:Q3,1943546,2727,10309,0,1415953,60052,56652,205794,18513,1074942,319461,111403,208058,743,78245,15296,181,2997,0,0,0,97634,1834452,1702729,0,2092,5907,597595,564767,0,8740,523628,131723,86340,45383,0
1998:Q4,1952671,4296,10434,0,1423560,55475,53771,201979,19120,1093215,326013,111029,214984,930,87868,20320,207,3391,0,0,0,75652,1864324,1703903,0,2545,6182,615441,542765,0,9059,527911,160421,102021,58400,0
1999:Q1,1978679,1458,10575,0,1434251,53215,52915,204247,19342,1104532,326566,106556,220010,1181,90490,20437,267,3406,0,0,0,90048,1895853,1736384,0,3376,6710,622159,544500,0,9250,550389,159469,100874,58595,0
1999:Q2,1991410,2692,10778,0,1432655,49946,51023,204871,19403,1107412,332060,105844,226216,1329,93515,20779,301,3539,0,0,0,93762,1919591,1753526,0,4141,7607,632642,538363,0,9457,561316,166065,98563,67502,0
1999:Q3,1994166,2596,10870,0,1430848,54357,48868,204321,19349,1103953,334357,106323,228034,1455,92467,21309,356,3338,0,0,0,96570,1903462,1768444,0,4424,8022,637081,537619,0,9663,571635,135018,67610,67408,0
1999:Q4,2079380,4071,10969,1,1418361,59569,46289,201741,19100,1091662,340140,107307,232833,1057,97249,17612,342,3721,46467,24633,10965,103792,2001485,1856723,0,3285,7802,695816,550785,15986,9861,573188,144762,72403,72359,0
2000:Q1,2103292,2642,11238,2,1433035,54661,45617,204658,19199,1108900,338205,107199,231006,1023,99350,18464,259,3933,47316,24927,11239,111659,2017882,1869497,0,3093,8041,703865,527098,16621,9868,600911,148385,74300,74085,0
2000:Q2,2130246,4291,11367,2,1441793,58308,44692,205777,19079,1113937,342444,108403,234041,1020,101166,18897,259,3850,48165,25221,11515,120256,2058120,1886670,0,2816,8400,708669,538204,17258,9882,601441,171450,94520,76930,0
2000:Q3,2164924,2271,11504,2,1461351,62147,44048,208423,19094,1127639,346355,110415,235940,1078,103690,19275,364,3901,49014,25514,11788,128817,2116246,1913050,0,2727,10659,718522,550148,17892,9895,603207,203196,117180,86016,0
2000:Q4,2172659,3705,11853,2,1467788,58488,42954,210026,19042,1137278,348030,111249,236781,998,98391,17113,365,3644,49862,25808,12063,133037,2132094,1925915,0,2544,9824,728319,569526,18528,9909,587265,206179,134197,71982,0
2001:Q1,2256156,17780,11395,1567,1494119,45792,42922,213203,19092,1173110,348174,112525,235649,1048,89313,17679,344,3263,52211,26773,12707,179783,2142862,1988423,2720,1934,10789,754996,619826,19802,13262,565094,154439,63917,73509,17013
2001:Q2,2316445,23589,11588,3279,1530180,45808,42756,215849,19078,1206689,350503,112850,237653,1014,94778,17702,236,3425,54559,27739,13354,184499,2202404,2037947,2458,1957,11206,765962,621075,21081,12257,601951,164457,71782,75637,17038
2001:Q3,2371186,25185,11452,1837,1578584,52819,42681,219125,19104,1244855,353427,114229,239198,1048,90529,17874,262,3002,56906,28704,13998,188378,2263166,2096326,2898,2843,11612,774819,684179,22355,12212,585408,166840,73308,76528,17004
2001:Q4,2375807,26416,10552,1402,1588564,33691,46501,219960,18902,1269510,357037,114185,242852,772,79862,10683,276,4436,59254,29668,14642,192243,2276048,2108487,1311,3197,9728,783186,661842,23629,11561,614033,167561,98473,53455,15633
2002:Q1,2460601,24555,12095,7133,1653546,32707,53697,238284,19597,1309261,358072,114694,243378,806,78779,10790,302,4620,61502,30607,15873,201921,2358779,2187745,16287,3813,10012,801016,641193,26585,11006,677833,171034,101224,54701,15109
2002:Q2,2529215,24008,13119,9188,1708286,35828,60771,255159,20113,1336415,359818,114877,244941,981,77794,12573,363,4374,63752,31547,17104,206308,2425146,2251966,17755,4130,9459,819811,689750,29544,9575,671942,173180,100361,55722,17097
2002:Q3,2613417,33225,14499,11479,1771840,32250,69073,274921,20799,1374797,360972,115472,245500,993,73905,12958,397,4014,65999,32484,18335,212317,2484581,2326924,15277,4635,9136,846230,744996,32500,9454,664696,157657,82767,56801,18089
2002:Q4,2666755,24602,12932,4930,1824085,36098,75191,292726,21279,1398791,366259,116618,249641,1155,75280,11642,495,4371,68247,33423,19567,219767,2508254,2350906,14252,5277,11422,836131,787546,35458,10364,650456,157348,85608,52153,19587
2003:Q1,2770278,33363,15655,12613,1888965,30031,75688,300729,22969,1459548,367061,116290,250771,1075,78397,11698,576,4539,71199,34599,20508,230030,2599105,2443771,20213,6414,10914,856611,822983,36924,8374,681338,155334,82412,52668,20254
2003:Q2,2849553,33052,16025,10130,1952385,27843,73896,307964,24668,1518014,370905,116805,254100,1144,85081,11995,768,5375,74152,35773,21444,231324,2663415,2498915,20295,6793,10491,870160,818683,38389,8513,725591,164500,91302,51356,21842
2003:Q3,2904293,34531,18657,8855,1990480,29226,72714,310176,26018,1552346,373631,116481,257150,1162,87489,12174,1010,5820,77102,36949,22384,234049,2710746,2539877,23446,7602,9861,884981,820404,39857,8839,744887,170869,97170,51498,22201
2003:Q4,2929433,33171,13471,2338,2018121,22186,66329,312781,27431,1589394,378148,116934,261214,1225,87562,17280,1147,6624,80054,38123,23325,228844,2743712,2552080,15078,8248,8946,887180,825923,41324,8410,756971,191632,108180,60044,23408
2004:Q1,3017323,31308,16938,3996,2074989,22249,66985,319458,28851,1637446,379152,117073,262079,1224,92215,17099,1206,6805,85162,40329,25095,241805,2825590,2624495,15731,8148,9091,889797,854683,45038,10179,791828,201095,116513,59967,24615
2004:Q2,3078214,35061,17537,3800,2118022,19885,65773,324543,30177,1677644,381819,118119,263700,1303,92522,17968,1230,6810,90272,42535,26865,242470,2891905,2673305,17975,8844,10481,904748,874138,48754,9503,798862,218600,122232,72441,23927
2004:Q3,3139841,34235,20274,3350,2164484,21564,65371,329271,31516,1716762,386696,119443,267253,1358,93973,18800,1236,6794,95379,44740,28634,239888,2944640,2723529,17276,8870,10805,918849,903797,52469,9227,802236,221111,119606,76050,25455
2004:Q4,3192859,33514,18729,3942,2193259,15937,63720,332483,32753,1748366,393163,120465,272698,1213,97614,20013,1704,7338,100487,46945,30404,244534,2998265,2757167,13846,11363,11592,932514,910396,56185,10317,810954,241098,127957,87262,25879
2005:Q1,3231219,27049,20393,11131,2220330,8841,68258,339271,33761,1770199,394500,120808,273692,1220,96642,20370,1533,7381,102383,48170,31107,249010,3045715,2807609,20440,8614,11571,943253,934177,57846,9622,822086,238106,124527,87815,25764
2005:Q2,3246019,34987,17446,8933,2223101,8068,72211,337901,34214,1770707,399239,122571,276668,1216,91205,20967,1487,7692,104278,49392,31810,254266,3091041,2837557,20385,9183,10763,955947,931344,59508,9775,840652,253484,138717,89723,25044
2005:Q3,3267082,36695,17091,6201,2235033,10370,76883,337292,34748,1775740,401817,123089,278728,1372,91836,22350,1485,8176,106174,50616,32514,255722,3138149,2865054,21198,9271,11448,968728,926127,61170,8957,858155,273095,149718,90284,33093
2005:Q4,3248604,31284,15010,2922,2222169,11555,78992,334068,34929,1762625,408266,125258,283008,1273,89836,23261,1470,8478,108068,51838,33219,251510,3135290,2860618,21394,9390,10965,975950,941056,62833,8614,830416,274672,159289,81472,33911
2006:Q1,3293666,32812,17154,2171,2252601,12810,77661,341756,36250,1784124,413413,127221,286192,1212,96074,23807,1473,8223,113285,55694,34273,241474,3188407,2908333,24599,10109,10947,996258,925011,65965,9037,866407,280074,164026,82548,33500
2006:Q2,3322163,32805,18712,2035,2249804,12766,74435,337579,37075,1787949,423932,130567,293365,1133,94183,23402,1387,7436,118501,59548,35328,253957,3216410,2945820,23999,10454,12504,999221,927088,69098,8339,895117,270590,149037,88478,33075
2006:Q3,3361635,32770,22591,2261,2246447,13920,72182,338011,37920,1784414,431656,133342,298314,1153,99760,24864,1405,7041,123717,63404,36380,268186,3260525,2982080,20843,11093,12890,1016051,917374,72231,8853,922745,278445,149383,92176,36886
2006:Q4,3376425,37465,26019,2859,2193083,14021,68418,331363,37932,1741349,437739,135726,302013,1120,140146,27319,1524,6790,128932,67258,37435,268736,3270459,2988832,21769,12238,12570,1030922,890348,75364,11552,934069,281627,153442,91560,36625
2007:Q1,3396270,40316,24686,2240,2203739,15426,65464,333819,39462,1749568,443686,139179,304507,1121,142294,29500,1587,7210,130775,69285,37361,262470,3296046,3011757,18291,13498,11929,1041838,884300,78090,10170,953641,284289,156331,90217,37741
2007:Q2,3431117,37876,24612,3130,2210517,16219,62637,336145,40948,1754568,454291,143560,310731,1042,149967,32126,1724,7874,132619,71311,37289,266739,3348277,3045264,18843,16725,12308,1055786,882424,80815,9144,969219,303013,166510,96800,39703
2007:Q3,3473285,42506,22670,3239,2222901,16277,59601,339276,42572,1765175,462957,147067,315890,1056,151536,34467,1974,8352,134460,73338,37215,276614,3386771,3088973,19618,22897,12230,1065931,872792,83542,9493,1002470,297798,162675,94968,40155
2007:Q4,3477741,41766,24615,3107,2210830,20003,55983,338708,43677,1752459,474025,149107,324918,1265,145096,34990,2124,8420,136303,75363,37143,282694,3383055,3098190,20663,26282,12653,1080408,872392,86269,10115,989408,284865,156464,86363,42038
2008:Q1,3470510,47141,31204,3463,2162634,23689,66023,332783,44411,1695728,484204,154157,330047,1319,121770,32012,2236,7887,141598,78218,38065,318759,3428566,3169901,21862,29266,12779,1093614,903663,90267,9576,1008874,258665,141180,76126,41359
2008:Q2,3435805,55150,34795,3633,2107744,24216,76607,325822,44986,1636113,493999,158320,335679,1344,122305,30027,2419,7910,146892,81074,38988,309525,3436813,3203533,24066,30581,12115,1111975,922269,94267,7568,1000692,233280,126110,66078,41092
2008:Q3,3382505,57088,31729,4175,2021803,18930,85624,315223,45106,1556920,507039,166726,340313,1211,108472,24696,2686,7111,152185,83928,39912,340470,3437015,3222286,21975,39395,11041,1140677,981068,98267,5256,924607,214729,121992,56987,35750
2008:Q4,3378661,65560,42974,8731,1943334,19406,101016,302424,44855,1475633,506888,169633,337255,1107,86837,18595,3035,5891,157479,86782,40835,410613,3424659,3267441,13202,50424,11274,1164810,1010274,102267,5950,909240,157218,80838,46416,29964
2009:Q1,3434108,53159,46454,13572,2046447,25615,112621,299821,51292,1557098,498823,164120,334703,1246,45503,16687,3064,5038,159419,85386,41246,418064,3394841,3273844,13538,50863,11298,1187726,1001847,102557,5660,900355,120997,47046,42218,31733
2009:Q2,3490781,48824,44768,11768,2128893,31221,114633,304204,57442,1621393,492521,160090,332431,1449,52314,22094,3082,5275,161359,83989,41656,392789,3428489,3266684,11141,48822,12636,1197160,971331,102847,6058,916689,161805,71754,54150,35901
