1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2006:Q2,15024,198,-144,292,-395,8606,498,1483,1749,4876,5187,-11009,2294,9995,-7740,1039,13352,3344,15033
2006:Q3,14639,198,-145,293,-396,8606,498,1483,1749,4876,5187,-11009,2294,9611,-7739,1038,12969,3343,14649
2006:Q4,14254,198,-145,293,-395,8606,498,1483,1749,4876,5187,-11009,2294,9225,-7739,1039,12582,3343,14264
2007:Q1,15199,191,853,108,59,7234,973,197,3837,2227,428,3795,248,2283,492,616,-1693,2868,15215
2007:Q2,15348,191,853,107,60,7234,973,197,3837,2227,428,3795,248,2432,492,617,-1545,2868,15365
2007:Q3,15497,191,853,108,60,7234,973,197,3837,2227,428,3795,248,2580,491,617,-1395,2867,15515
2007:Q4,15645,190,853,108,60,7233,972,197,3837,2227,428,3795,248,2730,492,617,-1247,2868,15664
2008:Q1,14743,-1052,-1365,-3787,-243,-17447,-1987,-3980,-1273,-10207,-1916,-5148,12126,33575,820,4177,26028,2550,14770
2008:Q2,14475,-1052,-1365,-3787,-243,-17447,-1987,-3980,-1273,-10207,-1915,-5148,12126,33306,820,4177,25760,2549,14502
2008:Q3,14207,-1053,-1365,-3787,-242,-17447,-1987,-3980,-1273,-10207,-1915,-5148,12126,33038,819,4177,25492,2550,14234
2008:Q4,13940,-1052,-1365,-3787,-243,-17446,-1986,-3980,-1273,-10207,-1916,-5148,12126,32771,820,4178,25223,2550,13966
2009:Q1,14327,-657,849,91,39,10880,791,1821,-10784,19052,-488,-10451,-96,14160,-757,-1337,9559,6695,14348
2009:Q2,14321,-656,850,90,39,10881,792,1821,-10784,19052,-488,-10451,-96,14152,-757,-1336,9550,6695,14340
2009:Q3,14313,-657,849,91,38,10881,792,1821,-10784,19052,-488,-10451,-96,14146,-757,-1336,9543,6696,14332
2009:Q4,14305,-656,849,90,39,10881,792,1821,-10784,19052,-488,-10451,-96,14137,-758,-1336,9536,6695,14324
2010:Q1,12776,666,-55,-1287,-59,12308,-247,4437,2879,5239,293,3230,-1699,-621,-1988,3340,-4295,2322,12803
2010:Q2,12162,665,-55,-1287,-59,12308,-247,4437,2879,5239,293,3230,-1699,-1234,-1988,3341,-4909,2322,12190
2010:Q3,11547,666,-55,-1287,-59,12308,-247,4437,2879,5239,293,3230,-1699,-1850,-1988,3341,-5524,2321,11576
2010:Q4,10933,665,-55,-1288,-59,12308,-247,4437,2879,5239,293,3230,-1699,-2462,-1989,3340,-6135,2322,10963
2011:Q1,11710,443,302,-85,9,17111,265,8008,1008,7830,-607,-18170,4789,7918,3174,418,-984,5310,11740
2011:Q2,11650,442,303,-85,9,17112,266,8008,1008,7830,-608,-18170,4789,7858,3174,418,-1044,5310,11682
2011:Q3,11590,443,302,-85,9,17111,265,8008,1008,7830,-607,-18170,4789,7798,3174,418,-1103,5309,11625
2011:Q4,11531,443,302,-85,9,17111,265,8008,1008,7830,-607,-18170,4789,7739,3174,418,-1163,5310,11568
2012:Q1,7827,-261,-833,-997,-79,17552,-908,6949,-5372,16883,-29,-2748,-9301,4523,-2495,-3096,4965,5149,7897
2012:Q2,6321,-261,-834,-997,-78,17552,-908,6949,-5372,16883,-28,-2748,-9301,3016,-2495,-3096,3459,5148,6394
2012:Q3,4819,-260,-834,-996,-79,17552,-908,6949,-5372,16883,-28,-2748,-9301,1513,-2495,-3096,1955,5149,4891
2012:Q4,3315,-261,-833,-997,-78,17551,-909,6949,-5372,16883,-28,-2748,-9301,10,-2495,-3095,452,5148,3389
2013:Q1,-730,70,1115,1334,105,11759,1216,47,-930,11426,-269,-46522,-1592,33270,-908,-1034,35303,-91,-753
2013:Q2,-3287,71,1116,1334,105,11758,1215,47,-930,11426,-269,-46522,-1592,30712,-908,-1033,32745,-92,-3312
2013:Q3,-5846,70,1116,1334,105,11759,1216,47,-930,11426,-269,-46522,-1592,28154,-908,-1033,30186,-91,-5870
2013:Q4,-8404,70,1115,1334,105,11759,1216,47,-930,11426,-269,-46522,-1592,25597,-908,-1033,27630,-92,-8428
2014:Q1,-3358,537,491,587,47,16897,534,1583,1112,13668,26,-35383,245,13195,-754,-971,9821,5099,-3372
2014:Q2,-2872,537,491,586,46,16898,535,1583,1112,13668,26,-35383,245,13683,-753,-971,10308,5099,-2885
2014:Q3,-2384,537,491,587,46,16898,535,1583,1112,13668,26,-35383,245,14169,-754,-970,10794,5099,-2397
2014:Q4,-1896,537,491,587,46,16897,534,1583,1112,13668,26,-35383,245,14658,-754,-971,11284,5099,-1910
2015:Q1,-5546,-188,-862,-1030,-81,-4957,-938,-2122,-225,-1672,-186,-8437,-8068,18263,-566,3317,16598,-1086,-5539
2015:Q2,-6705,-189,-862,-1030,-81,-4958,-939,-2122,-225,-1672,-186,-8437,-8068,17107,-566,3318,15440,-1085,-6698
2015:Q3,-7864,-188,-861,-1031,-81,-4958,-939,-2122,-225,-1672,-186,-8437,-8068,15946,-566,3317,14281,-1086,-7857
2015:Q4,-9023,-189,-862,-1030,-82,-4958,-939,-2122,-225,-1672,-186,-8437,-8068,14789,-567,3318,13124,-1086,-9016
2016:Q1,-6900,-132,-214,-255,-20,4562,-233,1867,874,2054,48,-23728,-6329,19168,-630,2102,13740,3956,-6877
2016:Q2,-6741,-132,-213,-256,-20,4563,-232,1867,874,2054,48,-23728,-6329,19326,-631,2101,13900,3956,-6717
2016:Q3,-6581,-132,-214,-255,-20,4562,-233,1867,874,2054,48,-23728,-6329,19487,-631,2102,14060,3956,-6556
2016:Q4,-6422,-132,-214,-256,-20,4562,-233,1867,874,2054,47,-23728,-6329,19648,-631,2102,14221,3956,-6396
2017:Q1,-7971,56,929,1110,87,27693,1012,8717,4732,13232,419,-22319,-6853,-9093,339,4315,-15970,2223,-7948
2017:Q2,-8497,55,928,1111,88,27693,1012,8717,4732,13232,418,-22319,-6853,-9618,340,4314,-16496,2224,-8473
2017:Q3,-9021,55,929,1110,88,27692,1011,8717,4732,13232,418,-22319,-6853,-10141,339,4314,-17017,2223,-8997
2017:Q4,-9548,55,929,1110,87,27693,1012,8717,4732,13232,418,-22319,-6853,-10668,339,4315,-17546,2224,-9522
2018:Q1,-8084,-226,-1302,-1557,-123,15663,-1419,3567,1762,11753,-384,-18959,-9747,8551,683,-9132,18571,-1571,-8143
2018:Q2,-7847,-226,-1303,-1557,-122,15663,-1419,3567,1762,11753,-384,-18959,-9747,8789,683,-9132,18808,-1570,-7906
2018:Q3,-7609,-225,-1302,-1557,-123,15664,-1418,3567,1762,11753,-383,-18959,-9747,9024,683,-9132,19044,-1571,-7669
2018:Q4,-7372,-226,-1302,-1557,-123,15663,-1419,3567,1762,11753,-384,-18959,-9747,9264,683,-9132,19283,-1570,-7433
2019:Q1,-8480,0,-3949,2669,3332,7210,-819,8676,424,-1071,-40,-33741,-11752,27791,-2175,-1350,18773,12543,-8510
2019:Q2,-8767,0,-3949,2668,3331,7211,-818,8676,424,-1071,-39,-33741,-11752,27504,-2176,-1349,18487,12542,-8798
2019:Q3,-9055,-1,-3948,2669,3332,7211,-818,8676,424,-1071,-40,-33741,-11752,27215,-2175,-1350,18197,12543,-9086
2019:Q4,-9344,0,-3949,2668,3332,7210,-819,8676,424,-1071,-39,-33741,-11752,26928,-2175,-1350,17910,12543,-9375
2020:Q1,-8886,817,420,1720,649,8701,1032,-3378,24,11023,103,-21572,77,199,-281,-956,-1641,3077,-8903
2020:Q2,-8869,816,421,1720,650,8701,1032,-3378,24,11023,103,-21572,77,215,-281,-955,-1626,3077,-8888
2020:Q3,-8854,817,420,1719,650,8701,1032,-3378,24,11023,103,-21572,77,231,-281,-956,-1609,3077,-8873
2020:Q4,-8840,816,420,1720,649,8701,1032,-3378,24,11023,103,-21572,77,246,-281,-956,-1594,3077,-8858
2021:Q1,-7190,-121,54,218,83,26341,131,9227,3600,13383,281,-56963,-10086,33003,-1515,-2414,36190,742,-6843
2021:Q2,-6387,-121,53,218,82,26340,130,9227,3600,13383,280,-56963,-10086,33810,-1516,-2415,36999,742,-6028
2021:Q3,-5575,-121,53,218,83,26341,131,9227,3600,13383,281,-56963,-10086,34619,-1515,-2414,37806,742,-5213
2021:Q4,-4767,-122,53,218,82,26341,131,9227,3600,13383,280,-56963,-10086,35430,-1516,-2414,38617,743,-4398
2022:Q1,165,202,138,563,213,10180,338,1699,1053,7090,111,-22815,-2908,14481,-523,-979,14874,1109,443
2022:Q2,2584,241,164,670,252,12108,401,2021,1252,8434,133,-27139,-3459,19614,-621,-1165,20080,1320,2868
2022:Q3,4999,190,129,529,201,17077,318,11599,990,4170,105,-21464,-2736,10968,-491,-921,11336,1044,5293
2022:Q4,7422,171,117,478,180,16145,287,11443,894,3521,94,-19373,-2469,12079,-444,-831,12412,942,7718
2023:Q1,7415,294,200,820,310,32327,492,22475,1533,7827,163,-33232,-4235,10768,-761,-1426,11339,1616,7718
2023:Q2,7414,288,197,803,303,32020,482,22424,1502,7612,159,-32540,-4147,10331,-744,-1397,10890,1582,7718
2023:Q3,7413,177,120,492,186,8890,295,1484,919,6192,97,-19925,-2539,19915,-457,-855,20258,969,7718
2023:Q4,7404,247,168,689,260,12458,413,2080,1288,8677,136,-27920,-3558,24924,-639,-1198,25403,1358,7718
2024:Q1,7400,241,164,671,254,12139,403,2026,1255,8455,133,-27207,-3467,24472,-622,-1167,24938,1323,7718
