date,FA893169175.Q,FA893169105.Q,FA103169100.Q,FA263169105.Q,FA263169110.Q,FA263169123.Q,FA793169100.Q,FA763169103.Q,FA753169103.Q,FA673169105.Q,FA613169100.Q,FA643169173.Q,FA733169103.Q,FA503169105.Q,FA703169605.Q,FA763169603.Q,FA753169603.Q,FA893169175.Q,FA103069100.Q,FA213069103.Q,FA713069603.Q,FA763069175.Q,FA753069603.Q,FA473069153.Q,FA513069105.Q,FA543069105.Q,FA573069105.Q,FA223069143.Q,FA633069175.Q,FA653069100.Q,FA403069105.Q,FA663069103.Q,FA503069105.Q,FA263069103.Q
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,206,83,45,0,0,0,38,0,0,0,38,0,0,0,123,98,25,206,-122,0,0,107,10,0,0,0,0,0,0,7,0,0,146,58
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,509,412,62,0,0,0,350,0,0,0,350,0,0,0,97,78,19,509,-53,0,0,59,18,0,0,0,0,0,0,23,0,0,371,91
1952:Q1,980,1096,80,0,0,0,1016,0,0,0,1016,0,0,0,-116,-104,-12,980,8,0,0,136,56,0,0,0,0,0,0,20,0,0,808,-48
1952:Q2,744,896,156,0,0,0,740,0,0,0,740,0,0,0,-152,-136,-16,744,1508,0,0,-244,20,0,0,0,0,0,0,-44,0,0,-444,-52
1952:Q3,636,540,28,0,0,0,512,0,0,0,512,0,0,0,96,124,-28,636,-88,0,0,372,-104,0,0,0,0,0,0,-24,0,0,400,80
1952:Q4,-688,-868,-16,0,0,0,-852,0,0,0,-852,0,0,0,180,124,56,-688,-1008,0,0,-84,80,0,0,0,0,0,0,28,0,0,212,84
1953:Q1,636,780,12,0,0,0,768,0,0,0,768,0,0,0,-144,-120,-24,636,-72,0,0,-188,-40,0,0,0,0,0,0,12,0,0,936,-12
1953:Q2,-496,-404,-40,0,0,0,-364,0,0,0,-364,0,0,0,-92,-88,-4,-496,184,0,0,-376,-12,0,0,0,0,0,0,-36,0,0,-252,-4
1953:Q3,1096,800,40,0,0,0,760,0,0,0,760,0,0,0,296,280,16,1096,92,0,0,400,-60,0,0,0,0,0,0,-8,0,0,468,204
1953:Q4,276,8,272,0,0,0,-264,0,0,0,-264,0,0,0,268,188,80,276,-168,0,0,184,84,0,0,0,0,0,0,76,0,0,-80,180
1954:Q1,1300,1272,372,0,0,0,900,0,0,0,900,0,0,0,28,24,4,1300,352,0,0,612,-28,0,0,0,0,0,0,-16,0,0,456,-76
1954:Q2,-276,-344,88,0,0,0,-432,0,0,0,-432,0,0,0,68,28,40,-276,196,0,0,-64,-8,0,0,0,0,0,0,-20,0,0,-328,-52
1954:Q3,80,52,228,0,0,0,-176,0,0,0,-176,0,0,0,28,64,-36,80,-96,0,0,548,-44,0,0,0,0,0,0,12,0,0,-264,-76
1954:Q4,16,-1072,-172,0,0,0,-900,0,0,0,-900,0,0,0,1088,856,232,16,-104,0,0,-176,100,0,0,0,0,0,0,24,0,0,-764,936
1955:Q1,764,1032,-192,0,0,0,1224,0,0,0,1224,0,0,0,-268,-216,-52,764,-164,0,0,-304,-52,0,0,0,0,0,0,68,0,0,1284,-68
1955:Q2,-4,564,-268,0,0,0,832,0,0,0,832,0,0,0,-568,-488,-80,-4,292,0,64,-516,-8,0,0,0,0,0,0,-12,0,0,616,-440
1955:Q3,-348,-360,-224,0,0,0,-136,0,0,0,-136,0,0,0,12,48,-36,-348,-312,0,12,92,-80,0,0,0,0,0,0,48,0,0,-120,12
1955:Q4,-1032,-920,8,0,0,0,-928,0,0,0,-928,0,0,0,-112,-96,-16,-1032,-112,0,20,-272,60,0,0,0,0,0,0,-48,0,0,-596,-84
1956:Q1,2268,2192,-40,0,0,0,2232,0,0,0,2232,0,0,0,76,64,12,2268,-392,0,-36,144,-24,0,0,0,0,0,0,172,0,0,2256,148
1956:Q2,-188,-340,-116,0,0,0,-224,0,0,0,-224,0,0,0,152,76,76,-188,580,0,12,-204,8,0,0,0,0,0,0,-144,0,0,-480,40
1956:Q3,472,24,240,0,0,0,-216,0,0,0,-216,0,0,0,448,388,60,472,368,0,-4,344,-24,0,0,0,0,0,0,84,0,0,-668,372
1956:Q4,-640,-1280,-20,0,0,0,-1260,0,0,0,-1260,0,0,0,640,528,112,-640,-204,0,68,-112,64,0,0,0,0,0,0,-48,0,0,-776,368
1957:Q1,2232,2020,-136,0,0,0,2156,0,0,0,2156,0,0,0,212,164,48,2232,-124,0,-44,-72,-48,0,0,0,0,0,0,52,0,0,2004,464
1957:Q2,-924,-824,-4,0,0,0,-820,0,0,0,-820,0,0,0,-100,-128,28,-924,-20,0,0,-196,-4,0,0,0,0,0,0,20,0,0,-668,-56
1957:Q3,1036,188,-76,0,0,0,264,0,0,0,264,0,0,0,848,704,144,1036,248,0,-24,332,-76,0,0,0,0,0,0,-28,0,0,-192,776
1957:Q4,1012,600,392,0,0,0,208,0,0,0,208,0,0,0,412,356,56,1012,416,0,104,376,56,0,0,0,0,0,0,16,0,0,96,-52
1958:Q1,4236,3332,1060,0,0,0,2272,0,0,0,2272,0,0,0,904,716,188,4236,900,0,-56,1452,-44,0,0,0,0,0,0,120,0,0,1412,452
1958:Q2,-900,-252,452,0,0,0,-704,0,0,0,-704,0,0,0,-648,-568,-80,-900,-1236,0,24,160,28,0,0,0,0,0,0,120,0,0,628,-624
1958:Q3,-1500,-1200,-272,0,0,0,-928,0,0,0,-928,0,0,0,-300,-232,-68,-1500,-700,0,-68,0,-64,0,0,0,0,0,0,-44,0,0,-452,-172
1958:Q4,-1888,-1476,-296,0,0,0,-1180,0,0,0,-1180,0,0,0,-412,-280,-132,-1888,136,0,100,-780,116,0,0,68,0,0,0,-220,0,0,-1208,-100
1959:Q1,1396,1940,-212,0,0,0,2152,0,0,0,2152,0,0,0,-544,-452,-92,1396,688,0,-124,-176,-20,0,0,332,0,0,0,128,0,0,928,-360
1959:Q2,440,668,-596,0,0,0,1264,0,0,0,1264,0,0,0,-228,-232,4,440,392,0,-24,-664,0,0,0,340,0,0,0,8,0,0,424,-36
1959:Q3,-712,-576,-88,0,0,0,-488,0,0,0,-488,0,0,0,-136,-92,-44,-712,-1280,0,-24,384,-52,0,0,-104,0,0,0,144,0,0,280,-60
1959:Q4,124,-612,-476,0,0,0,-136,0,0,0,-136,0,0,0,736,636,100,124,2328,0,176,-164,112,0,0,-164,0,0,0,-140,0,0,-2136,112
1960:Q1,5780,4888,164,0,0,0,4724,0,0,0,4724,0,0,0,892,696,196,5780,-520,0,-148,176,-116,0,0,-104,0,0,0,112,0,0,5076,1304
1960:Q2,928,816,768,0,0,0,48,0,0,0,48,0,0,0,112,52,60,928,-144,0,-8,284,32,0,0,184,0,0,0,36,0,0,712,-168
1960:Q3,1096,-44,492,0,0,0,-536,0,0,0,-536,0,0,0,1140,924,216,1096,-96,0,12,532,-24,0,0,164,0,0,0,80,0,0,-344,772
1960:Q4,912,-480,392,0,0,0,-872,0,0,0,-872,0,0,0,1392,1160,232,912,944,0,184,620,176,0,0,460,0,0,0,-128,0,0,-1572,228
1961:Q1,2880,2024,-884,0,0,0,2908,0,0,0,2908,0,0,0,856,656,200,2880,-1424,0,-76,828,332,0,0,-28,0,0,0,252,0,0,2788,208
1961:Q2,-12,-212,768,0,0,0,-980,0,0,0,-980,0,0,0,200,132,68,-12,-8,0,-36,368,-60,0,0,-24,0,0,0,-148,0,0,-20,-84
1961:Q3,-204,-800,608,0,0,0,-1408,0,0,0,-1408,0,0,0,596,488,108,-204,-952,0,-12,1136,-28,0,0,-200,0,0,0,212,0,0,-836,476
1961:Q4,744,-256,808,0,0,0,-1064,0,0,0,-1064,0,0,0,1000,844,156,744,3588,0,100,1288,-36,0,0,-152,0,0,0,-328,0,0,-3392,-324
1962:Q1,3096,3812,-156,0,0,0,3968,0,0,0,3968,0,0,0,-716,-600,-116,3096,-2476,0,-108,-444,-92,0,0,872,0,0,0,568,0,0,4680,96
1962:Q2,420,1032,276,0,0,0,756,0,0,0,756,0,0,0,-612,-504,-108,420,1108,0,76,-884,68,0,0,276,0,0,0,-248,0,0,292,-268
1962:Q3,1984,2228,464,0,0,0,1764,0,0,0,1764,0,0,0,-244,-196,-48,1984,1232,0,-104,556,-24,0,0,196,0,0,0,76,0,0,148,-96
1962:Q4,-380,-1816,-168,0,0,0,-1648,0,0,0,-1648,0,0,0,1436,1192,244,-380,996,0,152,164,36,0,0,-728,0,0,0,64,0,0,-1440,376
1963:Q1,3976,4180,-160,0,0,0,4340,0,0,0,4340,0,0,0,-204,-196,-8,3976,-1264,0,-92,460,60,0,0,548,0,0,0,108,0,0,4224,-68
1963:Q2,1452,1004,-512,0,0,0,1516,0,0,0,1516,0,0,0,448,348,100,1452,-388,0,-24,-216,8,0,0,-124,0,0,0,-108,0,0,2076,228
1963:Q3,-924,-980,-216,0,0,0,-764,0,0,0,-764,0,0,0,56,40,16,-924,-1556,0,-28,-548,-32,0,0,208,0,0,0,-12,0,0,480,564
1963:Q4,-372,-1044,-32,0,0,0,-1012,0,0,0,-1012,0,0,0,672,584,88,-372,1868,0,216,376,8,0,0,-500,0,0,0,84,0,0,-1900,-524
1964:Q1,4620,3736,-344,0,0,0,4080,0,0,0,4080,0,0,0,884,684,200,4620,1124,0,-120,640,84,0,0,68,0,0,0,-68,0,0,2312,580
1964:Q2,1808,1600,140,0,0,0,1460,0,0,0,1460,0,0,0,208,152,56,1808,-976,0,-68,-360,-16,0,0,-468,0,0,0,176,0,0,3064,456
1964:Q3,1076,948,-12,0,0,0,960,0,0,0,960,0,0,0,128,88,40,1076,3360,0,144,844,48,0,0,96,0,0,0,-284,0,0,-2960,-172
1964:Q4,1104,324,844,0,0,0,-520,0,0,0,-520,0,0,0,780,676,104,1104,-608,0,0,688,-84,0,0,-224,0,0,0,72,0,0,1392,-132
1965:Q1,2312,2536,-1516,0,0,0,4052,0,0,0,4052,0,0,0,-224,-196,-28,2312,-3148,0,136,-1900,216,0,0,596,0,0,0,424,0,0,4928,1060
1965:Q2,1756,1596,-184,0,0,0,1780,0,0,0,1780,0,0,0,160,100,60,1756,-928,0,-360,776,-100,0,0,760,0,0,0,72,0,0,1640,-104
1965:Q3,528,672,24,0,0,0,648,0,0,0,648,0,0,0,-144,-132,-12,528,1452,0,32,288,12,0,0,492,0,0,0,132,0,0,-2204,324
1965:Q4,-1136,-1372,364,0,0,0,-1736,0,0,0,-1736,0,0,0,236,252,-16,-1136,1328,0,256,-1368,-64,0,0,-1668,0,0,0,232,0,0,-20,168
1966:Q1,6228,6228,-616,0,0,0,6844,0,0,0,6844,0,0,0,0,-12,12,6228,3688,0,-180,160,84,0,0,-192,0,0,0,-12,0,0,2624,56
1966:Q2,764,576,512,0,0,0,64,0,0,0,64,0,0,0,188,100,88,764,736,0,432,-1312,-12,0,0,-32,0,0,0,360,0,0,92,500
1966:Q3,3164,3336,1628,0,0,0,1708,0,0,0,1708,0,0,0,-172,-160,-12,3164,-1788,0,-360,252,112,0,0,300,0,0,0,844,0,0,2736,1068
1966:Q4,8076,7240,1776,0,0,0,5464,0,0,0,5464,0,0,0,836,752,84,8076,3292,0,84,564,44,0,0,272,0,0,0,-108,0,0,4632,-704
1967:Q1,10808,10384,3212,0,0,0,7172,0,0,0,7172,0,0,0,424,328,96,10808,2056,0,-276,2628,152,0,0,688,0,0,0,-136,0,0,5632,64
1967:Q2,2652,860,2664,0,0,0,-1804,0,0,0,-1804,0,0,0,1792,1380,412,2652,32,0,144,768,-48,0,0,1340,0,0,0,272,0,0,120,24
1967:Q3,-156,-240,-740,0,0,0,500,0,0,0,500,0,0,0,84,48,36,-156,2192,0,96,1056,36,0,0,1100,0,0,0,-104,0,0,-4216,-316
1967:Q4,3340,2756,512,0,0,0,2244,0,0,0,2244,0,0,0,584,552,32,3340,120,0,60,-664,-56,0,0,-2728,0,0,0,192,0,0,6048,368
1968:Q1,6968,6876,500,0,0,0,6376,0,0,0,6376,0,0,0,92,60,32,6968,-1172,0,100,1140,100,0,0,848,0,0,0,2212,0,0,3280,460
1968:Q2,1932,2060,196,0,0,0,1864,0,0,0,1864,0,0,0,-128,-160,32,1932,3468,0,136,-1260,68,0,0,-44,0,0,0,-1052,0,0,164,452
1968:Q3,5144,4956,5208,0,0,0,-252,0,0,0,-252,0,0,0,188,132,56,5144,2004,0,-340,1620,80,0,0,620,0,0,0,232,0,0,720,208
1968:Q4,2756,2460,-1044,0,0,0,3504,0,0,0,3504,0,0,0,296,328,-32,2756,288,0,36,-1676,-20,0,0,-1240,0,0,0,-596,0,0,4768,1196
1969:Q1,11712,11552,1072,0,0,0,10480,0,0,0,9680,0,800,0,160,116,44,11712,3740,0,64,1252,164,0,0,1408,0,0,0,1432,0,0,3472,180
1969:Q2,11840,10076,700,0,0,0,9376,0,0,0,5196,0,4180,0,1764,1344,420,11840,2708,0,-132,600,128,0,0,-684,0,0,0,436,0,0,6564,2220
1969:Q3,15260,13820,2568,0,0,0,11252,0,0,0,5852,0,5400,0,1440,1136,304,15260,1668,0,76,304,240,0,0,1396,0,0,0,812,0,0,9092,1672
1969:Q4,11032,10260,88,0,0,0,10172,0,0,0,3376,0,6796,0,772,712,60,11032,2000,0,16,-496,208,0,0,1236,0,0,0,-424,0,0,8588,-96
1970:Q1,19748,19924,3940,0,0,0,15984,0,0,0,7252,0,8732,0,-176,-320,144,19748,2256,0,48,-224,560,0,0,-12,0,0,0,796,-148,0,16144,328
1970:Q2,5444,2936,-332,0,0,0,3268,0,0,0,-1236,0,4504,0,2508,2004,504,5444,1620,0,-176,1024,-20,0,0,-140,0,0,0,-3472,-368,0,5176,1800
1970:Q3,-16760,-16244,464,0,0,0,-16708,0,0,0,-4768,0,-11940,0,-516,-404,-112,-16760,500,0,220,2164,676,0,0,668,0,0,0,3876,992,0,-25284,-572
1970:Q4,-56,-4732,3036,0,0,0,-7768,0,0,0,1308,0,-9076,0,4676,3912,764,-56,2668,0,-120,1208,264,0,0,2592,0,0,0,-1944,-476,0,-4640,392
1971:Q1,-3432,-4128,2176,0,0,0,-6304,0,0,0,-3676,0,-2628,0,696,372,324,-3432,2612,0,124,1812,-128,0,0,2120,0,0,0,-728,-164,0,-8660,-420
1971:Q2,-5084,-6988,-5724,0,0,0,-1264,0,0,0,-1428,0,164,0,1904,1524,380,-5084,-316,0,-304,-1084,-80,0,0,2604,0,0,0,-484,-304,0,-4772,-344
1971:Q3,3384,1360,552,0,0,0,808,0,0,0,-1108,1248,668,0,2024,1624,400,3384,3280,0,116,452,224,0,0,-1284,0,0,0,-280,992,0,-708,592
1971:Q4,4708,5976,-548,0,0,0,6524,0,0,0,4360,1872,292,0,-1268,-836,-432,4708,1968,0,156,584,268,0,0,-928,0,0,0,1100,-524,0,2548,-464
1972:Q1,6464,5840,5048,0,0,0,792,0,0,0,-2172,2168,796,0,624,312,312,6464,4712,0,-244,-2528,280,0,0,-260,1232,0,0,180,-308,1000,2260,140
1972:Q2,-16,3496,2844,0,0,0,652,0,0,0,-1004,2460,-804,0,-3512,-2960,-552,-16,6644,0,16,-700,-12,0,0,560,1944,0,0,-496,72,1000,-9028,-16
1972:Q3,-4804,-2960,-3004,0,0,0,44,0,0,0,-4196,2652,1588,0,-1844,-1512,-332,-4804,676,0,-52,-1020,460,0,0,2948,2112,0,0,476,2916,1000,-10160,-4160
1972:Q4,4732,4004,-2004,0,0,0,6008,0,0,0,2372,2560,1076,0,728,960,-232,4732,-192,0,240,3868,-272,0,0,-2404,1732,0,0,-676,-1024,1000,-1328,3788
1973:Q1,-3200,-3296,-5008,0,0,0,1712,0,0,0,-1004,-560,3276,0,96,-128,224,-3200,-3548,0,296,-5200,828,0,0,4408,1396,0,0,1896,-1388,1000,-2928,40
1973:Q2,9060,7352,1060,0,0,0,6292,0,0,0,2900,84,3308,0,1708,1220,488,9060,3960,0,-312,-1384,820,0,0,-1260,1112,0,0,616,164,1000,3584,760
1973:Q3,10072,6168,-40,0,0,0,6208,0,0,0,-780,3196,3792,0,3904,3020,884,10072,364,0,-36,2972,-1112,0,0,-3588,1180,0,0,716,848,1000,3816,3912
1973:Q4,17532,15184,9644,0,0,0,5540,0,0,0,6720,220,-1400,0,2348,2332,16,17532,1788,0,44,652,416,0,0,532,1608,0,0,-1236,-396,1000,16632,-3508
1974:Q1,18716,13248,2192,60,60,0,10996,0,0,0,8720,-2380,4656,0,5468,4116,1352,18716,5696,0,-152,628,660,0,0,1424,1900,0,740,344,-24,1000,6048,452
1974:Q2,13172,860,3164,-56,-56,0,-2248,0,0,0,1388,-7264,3628,0,12312,9724,2588,13172,-1060,0,296,1208,940,0,0,-892,2060,0,672,456,-268,1000,8360,400
1974:Q3,28096,16268,9396,356,356,0,6516,0,0,0,2444,-2676,6748,0,11828,9244,2584,28096,6884,0,344,556,104,0,0,-2144,2404,0,900,-712,1228,1000,17132,400
1974:Q4,11052,1908,1772,364,364,0,-228,0,0,0,1740,-740,-1228,0,9144,7916,1228,11052,4984,0,1556,696,908,0,0,5876,2932,0,268,-1144,2568,1000,-8992,400
1975:Q1,6304,4852,4104,296,296,0,452,0,0,0,-2168,132,2488,0,1452,796,656,6304,5612,0,196,5552,-1640,0,0,-1428,3704,0,1620,544,2140,1000,-11596,600
1975:Q2,-12316,-8368,-9528,532,532,0,628,0,0,0,892,388,-652,0,-3948,-3200,-748,-12316,4940,0,-1384,-2080,1436,0,0,1056,4716,0,-1048,-792,-252,1000,-20508,600
1975:Q3,-6056,-2704,-180,76,76,0,-2600,0,0,0,-2404,-224,28,0,-3352,-3072,-280,-6056,2800,0,768,3356,-144,0,0,4060,3756,0,-200,-1076,-2204,1000,-18572,400
1975:Q4,7232,404,-5984,608,608,0,5780,0,0,0,6176,180,-576,0,6828,6260,568,7232,1784,0,1068,8332,308,0,0,-716,2476,0,-840,1060,672,1000,-8312,400
1976:Q1,5340,4032,2680,592,592,0,760,0,0,0,2400,-732,-908,0,1308,564,744,5340,2868,0,-804,-2788,104,0,0,-2012,3304,0,744,-2472,856,-4,5244,300
1976:Q2,5608,2100,2832,852,852,0,-1584,0,0,0,248,-156,-1676,0,3508,2852,656,5608,2128,0,-716,940,-380,0,0,3572,2192,0,492,76,1184,-2028,-2152,300
1976:Q3,-1616,-1444,-4380,880,880,0,2056,0,0,0,2288,224,-456,0,-172,-596,424,-1616,2136,0,-1092,3736,1484,0,0,-2204,1264,0,-260,-688,-1012,3180,-8460,300
1976:Q4,23408,12716,4600,568,568,0,7548,0,0,0,8104,-416,-140,0,10692,9448,1244,23408,1428,0,432,12356,624,0,0,2288,784,0,288,1012,-1160,11720,-6664,300
1977:Q1,8484,7116,732,1304,1304,0,5080,0,0,0,4836,-180,424,0,1368,556,812,8484,-824,0,-668,-11016,712,0,0,2252,744,0,-80,-132,176,-14428,31348,400
1977:Q2,19940,17076,1116,832,832,0,15128,0,0,0,12584,284,2260,0,2864,2408,456,19940,-1244,0,56,1092,-1308,0,0,1080,536,0,412,1508,3880,800,12728,400
1977:Q3,1808,1836,560,584,584,0,692,0,0,0,-600,-248,1540,0,-28,-396,368,1808,-1368,0,-156,220,1136,0,0,64,148,0,-44,772,-1364,-1896,3896,400
1977:Q4,29768,21320,4148,-460,-460,0,17632,0,0,0,16772,-20,880,0,8448,7556,892,29768,-1048,0,-16,11100,-232,0,0,-4708,20,0,592,-100,-1760,13336,12184,400
1978:Q1,3708,9008,-696,348,348,0,9356,0,0,0,5220,92,4044,0,-5300,-4764,-536,3708,3280,0,0,-11940,1136,0,0,7524,144,0,1764,1812,-1648,-2356,3592,400
1978:Q2,19872,19640,-236,1016,1016,0,18860,0,0,0,10900,436,7524,0,232,352,-120,19872,-1408,0,0,-224,1536,0,0,-1216,-60,0,3196,108,-1296,-2792,21628,400
1978:Q3,-1828,7308,1356,1568,1568,0,4384,0,0,0,408,64,3912,0,-9136,-7552,-1584,-1828,-676,0,0,2660,720,0,0,2084,-648,0,1516,-1544,-1388,-4868,-84,400
1978:Q4,48916,37476,10340,1200,1200,0,25936,0,0,0,14776,-160,11320,0,11440,10208,1232,48916,-708,0,0,2448,484,0,0,-2580,-44,0,3876,1816,-460,6552,36872,660
1979:Q1,27960,26116,2808,904,904,0,22404,0,0,0,19876,128,2400,0,1844,900,944,27960,-2720,0,0,-2800,568,0,0,2600,1724,0,13440,-164,-580,-3376,17128,2140
1979:Q2,46260,35740,7448,540,400,140,27752,0,0,0,17304,364,10084,0,10520,8536,1984,46260,964,0,0,4076,-684,0,0,4052,3620,0,14688,8,-376,12260,5652,2000
1979:Q3,35020,17404,11524,2940,2472,468,2940,0,0,0,-2532,-364,5836,0,17616,13908,3708,35020,-3076,0,0,1188,1500,0,0,-40,5584,0,11148,324,708,-656,16340,2000
1979:Q4,40876,35364,14296,2308,1892,416,18760,0,0,0,18480,412,-132,0,5512,4868,644,40876,5128,0,0,6316,1108,0,0,-180,6008,0,23308,-468,840,-2768,-64,1648
1980:Q1,30396,15972,13028,2656,2196,460,288,0,0,0,-7740,-452,8480,0,14424,10792,3632,30396,2440,0,0,-4220,-80,0,0,-6944,4900,0,27388,-85,972,-4100,9173,952
1980:Q2,25620,11740,12528,1256,724,532,-2044,0,0,0,-4628,-304,488,2400,13880,11644,2236,25620,-280,0,0,10900,-1008,0,0,3568,4200,0,40676,-1488,2336,7076,-41360,1000
1980:Q3,-12380,-16532,-19248,1188,852,336,1528,0,0,0,-2876,-224,1752,2876,4152,784,3368,-12380,-1320,0,0,2336,2616,0,0,6768,3916,0,-16212,2345,-1448,-5032,-7349,1000
1980:Q4,33544,33480,9564,4508,2656,1852,19408,0,0,0,11396,68,11524,-3580,64,1704,-1640,33544,-2656,0,0,-492,1604,0,0,5348,3524,0,-2800,1220,-1708,380,28388,736
1981:Q1,37592,19364,524,6112,2956,3156,12728,0,0,0,7112,60,-704,6260,18228,14484,3744,37592,-1000,0,0,-1108,748,0,0,6056,3020,0,58732,-2922,-84,196,-24710,-1336
1981:Q2,62888,54788,15212,4324,-468,4792,35252,0,0,0,21776,0,12360,1116,8100,4504,3596,62888,-1792,0,0,5188,1852,0,20,5380,6004,0,36428,599,-152,15724,-5163,-1200
1981:Q3,68756,60060,22216,2096,-1240,3336,35748,0,0,0,9124,8,15008,11608,8696,7596,1100,68756,368,0,0,-3680,344,0,80,8296,5760,0,63144,885,936,-10796,4619,-1200
1981:Q4,35764,23856,20832,2964,1072,1892,60,0,0,0,472,12,1400,-1824,11908,7484,4424,35764,-1308,0,0,3600,1232,0,100,9956,5112,0,-2952,1145,548,14164,5603,-1436
