date,FA893169175.Q,FA893169105.Q,FA103169100.Q,FA263169105.Q,FA263169110.Q,FA263169123.Q,FA793169100.Q,FA763169103.Q,FA753169103.Q,FA673169105.Q,FA613169100.Q,FA643169173.Q,FA733169103.Q,FA503169105.Q,FA703169605.Q,FA763169603.Q,FA753169603.Q,FA893169175.Q,FA103069100.Q,FA213069103.Q,FA713069603.Q,FA763069175.Q,FA753069603.Q,FA473069153.Q,FA513069105.Q,FA543069105.Q,FA573069105.Q,FA223069143.Q,FA633069175.Q,FA653069100.Q,FA403069105.Q,FA663069103.Q,FA503069105.Q,FA263069103.Q
1982:Q1,17960,6124,12928,2208,1584,624,-9012,0,0,0,-20048,-124,6700,4460,11836,5676,6160,17960,-628,0,0,14280,-2092,0,208,-872,-10120,0,10664,-755,-576,-8588,18203,-1764
1982:Q2,57132,44392,-1940,6876,1244,5632,39456,0,0,0,17532,-124,13528,8520,12740,9352,3388,57132,1544,0,0,-7072,-80,0,576,6192,-5472,0,20616,474,184,14336,27434,-1600
1982:Q3,-40640,-36832,-11340,-656,-2024,1368,-24836,0,0,0,-16576,-124,-17324,9188,-3808,1408,-5216,-40640,-804,0,0,6324,-144,0,1176,3600,-11228,0,-13680,-1553,-612,5560,-27679,-1600
1982:Q4,-11784,-35252,-24148,-972,-648,-324,-10132,0,0,0,-4160,-124,2800,-8648,23468,21600,1868,-11784,-1116,0,0,-2484,-480,0,5992,7764,-10388,0,-22748,1199,-124,8192,4293,-1884
1983:Q1,-7900,10672,4296,6932,-2944,9876,-556,0,0,0,2024,-68,1724,-4236,-18572,-19104,532,-7900,1128,0,0,1732,-2488,0,3136,5292,-3840,656,-36976,754,1056,-32528,49714,4464
1983:Q2,16284,9104,-20988,7080,1752,5328,23012,0,0,880,16512,-68,2524,3164,7180,8888,-1708,16284,5040,0,0,-2228,1796,0,3592,2576,4236,968,12852,908,-852,2556,-13908,-1252
1983:Q3,29708,16524,4072,3316,1576,1740,9136,0,0,880,3508,-68,6184,-1368,13184,7172,6012,29708,3800,0,0,756,-348,0,5552,1372,6780,1156,9748,-222,744,5016,-3954,-692
1983:Q4,69648,50380,9264,8616,180,8436,32500,0,0,880,14172,-68,3396,14120,19268,15156,4112,69648,6992,0,0,-3336,-424,0,7004,4468,1000,1220,2572,1684,568,5560,41712,628
1984:Q1,56932,60068,15572,10472,4012,6460,34024,0,0,880,21652,220,13508,-2236,-3136,-10824,7688,56932,2528,0,0,-2304,-3796,476,2772,10124,9336,1284,24088,2792,32,-3828,8756,4672
1984:Q2,94488,66984,29848,25432,272,25160,11704,0,0,880,20444,224,18080,-27924,27504,22092,5412,94488,-5808,0,0,-3836,240,248,4044,8144,10128,1344,18940,2005,-536,3820,54715,1040
1984:Q3,18760,27292,30412,-15236,508,-15744,12116,0,0,880,-6904,228,-11516,29428,-8532,-21452,12920,18760,1360,0,0,1548,-236,-112,976,-2076,232,1532,20888,3465,-608,5984,-18897,4704
1984:Q4,37512,38560,11028,-11944,-1404,-10540,39476,0,0,16880,15380,236,4460,2520,-1048,-4104,3056,37512,-7864,0,0,-4732,228,-364,600,384,-10248,1840,63044,-33,712,16836,-17319,-5572
1985:Q1,51464,61040,15452,3668,5300,-1632,41920,0,0,880,31464,140,5992,3444,-9576,-13244,3668,51464,-1524,0,0,-1372,140,364,1908,8432,-1116,2156,-19596,-5009,-732,-27208,93277,1744
1985:Q2,21224,37992,13412,4800,204,4596,19780,0,0,880,27792,136,-168,-8860,-16768,-14584,-2184,21224,-520,0,0,-3100,1108,-108,1584,1740,-380,2468,44608,2648,-384,8476,-32484,-4432
1985:Q3,76244,80348,8796,6316,-772,7088,65236,0,0,880,39828,132,-156,24552,-4104,-5376,1272,76244,272,0,0,-5496,420,264,3092,-4916,2432,2656,-32508,949,-368,5240,102667,1540
1985:Q4,62368,69360,20732,-32676,1144,-33820,81304,0,0,43580,19164,132,3292,15136,-6992,-10216,3224,62368,4716,0,0,-3732,-364,-64,4824,-6228,8504,2720,12080,740,-856,2484,37040,504
1986:Q1,8740,16860,-13816,54588,10664,43924,-23912,0,0,-29820,31084,364,-32076,6536,-8120,-14388,6268,8740,3728,0,0,5684,-1432,-100,108,-5756,2048,2856,-12948,9740,-320,6304,-4584,3412
1986:Q2,40572,50888,-15404,17344,1508,15836,48948,0,0,880,27592,-164,12312,8328,-10316,-7256,-3060,40572,-9496,0,0,-6204,836,-12,-288,6080,2516,3064,33832,897,400,8060,-1109,1996
1986:Q3,67608,57912,24936,14708,-452,15160,18268,0,0,880,19148,608,-1024,-1344,9696,-3208,12904,67608,228,0,0,-6016,264,-192,-132,8148,3560,3500,37032,-1329,168,-12124,40369,-5868
1986:Q4,-11408,3280,-33084,-38004,-2980,-35024,74368,0,0,28880,8536,504,22396,14052,-14688,-9872,-4816,-11408,4320,0,0,9772,-276,2576,564,13212,6872,3660,-33472,10068,-292,-10040,-18320,-52
1987:Q1,48136,36920,-4124,-516,2760,-3276,41560,0,0,1712,13644,856,15588,9760,11216,1404,9812,48136,11704,0,0,-2148,2688,-2348,244,-7796,6120,3764,-16284,8276,1508,-10228,55888,-3252
1987:Q2,54888,44108,4920,-6764,1252,-8016,45952,0,0,2068,12804,-92,-3260,34432,10780,-4768,15548,54888,-3504,0,0,-6316,-1940,164,236,-6016,10964,3836,-1452,361,1532,5248,42239,9536
1987:Q3,35240,42944,8032,20092,264,19828,14820,0,0,1988,18604,28,12220,-18020,-7704,-8204,500,35240,19344,344,0,-7928,524,24,432,7820,7932,3036,32704,5358,-432,5968,-43946,4060
1987:Q4,-8876,-16888,-2432,-1460,5308,-6768,-12996,0,0,5368,15328,628,-17708,-16612,8012,7512,500,-8876,-8372,532,0,18068,3488,1020,840,5976,4012,1372,8924,-7143,-2796,-6896,-21489,-6412
1988:Q1,27280,39152,-21596,5276,-1176,6452,55472,0,0,2760,5176,100,2976,44460,-11872,-16956,5084,27280,-6604,592,0,-11536,-2400,44,1376,-2404,-10064,-100,-3740,17659,7064,1656,30369,5368
1988:Q2,96188,98232,7540,7492,1900,5592,83200,0,0,2684,30464,-32,-2756,52840,-2044,360,-2404,96188,3612,532,0,-1212,-508,516,2040,3976,-180,-1388,13208,-11643,2172,11268,82783,-8988
1988:Q3,47920,48948,17188,10720,1052,9668,21040,0,0,1516,-10376,-104,9384,20620,-1028,2176,-3204,47920,1048,436,0,5000,-192,500,1980,10136,-10384,-1728,11332,8744,-4548,-12892,26804,11684
1988:Q4,130360,126372,44500,71304,-4116,75420,10568,0,0,-60108,47968,-428,-12064,35200,3988,1344,2644,130360,-3328,312,0,8384,1232,576,1196,9604,-5332,-1140,52708,4672,-3268,2460,59080,3204
1989:Q1,100158,114140,15704,18044,6568,11476,80392,0,0,8526,39025,-28,26056,6814,-13982,-5976,-8006,100158,8404,436,0,-11624,252,1608,388,-1107,524,548,49782,-2948,20,2252,44115,7508
1989:Q2,60447,58808,42244,-4788,3440,-8228,21352,0,0,10663,24608,-436,-3996,-9487,1639,-4012,5651,60447,5979,816,0,300,808,824,-444,-13675,-2140,132,46686,5300,1600,1600,9905,2756
1989:Q3,41151,40828,23056,19648,-3920,23568,-1876,0,0,9654,22765,-144,8044,-42195,323,-5120,5443,41151,-7259,1064,0,-4404,1300,-1720,-452,-1485,296,692,78508,-5208,2388,-6136,-16593,160
1989:Q4,61695,66600,4740,19412,11240,8172,42448,0,0,6829,-2314,-64,2560,35436,-4905,-5920,1015,61695,-4552,1188,0,10564,-912,316,360,30947,-5364,-3292,58144,1284,7416,14436,-41795,-7044
1990:Q1,31578,42632,41884,-13988,368,-14356,14736,0,0,14151,63295,-1168,-2064,-59478,-11054,-5996,-5058,31578,-6034,1564,0,-1900,188,292,1328,-16129,160,1064,37884,-546,-896,-2856,22706,-5248
1990:Q2,-15693,-4872,-3956,25420,2680,22740,-26336,0,0,17801,3395,-204,-34076,-13252,-10821,-8008,-2813,-15693,-77,2184,0,-1304,4084,912,2448,11496,-1404,5764,-64203,-1219,-2848,-10452,36834,2092
1990:Q3,91526,90972,26388,25836,14644,11192,38748,0,0,17118,-36097,100,-28852,86480,554,1892,-1338,91526,1994,2720,0,-428,-536,616,2136,13624,-1428,1640,111610,-665,-276,-1336,-35224,-2920
1990:Q4,15217,15088,-25356,12028,-612,12640,28416,0,0,13671,-11550,464,-32904,58735,129,-5540,5669,15217,2297,3156,0,6664,4352,2880,392,3241,-2568,1652,-1552,6090,6076,16972,-32612,-1824
1991:Q1,-21428,9182,-25188,50868,25972,24896,-16498,0,0,7703,21465,-160,-21592,-23914,-30610,-7624,-22986,-21428,6939,3720,0,6400,-3264,792,-1200,12506,-1516,6208,3961,1810,-9804,-4284,-42285,-1412
1991:Q2,-84434,-73066,-10220,-49476,-1340,-48136,-13370,0,0,13203,-2016,144,-11272,-13430,-11368,-9256,-2112,-84434,4256,4404,0,-6620,-664,1928,-3160,4675,3656,10920,-25567,-3257,-432,-10808,-62326,-1440
1991:Q3,-40908,-36071,-34320,13752,-4492,18244,-15503,0,0,11160,-39059,16,-5620,18000,-4837,1516,-6353,-40908,-2883,5344,0,-3232,-2120,-296,-3004,14865,5728,17420,-19770,-5469,25684,700,-72571,-1304
1991:Q4,-29074,-18788,-3772,-38124,1984,-40108,23108,0,0,47213,16226,-80,-2072,-38179,-10285,-3356,-6929,-29074,-4876,6532,0,1656,1856,-1240,-748,-31615,7064,-8008,-18379,-8461,12928,-3348,10985,6580
1992:Q1,39689,46956,16000,40989,12113,28876,-10033,0,0,-22796,13309,-156,876,-1266,-7267,-1628,-5639,39689,5002,6592,0,-7188,4616,-24,1496,837,-704,1724,20737,-3275,-10824,-1540,25896,-3656
1992:Q2,22299,29869,-5048,26265,5737,20528,8652,0,0,10137,-30390,16,-3588,32478,-7571,-2180,-5391,22299,-1354,5532,0,-3772,896,2372,3716,130,512,5544,-41774,2036,3200,12380,30893,1988
1992:Q3,20028,23969,-2472,3950,-3398,7348,22491,0,0,11464,26350,32,852,-16208,-3941,3364,-7305,20028,4060,4624,0,1448,-5188,320,3916,-5240,668,11552,-2689,10451,12888,-1892,-19801,4912
1992:Q4,-29496,-32746,26036,-30868,3448,-34316,-27914,0,0,15767,-42246,52,-10116,8628,3250,-80,3330,-29496,1689,3876,0,140,484,-1204,2100,-6039,272,4428,-46686,-5356,5404,-3980,12269,3108
1993:Q1,-83469,-71223,-9346,-14886,942,-15828,-46991,0,0,7705,-55479,-828,5796,-4185,-12246,-5604,-6642,-83469,7069,3644,0,2632,-4852,760,476,5904,3748,2156,-8734,-1845,-16152,2208,-80331,-152
1993:Q2,33403,41491,27950,2462,3590,-1128,11079,0,0,18789,-32105,-552,4052,20895,-8088,-2528,-5560,33403,6548,3900,0,-7156,-116,-1376,-960,11811,1752,4500,-36826,1089,2216,-1940,22094,27868
1993:Q3,2963,10304,11562,-10094,1342,-11436,8836,0,0,-3321,-4754,92,2328,14491,-7342,-404,-6938,2963,-4448,3912,0,-884,-2032,-1668,-1140,-8967,-2856,-25828,-6422,-1943,13252,-2500,43523,964
1993:Q4,26643,29600,9882,-9902,-18242,8340,29620,0,0,-10394,-7310,0,9880,37443,-2957,-1584,-1373,26643,299,3648,0,180,3472,-668,-80,6172,1016,2248,13085,1367,-5956,904,5974,-5020
1994:Q1,-37241,-31644,13600,-91096,-38540,-52556,45852,0,0,15331,30363,-556,6460,-5747,-5597,1724,-7321,-37241,4528,3924,0,-3636,-2532,-2004,-1400,-534,-4724,-200,-21939,17471,-6516,-13984,-21867,16172
1994:Q2,33343,35733,6656,-3508,-3760,252,32585,0,0,17805,14464,-540,4380,-3524,-2390,-1016,-1374,33343,6075,4800,0,-1580,572,1724,-1000,-400,-5544,10040,21873,-930,13416,29216,-45439,520
1994:Q3,59210,55838,27040,-13304,-8776,-4528,42102,0,0,23084,21449,-560,9136,-11006,3372,1588,1784,59210,-2549,5972,0,-1588,-340,-236,-1000,10120,-7428,8736,57050,5170,25572,-26048,-2137,-12084
1994:Q4,87601,94409,38340,29376,1968,27408,26693,0,0,-32672,22160,-548,4016,33737,-6808,-3368,-3440,87601,-10394,3460,0,984,1360,176,-1160,15190,-7032,10928,42433,3690,25272,-3828,-13002,19524
1995:Q1,85937,81718,2961,44624,21300,23324,34133,0,0,39250,-12315,-12,1984,5226,4218,5992,-1774,85937,15020,7056,0,-1044,-3920,-1924,4056,-7634,288,6776,32006,-474,-3980,22460,1320,15932
1995:Q2,79026,79531,32761,-9252,-4792,-4460,56022,0,0,56721,-10898,-24,-412,10634,-505,796,-1301,79026,1092,8972,0,2656,2508,-1476,4060,-1972,284,6952,73383,7528,-12908,2632,-31690,17004
1995:Q3,102393,103731,18937,23240,4488,18752,61554,0,0,16451,7627,4,9888,27583,-1338,3356,-4694,102393,-923,35356,0,-24,-1192,-2372,4056,4962,292,-7496,17400,-8122,23912,18600,-190,18132
1995:Q4,29825,35233,17793,-4648,432,-5080,22088,0,0,36761,3790,4,-14804,-3663,-5408,-844,-4564,29825,-9925,18256,0,-96,904,-556,4056,-24449,280,8376,71874,10516,-10352,-260,-62096,23296
1996:Q1,17280,17143,25793,-6412,-7904,1492,-2238,0,0,64306,3764,4,7520,-77833,137,2244,-2107,17280,9292,9832,0,812,920,-876,4060,31393,4092,-20196,-19828,-1049,-3856,-21196,73783,-49904
1996:Q2,172311,174337,9037,9664,-3864,13528,155636,0,0,58458,-4243,4,10116,91301,-2026,2416,-4442,172311,16964,35064,0,-2676,-1964,-332,-11516,14425,4084,7004,81380,249,-3692,12620,-24703,45404
1996:Q3,127846,123966,-14515,37580,5008,32572,100901,0,0,40557,41183,8,-11396,30548,3880,4004,-124,127846,7385,14908,0,-2060,-340,-312,5992,-16928,4088,-2424,48780,7590,4020,-7396,43631,20912
1996:Q4,92956,91054,-24099,4432,-760,5192,110721,0,0,18475,-3237,-4,-15728,111215,1901,-1920,3821,92956,11927,22712,0,5608,3440,456,-2720,-16746,7292,2596,47605,-727,42028,22456,-94252,41280
1997:Q1,226209,223828,7017,15468,-3120,18588,201343,0,0,74641,47603,-4,5828,73274,2381,2152,229,226209,-3626,23300,0,-2104,-224,-124,5312,34888,-1148,-3308,20087,11234,21880,6160,137047,-23164
1997:Q2,204388,200249,20541,10336,1676,8660,169372,0,0,63311,24765,-12,6960,74348,4140,2240,1900,204388,-2598,6864,0,-276,-228,508,-3104,15207,1856,19352,93311,6381,6468,2836,447,57364
1997:Q3,221354,226629,14701,-11584,-6356,-5228,223512,0,0,100767,9330,96,2420,110899,-5275,-1188,-4087,221354,5829,17188,0,320,-232,-760,1908,10865,-156,-336,78505,285,-51364,-6380,130055,35628
1997:Q4,84453,96551,12645,676,-1240,1916,83230,0,0,118696,16818,16,12268,-64568,-12098,-4344,-7754,84453,18840,11424,0,-1552,-184,508,-4564,7612,4288,-14132,59149,5304,18812,-328,-30493,9768
1998:Q1,398532,413854,51068,55285,7873,47412,307501,0,0,152117,68422,148,16868,69946,-15322,-8464,-6858,398532,-2242,21472,0,-360,-372,2392,1940,23794,1616,33244,52152,-2479,129788,3284,126635,7668
1998:Q2,220142,230981,3760,-25535,-1603,-23932,252756,0,0,139809,48276,-164,24700,40135,-10839,-4880,-5959,220142,-14773,-5164,0,-172,344,-1248,1848,1982,1564,-4352,188927,6168,-50000,12868,36770,45380
1998:Q3,276966,276831,85568,6157,4341,1816,185106,0,0,122302,23097,708,7856,31144,135,1472,-1337,276966,4462,12260,0,-196,-512,748,10064,5299,1216,9880,40263,8715,19644,20484,61775,82864
1998:Q4,-123093,-111671,-42956,-4731,-16979,12248,-63984,0,0,88376,-16886,4,-18176,-117302,-11422,-6340,-5082,-123093,25705,32816,0,476,144,2044,1064,2269,640,-3108,45106,-10961,14868,-21544,-211264,-1348
1999:Q1,213134,217737,58321,18013,1085,16928,141403,0,0,119123,-5367,20,4040,23587,-4604,-3476,-1128,213134,18901,17264,0,-520,-152,-940,544,1422,3316,14020,154609,7696,-108376,3080,125757,-23488
1999:Q2,137679,141169,-2643,-27471,-4507,-22964,171283,0,0,148205,24009,-8,9728,-10651,-3490,-3480,-10,137679,26113,15848,0,-572,24,1588,-20528,-6996,2924,-512,67796,1940,-29332,-64,102959,-23508
1999:Q3,215608,219959,49757,41057,22073,18984,129145,0,0,148722,-88205,-96,-13176,81900,-4351,-3680,-671,215608,-4738,16096,0,444,664,-2508,3792,-4193,2440,-6600,99567,-1454,25952,2236,64854,19056
1999:Q4,353115,352423,44037,33573,14249,19324,274813,0,0,139922,57890,-744,35728,42016,693,496,197,353115,-7592,24092,0,236,876,-2080,-12648,26967,1872,4464,135376,9534,-17680,-13428,200613,2512
2000:Q1,314342,312724,29752,57793,36637,21156,225179,0,0,171439,48699,0,-14900,19941,1618,1700,-82,314342,15455,17580,0,-148,524,1508,13100,1186,-2424,20100,169804,6104,16508,16876,52021,-13852
2000:Q2,330071,328708,110448,25,19657,-19632,218235,0,0,157896,-41020,0,6704,94656,1363,896,467,330071,10909,14184,0,-392,72,-1860,1012,3687,-3464,9008,-27243,18576,-14728,32080,294518,-6288
2000:Q3,127577,129602,56128,19049,-13815,32864,54425,0,0,78722,-37672,0,6756,6618,-2024,-1844,-180,127577,20849,17724,0,264,-360,-52,1032,-457,-3676,-3388,143738,9358,7696,28816,-83195,-10772
2000:Q4,74209,77842,-4024,50125,1233,48892,31741,0,0,92083,68673,0,6320,-135335,-3633,-3264,-369,74209,-6569,13964,0,1152,-504,288,5044,-10396,-4312,1808,130653,-5190,33312,-24880,-128092,67932
2001:Q1,-80500,-80102,-199164,-26488,-32752,6264,145550,0,0,350453,-187282,0,30544,-48166,-398,56,-454,-80500,15420,15820,0,0,76,116,-29228,-54456,-18032,-5392,83222,-24069,-39232,21708,-15481,-30972
2001:Q2,-138051,-134125,-131524,55872,-17376,73248,-58473,0,0,51251,-2096,0,-2808,-104820,-3926,-2240,-1686,-138051,5176,23324,0,0,0,1532,-3364,-7383,-3668,20608,-18785,-8815,12312,772,-186769,27008
2001:Q3,-159518,-152893,-44424,-6852,-23836,16984,-101617,0,0,84072,-60404,0,-1000,-124285,-6625,-5344,-1281,-159518,-13298,10472,0,0,0,-824,13748,14504,-4188,612,92714,-512,-6164,23848,-289859,-572
2001:Q4,92733,94444,42632,42844,8536,34308,8968,0,0,61976,-61114,0,-47184,55290,-1711,-1640,-71,92733,2318,23332,0,0,0,3384,-6472,-64025,-4856,208,-94400,-9288,44000,-10528,227937,-18876
2002:Q1,-244539,-243682,-77770,29680,3280,26400,-195592,0,0,-20785,-51909,0,23416,-146314,-858,-660,-198,-244539,8703,13836,0,0,0,8,-9176,-1638,2892,3808,-44528,14171,-56840,-2056,-204019,30300
2002:Q2,-183174,-184894,-56842,76312,144,76168,-204364,0,0,-92845,-8617,0,-52072,-50830,1720,1924,-204,-183174,1801,13648,0,0,0,84,-1004,5008,-876,-2612,-74027,-15298,2256,12648,-163470,38668
2002:Q3,-24703,-24344,-47790,-14940,-2516,-12424,38386,0,0,17986,25838,0,12584,-18022,-358,-728,370,-24703,1495,10636,0,0,0,-508,13820,-3108,-172,-4664,-152387,-4163,-40280,-25844,181434,-960
2002:Q4,56033,57181,-49250,67960,-1824,69784,38471,0,0,4672,-23564,0,6880,50483,-1148,556,-1704,56033,6481,21976,0,0,0,4332,8324,14058,360,14864,123015,5287,960,-3408,-144633,4416
2003:Q1,-72371,-73555,-21930,3979,-33,4012,-55604,0,0,-27898,-26134,0,-15024,13452,1184,1332,-148,-72371,16324,-328,0,0,0,-3444,-10572,-27053,1380,8500,-178856,-3808,2940,12792,134233,-24480
2003:Q2,-88411,-87342,-65298,6463,3367,3096,-28507,0,0,75681,90004,0,-19896,-174296,-1069,-656,-413,-88411,30758,6292,0,0,0,4736,4816,-12905,-10468,-35772,-96710,10288,-7824,-19312,28982,8708
2003:Q3,-99199,-97818,-18638,-46109,-10065,-36044,-33071,0,0,27151,-54436,0,5268,-11055,-1380,-1280,-100,-99199,26586,1104,0,0,0,-5360,-1312,-6545,-588,-20284,-143193,1883,-2988,16836,56823,-22160
2003:Q4,-67855,-68173,-43462,36451,-8325,44776,-61162,0,0,-144367,-20095,0,5520,97780,318,-92,410,-67855,-30108,17196,0,0,0,-1856,-936,-26309,7596,14224,-136645,12509,-6792,13128,23750,46388
2004:Q1,154662,156230,11786,24478,-1626,26104,119966,0,0,41304,47602,0,59244,-28184,-1568,-1712,144,154662,45585,7964,0,0,0,396,-6500,-3924,-640,19908,-81293,62885,5184,652,58921,45524
2004:Q2,-158141,-160225,18846,-35642,1006,-36648,-143429,0,0,-25402,28090,0,-21516,-124601,2084,2080,4,-158141,-5505,-30108,0,0,0,-2352,-7616,-13112,232,-41288,-88985,-64915,-896,1748,72704,21952
2004:Q3,105049,106877,-7522,2970,-4390,7360,111429,0,0,38627,41254,0,1484,30063,-1828,-1972,144,105049,20702,40264,0,0,0,940,1544,-3511,808,10504,-47699,4529,-4628,-320,123680,-41764
2004:Q4,323190,322970,38094,-17694,-3966,-13728,302570,0,0,232619,3782,0,4124,62045,220,-68,288,323190,16594,-60956,0,0,0,712,7208,-22029,-1116,-6504,-49944,20961,-3152,-7444,388731,40128
2005:Q1,149924,149644,29647,-7167,-943,-6224,127164,0,0,79321,-26556,0,26792,47608,280,356,-76,149924,15891,-10636,0,0,0,-516,3800,-25926,2500,3936,73510,11126,8324,9536,57663,716
2005:Q2,96203,96095,-34105,19281,-2675,21956,110919,0,0,66671,-42722,0,-7580,94550,108,-240,348,96203,-28491,22280,0,0,0,-160,-424,-3871,180,8948,130078,1441,9304,48308,-122554,31164
2005:Q3,459454,458650,-12785,-2223,13645,-15868,473658,0,0,339205,-10344,0,21568,123229,804,892,-88,459454,44345,46208,0,0,0,-300,7616,12126,356,-7456,67774,-2738,2808,5340,260443,22932
2005:Q4,274719,275871,-13601,-13575,52677,-66252,303047,0,0,266159,18322,0,-24656,43222,-1152,-1108,-44,274719,32060,-9988,0,0,0,1340,3788,5195,832,16540,71266,-6857,11560,-14260,134888,28356
2006:Q1,149065,147173,-22765,57761,-18431,76192,112177,0,0,123948,-15303,0,6276,-2744,1892,1660,232,149065,7159,-44192,0,0,0,1112,-2424,-161,2992,-956,-5287,38739,16172,25808,104355,5748
2006:Q2,94856,98896,22939,9465,12273,-2808,66492,0,0,92925,4737,0,62744,-93915,-4040,-3724,-316,94856,20709,10300,0,0,0,-1728,-5172,1376,2992,92,183407,-4683,20392,3668,-276193,139696
2006:Q3,733061,731025,-21481,66493,-1687,68180,686013,0,0,498785,51743,0,2960,132524,2036,2264,-228,733061,16266,14992,0,0,0,2080,-1484,15225,2992,8424,208340,2954,10848,25520,335047,91856
2006:Q4,291899,292571,111091,-58283,77,-58360,239763,0,0,254125,-20097,0,26368,-20634,-672,132,-804,291899,2646,15748,0,0,0,-988,10848,2303,2992,10372,72088,-6089,26744,-38760,211559,-17564
2007:Q1,227580,222344,18942,-22164,-3000,-19164,225566,0,0,7469,-8922,0,17156,209863,5236,5616,-380,227580,-29863,20972,0,0,0,2416,-1480,8926,4396,2368,145543,6035,-58292,51292,-6561,81828
2007:Q2,295716,295288,40938,55684,31816,23868,198666,0,0,223790,-21804,0,17304,-20625,428,280,148,295716,-8638,-39964,0,0,0,792,-11532,8342,4396,18768,161923,-16363,49236,10984,59228,58544
2007:Q3,-694405,-686885,-30646,-26020,2408,-28428,-630219,0,0,-777971,-17828,0,47184,118397,-7520,-6884,-636,-694405,-123288,17908,0,0,0,-2616,-4016,14711,4392,-23208,15902,1125,-63732,24620,-473755,-82448
2007:Q4,-506899,-508439,15954,-14416,-23404,8988,-509977,0,0,-500572,-11814,0,58284,-55875,1540,592,948,-506899,-51039,-15168,0,0,0,-2800,4304,24417,4392,928,-25593,11727,54000,4344,-524543,8132
2008:Q1,21580,23032,42873,94646,-10602,105248,-114487,0,0,-64840,-35016,0,-3800,-10830,-1452,-884,-568,21580,-55528,-24352,0,0,0,10128,21580,13343,-6368,18236,-43622,17,48532,81496,-84998,43116
2008:Q2,-197784,-197496,-77271,-10374,31970,-42344,-109851,0,0,-91310,1361,0,58240,-78142,-288,-140,-148,-197784,3526,-24808,0,0,0,-8852,-3560,-5695,-6372,-104,65575,21869,18232,-18324,-198183,-41088
2008:Q3,-677117,-680537,62833,-94458,12754,-107212,-648912,0,0,-322891,-22334,0,-57884,-245803,3420,3420,0,-677117,1723,-32592,0,400148,0,-2980,-3312,-29831,-6368,-16856,-628754,-28365,-10036,204132,-390859,-133168
2008:Q4,98268,99828,2217,-41350,48526,-89876,138961,0,0,-88994,-34583,0,-152584,415123,-1560,-1560,0,98268,1575,-42496,0,-337408,0,0,9608,5470,-6368,19784,383917,-36549,-184,-352960,558891,-105012
2009:Q1,-751727,-752319,-138777,69652,25836,43816,-683194,0,0,-319083,-113330,0,-91116,-159665,592,592,0,-751727,-31896,-36884,0,-44932,0,0,-6788,28290,2392,8864,-154798,-66147,17784,-63288,-351379,-52944
2009:Q2,-594573,-595681,-132785,10972,-19360,30332,-473868,0,0,-280582,-13150,0,-17072,-163064,1108,1108,0,-594573,13112,22276,0,21556,0,0,-21600,16053,2396,-14652,-119095,24866,3228,45532,-528034,-60212
2009:Q3,-319174,-318386,2027,110116,-35372,145488,-430529,0,0,-248767,-18699,0,14936,-177998,-788,-788,0,-319174,-15452,872,0,-39156,0,0,-11984,-9263,2396,8036,-104056,19539,-9476,-46920,-66342,-47368
2009:Q4,-181718,-181314,-22733,68504,-31768,100272,-227085,0,0,-238187,-10065,0,20688,479,-404,-404,0,-181718,29040,-109536,0,-208,0,0,2028,17392,2396,-9180,-69923,54202,264,-31976,-33129,-33088
2010:Q1,-304041,-302837,50254,63010,31434,31576,-416101,457216,297120,-1010274,13247,0,52748,-226159,-1204,-1204,0,-304041,-10403,94396,0,0,0,0,5044,-51680,-1384,-2240,-304904,-46984,-4520,-12172,46846,-16040
2010:Q2,-140869,-140405,62710,-125842,-24334,-101508,-77273,63256,15600,-37038,11705,0,-41008,-89787,-464,-464,0,-140869,31888,-30264,0,0,0,0,-2976,9386,-1384,1204,-166257,-35025,7320,-21616,100619,-33764
2010:Q3,143202,143306,43766,68818,-566,69384,30722,-83888,5556,72968,-25408,0,2660,58834,-104,-104,0,143202,20760,2504,0,0,0,0,5536,24775,-1384,-156,-12065,14076,-7472,4392,77716,14520
2010:Q4,-19952,-19752,-58658,62378,-21906,84284,-23472,-109840,34412,-24256,7264,0,1524,67424,-200,-200,0,-19952,-92148,-2816,0,0,0,0,-15592,-19814,-1384,19732,8506,43161,5320,8204,34519,-7640
2011:Q1,118499,118583,25799,71590,19494,52096,21194,10428,31128,-5640,20647,0,35536,-70904,-84,-84,0,118499,9321,-23460,0,0,0,0,2648,5848,2348,27300,34175,-10287,-1724,13352,-4990,63968
2011:Q2,-89711,-89451,49535,-6198,17618,-23816,-132788,-17780,-39484,-23258,-8152,0,13228,-57342,-260,-260,0,-89711,-5823,-28180,0,0,0,0,-1932,-11312,2356,16300,-112596,-72651,-756,10604,116220,-1940
2011:Q3,-290993,-290997,29663,-85274,-27622,-57652,-235386,-68424,-99112,15755,8518,0,-20948,-71174,4,4,0,-290993,-84593,-6372,0,0,0,0,-11092,15761,2352,-21420,-137750,-43631,-304,-5948,22528,-20524
2011:Q4,-90928,-91016,28519,-68054,-11318,-56736,-51481,59664,-7212,-47932,18820,0,16620,-91441,88,88,0,-90928,81467,7576,0,0,0,0,14000,-61293,2348,-22376,9150,42817,-10912,5604,-120774,-38536
2012:Q1,-29688,-29544,-7933,65038,23958,41080,-86649,-8896,27916,-83583,16412,0,-16176,-22322,-144,-144,0,-29688,-55879,-14596,0,0,0,0,-5680,13921,-4636,3276,-56034,-34235,-5236,6256,91246,31908
