1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1982:Q2,576690,403875,110435,8956,0,73560,142,0,27777,0,62380,566100,64789,0,0,0,31180,0,31180,1493,480,0,0,0,26458,0,26458,193341,0,193341,88940,0,104416,845,9551,2676,0,0,0,0,0,0,4144,1333,0,36454,0,36454,10590
1982:Q3,591279,411851,113795,9620,0,74607,141,0,29427,0,65633,582046,68301,0,0,0,33114,0,33114,1696,437,0,0,0,26253,0,26253,196262,0,196262,92546,0,103545,674,10297,2740,0,0,0,0,0,0,5242,1610,0,39329,0,39329,9233
1982:Q4,614116,421523,120280,10439,0,76983,140,0,32718,0,72313,612445,73115,0,0,0,39509,0,39509,1807,400,0,0,0,25794,0,25794,201569,0,201569,95225,0,102580,502,10227,2771,0,0,0,0,0,0,5913,1890,0,51143,0,51143,1671
1983:Q1,624163,427723,123540,10865,0,77913,140,46,34412,164,72900,622774,69861,0,0,125,45431,0,45431,1982,363,0,0,0,24973,0,24973,206453,0,206453,99222,0,102388,447,10874,2480,0,0,0,0,0,0,4033,1925,0,52217,0,52217,1389
1983:Q2,638644,438848,125844,10775,0,77959,141,74,36529,366,73952,637208,65745,0,0,250,52933,0,52933,2141,330,0,0,0,23674,0,23674,211867,0,211867,100654,0,101813,507,11780,2497,0,0,0,0,0,0,7128,1941,0,53948,0,53948,1436
1983:Q3,650226,443471,132250,10819,1789,79715,142,122,39145,518,74505,648540,73976,0,0,500,51510,0,51510,2569,306,0,0,0,22387,0,22387,215897,0,215897,104978,0,97015,513,11972,2542,0,0,0,0,0,0,6727,2520,0,55128,0,55128,1686
1983:Q4,648124,447516,137515,10547,2995,80976,142,377,42205,273,63093,646487,65159,0,0,1000,54506,0,54506,3118,300,0,0,0,21597,0,21597,218141,0,218141,107945,0,93008,404,12952,2557,0,0,0,0,0,0,7942,3145,0,54713,0,54713,1637
1984:Q1,654931,456146,136005,10441,4750,83176,251,128,36187,1072,62780,652958,39483,0,0,1781,61719,360,61359,3671,301,0,0,0,22050,0,22050,224265,0,224265,109255,0,92504,514,13088,2551,0,0,0,0,13742,0,7758,2870,0,57406,0,57406,1973
1984:Q2,673661,465003,145086,12548,6500,82735,361,337,41642,963,63572,670824,44868,0,0,2875,60129,422,59707,4440,311,0,0,0,23316,0,23316,230880,0,230880,104616,0,99453,536,13068,2588,0,0,0,0,13750,0,7447,2712,0,59835,0,59835,2837
1984:Q3,698287,479213,155092,12266,8250,86731,472,515,45753,1105,63982,696467,42793,0,0,4031,63980,435,63545,5415,335,0,0,0,24597,0,24597,236257,0,236257,112785,0,101238,574,13189,2296,0,0,0,0,14147,0,8751,3220,0,62859,0,62859,1820
1984:Q4,737364,497287,177183,16041,15799,90541,593,1071,52149,989,62894,737564,41295,0,0,5000,70489,372,70117,6238,380,0,0,0,25745,0,25745,241637,0,241637,123398,0,102656,825,14429,2160,0,0,0,0,13580,0,13673,3741,0,72318,0,72318,-200
1985:Q1,765141,515964,185689,17881,20168,91061,640,382,53874,1683,63488,765288,62182,0,0,5844,69457,384,69073,7288,433,0,0,0,27101,0,27101,249783,0,249783,117214,0,95328,892,15525,2225,0,0,0,0,13834,0,12018,4130,0,82034,0,82034,-147
1985:Q2,806048,538281,202208,19286,23753,98306,688,548,57215,2412,65559,807401,71642,0,0,6625,73705,365,73340,8761,532,0,0,0,29595,0,29595,259204,0,259204,113241,0,99829,819,18098,2140,0,0,0,0,14923,0,17108,4570,0,86609,0,86609,-1353
1985:Q3,838114,557544,214414,21657,27094,98457,738,622,62703,3143,66156,839368,75929,0,0,7344,74179,507,73672,10301,645,0,0,0,31697,0,31697,268056,0,268056,108676,0,104301,991,19014,2348,0,0,0,0,17404,0,19171,5670,0,93642,0,93642,-1254
1985:Q4,880773,581156,224513,25116,20079,105288,777,1342,68778,3133,75104,884316,83220,0,0,8000,77255,363,76892,13495,742,0,0,0,33930,0,33930,279174,0,279174,97204,0,107419,993,22730,2508,0,0,0,0,17309,0,22855,6797,0,110685,0,110685,-3543
1986:Q1,951312,617213,254652,26905,36060,113787,803,990,72177,3930,79447,956211,108065,0,0,8578,80444,965,79479,13683,795,0,0,0,37098,0,37098,291030,0,291030,106477,0,106515,786,27362,2653,0,0,0,0,18777,0,27310,6160,0,120478,0,120478,-4899
1986:Q2,1015951,656910,280323,28797,43388,119721,916,1696,80821,4984,78718,1020497,126769,0,0,9062,86731,1572,85159,15630,831,0,0,0,41028,0,41028,301732,0,301732,111581,0,108323,1156,33687,3098,0,0,0,0,18823,0,25834,5626,0,130586,0,130586,-4546
1986:Q3,1065384,685726,300129,31276,49551,124781,1045,1322,86316,5838,79529,1069823,118574,0,0,9515,97167,2584,94583,18368,856,0,0,0,44936,0,44936,311181,0,311181,121394,0,112419,1551,36854,3526,0,0,0,0,23130,0,24991,5863,0,139498,0,139498,-4439
1986:Q4,1115190,712040,316789,32251,57453,131568,1778,3397,85779,4563,86361,1123857,125248,0,0,10000,102730,3697,99033,20330,876,0,0,0,48039,0,48039,319672,0,319672,123890,0,119080,1785,42231,3948,0,0,0,0,22392,0,23180,5537,0,154919,0,154919,-8667
1987:Q1,1173348,737464,349137,35553,75554,137525,1854,2952,90311,5388,86747,1180139,143359,0,0,10516,105851,3613,102238,21260,900,0,0,0,50389,0,50389,334306,0,334306,123347,0,120602,1716,47477,4061,0,0,0,0,23284,0,24317,6037,0,162717,0,162717,-6791
1987:Q2,1213105,757084,369672,35271,86090,143206,2359,3340,93911,5495,86349,1218992,157201,0,0,11063,112914,3545,109369,23784,929,0,0,0,52038,0,52038,352799,0,352799,120109,0,117592,1745,46184,4414,0,0,0,0,22848,0,21558,6385,0,167429,0,167429,-5887
1987:Q3,1262214,779313,395121,36113,97542,152313,2804,4022,96689,5638,87780,1265817,171913,0,0,11579,120784,3781,117003,23298,938,0,0,0,53562,0,53562,370313,0,370313,120154,0,113556,1679,45634,5171,0,0,0,0,25370,0,22669,6387,0,172810,0,172810,-3603
1987:Q4,1279076,796183,388553,37300,98255,141186,3208,3248,98109,7247,94340,1284238,131917,0,0,12000,147590,19431,128159,24500,899,0,0,0,55539,0,55539,392709,0,392709,120002,0,119528,2181,44049,6092,0,0,0,0,28095,0,19388,6543,0,173206,0,173206,-5162
1988:Q1,1320424,822064,400248,37169,109944,139103,3310,3498,99467,7757,98112,1326617,133034,0,0,12313,159142,17480,141662,24700,727,0,0,0,57811,0,57811,413094,0,413094,117049,0,121679,3423,44370,7943,0,0,0,0,29466,0,22038,5841,0,173987,0,173987,-6193
1988:Q2,1370077,853551,418544,38476,118121,145961,3423,5327,100288,6948,97982,1375739,127714,0,0,12501,172877,21012,151865,24956,436,0,0,0,60219,0,60219,429151,0,429151,116670,0,131453,2671,45712,11165,0,0,0,0,32269,0,23700,5759,0,178486,0,178486,-5662
1988:Q3,1403712,878567,425856,38686,124483,147367,3433,5511,98857,7519,99289,1409557,123527,0,0,12689,177933,23189,154744,24336,147,0,0,0,62819,0,62819,445429,0,445429,122608,0,131466,2503,45285,14089,0,0,0,0,31672,0,25574,5912,0,183568,0,183568,-5845
1988:Q4,1476403,900714,449108,38909,147615,147040,3584,7517,98260,6183,126581,1477148,147720,0,0,13000,176705,24363,152342,23966,30,0,0,0,65667,0,65667,464763,0,464763,125572,2,138212,2328,46943,16537,0,0,0,0,32918,0,29141,6645,0,186999,0,186999,-745
1989:Q1,1531802,915863,488055,38316,185787,144554,3738,9649,99635,6376,127884,1532153,178373,0,0,13438,166741,27180,139561,22867,23,0,0,0,68862,0,68862,476887,0,476887,125628,5,145739,2708,47722,17399,0,0,0,0,33992,0,32066,6606,0,193097,0,193097,-351
1989:Q2,1564896,937472,497845,39065,184840,152495,3793,10865,100192,6595,129579,1567973,181603,0,0,14001,162765,27962,134803,23175,15,0,0,0,72504,0,72504,495987,0,495987,129087,8,149842,3425,50071,16230,0,0,0,0,36113,0,31710,6536,0,194901,0,194901,-3077
1989:Q3,1589790,953467,505161,38934,184235,158267,3836,10128,101804,7957,131162,1592373,186183,0,0,14564,159311,28738,130573,25366,34,0,0,0,76139,0,76139,506326,0,506326,132805,11,149978,3929,49971,16978,0,0,0,0,37252,0,31358,6265,0,195903,0,195903,-2583
1989:Q4,1629219,975315,518544,38288,194140,162688,3784,13783,101004,4857,135360,1638887,194083,0,0,15000,155673,28866,126807,27254,65,0,0,0,79311,0,79311,518371,0,518371,137739,16,152597,3766,51216,16660,0,0,0,0,38981,0,32872,7500,0,207783,0,207783,-9668
1990:Q1,1651414,982002,525494,37042,201476,164666,3732,12289,99413,6876,143918,1659379,190705,0,0,15313,156488,30818,125670,28647,867,0,0,0,82105,0,82105,531907,0,531907,140513,25,155216,4168,52276,18324,0,0,0,0,38818,0,26977,8087,0,208943,0,208943,-7965
1990:Q2,1689217,998830,541562,34488,214353,170880,3831,10825,97205,9980,148825,1698091,196801,0,0,15501,152301,27774,124527,29645,56,125,125,0,84606,0,84606,548629,0,548629,148129,35,153595,5396,55055,17234,0,0,0,0,40978,0,30696,6621,0,212688,0,212688,-8874
1990:Q3,1700514,1005604,545595,32808,223656,171573,3652,14312,91542,8052,149315,1708125,196730,0,0,15689,146358,27573,118785,30738,45,250,250,0,86930,0,86930,563865,0,563865,153137,43,148832,2790,53917,16594,0,0,0,0,42534,0,30738,6154,0,212781,0,212781,-7611
1990:Q4,1745327,1022449,570282,36935,237816,179451,3796,15289,89274,7721,152596,1747145,227514,0,0,16000,143526,30290,113236,33677,48,375,375,0,89192,0,89192,575669,0,575669,157451,90,142136,2007,55370,15741,0,0,0,0,44427,0,28902,6363,0,208657,0,208657,-1818
1991:Q1,1782775,1041989,585061,35937,246930,183487,3896,16421,89401,8989,155725,1785869,238933,0,0,16422,139168,56777,82391,33475,104,475,475,0,91871,0,91871,586468,0,586468,164766,117,136287,2433,65027,15133,0,0,0,0,46522,0,29191,6000,0,213477,0,213477,-3094
1991:Q2,1828490,1065881,604133,35704,259029,186467,3832,18154,88991,11956,158476,1831430,250265,0,0,16938,133827,57849,75978,32739,254,609,609,0,94093,0,94093,602330,0,602330,167608,130,134043,3307,73638,15017,0,0,0,0,48812,0,33657,5095,0,219068,0,219068,-2940
1991:Q3,1866592,1085922,618283,33498,274236,187118,3734,18212,88327,13158,162387,1872334,238070,0,0,17485,142258,57514,84744,34493,324,742,742,0,95859,0,95859,608124,0,608124,174489,147,141610,2899,81717,14431,0,0,0,0,54108,0,37496,5222,0,222860,0,222860,-5742
1991:Q4,1904267,1101112,626377,33784,271760,194283,3769,19000,89111,14670,176778,1919936,237382,0,0,18000,144699,58877,85822,37425,145,820,820,0,97168,0,97168,604521,0,604521,178532,167,144711,3894,96960,14102,0,0,0,0,59266,0,40884,5249,0,236011,0,236011,-15669
1992:Q1,1956586,1121121,656910,32344,294373,196335,4006,19686,91787,18379,178555,1969355,246699,21,0,18453,142849,57672,85177,35781,174,918,918,0,97836,0,97836,617428,0,617428,185135,183,150253,3892,105926,15405,0,0,0,0,58637,130,44706,4868,0,240061,0,240061,-12769
1992:Q2,1999054,1139645,675867,34262,307285,199431,3763,23104,88456,19566,183542,2014155,248416,49,0,19312,139189,54007,85182,35816,290,1054,1054,0,97678,0,97678,634755,0,634755,189945,204,154222,5187,117154,15976,0,0,0,0,55935,303,47595,5051,0,246024,0,246024,-15101
1992:Q3,2039902,1155060,697387,36297,321529,199862,3756,22706,90038,23199,187455,2057608,235784,92,0,20165,143458,53479,89979,36935,308,1170,1170,0,97435,0,97435,648988,0,648988,199439,234,149372,5648,127312,16702,0,0,0,0,59092,562,58189,5572,0,251151,0,251151,-17706
1992:Q4,2086644,1168905,716206,38997,330705,203140,3828,21694,91481,26361,201533,2092106,245745,142,0,20900,148528,51865,96663,36187,387,1183,1183,0,97846,0,97846,664560,0,664560,206165,250,156882,6390,124186,18342,0,0,0,0,61171,873,50858,5553,0,245958,0,245958,-5462
1993:Q1,2191039,1226842,742790,39236,345772,204860,3849,19323,95208,34542,221407,2199614,282952,151,0,22124,153315,53979,99336,37265,475,1223,1223,0,98854,0,98854,685385,0,685385,214214,278,160697,7552,142005,19802,0,1000,1000,0,64966,928,59851,5497,1000,240080,0,240080,-8575
1993:Q2,2276300,1272410,766333,41065,360504,205663,3605,22754,95971,36771,237557,2283300,308499,160,0,23629,153504,51386,102118,36639,493,1055,1055,0,100394,0,100394,699065,0,699065,217569,305,165381,8960,158352,21262,0,3000,3000,0,67343,983,61000,6397,2000,247310,0,247310,-7000
1993:Q3,2389558,1316113,804522,40956,383738,213185,3506,26419,96807,39911,268923,2402455,335126,155,0,25139,157747,51754,105993,37885,541,1141,1141,0,101975,0,101975,717743,0,717743,229880,355,175780,10685,169825,22722,0,7000,7000,0,71449,954,71750,7340,3000,254263,0,254263,-12897
1993:Q4,2503797,1351170,842476,41083,410006,215641,3532,33734,98519,39961,310151,2501226,386995,164,0,26555,157829,54771,103058,38317,619,1873,1873,0,103106,0,103106,730927,0,730927,232829,378,179017,11883,173789,24182,0,11053,11053,0,74787,1006,73045,7447,4000,261425,0,261425,2571
1994:Q1,2578324,1387146,880693,40868,432985,222049,3476,31258,97405,52652,310485,2566408,406197,197,0,27927,164518,57967,106551,37405,675,1826,1826,0,104863,0,104863,749611,0,749611,228709,390,173379,14171,184605,23090,0,13100,13100,0,75602,1211,76998,7627,5000,269307,0,269307,11916
1994:Q2,2628040,1408813,909494,40752,447017,230588,3318,31324,99541,56954,309733,2609856,430248,230,0,29320,162700,57189,105511,39075,800,1443,1443,0,106620,0,106620,759003,0,759003,229201,385,169514,14148,183743,21998,0,15200,15200,0,77603,1415,67449,7736,12000,280025,0,280025,18184
1994:Q3,2675580,1422827,936715,41665,458018,239951,3350,29419,100874,63438,316038,2655317,440460,264,0,30716,158539,55086,103453,40722,600,2181,2181,0,108376,0,108376,775315,0,775315,228749,391,177620,14878,179594,20906,0,17300,17300,0,79283,1619,66488,8055,12500,290761,0,290761,20263
1994:Q4,2733379,1440519,971453,43670,474346,247383,3206,34255,108611,59982,321407,2685938,480088,297,0,32118,154298,54271,100027,41246,503,2197,2197,0,110133,0,110133,790993,0,790993,225983,385,179142,15498,169940,19814,0,19989,19989,0,82376,1823,64351,7306,14000,273458,0,273458,47441
1995:Q1,2788435,1452632,1010537,43741,482851,267460,3210,26870,113250,73155,325266,2747452,496403,301,0,33800,148968,52167,96801,42342,501,2304,2304,0,113500,0,113500,812233,0,812233,231254,408,183707,15450,167088,21892,0,23238,23238,0,87339,1851,57682,7681,14000,285510,0,285510,40983
1995:Q2,2871412,1477668,1053389,45146,503514,278093,3219,26844,117890,78683,340355,2840039,489303,306,0,36095,151057,55728,95329,43014,508,3502,3502,0,116700,0,116700,842317,0,842317,234852,445,187618,17075,188926,24442,0,26318,26318,0,89347,1878,66357,7700,16000,296279,0,296279,31373
1995:Q3,2950651,1487312,1106294,46681,538738,286516,3224,27368,120976,82791,357045,2920021,519598,310,0,37690,153026,55799,97227,44410,221,3269,3269,0,120001,0,120001,851947,0,851947,236317,466,189288,19178,198210,25889,0,24145,24145,0,90055,1905,66783,7991,20000,309322,0,309322,30630
1995:Q4,3089913,1505484,1152482,46324,565119,300024,3253,29300,124083,84379,431947,3087706,579275,404,0,39458,148746,54143,94603,43753,422,4223,4223,0,123290,0,123290,881825,0,881825,240235,509,189245,21920,197848,28064,0,29920,29918,2,95345,2483,73814,7890,23750,355287,0,355287,2207
1996:Q1,3167149,1527986,1193187,48019,582732,307509,3283,21360,128119,102165,445976,3154027,590857,498,0,43266,150007,55011,94996,42196,397,4397,4397,0,125684,0,125684,890272,0,890272,245217,515,197582,25047,203200,27150,0,29401,29387,14,96890,3060,72438,7548,27281,371124,0,371124,13122
1996:Q2,3252521,1554392,1246699,50663,613888,319009,3324,24649,129602,105564,451430,3236108,617914,592,0,46452,147516,53375,94141,42315,334,4727,4727,0,134599,0,134599,895902,0,895902,248822,510,202478,25501,213539,27223,0,26976,26974,2,98291,3638,72107,8770,31000,386902,0,386902,16413
1996:Q3,3310179,1570668,1266812,51009,621575,324439,3373,26068,131548,108800,472699,3293884,596396,682,0,48841,143216,50255,92961,43923,259,5763,5763,0,140405,0,140405,919904,0,919904,245490,528,205112,25197,229813,27703,0,26554,26548,6,102407,4191,75031,9439,35313,407717,0,407717,16295
1996:Q4,3398736,1595025,1304114,53646,634317,336794,3526,27281,134950,113600,499597,3421340,592020,606,0,50343,133983,46968,87015,45604,303,6303,6303,0,141583,0,141583,978093,0,978093,242888,541,211425,24392,245734,28603,0,38064,38057,7,110801,3720,86930,10738,36548,432118,0,432118,-22604
1997:Q1,3431921,1623686,1303315,54745,628623,330937,3835,26567,133586,125022,504920,3433307,522231,686,0,47944,135493,44384,91109,47176,303,16944,16631,313,143616,0,143616,996945,0,996945,251665,529,221805,27009,250474,27747,0,38017,37975,42,110934,4211,93380,12541,34559,449098,0,449098,-1386
1997:Q2,3533411,1660719,1354997,56522,640672,354025,4243,35301,139940,124294,517695,3558136,544890,845,0,50470,136894,42349,94545,46624,342,17029,16604,425,148507,0,148507,1034487,0,1034487,258761,546,229672,28310,261788,28338,0,39215,39166,49,117766,5188,91459,13907,35575,467523,0,467523,-24725
1997:Q3,3620048,1716327,1347499,57569,634778,333280,5489,33583,145634,137166,556222,3669669,572481,841,0,50759,136033,40621,95412,47074,432,17317,16836,481,153786,0,153786,1047524,0,1047524,267066,570,233301,33287,292734,29049,0,34690,34637,53,111370,5167,99173,14019,35144,487852,0,487852,-49621
1997:Q4,3705318,1735483,1401677,64461,662290,341480,6644,35340,147298,144164,568158,3767683,560469,905,0,51808,143274,40517,102757,48450,446,16126,15691,435,159500,0,159500,1085810,0,1085810,276507,601,244545,37060,302868,29377,0,44102,43925,177,120521,5560,92645,15761,33127,498221,0,498221,-62365
1998:Q1,3856314,1814614,1460993,68144,678583,353112,8358,35082,155623,162091,580707,3927255,599429,1127,0,53343,148378,47338,101040,49710,401,16849,16367,482,163821,0,163821,1112876,0,1112876,278076,628,254681,45645,327384,30603,0,43180,42984,196,127383,6921,98163,18030,29600,521027,0,521027,-70941
1998:Q2,4062410,1904087,1547840,69408,731299,367312,10009,40084,161467,168261,610483,4145029,660817,1179,0,57449,162581,51590,110991,46748,499,19303,18403,900,166214,0,166214,1132379,0,1132379,277347,649,264221,69582,354881,32006,0,48611,48436,175,130668,7241,101105,17262,36530,557757,0,557757,-82619
1998:Q3,4118923,1931206,1583761,70833,761598,357968,10531,39435,167875,175521,603956,4218847,641969,1075,0,59437,174635,52137,122498,48170,665,21372,20512,860,168165,0,168165,1150556,0,1150556,281865,702,274628,78789,372339,33581,0,57154,56986,168,121165,6603,91261,18897,38988,576830,0,576830,-99924
1998:Q4,4212655,1968757,1642328,74726,795548,365643,11209,42533,174515,178154,601570,4272216,573699,850,0,65112,203662,59905,143757,52537,956,21963,20969,994,171065,0,171065,1171610,0,1171610,296446,747,279600,83924,397007,34440,0,68721,68463,258,127605,5220,74720,15024,37595,589714,0,589714,-59561
1999:Q1,4364672,2022687,1740399,75688,824584,394718,12524,34756,183935,214194,601586,4395726,617659,784,0,67970,206116,67262,138854,46825,579,22389,21258,1131,172497,0,172497,1183515,0,1183515,302154,748,286981,91388,390107,33742,0,74764,74501,263,137978,4818,82383,14358,29750,628220,0,628220,-31054
1999:Q2,4495530,2083947,1803249,76626,856797,413684,12199,30182,188489,225272,608334,4478643,586780,777,0,70565,233678,69076,164602,46132,403,23679,22505,1174,177806,0,177806,1186197,0,1186197,313168,728,288017,98840,400783,33448,0,76379,76073,306,141965,4771,86463,15811,37209,655044,0,655044,16887
1999:Q3,4602857,2151619,1838013,78105,863661,428899,12365,34623,196467,223893,613225,4558161,573329,734,0,73195,242177,69801,172376,43844,346,23903,22694,1209,179610,0,179610,1182296,0,1182296,320311,707,310694,115833,398851,32743,0,84426,84084,342,140434,4508,82332,15855,29847,702186,0,702186,44696
1999:Q4,4531246,2175915,1797450,78537,813708,430317,14896,25309,199148,235535,557881,4414921,365994,1027,0,77235,264954,71628,193326,47087,452,21722,20592,1130,184984,788,184196,1171982,0,1171982,339549,667,310038,127839,397825,33091,0,97518,97223,295,154573,8142,86599,16083,33771,673789,0,673789,116325
2000:Q1,4624598,2220211,1836130,81019,814456,447137,14928,36416,211031,231143,568257,4489342,311289,1155,0,80108,262015,67277,194738,47701,357,25159,23426,1733,186384,836,185548,1191094,0,1191094,331245,618,325300,175908,395935,32888,0,101009,100686,323,157329,7908,102574,14758,23783,714825,0,714825,135256
2000:Q2,4695929,2252881,1890111,84305,814650,484002,15127,36247,218690,237090,552937,4553342,340563,1178,0,82373,263049,68227,194822,47045,367,25434,23516,1918,187607,884,186723,1197018,0,1197018,315344,605,310008,185232,385860,32089,0,112890,112575,315,159425,8139,101083,13098,31129,753806,0,753806,142587
2000:Q3,4770456,2293198,1905562,87248,829513,508183,14504,42588,188844,234682,571696,4641997,353471,1158,0,85258,292038,71716,220322,47698,695,22893,20954,1939,190817,932,189885,1211499,0,1211499,294069,628,310917,182484,381228,31490,0,120608,120296,312,167189,7202,108109,13555,23919,795072,0,795072,128459
2000:Q4,4853227,2318825,1952005,92648,869357,503255,13590,40944,194734,237477,582397,4737699,397361,1430,0,87475,311890,79588,232302,54697,758,23206,21220,1986,192346,980,191366,1222059,0,1222059,262616,698,314225,180059,361169,30653,0,131133,124149,6984,173357,7924,103760,13388,24919,842576,0,842576,115528
2001:Q1,5090184,2421005,2074081,95968,934973,535716,12977,35007,210555,248885,595098,4999537,486899,1505,0,90012,313474,86044,227430,51490,1513,27426,24985,2441,194280,1055,193225,1259574,22,1259552,263736,995,296633,199163,373388,29846,0,139852,132626,7226,177258,6933,114687,13679,44600,912594,0,912594,90647
2001:Q2,5245040,2540583,2133360,95335,983581,544301,12092,43913,198683,255455,571097,5153215,492839,1100,0,93853,323177,81145,242032,70631,1209,30882,27965,2917,194621,1129,193492,1295052,43,1295009,254785,1077,278142,201426,380665,28154,0,155864,147330,8534,170048,6761,122200,13129,49272,988328,0,988328,91825
2001:Q3,5327142,2576531,2201632,97888,1030618,558826,12176,47064,200852,254208,548979,5277091,508937,1135,0,95448,334875,77988,256887,73280,1423,34211,31121,3090,198241,1204,197037,1335264,65,1335199,249615,1488,282050,208465,380900,26754,0,165466,156715,8751,176461,6689,103832,12953,60160,1019444,0,1019444,50051
2001:Q4,5467165,2620058,2289621,98303,1098945,571319,13111,42343,205923,259677,557486,5364135,514227,977,0,99275,350256,97750,252506,86943,1372,36979,33561,3418,205108,38806,166302,1361812,269328,1092484,239983,2383,279658,204720,380311,28036,0,155735,144781,10954,192367,8801,109785,15469,70768,1019170,0,1019170,103030
2002:Q1,5602228,2662314,2371536,95784,1169154,579901,12590,38425,193590,282092,568378,5482288,495700,933,0,101448,351763,91982,259781,81186,1229,39448,36391,3057,206746,39031,167715,1402948,274442,1128506,248415,2306,277666,206058,403469,34258,0,168159,157857,10302,188175,8640,110521,14237,82320,1056663,0,1056663,119940
2002:Q2,5768436,2695467,2502833,96029,1257710,604567,15556,42805,205478,280688,570136,5689910,599144,820,0,103584,338307,82487,255820,81405,1403,41414,38014,3400,208219,39258,168961,1431811,279614,1152197,264061,2462,281004,196577,416321,33265,0,178512,168868,9644,192700,10310,130138,12991,70001,1095461,168630,926831,78526
2002:Q3,5829847,2684172,2567272,94996,1303484,617315,17499,46614,206657,280707,578403,5827516,670677,829,0,105199,344449,89255,255194,84312,1141,44312,40763,3549,208306,39485,168821,1471951,284769,1187182,263734,2932,252536,209834,407803,31953,1724,188586,180020,8566,201971,11685,128940,13463,67269,1113910,171279,942631,2331
2002:Q4,6008044,2693891,2681083,97547,1377665,635288,20010,40624,219804,290145,633070,6015359,808545,763,0,108767,345011,89949,255062,85960,1090,44784,41133,3651,212589,39713,172876,1497589,290218,1207371,251755,3093,230141,212566,425692,32484,1857,189268,182434,6834,210467,9588,139161,13002,56415,1134772,174293,960479,-7315
2003:Q1,6192727,2702867,2785761,99476,1391387,652051,21587,50232,278476,292552,704099,6227954,748598,703,0,108710,350363,100074,250289,167930,783,53106,49276,3830,216961,41346,175615,1560206,292954,1267252,255421,3434,208942,223651,437392,37960,2055,198970,191931,7039,219026,14364,140946,17775,72689,1187969,182261,1005708,-35227
2003:Q2,6360892,2748656,2887577,101472,1433842,678261,25618,46175,302322,299887,724659,6465932,722089,700,0,109794,335758,98625,237133,171669,1671,56472,53448,3024,220665,43046,177619,1620498,295946,1324552,259668,3552,203087,254497,484947,53723,2501,200724,193162,7562,235140,13564,161305,23047,84075,1246786,191071,1055715,-105040
2003:Q3,6456431,2778883,2969546,102272,1476358,703846,32066,48640,305714,300650,708002,6537896,631649,869,0,112256,345043,105555,239488,166131,1586,51980,49053,2927,226040,44815,181225,1656718,298904,1357814,266307,9200,210183,251994,488321,60964,2346,205168,200600,4568,253769,16185,170833,14252,98124,1297978,211044,1086934,-81465
2003:Q4,6827409,2786544,3112682,104014,1553625,743228,38613,46991,320687,305524,928183,6841354,692793,1045,0,117696,378520,121219,257301,164047,1447,51790,49065,2725,233489,46658,186831,1695602,302076,1393526,272966,9424,223462,252426,516543,63611,2520,222812,220464,2348,263751,17836,188745,14324,111347,1345158,231285,1113873,-13945
2004:Q1,7011308,2797240,3260314,104531,1651640,753330,46761,59978,333235,310839,953754,7072607,726245,1153,0,121661,380269,157602,222667,174740,1633,54707,51259,3448,243209,48179,195030,1746308,310330,1435978,276136,9526,225907,245629,562181,66016,2980,258966,256642,2324,258880,23383,185892,14039,103963,1389184,251835,1137349,-61299
2004:Q2,7125342,2779295,3390626,107888,1770264,759260,55930,60596,328265,308423,955421,7102309,680505,1218,0,118660,375897,153651,222246,166004,1382,52748,49501,3247,249220,49749,199471,1789018,319105,1469913,273049,9258,235026,255518,508898,66242,2969,297503,294693,2810,248908,26365,193522,13585,93284,1443530,275175,1168355,23033
2004:Q3,7355993,2778546,3576156,109414,1905193,766945,71050,68897,349796,304861,1001291,7392208,738161,1152,0,128971,408988,164171,244817,171342,1204,47833,45237,2596,256069,51371,204698,1830658,328110,1502548,268917,9254,219033,249003,524827,68058,3269,338358,336521,1837,253082,31961,199881,13329,98502,1530356,317924,1212432,-36215
2004:Q4,7566715,2781818,3718939,116881,1957905,817353,101146,62237,345669,317748,1065958,7575557,587681,1394,0,119935,425096,175584,249512,188234,1294,53380,50625,2755,260756,53045,207711,1864711,337568,1527143,265356,9671,295441,251429,544185,71149,3510,414801,339453,75348,256037,34598,203752,15658,96847,1610642,362175,1248467,-8842
2005:Q1,7802333,2776824,3941584,121330,2123995,849465,112543,65026,347749,321476,1083925,7749985,601878,1518,0,120537,452821,194555,258266,223461,1083,56441,53591,2850,266087,56655,209432,1887054,349074,1537980,267690,9480,290029,238784,534890,71644,4030,424456,347376,77080,248228,36947,221671,14821,108926,1667509,403508,1264001,52348
2005:Q2,8024636,2762097,4149666,121953,2283808,865142,123872,63720,361701,329470,1112873,7973629,634129,1979,0,127885,477530,211766,265764,239276,1305,54950,52771,2179,267704,60491,207213,1888078,361301,1526777,274549,9670,276757,235179,558529,72153,4475,444882,366085,78797,252567,42045,242951,23433,96344,1747259,452717,1294542,51007
2005:Q3,8074296,2758691,4181182,123877,2406665,753761,130826,70720,366338,328995,1134423,7993365,510031,2143,0,140577,496830,226219,270611,268764,1106,46607,45129,1478,274404,64569,209835,1893603,373950,1519653,281027,8081,291737,247686,556163,71857,5003,462936,382190,80746,204224,47513,246828,12994,83069,1840182,496434,1343748,80931
