1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1968:Q3,119319,119319,8102,111217,0,0,119319,37621,3201,0,2149,55648,180,124,0,14180,3169,0,2384,0,0,0,0,0,663,0,0,0
1968:Q4,122132,122132,8143,113989,0,0,122132,36490,3782,0,2171,58842,167,153,0,14403,3194,0,2382,0,0,0,0,0,548,0,0,0
1969:Q1,125803,125803,9006,116797,0,0,125803,40035,3600,0,2195,59034,166,161,0,14651,3230,0,2386,0,0,0,0,0,345,0,0,0
1969:Q2,129343,129343,10082,119261,0,0,129343,42266,3300,0,2252,60358,162,169,0,14908,3224,0,2368,0,0,0,0,0,336,0,0,0
1969:Q3,132054,132054,10721,121333,0,0,132054,45302,3050,0,2255,60005,158,177,0,15185,3224,0,2348,0,0,0,0,0,350,0,0,0
1969:Q4,133518,133518,10909,122609,0,0,133518,47244,2800,0,2236,59476,169,184,0,15496,3221,0,2331,0,0,0,0,0,361,0,0,0
1970:Q1,135658,135658,11218,124440,0,0,135658,48079,2675,0,2208,60463,130,190,0,15813,3235,0,2308,0,0,0,0,0,557,0,0,0
1970:Q2,138998,138998,12155,126843,0,0,138998,48227,3050,0,2294,63193,153,193,0,16110,3229,0,2159,0,0,0,0,0,390,0,0,0
1970:Q3,141582,141582,12261,129321,0,0,141582,48542,1925,0,2296,65973,150,198,0,16481,3272,0,2133,0,0,0,0,0,612,0,0,0
1970:Q4,145501,145501,13252,132249,0,0,145501,47144,2175,0,2384,69957,360,207,0,17021,3306,0,2032,0,0,0,0,0,915,0,0,0
1971:Q1,149746,149746,14386,135360,0,0,149746,46097,2425,0,2363,74455,178,263,0,17721,3314,0,2040,0,0,0,0,0,890,0,0,0
1971:Q2,153986,153966,15210,138756,0,20,153986,46375,2675,0,2331,77723,161,276,0,18575,3339,0,2042,0,0,0,0,0,489,0,0,0
1971:Q3,157928,157875,15820,142055,0,53,157928,46564,2925,0,2285,79855,169,251,0,19517,3366,0,2050,0,0,0,0,0,946,0,0,0
1971:Q4,161652,161566,15735,145831,0,86,161652,45970,3175,0,2132,82960,167,224,0,20481,3363,0,2152,0,0,0,0,0,1028,0,0,0
1972:Q1,165807,165681,16206,149475,0,126,165807,46559,3425,0,2004,85581,158,278,0,21508,3351,0,2229,0,0,0,0,0,714,0,0,0
1972:Q2,169358,169065,15722,153343,0,293,169358,46909,3675,0,1724,87384,138,305,0,22639,3351,0,2466,0,0,0,0,0,767,0,0,0
1972:Q3,172942,172476,15926,156550,0,466,172942,47181,3925,0,1937,89570,123,301,0,23776,3362,0,2123,0,0,0,0,0,644,0,0,0
1972:Q4,175818,175184,15787,159397,0,634,175818,47684,4175,0,1833,90567,138,293,0,24820,3367,0,2029,0,0,0,0,0,912,0,0,0
1973:Q1,180262,179246,16164,163082,61,955,180262,50607,4425,0,2058,91383,137,296,0,25807,3332,0,1622,0,0,0,0,0,595,0,0,0
1973:Q2,183929,182295,15879,166416,144,1490,183929,51521,5050,0,2053,92499,136,299,0,26774,3374,0,1536,0,0,0,0,0,687,0,0,0
1973:Q3,187988,185754,16180,169574,255,1979,187988,54174,4675,0,1962,93251,162,326,0,27674,3396,0,1650,0,0,0,0,0,718,0,0,0
1973:Q4,192693,189863,16102,173761,400,2430,192693,55136,4038,0,2062,96245,164,353,0,28462,3412,0,1691,0,0,0,0,0,1130,0,0,0
1974:Q1,197202,193783,16055,177728,578,2841,197202,56629,4569,0,2044,98291,188,443,0,29118,3485,0,1845,0,0,0,0,0,590,0,0,0
1974:Q2,201835,197783,16663,181120,787,3265,201835,57899,4558,0,2448,100941,220,534,0,29626,3577,0,1444,0,0,0,0,0,588,0,0,0
1974:Q3,206004,201380,18296,183084,1028,3596,206004,62394,4593,0,2535,100065,244,600,0,30102,3618,0,1248,0,0,0,0,0,605,0,0,0
1974:Q4,207999,202621,18811,183810,1300,4078,207999,62164,4654,0,2586,101799,214,565,0,30662,3667,0,983,0,0,0,0,0,705,0,0,0
1975:Q1,210167,204056,19042,185014,1603,4508,210167,62603,6229,0,2562,101678,232,590,0,31256,3696,0,789,0,0,0,0,0,532,0,0,0
1975:Q2,214248,206992,19786,187206,1937,5319,214248,63059,7296,0,2468,103640,264,602,0,31835,3783,0,728,0,0,0,0,0,573,0,0,0
1975:Q3,216917,208694,18071,190623,2303,5920,216917,65177,5419,0,3199,104067,277,640,0,32480,4165,0,906,0,0,0,0,0,587,0,0,0
1975:Q4,222956,213578,18552,195026,2700,6678,222956,66809,4846,0,4969,105056,247,677,0,33273,4508,0,1940,0,0,0,0,0,631,0,0,0
1976:Q1,227091,216975,17019,199956,3131,6985,227091,69757,4084,0,6131,103106,219,820,0,34636,5014,0,2193,0,0,0,0,0,1131,0,0,0
1976:Q2,236798,225736,18777,206959,3575,7487,236798,73874,3474,0,7000,106438,229,902,0,35250,5196,0,3150,0,23,0,0,0,1262,0,0,0
1976:Q3,241084,228642,17801,210841,4082,8360,241084,74962,3984,0,7348,106828,235,1000,0,36459,5406,0,3383,0,111,0,0,0,1368,0,0,0
1976:Q4,243876,230013,14485,215528,4700,9163,243876,72859,4228,0,7341,108248,249,1121,0,38679,5594,0,3360,0,525,0,0,0,1672,0,0,0
1977:Q1,248344,230963,11159,219804,5453,11928,248344,73367,4104,0,7084,109611,169,1060,0,41791,5712,0,2872,0,984,0,0,0,1590,0,0,0
1977:Q2,260914,240472,13385,227087,6363,14079,260914,77953,4396,0,6941,113938,181,1002,0,43509,5805,0,3628,0,1403,0,0,0,2129,0,29,0
1977:Q3,267803,244799,13033,231766,7291,15713,267803,76821,5068,0,7357,117261,318,1020,0,46227,6030,0,3556,0,1875,0,0,0,2213,0,57,0
1977:Q4,273620,248143,11570,236573,8100,17377,273620,78817,4370,0,7920,117847,297,1039,0,49390,6051,0,3544,0,2155,0,0,0,2104,0,86,0
1978:Q1,283342,255832,9887,245945,8808,18702,283342,84708,3635,0,8559,118165,263,1139,0,53070,6002,0,3386,0,2587,0,0,0,1714,0,114,0
1978:Q2,298639,268370,11430,256940,9431,20838,298639,92098,4429,0,8346,121428,206,1231,0,56471,5943,0,3732,0,2640,0,0,0,1972,0,143,0
1978:Q3,311442,278386,11898,266488,10039,23017,311442,97663,4976,0,8168,124741,187,1295,0,60132,6073,0,3668,0,2783,0,0,0,1585,0,171,0
1978:Q4,324876,289135,12154,276981,10700,25041,324876,104168,4611,0,7238,129292,164,1359,0,62931,6402,0,3951,0,2683,0,0,0,1877,0,200,0
1979:Q1,334127,295363,10970,284393,11398,27366,334127,109320,4885,0,6457,131181,154,1200,0,65766,6090,0,4073,0,3013,0,0,0,1755,0,233,0
1979:Q2,344686,302887,11801,291086,12118,29681,344686,116924,4620,0,6381,132496,178,1084,0,67217,6089,0,3867,0,3660,0,0,0,1904,0,266,0
1979:Q3,355757,310578,13424,297154,12854,32325,355757,121212,4003,0,6437,136379,197,1100,0,70053,6240,0,3880,0,4069,0,0,0,1888,0,299,0
1979:Q4,364182,315554,13131,302423,13600,35028,364182,123569,4458,0,6788,138318,230,1115,0,72811,6428,0,3910,0,4039,0,0,0,2184,0,332,0
1980:Q1,370864,319378,11846,307532,14339,37147,370723,123903,7715,0,7036,138927,261,1082,0,75353,6462,0,4101,756,3654,0,0,0,1108,0,365,141
1980:Q2,380809,325729,13147,312582,15056,40024,381016,126511,7878,0,7354,142460,336,1070,0,77080,6338,0,4025,1659,4169,0,0,0,1738,0,398,-207
1980:Q3,390860,332297,14621,317676,15820,42743,390848,128655,7319,0,7409,147620,384,1053,0,78962,6466,0,3921,2469,4439,0,0,0,1718,0,433,12
1980:Q4,399440,336848,14868,321980,16700,45892,399368,129980,9362,0,7008,150976,386,1000,0,80533,6701,0,4059,1967,4420,0,0,0,2509,0,467,72
1981:Q1,408226,341667,15122,326545,17634,48925,408052,142831,5021,0,6874,150055,387,920,0,81607,6832,0,3920,2679,4730,0,0,0,1696,0,500,174
1981:Q2,418219,346762,15562,331200,18563,52894,417826,150846,3199,0,6712,151290,350,807,0,82699,6956,0,3995,3363,5010,0,0,0,2066,0,533,393
1981:Q3,431847,356158,17057,339101,19660,56029,430955,159179,3986,0,6925,154063,347,692,0,83862,7044,0,3859,3630,5035,0,0,0,1766,0,567,892
1981:Q4,443653,363230,16006,347224,21100,59323,442674,159290,10606,0,7139,156693,315,600,0,83923,7151,0,3856,4395,5102,0,0,0,3004,0,600,979
1982:Q1,456863,371040,15228,355812,22860,62963,456153,171865,8858,0,7598,155883,287,569,0,84687,7501,0,3651,7261,5487,0,0,0,1873,0,633,710
1982:Q2,474230,383029,19038,363991,24914,66287,473598,189001,6708,0,7601,154727,269,576,0,85885,7876,0,3848,8085,5924,0,0,0,2431,0,667,632
1982:Q3,491353,393578,22112,371466,27186,70589,491375,199607,8272,0,7605,154461,265,595,0,86588,8241,0,3550,11626,6757,0,0,0,3108,0,700,-22
1982:Q4,508049,403983,22737,381246,29600,74466,508435,201436,12178,0,7383,160773,265,600,0,86968,9047,0,3131,13321,7972,0,0,0,4628,0,733,-386
1983:Q1,520910,411681,19704,391977,32309,76920,521218,212809,14440,0,7551,155869,265,601,0,87144,9219,0,2363,17025,9715,0,0,131,3319,0,767,-308
1983:Q2,543310,428044,21554,406490,35463,79803,543555,230972,16085,0,7254,157084,150,602,0,86988,9852,0,2483,16262,10862,0,0,340,3821,0,800,-245
1983:Q3,559704,439293,21548,417745,38535,81876,560058,245528,14241,0,7506,158927,250,603,0,86747,10022,0,2423,16584,12216,0,0,564,3614,0,833,-354
1983:Q4,575106,450209,21256,428953,41000,83897,575305,246846,18268,0,7955,164392,168,600,0,86667,9986,0,2000,16918,13424,0,0,742,6472,0,867,-199
1984:Q1,590092,460827,18502,442325,43368,85897,590655,255286,23572,0,8454,163599,156,601,0,86081,9014,0,2151,21392,14867,0,0,886,3696,0,900,-563
1984:Q2,610773,477008,18960,458048,45649,88116,610435,274693,23026,0,8743,163204,106,602,0,85528,8712,0,2264,22565,15678,0,0,1011,3370,0,933,338
1984:Q3,631749,493057,18439,474618,48212,90480,632217,290727,20664,0,8682,168573,171,603,0,85108,8444,0,2068,22613,17529,0,0,1124,4944,0,967,-468
1984:Q4,650603,494993,17600,477393,51171,104439,651427,291045,22483,0,9016,176674,77,603,0,84742,8713,0,1534,23973,19327,0,0,1232,11008,0,1000,-824
1985:Q1,675913,516139,14750,501389,53635,106139,676853,318434,18276,0,8650,171931,75,619,0,84943,8891,0,1550,34455,21942,200,0,1326,4511,0,1050,-940
1985:Q2,705901,539249,14983,524266,56013,110639,707350,331444,26658,0,8151,173942,87,617,0,85523,8914,0,1278,35429,26911,400,0,1398,5498,0,1100,-1449
1985:Q3,737592,563703,19920,543783,57850,116039,738493,347919,22113,0,9145,184784,71,609,0,87176,9044,0,1225,37072,29926,650,0,1476,6133,0,1150,-901
1985:Q4,859484,651111,20528,630583,81334,127039,861782,396557,25572,0,9605,234542,0,603,0,88248,9708,0,1128,36449,35709,950,0,1589,19922,0,1200,-2298
1986:Q1,855878,653141,19139,634002,78698,124039,859265,401061,20530,0,9822,216715,0,603,0,90732,10023,0,938,52430,43678,1200,0,1742,8541,0,1250,-3387
1986:Q2,883232,684072,23362,660710,78393,120767,886636,414905,25314,0,10086,211344,0,603,0,93885,10791,0,1196,56297,49787,1450,0,1941,7737,0,1300,-3404
1986:Q3,898843,700113,20400,679713,79199,119531,902487,401511,24145,0,10312,220252,0,603,0,97642,11648,0,1035,61830,58116,1700,0,2133,10210,0,1350,-3644
1986:Q4,920383,724873,20402,704471,78372,117138,924493,415426,25055,0,10415,205844,0,603,0,101937,11659,0,709,64090,66492,2000,0,2268,16595,0,1400,-4110
1987:Q1,949044,753356,18678,734678,78339,117349,953135,439311,23308,0,10444,194900,0,603,0,107141,10658,0,553,70546,77454,2241,0,2293,12233,0,1450,-4091
1987:Q2,965157,770823,12717,758106,78188,116146,967864,467885,19994,0,10446,187928,0,601,0,113625,10944,0,606,67026,74029,2458,0,2465,8357,0,1500,-2707
1987:Q3,989645,795600,16238,779362,77948,116097,991510,495166,19285,0,10381,182470,0,601,0,119972,10208,0,647,65231,72650,2751,0,2627,7971,0,1550,-1865
1987:Q4,1011975,817678,19574,798104,78073,116224,1013564,522223,19364,0,10205,176707,0,603,0,124765,10866,0,808,61820,70603,3271,0,2443,8286,0,1600,-1589
1988:Q1,1020754,826823,18145,808678,78178,115753,1024427,530641,19051,0,10039,168993,0,614,0,128262,10761,0,667,70508,70898,3914,0,2423,6006,0,1650,-3673
1988:Q2,1032495,838042,16253,821789,78285,116168,1035781,546465,16091,0,10000,163694,0,633,0,130723,10233,0,742,66203,74456,4996,0,2470,7375,0,1700,-3286
1988:Q3,1056583,861662,19952,841710,78989,115932,1060000,570723,16012,0,10086,160880,0,651,0,132529,9710,0,622,65502,76083,6175,0,2310,6967,0,1750,-3417
1988:Q4,1079962,883989,21536,862453,79564,116409,1083156,593821,16794,0,10288,153752,0,658,0,134060,9337,0,533,66088,78122,7497,0,2926,7480,0,1800,-3194
1989:Q1,1087465,892568,20333,872235,79271,115626,1089187,592679,22931,0,10514,149837,0,657,0,134751,9035,0,467,68117,82156,8565,0,2737,4891,0,1850,-1722
1989:Q2,1094584,899977,18847,881130,79517,115090,1099602,598734,24648,0,10673,145120,0,647,0,134774,9020,0,403,66820,87732,9426,0,2688,7017,0,1900,-5018
1989:Q3,1112503,917344,24085,893259,80471,114688,1115926,608810,27997,0,10771,142060,0,636,0,134580,9174,0,336,69752,90061,11252,0,2761,5786,0,1950,-3423
1989:Q4,1129798,931593,24843,906750,82715,115490,1134289,623816,32351,0,10816,135806,0,627,0,134766,9217,0,268,70065,92456,12101,0,2903,7097,0,2000,-4491
1990:Q1,1147494,949669,23433,926236,82882,114943,1151681,638985,24637,0,10871,132320,0,627,0,135208,9522,0,479,77892,96868,12923,0,3137,6162,0,2050,-4187
1990:Q2,1159783,960810,21854,938956,83695,115278,1164591,653596,23911,0,11000,126402,0,632,0,135776,11203,0,486,76495,99946,12768,0,3550,6726,0,2100,-4808
1990:Q3,1170082,970791,27903,942888,84265,115026,1172170,653499,25802,0,11229,125139,0,635,0,136382,12082,0,245,79518,101163,13248,0,3689,7389,0,2150,-2088
1990:Q4,1178619,977772,27788,949984,85694,115153,1183116,659601,24671,0,11583,119815,0,628,0,136936,12592,0,473,84009,104908,14121,0,3685,7894,0,2200,-4497
1991:Q1,1191778,991423,28012,963411,85495,114860,1196458,655520,25480,0,11896,115501,0,611,0,135084,14328,0,364,91347,117714,16225,0,3502,6636,0,2250,-4680
1991:Q2,1211966,1009504,27857,981647,86925,115537,1216407,676085,25455,0,12000,110837,0,581,0,131523,11594,0,487,87910,125811,19233,0,3442,9149,0,2300,-4441
1991:Q3,1242263,1037959,34805,1003154,89027,115277,1248082,692267,36642,0,11907,107546,0,552,0,128130,12192,0,549,86735,134946,22405,0,3426,8435,0,2350,-5819
1991:Q4,1272079,1068584,34659,1033925,89511,113984,1279968,694679,44818,0,11627,105093,0,533,0,126778,10479,0,619,90603,154497,25413,0,2981,9448,0,2400,-7889
1992:Q1,1275453,1070532,29685,1040847,90587,114334,1281366,693867,33322,0,11284,102468,0,525,0,127215,10389,0,554,97320,161639,29411,0,3056,7866,0,2450,-5913
1992:Q2,1287091,1080174,26923,1053251,91820,115097,1295699,686146,40878,0,11000,100617,0,525,0,129179,10538,0,534,93959,173453,33176,0,3075,10120,0,2500,-8608
1992:Q3,1301309,1093769,38379,1055390,91436,116104,1312280,686746,39984,0,10751,100771,0,515,0,131829,11016,0,378,92346,186180,36731,0,3120,9364,0,2550,-10971
1992:Q4,1295401,1085225,33586,1051639,91891,118285,1306156,653249,45813,0,10502,99082,0,484,0,134324,11670,0,445,96024,197781,39682,0,3188,11313,0,2600,-10755
1993:Q1,1314788,1102882,34103,1068779,92579,119327,1325935,649309,44494,0,10257,97535,0,432,0,136948,11799,0,460,101271,215151,42700,0,3025,9904,0,2650,-11147
1993:Q2,1343078,1128561,33848,1094713,93812,120705,1350436,642697,47081,0,10007,98355,0,340,0,139982,12872,0,617,98627,234084,45718,0,3005,14351,0,2700,-7358
1993:Q3,1360066,1143629,37630,1105999,93740,122697,1371190,628568,56150,0,9759,100938,0,263,0,143137,14266,0,1222,101315,247241,48736,0,2629,14216,0,2750,-11124
1993:Q4,1361698,1143882,35378,1108504,92952,124864,1370957,605641,54708,1484,9503,101039,0,238,0,146124,15123,0,1371,105612,255298,51754,0,3129,17133,0,2800,-9259
1994:Q1,1361402,1140838,37493,1103345,93617,126947,1352191,596489,52060,1516,9254,101453,0,325,0,147250,14990,0,716,117503,239395,52159,0,3153,13079,0,2850,9211
1994:Q2,1352276,1128085,30781,1097304,94724,129467,1341870,606933,49969,1549,9037,101107,0,400,0,148500,13373,0,845,113789,224671,52564,0,3730,12503,0,2900,10406
1994:Q3,1341280,1115642,34360,1081282,95193,130445,1328934,584132,50035,1581,8844,100335,0,500,0,150500,12935,0,1104,113287,232832,52969,0,4529,12402,0,2950,12346
1994:Q4,1325770,1097943,33200,1064743,96138,131689,1318225,576500,56706,1614,8667,98983,0,622,0,153782,13184,0,1112,113472,216584,53374,0,5170,15455,0,3000,7545
1995:Q1,1311393,1083130,36797,1046333,96515,131748,1304010,552850,47372,1763,8507,96766,0,602,0,155400,12055,0,1053,119350,234866,54606,0,4744,10838,0,3238,7383
1995:Q2,1304195,1074431,32680,1041751,97003,132761,1298688,524416,63360,1913,8385,95848,0,560,0,157100,13530,0,1131,120917,234949,56167,0,5235,11702,0,3476,5507
1995:Q3,1278456,1048582,32618,1015964,96364,133510,1276396,519373,40286,2062,7269,94689,0,670,0,159050,13077,0,1374,123403,238088,58044,0,5992,9305,0,3714,2060
1995:Q4,1268157,1037040,34430,1002610,96359,134758,1271472,493532,36787,2212,5178,94676,0,687,0,161036,12254,0,1830,127800,250641,60318,0,7846,12723,0,3952,-3315
1996:Q1,1264843,1032290,35865,996425,97616,134937,1259795,485387,28016,2315,4109,94239,0,720,0,163004,12696,0,2271,141145,243577,58908,0,10353,8866,0,4190,5048
1996:Q2,1269829,1033512,34210,999302,99207,137110,1262809,483503,31437,2419,4854,93930,0,708,0,166999,12470,0,1297,136833,244562,58755,0,11812,8802,0,4428,7020
1996:Q3,1251696,1014241,37548,976693,100371,137084,1247116,461633,33603,2523,4618,94172,0,619,0,168247,12745,0,496,138758,245767,59478,0,11924,7867,0,4666,4580
1996:Q4,1261631,1021340,40682,980658,102440,137851,1254948,448107,31017,2627,4701,95778,0,548,0,175366,13870,0,561,144615,250373,59541,0,12111,10830,0,4904,6683
1997:Q1,1266301,1024126,41691,982435,103523,138652,1245943,421316,30361,2764,4493,95471,0,486,0,187643,14102,0,2051,155867,245708,58526,0,11958,10056,0,5142,20358
1997:Q2,1283206,1036877,39296,997581,106529,139800,1277853,438935,36262,2901,4605,95868,0,491,0,188632,14421,0,2059,151980,253428,59812,0,11716,11363,0,5380,5353
1997:Q3,1294019,1045093,44566,1000527,107244,141682,1296963,441366,33371,3039,4061,97802,0,440,0,189950,14918,0,2467,159059,261528,60542,0,11753,11049,0,5618,-2944
1997:Q4,1318530,1066957,48996,1017961,109571,142002,1339107,464286,27380,3176,3962,98254,0,526,0,191625,17732,0,1503,167136,269819,61992,0,12658,13203,0,5856,-20577
1998:Q1,1344209,1086783,49897,1036886,113584,143842,1357049,458365,29203,3088,3556,96911,0,592,0,196617,18453,0,2080,180008,274344,61679,0,13678,12381,0,6094,-12840
1998:Q2,1373908,1110880,44448,1066432,117536,145492,1394987,483568,26479,3001,3054,99837,0,459,0,199293,19071,0,2227,177515,282032,62616,0,14209,15294,0,6332,-21079
1998:Q3,1380576,1114893,40797,1074096,118674,147009,1418940,478394,25803,2913,3099,103249,0,469,0,201438,19672,0,2151,185892,292780,64227,0,17584,14699,0,6570,-38364
1998:Q4,1402728,1133636,42728,1090908,121329,147763,1429544,464938,25748,2825,3331,106870,0,475,0,208089,20336,0,3252,193307,297633,63628,0,19159,13145,0,6808,-26816
1999:Q1,1425161,1152668,43649,1109019,123350,149143,1447385,469051,24734,2793,3412,108633,0,586,0,204214,20592,0,4536,204312,301658,65086,0,18342,12390,0,7046,-22224
1999:Q2,1441525,1165057,41503,1123554,126171,150297,1427775,463633,21096,2762,3476,109881,0,607,0,204839,20675,0,3241,196328,294678,65185,0,19751,14339,0,7284,13750
1999:Q3,1447418,1166567,42974,1123593,128874,151977,1399356,433329,29423,2730,3541,111794,0,558,0,201454,20638,0,3122,199338,285656,66013,0,21395,12844,0,7522,48062
1999:Q4,1457089,1172521,45291,1127230,131742,152826,1380965,420013,25002,2698,3671,113205,0,559,0,203264,20446,0,3044,211793,270315,64513,0,22735,11947,0,7760,76124
2000:Q1,1461603,1175824,46952,1128872,132517,153262,1396555,430050,28229,2635,3742,114332,0,680,0,199268,20447,0,2900,221548,265228,66339,0,22315,10842,0,8000,65048
2000:Q2,1472014,1182717,45705,1137012,135917,153380,1409610,454922,32062,2572,3782,114755,0,670,0,195160,20226,0,2836,217025,258807,66032,0,22893,9868,0,8000,62404
2000:Q3,1466923,1176656,43774,1132882,136330,153937,1415562,452829,26918,2509,3850,115833,0,680,0,193139,20131,0,2272,224154,263789,66446,0,24177,10836,0,8000,51361
2000:Q4,1480713,1189025,46648,1142377,137501,154187,1473433,475101,31938,2446,3886,116603,0,693,0,189432,19963,0,1707,242356,272556,68267,0,29197,11289,0,8000,7280
2001:Q1,1509553,1216228,52839,1163389,138656,154669,1505891,492595,26641,2711,3934,116185,0,354,0,186710,20017,0,1943,253518,281701,69474,0,29450,12658,0,8000,3662
2001:Q2,1548554,1250414,55118,1195296,142324,155816,1535828,519558,23426,2976,4038,120035,0,350,0,187115,20007,0,1779,250741,283415,70092,0,30619,13677,0,8000,12726
2001:Q3,1557240,1256372,65514,1190858,144462,156406,1562876,528949,26337,3240,4044,122050,0,325,0,181324,20040,0,715,255323,292181,73537,0,30814,15997,0,8000,-5636
2001:Q4,1603398,1294383,70496,1223887,151328,157687,1587467,519545,29331,3505,4142,124528,0,467,1,184537,19843,0,1651,269711,293372,74467,0,35357,19010,0,8000,15931
2002:Q1,1627094,1316154,71605,1244549,153440,157500,1606286,532269,29835,3471,4169,123176,0,449,1,188065,20481,0,686,273910,295756,76000,0,36412,13606,0,8000,20808
2002:Q2,1681145,1366203,76729,1289474,156625,158317,1685266,589713,27818,3437,4195,122984,0,444,1,191465,20943,0,822,271531,309072,79949,0,37473,17419,0,8000,-4121
2002:Q3,1706636,1389412,85135,1304277,158059,159165,1768290,629602,33223,3403,4199,125952,0,478,0,193719,21574,0,829,272161,328111,86421,0,38602,20266,0,9750,-61654
2002:Q4,1762821,1438302,95717,1342585,163897,160622,1808111,645697,32131,3369,4280,126994,0,475,0,199644,22000,0,837,286085,324655,90024,0,39394,21026,0,11500,-45290
2003:Q1,1793878,1465117,97398,1367719,167987,160774,1831409,631260,32334,3199,4277,128576,0,513,0,208331,23777,0,844,306559,329805,90401,0,39076,19208,0,13250,-37531
2003:Q2,1853615,1519965,97180,1422785,171757,161893,1911646,684094,30865,3029,4321,132711,0,519,0,216562,25564,0,851,302964,342304,91696,0,39037,22129,0,15000,-58031
2003:Q3,1865836,1528795,99902,1428893,174523,162518,1908467,660405,34611,2859,4575,137998,0,614,0,226762,27001,0,2701,300411,336398,92441,0,40357,24085,0,17250,-42631
2003:Q4,1900376,1558759,106092,1452667,177703,163914,1962182,678038,35404,2689,4961,138750,0,566,0,239499,28501,0,4552,309240,337184,94060,0,44381,24858,0,19500,-61806
2004:Q1,2721300,2334491,24914,2309577,190253,196556,2797307,1481096,33487,3104,5296,140039,0,612,0,253993,29922,0,6403,311096,342942,94611,0,47928,25028,0,21750,-76007
2004:Q2,2796417,2397952,29724,2368228,195793,202672,2790632,1470108,32561,3519,5329,143340,0,637,25,265024,31245,0,8253,312350,321838,92031,0,50201,30172,0,24000,5785
2004:Q3,2832979,2431889,40820,2391069,197078,204012,2900324,1552355,31750,3934,5969,146009,0,255,20,277293,32582,0,6592,308683,328369,94725,0,53207,33582,0,25000,-67345
2004:Q4,2882150,2475324,44412,2430912,201301,205525,2968720,1603697,31813,4349,5714,147840,0,341,30,287510,33817,0,4930,322550,328683,94841,0,44644,31961,0,26000,-86570
2005:Q1,2941913,2529013,45677,2483336,204420,208480,3010257,1609258,32636,4374,5906,152685,0,354,30,300438,34823,0,3268,335999,329756,94210,0,43176,36344,0,27000,-68344
2005:Q2,3005637,2576478,35920,2540558,206686,222473,3096433,1671928,30113,4398,6438,155957,0,358,30,309393,35269,0,1607,341897,339839,95966,0,42827,32413,0,28000,-90796
2005:Q3,3049536,2602769,33852,2568917,212660,234107,3134771,1683628,32331,4423,7265,162233,0,322,30,324622,35797,0,1676,340211,341101,95159,0,42185,35288,0,28500,-85235
2005:Q4,3105530,2639420,42721,2596699,216019,250091,3182070,1707305,32113,4447,7517,166129,0,508,30,331011,35991,0,1746,349329,339800,94564,0,39695,42885,0,29000,-76540
2006:Q1,3120600,2644989,43215,2601774,218113,257498,3177794,1679708,34480,4776,7366,169489,0,641,30,337413,37350,0,1816,364658,343396,93444,0,38174,35553,0,29500,-57194
2006:Q2,3184472,2683820,35233,2648587,226603,274049,3213786,1716064,30718,5106,7861,171051,0,750,30,342444,38340,0,1885,357285,345020,92822,0,36521,37889,0,30000,-29314
2006:Q3,3211659,2703084,30417,2672667,226736,281839,3289720,1752286,27313,5435,8448,178729,0,1023,30,345866,39211,0,1785,372460,357716,94227,0,34617,38392,0,32182,-78061
2006:Q4,3291840,2755460,34328,2721132,232290,304090,3369627,1766867,28131,5764,9083,190065,0,1338,30,351179,39222,0,1685,392473,367941,94526,0,36091,50868,0,34364,-77787
2007:Q1,3368829,2815322,36058,2779264,234878,318629,3434449,1779025,28420,5642,9834,198384,0,1377,30,360560,40820,0,1585,419597,376556,93599,0,34062,48412,0,36546,-65620
2007:Q2,3454504,2865612,31244,2834368,242220,346672,3475144,1788620,29455,5519,9712,201492,0,1134,16,370104,42364,0,1484,427646,378704,91723,0,34490,53953,0,38728,-20640
2007:Q3,3484539,2881735,37220,2844515,243912,358892,3513295,1787214,30464,5397,10476,204347,0,1386,21,379956,44056,0,1427,457733,379454,90732,0,33612,45124,0,41896,-28756
2007:Q4,3560648,2930296,51304,2878992,254996,375356,3426519,1649587,29188,5274,10739,201960,0,2024,20,388721,45199,0,1370,497195,377812,88920,0,33324,50122,0,45064,134129
2008:Q1,3597160,2953797,52759,2901038,257956,385407,3412643,1599273,20814,5186,10843,211546,0,2022,0,390945,46604,0,1313,512341,378055,85197,1063,33137,66073,0,48231,184517
2008:Q2,3641232,2960098,42272,2917826,268427,412707,3446856,1628079,20463,5098,10924,211954,0,2199,0,394079,47847,0,1256,518576,387881,82478,1497,31323,51803,0,51399,194376
2008:Q3,3649033,2956033,43781,2912252,265844,427156,3304579,1513507,24071,5010,10839,229700,0,2263,0,393927,48642,0,1184,488074,371236,72581,1673,28746,61946,0,51180,344454
