1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1998:Q1,1125798,195559,549571,34686,10480,79984,246639,8879,1157026,809049,232144,0,115379,454,-31228,100179,-33960,102911,219736,186816,6879,26041,204474,302,21344,308,35184,-60992,21472,-65900,-21080,-1624,6140,63357,4280,59077,8780,-26076,4816,6407,151044,178433,62547,-1697,64244,-60,20156,95790,-116825
1998:Q2,1137034,201443,555409,34544,10460,80675,245298,9205,1171762,822348,235316,0,113648,450,-34728,101224,-34447,100943,146420,194278,7403,-55261,155502,5277,8398,880,-23188,119900,-5164,19092,91556,-2008,16424,56715,5076,51639,21000,8080,1720,-4007,-39272,210764,71030,-11860,82889,432,20716,118586,-45477
1998:Q3,1151909,201596,561565,35679,10336,81283,251972,9478,1184041,836822,233928,0,112847,444,-32132,102835,-36439,107142,188884,201811,7848,-20775,180464,-972,10291,628,-6928,70408,12260,16580,33436,180,7952,50014,-276,50290,7668,-9628,4012,10427,44544,201239,62153,-12446,74598,1056,21272,116758,-81742
1998:Q4,1181227,206288,568552,34827,10128,81628,270073,9731,1206024,850856,241728,0,113004,436,-24797,104408,-38814,118425,83480,202394,8214,-127128,57588,-1578,17475,9360,28744,169984,32816,43656,69884,928,22700,33126,29292,3834,-60784,-21568,17492,7077,-141740,184716,70987,931,70056,-916,21536,93109,34945
1999:Q1,1193549,208166,576241,36254,9876,82276,270771,9965,1229525,867226,247840,0,114040,419,-35976,105860,-35630,105514,127879,206771,8502,-87394,119669,838,12924,388,-2060,95404,17264,22968,43416,324,11432,12461,4620,7841,-13424,-5332,8356,3114,7000,207063,62228,-466,62694,0,22032,122803,-22365
1999:Q2,1202673,209398,585429,35462,9700,83425,269318,9941,1247556,886523,246376,0,114238,419,-44883,107730,-40182,103029,107527,208989,8668,-110130,64198,1681,13025,304,-5772,88924,15848,21088,41352,256,10380,11613,1808,9805,-31896,-11700,6368,21379,-29728,174327,20665,1541,19125,328,22500,130834,-4498
1999:Q3,1234207,216423,595236,35583,9664,85555,282088,9658,1274559,905564,255028,0,113538,429,-40352,109313,-42270,111231,148615,214262,8711,-74358,134648,7284,15892,300,-6484,90532,16096,21416,42240,260,10520,-3455,1456,-4911,24308,7600,6360,2239,-9928,209006,55364,7296,48068,-144,23048,130738,-37384
1999:Q4,1258067,223960,603704,35885,9768,88394,287414,8942,1295478,922938,260152,0,111939,449,-37411,111388,-42018,115995,131563,224458,8632,-101527,68334,2849,12918,624,4172,130664,24092,32048,57844,520,16160,-99,10876,-10975,-65516,-23132,13664,12941,-20752,169861,17283,1882,15401,-6700,23800,135478,-15568
2000:Q1,1280634,232154,612427,37188,10024,91757,289133,7951,1308322,938265,260084,0,109490,483,-27688,113373,-43228,128913,178089,232262,8429,-62602,97352,1452,12276,332,-7048,98860,17580,23388,46116,284,11492,-10282,1604,-11886,-16728,-6488,6968,25574,-7564,159954,18837,12259,6578,148,24500,116469,-49176
2000:Q2,1303304,243310,618935,36549,10440,93881,293414,6775,1331564,952508,269400,0,109140,516,-28260,115776,-43555,131071,222528,228838,8413,-14723,71672,974,10500,176,-12656,82188,14184,18872,39912,160,9060,-14205,-3084,-11121,11804,3140,3460,10080,-23788,86395,-26673,4733,-31406,236,24608,88224,-91457
2000:Q3,1311730,236592,623720,33479,11028,94568,306770,5573,1357308,968673,277172,0,110912,551,-45578,117728,-43196,115346,322668,229855,8582,84231,93362,1668,21923,316,-8788,100276,17724,23588,47152,272,11540,-14688,572,-15260,-3988,-2220,6560,-10001,2304,9131,42226,-13917,56143,936,25016,-59047,-207322
2000:Q4,1318269,234779,630134,33708,11796,94157,309452,4243,1382641,988182,279080,0,114793,586,-64372,119497,-46777,101902,30214,234891,8936,-213613,40678,-658,-2603,144,-14292,81552,13964,18580,39996,144,8868,-24709,-4176,-20533,32776,10004,2712,16664,-60912,254291,31626,2353,29273,196,25672,196797,71688
2001:Q1,1350455,250917,637109,30114,12688,92916,323936,2775,1431089,1011709,290440,0,120896,8044,-80634,121248,-47978,88592,168608,241267,9476,-82135,149249,-4973,5483,224,-12672,91148,15820,21044,43944,192,10148,13041,-2532,15573,40544,12464,4408,-3703,3284,231384,126338,31129,95209,296,26436,78314,-80016
2001:Q2,1367367,259897,637807,30385,13460,90669,333339,1810,1474849,1026048,308048,0,126372,14381,-107482,122650,-50762,65930,239255,255453,9950,-26148,136158,15624,22265,492,-5292,129740,23324,31028,59608,416,15364,-947,4676,-5623,-27928,-10164,10532,-6164,8000,162306,75023,23062,51962,120,27248,59915,-173325
2001:Q3,1341854,231913,641699,28312,14076,88337,330934,6583,1471829,1039884,295784,0,131327,4834,-129975,123991,-57360,51376,121726,239077,10354,-127705,80244,7710,12174,0,-19848,64344,10472,13936,33532,24,6380,-27027,-8864,-18163,48112,14636,-644,10335,-29548,207949,90355,33989,56366,-316,26716,91194,-70350
2001:Q4,1353562,229346,653012,26601,14540,85447,344344,272,1514622,1049488,326008,0,135773,3353,-161060,125525,-50784,15249,-62088,256362,10692,-329142,44040,3606,8962,456,-7468,130556,23332,31044,60480,392,15308,-7591,3316,-10907,-45380,-15728,9684,11615,-44672,373181,129715,7211,122504,300,27416,215750,77337
2002:Q1,1365993,227360,659349,28300,14904,82368,353215,497,1532342,1064881,325959,0,139672,1830,-166349,127090,-58257,18998,86374,261097,10964,-185687,8383,5409,3692,108,-17464,81952,13836,18408,40908,108,8692,-29247,-6220,-23027,-11536,-4808,1840,524,-22088,194069,102914,16863,86052,1080,27924,62151,-67376
2002:Q2,1367757,214335,663978,30157,15376,79763,363222,926,1553559,1081202,326024,0,145746,587,-185802,128723,-52884,-4195,-23641,258522,11167,-293330,87014,16699,21353,96,-17952,81072,13648,18156,40620,104,8544,-11823,-6576,-5247,34504,9764,1516,-5026,-43188,380344,140086,31546,108540,340,28108,211810,19446
2002:Q3,1398762,218823,680467,31466,16072,77567,373307,1060,1582503,1092116,334717,0,153991,1679,-183741,130149,-48609,-4983,392448,260788,11300,120360,106913,10808,5241,-8,-20668,65508,10636,14152,34244,16,6460,8302,-9324,17626,45804,13160,-776,1034,-21492,-13447,147441,29306,118136,692,28348,-189928,-397431
2002:Q4,1412125,218861,689031,33533,16952,75396,377788,564,1610675,1101295,345405,0,164401,-426,-198550,131414,-51828,-15308,-377093,265692,11365,-654150,105990,-6352,4770,372,-11996,124688,21976,29236,58880,324,14272,39253,4,39249,-29140,-10288,7704,9584,-22604,760139,185234,23169,162065,412,28652,545841,361785
2003:Q1,1422540,217856,698517,34516,18040,73694,380281,-364,1636050,1112022,346966,0,176975,87,-213510,133034,-49890,-30586,369661,267263,11373,91025,2525,-1684,33816,-12,-248,-1724,-328,-440,-716,-12,-228,-28641,-272,-28369,10924,3340,-304,1687,-14628,-88500,107815,16162,91653,208,28928,-225451,-400247
2003:Q2,1445532,207890,709948,31731,19212,72319,405497,-1065,1642363,1108932,348328,0,184757,346,-196831,134215,-55180,-7436,-866053,263890,11394,-1141337,-31269,16958,19416,652,4804,-7100,6292,-896,-2064,-128,-10304,-44942,5180,-50122,-3400,1200,-5656,-2832,-10368,1110068,176299,17602,158697,-108,28412,905465,858617
2003:Q3,1495345,234166,723411,33559,20524,71815,413704,-1834,1663239,1114654,361831,0,187754,-1000,-167894,135479,-52683,20268,189922,272521,11434,-94033,216038,15668,6974,768,5252,125204,1104,48048,57164,1272,17616,61658,12452,49206,-3400,1200,-3168,5902,-20,310071,94779,6719,88061,344,28796,186152,-169654
2003:Q4,1517443,239717,729760,36181,21952,72041,420570,-2778,1667327,1123480,356971,0,185972,904,-149884,136806,-51562,38484,122913,272559,11492,-161138,268036,210,17626,1704,17948,202972,17196,68968,88424,1304,27080,39178,26732,12446,-3400,1200,1280,6082,-16764,429174,102934,1017,101917,-132,28896,297476,-84429
2004:Q1,1538746,239025,753180,37828,23412,72678,416236,-3613,1697329,1141549,376008,0,179401,371,-158583,138549,-53508,33474,79885,273244,11614,-204973,207876,4230,41818,1288,11116,76864,7964,26760,32892,1128,8120,41030,19740,21290,-3400,1200,12104,9574,12052,412849,163933,17575,146358,276,29296,219344,-46411
2004:Q2,1557229,234349,765123,40794,24524,74186,422790,-4537,1721430,1159083,387105,0,174873,369,-164201,141790,-49994,27583,226516,277038,11555,-62077,-21753,-6926,-3478,-208,-18764,30872,-30108,28044,20100,1036,11800,-11034,-13672,2638,-3400,1200,2944,12737,-25696,40323,227887,43896,183992,236,29736,-217536,-198933
2004:Q3,1582702,247705,775416,43889,25212,76243,419508,-5271,1734255,1175769,385749,0,172370,367,-151553,146200,-38234,32881,-24491,278093,11314,-313898,465155,6012,13051,2700,37316,247984,40264,73368,103420,1816,29116,62039,50280,11759,-3400,1200,8960,15901,73392,779053,195439,43988,151451,220,30076,553318,57372
2004:Q4,1634861,261824,797619,44320,25468,79579,431698,-5647,1759737,1196462,391010,0,171897,368,-124876,150387,-50542,76053,34655,282763,10897,-259005,-448650,-20568,-2827,-1500,-43732,-262172,-60956,-55032,-112080,-1196,-32908,-32434,-42708,10274,-3400,1200,9856,13684,-106756,-189645,140825,-16498,157324,540,30728,-361738,41398
2005:Q1,1677924,269376,817860,55301,25348,81761,433371,-5093,1782113,1209130,399136,0,173477,370,-104189,152477,-55478,103766,212838,285182,10309,-82653,224793,45211,4583,564,-3404,64600,-10636,30256,29884,984,14112,73462,3612,69850,-3400,1200,14988,12746,14244,307447,203599,1577,202021,316,31056,72476,-109072
2005:Q2,1701632,270444,835887,52976,24988,85374,437146,-5183,1809180,1223227,410017,0,175565,371,-107548,155986,-56644,105082,105631,289740,9956,-194065,413153,12180,21833,2116,23836,157412,22280,44880,63412,1848,24992,128868,36168,92700,-3400,1200,17840,17068,34200,607218,176415,-6393,182809,456,31516,398831,-549
2005:Q3,1725227,275953,851755,53306,24436,89548,435848,-5619,1833199,1245497,409140,0,178190,372,-107972,160099,-58423,110550,312823,292548,9831,10444,739590,-18586,19803,3384,44488,432280,46208,138328,188820,3412,55512,164270,62060,102210,-3400,1200,21400,17207,57544,729146,168213,-3967,172180,964,32156,527813,-202273
2005:Q4,1761725,285185,866604,58189,23688,94183,439890,-6014,1856749,1267160,407879,0,181337,373,-95024,162983,-31358,99317,204743,297622,9928,-102807,104947,-2584,4400,-1900,-1904,48016,-9988,23964,24804,1108,8128,41580,6780,34800,-3400,1200,15520,8979,-4960,207754,108157,2019,106138,768,32948,65881,-105426
2006:Q1,1788059,294934,882724,59648,22765,99611,434923,-6546,1854929,1275540,394020,0,184996,373,-66870,164924,-58815,156869,237604,307479,10552,-80427,-224377,11422,19455,880,-31108,-124036,-44192,-14944,-55384,-324,-9192,-48408,-29396,-19012,-3400,1200,4504,14490,-69376,-143950,4258,4330,-72,296,33504,-182008,-80735
2006:Q2,1818306,310082,892187,60316,21869,104672,437149,-7969,1885100,1297624,399176,0,187927,373,-66794,169332,-58460,160998,288957,315778,10818,-37639,391903,5330,40642,1748,15484,206412,10300,72116,88404,2332,33260,42603,28408,14195,-3400,1200,14988,21735,45160,429542,148342,7387,140954,912,34256,246032,-127959
2006:Q3,1828258,297737,903874,61764,21004,109089,444199,-9409,1923026,1318137,414373,0,190143,373,-94768,172530,-57392,135154,19111,316696,11351,-308936,262114,2707,28500,2472,20128,116156,14992,40236,48292,1660,10976,60230,35048,25182,-3400,1200,5500,10050,18572,571050,151241,-25154,176394,580,34552,384677,116043
2006:Q4,1822982,301711,912383,55240,20175,113438,431621,-11586,1938372,1338322,408115,0,191561,374,-115390,177368,-56975,118953,216740,321053,12151,-116464,457501,-8747,14459,3244,21472,312196,15748,82044,179616,2572,32216,105547,37672,67875,-3400,1200,10832,-4762,5460,573965,160320,-20136,180456,592,34804,378249,-97787
2007:Q1,1890211,320543,931937,59196,19428,117072,455875,-13840,2002398,1368112,440104,0,192303,1879,-112187,182563,-56291,126667,161568,332834,13217,-184483,486545,4550,13069,3480,26916,251432,20972,87656,103440,3152,36212,137524,46008,91516,-3400,1200,5796,749,45228,671027,229648,15047,214601,848,35876,404655,-34901
2007:Q2,1910531,332001,939352,59436,18874,118818,457736,-15686,2015315,1388508,423657,0,192490,10660,-104784,185852,-61549,142617,217433,338997,13907,-135471,-87724,-18360,50568,3984,-27876,-97648,-39964,-13556,-36976,200,-7352,45893,-25660,71553,-3400,1200,11224,18095,-71404,47747,228160,30745,197415,704,36588,-217705,-74816
2007:Q3,1896092,319593,940422,56296,18549,119171,459280,-17219,2036596,1405791,429941,0,192114,8750,-140504,189011,-61021,109528,79677,344089,14220,-278632,350666,7573,42690,8476,25180,178524,17908,53492,71552,2880,32692,51210,45316,5894,-3400,1200,3100,-5427,41540,629298,132254,5184,127070,612,36992,459440,29851
2007:Q4,1904613,314216,957107,56588,18465,116819,459857,-18439,2068534,1427767,442278,0,191249,7240,-163921,192586,-60168,88833,41049,352027,14158,-325136,-22287,6424,38897,7836,-5040,-72256,-15168,-24120,-36576,3768,-160,-21116,5408,-26524,-3400,1200,11224,-9485,23428,302849,109282,16928,92353,500,37672,155395,47784
2008:Q1,1916660,333398,952519,50204,18569,112644,468533,-19207,2086054,1445915,446324,0,189832,3983,-169394,195962,-62208,88776,97412,352541,13719,-268848,-148098,-990,-12242,10288,-13784,-132308,-24352,-50656,-61504,1228,2976,-36051,-6144,-29907,-3400,1200,-9124,3206,45108,120750,93205,11694,81511,440,37804,-10699,-8636
2008:Q2,1954741,361122,959407,51620,18676,107928,475429,-19441,2122497,1468626,455994,0,194930,2947,-167756,198949,-64390,95583,231083,356376,13367,-138660,3480,929,35043,1644,-14480,50056,-24808,45420,23220,456,5768,-53896,-6824,-47072,-3400,1200,-12928,4868,-5556,142140,75079,13633,61446,816,38508,27737,-135500
2008:Q3,1917371,323826,964772,52840,18744,103294,473369,-19474,2166001,1497423,460018,0,206409,2151,-248630,202634,-62277,16281,-77033,361372,13101,-451506,-145971,13108,4639,4116,-22464,-99568,-32592,-43052,-59960,2388,33648,-54757,-18516,-36241,-3400,1200,-18860,3719,26296,305535,23349,-27615,50964,1100,39408,241678,93314
2008:Q4,1867596,305131,946311,35072,18771,98383,483106,-19178,2170063,1480712,462102,0,224454,2795,-302467,207098,-63353,-32016,-350039,361334,12921,-724294,-460971,20438,49000,13120,-33004,-459792,-42496,-165184,-215288,-580,-36244,-96335,-33876,-62459,-3400,1200,-21840,5907,63736,263322,-31849,21377,-53225,984,38344,255843,318023
2009:Q1,1872392,281132,929232,43742,18775,92576,524916,-17981,2204432,1473276,480171,0,248985,2000,-332040,209304,-63185,-59551,-126713,363541,12827,-503081,-188813,2754,41057,-2604,-28256,-103188,-36884,652,-47448,-2396,-17112,-64594,-28224,-36370,-3400,1200,-22748,-6891,-2144,314268,140979,1077,139902,600,38340,134349,67162
2009:Q2,1914766,275593,923045,49624,18685,87823,576819,-16823,2250726,1491582,491959,0,265980,1205,-335960,209023,-64261,-62676,-276425,365382,12712,-654519,530662,98503,7931,-5956,32660,369720,22276,188520,168392,3488,-12956,31436,62776,-31340,-3400,1200,-5076,-7120,10764,1185181,168458,18767,149691,776,38912,977035,213749
2009:Q3,1925839,293306,937377,41279,18522,84741,567093,-16479,2282601,1503429,502420,0,275543,1209,-356762,208653,-71605,-76504,-117505,360376,12576,-490457,8867,-41715,3600,-7364,11368,95816,872,56168,60908,-1156,-20976,-8448,33192,-41640,-3400,1200,-1844,-8438,-31908,499324,98418,12467,85951,724,39100,361082,41001
2009:Q4,1945315,293274,952081,43391,18290,82615,572451,-16787,2289733,1512777,498167,0,277575,1214,-344418,209528,-72975,-61915,107326,351851,12418,-256943,126956,17254,-9237,-4616,764,44564,-109536,77012,61792,2696,12600,-12854,18516,-31370,-3400,1200,10056,-6147,89372,383899,159169,-655,159824,1180,39016,184534,-169241
2010:Q1,1961810,288421,951591,45061,17951,81731,594808,-17753,2296730,1514311,508711,0,272090,1618,-334920,210991,-69200,-54729,24023,341149,12238,-329364,140166,5742,19135,-1216,5420,202228,94396,53620,43568,2024,8620,3625,24324,-20699,-3400,1200,13160,-936,-104792,469530,92000,3085,88914,4788,38492,334250,-78752
2010:Q2,1959105,278022,965747,43431,17728,80824,591503,-18150,2294304,1511318,513010,0,267857,2119,-335199,212717,-78531,-43951,737,349400,12073,-360736,-308115,4796,-24571,1600,-22072,-254800,-30264,-91144,-101636,-1076,-30680,-44344,-18596,-25748,-3400,1200,14120,-1801,21156,52621,24746,-12410,37155,-356,38456,-10225,-44688
2010:Q3,2010345,297828,970137,45450,17658,80222,616960,-17910,2302050,1502405,533207,0,264862,1576,-291705,214172,-79959,2426,-108743,351552,11922,-472217,176127,7515,-3047,5160,15268,130604,2504,55664,62332,1248,8856,24369,40576,-16207,-3400,1200,9604,-1503,-9644,648344,49378,-22403,71781,1468,38200,559298,111169
2010:Q4,2035339,311933,977700,50434,17730,80252,614212,-16922,2309328,1504523,540777,0,263077,951,-273989,215771,-79892,21674,102059,346916,11786,-256643,319827,6723,6614,5740,9984,285288,-2816,131876,104224,5576,46428,10382,32568,-22186,-3400,1200,14928,-140,-17492,576470,184629,28664,155965,3140,38132,350569,-80385
2011:Q1,2035439,315181,986798,48412,17900,79780,602679,-15311,2316426,1508654,544442,0,262476,854,-280987,217868,-75453,12334,943,341140,11665,-351862,-111818,17825,8462,-1008,-14420,-39376,-23460,7760,-20176,404,-3904,-50035,-7124,-42911,-3400,1200,12084,1305,-44456,240045,-94116,-7857,-86259,4508,38164,291489,11391
2011:Q2,2056441,319400,996422,49753,17952,79648,607104,-13838,2315223,1516539,534677,0,263568,439,-258782,220735,-74210,36163,-62956,338996,11532,-413484,-274987,24157,23753,8,-20796,-195624,-28180,-59664,-81828,-2816,-23136,-87665,-17876,-69789,-3400,1200,9924,395,-26940,138497,-102226,-38340,-63886,14300,38320,188103,99119
2011:Q3,2006140,327201,994515,46411,17886,79414,553110,-12397,2295735,1508296,520706,0,266290,443,-289595,223787,-71050,5242,-56489,339975,11387,-407851,-198458,6787,5355,-544,-8004,-224712,-6372,-119224,-79784,-2732,-16600,-42181,-10964,-31217,-3400,1200,284,-579,67336,209393,-2796,-1045,-1751,16512,38240,157437,61731
2011:Q4,2010658,329936,1002668,48964,17682,79318,542962,-10872,2289455,1495365,522914,0,270729,447,-278797,226477,-75689,23369,-12736,343700,11231,-367667,284239,19166,34622,3124,22848,185920,7576,96016,55396,1756,25176,17740,37304,-19564,-3400,1200,-176,674,2520,651906,41447,4702,36745,-8196,38320,580335,36105
2012:Q1,2029981,330072,1016945,49174,17395,78808,546801,-9214,2311510,1510321,523897,0,276841,451,-281529,228899,-72243,19613,38479,337613,11063,-310197,-104884,-13952,16595,-5544,-5392,-39960,-14596,41276,-48736,-1280,-16624,-7214,-9728,2514,-3400,1200,8856,7823,-63896,205313,-8929,1851,-10781,14932,38356,160954,-18866
2012:Q2,2047215,337033,1019504,49523,17171,78848,553102,-7966,2330650,1504837,544371,0,280986,456,-283435,231364,-72808,20737,14428,337009,10943,-333524,-96879,-1578,12846,-4144,-4120,-141420,-13360,-32428,-78428,-1320,-15884,22817,-8188,31005,-3400,1200,-2584,7027,16476,236645,83342,12213,71129,528,38180,114595,6309
2012:Q3,2049416,346232,1016593,52058,17093,78722,545748,-7030,2338908,1513228,542016,0,283204,460,-289492,233243,-71045,14796,66955,332095,10872,-276012,214989,-14104,36331,-1012,17000,108568,2016,83364,19112,584,3492,39989,27504,12485,-3400,1200,16256,7037,7124,491000,9669,8981,688,-140,38088,443383,-52159
2012:Q4,2086423,359179,1030760,51905,17145,78922,554844,-6332,2371136,1534489,552723,0,283460,464,-284713,234415,-81336,31038,151758,328250,10849,-187341,-144881,-6450,10088,1860,-10984,-105540,-18056,360,-72596,-1300,-13948,-23596,-19712,-3884,-3400,1200,-288,8021,-15792,42460,-36110,-6913,-29197,-64076,38228,104418,-120720
2013:Q1,2122768,377310,1053084,52612,17289,78786,549637,-5950,2383246,1557343,548360,0,277074,469,-260478,235953,-72888,48363,107416,326031,10567,-229182,256558,6284,16189,-3512,20564,207532,3816,108840,58308,2144,34424,12149,31956,-19807,-3400,1200,3804,2652,-6904,485741,7279,-5259,12538,1596,38568,438298,-59053
2013:Q2,2157948,387456,1054928,54330,17498,78730,571127,-6121,2403402,1568390,562787,0,271752,473,-245454,237794,-69339,61679,282844,330192,10376,-57724,88191,-4835,31805,-964,-3448,88408,-12688,65952,5864,1868,27412,-23618,-7656,-15962,-3400,1200,9744,3306,-10008,145914,-68999,-19751,-49247,136,38700,176077,-221165
2013:Q3,2143926,368039,1063832,53278,17769,79213,567684,-5889,2422737,1581915,572774,0,267570,478,-278811,239751,-73339,34279,-47219,333636,10277,-391132,-35574,18571,19229,1564,3100,19188,-8288,44912,-21828,1000,3392,-95193,2668,-97861,-3400,1200,20688,3103,-23624,355559,-62977,-7671,-55307,612,39004,378920,81498
2013:Q4,2148873,365934,1069540,54424,18085,79794,566502,-5406,2428175,1589620,573608,0,264465,482,-279302,242220,-70962,33880,34666,333643,10268,-309245,225633,7444,14572,-332,19016,199056,1548,120520,50756,2112,24120,-6047,28284,-34331,-3400,1200,3524,3379,-12780,534877,-69039,-11903,-57136,176412,39128,388376,-786
2014:Q1,2188811,376683,1079280,55194,18438,80497,583390,-4671,2445591,1597296,585129,0,262679,487,-256780,244358,-70319,57897,-47731,328829,10261,-386821,-17227,-253,29441,-4168,6272,-28868,-6744,22432,-36188,-1352,-7016,-41901,7292,-49193,-3400,1200,12348,6362,5740,369593,-51560,-7181,-44378,44296,39128,337729,105628
2014:Q2,2251206,370496,1099377,55308,18710,81313,630017,-4015,2474925,1604911,607755,0,261767,492,-223719,246210,-72122,94613,57478,338470,10379,-291371,-168701,8052,8492,-3532,-7844,-150396,-15124,-29104,-79632,-2152,-24384,-2974,-15436,12462,-3400,1200,13880,7064,-39244,122670,-18142,-5033,-13109,-41956,39680,143088,37135
2014:Q3,2282837,386486,1108216,57091,18880,81473,634298,-3607,2514447,1618004,634124,0,261822,497,-231610,248216,-73803,90409,288074,343097,10622,-65645,-194397,14283,18427,-792,-18152,-175872,-20560,-44016,-90444,-3608,-17244,-32866,-31924,-942,-3400,1200,19100,7019,-23344,-128752,-65967,-12961,-53006,-174788,40116,71887,-197665
2014:Q4,2296083,394147,1117227,57806,18955,81803,629256,-3111,2534190,1627747,643157,0,262785,501,-238107,249441,-66462,77796,192817,347785,10990,-165958,194412,45054,-9969,1688,17164,78516,-532,50332,9500,1248,17968,45869,24636,21233,-3400,1200,-1216,7301,12204,360370,29097,-393,29489,504,40288,290481,-115021
2015:Q1,2316927,396426,1117887,57333,18998,80785,647870,-2372,2542322,1625066,652184,0,264566,506,-225395,250198,-68779,93582,211986,346611,11440,-146065,164867,-34828,44967,-2432,17756,89920,-764,62820,14952,1436,11476,32249,26164,6085,-3400,1200,-12788,5475,26748,310932,67954,-2048,70002,492,39912,202574,-118404
2015:Q2,2353096,416216,1125779,57627,19101,80426,655979,-2032,2585308,1650594,667272,0,266931,511,-232212,252095,-68272,88155,301078,361086,11791,-71799,8440,24480,2238,-1040,-3304,49004,-12060,60776,-22660,516,22432,-78839,-8152,-70687,-3400,1200,11788,5257,1056,80239,13979,-646,14624,468,41260,24532,-212923
2015:Q3,2356092,407415,1138042,55551,19289,80453,657095,-1753,2605435,1664818,670178,0,269923,516,-249343,253703,-72177,76537,130863,366338,12043,-247518,-142966,-7190,4953,476,-8040,-122236,1808,-40460,-74272,-1556,-7756,-80911,-15796,-65115,-3400,1200,9108,5446,57628,104552,22753,-19941,42695,-248,41920,40127,-54326
2015:Q4,2454734,413181,1144650,53736,19548,80966,744149,-1496,2614025,1668487,671487,0,273530,521,-159291,254562,-69864,165135,223866,359571,12195,-147900,275678,-17017,4462,2232,24816,255560,-2240,149372,65868,1792,40768,368,36012,-35644,-3400,1200,-5784,5385,7856,423578,-41338,-1125,-40213,-164,41720,423360,-58731
2016:Q1,2380343,398523,1153026,53275,19822,81550,675594,-1447,2625218,1667377,679936,0,277379,526,-244875,255142,-71622,81889,67110,373115,12463,-318468,-1245,7175,20534,5900,3416,-88736,-10380,-38484,-18828,-184,-20860,37545,5876,31669,-3400,1200,-972,9633,6460,317223,42248,-1029,43276,-572,42136,233411,14779
2016:Q2,2396033,407271,1160886,52402,19976,81770,675896,-2168,2657425,1687274,688496,0,281124,531,-261392,258254,-72441,69303,139272,372309,12740,-245777,94610,3853,17283,3916,3836,-50236,1820,-31140,-7176,-1184,-12556,87746,6380,81366,-3400,1200,25592,9832,-5012,340388,76187,2261,73926,-1232,42800,222633,-69969
2016:Q3,2446061,418734,1183558,52873,20047,82509,691522,-3182,2683590,1701195,697239,0,284620,536,-237529,259753,-73769,95993,319966,372677,13026,-65737,310760,15607,-20713,5096,16152,177392,7660,85464,62832,2168,19268,74916,25660,49256,-3400,1200,28132,11589,4788,376497,29146,-8387,37533,-16,43184,304183,-223973
2016:Q4,2478605,418695,1189955,54179,19995,83449,716908,-4576,2703443,1708386,706565,0,287951,541,-224838,262184,-72124,109470,425259,380378,13320,31561,279807,-2915,15631,6692,6012,245748,2852,134772,66364,3316,38444,-14091,9684,-23775,-3400,1200,17244,11610,-3924,248246,-17113,-3729,-13384,2828,43688,218843,-315789
2017:Q1,2478443,424262,1209368,55141,19833,84769,691678,-6608,2717205,1720530,705057,0,291071,547,-238762,265130,-72329,98697,192392,383476,13610,-204694,68562,2596,-9975,-2652,11028,90736,5232,42048,31172,808,11476,5755,17692,-11937,-3400,1200,-14752,4790,-16764,273256,-67467,-116,-67351,188,44096,296439,-93695
2017:Q2,2458255,412179,1221766,53840,19751,86258,672090,-7629,2717084,1721958,702281,0,292293,552,-258829,267906,-74594,83671,125742,388631,14013,-276902,-87169,1014,10583,-1508,248,-39088,116,-14684,-13568,-892,-10060,-49798,888,-50686,-3400,1200,7448,4944,-18812,189733,-17052,-32,-17020,540,44144,162101,-42071
2017:Q3,2520248,431851,1240181,54206,19797,87996,694056,-7839,2749245,1739189,717956,0,291543,557,-228997,271390,-71686,114079,260848,395115,14531,-148798,44597,-14959,21254,2996,5136,47836,2436,24832,15476,148,4944,-19112,8404,-27516,-3400,1200,18692,5592,-20636,193396,-13377,14322,-27699,160,44688,161925,-146769
2017:Q4,2597167,474629,1258834,54548,19986,89491,706934,-7255,2769943,1767174,713318,0,288888,563,-172776,274432,-71011,172667,393680,408273,15164,-29757,316261,1494,34651,2388,19228,194336,9120,87968,70996,1936,24316,51308,30496,20812,-3400,1200,13568,5229,-3740,346018,96260,4914,91346,984,45936,202838,-221013
2018:Q1,2628374,474285,1273222,54867,20194,90979,721087,-6260,2794338,1788950,720746,0,284074,568,-165964,278571,-70502,183109,464177,408733,15851,39593,-65277,-102,-3270,-4996,-11576,-6048,-5488,1588,-14868,220,12500,-47064,-17936,-29128,-3400,1200,5192,16464,-11676,-104870,-84391,4629,-89020,904,46400,-67783,-281068
2018:Q2,2619253,450890,1285258,60415,20353,92880,716099,-6642,2828336,1812007,732866,0,282889,574,-209083,283666,-71332,145915,348629,423981,16397,-91749,259677,-10638,1198,-2508,16824,187984,7976,77492,63452,1596,37468,17393,26676,-9283,-3400,1200,33584,17116,924,351425,3647,2024,1623,860,47472,299446,-202714
2018:Q3,2651356,460449,1300160,61598,20550,94187,722463,-8051,2863374,1840031,737314,0,285449,580,-212018,287119,-79003,154104,103536,427145,16758,-340367,196449,-15020,20947,-2032,11472,141856,5440,77652,42176,1872,14716,2539,18324,-15785,-3400,1200,42720,22115,-25948,536817,8468,6188,2280,1184,48264,478901,50568
