1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1954:Q1,43876,46504,0,24,-1192,-2652,-12,0,72,4,528,104,300,0,-260,0,456,-9320,-8540,0,-520,56,-476,136,16,0,0,88,24,0,0,0,0,428,-512,0,-20,0,0,53196
1954:Q2,63677,63817,0,-64,4,-512,-8,-4,76,4,552,-132,468,0,-196,0,-328,1416,204,0,-584,-276,872,88,16,0,0,112,24,0,0,0,0,408,572,0,-20,0,0,62261
1954:Q3,74769,77925,0,136,-1408,-1720,-24,4,72,4,128,-32,260,0,-312,0,-264,14628,9384,0,364,328,4388,80,24,0,0,112,40,0,0,0,0,-152,80,0,-20,0,0,60141
1954:Q4,21032,11360,0,-32,1944,7396,-228,0,84,-16,-192,136,1620,0,-276,0,-764,748,1848,0,412,-160,-1824,-128,48,0,0,84,72,0,0,0,0,-312,728,0,-20,0,0,20284
1955:Q1,26432,28572,0,200,-600,-4428,44,0,56,4,-16,-4,1416,0,-96,0,1284,-8616,-8016,0,-408,28,-664,68,8,0,0,52,128,0,0,0,0,280,-68,0,-24,0,0,35048
1955:Q2,102857,94057,0,-152,512,3020,88,4,72,8,292,92,4516,0,-268,0,616,5688,744,0,-288,-8,3720,-32,0,0,0,24,140,0,0,0,0,432,980,0,-24,0,0,97169
1955:Q3,60967,61259,0,208,-704,-1676,-44,4,76,4,144,152,1860,0,-196,0,-120,11084,8388,0,688,44,1628,-200,4,0,0,24,180,0,0,0,0,-104,456,0,-24,0,0,49883
1955:Q4,20185,9649,0,-860,1684,6780,8,0,84,-4,240,-180,3504,0,-124,0,-596,920,3320,0,624,52,-3324,-40,16,0,0,64,208,0,0,0,0,-640,664,0,-24,0,0,19265
1956:Q1,65542,70466,0,524,-1424,-4248,20,-4,92,8,460,-36,-2276,0,-296,0,2256,-6012,-6660,0,-312,-156,816,420,12,0,0,100,220,0,0,0,0,284,-708,0,-28,0,0,71554
1956:Q2,-35954,-39410,0,-272,728,2624,12,4,92,4,492,228,-36,0,60,0,-480,6468,112,0,-400,440,4728,356,12,0,0,136,300,0,0,0,0,492,320,0,-28,0,0,-42422
1956:Q3,-30506,-25490,0,1296,-1280,-2976,-56,-4,96,0,-136,-172,-1184,0,68,0,-668,3688,6916,0,700,244,-4252,308,20,0,0,136,292,0,0,0,0,-160,-488,0,-28,0,0,-34194
1956:Q4,88351,81835,0,172,1456,5736,-112,0,104,12,124,624,-800,0,-24,0,-776,4240,4496,0,268,-112,-604,128,32,0,0,104,204,0,0,0,0,-684,436,0,-28,0,0,84111
1957:Q1,-65411,-59619,0,-1236,-1104,-5724,12,0,104,4,164,-288,168,0,104,0,2004,-8580,-7368,0,-616,-420,376,4,56,0,0,80,184,0,0,0,0,268,-1112,0,-32,0,0,-56831
1957:Q2,78435,72511,0,1172,156,4172,56,0,112,4,360,28,680,0,-148,0,-668,7596,80,0,-628,-32,7252,172,80,0,0,60,88,0,0,0,0,488,68,0,-32,0,0,70839
1957:Q3,-116647,-111471,0,-928,-836,-2092,-296,0,120,0,-36,-40,-1068,0,192,0,-192,-2184,5748,0,616,-8,-7516,-80,84,0,0,56,144,0,0,0,0,-84,-1112,0,-32,0,0,-114463
1957:Q4,7603,-1017,0,944,1280,5964,-236,-4,144,24,260,204,-160,0,104,0,96,5552,3124,0,656,392,816,120,92,0,0,60,148,0,0,0,0,-656,836,0,-36,0,0,2051
1958:Q1,52091,62215,0,-872,-864,-7036,92,-4,152,4,-32,8,-2864,0,-120,0,1412,-6420,-8176,0,-880,-196,2100,92,40,0,0,68,92,0,0,0,0,248,220,0,-28,0,0,58511
1958:Q2,73943,65143,0,1368,2800,4096,368,0,144,0,920,-16,-1296,0,-212,0,628,11336,2108,0,-780,0,7972,328,20,0,0,60,48,0,0,0,0,588,1024,0,-32,0,0,62607
1958:Q3,122549,127449,0,-736,-3880,-1136,-56,0,140,0,204,-104,1480,0,-360,0,-452,-7948,4856,0,484,-60,-12596,288,12,0,0,72,40,0,0,0,0,-92,-920,0,-32,0,0,130497
