1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2010:Q1,44107,15261,122612,2480,-17220,14964,19720,5044,-616,1408,-14468,28352,-732,-2352,-45132,11940,-400,-656,4836,135164,-12068,0,147232,16848,38656,-640,-6656,440,-4280,-1860,51652,0,-17552,69204,-21808,-21636,-172,0,-76919,8960,-14096,-6668,-5400,3212
2010:Q2,59124,15311,53076,35440,-2832,-8876,-12288,-2976,-3960,-4748,-24732,24128,-36,-2508,192,-3964,180,-656,5280,43144,-12072,0,55216,-56832,-64928,708,2796,1588,-4260,176,-65936,0,12692,-78628,8096,220,7876,0,-66096,-132,16152,-6672,-5400,3212
2010:Q3,56240,15655,4928,8992,13152,-776,13240,5536,16084,5052,-39840,26408,-152,-548,21124,11040,20,-656,-544,-59964,-12068,0,-47896,38828,41800,-484,188,248,-4292,4904,41236,0,3892,37344,-2972,-7104,4132,0,74485,6856,7352,-6668,-5400,3208
2010:Q4,45710,15952,-87100,-26664,-9468,-8344,-28448,-15592,2548,-16988,-16848,18432,-392,-4672,3120,-97900,-132,-656,-15280,101736,-12076,0,113812,-44572,-31976,3708,-1980,-1840,-4260,-744,-26860,0,-29456,2596,-12596,-11704,-892,0,72286,-13940,-25996,-6672,-5404,3212
2011:Q1,36345,15906,23992,4580,8304,-2788,31492,2648,8940,5976,-16956,30884,-168,-200,2960,-7244,0,-508,6780,-19216,6504,0,-25720,-97436,50396,7352,12,1476,4944,36,36576,0,9680,26896,-147832,-151648,3816,0,-100990,-7364,-2300,2720,3784,9260
2011:Q2,17046,16411,67028,6948,-6536,-1608,-15504,-1932,-2076,7524,-53680,34660,1064,-252,-9188,1132,8,-508,20188,71284,6504,0,64780,73600,75300,224,356,-1164,4936,-628,71576,0,64552,7024,-1700,6008,-7708,0,7207,-1344,52568,2720,3784,9264
2011:Q3,17064,17147,150984,-39928,-10328,-768,5420,-11092,-13936,8944,-28912,50416,1080,-664,28080,17336,12,-508,7648,143604,6492,0,137112,21400,44052,-452,260,1044,4956,-4584,42828,0,41576,1252,-22652,-17440,-5212,0,-129667,-5104,29600,2716,3776,9260
2011:Q4,44541,17664,-131528,-6452,-14244,-436,-14856,14000,8736,440,-49824,11792,1340,-48,-8440,-5740,-60,-508,-1196,-80888,6504,0,-87392,35960,50460,-440,-208,2468,4948,1884,41808,0,71516,-29708,-14500,-11100,-3400,0,194365,-20276,59536,2720,3784,9260
2012:Q1,65167,18993,14068,23092,-8160,-932,17952,-5680,5956,-3980,-4808,26464,1028,672,4404,-19332,64,2492,15268,-22480,9124,0,-31604,-84172,-31188,-292,1608,-5544,-1852,3324,-28432,0,-10104,-18328,-52984,-51004,-1980,0,-52067,5280,-16940,5320,3804,1516
2012:Q2,58623,19472,79940,-228,4596,-2588,5720,-540,-9300,-9488,-3872,28920,896,-320,11688,5516,0,2040,3772,48848,9116,-644,40376,84700,38468,-4624,272,6972,-1860,680,37028,7864,22756,6408,46232,-13004,59348,-112,43911,-1448,15920,5316,3800,1520
2012:Q3,57474,19454,-4480,15196,13232,356,8652,2500,1132,-4340,-6504,15864,556,68,-2324,-2320,-12,1984,10448,-50316,9116,-608,-58824,50544,99644,-364,-292,-4420,-1852,1764,104808,-8984,18456,95336,-49100,-36300,172,-12972,93044,424,11628,5316,3800,1512
2012:Q4,-8053,19836,54380,11848,360,28,-5696,-1948,-8420,-10392,-15032,30096,512,1096,9676,16084,4,1884,-10276,28860,9116,-168,19912,-42160,-10980,1176,-84,-9688,-1848,-1140,604,-32,59316,-58680,-31180,-4228,-14372,-12580,-124429,-4048,52484,5316,3800,1516
2013:Q1,53441,21231,1908,-16816,-3336,984,32668,28,3376,-5932,-5936,41132,896,-1928,4776,20092,8,752,4608,-40796,-5688,108,-35216,29880,29460,2416,552,-704,-2212,-704,30112,-2900,-17872,50884,420,-2128,24176,-21628,60182,4308,-14748,-6840,1152,3716
2013:Q2,56557,20928,35032,-3628,-12752,-628,19820,-3048,-7636,-13216,800,42920,2908,1832,9628,18848,12,664,7304,-8976,-5700,4,-3280,7880,248,-4912,416,-3628,-2208,-7392,17972,-292,15156,3108,7632,-3620,10908,344,8477,1508,18280,-6848,1148,3724
2013:Q3,75677,21332,-4752,-1744,-652,-404,16684,1384,6184,-10420,4508,15028,1860,-900,-1224,21580,28,448,4804,-45232,-5692,-136,-39404,16248,15284,676,216,-3952,-2212,2444,18112,-48,208,17952,964,-6616,6896,684,75345,-2304,3332,-6840,1148,3716
2013:Q4,68357,21805,-56820,-4812,7548,68,-6508,4500,16304,-10224,-24216,7128,3764,-1124,-2468,-10956,216,708,-15840,-27416,-5700,80,-21796,1484,-8028,-612,2092,-1652,-2196,552,-6212,-380,-9212,3380,9512,-9980,19340,152,104856,-2780,-6080,-6848,1148,3716
2014:Q1,58994,21042,159164,16212,-9648,384,16380,-3328,1780,3440,-10440,24928,1328,5312,2264,5504,40,1168,17772,102448,152,1576,100720,112160,129968,-1420,684,3960,-504,532,126716,-1768,5832,122652,-17808,-13204,-5788,1184,-9052,4036,9868,-3684,3836,-352
2014:Q2,62500,21555,-50400,4244,5180,-600,1412,2688,14828,-1812,-14940,648,2160,532,-9168,24044,-36,1088,13700,-92956,156,-1552,-91560,-41936,-30980,464,-692,3044,-520,-1136,-32140,44,32300,-64484,-10956,-5908,-5308,260,49409,-2108,36340,-3688,3844,-352
2014:Q3,60033,22078,114488,4200,1708,92,38700,1176,12808,2256,-25816,48276,2324,880,3356,9236,20,1276,-1852,54548,152,780,53616,55688,71564,-576,272,7028,-500,-1532,66872,-44,26928,39988,-15876,-19408,2948,584,-20845,292,30964,-3684,3836,-352
2014:Q4,69945,22178,-70548,-352,-4824,388,-5268,-1124,-3832,-3960,-14160,17808,2464,-1520,15932,-7696,-4,1192,-12320,-58540,148,-828,-57860,-60756,-40012,-256,148,2024,-504,168,-41592,908,-6776,-35724,-20744,-15664,-4208,-872,57559,-2032,-2732,-3688,3836,-356
2015:Q1,65776,24698,86792,92,1712,-400,34072,684,36,-2336,30068,5620,1988,212,-460,6028,12,688,21988,20860,3196,4884,12780,35720,41056,364,228,6228,-252,4284,30204,-908,-1176,32288,-5336,-16248,10656,256,-9995,1256,-2720,-1316,4512,2860
2015:Q2,63771,24819,89068,-21328,3908,-396,31428,684,-3072,-11312,9520,35608,2120,-1272,-3196,-5212,12,684,14380,67940,3196,-2592,67336,31408,37784,0,-424,6632,-260,332,31504,0,35140,-3636,-6376,-18812,12228,208,-18708,760,33588,-1316,4512,2868
2015:Q3,64366,25013,145996,16380,4276,-400,16000,1564,-3492,-8020,7548,18400,2352,-3512,10492,6472,-4,740,7784,85416,3184,-408,82640,33292,32428,631,48,8076,-240,-5100,29013,0,44828,-15815,864,-25880,26356,388,-73351,-368,43292,-1324,4508,2860
2015:Q4,64121,25188,-60012,-6344,3448,-400,7960,812,940,-4736,-6356,17300,3480,1324,-12784,-3444,36,780,-14312,-39756,3196,608,-43560,-14436,-34108,512,852,12240,-248,3572,-51036,0,1160,-52196,19672,-24892,45328,-764,84509,-1504,-384,-1316,4512,2860
2016:Q1,67194,25092,139384,-5836,-13656,-456,42788,5884,3704,5532,4428,23240,2920,-184,13216,7628,-144,-16408,19056,90460,20192,2412,67856,180460,109300,-3707,-2264,12996,6840,4288,91147,0,41828,49319,71160,-23608,94716,52,83178,3980,32520,8112,12080,1196
2016:Q2,64415,25416,70684,16040,-8140,-208,21440,7632,7952,4160,-11916,13612,3092,-812,-14632,5052,252,528,4604,43468,20196,-1752,25024,46996,55456,-100,4948,-4964,6836,-1252,49988,0,53208,-3220,-8460,-18860,10476,-76,15311,108,43904,8112,12084,1192
2016:Q3,62150,25866,106560,-32196,3420,760,102968,20332,31412,7304,14052,29868,4220,28,-14244,11228,68,528,22268,7512,20188,1020,-13696,92968,99612,-96,1064,-3736,6848,-4972,100504,0,63804,36700,-6644,-14800,8748,-592,22692,444,54500,8112,12076,1192
2016:Q4,64843,26346,-44480,-7260,-8996,-328,14304,10516,2168,420,740,460,544,524,27184,14104,-92,528,-31092,-53900,20192,-4228,-69864,-12624,1584,-92,-1612,-5100,6848,6124,-4584,3448,16824,-24856,-14208,-17552,9448,-6104,70353,-3408,7520,8112,12080,1192
2017:Q1,86679,25579,156120,3824,2168,-72,-15888,-12436,20144,-384,-16380,-6832,-2788,484,21328,5876,24,1236,27904,112024,37232,0,74792,91388,115228,-48,64,-1824,1040,-1736,117732,-2000,14688,105044,-23840,-21224,-3240,624,-3633,6712,-11496,15804,21428,10380
2017:Q2,93027,26128,115992,428,2144,-84,26712,-10640,26824,5680,-8424,13272,5980,-1564,16036,23788,228,1236,17284,23804,37228,0,-13424,123384,142120,-60,4272,-1840,1036,-5284,143996,2104,96024,45868,-18736,-16436,-2076,-224,74291,1520,69852,15796,21432,10376
2017:Q3,-118128,26571,121844,39764,4748,108,33492,-7256,37284,5368,-12496,10592,3616,680,-1936,-216,-208,1236,2756,37804,37232,0,572,240380,251744,124,-3600,-2076,1044,2264,253988,440,222248,31300,-11364,-6656,-4924,216,-26163,1656,196068,15804,21428,10376
2017:Q4,92774,27228,-28404,-26932,6940,240,87788,-5340,51920,11684,-2264,31788,2668,-2664,3704,-21820,-44,1236,-10488,-69032,37224,0,-106256,-81416,-72380,-88,-812,-1784,1048,11968,-82712,1708,-29808,-54612,-9036,-6624,-1760,-652,12534,-2044,-55980,15796,21428,10376
2018:Q1,82027,27026,125116,5260,7164,-568,2788,-6516,-31020,15528,2616,22180,3504,4412,26172,-4604,244,2476,44732,33536,8756,0,24780,75968,67304,-392,3920,-3720,8404,3732,55360,-2196,35140,22416,8664,-3680,8340,4004,5853,2152,19084,6944,1812,9112
2018:Q2,106664,27577,121148,26716,22164,-404,22788,-4660,-20408,5528,-29464,71792,1040,1016,5100,14712,-128,-916,24132,4928,8764,0,-3836,65872,58448,-284,-2080,-3536,8384,-8300,64264,1060,49284,13920,7424,-8612,15256,780,23811,1928,33228,6948,1816,9108
2018:Q3,91647,28002,117644,-28780,-15524,184,72156,-144,6352,35260,-34512,65200,2892,488,38228,29116,36,-1464,9368,10944,8752,0,2192,107212,111544,-136,420,-1576,8408,-72,104500,764,81620,22116,-4332,-11872,7604,-64,53213,-2872,65568,6944,1808,9108
2018:Q4,38845,28358,100164,-9956,-3152,592,76960,2708,76716,24512,-94332,67356,3248,-148,10912,-7208,-24,-4580,-6908,40428,8756,0,31672,-57040,-50440,-72,-416,-3072,8404,2876,-58160,1556,10196,-69912,-6600,-11616,6248,-1232,-146717,2220,-5856,6944,1812,9108
2019:Q1,87688,29120,46399,8612,-1484,1452,48052,5228,-3940,8124,-3804,42444,1400,-7080,-9836,13896,116,-1084,17436,-25082,10472,0,-35554,81748,81932,76,1928,176,2612,4148,72992,-76,23020,50048,-184,-3288,1792,1312,93918,1552,16012,4996,5476,2012
2019:Q2,82161,29694,107190,34304,14056,332,11856,-1580,-11356,-8152,-11576,44520,480,796,-5396,3444,-112,4700,22548,20182,10472,0,9710,92272,103976,-56,-1908,-240,2620,-4496,108056,2880,57520,47656,-11704,-4816,-6068,-820,37549,-1312,50504,5000,5472,2016
2019:Q3,80087,30081,109011,17824,1600,-320,28196,-4512,-25504,7528,-2812,53496,-232,-4604,24384,10608,20,2584,-8520,37471,10468,0,27003,78160,78204,-108,128,1300,2608,-3560,77836,516,27860,49460,-44,-2452,3528,-1120,19155,472,20856,4992,5476,2012
2019:Q4,105212,30331,103028,8872,-4224,992,30664,2732,12592,17480,-612,-1528,7796,2372,-16296,3188,44,-5612,-5000,80232,10468,0,69764,36848,68008,28,712,-2048,2604,3944,62768,1432,67516,-6180,-31160,-13156,-17228,-776,8701,-416,60508,4996,5472,2012
2020:Q1,68214,36231,51904,-13868,-248,1496,61780,5540,3852,-8080,-1276,61744,2944,-3744,-9172,25808,504,1032,40280,-54908,3836,0,-58744,5368,25820,184,9752,-2012,11104,10604,-3812,-984,28596,-31424,-20452,-13892,-6940,380,-14554,-336,23612,7108,-3272,-2124
2020:Q2,74109,34578,105699,41580,32324,2532,78852,9488,24308,-12048,2176,54928,400,3044,-63456,30188,288,1448,30192,-51693,3844,0,-55537,139484,168524,312,1224,-2364,11100,1096,157156,-4296,75136,86316,-29040,1876,-15916,-15000,73316,492,70140,7112,-3268,-2116
2020:Q3,77405,35691,148385,-32264,-11236,528,119648,-372,21784,37564,7812,52860,-456,-2860,-28876,26308,1528,5428,10668,59969,3832,0,56137,203488,197492,132,19760,-140,11092,-13344,179992,-5136,117160,67968,5996,-1216,-2352,9564,96817,68,112176,7108,-3276,-2124
2020:Q4,80164,36848,106468,14780,18832,-3640,-47020,-17744,-46380,-5148,3232,19020,2768,-392,14228,5356,-172,-4396,-8832,114956,3836,0,111120,-6484,-17720,-332,-5004,-500,11092,4580,-27556,480,8,-28044,11236,-736,12660,-688,-69636,-2344,-4976,7108,-3272,-2124
2021:Q1,78409,36707,81131,36100,7656,356,90992,-3176,48008,-10036,-2516,58712,288,1152,240,27588,-136,1144,38964,-123213,27396,0,-150609,217816,220796,-88,-2516,-668,18992,6552,198524,3528,126496,68500,-2980,-656,-1704,-620,178387,4972,109348,11172,16224,5976
2021:Q2,68294,37792,157388,-12924,-22960,1048,122120,-1392,78548,-16172,-2484,63620,4780,-1400,5840,10344,-176,-5748,34668,21796,27396,0,-5600,172416,163036,-40,-3948,-1780,18992,-10388,160200,-1896,105600,56496,9380,-6704,11048,5036,45529,7408,88460,11168,16228,5972
2021:Q3,-26889,38203,82148,56744,14048,-1080,36788,-7796,-2648,-1600,-512,49344,3636,-1680,-268,23340,-236,-2832,40864,-87176,27392,0,-114568,258092,264988,-216,-3552,-44,18972,-3204,253032,-1148,196740,57440,-6896,-13232,5232,1104,110852,-128,179596,11172,16220,5972
2021:Q4,74334,39045,-21728,10108,-11520,-388,34204,-5264,2688,-13028,960,48848,4916,-5932,4732,6480,-148,3528,-23932,-43776,27392,1636,-72804,-20040,-12116,-148,-1980,-460,18984,6052,-34564,-1088,16024,-49500,-7924,-18024,11244,-1144,36977,-2572,-1116,11168,16224,5972
2022:Q1,94359,40612,341565,-76612,-14656,-2980,32248,-6380,-66324,8976,10852,85124,7652,-4396,146592,14744,-292,1764,53384,184117,26744,-1636,159009,216636,221476,-108,-2708,-312,15112,4016,205476,-1084,75024,131536,-4840,-16836,9712,2284,-71182,1972,59548,13932,12812,1544
2022:Q2,82738,41711,313467,-22864,6724,868,82264,1468,45676,8656,1060,25404,3076,1580,11772,2460,-376,-8240,40212,195991,26748,848,168395,114148,117808,132,-2192,-588,15092,-10252,115616,-12,157444,-41816,-3660,-18640,14020,960,-158292,2224,141972,13932,12816,1540
2022:Q3,-3613,42953,374494,1404,22052,516,105360,688,59600,12984,-16324,48412,2020,-7952,34964,19036,-308,2764,-3172,197810,26732,4240,166838,227596,221520,128,-2600,2032,15096,-2028,208892,0,188564,20328,6076,-17080,22884,272,-193464,-1888,173100,13924,12808,1540
2022:Q4,94301,43408,-2376,8648,31564,2108,100436,3616,110340,16556,-26572,-3504,-1828,764,-39284,11416,-44,1472,14932,-132560,26744,-100,-159204,-12912,-11728,320,388,-416,15092,9204,-36316,0,59060,-95376,-1184,-12740,11328,228,40357,-1812,43588,13932,12812,1540
2023:Q1,87664,44504,154443,-11020,-13196,-1600,74916,1416,25400,11732,-33100,69468,308,4436,-62880,8964,-204,-5856,68296,92279,15128,-528,77679,255108,260792,1736,-1816,-1296,22052,636,239480,156,135436,103888,-5684,-13264,5964,1616,143824,120,123624,9632,5496,2180
2023:Q2,89443,44888,51995,18716,11496,-2012,45864,896,26528,23448,-29964,24956,4960,-2968,-18976,27788,24,-376,38332,-70853,15124,-1892,-84085,153476,148736,1800,-1432,1020,22048,-6176,131476,-156,113292,18340,4740,-11976,17148,-432,146036,-1784,101480,9632,5492,2180
2023:Q3,88904,45232,132630,-30024,-27836,-1120,213824,6896,135520,46140,-32084,57352,424,1992,-34140,10716,-36,-1480,29108,-28798,15124,-2568,-41354,174304,171548,3844,-932,908,22040,836,144852,1100,121872,21880,2756,-10512,14156,-888,85345,-724,110064,9632,5492,2176
2023:Q4,91553,46026,147282,53872,38404,-3044,16844,-928,-1812,30904,-22204,10884,4432,114776,16976,9104,276,232,42640,-147230,15124,0,-162354,138052,135172,1744,4064,360,22040,6832,100132,-524,48316,52340,2880,-11164,14072,-28,36297,-212,36504,9632,5492,2180
2024:Q1,89515,46636,127242,324,-10784,448,225176,6548,100688,33672,-22856,107124,1044,2883,-101752,2300,-136,-2024,57240,-47477,33072,0,-80549,147836,151320,-1204,-2424,1054,12384,15996,125514,932,146020,-21438,-3484,-18912,16192,-764,63473,2956,123840,16368,16704,5812
