1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1984:Q2,639,3619,16408,3244,332,0,15332,4044,5264,3172,-2212,5064,304,-548,-6460,1244,0,0,2928,32,0,0,32,17304,14448,0,0,232,0,8,14208,0,14412,-204,2856,3060,-204,0,-2084,0,14412,0,0,0
1984:Q3,-60,3759,15820,-996,2348,0,16528,976,8540,3568,-1680,5124,360,-308,-6148,1096,0,0,2872,68,0,0,68,17248,13676,0,0,-148,0,24,13800,0,14316,-516,3572,4088,-516,0,-2391,0,14316,0,0,0
1984:Q4,-1614,3870,15112,256,404,0,14016,600,7272,3016,-1464,4592,336,472,-2920,64,0,0,2716,-232,0,0,-232,20264,14500,0,0,-372,0,48,14824,0,16432,-1608,5764,5464,300,0,-332,0,16432,0,0,0
1985:Q1,-4072,4706,18556,2424,168,0,17512,1908,3176,6200,804,5424,820,88,-2800,-1824,0,0,2576,-408,0,0,-408,16352,17256,0,0,-52,0,68,17240,0,17456,-216,-904,-688,-216,0,-10982,0,17456,0,0,0
1985:Q2,-4354,4772,28740,76,2752,0,23756,1584,1100,8776,2320,9976,712,-332,-2112,1344,0,0,2436,108,0,0,108,37804,36084,0,0,-32,0,80,36036,0,36328,-292,1720,2008,-288,0,-62,0,36328,0,0,0
1985:Q3,-4277,4720,44180,2444,1180,0,37916,3092,11920,7884,6612,8408,600,224,-1608,1188,0,0,2024,212,0,0,212,54816,51112,0,0,292,0,108,50712,0,49860,852,3704,2852,852,0,1640,0,49860,0,0,0
1985:Q4,-2525,4822,31724,14280,-10564,0,37500,4824,9336,10120,4288,8932,568,292,-1300,-1444,0,0,1724,-9332,0,0,-9332,48260,46108,0,0,224,0,152,45732,0,44504,1228,2152,1716,436,0,9189,0,44504,0,0,0
1986:Q1,-1003,5088,47200,1412,32,0,39100,108,13732,2652,9936,12672,1136,560,-1000,912,0,0,5068,-20,0,0,-20,42996,37548,0,0,0,0,184,37364,0,37728,-364,5448,5812,-364,0,-10295,0,37728,0,0,0
1986:Q2,964,4924,46212,2176,-784,0,38904,-288,11256,-396,12612,15720,880,200,-756,1256,0,0,4368,-32,0,0,-32,42324,39976,0,0,56,0,208,39712,0,39680,32,2348,2316,32,0,-7848,0,39680,0,0,0
1986:Q3,2877,4868,53564,1996,-664,0,43732,-132,14620,-1416,15028,15632,928,168,-168,1800,0,0,5824,-52,0,0,-52,47984,46836,0,0,24,0,260,46552,0,46416,136,1148,1012,136,0,-7571,0,46416,0,0,0
1986:Q4,4309,4942,38740,3344,-2068,0,45284,564,15548,-420,17180,12412,1092,-44,748,-1888,0,0,4228,-11956,0,0,-11956,51724,51208,0,0,1360,0,336,49512,0,45004,4508,516,-152,668,0,12351,0,45004,0,0,0
1987:Q1,5336,4956,50096,204,296,0,40680,244,10144,76,20816,9400,384,100,1856,3128,0,0,4140,-692,0,0,-692,40284,42492,0,0,260,0,416,41816,0,42360,-544,-2208,-1668,-540,0,-9432,0,42360,0,0,0
1987:Q2,5984,5067,49628,2476,-2532,0,40880,236,8064,48,25936,6596,1224,236,3116,1492,0,0,2980,-244,0,0,-244,45620,46076,0,0,516,0,500,45060,0,43468,1592,-456,-2048,1592,0,-3091,0,43468,0,0,0
1987:Q3,6074,5256,47348,1940,-2012,0,39508,432,7528,64,25388,6096,472,180,3376,844,0,0,3060,-20,0,0,-20,41780,43540,0,0,828,0,548,42164,0,41960,204,-1760,-1960,200,0,-4750,0,41960,0,0,0
1987:Q4,6278,5346,46308,1300,-856,0,36572,840,8528,124,19172,7908,504,252,2636,940,0,0,4176,784,0,0,784,49744,54240,0,0,3600,0,560,50080,0,37836,12244,-4496,-2148,-2348,0,4368,0,37836,0,0,0
1988:Q1,5674,5363,47888,-5284,6080,0,33536,1376,8984,100,13988,9088,580,460,3096,3476,0,0,5944,0,0,0,0,33448,34528,0,0,-448,0,316,34660,0,33552,1108,-1080,-2188,1108,0,-14129,0,33552,0,0,0
1988:Q2,5684,5525,44580,-1400,2560,0,30416,2040,8896,4,9844,9632,520,180,2896,1684,0,0,7724,0,0,0,0,28508,30008,0,0,68,0,316,29624,0,29116,508,-1500,-2008,508,0,-15913,0,29116,0,0,0
1988:Q3,6137,5584,44544,-2940,4152,0,29228,1980,9452,172,7224,10400,548,24,3544,2276,0,0,7712,0,0,0,0,27224,28992,0,0,360,0,316,28316,0,27912,404,-1768,-2172,404,0,-16767,0,27912,0,0,0
1988:Q4,6040,5702,33860,-5112,6044,0,29972,1196,10644,616,6124,11392,672,936,5036,1876,0,0,5856,-11420,0,0,-11420,33076,33136,0,0,704,0,316,32116,0,29932,2184,-60,-2188,2128,0,-446,0,29932,0,0,0
1989:Q1,9291,6610,44152,3824,-3160,0,28896,388,10684,2280,2764,12780,820,596,7524,1536,0,0,4116,0,0,0,0,30160,32184,0,0,1520,0,-688,31352,0,31728,-376,-2024,-1648,-376,0,-11311,0,31728,0,0,0
1989:Q2,9119,6740,45800,4144,-3764,0,28936,-444,11552,3168,92,14568,992,284,10992,1488,0,0,2728,0,0,0,0,33424,34068,0,0,484,0,-688,34272,0,33308,964,-644,-1608,964,0,-9997,0,33308,0,0,0
1989:Q3,-528,7007,44092,4644,-4196,0,28628,-452,11428,3888,-776,14540,972,332,9668,1924,0,0,2120,0,0,0,0,35696,34744,0,0,292,0,-688,35140,0,32544,2596,952,-1644,2596,0,-15931,0,32544,0,0,0
1989:Q4,3315,7021,17744,18852,-17992,0,28524,360,10292,4440,744,12688,760,1892,3548,-1492,0,0,2300,-18648,0,0,-18648,34028,33108,0,0,1084,0,-684,32708,0,29436,3272,920,-1460,2380,0,12578,0,29436,0,0,0
1990:Q1,3630,7659,32552,-5316,6848,0,28120,1328,8900,4948,1768,11176,620,288,-2660,2416,0,0,2236,0,0,0,0,25288,28372,0,0,188,0,652,27532,0,26504,1028,-3084,-4112,1028,0,-11293,0,26504,0,0,0
1990:Q2,2469,7630,22552,-4084,6532,0,27356,2448,7232,5400,2272,10004,548,-148,-8960,-620,0,0,1928,0,0,0,0,23368,25312,0,0,208,0,648,24456,0,23756,700,-1944,-2644,700,0,-4345,0,23756,0,0,0
1990:Q3,1785,7672,23868,-7888,9904,0,27720,2136,7644,6220,2424,9296,388,804,-10100,1232,0,0,1808,0,0,0,0,19828,24476,0,0,56,0,652,23768,0,22624,1144,-4648,-5792,1144,0,-9927,0,22624,0,0,0
1990:Q4,2513,7590,52504,-10484,10708,0,29176,392,10116,7404,2216,9048,144,-808,-6096,2328,0,0,1876,25660,0,0,25660,34408,32692,0,0,2120,0,652,29920,0,23104,6816,1716,-2664,4380,0,-23173,0,23104,0,0,0
1991:Q1,3609,7459,30376,-4744,3188,0,32164,-1200,20612,9444,-7408,10716,-104,304,-3040,624,0,0,1984,0,0,0,0,30812,25116,0,0,1052,0,664,23400,0,15124,8276,5696,-2580,8276,0,-3414,0,15124,0,0,0
1991:Q2,4457,7395,29964,-1480,-2212,0,32632,-3160,28944,12204,-14244,8888,-372,-840,-980,992,0,0,2224,0,0,0,0,7956,10800,0,0,1100,0,664,9036,0,9328,-292,-2844,-2552,-292,0,-24946,0,9328,0,0,0
1991:Q3,5973,7265,27072,-1508,-2104,0,30588,-3004,28584,11516,-13572,7064,-504,-148,-160,-1076,0,0,1984,0,0,0,0,12408,12204,0,0,-328,0,664,11868,0,9148,2720,204,-2516,2720,0,-15956,0,9148,0,0,0
1991:Q4,3781,7217,15244,-812,-524,0,25976,-748,19520,7376,-5408,5236,-516,-180,-604,-928,0,0,1264,-8432,0,0,-8432,28144,32540,0,0,3136,0,664,28740,0,14584,14156,-4396,-2576,-1820,0,9464,0,14584,0,0,0
1992:Q1,13314,8317,28260,-144,1048,0,26156,1496,16824,3416,1748,2672,-492,1192,-720,788,0,0,432,0,0,0,0,19124,18436,0,0,-328,0,-1700,20464,0,19728,736,688,-48,736,0,-4139,0,19728,0,0,0
1992:Q2,15658,8541,23680,444,2600,0,21072,3716,10500,-368,7856,-632,-484,192,-572,928,0,0,-500,0,0,0,0,22376,23612,0,0,436,0,-1704,24880,0,24592,288,-1236,-1524,288,0,5813,0,24592,0,0,0
1992:Q3,-53487,8711,-7816,540,2744,0,5536,3916,-6604,-1404,10600,-972,-616,-692,-324,-14476,0,0,-528,0,0,0,0,21316,23040,0,0,-452,0,-1700,25192,0,24984,208,-1724,-1932,208,0,-33066,0,24984,0,0,0
1992:Q4,15313,8977,25088,128,1468,0,15560,2100,1536,300,9980,1644,-896,944,0,144,0,0,348,7392,0,0,7392,21732,21856,0,0,852,0,-1700,22704,0,20904,1800,-124,-388,264,0,2980,0,20904,0,0,0
1993:Q1,1605,7594,32808,-204,332,0,29168,476,12708,1456,10496,4032,-1204,556,432,2580,0,0,1148,0,0,0,0,23280,20308,0,0,732,0,2120,17456,0,17168,288,2972,2684,288,0,-15517,0,17168,0,0,0
1993:Q2,7120,7748,38444,-480,-668,0,36312,-960,16932,2044,12136,6160,-1584,1112,916,984,0,0,1852,0,0,0,0,26288,16088,0,0,1084,0,2124,12880,0,13772,-892,10200,11092,-892,0,-12785,0,13772,0,0,0
1993:Q3,5662,7843,40252,-520,-800,0,37688,-1140,17748,2136,12620,6324,-1600,-424,1028,2876,0,0,2004,0,0,0,0,16304,16220,0,0,864,0,2124,13232,0,13480,-248,84,332,-248,0,-26129,0,13480,0,0,0
1993:Q4,7009,8127,2760,-344,-56,0,33288,-80,15164,1732,11948,4524,-1280,2916,772,496,0,0,1608,-34640,0,0,-34640,20372,20640,0,0,1320,0,2124,17196,0,16284,912,-268,208,-476,0,16494,0,16284,0,0,0
1994:Q1,-36543,9536,18232,-176,-980,0,19476,-1400,8032,1312,4504,7028,-676,1880,800,-4672,0,340,2240,0,0,0,0,14784,15896,0,0,48,0,-416,16264,0,14236,2028,-1112,-3140,2028,0,-49527,0,14236,0,0,0
1994:Q2,13847,9748,22624,-176,-700,0,20492,-1000,8152,1312,5000,7028,-676,-64,804,372,0,336,2236,0,0,0,0,13116,14952,0,0,204,0,-416,15164,0,14000,1164,-1836,-3000,1164,0,-5409,0,14000,0,0,0
1994:Q3,15132,9895,26708,-176,-700,0,23484,-1000,8148,1312,8000,7024,-680,252,804,1148,0,336,2240,0,0,0,0,14320,15556,0,0,364,0,-412,15604,0,14000,1604,-1236,-2840,1604,0,-7151,0,14000,0,0,0
1994:Q4,17134,10228,37968,-176,-812,0,28408,-1160,8104,1308,13128,7028,-676,524,804,7208,0,336,2236,116,0,0,116,13908,17508,0,0,212,0,-416,17712,0,15952,1760,-3600,-5204,1604,0,-17154,0,15952,0,0,0
1995:Q1,15835,10258,40804,-160,2840,0,27868,4056,1368,2504,6472,13468,-980,124,4328,2164,0,252,4368,0,0,0,0,35592,37292,0,0,-776,0,708,37360,0,36048,1312,-1700,-3012,1312,0,365,0,36048,0,0,0
1995:Q2,16722,10387,32692,-164,2840,0,27928,4060,2020,2248,6800,12800,-976,-32,-1452,-72,0,252,4368,0,0,0,0,44048,41800,0,0,1000,0,708,40092,0,35560,4532,2248,-2284,4532,0,17691,0,35560,0,0,0
1995:Q3,16344,10494,37052,-160,2840,0,29028,4056,1816,2152,7800,13204,-1024,200,-2252,3804,0,252,4364,0,0,0,0,-7884,-7100,0,0,64,0,712,-7876,0,-9196,1320,-784,-2104,1320,0,-39086,0,-9196,0,0,0
1995:Q4,7544,10712,12748,-164,2840,0,29316,4056,1560,2600,7944,13156,-936,800,-4128,8272,0,248,4368,-27868,0,0,-27868,43988,49840,0,0,4872,0,708,44260,0,20804,23456,-5852,-1380,-4472,0,28072,0,20804,0,0,0
1996:Q1,11347,7844,15688,-160,2840,0,23644,4060,1688,448,7872,9576,-980,-444,-16472,2620,0,272,4368,0,0,0,0,6340,15644,0,0,1648,0,640,13356,0,10804,2552,-9304,-11856,2552,0,-5845,0,10804,0,0,0
1996:Q2,9542,8037,11852,-4220,-8060,0,15576,-11516,-22356,-2192,15980,35660,-16,40,1432,2496,0,268,4336,0,0,0,0,11108,9568,0,0,672,0,644,8252,0,5788,2464,1540,-924,2464,0,761,0,5788,0,0,0
1996:Q3,9452,8301,34344,1332,4196,0,22056,5992,-13580,1428,4992,23224,-112,680,2732,2652,0,268,540,0,0,0,0,22540,23296,0,0,-100,0,644,22752,0,20840,1912,-756,-2668,1912,0,-10654,0,20840,0,0,0
1996:Q4,10304,8573,32,-604,-1908,0,24776,-2720,-17352,11660,28476,4712,-580,-972,-15968,7208,0,268,-9668,-2520,0,0,-2520,-2452,-13052,0,0,-648,0,644,-13048,0,-11184,-1864,10600,-3840,14440,0,-753,0,-11184,0,0,0
1997:Q1,8862,8501,42716,1180,3720,0,10624,5312,-112,-1308,-5404,12136,312,268,2716,6764,0,436,16468,228,0,0,228,-10656,10960,0,0,1728,0,-144,9376,0,9684,-308,-21616,-20692,-924,0,-53011,0,9684,0,0,0
1997:Q2,10155,8694,31268,-684,-2168,0,24352,-3104,1796,2140,3956,19564,-468,288,660,6268,0,432,2324,264,0,0,264,4104,9420,0,0,1516,0,-148,8052,0,5424,2628,-5316,-7324,2008,0,-25703,0,5424,0,0,0
1997:Q3,10619,9110,47216,424,1332,0,34880,1908,3944,2640,5272,21116,-32,204,2744,6620,0,432,324,288,0,0,288,37696,34576,0,0,1200,0,-144,33520,0,22036,11484,3120,-7748,10868,0,-8011,0,22036,0,0,0
1997:Q4,10791,9200,-17012,268,-3188,0,30900,-4564,2716,3192,6700,22856,-552,1840,4224,2120,0,432,-7552,-45504,0,0,-45504,-19948,-2944,0,0,5128,0,-148,-7924,0,-17948,10024,-17004,-19232,2228,0,-1345,0,-17948,0,0,0
1998:Q1,11032,10943,29864,-2104,1352,0,26000,1940,-16236,3044,19968,17284,-108,668,-4728,-2180,0,332,10820,-188,0,0,-188,25644,17128,0,0,724,0,1196,15208,0,15912,-704,8516,6940,1576,0,-4131,0,15912,0,0,0
1998:Q2,10395,11276,2212,-460,1292,0,1108,1848,-20640,-376,10704,9572,-172,2384,-11512,6172,0,332,3216,-148,0,0,-148,-1068,5020,0,0,980,0,1196,2844,0,4572,-1728,-6088,-6640,552,0,-4161,0,4572,0,0,0
1998:Q3,9214,11476,27956,828,7052,0,6380,10064,-18944,-1124,8580,7804,-1028,-380,6916,5280,0,328,2712,-132,0,0,-132,5228,13776,0,0,940,0,1196,11640,0,13504,-1864,-8548,-8968,420,0,-24991,0,13504,0,0,0
1998:Q4,8699,11864,-34184,852,736,0,10344,1064,-22772,-6152,26604,11600,204,1184,-12088,14444,0,328,-9848,-40340,0,0,-40340,-28808,-18592,0,0,56,0,1196,-19844,0,-16944,-2900,-10216,-10224,8,0,2211,0,-16944,0,0,0
1999:Q1,16213,12418,2328,-3180,388,0,-17536,544,-12344,4036,-15500,5728,-192,4448,3208,5828,0,60,8956,348,0,0,348,-568,5832,0,0,3552,0,796,1484,0,1872,-388,-6400,-6756,356,0,899,0,1872,0,0,0
1999:Q2,15645,12898,-4512,1768,-14372,0,1148,-20528,-12604,10544,2500,21236,108,2256,-5112,1800,0,60,7440,392,0,0,392,32800,27276,0,0,896,0,796,25584,0,11788,13796,5524,-9016,14540,0,40059,0,11788,0,0,0
1999:Q3,5576,13324,1536,-2064,2656,0,-8512,3792,-10624,4644,-13540,7216,208,2120,-5360,8940,0,60,3064,424,0,0,424,54168,41200,0,0,5040,0,796,35364,0,16084,19280,12968,-7056,20024,0,44884,0,16084,0,0,0
1999:Q4,11125,13452,-54560,4436,-8856,4,-24348,-12648,-12052,4232,-9864,5984,-280,-2820,388,5792,0,60,-9876,-19060,0,0,-19060,-52464,-47380,0,0,-2388,0,796,-45788,0,-19668,-26120,-5084,-8288,3204,0,-231,0,-19668,0,0,0
2000:Q1,6114,13746,45256,-4396,9188,16,6108,13100,-4932,8324,-15984,5600,2528,-1408,-8756,4328,0,464,20212,16972,26168,0,-9196,29736,38940,0,0,764,13196,56,24924,0,33884,-8960,-9204,-13144,3940,0,-23152,0,17788,14196,11972,1900
2000:Q2,4210,14208,15948,-1596,720,12,-11220,1012,-8640,7940,-16428,4896,-2784,-4,-11220,9728,0,464,14824,17024,26176,0,-9152,56128,51668,0,0,952,13216,56,37444,0,44396,-6952,4460,-1512,5972,0,30182,0,28288,14204,11972,1904
2000:Q3,2705,14327,35572,1504,744,12,10996,1032,-6152,11360,-8084,12840,-672,944,-15816,3816,0,468,16480,17096,26168,0,-9072,48168,47092,0,0,7232,13192,56,26612,0,37472,-10860,1076,-964,2040,0,974,0,21380,14196,11972,1896
2000:Q4,1401,14476,103544,2560,3548,12,-2168,5044,-6888,8380,-14824,6120,-152,-2768,40972,3136,0,468,-6028,63964,26168,0,37796,25552,18340,0,0,-3172,13196,56,8260,0,1288,6972,7212,-2376,9588,0,-91067,0,-14808,14196,11972,1900
2001:Q1,6950,15817,70608,27676,-14616,8320,-29337,-29228,-6416,9460,-10888,7735,40,464,7344,2504,0,384,22044,45785,48216,0,-2431,91864,82836,3060,0,5800,16464,13024,44488,0,62596,-18108,9028,-1832,10860,0,12389,0,36636,23760,24456,2200
2001:Q2,-9621,15458,66376,4976,-1528,1152,88,-3364,-104,571,1619,1367,132,-664,4180,-480,0,380,17220,40920,48224,0,-7304,62024,72528,-232,0,-648,16476,-3884,60816,0,81176,-20360,-10504,-2216,-8288,0,-29431,0,55212,23760,24464,2204
2001:Q3,-2218,15183,108492,7624,7088,-3656,25898,13748,2276,18559,-23163,14478,176,396,8332,-416,0,380,21060,41610,48208,0,-6598,122016,125444,-1428,0,1952,16456,-144,108608,0,121252,-12644,-3428,-6580,3152,0,-3877,0,95304,23752,24456,2196
2001:Q4,16351,14708,94828,-2024,-3076,1200,32512,-6472,4424,6860,13280,14420,672,-248,11172,-7336,0,-3016,-3052,68024,48216,0,19808,79808,71492,5220,0,3704,16468,-2532,48632,0,56612,-7980,8316,12556,-4240,0,-13377,0,30652,23760,24456,2200
2002:Q1,10635,14640,90452,15608,-2524,3648,30312,-9176,10784,17396,4076,7232,8,1952,2176,17896,0,-28,26756,-5352,18276,0,-23628,93728,76800,-1840,0,512,16536,-2208,63800,0,52264,11536,16928,16244,684,0,-729,0,42468,7796,10480,2000
2002:Q2,14737,14581,99476,1100,716,-40,35044,-1004,11036,16488,6652,1872,92,1256,5100,5032,0,-28,29892,21312,18272,0,3040,94668,81988,620,0,-2480,16552,-5580,72876,0,76156,-3280,12680,-1372,14052,0,-4653,0,66360,7792,10480,2004
2002:Q3,19870,14664,102324,33636,13120,624,27308,13820,15320,16892,-8168,-10556,12,-396,2336,-492,0,-28,13888,12316,18268,0,-5952,86996,79248,1736,0,-2848,16532,-464,64292,0,83152,-18860,7748,4376,3372,0,-10122,0,73364,7792,10476,1996
2002:Q4,27838,14224,139824,1408,8768,-452,65872,8324,22268,22196,24052,-10968,336,9292,19604,10392,0,-28,808,23824,18272,0,5552,127956,102904,-3372,0,-2048,16540,3528,88256,0,52352,35904,25052,5524,19528,0,1746,0,42560,7792,10480,2000
2003:Q1,29827,18184,119764,17148,-6228,2824,42876,-10572,6484,1732,37576,7656,24,-1680,-3216,5528,0,1220,15192,46076,9308,0,36768,104452,110004,10068,0,-4060,1356,-7752,110392,0,72704,37688,-5552,-1096,-4456,0,-3670,0,70248,152,9156,2304
2003:Q2,42176,18516,83592,24620,5068,972,42908,4816,16184,-888,27308,-4512,-228,1848,-1092,8092,0,1220,7152,-6968,9312,0,-16280,108848,85972,11404,0,156,1372,540,72500,0,56032,16468,22876,18348,4528,0,48916,0,53584,152,9160,2296
2003:Q3,44776,19152,74608,-3728,-1060,-292,67752,-1312,14064,816,35520,18664,-28,724,4296,7476,0,1220,-444,-1308,9308,0,-10616,65644,67460,-12788,0,-3136,1356,1260,80768,0,84412,-3644,-1816,-3256,1440,0,16660,0,81956,152,9156,2304
2003:Q4,48564,19447,19412,-2512,-1548,-1276,92604,-936,19600,8644,32180,33116,684,-2780,2552,-4968,0,1220,-15356,-49208,9304,0,-58512,108552,89948,-3912,0,1296,1376,-1688,92876,0,19312,73564,18604,2524,16080,0,118257,0,16868,148,9156,2296
2004:Q1,59970,17033,57672,-13808,-3684,880,89752,-6500,13760,2132,52176,28184,240,1876,-6804,22464,0,980,10048,-44272,2408,0,-46680,38000,36588,-3640,0,1196,-2264,6916,34380,0,46908,-12528,1412,-444,1856,0,23265,0,45628,1312,1096,-32
2004:Q2,60070,17388,81748,-40,-5124,408,64368,-7616,10384,-5480,41096,25984,304,1208,4552,11244,0,980,9460,-5612,2408,0,-8020,43592,49156,5496,0,-2772,-2268,-2640,51340,0,56184,-4844,-5564,-3288,-2276,0,4526,0,54904,1308,1100,-28
2004:Q3,-3279,18049,111808,13060,4424,1864,64636,1544,28404,-4932,25560,14060,460,748,3432,11780,0,980,2772,7652,2404,0,5248,132276,139248,-5204,0,-1540,-2288,-1080,149360,0,103648,45712,-6972,-2564,-4408,0,-860,0,102368,1312,1092,-32
2004:Q4,61968,18445,39268,-34124,968,-7976,62528,7208,24252,-11020,24644,17444,324,-4904,-708,-7996,0,980,-29072,59248,2404,0,56844,18020,33228,-564,0,-6012,-2260,4232,37832,0,2512,35320,-15208,-9776,-5432,0,22275,0,1236,1308,1096,-32
2005:Q1,58650,15683,147660,-7540,588,1544,96012,3800,6016,8388,46164,31644,196,-64,5064,4200,4,712,7524,39420,31216,0,8204,56440,50488,2824,4,1028,4048,-2644,45228,0,65624,-20396,5952,-4504,10456,0,-48253,0,54244,6048,25168,5332
2005:Q2,58244,16134,138868,-3172,-2492,2424,53808,-424,-8544,2608,43864,16304,268,836,8388,28720,-44,712,10824,38596,31228,0,7368,86464,93940,-376,8,-4552,4064,640,94156,0,75184,18972,-7476,-2248,-5228,0,-10294,0,63800,6056,25172,5328
2005:Q3,-51618,16448,147728,-912,392,-1848,97452,7616,8532,11908,48116,21280,528,2052,4080,7564,0,712,1924,35784,31216,0,4568,195592,209096,-2380,36,920,4036,-3160,209644,0,145788,63856,-13504,-3088,-10416,0,-20202,0,134408,6048,25168,5332
2005:Q4,49835,16602,74572,-8100,-904,568,32692,3788,-3876,-256,30292,2744,312,-3328,11500,3244,0,712,-11528,49404,31216,0,18188,53264,44288,528,72,-2112,4064,-1316,43052,0,72276,-29224,8976,-364,9340,0,11925,0,60900,6048,25168,5328
2006:Q1,75152,15506,4664,30592,-2372,-2188,54856,-2424,-1956,5456,21136,32644,52,-2416,5476,8360,-24,1052,7688,-96412,-25296,0,-71116,-7052,-16564,-44,20,4308,-4424,1656,-18080,0,-19460,1380,9512,-3716,13228,0,47930,0,-2536,-14444,-10852,-2480
2006:Q2,71952,15806,65132,32076,-4248,-1928,43516,-5172,-8936,5056,26908,25660,432,-1772,-5000,1336,-44,1052,7628,-7916,-25300,0,17384,-21844,-14448,-140,-28,4200,-4432,-2752,-11296,0,-768,-10528,-7396,-5312,-2084,0,-30830,0,16152,-14448,-10852,-2472
2006:Q3,66693,16143,42296,19068,3304,5032,23052,-1484,8436,2280,15580,-1760,220,-40,1936,11732,-24,1052,-2712,-20324,-25300,0,4976,7728,10048,324,-76,5600,-4420,1984,6636,0,-2792,9428,-2320,-7164,4844,0,15982,0,14136,-14448,-10852,-2480
2006:Q4,53729,16470,-48332,-45604,5780,-4060,64872,10848,14464,20188,11908,7464,2164,-992,-7204,-3828,-24,1052,10492,-70980,-25304,0,-45676,36696,-1796,-568,-152,16040,-4420,10500,-23196,0,-35356,12160,38492,-7932,46424,0,122287,0,-18428,-14448,-10856,-2480
2007:Q1,56524,17177,86524,7300,11908,3856,38292,-1480,-31016,4816,50728,15244,456,-2916,-2372,19732,-24,2156,-9748,17884,-14044,0,31928,-11352,15736,-2504,-24,-12164,-12464,-5356,48248,0,14060,34188,-27088,-11428,-15660,0,-58529,0,25660,-11400,-2644,-200
2007:Q2,52841,17422,47736,5268,1172,2988,46336,-11532,-43680,10524,58460,32564,2024,-1840,2160,20416,-36,2156,1532,-34440,-14052,0,-20388,26268,11748,988,8,-988,-12448,-4008,28196,0,14332,13864,14520,-10052,24572,0,13951,-572,25940,-11404,-2648,-204
2007:Q3,50683,17693,61992,48888,5920,1968,13612,-4016,-42904,-4,46024,14512,1020,-680,8656,11900,224,2156,-12048,-19624,-14052,0,-5572,48608,36176,-768,3008,8,-12468,1364,45032,0,14628,30404,12432,-15324,27756,0,19606,-25612,26236,-11404,-2648,-204
2007:Q4,42469,18022,-7712,-9640,10484,-1880,7668,4304,-47880,-18312,105160,-35604,1916,2368,-6316,21564,-36,2156,-22756,-13240,-14052,0,812,-115200,-89624,-448,-52,-4116,-12452,2424,-74980,0,-26508,-48472,-25576,-34436,8860,0,-83042,-29568,-14900,-11404,-2648,-204
2008:Q1,41192,18181,226188,-3384,21876,-6888,16792,21580,-2604,-22524,39960,-19620,400,-1088,17608,9152,-16,24,7232,164480,6660,0,157820,68104,60624,6772,116,-4832,5140,-2116,55544,0,40836,14708,7480,-7364,14844,0,-135073,-5168,37896,2484,4176,456
2008:Q2,37401,18337,39112,-5460,4520,4200,-1012,-3560,1176,-3568,17096,-12156,632,-692,6888,10752,48,24,5212,14000,6656,0,7344,52440,7832,868,420,-584,5136,-7828,9820,0,53120,-43300,44608,15672,28936,0,32392,-9492,50184,2480,4176,456
2008:Q3,-19993,18354,235240,11140,-2148,-872,-1072,-3312,-23000,-32760,47940,10060,-1352,-4004,51484,14520,132,24,3704,163684,6656,0,157028,107856,97772,-2312,2804,-6800,5152,-9028,107956,0,71632,36324,10084,-8920,19004,0,-165731,-35344,68700,2484,4172,448
2008:Q4,58306,17664,53148,-61920,26216,6936,-22380,9608,-13848,-33436,50096,-34800,1228,-2544,83284,1252,56,24,348,20648,6656,0,13992,-69456,-86004,2088,2140,-7952,5148,2724,-90152,0,-18256,-71896,16548,-244,16792,0,-81962,-31576,-21192,2480,4176,456
2009:Q1,37359,18058,90548,-8244,1636,-32,20156,-6788,29268,7952,-69340,59064,124,2384,-18232,1832,-120,216,-5228,96056,-11076,0,107132,-14252,21688,-6380,-2012,-5648,-9168,-1164,46060,0,-16068,62128,-35940,-488,-35452,0,-85500,-9300,-10976,-6868,-4208,1776
2009:Q2,45520,17792,-101688,31764,-16508,3728,11780,-21600,35452,21668,10816,-34556,124,1752,9532,8144,36,216,-8380,-143876,-11068,0,-132808,-38296,-49408,-228,168,4744,-9160,1536,-46468,0,-9976,-36492,11112,4164,6948,0,91120,6920,-4892,-6860,-4208,1776
2009:Q3,42831,17798,-70364,-1360,-3296,3224,35428,-11984,34152,27236,-47124,33148,-992,1956,9108,19748,-64,216,-15212,-119120,-11080,0,-108040,22944,14800,-136,-1276,6716,-9176,332,18340,0,-4812,23152,8144,-4844,12988,0,118341,19252,288,-6868,-4212,1768
2009:Q4,38553,18154,-69588,-23644,4844,-6424,39368,2028,22192,-1560,-15788,32496,-1396,1972,-12164,27304,4,216,-18264,-81404,-11076,0,-70328,-55216,-60868,-204,920,5084,-9160,5656,-63164,0,-21376,-41788,5652,-8648,14300,0,34771,-27912,-16284,-6868,-4208,1776
