1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2005:Q3,2315775,63795,176421,8146,140306,1051825,167788,294029,442166,7265,140577,395035,169755,225280,116663,39893,138494,100652,84545,4703133,2602769,33852,2568917,10428,473640,1616296
2005:Q4,2359358,72298,184611,7671,139830,1059534,165291,299045,445873,7517,141808,407020,171450,235570,117849,40849,142374,104017,83305,4727945,2639420,42721,2596699,10620,481877,1596028
2006:Q1,2291798,70502,188116,7891,132053,1011461,154243,288201,426087,7366,135564,398941,164101,234840,122887,43021,143500,107465,65961,4610516,2644989,43215,2601774,10694,490253,1464580
2006:Q2,2366305,69509,189734,8328,135924,1052494,156818,302721,443833,7861,141261,413223,171203,242020,119108,42574,147247,110913,77251,4768817,2683820,35233,2648587,10922,498817,1575258
2006:Q3,2449125,68122,198296,8946,140956,1103499,160566,320347,465824,8448,148314,418805,179965,238840,123034,44296,148622,112655,81894,4798995,2703084,30417,2672667,11067,507455,1577389
2006:Q4,2573193,74976,210375,9757,146324,1158259,164503,339339,489444,9083,155890,447013,189383,257630,130434,47071,151330,114395,83259,4825470,2755460,34328,2721132,11215,516156,1542639
2007:Q1,2699195,71211,215246,10627,153053,1225117,169746,362192,518228,9834,165117,482759,200829,281930,130852,48156,152779,114829,94566,4961799,2815322,36058,2779264,11427,525125,1609925
2007:Q2,2653399,64678,216705,11623,146084,1182565,159755,352756,500740,9712,159602,495968,194348,301620,137378,50834,155585,115264,76715,4861813,2865612,31244,2834368,11603,534272,1450326
2007:Q3,2758059,64270,229056,13742,152379,1247595,164232,375462,528815,10476,168610,502068,205558,296510,137929,52239,156360,115321,87100,4965201,2881735,37220,2844515,11756,543520,1528190
2007:Q4,2790564,75023,246681,15701,151119,1251529,160440,379955,531021,10739,169374,499966,206726,293240,131999,51045,159166,115378,92957,5124521,2930296,51304,2878992,11881,552938,1629406
2008:Q1,2754878,69948,247822,18273,147673,1237196,154352,378867,525472,10843,167662,491212,204872,286340,118002,47473,156885,116160,104234,5359909,2953797,52759,2901038,11991,562389,1831732
2008:Q2,2710494,69776,243587,18684,144053,1221013,148150,377123,519122,10924,165694,477897,202697,275200,114774,47271,153653,116941,102845,5442226,2960098,42272,2917826,12195,572016,1897917
2008:Q3,2642239,69379,247265,19713,138437,1187298,140002,369825,505295,10839,161337,457830,197590,260240,103427,42161,148938,118372,109419,5787081,2956033,43781,2912252,12470,581868,2236710
2008:Q4,2571638,83394,265791,22993,130186,1129865,129378,354892,481334,10521,153740,437818,188498,249320,78357,34600,143478,119803,125353,6269288,2970242,56076,2914166,12716,591454,2694876
2009:Q1,2487014,78238,278910,22342,123122,1081441,120157,342504,461165,10267,147348,420964,180864,240100,68747,32644,137791,117998,124817,6503798,2999101,55666,2943435,12866,601039,2890792
2009:Q2,2615770,102945,268113,20853,131287,1167182,125726,372698,498223,11292,159243,428652,195682,232970,78996,37519,136522,116193,127508,6502700,3032051,46313,2985738,13060,610767,2846822
2009:Q3,2645747,88953,273730,19012,134129,1207100,125944,388578,515773,11896,164909,419357,202867,216490,90574,42876,136061,114424,119531,6340299,3052202,61588,2990614,13241,620542,2654314
2009:Q4,2682674,102593,276629,17858,134320,1198821,98560,397131,523434,12281,167415,420317,206177,214140,94519,44514,138575,112654,141874,6372495,3111998,63990,3048008,13536,630296,2616665
2010:Q1,2721360,98762,282661,17554,135675,1251651,122159,409395,535864,12785,171448,419865,211375,208490,99043,46341,141865,112267,115676,6464011,3138279,63959,3074320,20733,639919,2665080
2010:Q2,2647267,99298,265834,17954,130157,1215938,114593,400847,521084,12638,166776,409837,205837,204000,86779,43230,145395,111880,120965,6714945,3134878,47544,3087334,20644,649533,2909890
2010:Q3,2718141,98641,269355,19244,133974,1267596,115219,421134,543753,13402,174088,408305,215095,193210,95451,47506,147796,111719,118554,6698671,3142534,52284,3090250,21011,659083,2876043
2010:Q4,2798317,108787,276162,20679,136470,1307891,114515,437873,561584,14061,179858,415390,222460,192930,105246,50424,151528,111559,114181,6744267,3199686,63224,3136462,21796,668616,2854169
2011:Q1,2765496,108180,279586,20427,132865,1289961,108650,435168,554423,14098,177622,401850,219930,181920,110624,52659,154549,111728,103067,6694203,3179929,60365,3119564,22923,678157,2813194
2011:Q2,2700905,113287,275103,20429,127666,1255833,101605,426858,540276,13947,173147,381035,214615,166420,109257,53037,157030,111896,96332,6701285,3146318,37899,3108419,26498,687737,2840732
2011:Q3,2659317,112743,280644,20293,125665,1236144,100012,420165,531806,13729,170432,363080,211250,151830,91304,47225,157101,111952,113166,7037819,3140194,48331,3091863,30626,697297,3169702
2011:Q4,2762973,125771,294210,21074,131377,1284683,101906,444052,547003,14293,177429,371983,219923,152060,100955,50059,157057,112008,113796,7026786,3160263,52589,3107674,28577,706877,3131069
2012:Q1,2758000,122903,313453,19688,130029,1263993,98257,444196,532581,14087,174872,369535,216755,152780,112574,54911,159271,113821,97822,6848269,3162903,52156,3110747,32310,716466,2936590
2012:Q2,2736038,121246,306930,18652,128999,1246586,94917,445298,519693,13916,172762,376160,214140,162020,107667,53598,158625,115634,101941,6972326,3178595,43625,3134970,32442,726011,3035278
2012:Q3,2799434,115903,319791,18399,133249,1280087,95421,464704,527935,14315,177712,378784,220274,158510,112883,56367,162689,117560,103722,6948369,3174169,56175,3117994,32407,735533,3006260
2012:Q4,2772681,122075,326956,18864,130503,1246357,90907,459727,508432,13962,173329,377432,214842,162590,111580,57037,162617,119486,99774,6933642,3172256,56622,3115634,16388,745090,2999908
2013:Q1,2838104,119575,332377,17986,135644,1287881,91861,482580,519573,14452,179415,380195,222385,157810,122473,60344,163568,120013,98048,7061499,3180209,54760,3125449,16787,754732,3109771
2013:Q2,2814853,116830,331121,17745,134782,1272229,88689,484185,507511,14301,177543,374944,220064,154880,124425,60328,166004,120899,95546,7280919,3161908,39656,3122252,16821,764407,3337783
2013:Q3,2806217,120187,338988,18136,135557,1272089,86617,491627,501688,14325,177832,344504,220424,124080,130601,63553,171176,121786,89640,7379085,3136861,46872,3089989,16974,774158,3451092
2013:Q4,2882039,128941,347405,18053,140311,1309056,87004,513654,510311,14767,183320,347825,227225,120600,142244,67106,172057,122596,86445,7501214,3123822,45476,3078346,61077,783940,3532375
2014:Q1,2892873,125916,355601,17011,141879,1316018,85318,524194,507017,14872,184617,337373,228833,108540,143578,68399,175144,124074,87880,7591354,3118115,43222,3074893,72151,793722,3607366
2014:Q2,2860742,125956,349294,16128,139918,1290319,81537,521641,491205,14607,181329,336618,224758,111860,148973,70951,178614,125902,78069,7543250,3115816,33819,3081997,61662,803642,3562130
2014:Q3,2799769,128429,355666,15930,135380,1241271,76397,509229,466826,14076,174743,322265,216595,105670,147328,70153,183389,127725,72233,7594574,3087139,37614,3049525,17965,813671,3675799
2014:Q4,2885440,145725,359003,16352,139671,1273249,76264,529982,472978,14465,179560,339055,222565,116490,153432,71052,183085,129532,75284,7660734,3097179,39084,3058095,18091,823743,3721721
2015:Q1,2938050,135177,370117,15744,144110,1306165,76073,551543,479158,14865,184526,346651,228721,117930,154609,72779,179888,130839,81971,7709262,3121083,38267,3082816,18214,833721,3736244
2015:Q2,2901220,139017,362570,15484,143284,1291240,73058,553038,467683,14721,182740,326276,226506,99770,153213,72826,182835,132240,82235,7791524,3128932,31222,3097710,18331,844036,3800225
2015:Q3,2852178,135875,364751,15603,141274,1269842,73510,549831,452582,14457,179462,300562,222442,78120,140523,68392,185112,133602,96642,8047378,3120735,31909,3088826,18269,854516,4053858
2015:Q4,2932509,137086,373158,16161,147478,1316898,72950,578695,463616,15032,186605,306447,231297,75150,147710,70376,183666,134923,98606,8070505,3113016,33144,3079872,18228,864946,4074315
2016:Q1,2956834,137982,376692,17636,148332,1321509,70355,582047,466302,15119,187686,315437,232637,82800,147410,70821,183423,137371,100221,8158725,3129934,32537,3097397,18085,875480,4135226
2016:Q2,2994531,136399,373495,18615,149291,1330051,70810,585809,469316,15217,188899,335924,234140,101784,149637,72344,189821,139986,98968,8219521,3151983,27255,3124728,17777,886180,4163581
2016:Q3,3065360,138219,368567,19889,153329,1366023,72725,601653,482008,15629,194008,349683,240472,109211,154649,75186,196854,142796,100165,8220722,3145733,30140,3115593,17773,896976,4160240
2016:Q4,3113423,143016,381342,21562,154832,1379414,73438,607550,486733,15783,195910,352608,242829,109779,159362,75349,201165,145589,99184,8292487,3145633,30423,3115210,18480,907898,4220476
2017:Q1,3140207,143156,375717,20899,157589,1403981,74746,618370,495401,16064,199400,353384,247155,106229,166944,79081,197477,146986,94993,8247290,3133233,30207,3103026,18527,918922,4176608
2017:Q2,3123450,140698,371439,20522,157651,1404529,74775,618612,495594,16071,199477,338713,247250,91463,170294,81480,199339,148495,90290,8228046,3129855,24666,3105189,18662,929958,4149571
2017:Q3,3136785,134379,376903,21271,158935,1415971,75384,623651,499631,16202,201103,329623,249264,80359,176382,84513,204012,149665,85131,8163946,3114827,33007,3081820,18702,941130,4089287
2017:Q4,3245215,140552,395470,21868,163742,1458798,77664,642514,514743,16692,207185,349251,256804,92447,185816,87391,207404,150727,84196,8131138,3145224,35195,3110029,18948,952614,4014352
2018:Q1,3196926,140095,390174,20619,160848,1433018,76292,631159,505646,16397,203524,336860,252265,84595,183017,87114,208702,155202,81277,8188744,3126929,36130,3090799,19174,964214,4078427
2018:Q2,3247533,134532,384241,19992,165054,1470482,78286,647660,518865,16826,208845,337976,258861,79115,188388,88364,217098,159898,81508,8233136,3125936,31638,3094298,19389,976082,4111729
2018:Q3,3295410,127840,389848,19484,167922,1496033,79646,658914,527881,17118,212474,335113,263360,71753,200019,91287,227778,165065,75021,8243827,3117802,37296,3080506,19685,988148,4118192
2018:Q4,3269357,132916,403380,19778,164891,1469033,78209,647023,518354,16808,208639,324802,258605,66197,169586,82155,230254,170086,102476,8613825,3105625,38067,3067558,20051,1000277,4487872
2019:Q1,3331718,131317,405103,20660,164554,1516028,78049,690699,524793,16775,205712,320052,258077,61975,191608,90398,230645,172388,88965,8461553,3089963,39227,3050736,20299,1012667,4338624
2019:Q2,3334293,128994,405835,22147,162445,1533403,77049,703540,528294,16559,207961,302636,254771,47865,197649,93288,235292,175146,77458,8384017,3072130,36617,3035513,20563,1025507,4265817
2019:Q3,3358482,128608,410152,24464,162648,1554111,77145,713018,536603,16580,210765,308898,255089,53809,198092,93689,240938,177123,59759,8439573,3069102,40119,3028983,20823,1038476,4311172
2019:Q4,3425324,139075,423154,26537,163551,1560879,77573,715392,539326,16673,211915,334256,256504,77752,214120,98937,242373,178627,43815,8337280,3104365,44856,3059509,21098,1051629,4160188
2020:Q1,3437733,142313,430350,33732,161371,1640444,76540,777742,560762,16452,208948,337491,253089,84402,167571,83406,230950,180349,29756,8921395,3110852,43056,3067796,21207,1064995,4724341
2020:Q2,3673021,167254,429711,38296,174249,1775142,75148,945604,503033,17763,233594,345528,256286,89242,202783,96380,215147,182700,45831,8645971,3133162,41184,3091978,21370,1078036,4413403
2020:Q3,3737286,178084,434052,38641,176749,1752753,76148,953081,483287,18235,222002,366127,259520,106607,219458,102230,225357,185289,58546,8600107,3169249,44870,3124379,21811,1091406,4317641
2020:Q4,3864870,229872,413612,40208,179249,1782348,77148,996115,466517,18639,223929,377202,261416,115786,250043,112780,229572,188058,61926,8253247,3197235,46581,3150654,22097,1105026,3928889
2021:Q1,3868793,248855,406226,44278,181749,1704414,78148,977940,434814,19479,194033,384997,263313,121684,264385,116576,234974,196399,85940,8254115,3221740,43144,3178596,22261,1119014,3891100
2021:Q2,4197329,296644,392062,47325,184249,1920805,79148,1190917,437687,20216,192837,387966,265211,122755,284518,123437,253102,201282,105940,8111107,3240038,36849,3203189,22262,1133221,3715586
2021:Q3,4314301,318559,384901,50152,186749,1989001,80148,1267153,426902,21132,193666,394156,267109,127047,282410,122954,260831,209359,115229,8244533,3257226,30838,3226388,22199,1147646,3817462
2021:Q4,4448485,345731,382861,55513,189249,2042050,81148,1330976,415299,22240,192387,378700,268997,109703,306376,128023,275525,217435,127022,7986084,3265718,32919,3232799,22562,1162494,3535310
2022:Q1,4386209,351163,375730,56152,191749,1981950,82149,1301731,406296,22080,169694,389146,270896,118250,287969,120214,285107,220378,126651,7926264,3242196,27093,3215103,22684,1177939,3483445
2022:Q2,4459798,360991,354212,57917,194249,2116928,83150,1447296,408865,22667,154950,380999,272791,108208,237683,105071,298937,223899,128912,8113679,3245789,23311,3222478,22774,1194173,3650943
2022:Q3,4413670,353418,353266,60501,196750,2077953,84151,1420213,406593,23343,143653,383920,274684,109236,225076,99546,302628,226202,134411,8109252,3236550,24934,3211616,22914,1210653,3639135
2022:Q4,4511700,360426,370501,65274,199250,2131416,85152,1463369,410074,25936,146886,376493,276595,99898,239331,105605,306595,228891,127917,7669948,3214278,25454,3188824,23283,1227349,3205038
2023:Q1,4623439,359556,362091,69562,201751,2235458,86154,1548680,420388,28455,151781,376690,278520,98170,254734,111196,298474,230588,123338,7616025,3218223,24594,3193629,23553,1244132,3130117
2023:Q2,4641434,353335,369904,70424,204253,2235010,87156,1548310,417442,30430,151672,370956,280475,90481,274164,116106,299926,233366,113989,7590455,3229284,23645,3205639,23749,1260953,3076469
2023:Q3,4574997,351440,365322,71468,206754,2174599,88159,1504131,411263,26902,144143,376625,282456,94169,263297,112361,308599,234483,110050,7785686,3222011,26445,3195566,23882,1278265,3261528
2023:Q4,4751717,375566,374311,72034,209257,2279057,89162,1588768,422856,26299,151973,376038,284502,91536,293207,122585,304348,234863,110451,7579853,3234954,26903,3208051,24268,1295878,3024753
2024:Q1,4778262,378391,373499,72868,211759,2260076,90166,1572072,419921,27923,149996,378039,286611,91428,320675,130506,300670,236574,115203,7513042,3251963,27854,3224109,24577,1313764,2922738
