1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1981:Q2,10048329,7815523,1748624,484182,30111,389902,64169,10048329,2830478,2958202,1534612,923827,1597444,203766,1054,69060,62289,4563,185,2023,11846,10428,452,62,139,0,23729,8442,78554,1029018,746200
1981:Q3,10257326,7964744,1794332,498250,31578,400825,65847,10257326,2867485,3034718,1564021,943860,1636236,211006,1085,71814,64839,4712,190,2073,12324,10857,462,63,156,0,24315,8978,80956,1047927,753000
1981:Q4,10489750,8141430,1833217,515103,33168,414134,67801,10489750,2916614,3125662,1598716,959787,1669531,219440,1121,74859,67653,4880,195,2131,12890,11366,475,65,173,0,24984,9567,83944,1060779,754900
1982:Q1,10694800,8305056,1861430,528314,34683,424631,69000,10694800,2961450,3202881,1630497,973158,1697576,229238,1167,78205,70747,5027,200,2231,13551,11954,495,67,236,0,25557,10355,87655,1073389,762200
1982:Q2,10898846,8447112,1910019,541715,36100,434867,70748,10898846,3005566,3263161,1659094,1002611,1730918,237496,1202,81186,73512,5152,204,2318,14106,12444,508,67,298,0,26026,11081,90582,1085441,765800
1982:Q3,11013550,8529386,1929687,554477,37465,444365,72647,11013550,3028601,3300730,1675973,1009350,1755025,243871,1229,83517,75692,5232,206,2387,14548,12835,518,68,358,0,26296,11721,92783,1093074,759000
1982:Q4,11083259,8560882,1954497,567880,38683,455024,74173,11083259,3041916,3320753,1685858,1024194,1761861,248677,1245,85367,77434,5283,207,2443,14889,13137,523,68,417,0,26420,12283,94330,1102424,752100
1983:Q1,11142592,8592632,1969699,580261,39704,464380,76177,11142592,3067705,3327345,1692343,1032222,1769444,253533,1252,86691,78595,5349,208,2539,15241,13450,530,68,516,0,27157,12923,95703,1117313,751300
1983:Q2,11209858,8630287,1987831,591740,40964,472901,77875,11209858,3091035,3342419,1699247,1045988,1772042,259127,1265,88151,79881,5425,208,2637,15644,13811,540,69,615,0,27955,13604,97468,1132479,751100
1983:Q3,11328900,8713730,2008435,606735,42500,484547,79688,11328900,3127655,3374318,1713979,1068150,1778681,266117,1286,89974,81494,5522,210,2748,16141,14257,555,71,718,0,28883,14376,99858,1151849,757900
1983:Q4,11467860,8810123,2036340,621397,44262,495864,81271,11467860,3175101,3415779,1734619,1084225,1784065,274071,1311,92173,83450,5642,212,2869,16692,14748,571,72,824,0,29967,15248,102465,1175092,769600
1984:Q1,11608799,8900458,2071062,637279,45966,508568,82745,11608799,3214020,3452329,1750305,1117190,1793538,281417,1322,94073,85159,5744,213,2957,17228,15224,580,79,902,0,31182,16151,104676,1195187,799200
1984:Q2,11784121,9025287,2107576,651258,48034,517550,85674,11784121,3263501,3509889,1774132,1134666,1811081,290852,1344,96539,87383,5878,216,3062,17906,15827,598,87,988,0,32604,17200,107760,1223634,818000
1984:Q3,11961479,9147942,2146087,667450,50090,528563,88797,11961479,3315922,3562268,1797925,1157498,1828099,299767,1361,98839,89454,6004,218,3163,18553,16404,612,94,1074,0,33992,18246,110596,1245869,831000
1984:Q4,12138928,9274517,2184837,679574,52415,536363,90796,12138928,3368015,3613436,1822175,1181793,1844662,308847,1379,101179,91563,6131,221,3264,19214,16991,628,102,1160,0,35415,19339,113443,1269583,845600
1985:Q1,12287256,9389074,2202933,695249,54669,547232,93348,12287256,3407383,3662791,1843574,1189445,1865057,319006,1409,103947,94077,6296,224,3350,20081,17760,650,108,1331,0,36784,20538,116395,1299468,848000
1985:Q2,12407132,9475922,2221698,709512,56639,557693,95180,12407132,3438475,3703837,1860572,1193031,1882864,328353,1434,106562,96452,6451,228,3431,20883,18471,669,114,1502,0,38131,21693,118892,1325633,844400
1985:Q3,12570884,9593987,2252364,724533,58660,568510,97363,12570884,3486420,3751032,1885135,1206005,1904222,338070,1462,109277,98918,6613,232,3514,21710,19204,689,120,1674,0,39492,22842,121598,1350612,839700
1985:Q4,12757908,9739326,2281134,737448,60560,577850,99038,12757908,3551264,3801706,1917813,1210016,1928856,348253,1491,112175,101547,6786,237,3605,22564,19960,710,126,1846,0,40937,24021,124425,1377130,856500
1986:Q1,12940048,9888830,2299435,751783,62070,587557,102156,12940048,3621427,3837156,1947015,1218287,1956781,359382,1524,115138,104217,6954,246,3721,23480,20772,739,130,1910,0,42803,25588,127295,1402292,847700
1986:Q2,13135703,10035672,2334683,765348,63927,597459,103962,13135703,3687429,3881265,1977146,1227403,1991196,371264,1560,118485,107235,7144,257,3849,24411,21597,768,134,1978,0,44874,27183,130271,1436036,844000
1986:Q3,13346082,10193311,2374120,778651,65977,606362,106312,13346082,3763931,3922646,2010728,1242058,2023982,382737,1593,121712,110144,7328,267,3973,25310,22393,797,139,2044,0,46907,28743,133096,1482695,840400
1986:Q4,13547111,10352404,2402655,792052,68323,615324,108405,13547111,3835364,3959550,2042003,1259625,2056726,393843,1626,124715,112849,7498,277,4091,26207,23189,825,143,2107,0,48847,30301,135888,1522384,839400
1987:Q1,13731827,10493626,2431164,807037,70522,626121,110394,13731827,3905262,3996399,2065636,1275204,2085943,403383,1653,127318,115134,7640,300,4244,26994,23896,844,152,2036,0,50513,31887,138092,1554150,855500
1987:Q2,13914375,10639583,2450862,823930,72751,638164,113015,13914375,3967914,4036009,2087917,1290245,2119085,413205,1684,129864,117366,7779,323,4396,27824,24643,867,163,1963,0,52109,33500,140590,1588428,868700
1987:Q3,14117166,10801384,2473487,842295,75265,650955,116075,14117166,4033872,4080246,2112913,1312290,2154269,423576,1716,132534,119708,7925,347,4554,28710,25436,891,173,1893,0,53747,35194,143288,1625126,874400
1987:Q4,14341072,10963233,2512802,865037,77871,668065,119101,14341072,4105574,4154782,2146171,1317674,2179932,436939,1761,136288,123032,8135,375,4746,29778,26394,923,187,1841,0,55845,37112,146820,1652662,901000
1988:Q1,14571344,11129608,2554612,887124,80459,685090,121575,14571344,4171968,4226268,2174783,1338052,2210318,449955,1795,140153,126256,8534,395,4968,30816,27347,939,211,1789,0,57871,38893,150146,1680098,916800
1988:Q2,14778834,11286094,2586752,905988,83048,699851,123089,14778834,4243772,4281057,2202370,1355736,2234559,461340,1822,143551,129057,8905,413,5176,31740,28199,951,234,1733,0,59738,40573,152804,1719034,936600
1988:Q3,14977178,11439536,2614702,922940,85501,711686,125753,14977178,4309319,4333431,2227634,1373661,2260724,472409,1848,146842,131763,9269,432,5378,32646,29036,962,257,1673,0,61550,42212,155383,1758374,953400
1988:Q4,15226770,11614122,2672774,939874,88016,723747,128111,15226770,4385882,4404530,2260141,1405285,2285320,485612,1879,150983,135234,9684,453,5612,33663,29972,977,283,1625,0,63802,44034,158394,1800326,968800
1989:Q1,15427104,11756978,2710624,959502,90271,737028,132203,15427104,4453036,4464026,2283887,1418533,2309665,497957,1911,154555,138149,10070,455,5881,34819,31038,1008,288,1582,0,66130,45439,161186,1836070,995700
1989:Q2,15683425,11959796,2745730,977899,93366,749602,134931,15683425,4542837,4526804,2316314,1439392,2347084,510994,1946,158179,141112,10458,457,6152,36055,32178,1044,296,1537,0,68462,46961,164333,1864020,1006400
1989:Q3,15888013,12096610,2794634,996769,96945,760935,138889,15888013,4593406,4589446,2335033,1463703,2382210,524215,1980,161984,144237,10858,459,6430,37290,33315,1079,305,1497,0,70984,48551,167233,1896180,1003900
1989:Q4,16092388,12248721,2829172,1014495,100832,772926,140737,16092388,4659584,4650305,2356227,1477370,2411943,536959,2012,165596,147191,11245,461,6699,38507,34439,1111,313,1454,0,73379,50098,170054,1925583,1016300
1990:Q1,16314110,12410314,2870482,1033314,104480,785217,143617,16314110,4727738,4715443,2381595,1493415,2447261,548658,2044,168884,151407,10696,439,6342,39818,35666,1109,352,1438,0,75582,51203,172563,1966983,1023600
1990:Q2,16499434,12546022,2899146,1054266,108397,798256,147613,16499434,4778082,4771942,2397802,1508427,2484402,558779,2071,171590,155100,10111,417,5962,41044,36820,1106,393,1417,1303,76149,52177,174713,1992387,1030600
1990:Q3,16700976,12685446,2940569,1074961,112191,811436,151334,16700976,4826216,4841885,2414898,1525114,2522444,570419,2104,174864,159298,9565,396,5605,42365,38057,1104,433,1401,1391,78239,53266,177201,2016154,1052900
1990:Q4,16854534,12774773,2989287,1090474,116864,820163,153447,16854534,4859234,4905710,2426893,1540287,2540689,581721,2132,178103,163465,9018,374,5246,43633,39245,1100,474,1384,1485,80399,54348,179421,2039042,1054600
1991:Q1,17022767,12878057,3030017,1114693,121281,835413,157999,17022767,4896158,4977624,2442561,1556852,2556915,592657,2175,181100,165835,9419,402,5444,44951,40541,1099,511,1442,1592,81871,55337,182037,2067784,1043700
1991:Q2,17150864,12979438,3036574,1134852,123326,850297,161229,17150864,4936914,5008556,2451570,1566244,2589629,597951,2199,182366,166615,9732,428,5591,45847,41470,1091,546,1485,1944,82213,55701,183091,2083698,1026600
1991:Q3,17272798,13071735,3048691,1152372,124782,864446,163144,17272798,4980623,5030243,2459993,1585428,2614545,601966,2220,183309,167101,10029,451,5728,46615,42288,1079,579,1526,2132,82599,55911,183709,2103475,1021300
1991:Q4,17271370,13037333,3072810,1161227,125564,871585,164078,17271370,4978175,5028761,2448646,1592104,2620420,603264,2225,183743,167123,10297,474,5849,47094,42844,1056,607,1561,1982,83283,55824,183048,2117447,1028000
1992:Q1,17357848,13086074,3103311,1168463,125402,878340,164721,17357848,5001459,5064964,2448642,1597942,2636608,608233,2256,186106,168611,10889,490,6116,48102,43873,1027,658,1650,1820,83705,54912,184124,2132204,1032500
1992:Q2,17565829,13257968,3122121,1185740,127515,891166,167059,17565829,5089569,5106679,2468827,1612909,2673959,613886,2294,188316,169961,11473,505,6377,49256,45046,1003,713,1738,1965,83665,54223,185667,2153221,1040100
1992:Q3,17742328,13394978,3144296,1203054,130690,902683,169681,17742328,5156623,5151898,2482489,1627912,2702620,620786,2334,190910,171655,12081,521,6653,50522,46315,980,768,1830,1691,84259,53683,187497,2171724,1047000
1992:Q4,17998077,13610492,3161902,1225683,134848,918347,172488,17998077,5265672,5205412,2509920,1651570,2737267,628236,2379,193469,173318,12688,536,6927,51895,47692,961,826,1922,1860,84317,53233,189681,2193468,1051900
1993:Q1,18233413,13804249,3195147,1234017,139290,920417,174310,18233413,5359348,5261013,2531818,1667181,2777210,636843,2496,194357,172930,13494,596,7337,52883,48676,956,870,1985,1773,87144,54304,191395,2206614,1069800
1993:Q2,18471458,14001830,3220434,1249194,142366,930113,176715,18471458,5456100,5323207,2555325,1676597,2814784,645445,2616,195186,172488,14297,654,7747,53860,49671,952,916,2052,1738,89916,55348,193186,2236446,1075500
1993:Q3,18678840,14170445,3249786,1258609,145140,934277,179192,18678840,5545056,5380079,2575196,1688739,2836061,653709,2736,195927,171967,15094,712,8154,54809,50625,948,962,2117,1468,92889,56350,194875,2266067,1075000
1993:Q4,18899579,14332017,3284486,1283076,147349,953141,182586,18899579,5612765,5454731,2591047,1704204,2873571,663261,2866,196997,171740,15914,772,8571,55850,51706,947,1011,2189,1873,95501,57492,196828,2302248,1082800
1994:Q1,19161611,14533130,3333274,1295207,148687,960201,186319,19161611,5724402,5523696,2614119,1712856,2912641,673897,3001,198454,172032,16604,841,8977,57244,53049,1019,977,2130,1605,99697,58068,198644,2326158,1097400
1994:Q2,19399401,14699096,3389812,1310493,151138,970571,188784,19399401,5809007,5591555,2634714,1734850,2945377,683898,3136,199626,172073,17271,911,9371,58625,54392,1090,941,2070,1631,103506,58626,200254,2359614,1114400
1994:Q3,19696715,14940985,3424942,1330788,153668,985664,191456,19696715,5916665,5673048,2664299,1750067,2997085,695551,3279,201015,172301,17959,981,9774,60209,55930,1168,913,2012,1739,107220,59373,202691,2396514,1132300
1994:Q4,20025720,15215953,3453797,1355970,156556,1004564,194850,20025720,6038841,5759417,2697101,1769893,3052822,707646,3430,202308,172445,18638,1051,10174,61879,57561,1249,888,1957,2156,110644,60199,205376,2424136,1162900
1995:Q1,20334777,15450452,3494945,1389380,159658,1031591,198131,20334777,6137744,5857299,2730867,1785447,3106540,716880,3674,203132,172513,19094,1060,10465,63237,58914,1278,900,1899,2014,113749,60773,207313,2460696,1196200
1995:Q2,20561774,15602395,3555263,1404116,162781,1039256,202079,20561774,6195240,5942553,2749901,1797129,3151810,725141,3916,203943,172575,19545,1068,10755,64459,60075,1303,910,1842,2451,116501,61179,208567,2484332,1211700
1995:Q3,20790417,15767970,3595997,1426450,165318,1054147,206985,20790417,6252238,6035934,2769273,1805626,3193442,733904,4157,204695,172587,19993,1074,11041,65772,61351,1333,923,1783,2599,119254,61671,210361,2505024,1213500
1995:Q4,20998211,15931972,3636012,1430227,167936,1051183,211108,20998211,6316183,6106994,2787377,1810541,3236158,740958,4395,204990,172204,20400,1079,11307,66950,62442,1359,933,1722,3461,121089,61994,211626,2529306,1222400
1996:Q1,21222353,16089832,3681203,1451318,169870,1066643,214805,21222353,6387202,6167301,2804771,1835195,3281226,746658,4583,205662,172417,20613,1114,11518,67161,62743,1375,942,1786,3324,124583,62212,212288,2562443,1223000
1996:Q2,21412484,16257473,3685514,1469497,171905,1077236,220356,21412484,6467234,6234240,2825840,1820098,3311575,753497,4782,206588,172842,20853,1148,11745,67486,63128,1395,953,1856,7566,123793,62530,213418,2578816,1235600
1996:Q3,21746711,16530757,3730708,1485246,174611,1086696,223939,21746711,6585503,6343157,2865750,1828561,3357371,766369,5022,209120,174615,21253,1191,12061,68350,63984,1429,974,1940,7439,128405,63345,216359,2605175,1247500
1996:Q4,21999462,16726793,3774128,1498541,178273,1093464,226804,21999462,6667186,6431220,2892140,1833376,3398537,777003,5255,211072,175902,21593,1232,12345,69007,64648,1457,992,2024,8743,131427,63958,218425,2627929,1284650
1997:Q1,22265495,16938323,3799981,1527191,182318,1113054,231819,22265495,6748409,6522325,2920342,1840584,3447378,786457,5478,213075,177113,22041,1261,12660,69707,65379,1492,1009,1968,8384,134434,64782,220750,2657044,1292242
1997:Q2,22546489,17159000,3831748,1555741,188648,1132711,234382,22546489,6833799,6614922,2948983,1849477,3502629,796679,5712,215246,178466,22505,1292,12983,70484,66183,1525,1026,1914,9216,136555,65670,223144,2666965,1303903
1997:Q3,22859317,17407530,3871373,1580414,194109,1148119,238186,22859317,6941965,6721085,2987253,1856841,3543232,808941,5970,217993,180295,23029,1326,13343,71420,67111,1564,1047,1867,10018,139178,66713,226058,2689994,1315475
1997:Q4,23167721,17674932,3900520,1592269,200364,1150860,241045,23167721,7046438,6811806,3024830,1863751,3600526,820370,6216,220489,181908,23531,1360,13690,72330,67960,1605,1070,1818,10848,141348,67700,228991,2717961,1329795
1998:Q1,23435281,17894678,3928415,1612188,204902,1158162,249124,23435281,7135421,6906827,3056398,1864077,3636268,836290,6434,223852,184367,23986,1402,14097,73772,69209,1660,1086,1767,10532,146349,69284,232345,2740061,1337984
1998:Q2,23741182,18140841,3967337,1633004,212542,1174027,246435,23741182,7253632,6995315,3094430,1873490,3672014,852301,6663,227250,186860,24443,1443,14504,75217,70495,1711,1101,1717,10889,150962,70890,235404,2767708,1336670
1998:Q3,24099290,18431217,4011501,1656572,221354,1187791,247427,24099290,7392257,7081464,3138081,1886211,3733638,867639,6889,230516,189244,24884,1485,14903,76599,71714,1760,1115,1663,14168,152696,72422,238096,2796729,1334575
1998:Q4,24470593,18714826,4060519,1695248,230700,1212522,252026,24470593,7529437,7180238,3182096,1902223,3793014,883585,7124,233892,191720,25336,1528,15308,78030,73022,1810,1129,1613,12655,159424,74030,240857,2833763,1342316
1999:Q1,24849634,19005119,4122983,1721532,240052,1222560,258920,24849634,7676525,7282416,3223316,1918617,3847314,901446,7489,237280,194151,25843,1528,15758,79629,74332,1820,1181,1525,12048,166493,75941,243705,2861270,1360077
1999:Q2,25254468,19326516,4168434,1759518,251491,1244233,263794,25254468,7836607,7380599,3266764,1934694,3917478,918326,7848,240287,196270,26310,1525,16182,81181,75645,1828,1232,1435,11328,173322,77835,246384,2904845,1373961
1999:Q3,25610282,19608979,4213618,1787685,264086,1256753,266846,25610282,7979267,7472918,3305203,1945159,3972403,935332,8209,243315,198403,26780,1523,16609,82771,76935,1838,1283,1344,10550,180207,79743,249134,2950702,1397566
1999:Q4,26040669,19922932,4276780,1840957,276063,1291727,273167,26040669,8124482,7599121,3348826,1966997,4046775,954468,8589,246952,201039,27314,1525,17074,84522,78479,1854,1340,1259,9737,187541,81851,252348,2991093,1433438
2000:Q1,26529119,20313232,4337322,1878565,286674,1313569,278322,26529119,8317187,7737086,3406645,1977783,4119378,971040,8735,249943,202794,27979,1538,17632,86104,79853,1787,1465,1348,8840,194120,84244,254601,3047919,1457452
2000:Q2,26955894,20644037,4394508,1917349,299103,1335428,282818,26955894,8458763,7867054,3449502,1986182,4207726,986667,8878,252629,204298,28612,1548,18171,87618,81153,1718,1588,1437,7873,200779,86598,256397,3104708,1480624
2000:Q3,27356265,20945017,4454879,1956369,312976,1356009,287384,27356265,8590573,8005682,3491341,1994877,4270303,1003489,9033,255631,206059,29278,1561,18733,89257,82558,1652,1714,1529,7169,207292,89089,258570,3148175,1496845
2000:Q4,27757018,21266407,4499225,1991386,323314,1375426,292646,27757018,8727350,8137294,3534338,2003531,4335444,1019061,9176,258381,207612,29921,1571,19277,90787,83876,1590,1844,1619,6563,212945,91495,260788,3201756,1524806
2001:Q1,28180307,21645279,4519890,2015138,330923,1387530,296685,28180307,8904819,8247003,3582634,2008266,4407894,1029691,9165,260239,208642,30254,1601,19742,92174,84871,1661,1827,1674,6608,216210,92902,262360,3246748,1523082
2001:Q2,28592647,21998678,4558889,2035080,339436,1396564,299080,28592647,9079723,8367665,3631331,2015517,4456336,1042075,9178,262709,210170,30655,1633,20251,93706,85980,1736,1814,1730,7625,218836,94426,264336,3278795,1509936
2001:Q3,29018540,22393562,4580100,2044878,339507,1404956,300415,29018540,9283731,8470477,3683917,2023089,4504358,1052968,9184,265020,211566,31041,1665,20748,95019,86934,1814,1804,1787,7019,222412,95785,266192,3311360,1485236
2001:Q4,29308485,22640384,4604355,2063746,344516,1416155,303075,29308485,9394813,8540555,3712386,2026168,4575928,1058635,9143,265885,211816,31251,1686,21132,95861,87477,1874,1774,1830,6825,225288,96589,266093,3364300,1447653
2002:Q1,29577139,22871577,4624751,2080811,346714,1430231,303866,29577139,9488983,8610862,3735610,2033943,4640049,1067692,9066,267356,212660,31407,1706,21583,96693,87878,1869,1806,1978,6482,229398,97352,267810,3398294,1433361
2002:Q2,29947522,23204391,4646453,2096678,345043,1441409,310226,29947522,9649474,8686029,3778812,2045214,4711129,1076864,8994,268947,213596,31578,1727,22046,97477,88243,1867,1841,2124,6189,233442,98085,269658,3442989,1446614
2002:Q3,30256287,23494791,4640271,2121225,348370,1457919,314936,30256287,9795810,8732516,3814762,2060894,4769700,1082605,8890,269552,213747,31633,1742,22430,98114,88487,1861,1872,2263,5960,235972,98610,271025,3490784,1470129
2002:Q4,30735473,23935312,4667015,2133146,347925,1466436,318785,30735473,10054459,8810698,3881640,2077426,4819332,1091918,8821,271221,214751,31813,1762,22895,98924,88852,1861,1909,2405,5742,239822,99350,273014,3526184,1495772
2003:Q1,31276686,24460783,4664604,2151299,346175,1481522,323602,31276686,10350393,8874325,3949118,2098556,4905752,1098542,8789,273220,216082,31966,1774,23398,100276,89112,1863,1948,2557,6183,240539,99715,274340,3549583,1532939
2003:Q2,31497210,24635529,4676882,2184799,348528,1508517,327754,31497210,10462510,8907011,3963910,2113914,4948971,1100894,8714,273952,216422,31963,1777,23790,101250,89057,1846,1969,2699,5959,242201,99615,273634,3586058,1524311
2003:Q3,31835616,24932099,4684232,2219285,349388,1537836,332061,31835616,10638231,8967364,3998696,2131303,4993535,1106487,8667,275570,217458,32069,1783,24260,102555,89288,1841,2001,2850,5745,243878,99877,274214,3630843,1539732
2003:Q4,32394949,25419933,4727182,2247834,348727,1563265,335842,32394949,10929524,9081233,4069397,2149632,5046102,1119061,8675,279012,219936,32387,1804,24885,104401,89954,1850,2047,3017,5538,247523,100703,276345,3677601,1560315
2004:Q1,33092663,26041450,4777042,2274171,352862,1580423,340886,33092663,11266392,9234458,4158839,2171677,5125076,1136221,8768,283659,223085,32917,1827,25830,105960,91047,1908,2115,3124,5339,252662,102365,279274,3737766,1600318
2004:Q2,33913555,26756678,4858991,2297886,356521,1595794,345571,33913555,11600677,9421026,4252614,2204401,5276843,1157994,8892,289469,227149,33581,1857,26882,107854,92400,1974,2190,3246,5149,259488,104372,282961,3795114,1643280
2004:Q3,34792882,27574299,4898178,2320405,362042,1610527,347836,34792882,11938899,9600183,4341300,2243687,5488359,1180454,9026,295559,231418,34285,1891,27965,109994,93944,2052,2279,3374,4966,265062,106630,287570,3827860,1672427
2004:Q4,35710996,28377666,4980135,2353195,364112,1638260,350823,35710996,12254392,9838424,4435967,2288989,5685182,1208042,9199,303006,236760,35145,1933,29168,112410,95799,2140,2378,3518,4792,272502,109292,293009,3898219,1700028
2005:Q1,36462827,29005521,5070573,2386733,371050,1659419,356264,36462827,12545951,10051935,4535851,2321955,5777890,1229245,9276,308206,240577,35621,1983,30025,113759,96932,2140,2518,3518,4624,280550,111070,296652,3955139,1748321
2005:Q2,37312901,29751581,5133787,2427533,377619,1688253,361661,37312901,12880381,10244938,4635822,2357811,5946994,1246955,9325,312548,243723,35997,2029,30799,114818,97863,2138,2655,3511,4462,287499,112601,299535,4018360,1755968
2005:Q3,38293539,30676905,5157003,2459631,382115,1711147,366369,38293539,13305225,10451857,4743260,2394805,6129311,1269081,9420,318315,247962,36548,2086,31719,116376,99217,2160,2819,3521,4307,293638,114742,304566,4057915,1796501
2005:Q4,39290344,31586635,5204911,2498798,387190,1741960,369648,39290344,13700007,10724500,4858157,2432816,6277698,1297166,9561,325709,253470,37289,2152,32798,118452,101021,2197,3000,3554,4157,301072,117445,311000,4106270,1836852
2006:Q1,40132769,32315121,5280598,2537050,393698,1768499,374853,40132769,14051623,10944546,4967157,2469159,6381017,1319267,9708,332090,258693,37291,2210,33896,119886,102238,2092,3240,3713,4014,307145,120089,315053,4160811,1852236
2006:Q2,40979678,33061971,5353295,2564412,401482,1781730,381200,40979678,14313717,11155975,5053327,2507568,6607898,1341193,9851,338549,263974,37301,2269,35005,121348,103404,1990,3484,3874,3877,313069,122723,319020,4209230,1900010
2006:Q3,41641105,33591953,5453457,2595695,408035,1800979,386681,41641105,14487362,11352184,5116469,2542210,6781923,1360957,9967,344322,268731,37227,2324,36040,122463,104290,1873,3709,4030,3743,320029,125010,321519,4258278,1931177
2006:Q4,42505719,34322145,5547022,2636552,413355,1829618,393579,42505719,14711656,11601576,5199448,2579409,7027147,1386483,10137,351862,274850,37361,2390,37261,124116,105674,1778,3962,4206,3610,327232,127961,325948,4298259,1942323
2007:Q1,43202800,34879351,5634354,2689095,420521,1867173,401401,43202800,14850011,11799406,5264960,2615037,7266376,1407010,10270,356195,278180,38448,2021,37546,125382,106647,1714,4159,4916,3481,333799,130983,329465,4344632,1986905
2007:Q2,43556908,35106937,5715278,2734693,427699,1903617,403377,43556908,14867118,11940757,5295770,2644705,7387268,1421290,10350,358809,280172,39351,1639,37647,126058,107108,1640,4331,5610,3357,339668,133380,330976,4391621,2025118
2007:Q3,43961299,35420537,5765661,2775101,435207,1938622,401272,43961299,14919758,12084763,5335998,2677918,7506935,1435927,10449,361884,282512,40310,1260,37802,126905,107712,1573,4523,6315,3238,343980,136005,333346,4427942,2046368
2007:Q4,44406957,35785649,5806818,2814490,443973,1965451,405066,44406957,14973839,12248969,5379404,2709774,7642355,1452616,10573,365707,285427,41355,886,38039,128022,108502,1514,4732,7033,3123,347904,138918,336590,4474789,2102808
2008:Q1,44783182,36081780,5837129,2864273,454263,2002005,408005,44783182,14988836,12411316,5418342,2741861,7758733,1464094,10631,369781,291395,38483,1167,38736,129234,109297,1620,4781,8446,3012,345114,140896,341278,4523378,2177371
2008:Q2,45091583,36317131,5868268,2906184,465893,2030960,409331,45091583,14992184,12549662,5447639,2773077,7856012,1473009,10667,373174,296831,35535,1446,39362,130236,109881,1721,4817,9847,2905,341946,142615,345200,4548742,2283823
2008:Q3,45487483,36587303,5955994,2944186,475624,2055377,413185,45487483,14926861,12780002,5476494,2804422,8005350,1494354,10789,379817,304799,32957,1734,40327,132166,111223,1835,4894,11305,2801,342356,145414,351755,4577733,2246584
2008:Q4,45918921,36854807,6108187,2955927,481308,2059773,414846,45918921,14796707,13060202,5503855,2828666,8206560,1522931,10956,388225,314139,30589,2024,41473,134457,112810,1955,4986,12780,2702,346255,148632,359175,4566247,2044108
2009:Q1,45852404,36775390,6120587,2956427,483814,2057181,415432,45852404,14688181,13027115,5478028,2834431,8310178,1514471,10895,386929,313316,30532,1982,41099,133854,112058,1942,5012,13956,2606,339428,149849,357941,4552056,1968789
2009:Q2,45298451,36221843,6113519,2963089,486167,2066208,410714,45298451,14480060,12839007,5400845,2823406,8267651,1487482,10679,380171,308094,30034,1912,40131,131534,109923,1895,4948,14956,2513,330528,148963,351371,4548515,1931110
2009:Q3,44890630,35810363,6090254,2990013,489999,2083544,416470,44890630,14366866,12675122,5345501,2819215,8221531,1462395,10486,373970,303322,29581,1844,39223,129486,108036,1852,4896,15982,2424,321190,148304,345768,4531267,1896492
2009:Q4,45079011,35982272,6055930,3040809,493420,2131212,416177,45079011,14472824,12692474,5368975,2838363,8248817,1457558,10482,373899,303482,29623,1809,38985,129394,107882,1854,4959,17216,2337,312809,149963,346764,4560133,1919715
2010:Q1,45218281,36127781,6022102,3068398,495457,2158267,414674,45218281,14503836,12718323,5370590,2863525,8315101,1446906,10391,371339,301548,29505,1692,38594,128285,106951,1871,4981,19878,2254,306054,149621,345280,4550803,1961550
2010:Q2,45352127,36178456,6062034,3111637,499161,2193542,418934,45352127,14434253,12822480,5358824,2892477,8398947,1445146,10345,370680,301168,29533,1584,38395,127793,106511,1896,5017,22643,2174,303027,150039,345019,4530911,1970244
2010:Q3,45590899,36327309,6128742,3134848,503923,2206895,424030,45590899,14447604,12936398,5367080,2921057,8472618,1446142,10309,370561,301229,29604,1477,38251,127491,106146,1920,5053,25450,2097,301351,150681,345081,4520365,2027735
2010:Q4,45978958,36597055,6197481,3184422,510703,2248550,425169,45978958,14542517,13078840,5394471,2955727,8558503,1448900,10286,370837,301612,29705,1373,38147,127381,106014,1950,5097,28284,0,301879,151591,345584,4535502,2104760
2011:Q1,46278648,36788526,6254812,3235310,518516,2288221,428573,46278648,14590445,13187903,5403786,2991246,8653426,1451842,10239,370344,298856,31761,1364,38363,127336,105993,1972,5146,26381,0,306071,151761,346598,4568263,2205072
2011:Q2,46751828,37148212,6328770,3274846,526521,2317529,430796,46751828,14667159,13378675,5435025,3017687,8788664,1464618,10269,372632,298347,34047,1368,38870,128146,106647,2013,5242,24702,0,311768,152973,350227,4609074,2253513
2011:Q3,47155202,37455870,6392566,3306766,536059,2339978,430729,47155202,14695593,13548333,5452426,3044736,8938588,1475526,10282,374385,297398,36294,1370,39323,128849,107185,2051,5333,22998,0,316838,154059,353544,4630629,2258306
2011:Q4,47571642,37775222,6467262,3329158,546240,2352420,430498,47571642,14737265,13738373,5477039,3061248,9068285,1489432,10311,376873,297040,38606,1374,39853,129791,107882,2095,5436,21359,0,322758,155441,357486,4644654,2274572
2012:Q1,47954348,38043417,6535379,3375552,555235,2385351,434966,47954348,14769989,13926085,5503943,3083995,9167502,1502834,10359,379142,297613,39576,1396,40557,130853,108720,2146,5587,20797,0,328192,155981,361056,4678915,2317456
2012:Q2,48402940,38406401,6587505,3409034,562414,2408887,437733,48402940,14878031,14088581,5542911,3104792,9275000,1513625,10390,380790,297691,40483,1419,41197,131684,109351,2195,5733,20211,0,333008,156231,364031,4688964,2317162
