1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2007:Q4,35855,1928,33927,0,35855,0,-56,651,-46,467,1373,0,5722,0,2342,21447,2210,1687,294,-236
2008:Q1,13531,1905,11626,0,13531,0,175,-260,-117,-741,6418,0,-627,234,-455,11571,-282,-2626,452,-211
2008:Q2,13173,616,12557,0,13173,0,3,-260,4,-870,5539,0,-580,92,-2546,10360,2554,-1388,419,-154
2008:Q3,5713,832,4882,0,5713,0,-102,-260,-59,-2043,2405,-1,-810,261,-484,11552,-1950,-2226,21,-591
2008:Q4,5322,859,4463,0,5322,0,-27,-260,99,-3637,682,-155,-1292,-291,-696,9032,4327,-1625,-725,-110
2009:Q1,1037,836,201,0,1037,0,-28,-106,-69,-3053,2124,3,-1348,-86,-139,4745,1053,-1727,-175,-157
2009:Q2,9838,2053,7785,0,9838,0,-229,-105,-16,5927,47,83,-1289,95,-226,4193,3729,-2076,-89,-206
2009:Q3,3167,217,2950,0,3167,0,-14,-106,10,2874,-2361,249,-1144,144,7,3915,3358,-2220,-187,-1358
2009:Q4,-4134,-348,-3786,0,-4134,0,-5,-106,349,1324,-8976,-692,-1713,171,-214,1336,4818,-115,-203,-108
2010:Q1,-3708,-416,-3291,0,-3708,0,-55,365,-188,2079,-1168,61,-669,272,93,-4814,1922,-1376,-165,-65
2010:Q2,-5033,-274,-4759,0,-5033,0,34,365,58,-2215,-4087,-72,-592,298,61,-482,4008,-2163,-199,-47
2010:Q3,4526,823,3703,0,4526,0,-23,364,-355,3703,-1759,-202,-6,-104,88,2124,3516,-2657,-67,-96
2010:Q4,2930,219,2712,0,2930,0,30,365,38,2946,-5046,-268,-154,-52,-199,5125,3049,-2485,-296,-123
2011:Q1,-3925,-809,-3116,0,-3925,0,-82,-508,-66,-1012,-3367,8,145,-51,-93,-406,4336,-2254,-500,-75
2011:Q2,-3032,-13,-3019,0,-3032,0,3,-508,-68,-2126,-1314,-331,693,-163,42,-1439,5799,-3216,-394,-10
2011:Q3,556,264,292,0,556,0,-5,-508,-59,-1346,-1632,-285,852,-197,667,1778,3967,-2367,-280,-29
2011:Q4,6748,682,6066,0,6748,0,40,-508,2,3469,-343,55,614,117,-238,2839,5139,-4061,-302,-75
2012:Q1,2095,-734,2829,0,2095,0,-52,-211,15,-1267,526,-1391,1012,-112,-460,2074,4714,-2622,-149,18
2012:Q2,5366,-247,5613,0,5366,0,34,-211,-119,-1046,2050,-117,976,-62,-180,-877,7940,-2864,-161,3
2012:Q3,10425,511,9914,0,10425,0,34,-212,-181,2454,2096,13,845,-78,-69,4139,5228,-3544,-261,-39
2012:Q4,10158,724,9434,0,10158,0,27,-211,-14,-2173,4645,-13,527,-80,30,888,9008,-2332,-234,90
2013:Q1,9321,5033,4288,0,9321,0,-39,88,-62,3017,2585,-133,2064,-89,-311,-3536,7260,-1729,-107,313
2013:Q2,9822,-133,9955,0,9822,0,245,87,-35,-928,7376,-397,2794,-92,-123,-3850,9337,-5485,-542,1435
2013:Q3,14979,343,14636,0,14979,0,-48,87,-141,144,9855,156,3475,-90,-449,-6265,8688,-424,-35,26
2013:Q4,16105,241,15864,0,16105,0,-147,87,288,2720,10702,412,3200,-71,-316,-8297,8303,-1126,-159,509
2014:Q1,12564,257,12307,0,12564,0,-21,-33,-40,643,9285,-143,2501,-93,283,-4613,4918,-190,17,50
2014:Q2,13542,1377,12165,0,13542,0,-2,-33,-94,-1630,10904,152,3084,97,636,-4595,5564,-499,42,-84
2014:Q3,14702,673,14029,0,14702,0,-26,-33,-262,-3265,7974,-132,3367,109,-545,2148,5618,-658,-77,484
2014:Q4,27637,2484,25153,0,27637,0,11,-33,-198,2388,9544,-97,3882,-147,147,4334,8196,-1056,81,585
2015:Q1,24281,1995,22286,0,24281,0,98,618,-74,2462,8922,161,1851,233,170,6358,3597,325,10,-450
2015:Q2,26488,2132,24356,0,26488,0,76,617,-69,-886,11037,198,2717,-52,138,5662,8879,-999,-769,-61
2015:Q3,18889,422,18467,0,18889,0,131,618,-182,-1625,15079,552,2554,-52,70,-38,6025,-4475,-34,266
2015:Q4,33558,332,33226,0,33558,0,125,617,23,3542,16012,257,4490,-52,-419,-3622,13677,-976,-7,-109
2016:Q1,26254,1362,24892,0,26254,0,-62,-174,-61,536,9042,225,2689,7,121,9911,9142,-5049,-69,-4
2016:Q2,25681,1850,23831,0,25681,0,-32,-174,-53,601,14278,758,3445,7,228,-4303,13070,-1270,-60,-814
2016:Q3,32772,2927,29845,0,32772,0,-60,-174,-206,2533,9973,548,3323,7,2700,10690,7794,-3976,-642,262
2016:Q4,33564,2119,31445,0,33564,0,-32,-174,61,943,9961,656,4521,6,-1094,9923,11338,-4106,1349,212
2017:Q1,26262,-644,26906,0,26262,0,48,737,-83,1730,8196,-142,4103,112,-1243,10895,7970,-4135,-2178,252
2017:Q2,26051,155,25896,0,26051,0,67,737,27,38,9012,813,4772,111,-637,1721,11686,-2547,-141,392
2017:Q3,27031,160,26871,0,27031,0,66,736,-379,806,2584,70,3497,112,-1234,6967,12840,231,-39,774
2017:Q4,48840,2019,46821,0,48840,0,47,737,77,3016,4485,643,3918,111,824,12111,20945,1956,-42,12
2018:Q1,24362,414,23948,0,24362,0,49,92,-137,-1816,7797,2156,5249,-72,162,-1269,12072,80,329,-330
2018:Q2,29788,2126,27662,0,29788,0,268,91,-53,2638,8087,-516,5571,-72,596,5284,9230,-1164,-987,815
2018:Q3,36982,1034,35948,0,36982,0,7,91,-69,1800,7334,1478,5899,-72,934,8607,8071,2503,-36,435
2018:Q4,34543,-1713,36256,0,34543,0,-632,92,-46,-1902,4404,411,5629,-72,-63,13188,13650,-919,-34,837
2019:Q1,25327,93,25234,0,25327,0,-43,150,-40,-211,5795,426,6409,-16,98,5129,7173,-2748,-49,3254
2019:Q2,26777,1032,25745,0,26777,0,29,150,-3728,-1323,9499,531,5456,-15,-214,9163,6720,231,-36,314
2019:Q3,46052,1743,44309,0,46052,0,144,150,3426,128,7431,188,7120,-16,45,13228,11720,1418,-42,1112
2019:Q4,37438,2774,34664,0,37438,0,389,150,7,566,7015,761,7049,-16,-340,3635,12466,3586,-29,2199
2020:Q1,21304,1697,19607,0,21304,0,-160,230,-226,-1367,11117,1194,1995,29,135,4564,2873,6666,-59,-5687
2020:Q2,33521,2032,31489,0,33521,0,57,230,-45,1578,7148,335,1617,30,-295,20324,2618,212,-60,-228
2020:Q3,31663,749,30914,0,31663,0,83,231,-138,1404,5599,495,990,29,86,4789,18260,-1031,-67,933
2020:Q4,46631,3152,43479,0,46631,0,1004,230,-68,900,962,592,3824,29,-190,25737,14511,-591,-51,-258
2021:Q1,31333,1699,29634,0,31333,0,594,-154,14,900,1484,29,3599,28,110,7345,15702,1481,-59,260
2021:Q2,30414,1174,29240,0,30414,0,12,-153,-37,900,10235,411,7065,28,-96,-2370,12525,447,-59,1506
2021:Q3,31459,1694,29765,0,31459,0,-50,-154,-55,900,6177,-124,7217,29,-92,9418,4702,2200,-1,1292
2021:Q4,52798,3495,49303,0,52798,0,171,-154,-182,900,16230,1543,8277,28,-8,11153,4815,8318,202,1505
2022:Q1,42077,1542,40535,0,42077,0,-361,395,-81,900,17536,-33,5517,16,-14,6477,3024,6614,304,1783
2022:Q2,44171,2226,41945,0,44171,0,-476,394,-79,900,30153,3464,4716,22,119,4771,3204,-3704,304,383
2022:Q3,39266,332,38934,0,39266,0,-663,252,-55,900,28437,1642,2699,21,213,6672,839,-33,-1432,-226
2022:Q4,40336,2119,38217,0,40336,0,-502,264,-106,900,17353,993,2914,22,-385,26463,858,-8048,82,-472
2023:Q1,30988,1884,29104,0,30988,0,21,100,-77,900,17730,-385,2260,21,40,4552,-799,7016,-71,-320
2023:Q2,26172,1079,25094,0,26172,0,263,164,25,900,8520,1011,2799,26,-269,12366,985,-347,139,-410
2023:Q3,26337,1978,24359,0,26337,0,73,48,-135,901,7012,-119,2511,18,-68,13908,2485,1573,-1511,-359
2023:Q4,21267,1145,20122,0,21267,0,-246,16,-27,901,6252,-571,1150,21,-195,10166,5341,-450,-1210,119
2024:Q1,25316,1040,24276,0,25316,0,39,74,-23,901,9148,1207,3818,26,-124,8665,1538,124,157,-234
