1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2007:Q1,1171477,296610,474577,-45368,894616,126426,-29,1375993,1516880,1371122,1357980,13551,-409,145758,1056823,-16120,-1094,-106284,98703,-6476,-60739,-29863,-25184,-8392,1156,1544,4006,-12460,16466,-68735,33996,354620,180,-4904,107970,721700,911065,1070053,227805,18942,72959,135904,292472,23993,254694,13786,484,119553,-88860,518600,4536,-6771,520835,-158988,-373352,214364,-140887,121555
2007:Q2,1190510,293074,476881,-45572,905138,125156,-32,1405309,1646782,1426262,1385365,40470,427,220520,1036436,42072,135789,-115712,91332,-20876,-37150,-8638,-24192,-8064,4140,-396,-29599,-21472,-8127,-49875,35972,226572,204,-4904,177303,585308,815916,1247248,332931,40938,88497,203496,435742,52215,295066,88462,45668,92719,-31117,371305,4544,-6180,372941,-431332,-595956,164624,-241473,146109
2007:Q3,1058250,266824,500517,-19636,916223,183396,-35,1370927,1614749,1445636,1406486,41172,-2022,169113,998006,4564,44040,-169788,224227,-4208,-88636,-123288,23396,7796,4036,-576,-47364,-17124,-30240,-9052,36532,239616,76,-4904,222428,550474,828893,1147433,123118,-30646,63824,89940,715829,207268,361263,147298,65680,42620,-52893,253080,4540,-5579,254119,-318540,-533540,215000,-243822,258105
2007:Q4,1102242,253972,481296,-63944,928214,216770,-38,1448052,2125203,1462013,1435341,24010,2662,663190,1112706,-26860,17269,-110844,136290,1628,-59047,-51039,-2596,-864,-5104,556,12500,-13928,26428,58542,35132,440272,68,-4904,144156,468504,449516,987260,190227,15954,59785,114488,432059,124989,239055,68015,47928,88721,-25502,253827,4544,-4988,254271,-537744,-661028,123284,-677151,230731
2008:Q1,970495,241395,478561,-120652,1061302,142691,-78,1333958,992709,1447402,1448380,-9054,8076,-454693,-243261,19148,-18878,-251640,390778,-3800,-149144,-55528,-44320,-14772,-33496,-1028,5572,-4756,10328,6663,228468,286424,-300,-16512,-108450,-631590,211432,471532,168859,42873,48330,77656,318794,194433,74392,49968,71552,-130039,37794,4571,14736,104112,-114277,-260100,-421964,161864,341249,256135
2008:Q2,998790,230797,499449,-151636,1073987,178310,-101,1369306,821060,1460724,1463923,-22517,19318,-639664,-308357,-72800,-61463,118056,56794,3824,11114,3526,6232,2076,-1404,684,-35929,-3996,-31933,14764,221092,319696,-72,-16512,-60275,-806645,331307,542659,324157,-77271,97600,303828,144720,37302,120770,-13351,94508,-203437,-46159,228870,14736,103039,111095,-211352,-312524,101172,548246,269728
2008:Q3,1034414,218894,497393,-60372,1085321,206105,-14443,1563624,1181011,1438560,1448199,-16992,7353,-257549,-414579,-21028,-136707,-128116,109640,-11024,1139,1723,-13168,-4388,14432,2540,-17863,-5680,-12183,-87436,201464,287776,-128,-16512,-179179,-416604,-157030,95470,180054,62833,69585,47636,105909,105899,122383,-122374,-24792,-253953,46666,41586,14736,101966,-75116,-252500,-409904,157404,382613,81041
2008:Q4,637280,137736,489271,193340,1093850,159187,-119,1456769,776130,1355659,1373452,-54649,36856,-579529,-358552,-27504,-311935,-176088,376216,7512,36071,1575,19800,6600,8372,-276,16254,-7612,23866,-43243,156016,233356,148,-16512,-325061,-283781,220977,512549,108373,2217,43972,62184,-286524,-75390,-45651,-165483,-44520,-332255,-25797,1093273,14744,100893,977636,-291572,-568568,276996,680639,58077
2009:Q1,673544,135804,470610,91956,1069890,189225,-130,1418331,2160182,1152821,1258949,-131603,25475,1007361,214792,4128,227685,8168,77023,1164,-380,-31896,42600,-1800,-15384,6100,45092,10920,34172,69439,-81644,190480,152,35268,-240498,-121285,-792569,-702877,280521,-138777,32146,387152,-567252,-226979,-299886,-40387,-42484,-339270,-48704,14313,-8608,38235,-15314,-89692,-148068,58376,-741851,-76285
2009:Q2,689890,154424,392605,7344,1070184,180535,-153,1401077,1053872,1029948,1198204,-170834,2578,23924,-62236,2020,10410,-18788,-69863,1740,32116,13112,3140,17044,-1172,-8,-45941,-6288,-39653,39275,-94072,203244,-64,35268,-13399,-144181,-86160,-234892,157706,-132785,31071,259420,-407786,-249362,-120975,-37449,-12392,-118096,31816,113860,-8604,38200,84264,148732,70080,78652,347205,-190594
2009:Q3,764762,163533,289823,-20520,1068516,177725,98033,1439094,1218052,1005402,1180910,-174887,-621,212650,183866,76,272948,252780,-175890,4372,-15096,-15452,-4220,-1404,8224,-2244,7879,-1936,9815,27801,-108168,238344,-136,35268,66754,-423067,-28784,-161560,140896,2027,44877,93992,-550509,-278610,-130751,-141149,41216,3804,15037,187996,-8604,38172,158428,132776,2976,129800,221042,-255967
2009:Q4,941217,191983,318133,-68312,1065880,196019,55443,1569245,1870963,1152406,1196795,-43400,-989,718557,613202,21072,227541,65492,-126986,-4580,54120,29040,8516,2836,12080,1648,-22127,-2908,-19219,10450,-114104,295304,132,35268,69080,102540,-105355,-54011,139309,-22733,41606,120436,-460253,-197949,-92366,-169939,-33008,105850,-11165,205255,-8604,38145,175714,-51344,-281316,229972,-301718,-220820
2010:Q1,1022942,191960,364418,-47068,1054159,229646,58777,1644524,1610769,1191534,1189712,3113,-1291,419235,593047,26332,439715,-73008,-291132,4576,-12575,-10403,-2352,12552,-12368,-4,15344,-2444,17788,-59526,-52332,434423,64,7460,117739,35967,173812,227724,282883,50254,38845,193784,-518466,-245778,-180642,-92047,11464,145122,-7078,313800,15380,-17180,315600,-53912,-163340,109428,33755,-223344
2010:Q2,1044249,196293,351354,-36392,1054112,202813,6932,1710203,1786749,1280011,1241091,39245,-325,506738,745002,2184,-48105,18608,-175969,900,34436,31888,10540,3512,-9612,-1892,-24004,-1556,-22448,-52843,-46124,293038,-128,7460,146096,589453,238264,265948,194613,62710,28543,103360,-449242,-141191,-141112,-166939,-6036,175453,37476,313684,15384,-19636,317936,-27684,-137532,109848,-76546,-227379
2010:Q3,1101636,208864,399600,-18052,1098670,208992,-3568,1786350,1324367,1389168,1281790,108266,-888,-64801,526202,-11464,168042,-38648,-93955,9304,39880,20760,7512,2504,8356,748,-5232,-1576,-3656,-20075,-51068,302077,300,7460,147080,72502,591003,599099,350407,43766,22741,283900,-156570,-15622,-44280,-96668,10292,55804,5982,333183,15388,-22097,339892,-8096,-269440,261344,461983,-188190
2010:Q4,1052812,218019,413295,-88860,1188166,205460,21526,1704738,1581094,1380314,1315008,67122,-1816,200779,354056,35760,-56968,118804,-118659,-15152,-82796,-92148,11768,-10672,6160,2096,-1132,764,-1896,-2245,-56276,299533,252,7460,156426,69050,153277,98809,160413,-58658,42859,176212,-78323,55735,-69443,-64614,-47160,251077,134412,-321611,15380,-24539,-312452,54468,-145720,200188,123644,-118964
2011:Q1,992128,212299,428703,-141616,1237941,204905,-5772,1658128,1325291,1347308,1319845,29179,-1716,-22017,615994,43096,103717,-105348,-16489,4680,-27447,9321,-24812,-8708,-2984,-264,17493,-1520,19013,37571,24644,349641,328,-13836,171731,26213,638011,685967,167246,25799,11975,129472,-74403,78843,6171,-159417,-68,122446,35664,435083,2960,-3937,436060,-47956,-168732,120776,332837,-105915
2011:Q2,1070315,212399,451289,-82964,1253486,206072,-5708,1788929,1835654,1419684,1364294,56618,-1228,415971,594094,19372,233488,-40736,-19944,-44,24653,-5823,27248,9292,-4480,-1584,-1762,15688,-17450,25610,24548,449575,-276,-13836,109245,-215800,178123,370751,284780,49535,5037,230208,122177,90652,131462,-99937,5592,87795,-4848,-124745,2960,-4177,-123528,-192628,-381436,188808,-46725,-163173
2011:Q3,1048308,191149,470217,-35680,1268244,215661,-7474,1842641,2004465,1420839,1430828,-9686,-303,583626,744438,-85636,-68896,-66832,-83957,-3880,-144281,-84593,-42128,-11904,-3996,-1660,-4889,-3904,-985,-27797,21028,312191,-272,-13836,6552,904942,160812,487360,208920,29663,9433,169824,177273,229611,36990,-89328,57008,-129632,45060,128731,2960,-4412,130183,-326548,-507240,180692,-161824,-206141
2011:Q4,1062820,221029,493116,-11772,1282007,212982,-6759,1838651,96940,1557142,1468189,89763,-810,-1460202,-447630,-22684,104219,53360,-36850,2732,91355,81467,8488,2676,-2176,900,933,-992,1925,37060,23376,416628,64,-13836,59825,-1163810,1012572,1170396,200902,28519,8331,164052,255704,177742,64044,13918,78768,14210,-22488,643298,2960,-4652,644990,-157824,-323800,165976,1741711,-68527
2012:Q1,1300409,235009,487894,-31256,1115972,205714,-6527,1874463,844523,1601116,1527642,73721,-247,-756594,202244,-16148,-20698,-71952,-32959,13572,-72923,-55879,-12208,-5148,-120,432,17940,-3924,21864,73021,-26316,295642,424,-5824,21563,26903,958838,965866,337621,-7933,4810,340744,-130965,106013,-82750,-154227,17908,137210,14468,589624,-12320,19858,582086,-7028,-181884,174856,1029940,-67633
2012:Q2,1285581,245506,487918,18280,1129684,169821,-7810,1877752,2311404,1651125,1562685,88976,-536,660279,1225418,-21424,143313,-52700,-32545,-388,-11422,-5602,-4764,-1168,108,4,-27790,-2460,-25330,-27358,-25452,303130,-328,-5824,-92269,1076475,565139,755975,315609,29035,30422,256152,-36281,121489,-31573,-126196,22180,-49017,13897,489587,-12324,13835,488076,-190836,-383248,192412,-433652,-56806
2012:Q3,1281690,250974,505348,-24876,1144590,172812,-9160,1827054,1142143,1647516,1555916,92019,-419,-505373,295594,26284,61073,21672,-6530,-22164,3309,-715,4064,848,-684,-204,-5413,396,-5809,7846,-26920,301691,16,-5824,203804,-263252,800967,972823,416976,-35469,8405,444040,133063,59169,164773,-90878,29284,131193,-8469,270775,-12320,7819,275276,-171856,-295584,123728,684911,-6726
2012:Q4,1296368,251725,678403,-7944,1160443,196167,-44490,1759396,408095,1600603,1559022,39391,2190,-1192508,-438045,15660,-8152,157904,28362,-9552,16385,16309,1712,132,0,-1768,11147,5036,6111,7779,-26648,309832,-8,-5824,88602,-1023531,754463,758111,568473,70455,10314,487704,162889,129090,25570,8230,-58576,52902,-14468,46889,-12320,1807,57402,-3648,-261248,257600,1351301,37374
2013:Q1,1350307,264548,535452,22660,1155401,200624,-9645,1938637,1518590,1635686,1562563,72292,831,-117096,635367,118268,266847,-7336,15509,1152,-42858,-4666,-25696,-8708,-8,-3780,1008,-5588,6596,1286,9988,238528,288,2460,271982,-241754,752463,752159,215918,20061,11169,184688,-14962,-76981,105140,-43121,7744,54896,-8785,497348,-2476,141211,358613,304,-86012,86316,420047,-102327
2013:Q2,1329836,262470,519672,30700,1171091,180991,-5843,1936319,1276650,1625758,1561729,62156,1873,-349107,271104,62032,-283813,-62260,53929,-8908,3888,-34216,22792,7388,268,7656,-7812,17092,-24904,61031,10224,321264,-200,2460,310926,-191657,620211,700563,242013,-20119,3176,258956,303554,66065,161721,75767,8892,94929,-34022,85197,-2468,130979,-43314,-80352,-297864,217512,659669,-129570
2013:Q3,1333006,261871,630093,8120,1184801,274764,-4503,1913230,1712832,1701824,1592152,107135,2537,11008,1188838,3056,65308,71904,72357,39416,35646,35302,1352,96,-680,-424,-9939,-2592,-7347,-57788,10704,303581,-44,2460,280976,371201,1177830,1305566,566872,92001,-3241,478112,123860,98855,-31580,56586,20716,154646,-17242,456715,-2472,120742,338445,-127736,-333376,205640,200398,63358
2013:Q4,1349425,266935,515162,-5904,1197752,215987,-2856,1978019,1917377,1741423,1647043,94117,263,175953,815099,90844,129126,154312,-19475,-14180,-10612,-18932,8248,2332,-464,-1796,8155,6944,1211,-16330,11764,335856,132,2460,223393,-80346,639146,748450,212622,-35215,-2191,250028,267207,125309,112179,29720,10484,97617,20404,140115,-2472,110518,32069,-109304,-302964,193660,60642,-20609
2014:Q1,1318242,280166,627727,-53448,1230062,223383,-7386,1817732,1932525,1744314,1697315,46563,436,188211,346778,-53208,93494,-226340,2900,2172,30806,35062,-1144,-468,-1868,-776,41244,5980,35264,4933,35560,212629,616,24016,137292,40665,158567,870099,360975,74548,-3137,289564,144464,68126,127024,-50685,6984,254982,-744,103438,-2864,39283,67019,-711532,-379400,-332132,-114793,149965
2014:Q2,1398629,295490,626506,-6496,1245316,196259,-6855,1918567,1485904,1846759,1762664,83335,760,-360855,617243,76648,168349,-98324,-9863,18068,-34063,-40103,5620,1920,-1452,-48,-9706,2652,-12358,-18138,37228,315367,-180,24016,157112,-9272,978098,892658,407046,57376,-14902,364572,47492,117340,-57573,-12275,50864,148631,3020,235605,-2868,41230,197243,85440,-165804,251244,432663,124451
2014:Q3,1477614,294294,600750,23408,1263953,205036,-4345,2079312,1785855,1899278,1803379,90604,5295,-113423,1059882,-37556,1960,-65304,21682,55368,-11843,-13639,3300,1148,-2288,-364,1147,72,1075,24363,37460,327353,-28,24016,77257,604007,1173305,1242345,230504,21728,2300,206476,258817,101178,172462,-14823,160668,137712,73693,380950,-2864,43177,340637,-69040,-305016,235976,293457,25002
2014:Q4,1458505,292566,650495,43856,1285231,191720,-8114,2044365,549480,1885076,1806948,78270,-142,-1335596,720403,-23120,215077,39724,72718,35548,119319,119019,-1460,-48,-908,2716,-16200,9508,-25708,-40450,39104,443235,120,24016,44858,-233546,2055999,2022619,402803,-3648,15751,390700,306556,142648,87297,76611,2332,52863,-27097,1285162,-2864,45135,1242891,33380,-332468,365848,1494885,32431
2015:Q1,1349100,296006,670929,79336,1313030,207315,-3014,1984860,1367123,1957915,1810261,148223,-569,-590792,954967,-107868,118126,-82656,1165,-2116,-47756,-11868,-30104,-9708,1272,2652,46793,23976,22817,26058,-43024,241156,312,12248,-73548,866077,1545759,1269435,430551,-58802,23053,466300,302296,148585,83711,70000,135724,-45926,-278,447068,15160,66391,365517,276324,-483112,759436,617737,180370
2015:Q2,1366960,295876,662562,24252,1330924,181344,-4351,1949393,2030205,2051950,1802534,129262,120154,-21744,1845082,46200,-105597,33264,17979,16784,-6167,5025,-6520,-2760,1604,-3516,20668,24924,-4256,-15225,-42924,257119,-136,12248,84307,1526562,1866826,1997474,644853,-50826,19823,675856,218888,137071,-29664,111481,49996,130537,20687,932513,15164,61758,855591,-130648,-408948,278300,-80812,283901
2015:Q3,1373487,287222,705061,58032,1344101,200672,-3693,1987702,2646818,1912528,1803297,109944,-713,734290,2056219,-14316,115332,23844,13323,27764,18946,22386,-4084,-1144,508,1280,26066,25680,386,-134951,-39948,300764,20,12248,104707,1602419,1321929,1687385,467848,72694,15506,379648,16918,54269,-96286,58935,-30432,13353,-37238,1256936,15160,57125,1184651,-365456,-623104,257648,-659116,125498
2015:Q4,1230235,256689,696073,70024,1352366,198330,-1907,1900100,1184445,1881478,1791325,91138,-985,-697033,-282954,-36,60531,69144,43574,14204,49445,15685,25628,8400,628,-896,-1388,19920,-21308,81446,-42524,280173,120,12248,18226,-868116,414079,716407,234132,24954,-4494,213672,264496,104747,12317,147432,4764,-601,-67983,281598,15164,52495,213939,-302328,-509552,207224,715655,179708
2016:Q1,1317615,270266,746888,68656,1368526,227225,-1661,1966529,1765085,1856476,1796402,61176,-1102,-91391,384613,-69932,-3417,27888,-39021,-32276,36826,-1034,30864,10612,-2388,-1228,-19473,-27624,8151,-14000,64388,324730,364,-5440,113195,781,476004,696232,590739,24868,15879,549992,176939,113310,93274,-29646,116736,96125,-39369,-244937,8824,54960,-308721,-220228,-498320,278092,201444,117172
2016:Q2,1324353,267356,747956,-29060,1375119,213287,-1634,1870021,2113750,1875289,1816075,27900,31314,238461,1671566,52052,208655,-91520,-125183,-9824,-17021,46315,-46000,-14748,-2684,96,-23503,-18328,-5175,-39099,65612,299679,136,-5440,265408,1091614,1433105,1458905,370378,5580,33078,331720,-203585,-34274,-133362,-35949,91416,223740,-12875,989831,8820,55601,925410,-25800,-502192,476392,-243729,218555
2016:Q3,1304007,259446,691100,-2288,1385474,141846,-1587,1880080,1739323,1842858,1838410,4256,192,-103535,1189005,27088,314745,50576,-147381,184908,64995,44407,16576,5384,-2968,1596,-21796,-25376,3580,-15716,67780,217876,-224,-5440,106686,344909,1292540,1026172,210392,-142476,27256,325612,156136,24675,45878,85584,-262492,182047,2036,738053,8828,56240,672985,266368,-432876,699244,140757,104624
2016:Q4,1287055,251169,732163,-16400,1399290,217680,15418,1888875,1410645,1908006,1856277,53080,-1351,-497360,595669,5712,107897,82912,-138472,-40052,-99836,-117152,15180,3932,-2744,948,-22162,-20028,-2134,-3393,69988,251163,108,-5440,310049,77193,1093029,1227193,93275,119092,9847,-35664,-234171,-156839,-94464,17132,45140,235012,17837,1070100,8824,56885,1004391,-134164,-333456,199292,478230,236811
2017:Q1,1363423,203122,762430,-48192,1430590,249900,-2330,2032499,2136308,1883815,1876248,8823,-1256,252492,245530,-39696,89685,-29208,57774,-35320,6603,19655,-10092,-3436,-2780,3256,18125,17520,605,16764,-85108,355041,508,7864,32396,-149898,-6962,-74206,515247,11404,4251,499592,-113271,-69763,55236,-98744,5832,-28236,39488,-493266,19168,-63878,-448556,67244,-320108,387352,-103809,101216
2017:Q2,1350438,209560,796626,-36008,1448311,239234,-1530,1997319,2063024,1922717,1899099,25158,-1540,140307,474524,61092,67843,-38468,52755,-107000,60378,44510,13340,4400,-2480,608,-10841,2028,-12869,-92171,-87292,325806,-284,7864,61931,172912,334217,312513,370653,32540,26597,311516,151239,-49360,231960,-31361,-20588,5539,-8445,-185885,19164,-65983,-139066,21704,-247132,268836,-65705,164632
2017:Q3,1336094,220138,710923,-45040,1465720,198288,-58994,2082995,2652986,1980161,1924382,50519,5260,672825,1754576,501024,-186761,16436,99640,-59516,-82214,-80942,44,-112,-2984,1780,4547,3516,1031,27814,-90748,310031,584,7864,278844,927030,1081751,1262707,365773,68816,-10095,307052,-11638,-40450,112652,-83841,-10668,110587,-25915,834569,19164,-68069,883474,-180956,-457868,276912,-569991,95454
2017:Q4,1168399,222440,808334,-61112,1719706,297217,866153,1227283,2127186,2018555,1979476,40877,-1798,108631,-160778,-46568,-148355,20336,64615,-1080,138490,-18434,117248,39096,-1680,2260,38761,35356,3405,-82663,-96304,382754,296,7864,280256,-719180,-269409,-243245,220612,-9212,50608,179216,145943,-29487,72076,103354,-8760,237486,876636,-1715162,19168,-70185,-1664145,-26164,-286840,260676,-899903,1088489
2018:Q1,1262052,203113,-134475,-58388,1665297,-607179,-1277,2194421,2510552,2076479,2046163,32589,-2273,434073,1354297,-22768,311471,-5128,-65825,-34272,13594,24778,-11420,-4552,1796,2992,-5916,-6948,1032,332850,-39856,-596435,660,-8948,402666,1072204,920224,1187732,350823,84702,-8419,274540,27283,10281,-39958,56959,-62176,266595,-24106,629313,-34552,74284,589581,-267508,-451612,184104,-316131,-725121
2018:Q2,1366098,217627,253589,-87384,1680150,-317830,-1187,2171005,2482394,2082855,2083947,811,-1903,399539,704221,45564,78872,-2308,-34702,-57944,3811,29575,-24928,-8248,1868,5544,-24976,-3024,-21952,13313,-41024,-268002,-372,-8948,481185,519751,304682,1137002,52313,21530,3007,27776,158844,92091,-109211,175964,-176328,375584,-58300,784889,-34556,75230,744215,-832320,-919748,87428,-311389,-405980
2018:Q3,1338637,215720,668394,-38576,1701562,-27230,-5921,2096200,1207139,2183224,2095690,89800,-2266,-976085,769189,-357024,362688,35240,-80170,-13516,-11044,22876,-29224,-10520,1668,4156,6038,2368,3670,-15387,-43980,177412,-196,-8948,634788,83289,1745274,1674634,267818,-3754,-9344,280916,201785,4134,177640,20012,-7616,456210,27791,728646,-34556,76174,687028,70640,-268228,338868,889061,59794
2018:Q4,1305654,215317,342115,-19700,1729568,-343080,-16396,2131406,2076505,2186092,2094983,88756,2353,-109586,593580,-106812,247880,-4436,-26412,5844,82767,76367,3208,1500,1600,92,10894,-7332,18226,-3964,-37832,-178062,188,-8948,66554,545919,703166,1241482,6154,-143290,4176,145268,416976,321293,14950,80733,-45448,184379,9427,669994,-34556,77130,627420,-538316,-871552,333236,54901,-288394
2019:Q1,1223096,189282,648101,-10804,1760619,35998,-1050,2172576,1373602,2218121,2104152,111427,2542,-844520,1646287,17712,-73818,68736,93109,-6796,77719,38639,28284,9596,4296,-3096,4366,1336,3030,-298320,9644,98029,364,5300,657651,992591,2490807,2776315,490274,87811,15655,386808,427147,98144,175903,153099,-60128,268146,52562,1598313,-4576,75091,1527798,-285508,-583444,297936,798974,81543
2019:Q2,1225528,199994,618516,928,1789300,20417,-1176,2218839,2665674,2204094,2129842,76169,-1917,461581,2590652,72644,365702,30420,118662,-2992,5646,38938,-30048,-9380,4348,1788,-28888,7976,-36864,6415,10008,108721,-68,5300,637703,1261379,2129071,1927383,295766,-61641,6723,350684,237717,54721,100379,82617,-21388,244234,-113804,1284858,-4572,73947,1215483,201688,-54620,256308,-446835,5672
2019:Q3,1275095,185759,687086,27504,1810798,42745,-1303,2284600,3137515,2209094,2140890,69793,-1589,928421,2961206,-56960,704790,-79412,135144,-4480,109440,110908,-5008,-1056,4692,-96,13544,7784,5760,-171153,10128,29931,-260,5300,417099,1848095,2032785,2282833,444738,-10389,17587,437540,399747,-17175,143445,273477,22144,217663,32245,1166296,-4580,72789,1098087,-250048,-386864,136816,-852915,-32761
2019:Q4,1343630,212713,717465,-10964,1824154,81031,-46190,2353863,2434685,2158246,2130426,30251,-2431,276439,2420361,65376,-434454,37452,86390,9488,84603,33283,33608,10360,5820,1532,32001,6560,25441,61034,10992,192763,264,5300,449684,1819469,2143922,2259778,36165,-23529,24034,35660,210518,-37794,92462,155850,30660,190445,-1079,1793069,-4576,71638,1726007,-115856,-347756,231900,-80822,-114586
2020:Q1,1238142,176840,731986,65812,1691354,46704,-938,2134124,2865431,2078361,2099831,-19155,-2315,787069,2291349,-84604,1534542,369488,519703,54116,151129,34157,90352,34276,-8448,792,12603,11104,1499,-121927,-109816,81693,260,9892,-538771,413040,1504280,1622720,770241,-21428,17293,774376,2216229,1860755,320764,34711,-59592,-472346,43960,-875773,-2740,-6564,-866469,-118440,-276152,157712,-731307,-9059
2020:Q2,1171255,180479,825005,44496,1695535,130444,57040,1979206,631537,1702970,1948315,-242419,-2926,-1071433,-933930,126220,1059748,99120,227376,17332,51218,-52134,81844,27968,-8364,1904,-34571,8800,-43371,83915,-131728,488818,-340,9892,-1063742,-1867187,137503,41383,1643277,-271256,-75,1914608,229050,95550,144549,-11050,-54120,-830308,159037,-1105552,-2740,-6505,-1096307,96120,-42524,138644,1347669,-145792
2020:Q3,1875291,237340,909181,-48508,1703437,205666,-835,2590200,3384365,2128736,2036918,84939,6879,1255630,847954,47500,-319506,-20596,-168512,-10256,-50962,42102,-64804,-20628,-8216,584,37626,26936,10690,-86330,-142892,289707,-8,9892,627396,634894,-407676,-637376,204302,-70608,17942,256968,-647646,-833253,177565,8042,-24724,384570,-198653,-355225,-2740,-6436,-346049,229700,85060,144640,-794165,-255798
2020:Q4,1757971,239704,864408,-128668,1720018,25154,-736,2271099,1630573,2176742,2105437,74317,-3012,-546168,-474784,-73000,-497815,-141288,-90144,33236,-2897,109015,-77700,-27068,-8740,1596,41795,10612,31183,-10498,-159592,143949,400,9892,426984,-155806,71384,-47460,164056,113980,-12928,63004,-436088,-529653,109508,-15943,-123340,294556,26268,27088,-2744,-6376,36208,118844,-93984,212828,640526,-69203
2021:Q1,2021876,260053,1000768,-225180,1778296,103859,-610,2418640,1902796,2120557,2144203,-39151,15505,-217761,1185704,111376,304804,4788,191047,-58424,-65662,-38698,-31512,-13732,11144,7136,19636,20936,-1300,27170,-92868,243702,540,21972,595781,-118158,1403465,996713,323937,-212435,10612,525760,190269,18162,193014,-20906,17056,350655,-44409,159206,-6504,144761,20949,406752,176648,230104,515844,-194224
2021:Q2,2361325,291533,1109514,-302928,1801824,70795,-547,2530516,1738295,2066883,2205349,-135239,-3227,-328589,869566,140772,-34948,43132,78218,56488,124633,136925,-24384,-7764,11204,8652,-36057,6876,-42933,-37542,-100456,317747,-96,21972,708647,-412943,1198155,887967,349544,124213,15307,210024,-38673,-254099,183680,31746,-72944,316844,-44484,377681,-6512,147995,236198,310188,-87812,398000,792221,-392838
2021:Q3,2292204,302255,1118852,-280200,1823172,39912,-37863,2491844,3835463,2240973,2228279,-1809,14503,1594490,2354106,-128500,542908,126656,3166,-36608,43671,-77689,73560,24068,11348,12384,20099,8144,11955,-47526,-100692,218685,-316,21972,196299,1494293,759616,558184,390992,51845,21775,317372,290692,-224879,413383,102188,79608,219351,-13209,-409250,-6508,151224,-553966,201432,-214916,416348,-1343619,-210959
2021:Q4,2260779,338126,1209247,-220012,1841966,110354,-333,2446047,1574742,2498079,2282557,219041,-3519,-923338,928838,1484,246356,-152248,128693,-2488,48662,1058,24976,8972,11064,2592,53894,21688,32206,-152850,-111412,392083,524,21972,491565,-37396,1852176,1763496,-53908,60541,-1385,-113064,712852,126636,402168,184048,-28188,832239,-79,300580,-6508,154468,152620,88680,-410264,498944,871305,162386
2022:Q1,2400437,424467,1289059,-240872,1832080,58027,-381,2336527,2653518,2932065,2390591,220417,321057,-278547,2783105,85936,185813,-29972,-135210,14372,-86201,-109309,-636,-1680,4756,20668,3662,10364,-6702,-132526,-156768,445220,1492,-4380,538088,2053580,3061652,3286700,187931,-19907,22306,185532,860151,247322,437699,175130,42744,679640,184642,1331592,-2832,59496,1274928,-225048,-490512,265464,-316991,653565
2022:Q2,2615020,421968,1241315,-227688,1853599,83640,103707,2557581,2937842,2590721,2463726,113032,13963,347121,2612295,-93812,-657674,-66832,-84608,-20556,126722,87154,34732,9688,4792,-9644,-47562,-12240,-35322,109562,-130988,295360,-624,-4380,756901,2430786,2265174,2518958,-2920,140245,10183,-153348,933024,526149,241822,165053,48740,681423,-55247,913938,-2652,80318,836272,-253784,-546496,292712,-380261,116780
2022:Q3,2457066,403372,1184260,-16828,1877811,116488,-35171,2882076,2737477,2693925,2524810,81945,87170,43552,3069301,18716,-397855,145380,-83046,1468,-132199,-151955,12464,2340,4160,792,-8147,-20116,11969,-102477,-124076,324624,-192,-4380,237282,3194203,3025749,3276289,172850,168989,-11043,14904,328682,119114,64983,144585,120356,31623,12304,2610474,-1380,45345,2566509,-250540,-544256,293716,144599,-71663
2022:Q4,2333652,417799,1218443,100448,1904284,198746,52904,2847984,2591927,2709600,2553751,158929,-3080,-117673,2297439,128004,651680,20580,9072,18156,70047,16591,38252,12652,3376,-824,14830,-15144,29974,18977,-132860,365688,-204,-4380,317798,820051,2415112,2852368,-45117,-52087,-18510,25480,284588,170288,25312,88988,66240,210986,-78695,2414366,-612,49648,2365330,-437256,-644064,206808,256057,60362
2023:Q1,2373916,437436,1076037,45260,1877817,52480,-476,2836476,1959244,2637219,2616511,24433,-3725,-677975,251449,-14100,104554,-74304,318239,9936,13021,23769,-5944,-740,-28,-4036,14116,25476,-11360,123667,52364,195052,1476,-4380,-152994,-335199,929424,896980,567304,-71787,7215,631876,79432,68801,-69002,79633,-27272,-295676,83543,489649,-4652,45356,448945,32444,-413920,446364,877232,-146778
