date,FA886000115.Q,FA896006005.Q,FA836006005.Q,FA826006005.Q,FA106012005.Q,FA796012005.Q,FA156006005.Q,FA366006005.Q,FA316006005.Q,FA216006005.Q,FA886300095.Q,FA836300005.Q,FA826300003.Q,FA106300003.Q,FA116300001.Q,FA796330081.Q,FA156300003.Q,FA366300005.Q,FA316300001.Q,FA216300001.Q,FA885090015.Q,FA885019905.Q,FA835019905.Q,FA825019905.Q,FA105019985.Q,FA115050085.Q,FA795013005.Q,FA155019005.Q,FA365019005.Q,FA315019001.Q,FA215019001.Q,FA265430003.Q,FA835430005.Q,FA825430005.Q,FA105430005.Q,FA115440005.Q,FA795440005.Q,FA155430005.Q,FA365430005.Q,FA315430005.Q,FA215430005.Q,FA885000905.Q,FA835000905.Q,FA825000905.Q,FA105000995.Q,FA115000905.Q,FA795000905.Q,FA155000905.Q,FA365000905.Q,FA315000905.Q,FA215000905.Q,FA087005005.Q,FA895404005.Q,FA835404005.Q,FA825404003.Q,FA155404003.Q,FA365404005.Q,FA315404003.Q,FA215404003.Q
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,79764,42039,35936,10069,8424,1645,25867,6103,4503,1600,37725,27746,23179,14636,7943,600,4567,9979,7358,2621,83216,82339,62758,44785,31265,12541,979,17973,19581,12543,7038,0,668,-272,-272,0,0,940,-668,-289,-379,877,3708,-7813,-4455,-4598,1240,11521,-2831,-393,-2438,3440,0,0,0,0,0,0,0
1952:Q1,82154,42623,39613,12066,9802,2264,27547,3010,1188,1822,39531,28977,24142,15255,8257,630,4835,10554,7852,2702,85730,82208,58132,40584,27808,11854,922,17548,24076,16727,7349,0,789,-245,-245,0,0,1034,-789,-364,-425,3522,13245,-555,1090,-3597,1952,13800,-9723,-7323,-2400,3765,0,0,0,0,0,0,0
1952:Q2,76012,35836,36972,10766,8905,1861,26206,-1136,-2421,1285,40176,29317,24401,15438,8325,638,4916,10859,8086,2773,78395,77269,53005,35031,21791,12305,935,17974,24264,16913,7351,0,835,-244,-244,0,0,1079,-835,-392,-443,1126,14832,2763,5199,-3980,1544,12069,-13706,-10856,-2850,2426,0,0,0,0,0,0,0
1952:Q3,79246,38242,40883,10863,8711,2152,30020,-2641,-4776,2135,41004,29713,24715,15672,8396,647,4998,11291,8421,2870,81011,82065,57220,39266,26444,11972,850,17954,24845,17479,7366,0,851,-252,-252,0,0,1103,-851,-368,-483,-1054,14290,-1671,-28,-3576,1933,15961,-15344,-13466,-1878,1703,0,0,0,0,0,0,0
1952:Q4,82039,40330,40532,13128,11071,2057,27404,-202,-2465,2263,41709,30162,25083,15955,8470,658,5079,11547,8707,2840,84802,86036,60737,41954,29699,11332,923,18783,25299,17773,7526,0,737,-267,-267,0,0,1004,-737,-264,-473,-1234,11983,-713,374,-2862,1775,12696,-13217,-11267,-1950,2543,0,0,0,0,0,0,0
1953:Q1,84157,41660,41429,13292,10544,2748,28137,231,-1479,1710,42497,30667,25506,16288,8550,668,5161,11830,8929,2901,86863,88210,61663,42588,29360,12082,1146,19075,26547,18746,7801,0,915,-309,-309,0,0,1224,-915,-548,-367,-1347,12224,-775,505,-3532,2252,12999,-13571,-10748,-2823,2907,0,0,0,0,0,0,0
1953:Q2,84307,41042,41515,11608,9539,2069,29907,-473,-3319,2846,43265,31140,25900,16598,8623,679,5240,12125,9241,2884,87446,89273,62115,42906,30786,10959,1161,19209,27158,19446,7712,0,726,-326,-326,0,0,1052,-726,-156,-570,-1827,12953,-1933,-1164,-2336,1567,14886,-14780,-13368,-1412,3236,0,0,0,0,0,0,0
1953:Q3,83652,39836,40105,11035,8870,2165,29070,-269,-2593,2324,43816,31582,26267,16883,8693,691,5315,12234,9319,2915,87286,88465,61435,42668,29000,12471,1197,18767,27030,19018,8012,0,776,-337,-337,0,0,1113,-776,-312,-464,-1179,13110,-1395,744,-3778,1639,14505,-14289,-11980,-2309,3569,0,0,0,0,0,0,0
1953:Q4,75713,31333,38141,8548,6247,2301,29593,-6808,-9247,2439,44380,31994,26607,17143,8757,707,5387,12386,9509,2877,81443,82374,56445,37865,23204,13476,1185,18580,25929,17472,8457,0,859,-344,-344,0,0,1203,-859,-384,-475,-931,18561,3364,6282,-4719,1801,15197,-19492,-16826,-2666,5443,0,0,0,0,0,0,0
1954:Q1,79081,34141,41479,10668,8663,2005,30811,-7338,-9745,2407,44940,32374,26918,17380,8816,722,5456,12566,9719,2847,81642,82130,55717,36747,24067,11490,1190,18970,26413,17470,8943,0,879,-316,-316,0,0,1195,-879,-344,-535,-488,19818,3716,4874,-2674,1516,16102,-20306,-17152,-3154,2792,0,0,0,0,0,0,0
1954:Q2,79204,33514,39791,12064,9434,2630,27727,-6277,-8360,2083,45690,32759,27222,17612,8874,736,5537,12931,9959,2972,81728,81392,55449,35353,23507,10662,1184,20096,25943,16733,9210,0,805,-337,-337,0,0,1142,-805,-316,-489,336,18820,6794,6422,-1788,2160,12026,-18484,-14818,-3666,2524,0,0,0,0,0,0,0
1954:Q3,80075,33775,39548,12667,10387,2280,26881,-5773,-7572,1799,46300,33151,27520,17840,8934,746,5631,13149,10168,2981,83628,83704,58971,37560,24181,12171,1208,21411,24733,15241,9492,0,766,-377,-377,0,0,1143,-766,-300,-466,-76,16515,6557,7999,-3237,1795,9958,-16591,-12345,-4246,3446,0,0,0,0,0,0,0
1954:Q4,84480,37490,41928,14818,12321,2497,27110,-4438,-6299,1861,46990,33547,27811,18064,8995,752,5736,13443,10399,3044,87544,86636,62139,39530,26760,11565,1205,22609,24497,14965,9532,0,738,-434,-434,0,0,1172,-738,-332,-406,908,15662,6597,7146,-2570,2021,9065,-14754,-10533,-4221,2886,0,0,0,0,0,0,0
1955:Q1,89621,42160,43375,17412,14428,2984,25963,-1215,-2943,1728,47461,33951,28096,18283,9057,756,5855,13510,10497,3013,93327,92844,68703,44414,30568,12450,1396,24289,24141,14316,9825,0,696,-548,-548,0,0,1244,-696,-304,-392,483,11633,5348,6421,-3393,2320,6285,-11150,-6458,-4692,3431,0,0,0,0,0,0,0
1955:Q2,95346,47168,45715,18330,15425,2905,27385,1453,-535,1988,48178,34528,28544,18623,9157,764,5984,13650,10584,3066,97215,97444,72688,47809,33658,12666,1485,24879,24756,14646,10110,0,507,-609,-609,0,0,1116,-507,-132,-375,-229,8917,1543,2892,-3509,2160,7374,-9146,-4465,-4681,1795,0,0,0,0,0,0,0
1955:Q3,97923,48608,46855,17240,14815,2425,29615,1753,-710,2463,49315,35281,29155,19082,9291,782,6126,14034,10799,3235,99819,99012,74747,50062,35475,13007,1580,24685,24265,14004,10261,0,589,-655,-655,0,0,1244,-589,-184,-405,807,8696,-1116,997,-3716,1603,9812,-7889,-3731,-4158,1996,0,0,0,0,0,0,0
1955:Q4,102440,51836,47376,17610,15203,2407,29766,4460,1911,2549,50604,36209,29930,19660,9462,808,6279,14395,11066,3329,103578,103151,78883,55015,38945,14415,1655,23868,24268,13886,10382,0,724,-684,-684,0,0,1408,-724,-368,-356,427,5116,-5653,-2235,-4953,1535,10769,-4689,-541,-4148,1323,0,0,0,0,0,0,0
1956:Q1,105560,53416,48235,16216,13414,2802,32019,5181,2284,2897,52144,37312,30868,20359,9670,839,6444,14832,11368,3464,104818,103875,78302,54883,39597,13686,1600,23419,25573,14523,11050,0,782,-689,-689,0,0,1471,-782,-388,-394,943,5721,-7852,-5851,-4016,2015,13573,-4778,-483,-4295,-788,0,0,0,0,0,0,0
1956:Q2,107538,54033,50214,15966,13036,2930,34248,3819,737,3082,53505,38352,31760,21037,9855,868,6592,15153,11573,3580,105836,103605,77021,53302,39871,11790,1641,23719,26584,15199,11385,0,1024,-699,-699,0,0,1723,-1024,-600,-424,2231,8819,-6579,-6772,-1935,2128,15398,-6588,-2289,-4299,-1666,0,0,0,0,0,0,0
1956:Q3,111620,56801,52519,16986,13794,3192,35533,4282,1204,3078,54819,39329,32606,21695,10018,893,6723,15490,11792,3698,109052,106029,78267,54836,40827,12311,1698,23431,27762,16270,11492,0,915,-704,-704,0,0,1619,-915,-436,-479,3023,10098,-7108,-7173,-2293,2358,17206,-7075,-2838,-4237,-2579,0,0,0,0,0,0,0
1956:Q4,113388,57356,53071,16326,13503,2823,36745,4285,1398,2887,56032,40244,33406,22333,10160,913,6838,15788,12009,3779,110341,105810,77145,54032,41013,11305,1714,23113,28665,17055,11610,0,895,-708,-708,0,0,1603,-895,-412,-483,4531,12228,-6639,-7487,-1145,1993,18867,-7697,-3236,-4461,-3093,0,0,0,0,0,0,0
1957:Q1,114382,57069,53360,17227,14197,3030,36133,3709,358,3351,57313,41096,34160,22950,10278,932,6936,16217,12376,3841,113041,107485,77728,55089,40001,13411,1677,22639,29757,17301,12456,0,937,-713,-713,0,0,1650,-937,4,-941,5556,14450,-4330,-3450,-3133,2253,18780,-8894,-4571,-4323,-1297,0,0,0,0,0,0,0
1957:Q2,114410,55989,54738,16625,13592,3033,38113,1251,-1552,2803,58421,41902,34875,23519,10401,955,7027,16519,12568,3951,112450,107644,77907,55658,40370,13605,1683,22249,29737,17122,12615,0,1189,-721,-721,0,0,1910,-1189,-320,-869,4806,15584,-5397,-4466,-3204,2273,20981,-10778,-5786,-4992,-1940,0,0,0,0,0,0,0
1957:Q3,114197,54710,53797,16015,13068,2947,37782,913,-1592,2505,59487,42659,35550,24041,10529,980,7109,16828,12830,3998,114852,109938,79338,57174,41550,13901,1723,22164,30600,17983,12617,0,1147,-733,-733,0,0,1880,-1147,-200,-947,4914,16626,-4221,-3023,-3372,2174,20847,-11712,-6545,-5167,658,0,0,0,0,0,0,0
1957:Q4,104163,43715,49480,14030,11222,2808,35450,-5765,-7713,1948,60448,43371,36187,24514,10661,1012,7184,17077,13071,4006,105466,101872,71046,49019,34983,12341,1695,22027,30826,17892,12934,0,959,-749,-749,0,0,1708,-959,44,-1003,3594,22149,3250,2838,-1680,2092,18899,-18555,-12578,-5977,1164,0,0,0,0,0,0,0
1958:Q1,100334,39242,48421,10994,8529,2465,37427,-9179,-10207,1028,61092,44035,36784,24940,10799,1045,7251,17057,13081,3976,99475,97998,66730,45926,28832,15428,1666,20804,31268,18097,13171,0,966,-785,-785,0,0,1751,-966,620,-1586,1477,23901,1778,4596,-4629,1811,22123,-22424,-15843,-6581,-606,0,0,0,0,0,0,0
1958:Q2,96812,34809,48936,11684,9345,2339,37252,-14127,-14991,864,62003,44651,37322,25333,10916,1073,7329,17352,13274,4078,97866,97045,65064,44363,27794,14964,1605,20701,31981,18670,13311,0,893,-800,-800,0,0,1693,-893,976,-1869,821,28684,6497,8769,-4048,1776,22187,-27863,-21363,-6500,1071,0,0,0,0,0,0,0
1958:Q3,104807,41864,53433,13715,11363,2352,39718,-11569,-12463,894,62943,45219,37801,25692,11015,1094,7418,17724,13547,4177,105973,104924,71999,50130,32244,16301,1585,21869,32925,19028,13897,0,840,-813,-813,0,0,1653,-840,936,-1776,1049,26979,3365,6825,-5286,1826,23614,-25930,-18880,-7050,1024,0,0,0,0,0,0,0
1958:Q4,112854,49072,57719,16913,14099,2814,40806,-8647,-10577,1930,63782,45739,38220,26018,11093,1109,7519,18043,13797,4246,114174,114317,80001,56106,37353,17111,1642,23895,34316,19960,14356,0,862,-822,-822,0,0,1684,-862,1480,-2342,-143,23915,1169,4941,-6018,2246,22746,-24058,-18220,-5838,1112,0,0,0,0,0,0,0
1959:Q1,118033,53569,56794,18682,15372,3310,38112,-3225,-4566,1341,64464,46211,38581,26311,11089,1181,7630,18253,13966,4287,117973,119383,83166,56655,39678,15240,1737,26511,36217,21561,14656,0,854,-837,-837,0,0,1691,-854,1896,-2750,-1410,18925,1385,2817,-4151,2719,17540,-20335,-14057,-6278,181,0,0,0,0,0,0,0
1959:Q2,124851,59729,59627,20879,17737,3142,38748,102,-1847,1949,65122,46642,38904,26579,11140,1185,7738,18480,14171,4309,122651,125539,89381,61905,45554,14556,1795,27476,36158,21744,14414,0,892,-840,-840,0,0,1732,-892,1204,-2096,-2888,13796,-3482,-2563,-3416,2497,17278,-16684,-10624,-6060,-2230,0,0,0,0,0,0,0
1959:Q3,117177,51387,53171,18310,14937,3373,34861,-1784,-4258,2474,65790,47034,39191,26822,11183,1186,7843,18756,14411,4345,119776,119743,83606,56419,40508,14049,1862,27187,36137,22141,13996,0,442,-1440,-1440,0,0,1882,-442,2832,-3274,33,18756,5121,5324,-2866,2663,13635,-18723,-14820,-3903,2464,0,0,0,0,0,0,0
1959:Q4,120090,53693,56055,18998,15480,3518,37057,-2362,-4956,2594,66397,47385,39441,27041,11217,1183,7944,19012,14633,4379,120639,121462,86524,59990,43977,14149,1864,26534,34938,21660,13278,0,480,-1435,-1435,0,0,1915,-480,2076,-2556,-823,16985,433,563,-2932,2802,16552,-17808,-14059,-3749,386,0,0,0,0,0,0,0
1960:Q1,132915,65930,58598,20333,15608,4725,38265,7332,4694,2638,66985,47696,39654,27235,11236,1183,8042,19289,14853,4436,133441,131577,96476,68843,48459,18405,1979,27633,35101,21567,13534,0,805,-568,-568,0,0,1373,-805,1131,-1936,1864,9539,-7762,-4483,-7169,3890,17301,-7675,-3151,-4524,525,0,0,0,0,0,0,0
1960:Q2,126328,58740,55027,18484,14738,3746,36543,3713,1246,2467,67588,48025,39891,27442,11306,1143,8134,19563,15070,4493,124012,122289,87096,61365,42817,16544,2004,25731,35193,21241,13952,0,779,-816,-816,0,0,1595,-779,1459,-2238,1723,12861,-4490,-2096,-5238,2844,17351,-11138,-6384,-4754,-2316,0,0,0,0,0,0,0
1960:Q3,127117,58912,56818,18247,15088,3159,38571,2094,-397,2491,68205,48373,40153,27664,11365,1123,8220,19832,15275,4557,127431,123217,86377,61511,42840,16709,1962,24866,36840,22402,14438,0,639,-834,-834,0,0,1473,-639,1719,-2358,4214,18489,-1963,1100,-5344,2281,20452,-14275,-9243,-5032,316,0,0,0,0,0,0,0
1960:Q4,121465,52639,55085,17062,14220,2842,38023,-2446,-4916,2470,68826,48739,40438,27899,11413,1126,8301,20087,15469,4618,117726,112842,75963,51272,35797,13539,1936,24691,36879,22377,14502,0,1109,-762,-762,0,0,1871,-1109,923,-2032,4884,23013,3251,3380,-2126,1997,19762,-18129,-12747,-5382,-3739,0,0,0,0,0,0,0
1961:Q1,124645,55149,57768,16022,13301,2721,41746,-2619,-4685,2066,69496,49124,40748,28148,11448,1152,8376,20372,15689,4683,123442,118004,78378,53953,37000,15069,1884,24425,39626,24271,15355,1,1114,-707,-707,0,0,1821,-1113,1442,-2555,5437,26197,2321,3990,-3621,1952,23876,-20760,-14709,-6051,-1203,0,0,0,0,0,0,0
1961:Q2,127006,56822,61344,18750,15184,3566,42594,-4522,-6399,1877,70184,49541,41087,28414,11499,1174,8454,20643,15891,4752,125832,122620,84108,59662,41115,16621,1926,24446,38512,24011,14501,1,736,-902,-902,0,0,1638,-735,1454,-2189,3211,24867,-97,2247,-5122,2778,24964,-21656,-15973,-5683,-1174,0,0,0,0,0,0,0
1961:Q3,134555,63594,66141,19919,15868,4051,46222,-2547,-4916,2369,70961,49991,41456,28697,11566,1192,8535,20970,16150,4820,135071,130768,90918,65516,44938,18618,1960,25402,39850,24846,15004,1,823,-975,-975,0,0,1798,-822,1370,-2192,4302,24907,-2650,1156,-7052,3246,27557,-20605,-14982,-5623,516,0,0,0,0,0,0,0
1961:Q4,140228,68452,68907,21928,17361,4567,46979,-455,-2927,2472,71776,50472,41854,28997,11651,1207,8618,21304,16404,4900,138434,134533,92931,66872,45265,19551,2056,26059,41602,25454,16148,1,935,-800,-800,0,0,1735,-934,1322,-2256,3900,23719,-4084,136,-7900,3680,27803,-19819,-13299,-6520,-1793,0,0,0,0,0,0,0
1962:Q1,141628,68926,71520,24083,19644,4439,47437,-2594,-5387,2793,72702,50987,42283,29314,11752,1217,8704,21715,16717,4998,143138,140026,98074,71664,48609,20894,2161,26410,41952,26119,15833,-1,689,-938,-938,0,0,1627,-690,1726,-2416,3113,25254,-2850,2834,-9142,3458,28104,-22141,-16515,-5626,1511,0,0,0,0,0,0,0
1962:Q2,142009,68480,71333,23869,19941,3928,47464,-2853,-5691,2838,73529,51514,42719,29645,11847,1228,8795,22015,16920,5095,142305,138559,96706,69669,47696,19735,2238,27037,41853,25996,15857,-1,853,-1070,-1070,0,0,1923,-854,1710,-2564,3747,25584,-1715,3293,-7888,2880,27299,-21837,-16477,-5360,297,0,0,0,0,0,0,0
1962:Q3,144445,69896,71389,24700,20774,3926,46689,-1493,-4876,3383,74549,52056,43164,29989,11934,1241,8892,22493,17318,5175,146046,141273,98160,71269,48803,20222,2244,26891,43113,26894,16219,-1,925,-906,-906,0,0,1831,-926,1350,-2276,4774,25961,-898,4507,-8288,2883,26859,-21187,-15802,-5385,1602,0,0,0,0,0,0,0
1962:Q4,145528,69919,72253,27033,22581,4452,45220,-2334,-5527,3193,75609,52612,43618,30348,12014,1256,8994,22997,17724,5273,142004,138437,94968,68320,46396,19752,2172,26648,43469,26991,16478,-1,973,-951,-951,0,0,1924,-974,1642,-2616,3568,25400,-242,4001,-7738,3495,25642,-21832,-16436,-5396,-3523,0,0,0,0,0,0,0
1963:Q1,149092,72574,73056,26880,23461,3419,46176,-482,-3466,2984,76518,53182,44080,30720,12086,1274,9102,23336,17981,5355,146914,142943,99689,72377,48246,22058,2073,27312,43254,26031,17223,0,1189,-756,-756,0,0,1945,-1189,1558,-2747,3971,23182,-2839,4551,-9972,2582,26021,-19211,-13074,-6137,-2178,0,0,0,0,0,0,0
1963:Q2,153841,76314,74315,27873,24492,3381,46442,1999,-1119,3118,77527,53801,44581,31117,12172,1292,9220,23726,18269,5457,149544,145201,101649,72788,49491,21198,2099,28861,43552,26288,17264,0,987,-1047,-1047,0,0,2034,-987,1858,-2845,4343,21183,-3584,2909,-9026,2533,24767,-16840,-10996,-5844,-4296,0,0,0,0,0,0,0
