1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1985:Q3,8395290,7207,409829,2113313,203542,681707,221321,36538,347919,75929,280008,114478,165530,0,865657,179161,0,260483,3118280,276103,3400258,1469978,669698,585905,209134,465544
1985:Q4,8750671,7791,410630,2141933,206063,715914,209902,26235,396557,83220,297289,137132,160157,0,1014295,219442,0,264250,3184150,288915,3520263,1519551,677030,610574,216768,496340
1986:Q1,9111141,7952,424759,2165611,226375,720015,187879,23010,401061,108065,299515,140582,158933,0,1145443,275257,0,268176,3276772,301266,3553828,1550671,692564,606799,219721,484073
1986:Q2,9357401,8126,458756,2182052,237429,735211,167236,26301,414905,126769,295848,135422,160426,0,1189856,312493,0,272767,3352779,312083,3639115,1608931,705975,627891,221178,475140
1986:Q3,9402320,8447,477868,2216663,253462,734981,187775,27121,401511,118574,300640,141445,159195,0,1069515,338139,0,277335,3401998,323272,3742363,1675900,720428,649888,222783,473364
1986:Q4,9856186,8753,530382,2265426,249879,769104,200097,28333,415426,125248,314311,157033,157278,0,1230927,375743,0,282494,3496174,332993,3846582,1722797,744599,666355,225437,487394
1987:Q1,10282003,8687,494700,2277700,262066,781889,174597,24622,439311,143359,316567,155333,161234,0,1449383,453009,0,289559,3605600,342844,3867701,1762183,757276,644317,218695,485230
1987:Q2,10453145,8525,507667,2309779,259961,839055,190390,23579,467885,157201,315517,156709,158808,0,1421873,458493,0,295941,3687124,349210,3974025,1835901,764829,660313,223088,489894
1987:Q3,10738752,8400,512602,2349327,265292,894182,201856,25247,495166,171913,315308,158702,156606,0,1481749,458924,0,303247,3793631,356090,4064328,1890295,770723,679637,225431,498243
1987:Q4,10569916,9759,526342,2404912,275259,901413,215726,31547,522223,131917,326319,170581,155738,0,1189960,404113,51818,313725,3800959,365337,4150265,1920397,785013,698640,234006,512209
1988:Q1,10907551,9724,519122,2472681,300008,904022,212195,28152,530641,133034,336052,177890,158162,0,1295822,422040,52512,319905,3899209,376454,4222760,1967038,804721,693732,232416,524852
1988:Q2,11170099,10130,525079,2511932,282634,936331,239497,22655,546465,127714,344176,181998,162178,0,1376542,428843,53230,327303,3985537,388362,4337083,2036529,822781,710128,235766,531879
1988:Q3,11377540,10318,524711,2557351,280755,983696,262784,26662,570723,123527,351032,184736,166296,0,1405668,424255,53960,333606,4050991,401197,4448102,2096937,840585,725838,240633,544109
1988:Q4,11756470,10708,540712,2598300,290374,1073401,283808,48052,593821,147720,355355,187191,168164,0,1525881,420389,54690,341893,4131095,413673,4552126,2153645,858024,745206,237916,557335
1989:Q1,12037091,11153,521729,2626059,316345,1111295,296583,43661,592679,178373,359595,192163,167432,0,1593387,427100,56182,345669,4246627,421949,4615977,2187857,867347,753193,232489,575091
1989:Q2,12338282,11032,517777,2624891,337547,1132879,315480,37062,598734,181603,366099,199938,166161,0,1675815,456276,57698,354363,4373749,430155,4726548,2246244,876546,769617,241190,592951
1989:Q3,12706098,11268,514891,2651900,369507,1160227,317587,47647,608810,186183,359197,194655,164542,0,1808312,476389,59202,360192,4495950,439063,4830797,2312228,885598,784207,241027,607738
1989:Q4,13017844,11874,532954,2679638,384374,1176615,285313,73403,623816,194083,376631,213170,163461,0,1886378,468721,60666,371631,4622900,445463,4933459,2360601,895019,809285,242481,626073
1990:Q1,13061330,11755,519474,2697185,411593,1175060,265748,79623,638985,190705,412096,247013,165083,0,1773060,461905,62157,377994,4704882,454169,5006182,2440196,893921,792320,248461,631284
1990:Q2,13299812,12312,528642,2692792,397315,1216181,270567,95217,653596,196801,420240,253467,166773,0,1831014,484148,63600,386121,4812871,454576,5079355,2506050,889009,798712,249294,636290
1990:Q3,13098607,12949,529308,2708377,420803,1263732,308627,104876,653499,196730,432627,263766,168861,0,1506352,444432,65041,392530,4863907,458550,5140695,2556508,890509,812302,244938,636438
1990:Q4,13587606,13427,546072,2733323,427458,1322858,320681,115062,659601,227514,458212,287926,170286,0,1705347,470940,66526,399250,4981134,463059,5196541,2596796,890633,824391,248634,636087
1991:Q1,14105504,13959,557855,2733856,474457,1295513,309998,91062,655520,238933,466107,296166,169941,0,1997328,516151,67534,406098,5109390,467256,5218899,2632689,892501,802207,248677,642825
1991:Q2,14190982,13957,561028,2687802,453662,1337509,317091,94069,676085,250265,467267,296800,170467,0,1967421,537636,68578,415029,5208343,472749,5284953,2692211,896419,801306,251324,643693
1991:Q3,14503337,14409,565631,2668728,449818,1352677,323842,98499,692267,238070,479925,310134,169791,0,2093154,585136,69630,419933,5328403,475893,5312415,2714849,883654,802500,261543,649868
1991:Q4,15126850,14565,595546,2653691,452896,1359120,325954,101105,694679,237382,503786,336632,167154,0,2460159,646801,70666,427029,5460091,482500,5391966,2767184,879796,815581,272222,657183
1992:Q1,15120654,14566,611091,2505189,475797,1406071,357408,108098,693867,246699,489584,324554,165030,0,2384657,670372,71283,434387,5568800,488856,5411730,2807138,875575,793353,269479,666185
1992:Q2,15231557,14953,620116,2472252,457482,1396170,365839,95770,686146,248416,496253,333371,162882,0,2349068,714710,71900,439014,5703697,495942,5454213,2838949,871049,792332,276468,675416
1992:Q3,15558366,15504,645496,2445401,449051,1421479,387472,111477,686746,235784,498468,337089,161379,0,2433807,767030,72519,448765,5855219,505627,5516911,2892667,864734,801933,277469,680109
1992:Q4,16148333,15600,708833,2415438,434679,1423779,409105,115680,653249,245745,502821,343316,159505,0,2769023,815039,73138,457341,6020364,512278,5592694,2936179,860476,824769,279536,691734
1993:Q1,16436350,15445,686673,2372784,442856,1454351,419816,102274,649309,282952,521362,365522,155840,0,2828900,891599,74205,465502,6160335,522338,5592987,2947066,859458,807262,286082,693119
1993:Q2,16622185,15352,707033,2349936,434138,1433271,413141,68934,642697,308499,539782,386526,153256,0,2828075,965013,75274,474715,6270438,529158,5659526,3001363,855715,818662,286648,697138
1993:Q3,16953741,14697,732811,2334230,431626,1438899,411129,64076,628568,335126,537228,386436,150792,0,2923630,1048508,76341,484439,6392528,538804,5741412,3053481,850973,842668,297199,697092
1993:Q4,17320427,15757,765781,2295318,441151,1493933,453598,46216,607125,386995,541663,393744,147919,0,3059332,1099943,77410,494325,6489549,546265,5836344,3095615,848493,886169,303586,702480
1994:Q1,17364021,15716,746329,2297410,454972,1594487,487824,102462,598005,406197,546659,401763,144896,0,2922364,1073303,78557,500724,6574365,559135,5873163,3127089,843247,883876,305819,713133
1994:Q2,17458471,16847,738900,2265672,450823,1681728,518751,124247,608482,430248,546577,402008,144569,0,2863951,1061616,79702,507885,6675615,569156,5970470,3174359,840900,918580,308445,728187
1994:Q3,17764014,17357,732899,2284232,460858,1712931,545488,141271,585713,440460,547548,404882,142666,0,2914527,1100712,80849,525937,6802846,583318,6072365,3224464,837965,959953,308683,741300
1994:Q4,17962676,18847,749839,2270586,483159,1841769,606318,177249,578114,480088,550145,409103,141042,0,2964718,1019327,81996,531939,6856293,594058,6205652,3271822,833674,1021168,322330,756658
1995:Q1,18446134,20324,734987,2318380,503544,1815919,615132,149771,554613,496403,554467,416259,138208,0,3180914,1058545,82973,544664,7015411,616006,6254786,3300184,835968,1024546,321182,772906
1995:Q2,18985771,22461,741998,2355556,533374,1786313,614581,156100,526329,489303,556498,420735,135763,0,3392418,1126823,83950,560644,7191347,634389,6363534,3350146,839372,1063126,323590,787300
1995:Q3,19586868,22103,712051,2388907,546890,1823978,606195,176750,521435,519598,557368,424261,133107,0,3657583,1200705,84929,569996,7374720,647639,6497096,3406618,843302,1109599,336760,800817
1995:Q4,20258764,23356,717105,2405980,574017,1876934,597498,204417,495744,579275,577576,446628,130948,0,3981393,1239948,85906,580205,7532527,663816,6611976,3439826,848582,1168160,336867,818541
1996:Q1,20749200,26021,707698,2477954,626718,1869236,591353,199324,487702,590857,587801,459177,128624,0,4101021,1317576,87640,584946,7682652,679938,6714385,3502199,853126,1162207,360314,836538
1996:Q2,21197445,27693,696154,2493981,617240,1949214,589555,255823,485922,617914,581751,455714,126037,0,4235968,1407588,89374,593543,7805837,699102,6852108,3561167,860782,1196579,363157,870423
1996:Q3,21465118,31693,682837,2530116,639641,1964717,611915,292250,464156,596396,579857,456081,123776,0,4220792,1458120,91108,608575,7938662,718999,6985193,3625150,864607,1229847,362318,903271
1996:Q4,22101214,35469,676837,2546582,671809,1992687,628892,321042,450734,592020,619518,498022,121496,0,4454640,1489156,93198,624626,8158315,738377,7124046,3674979,874795,1273878,374048,926346
1997:Q1,22217061,34112,654561,2591448,714315,1883967,636251,301406,424080,522231,608194,489408,118786,0,4477073,1504645,95074,636314,8254724,762633,7213037,3721293,878412,1254175,382782,976375
1997:Q2,23508652,34459,655763,2620349,706663,1898537,590745,321066,441836,544890,623172,506492,116680,0,5156116,1688644,96950,653819,8582369,791811,7362534,3775476,890663,1278038,393834,1024524
1997:Q3,24438750,36014,627297,2684399,736247,1924913,576478,331549,444405,572481,624766,510197,114569,0,5498744,1860047,98826,670936,8857793,818768,7533067,3867838,896684,1305805,418166,1044574
1997:Q4,24841689,37179,663136,2701859,767755,1945782,545796,372055,467462,560469,643368,531193,112175,0,5653021,1880014,100702,678819,8924653,845401,7679890,3909430,910871,1344165,421002,1094421
1998:Q1,26316378,36817,628468,2738439,831269,1950040,554812,334346,461453,599429,669337,557516,111821,0,6366038,2122187,103167,691038,9294771,884808,7810384,3977788,937148,1324043,433276,1138130
1998:Q2,26813465,37785,634175,2736314,849369,2061639,543216,371037,486569,660817,683696,572295,111401,0,6419595,2216264,105632,702518,9443963,922515,8029648,4068268,964753,1367744,447772,1181111
1998:Q3,26006840,39500,625715,2756601,923665,2119323,553964,442083,481307,641969,722600,611486,111114,0,5692228,2019847,108097,704873,9323858,970532,8225589,4159327,989889,1400718,446082,1229573
1998:Q4,27935273,37725,687320,2820098,986922,2008018,511121,455435,467763,573699,719993,605403,114590,0,6735696,2277198,110562,734727,9811788,1005226,8451082,4266414,1015035,1441272,452049,1276313
1999:Q1,28215932,39368,674278,2827563,1046775,1997362,462080,445779,471844,617659,718227,602254,115973,0,6701720,2319259,111283,746927,9994091,1039079,8607755,4356024,1037854,1442398,458796,1312682
1999:Q2,29125377,40486,645994,2840305,1026302,1937840,417137,467528,466395,586780,719397,602546,116851,0,7235367,2475463,112004,766393,10257751,1068075,8840846,4464108,1057636,1471581,484755,1362765
1999:Q3,28788136,41170,632655,2898597,1060411,1895189,391583,494218,436059,573329,741228,623188,118040,0,6932666,2359852,112725,769442,10236562,1107639,9084330,4595412,1081717,1511895,490348,1404958
1999:Q4,31194917,40659,671026,2961268,1161192,1741624,463828,489091,422711,365994,787546,668527,119019,0,8247987,2743340,113446,821954,10703989,1200887,9345942,4689644,1110318,1553622,536950,1455408
2000:Q1,32089206,45150,642787,3058958,1227318,1621397,402748,474675,432685,311289,795599,676491,119108,0,8595167,2950341,115974,839921,10952022,1244573,9534802,4760343,1136273,1553765,578358,1506064
2000:Q2,31620943,45841,610864,3119289,1199815,1597511,296425,503029,457494,340563,779024,659861,119163,0,8175537,2837640,118502,843653,10993645,1299622,9780086,4883986,1164145,1601771,562310,1567875
2000:Q3,31812293,44509,572484,3181030,1252528,1574868,239337,526723,455338,353471,795069,675902,119167,0,8083600,2846359,121030,855851,11139283,1345681,10034849,5007434,1187089,1667073,571585,1601668
2000:Q4,30895130,48271,578720,3279372,1345321,1705516,297572,533037,477547,397361,854249,735064,119185,0,7106238,2556769,123558,858497,11054995,1383623,10255049,5111405,1216621,1741267,531482,1654274
2001:Q1,30018251,50790,607136,3444540,1481944,1640734,251918,406611,495306,486899,835367,713785,121582,0,6340942,2311039,123783,873952,10888374,1419649,10360126,5207387,1233628,1749724,500459,1668928
2001:Q2,30995059,48459,587924,3507994,1480426,1577873,155991,406509,522534,492839,843409,719569,123840,0,6789006,2510647,124008,904815,11149385,1471111,10621729,5378797,1255697,1784249,510750,1692237
2001:Q3,29722485,48388,584136,3571158,1548032,1660755,163211,456417,532189,508937,937927,811771,126156,0,5687190,2171629,124233,893567,10972434,1523036,10927202,5538047,1280485,1814351,568591,1725727
2001:Q4,31114982,48676,657334,3576798,1626409,1599651,161024,401350,523050,514227,897668,769448,128220,0,6409758,2414122,124458,924317,11264595,1571196,11114699,5662353,1307726,1891827,510906,1741887
2002:Q1,31433832,47771,597412,3742354,1594924,1557776,145279,381057,535740,495700,890765,760905,129860,0,6437442,2427989,125643,951100,11468480,1592176,11296712,5809864,1330430,1883516,511127,1761775
2002:Q2,30570134,48219,590839,3760296,1544727,1667308,106674,368340,593150,599144,863530,732506,131024,0,5786301,2274808,126828,963864,11320869,1622545,11540330,5997566,1353583,1917644,493803,1777734
2002:Q3,29166286,49781,592820,3880205,1514706,1722103,92884,325537,633005,670677,864617,731925,132692,0,4683084,1964166,128013,966107,11150278,1650406,11813849,6206092,1373652,1951608,481554,1800943
2002:Q4,29795663,49937,636107,3887593,1591630,1784337,46711,280015,649066,808545,858389,724082,134307,0,4981172,2055460,129198,971245,11409075,1441520,12113600,6417984,1393339,1997008,484097,1821172
2003:Q1,29657239,51628,631538,4088856,1544162,1705042,135682,186303,634459,748598,874440,739095,135345,0,4647126,2044109,130283,988227,11499847,1451982,12321874,6588476,1414605,1989123,497629,1832041
2003:Q2,31403515,54115,642627,4168861,1514086,1686370,122332,154826,687123,722089,974794,837798,136996,0,5480780,2363742,131368,1020778,11903987,1462007,12726558,6829973,1448758,2021930,584069,1841827
2003:Q3,32016358,51146,603119,4234589,1464378,1664329,117142,252274,663264,631649,976052,838833,137219,0,5824651,2469644,132453,1046778,12069697,1479523,12999316,7058975,1481626,2059675,558346,1840694
2003:Q4,33617057,52841,635116,4275761,1427739,1816277,126055,316702,680727,692793,972378,834131,138247,0,6546967,2730378,133538,1071080,12456243,1498739,13278654,7242054,1523116,2102932,520965,1889586
2004:Q1,35373010,55204,632063,4443770,1388056,2638587,133871,294271,1484200,726245,996515,855016,141499,0,6831173,2902391,135946,1076843,12712457,1560005,13567909,7446831,1542661,2096472,535404,1946541
2004:Q2,35547283,57889,617857,4559368,1345616,2479508,90229,235148,1473627,680505,1031219,886362,144857,0,6814896,2857124,138354,1091284,12931685,1622483,13969302,7737245,1581372,2114539,548972,1987173
2004:Q3,35987163,58864,601986,4634073,1304119,2640308,42607,303252,1556289,738161,1027656,879672,147984,0,6735788,2921914,140762,1102570,13123118,1696005,14335292,8002820,1619604,2164875,545801,2002192
2004:Q4,37686491,61764,660985,4729387,1306641,2735218,114335,425156,1608046,587681,1091986,940187,151799,0,7261613,3181157,143170,1129170,13611672,1773728,14781557,8269094,1665714,2220119,586014,2040616
2005:Q1,37938301,67402,654579,4887583,1264381,2667805,70230,382065,1613632,601878,1083396,927459,155937,0,7305814,3156421,145638,1129787,13718574,1856921,15122237,8512513,1698391,2204974,578926,2127432
2005:Q2,38808200,64549,614351,5020397,1240972,2807627,22239,474933,1676326,634129,1091011,931481,159530,0,7567615,3204507,148106,1136242,13977590,1935233,15592821,8822017,1725862,2232389,581080,2231473
2005:Q3,39739289,66584,557125,5207999,1259222,2609040,-7796,418754,1688051,510031,1090101,928022,162079,0,7986151,3358050,150574,1152863,14269792,2031787,16088901,9138203,1754389,2278385,587563,2330361
2005:Q4,40552008,63847,580555,5286624,1330809,2692597,-62075,453468,1711752,589452,1091730,928518,163212,0,8108687,3406128,153042,1159509,14544576,2133904,16528669,9417838,1783626,2320555,574541,2432109
2006:Q1,42705722,67879,590019,5525283,1333343,2757956,51954,447329,1684484,574189,1177121,949755,159967,67399,9324547,3631009,155068,1091029,14826564,2225904,17034482,9739551,1836252,2337585,598133,2522961
2006:Q2,42709412,72666,582752,5613586,1372723,2754746,-8687,368429,1721170,673834,1205232,981933,154539,68760,9035328,3580406,157094,1092390,14925526,2316963,17539524,10068040,1890136,2349611,615223,2616513
2006:Q3,43712909,71749,550830,5759633,1440942,2752499,-40630,423834,1757721,611574,1201896,981199,147352,73345,9323885,3726015,159120,1115167,15204059,2407114,18012152,10326275,1947170,2411441,627406,2699859
2006:Q4,45212784,69946,577771,5849179,1538090,2563637,-143354,339186,1772631,595174,1205431,988274,142317,74840,10009178,4010045,161146,1146454,15570400,2511507,18427072,10491983,2010368,2456716,667700,2800305
2007:Q1,46624097,73534,596342,6062845,1589694,2692915,-132569,409164,1784667,631653,1230173,1012249,140122,77802,10464927,4203256,163620,1159681,15783216,2603894,18761033,10708436,2076138,2440172,671431,2864857
2007:Q2,47559637,79929,527287,6140970,1652948,2602440,-197417,468620,1794139,537098,1286266,1071127,137376,77763,10563437,4473398,166094,1186322,16167585,2712961,19203288,10914109,2145339,2476966,722552,2944322
2007:Q3,48812174,84843,439123,6292487,1868592,3067835,-231680,692936,1792611,813968,1315973,1098440,135799,81734,10562269,4593024,168568,1198472,16410101,2810887,19590362,11102561,2219075,2555552,681686,3031488
2007:Q4,48719293,87722,496336,6440906,2042139,3077772,-257100,831857,1654861,848154,1432153,1214818,134799,82536,9863725,4536748,171042,1206282,16449172,2915296,19935178,11210619,2296536,2609477,699832,3118713
2008:Q1,47997642,84065,499397,6639005,2261654,3157584,-151773,836915,1604459,867983,1532147,1314174,131796,86177,9040851,4232453,172918,1198197,16241726,2937645,20179012,11281997,2345933,2602008,748039,3201035
2008:Q2,47423939,78508,475743,6542965,2188409,3224824,-130817,881275,1633177,841189,1531276,1307000,137998,86278,8427317,4283233,174794,1209161,16333066,2954643,20246316,11256866,2406362,2620453,706332,3256303
2008:Q3,45945675,70526,485284,6698126,2188574,3429406,-32364,1027394,1518517,915859,1525204,1290319,145520,89365,7361811,3736558,176670,1207985,16083025,2982506,20468932,11216063,2467082,2643813,784440,3357534
2008:Q4,43589800,69892,735172,6707474,2433809,3689466,103577,1091119,1536440,958330,1304494,1068152,147420,88922,5820897,2911699,178546,1199279,15532676,3006396,20316331,11118753,2536492,2643789,597179,3420118
2009:Q1,42676224,65515,710127,6667398,2405461,3957532,290307,889402,1646185,1131638,1230732,988376,151980,90376,5135291,2720014,178344,1207948,15410586,2987276,20217958,11110985,2542663,2578142,572368,3413800
2009:Q2,44314931,65587,749976,6619182,2284352,3602771,234666,522921,1700365,1144819,1239259,995448,156288,87523,6201326,3251599,178142,1229267,15926595,2966875,20176572,11070403,2549740,2548873,585158,3422398
2009:Q3,46596719,66015,711911,6640057,2120818,3851047,415290,502676,1862910,1070171,1256469,1009334,160349,86786,7257436,3823990,177940,1252903,16484296,2953837,20153005,10996017,2563480,2558711,599169,3435627
2009:Q4,47162563,62724,759972,6817536,2035995,3675846,497560,335693,1872285,970308,1256629,1009560,164541,82528,7356221,4045199,177738,1271025,16751236,2952442,20124295,10941305,2567012,2555017,625604,3435357
2010:Q1,48318342,58472,651400,6899767,1828217,3957541,605523,365739,1906275,1080004,1261728,1008476,168817,84435,7747118,4303143,179254,1278557,17177489,2975656,20001514,10812514,2561291,2493057,650116,3484536
2010:Q2,47384361,61341,658996,6859574,1724758,4134026,849731,338415,1934679,1011201,1271500,1017194,171554,82752,7053930,4036828,180770,1265611,17130093,3006934,19922284,10747533,2554923,2478453,662533,3478843
2010:Q3,49426868,63875,615322,6975798,1721751,4083988,875736,374271,2000115,833866,1283107,1031209,174599,77299,7929269,4460816,182286,1294756,17773236,3042664,19841579,10676499,2543801,2503726,674683,3442869
2010:Q4,51219958,67271,709434,6842530,1866839,4098978,727537,345490,1906684,1119267,1298830,1053396,174107,71327,8687981,4730093,183802,1308090,18338966,3087144,19811122,10510462,2533645,2646811,690258,3429946
2011:Q1,52500898,69608,787179,6960114,1815547,4029513,582031,518205,1903694,1025583,1293435,1049135,174202,70098,9283124,4980700,187438,1328508,18642765,3122967,19772234,10447572,2545638,2628309,722303,3428412
2011:Q2,52933652,65296,777692,7122244,1789624,4166028,461576,547359,1981586,1175507,1333634,1090896,173724,69014,9169357,5045784,191074,1347048,18769706,3156165,19716090,10380137,2541994,2653077,715236,3425646
2011:Q3,51054320,64382,906097,7160075,1761696,4538756,617171,585952,2040386,1295247,1328407,1085444,174850,68113,7691943,4503033,194710,1355994,18345105,3204122,19697328,10323042,2536878,2702175,695393,3439840
2011:Q4,52370937,57360,983433,7258007,1789344,4499850,634684,490661,2068420,1306085,1273803,1032332,174397,67074,8213139,4710937,198346,1388536,18736920,3261263,19688399,10271682,2530984,2756225,673194,3456315
2012:Q1,54474817,56257,1010273,7336497,1726431,4381875,587324,375876,2063394,1355281,1279253,1044483,170734,64036,9195625,5279728,200605,1392485,19307863,3307925,19686289,10206781,2553808,2745041,698559,3482100
2012:Q2,54257920,50697,970411,7402244,1677711,4597482,748159,454887,2094286,1300150,1292078,1062047,166522,63509,8895224,5183747,202864,1371896,19264426,3349140,19719588,10143546,2575548,2790468,692360,3517667
2012:Q3,55725949,52037,974213,7435910,1725564,4714097,688498,477291,2088274,1460034,1288077,1065217,162827,60033,9440968,5493681,205123,1385443,19618089,3392747,19793320,10095909,2597008,2850453,699688,3550262
2012:Q4,56346439,49480,1110547,7559966,1829958,4556335,791679,422873,2045709,1296074,1351747,1134674,159050,58023,9484348,5578190,207382,1394910,19774879,3448697,19825161,10038664,2619378,2912905,675957,3578257
2013:Q1,58646855,52699,1150332,7585094,1754171,4329492,781860,335710,2037991,1173931,1331567,1116378,158954,56235,10799577,6025477,208797,1407954,20488576,3513119,19838996,9991123,2639126,2913773,694089,3600885
2013:Q2,58961139,56511,1165873,7636383,1719693,3828200,693811,287959,1938513,907917,1387464,1174443,158563,54458,11076213,5993804,210212,1413629,20890695,3582462,19909284,9956246,2657096,2960193,703518,3632231
2013:Q3,60611694,56488,1179099,7730679,1748041,3718992,664655,326167,1889656,838514,1377032,1166274,158128,52630,11660989,6279928,211627,1432193,21563518,3653108,20013823,9966083,2674826,3030297,697582,3645035
2013:Q4,62478361,52079,1292758,7708254,1762978,3566308,563131,289594,1860645,852938,1419622,1211274,156509,51839,12312844,6637191,213042,1449988,22322553,3740744,20237480,9950384,2692507,3090468,824556,3679565
2014:Q1,64070616,52511,1339305,7902099,1760148,3615300,478061,370944,1920093,846202,1464356,1259367,154346,50643,13065034,6837347,219912,1463468,22534706,3816430,20321932,9914202,2734038,3096815,847416,3729461
2014:Q2,65593100,49794,1368699,7973015,1699324,3677822,373573,405792,1952429,946028,1444943,1243156,152304,49483,13799224,7112108,226782,1483612,22860680,3897097,20489752,9903925,2775169,3164002,852512,3794143
2014:Q3,65582401,52688,1360374,8110730,1731957,3688489,317182,450228,1972848,948231,1479432,1281870,150026,47536,13546051,7011576,233652,1494391,22901584,3971477,20576509,9913965,2817003,3242945,758217,3844379
2014:Q4,66738841,45720,1333537,8264164,1762416,3662922,334521,428129,1972077,928195,1469323,1273770,147958,47595,14136133,7105428,240522,1516575,23153571,4048530,20748248,9925938,2859789,3309540,749782,3903199
2015:Q1,67823109,44554,1427675,8497733,1728368,3700760,455455,440274,1974538,830493,1468439,1275523,146080,46836,14360569,7325972,240575,1537350,23370401,4120713,20789365,9898405,2898299,3307066,750078,3935516
2015:Q2,67927771,39448,1501096,8504358,1708232,3552108,445278,454841,1944927,707062,1444755,1254260,144435,46060,14394292,7345209,240628,1544961,23457757,4194927,20986545,9942968,2937242,3377752,759590,3968993
2015:Q3,66494377,36141,1368124,8689785,1777825,3896574,655322,590119,1944205,706928,1417234,1229747,142018,45469,13252341,6834061,240681,1542703,23156409,4282499,21172708,9992218,2976909,3463104,744410,3996067
2015:Q4,67673675,31884,1454906,8844587,1811739,3645222,662407,614817,1939661,428337,1401982,1216848,140222,44912,13833614,6997671,240734,1557216,23484442,4369678,21251127,10064035,3016288,3400223,734251,4036330
2016:Q1,68708276,32610,1548208,9017391,1789569,3780663,786213,610300,1956085,428065,1441403,1259193,137829,44381,14138433,7006882,241530,1572857,23679887,4458843,21424957,10063328,3077413,3412223,725543,4146449
2016:Q2,69702907,31300,1517604,9078184,1722304,3853292,841056,629211,2017228,365797,1444073,1264258,136057,43758,14591020,7148396,242326,1599639,23923336,4551433,21730367,10123939,3139167,3476822,737098,4253341
2016:Q3,70851766,30800,1409108,9441622,1690080,3701163,825239,583324,2003051,289549,1411574,1234955,133464,43155,14983188,7401845,243122,1618255,24262928,4658081,22076658,10207154,3199998,3561620,746319,4361568
2016:Q4,71137612,26270,1410485,9602980,1670888,3412912,753524,556884,1924355,178149,1383461,1209132,133020,41309,15295579,7350037,243918,1617493,24371723,4751866,22351334,10265108,3262409,3636436,730787,4456595
2017:Q1,73266847,30802,1596380,9695004,1628389,3409179,730700,577681,1919574,181224,1397814,1224216,134181,39417,16143872,7775809,247921,1635960,24830260,4875457,22551681,10324437,3334990,3630418,748871,4512966
2017:Q2,74482487,33902,1600389,9635602,1611186,3502820,777714,590965,1949395,184746,1395416,1220256,137100,38060,16616092,8025094,251924,1644937,25163582,5001543,22854978,10403270,3408123,3682731,766211,4594643
2017:Q3,75881618,39830,1524617,9782695,1673991,3410394,701130,587838,1933656,187770,1379922,1207108,137036,35778,17070569,8385511,255927,1661493,25545135,5151534,23148018,10496604,3480338,3749202,770095,4651778
2017:Q4,78037773,38974,1646972,9836285,1752836,3430388,718581,578816,1942286,190705,1332020,1158740,138130,35150,18101805,8707623,259930,1678576,25973532,5278832,23494052,10581836,3553066,3830752,810420,4717977
2018:Q1,78376075,42100,1742949,10054599,1722818,3494918,875208,552714,1876683,190313,1309314,1137908,137164,34242,17947715,8747300,261314,1689238,26006797,5357013,23654850,10625589,3596836,3819883,828075,4784467
2018:Q2,79209685,42428,1606728,10130943,1761322,3631210,958052,595556,1887064,190538,1304385,1135188,135864,33333,18246777,8848571,262698,1706956,26241366,5426301,23904503,10713814,3641070,3858194,819924,4871501
2018:Q3,80967316,41778,1423834,10189814,1761358,3870039,1133877,675223,1869243,191696,1304606,1137837,134565,32204,19070452,9180791,264082,1727020,26630521,5503021,24221988,10816565,3684496,3934579,823799,4962549
2018:Q4,77058440,41837,1483609,10315431,1930945,4077449,1270311,719009,1895777,192352,1275776,1111080,133421,31275,16477434,8047855,265466,1709872,25850061,5582705,24446160,10882830,3729765,4007042,805329,5021193
2019:Q1,82399683,40927,1570690,10505180,2051912,4248695,1421513,710566,1918595,198021,1275901,1112340,133281,30280,19278751,9050178,265176,1741891,26767370,5603012,24526814,10912642,3773006,3994481,801809,5044877
2019:Q2,83906916,39550,1458406,10521232,2013865,4499198,1573222,795536,1927079,203361,1288722,1126293,133099,29330,19785367,9447790,264886,1756225,27202850,5628825,24777915,11000432,3817608,4052121,814679,5093075
2019:Q3,84404065,39431,1266152,10737732,2257011,4515327,1623698,764503,1919094,208032,1323140,1161754,132959,28427,19741189,9401811,264596,1771504,27432835,5653337,25029880,11093551,3861160,4124158,817334,5133677
2019:Q4,87586118,40637,1532523,10928172,2379890,4386645,1472902,779726,1922183,211834,1315539,1155273,132994,27272,21176746,10010100,264306,1786248,28062387,5702925,25274285,11165582,3905508,4192191,832115,5178889
2020:Q1,80815383,49995,1651502,11300054,2847073,4340217,1299425,803469,1904885,332438,1455964,1296617,133221,26126,16344615,8120916,269925,1786692,26791244,5857186,25552773,11231501,3970973,4147839,855175,5347284
2020:Q2,88209229,43534,2111310,11904319,3066735,3986439,1160862,476957,1928634,419986,1444806,1286523,133149,25134,20006660,9394718,275544,1827381,28054829,6092954,25904066,11318012,4036353,4097391,882307,5570004
2020:Q3,91748749,47486,2327418,12010639,2908076,3821316,1160628,482914,1937844,239930,1401259,1243336,133640,24283,22063600,9967116,281163,1865988,28688226,6366462,26412168,11487015,4096512,4142706,970469,5715466
2020:Q4,98953863,48460,3575113,11586339,2817728,3906828,1221628,485720,1949832,249648,1430229,1272240,133927,24062,26055118,10996298,286782,1921752,29788554,6540661,26953905,11636769,4181659,4184853,1070576,5880049
