1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1982:Q2,18563,18563,18563,24392,23487,905,-5830,2278,571,558,0,-135,-135,0,1354,1379,-25,-43,1870,-1897,1110,0,-3007,8108,28246,18639,-591,2535,16695,94,2436,167,6910,-20138,162,-20300
1982:Q3,18803,18803,18803,24445,22394,2052,-5642,3618,1183,623,0,69,69,0,1005,1005,0,89,2112,-1463,919,0,-2382,9260,26053,17081,-1880,1012,17949,106,1368,509,6989,-16793,253,-17046
1982:Q4,18933,18933,18933,22682,22125,557,-3750,4071,1673,708,0,230,230,0,709,709,0,150,2306,-1705,302,0,-2007,7821,18985,10538,-2811,-946,14295,138,-40,785,7564,-11164,257,-11421
1983:Q1,18954,18954,18954,20284,22307,-2023,-1330,6523,1992,809,0,743,743,0,548,548,0,24,1956,451,-514,0,965,7853,19802,18113,-551,764,17900,125,-1705,503,2766,-11948,490,-12438
1983:Q2,19014,19014,19014,19935,22872,-2936,-921,5990,2048,928,0,724,724,0,765,765,0,-23,1913,-365,-1455,0,1090,6911,22043,17115,1385,1530,14200,110,915,486,3417,-15131,169,-15300
1983:Q3,19111,19111,19111,17025,24189,-7163,2085,7291,2175,959,0,675,675,0,1300,1300,0,35,1805,342,-1373,0,1715,5206,21012,16974,579,696,15699,134,450,444,3010,-15807,205,-16012
1983:Q4,19244,19244,19244,23748,25391,-1643,-4504,9107,2270,904,0,637,637,0,1731,1731,0,33,1721,1811,-280,0,2091,13611,23054,19125,708,593,17824,-180,267,413,3429,-9443,239,-9682
1984:Q1,19407,19407,19407,28700,26659,2041,-9293,13070,931,833,0,116,116,0,2467,2467,0,6,1990,6727,8577,0,-1850,22363,29539,26255,3954,1964,20337,89,-69,107,3157,-7176,361,-7537
1984:Q2,19599,19599,19599,29925,27910,2015,-10326,4870,1045,748,0,16,16,0,2480,2480,0,8,1883,-1310,664,0,-1974,15196,34760,32164,6155,802,25207,151,1856,171,418,-19563,131,-19694
1984:Q3,19810,19810,19810,30977,28664,2313,-11167,4273,1383,808,0,-235,-235,0,2513,2513,0,38,1615,-1849,751,0,-2600,15440,34376,28954,5050,972,22932,22,1738,331,3331,-18937,61,-18998
1984:Q4,20046,20046,20046,31087,29438,1650,-11042,4324,1686,1011,0,-439,-439,0,2546,2546,0,28,1401,-1909,1065,0,-2974,15366,30669,26291,2612,-93,23772,-76,1320,461,2673,-15303,328,-15631
1985:Q1,20289,20289,20289,32398,30469,1930,-12109,8017,2312,1270,0,-13,-13,0,1698,1698,0,16,1364,1370,2002,0,-632,20126,30990,24209,200,-77,24086,92,87,624,5978,-10864,264,-11128
1985:Q2,20547,20547,20547,32017,30829,1188,-11470,8203,2608,1586,0,20,20,0,1484,1484,0,-121,1269,1357,1863,0,-506,19673,36141,29074,3018,464,25592,1,2071,719,4276,-16467,-91,-16376
1985:Q3,20804,20804,20804,32728,31090,1638,-11924,8874,3298,1533,0,100,100,0,954,954,0,-105,1031,2063,1945,0,118,20798,29459,13187,426,155,12606,13,933,956,14370,-8661,27,-8688
1985:Q4,21060,21060,21060,33950,32593,1357,-12890,8803,6014,1111,0,166,166,0,536,536,0,-84,841,219,-275,0,494,21693,5316,3930,-1592,-2500,8022,77,-4362,1146,4525,16377,254,16123
1986:Q1,21293,21293,21293,32620,31687,934,-11328,7313,1395,780,0,671,671,0,-165,-165,0,-200,2248,2584,1850,0,734,18641,22339,18022,-452,73,18401,84,640,240,3353,-3699,132,-3831
1986:Q2,21625,21625,21625,31589,32161,-572,-9964,8189,575,538,60,583,583,0,1273,1273,0,21,2257,2882,2022,0,860,18153,19459,21686,1216,814,19656,58,-3519,312,922,-1306,131,-1437
1986:Q3,22045,22045,22045,31492,32262,-770,-9446,7508,234,306,26,522,522,0,1168,1168,0,-196,2061,3387,1903,0,1484,16954,16652,15739,528,-1708,16919,24,-1052,489,1452,302,107,195
1986:Q4,22560,22560,22560,31862,32409,-547,-9302,3074,375,84,19,241,241,0,-1583,-1583,0,-226,1458,2706,846,0,1860,12376,16886,11699,-698,-8,12405,-19,1819,632,2755,-4510,595,-5105
1987:Q1,23161,23161,23161,31422,32746,-1324,-8261,-327,244,-294,-7,-51,-51,0,-1726,-1726,0,-205,691,1021,-390,0,1411,7934,15658,16316,-42,-349,16707,136,3479,190,-4463,-7724,-16,-7708
1987:Q2,23385,23385,23385,30789,32923,-2134,-7404,-4106,194,-831,-54,-355,-355,0,-2512,-2512,0,-92,-239,-217,-1754,0,1537,3298,12923,14509,4408,867,9234,50,-1113,21,-544,-9625,114,-9739
1987:Q3,23192,23192,23192,32360,33216,-855,-9168,-3047,192,-747,-49,-394,-394,0,-2086,-2086,0,-146,-107,290,-1871,0,2161,6121,12631,13707,3226,177,10304,212,803,62,-2153,-6510,-103,-6407
1987:Q4,22551,22551,22551,33082,33024,58,-10531,2057,234,-46,1,-172,-172,0,-443,-443,0,-28,1085,1426,-1111,0,2537,12588,15253,13505,1100,1114,11291,-1170,1891,309,718,-2665,1377,-4042
1988:Q1,25247,25247,25247,33394,34156,-762,-8147,12901,1573,2268,757,-3,-3,0,2276,2276,0,-74,2264,3840,-321,0,4161,21048,27372,18721,1423,-53,17351,2,3786,518,4345,-6324,205,-6529
1988:Q2,24123,24123,24123,32315,34740,-2425,-8191,15247,1414,2046,683,101,101,0,3531,3531,0,11,3423,4038,2,0,4036,23438,28371,25606,3987,1913,19706,34,-2296,682,4345,-4932,140,-5072
1988:Q3,23709,23709,23709,32419,34648,-2229,-8710,13249,826,1171,390,182,182,0,3362,3362,0,100,3590,3628,217,0,3411,21959,29861,25101,2424,3286,19391,49,-444,809,4346,-7901,100,-8001
1988:Q4,24056,24056,24056,31079,35127,-4047,-7024,9544,764,1082,362,239,239,0,768,768,0,24,2765,3540,504,0,3036,16568,27206,15336,1458,-5081,18958,621,6003,901,4345,-10638,-306,-10332
1989:Q1,24882,24882,24882,37742,35537,2205,-12860,5516,581,771,257,337,337,0,-1215,-1215,0,-341,2170,2956,1354,0,1602,18376,19110,11254,1463,2520,7271,302,1245,1091,5218,-735,226,-961
1989:Q2,25622,25622,25622,36480,35325,1155,-10858,1290,-151,-333,-112,474,474,0,-3567,-3567,0,-396,1804,3571,2094,0,1477,12148,21755,15238,5336,1648,8254,148,-231,1382,5218,-9607,369,-9976
1989:Q3,26144,26416,26416,34739,35837,-1097,-8323,-199,-157,-334,-111,476,476,0,-3974,-3974,0,-69,1513,2457,1604,0,853,8124,19752,11846,3890,-1329,9285,-43,1422,1309,5218,-11627,125,-11752
1989:Q4,26513,26603,26603,34073,34869,-796,-7469,1430,912,1290,431,341,341,0,-3944,-3944,0,68,1299,1033,556,0,477,8899,16900,10427,2074,1710,6643,273,107,874,5219,-8000,-32,-7968
1990:Q1,26649,26649,26649,34744,34154,590,-8095,1522,931,1230,410,237,237,0,-1626,-1626,0,-71,1060,-649,-343,0,-306,9617,4304,3368,13,1404,1951,34,1359,364,-821,5313,177,5136
1990:Q2,26773,26773,26773,31893,31761,131,-5119,-355,496,578,193,164,164,0,-866,-866,0,-72,801,-1649,-1469,0,-180,4764,-178,1052,2861,-677,-1132,67,-558,82,-821,4942,243,4699
1990:Q3,26958,26958,26958,31443,30274,1170,-4485,1580,964,1290,430,105,105,0,-650,-650,0,-73,554,-1040,-1485,0,445,6065,-2340,429,1295,263,-1129,-12,-1992,56,-821,8406,97,8309
1990:Q4,27189,27189,27189,30510,29534,976,-3321,-963,-170,-430,-143,60,60,0,-952,-952,0,-26,322,376,-443,0,819,2358,-5648,-4773,-211,-167,-4395,-1275,1139,81,-820,8006,1396,6610
1991:Q1,27455,27455,27455,28121,28331,-210,-667,107,791,-934,-312,-15,-15,0,-1471,-1471,0,-73,-101,2222,742,0,1480,774,-3475,-4498,-1025,823,-4296,-84,1116,143,-152,4248,-88,4336
1991:Q2,27567,27567,27567,27700,28107,-407,-132,4649,1266,1290,431,-124,-124,0,-1325,-1325,0,58,-216,3269,1663,0,1606,4781,728,3144,1671,1181,292,45,-2892,83,348,4054,-37,4091
1991:Q3,27689,27689,27689,24817,27146,-2329,2872,-571,-751,875,292,-119,-119,0,-1322,-1322,0,58,-1080,1476,1746,0,-270,-3443,-14815,-15910,391,-127,-16174,-32,-1367,146,2348,11372,64,11308
1991:Q4,27643,27782,27782,28749,26925,1825,-967,3859,823,978,326,-5,-5,0,-910,-910,0,140,304,2203,847,0,1356,4826,-5254,-8594,-981,-534,-7079,13,2122,107,1098,10080,90,9990
1992:Q1,27699,27699,27699,27570,25848,1722,129,8290,2276,3158,1054,107,107,0,-665,-665,0,-70,1184,1246,244,0,1002,8161,-599,-7294,-1166,200,-6328,-13,3087,162,3459,8760,32,8728
1992:Q2,27808,27808,27808,28654,26281,2373,-846,5435,1168,1467,490,204,204,0,-590,-590,0,-91,2053,734,-394,0,1128,6281,-1666,-4251,3008,89,-7348,25,-1052,153,3459,7947,46,7901
1992:Q3,27967,29792,29792,28464,27052,1412,1327,8955,1880,1902,217,480,480,0,89,89,0,93,2707,1587,-665,0,2252,7628,-5205,-8151,1457,-712,-8896,-12,587,162,2209,12833,44,12789
1992:Q4,28165,28165,28165,28703,27847,856,-538,3968,52,440,564,-64,-64,0,311,311,0,-2,1144,1523,-104,0,1627,4506,2020,-6628,-562,1367,-7432,81,3691,165,4710,2487,-86,2573
1993:Q1,28344,28644,28644,29597,30284,-686,-953,7225,1386,1705,-278,312,312,0,-1660,-1660,0,104,2460,3196,388,0,2808,8178,-7775,-11972,-4463,-1059,-6450,26,3318,-411,1264,15953,-12,15965
1993:Q2,28602,28602,28602,29057,29754,-697,-454,5725,600,534,570,98,98,0,-519,-519,0,57,769,3616,684,0,2932,6179,-1742,-457,5122,24,-5602,33,-2148,-434,1264,7921,-99,8020
1993:Q3,28821,28885,28885,28404,30993,-2588,480,5708,483,-163,708,67,67,0,-361,-361,0,65,535,4374,816,0,3558,5228,-5146,-4889,271,166,-5326,42,-1138,-426,1265,10374,12,10362
1993:Q4,29027,29027,29027,32377,32507,-130,-3351,7490,763,1334,138,181,147,34,-779,-779,0,56,1155,4642,709,0,3933,10841,-160,-2639,3456,-1368,-4727,229,1449,-463,1264,11001,-200,11201
1994:Q1,29325,33473,33473,36037,31858,4179,-2564,11325,3793,1130,288,-2444,-2476,32,-1021,-1021,0,76,3979,5524,530,0,4994,13889,3874,-1209,1854,786,-3849,-6,3780,109,1200,10015,64,9951
1994:Q2,29592,29592,29592,38088,33276,4812,-8495,19684,2463,810,1944,4416,4383,33,1806,1806,0,60,3839,4346,477,0,3869,28179,11168,7176,6648,567,-39,-5,-1458,504,4951,17011,-8,17019
1994:Q3,29923,29923,29923,37046,33996,3051,-7123,15891,4153,967,229,651,619,32,256,256,0,60,4633,4942,448,0,4494,23014,12152,6099,4874,282,943,-7,789,320,4951,10863,-34,10897
1994:Q4,30273,30273,30273,36569,34721,1848,-6296,15545,1927,664,1782,2237,2204,33,909,909,0,-27,3842,4211,592,0,3619,21841,12940,3275,1941,2964,-1630,-79,4306,487,4951,8902,115,8787
1995:Q1,30708,30708,30708,37379,37633,-254,-6671,23120,5086,1624,15,2157,2008,149,-778,-778,0,-27,5800,9243,1074,0,8169,29791,18355,8939,2435,1808,4696,-44,5968,91,3401,11437,5,11432
1995:Q2,31091,31091,31091,35136,37469,-2333,-4044,16724,2340,732,1026,1056,906,150,-353,-353,0,-30,2616,9337,1043,0,8294,20768,15923,12877,5567,311,6999,-4,-459,108,3401,4845,-29,4874
1995:Q3,31429,31429,31429,33519,37619,-4100,-2090,19244,3716,1179,225,1606,1457,149,-565,-565,0,-25,4207,8901,-17,0,8918,21334,19139,13390,3160,1298,8932,-8,2206,150,3401,2195,-1,2196
1995:Q4,31716,32070,32070,37532,38169,-637,-5462,17156,2392,748,661,1075,925,150,-357,-357,0,20,2673,9944,650,0,9294,22618,20371,11151,294,2505,8352,-431,6048,202,3401,2247,452,1795
1996:Q1,31952,31952,31952,39150,38806,344,-7199,20324,4333,531,-271,1534,1431,103,-398,-398,0,-28,6081,8542,232,0,8310,27523,30787,13341,3588,2018,7735,48,9564,476,7358,-3264,155,-3419
1996:Q2,32207,32207,32207,41877,38888,2989,-9670,28522,6703,965,1052,2139,2035,104,-560,-560,0,14,9702,8507,73,0,8434,38192,36684,21790,8368,979,12443,-3,6961,578,7358,1508,-51,1559
1996:Q3,32602,32602,32602,43838,39428,4411,-11236,21855,3896,992,279,787,683,104,-189,-189,0,-11,6593,9508,447,0,9061,33091,33945,20636,13196,-2382,9822,-4,5118,837,7358,-854,24,-878
1996:Q4,32877,32877,32877,42541,41006,1534,-9664,24036,4246,1058,1142,879,775,104,-214,-214,0,121,7145,9659,225,0,9434,33700,35438,17295,4043,3066,10186,205,10154,426,7358,-1739,-85,-1654
1997:Q1,33214,33214,33214,41534,40578,956,-8320,29805,4473,3297,1097,1701,1564,137,-698,-698,0,3,7394,12538,309,0,12229,38125,46478,20841,12442,1660,6739,57,9212,1119,15249,-8353,54,-8407
1997:Q2,33579,33579,33579,43994,41931,2063,-10415,34835,6198,3018,617,746,609,137,-272,-272,0,-5,10792,13741,137,0,13604,45250,52510,27825,13967,-252,14110,30,9376,1280,13999,-7260,-11,-7249
1997:Q3,34020,34020,34020,46878,43735,3143,-12859,29694,5162,2475,1063,989,851,138,-379,-379,0,13,5609,14762,533,0,14229,42553,48727,26686,8056,6199,12431,21,7121,900,13999,-6174,214,-6388
1997:Q4,34400,34400,34400,46512,43903,2609,-12112,36682,6518,1920,892,798,661,137,-294,-294,0,-20,11289,15579,-276,0,15855,48794,49049,29194,12275,-746,17665,-69,6207,967,12750,-255,214,-469
1998:Q1,34866,34866,34866,47099,43683,3416,-12233,51726,260,9686,1766,1847,1935,-88,1889,1889,0,26,7404,28848,959,0,27889,63959,73680,40357,950,2555,36852,10,6481,1302,25530,-9720,-5,-9715
1998:Q2,35320,35320,35320,44602,44769,-167,-9282,54034,765,9186,2859,1597,1684,-87,1889,1889,0,277,4455,33006,667,0,32339,63316,78784,51857,12064,2913,36880,17,5643,-513,21780,-15468,-15,-15453
1998:Q3,35804,35804,35804,48411,47163,1249,-12607,63117,2283,10685,2125,1097,1185,-88,1890,1890,0,-11,11134,33914,950,0,32964,75724,79190,44559,7521,88,36950,7,11518,2576,20530,-3466,-88,-3378
1998:Q4,36343,36343,36343,48783,46710,2073,-12440,53747,2803,11186,2917,847,935,-88,1888,1888,0,-253,5224,29135,471,0,28664,66187,77511,45917,4995,3874,37048,-109,6668,755,24280,-11324,334,-11658
1999:Q1,36941,36941,36941,51055,48271,2784,-14114,45835,-1244,12763,1940,-731,-699,-32,-436,-436,0,-17,7949,25611,261,0,25350,59949,68040,45384,11086,1926,32372,86,6765,-112,15917,-8091,200,-8291
1999:Q2,37524,37524,37524,51246,50453,794,-13723,39792,31,13012,214,-480,-449,-31,-592,-592,0,5,10328,17274,423,0,16851,53515,76507,40504,7477,2543,30484,-4,9444,5646,20917,-22992,94,-23086
1999:Q3,38091,38504,38504,51248,52075,-827,-12744,49882,2541,13763,1310,20,52,-32,-592,-592,0,-6,11908,20938,588,0,20350,62626,81530,52826,14738,1571,36517,62,9560,666,18416,-18904,119,-19023
1999:Q4,38761,38761,38761,54297,53426,871,-15536,49538,3779,13513,4671,269,301,-32,-592,-592,0,5,9229,18664,-186,0,18850,65074,88355,58553,16295,3505,38753,-43,8700,2728,18417,-23282,130,-23412
2000:Q1,39562,39562,39562,50383,53425,-3041,-10821,64117,7124,18018,479,433,496,-63,-163,-163,0,15,16170,22041,198,0,21843,74938,82271,44002,8621,3766,31615,-22,10068,5913,22310,-7333,-255,-7078
2000:Q2,40304,40304,40304,59349,55997,3352,-19045,70150,4610,18518,275,183,246,-63,-164,-164,0,-28,21401,25355,287,0,25068,89195,98386,63519,24352,2830,36337,32,13215,2810,18810,-9191,247,-9438
2000:Q3,40992,40992,40992,57881,56707,1175,-16890,58347,-401,16018,3532,933,996,-63,-163,-163,0,9,17050,21369,127,0,21242,75237,69515,37684,5585,1219,30880,108,10261,-1199,22661,5721,-86,5807
2000:Q4,41650,41650,41650,59806,57064,2742,-18156,54144,-2908,15517,4399,1182,1245,-63,-163,-163,0,39,14971,21107,-711,0,21818,72300,84717,50701,11866,3107,35728,-239,7968,4127,22160,-12417,192,-12609
2001:Q1,42338,42338,42338,55243,54992,251,-12905,41302,5218,2535,2973,1432,1167,265,842,842,0,-48,-37,28387,420,0,27967,54207,50123,36567,12072,-1327,25821,35,-392,123,13790,4085,-148,4233
2001:Q2,42981,43681,43681,53423,54294,-871,-9743,43233,3959,2284,1620,1182,917,265,839,839,0,478,542,32329,513,0,31816,52976,58932,46566,13362,3149,30055,4,-1743,315,13790,-5956,-21,-5935
2001:Q3,43490,44106,44106,55704,56158,-454,-11597,32793,-2303,1284,1678,430,166,264,841,841,0,14,973,29876,1709,0,28167,44390,50778,36640,8822,-5352,33170,35,-1687,2000,13790,-6388,108,-6496
2001:Q4,43944,43944,43944,53645,56586,-2941,-9700,39557,-6079,1035,3317,682,417,265,841,841,0,7,293,39461,145,0,39316,49257,58485,44003,9260,227,34516,12,-931,1611,13790,-9228,-62,-9166
2002:Q1,43801,43801,43801,25958,25199,759,17843,17803,696,3613,-750,-32,2,-34,-158,-158,0,-2,4659,9777,862,0,8915,-40,46993,35691,3824,1525,30342,12,5861,749,4680,-47034,38,-47072
2002:Q2,44318,44318,44318,69262,70609,-1347,-24944,20364,678,3614,1010,-32,2,-34,-157,-157,0,14,4749,10488,1307,0,9181,45308,53610,42843,8333,2754,31756,-44,5890,241,4680,-8302,99,-8401
2002:Q3,44861,44861,44861,71883,71735,149,-27022,17924,673,3613,-1646,-32,2,-34,-156,-156,0,24,4750,10698,1518,0,9180,44947,50440,38599,6074,791,31734,-32,6952,240,4681,-5494,64,-5558
2002:Q4,45496,45496,45496,64281,63554,727,-18785,22557,672,3614,3730,-32,2,-34,-159,-159,0,17,4749,9966,785,0,9181,41342,52000,40221,5450,3052,31719,168,6690,241,4680,-10658,67,-10725
2003:Q1,46064,46064,46064,27954,26738,1216,18110,12108,1531,11168,573,344,514,-170,29,29,0,41,-6282,4704,1652,0,3052,-6002,18621,16434,512,-159,16081,-45,-3488,-127,5847,-24623,21,-24644
2003:Q2,46412,46412,46412,75793,76217,-425,-29381,12075,1520,11167,573,344,514,-170,30,30,0,20,-6283,4704,1104,0,3600,41456,16601,19620,4031,-427,16016,-4,-8734,-128,5847,24854,44,24810
2003:Q3,46905,46905,46905,75429,75259,170,-28524,12085,1522,11168,574,344,514,-170,30,30,0,60,-6282,4669,1801,0,2868,40609,15748,17470,3063,-1616,16023,-53,-7389,-127,5847,24861,5,24856
2003:Q4,47589,47589,47589,63881,63283,598,-16292,12062,1516,11167,573,344,514,-170,28,28,0,472,-6283,4245,155,0,4090,28354,20247,21280,2764,2499,16017,-184,-6568,-128,5847,8107,135,7972
2004:Q1,48454,48454,48454,30798,28766,2032,17656,82172,10539,12998,618,1740,1325,415,1138,1138,0,93,6660,48386,1392,0,46994,64516,94460,65396,12821,4256,48319,10,9773,2089,17192,-29943,-9,-29934
2004:Q2,49367,49367,49367,84427,79135,5292,-35060,82142,10451,12927,768,1740,1325,415,1139,1139,0,6,6660,48451,1366,0,47085,117202,84968,62482,7955,-2867,57394,-48,3254,2088,17192,32234,-133,32367
2004:Q3,50321,55349,55349,85354,82246,3108,-30004,82174,463,22926,768,1740,1325,415,1137,1137,0,-8,6659,48489,1534,0,46955,112178,85496,61930,6713,-2233,57450,-17,4303,2088,17192,26683,-43,26726
2004:Q4,51443,51443,51443,70020,67241,2779,-18577,82182,5465,17927,769,1740,1325,415,1138,1138,0,-47,6660,48530,280,0,48250,100759,89748,64156,5464,1246,57446,-41,6352,2089,17192,11011,74,10937
2005:Q1,52596,52596,52596,26592,24997,1595,26004,97933,-859,25874,611,1520,1495,25,1336,1336,0,44,16651,52756,887,0,51869,71929,130648,75320,36153,-5103,44270,26,17459,2169,35674,-58720,232,-58952
2005:Q2,53723,53723,53723,91479,90533,945,-37755,97962,-851,25875,611,1520,1495,25,1337,1337,0,-202,16652,53020,1041,0,51979,135717,134930,86908,41401,1190,44317,-50,10228,2169,35675,787,-9,796
2005:Q3,55028,66654,66654,94544,93443,1101,-27890,98043,-822,25874,611,1521,1495,26,1337,1337,0,72,16651,52799,2577,0,50222,125933,134438,86341,40935,962,44444,11,10243,2169,35674,-8504,-140,-8364
2005:Q4,56342,57784,57784,82610,79862,2748,-24826,98081,9191,15874,611,1519,1495,24,1336,1336,0,1,16652,52897,1021,0,51876,122907,139557,89977,39400,6075,44502,14,11723,2169,35674,-16651,-25,-16626
2006:Q1,57494,57494,57494,37455,34686,2769,20039,113643,8653,15072,794,368,39,329,-385,-385,0,6,9988,79147,992,0,78155,93604,144121,98940,26316,1858,70766,21,6756,2252,36152,-50517,-69,-50448
2006:Q2,58543,58543,58543,101327,100706,621,-42784,113692,8671,15072,794,368,39,329,-386,-386,0,20,9988,79165,1451,0,77714,156476,146970,107219,30993,5391,70835,-62,1409,2252,36152,9506,-669,10175
2006:Q3,59519,59519,59519,99260,98239,1021,-39742,113684,8667,15072,794,368,39,329,-387,-387,0,96,9988,79086,1367,0,77719,153426,144095,102361,29649,1897,70815,29,3300,2253,36152,9331,-207,9538
2006:Q4,60569,60569,60569,79840,79292,549,-19271,113704,8676,15072,793,368,39,329,-386,-386,0,50,9988,79143,633,0,78510,132975,147147,105787,28335,6602,70850,82,2874,2252,36152,-14172,-25,-14147
2007:Q1,61495,61495,61495,36401,34446,1955,25094,107763,6727,13729,543,629,752,-123,1861,1861,0,274,13686,70314,1106,0,69208,82669,147716,114746,33561,4157,77028,-11,8564,945,23472,-65046,9,-65055
2007:Q2,62136,62136,62136,100415,99977,438,-38280,107746,6722,13730,542,629,752,-123,1860,1860,0,306,13685,70272,1087,0,69185,146026,146569,116435,37019,2338,77078,12,5704,946,23472,-543,-10,-533
2007:Q3,62750,62750,62750,101614,100676,938,-38863,107757,6725,13729,543,630,752,-122,1861,1861,0,73,13686,70510,1229,0,69281,146620,146501,115793,35038,3524,77231,-28,6320,945,23471,120,-219,339
2007:Q4,63437,63437,63437,90382,89564,818,-26946,107709,6710,13729,542,628,752,-124,1861,1861,0,56,13685,70498,258,0,70240,134655,148933,119040,35232,6433,77375,25,5450,946,23472,-14279,18,-14297
2008:Q1,64080,64080,64080,43151,45056,-1905,20928,7486,-9011,9692,261,-1971,-1883,-88,-744,-744,0,589,-742,9412,1309,0,8103,-13442,124678,84907,27094,9842,47971,-23,9551,1671,28572,-138120,-224,-137896
2008:Q2,64676,64676,64676,91478,91412,66,-26802,7414,-9036,9691,262,-1971,-1883,-88,-741,-741,0,104,-743,9848,1040,0,8808,34216,112352,89087,32765,7895,48427,39,-7016,1670,28572,-78136,-30,-78106
2008:Q3,65322,68606,68606,91989,91697,292,-23383,7329,-9065,9691,261,-1971,-1883,-88,-743,-743,0,191,-742,9707,1757,0,7950,30712,108373,73517,30258,-5372,48631,33,4580,1671,28572,-77660,177,-77837
2008:Q4,65639,65639,65639,86314,88206,-1891,-20675,7234,-9097,9691,261,-1971,-1883,-88,-744,-744,0,271,-742,9565,-654,0,10219,27909,106585,77703,29483,-514,48734,-54,-1306,1671,28571,-78676,-119,-78557
2009:Q1,65403,66294,66294,30933,35781,-4848,35361,-21315,-6259,8807,-415,-1373,-1415,42,-301,-301,0,-591,-6582,-14601,-2781,0,-11820,-56676,-548,-13003,-14492,-1908,3397,-28,5886,-1565,8162,-56128,-371,-55757
2009:Q2,64678,66496,66496,67816,74108,-6292,-1320,-21445,-6301,8807,-415,-1375,-1415,40,-302,-302,0,102,-6582,-15379,-2508,0,-12871,-20125,-17728,-27486,-28397,-1118,2029,49,3112,-1565,8162,-2397,-87,-2310
2009:Q3,64133,65872,65872,69859,77139,-7280,-3987,-21441,-6300,8807,-415,-1374,-1415,41,-302,-302,0,193,-6582,-15468,-2326,0,-13142,-17454,-17687,-29283,-28769,-2875,2361,179,4820,-1565,8162,233,427,-194
2009:Q4,64217,65763,65763,67307,69478,-2171,-1544,-21290,-6249,8807,-416,-1374,-1415,41,-302,-302,0,275,-6582,-15449,-2173,0,-13276,-19746,-18087,-27782,-30313,-44,2575,27,3072,-1566,8162,-1659,-59,-1600
2010:Q1,64110,65212,65212,25827,26915,-1088,39385,36628,-10695,10733,778,615,479,136,1043,1043,0,16,9258,24880,7257,0,17623,-2757,-18261,-13414,-7178,-4551,-1685,-3,12886,-183,-17547,15504,-40,15544
2010:Q2,63995,68017,68017,72896,73530,-635,-4879,36700,-10668,10733,777,615,479,136,1041,1041,0,78,9258,24866,8181,0,16685,41579,-8512,-5123,-2009,-1481,-1633,8,9047,-183,-12261,50091,66,50025
2010:Q3,64099,66097,66097,71505,70347,1158,-5408,36780,-10642,10733,778,615,479,136,1041,1041,0,304,9258,24693,7658,0,17035,42188,-7653,-855,-3606,4487,-1736,-9,5655,-183,-12261,49841,24,49817
2010:Q4,64408,65055,65055,73780,73735,45,-8725,36709,-10667,10733,777,615,479,136,1043,1043,0,-19,9259,24968,6876,0,18092,45434,-8782,59,-3967,6175,-2149,23,3580,-183,-12261,54216,251,53965
2011:Q1,64755,65377,65377,29931,29206,725,35446,39172,-3815,11498,211,811,721,90,-1452,-1452,0,-35,19392,12562,-2290,0,14852,3726,-9412,-17716,-7140,-667,-9909,8,13412,146,-5262,13137,-116,13253
2011:Q2,65123,65973,65973,74984,73876,1107,-9010,33887,-3823,11497,212,-681,-522,-159,-1451,-1451,0,129,15621,12383,-512,0,12895,42897,-5394,-16335,-2899,-5871,-7565,31,16026,146,-5262,48292,17,48275
2011:Q3,65333,65399,65399,72775,73361,-586,-7376,31965,-3844,11498,211,-2542,-2415,-127,-1452,-1452,0,163,15622,12309,-1095,0,13404,39341,-5441,-16517,-3514,-5212,-7791,52,16141,146,-5263,44783,-33,44816
2011:Q4,65379,65431,65431,81428,77880,3548,-15997,34686,-3863,11497,212,235,224,11,-1451,-1451,0,33,15621,12402,-703,0,13105,50683,-2989,-7662,-3653,3918,-7926,76,9713,146,-5262,53672,-35,53707
2012:Q1,65395,65365,65365,34530,32891,1639,30835,62147,4891,12520,753,2128,2125,3,-603,-603,0,81,1616,40761,2903,0,37858,31312,58125,37856,10464,1703,25689,-11,5437,1902,12941,-26813,109,-26922
2012:Q2,65947,65972,65972,81603,80996,608,-15631,59891,4864,12519,754,-49,-31,-18,-604,-604,0,-85,1616,40876,4235,0,36641,75522,64853,46809,19387,1804,25618,55,3147,1902,12940,10670,439,10231
2012:Q3,67124,67128,67128,76396,78294,-1898,-9268,60966,4836,12520,753,1109,1168,-59,-604,-604,0,101,1616,40635,3813,0,36822,70234,62513,44291,16009,2737,25545,-10,3389,1902,12941,7721,51,7670
2012:Q4,68824,73740,73740,86425,89090,-2664,-12685,61370,4795,12519,754,1632,1570,62,-602,-602,0,54,1617,40601,4719,0,35882,74055,63583,46958,16136,5630,25192,-45,1827,1902,12941,10472,202,10270
