1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1984:Q2,136304,0,0,0,9836,708,572,3460,1148,0,0,0,3948,524,-40,564,27176,-4180,10332,0,21024,0,33004,33004,0,0,0,0,0,-3792,28,-20,-4356,556,3736,3736,0,-220,-220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19852,17867,1985,-1320,-1320,0,0,0,0,0,0,22368,22368
1984:Q3,107612,0,0,0,16640,1824,4220,3224,3764,0,0,0,3608,428,-28,456,25944,-3768,12400,0,17312,0,28584,28584,0,0,0,0,0,-760,16,31,-1175,368,-8968,-8968,0,7524,7524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38760,34884,3876,1720,1720,0,0,0,0,0,0,6028,6028
1984:Q4,139628,0,0,0,31128,176,540,2736,26800,0,0,0,876,212,-52,264,32076,15016,1508,0,15552,0,6464,6464,0,0,0,0,0,-4380,40,-427,-4661,668,5676,5676,0,29036,29036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10692,9623,1069,1588,1588,0,0,0,0,0,0,28292,28292
1985:Q1,64944,0,0,0,25048,5540,5936,1652,9860,0,0,0,2060,-148,-48,-100,68676,-22476,15288,0,75864,0,280,280,0,0,0,0,0,-1120,48,-135,-1909,876,-4880,-4880,0,-17468,-17468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11112,10001,1111,12,12,0,0,0,0,0,0,-6472,-6472
1985:Q2,173884,0,0,0,24000,5260,-2156,4140,13044,0,0,0,3712,-220,-12,-208,77012,24360,26488,0,26164,0,19752,19752,0,0,0,0,0,-4964,60,-187,-5813,976,25056,25056,0,34152,34152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16348,14713,1635,460,460,0,0,0,0,0,0,-288,-288
1985:Q3,136672,0,0,0,25996,19776,-3804,3676,4672,1200,0,0,476,-348,-40,-308,66108,-9592,44600,0,31100,0,24464,24464,0,0,0,0,0,-1784,56,-210,-2618,988,8360,8360,0,-10184,-10184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23556,21200,2356,-1660,-1660,0,0,0,0,0,0,2640,2640
1985:Q4,244544,0,0,0,-10368,-2576,-10284,-6084,5140,3140,0,0,296,152,80,72,78116,22448,86104,0,-30436,0,12360,12360,0,0,0,0,0,-7804,40,-576,-8176,908,46924,46924,0,80984,80984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21984,19786,2198,-1492,-1492,0,0,0,0,0,0,33532,33532
1986:Q1,69840,0,0,0,12484,4800,2032,1924,2488,460,0,0,780,76,80,-4,41772,844,6220,0,34708,0,-6416,-6416,0,0,0,0,0,-1152,44,-119,-1873,796,8596,8596,0,10496,10496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21516,19364,2152,-508,-508,0,0,0,0,0,0,-14020,-14020
1986:Q2,177648,0,0,0,14704,4400,4720,2768,2432,1156,0,0,-772,164,160,4,129528,6836,35948,0,86744,0,30436,30436,0,0,0,0,0,-2036,32,-175,-2561,668,-24,-24,0,-24344,-24344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11140,10026,1114,988,872,116,0,0,0,0,0,30020,30020
1986:Q3,94744,0,0,0,10908,4400,372,816,-204,-1732,0,0,7256,100,196,-96,-9348,1504,26372,0,-37224,0,16784,16784,0,0,0,0,0,-5320,40,-262,-5818,720,10716,10716,0,12816,12816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8812,7931,881,2220,2172,48,0,0,0,0,0,42344,42344
1986:Q4,210244,0,0,0,-2172,3868,-1036,-3484,1032,-1344,0,0,-1208,-908,252,-1160,87680,33504,23420,0,30756,0,38436,38436,0,0,0,0,0,-420,52,-101,-1331,960,7632,7632,0,37948,37948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20976,18878,2098,4092,-1908,6000,0,0,0,0,0,28040,28040
1987:Q1,41008,0,0,0,-9768,-4208,392,-1424,-764,-2880,0,0,-884,-1072,304,-1376,79844,10672,33740,0,35432,0,-7540,-7540,0,0,0,0,0,-112,-136,-142,-530,696,-15448,-15448,0,-19252,-19252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33660,30294,3366,2420,2612,-192,0,0,0,0,0,-38200,-38200
1987:Q2,166732,0,0,0,2744,11604,-944,-108,-7564,-120,0,0,-124,-352,352,-704,70136,14724,25204,1560,28648,0,30300,30300,0,0,0,0,0,3012,760,-76,-792,3120,13288,13288,0,-6784,-6784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24260,21834,2426,420,-596,1016,0,0,0,0,0,20124,20124
1987:Q3,118160,0,0,0,-2840,-2448,1908,-192,692,0,0,0,-2800,976,408,568,52560,-1720,21544,1348,31388,0,23020,23020,0,0,0,0,0,432,116,-129,-339,784,10024,10024,0,2668,2668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25968,23371,2597,-1900,-204,-1696,0,0,0,0,0,11212,11212
1987:Q4,67768,0,0,0,-1932,8216,-888,-1948,-1800,0,0,0,-5512,4052,456,3596,76256,13724,34872,1436,26224,0,51872,51872,0,0,0,0,0,-804,-456,-101,-1139,892,-73224,-73224,0,-51956,-51956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53192,47873,5319,2024,1452,572,0,0,0,0,0,8684,8684
1988:Q1,129816,1544,864,680,-3536,3076,-2488,-7308,-2832,0,0,0,6016,-4484,-2780,-1704,71168,18008,16444,1392,35324,0,-14208,-14208,0,0,0,0,0,2908,-920,-163,4195,-204,-4688,-4688,0,7400,7400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49984,44986,4998,6912,1696,5216,0,0,0,0,0,24096,24096
1988:Q2,120048,1544,864,680,-1564,172,-2516,2160,-3560,0,0,0,2180,2432,80,2352,55572,9552,11852,1640,32528,0,21316,21316,0,0,0,0,0,2028,-144,121,2187,-136,2424,2424,0,9724,9724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10504,9454,1050,-1372,-776,-596,0,0,0,0,0,18696,18696
1988:Q3,135172,1544,864,680,10880,10228,748,11716,-2800,0,0,0,-9012,1588,52,1536,44336,3432,9764,1680,29460,0,26908,26908,0,0,0,0,0,68,1328,-5,-623,-632,3600,3600,0,-1148,-1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20440,18396,2044,-180,392,-572,0,0,0,0,0,28924,28924
1988:Q4,111500,1544,864,680,-36840,2000,-1104,-18536,-4000,0,0,0,-15200,1388,20,1368,59604,13336,10620,1844,33804,0,44876,44876,0,0,0,0,0,-8784,-300,-638,-7702,-144,5500,5500,0,-40,-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33600,30240,3360,-6268,-332,-5936,0,0,0,0,0,15912,15912
1989:Q1,176803,2856,2480,376,2040,8,-576,5700,1504,0,0,0,-4596,3132,-8,3140,64952,8142,15034,1944,39832,0,44008,44008,0,0,0,0,0,2718,-172,57,2565,268,-16672,-16672,0,5496,5496,0,0,0,0,0,0,0,0,0,0,0,0,864,864,40722,36650,4072,5760,2688,3072,0,0,0,0,0,28738,28738
1989:Q2,147405,2856,2480,376,1420,1256,-40,-236,108,0,0,0,332,3776,-24,3800,48860,11725,-869,2132,35872,0,-7636,-7636,0,0,0,0,0,770,-516,-177,2523,-1060,21212,21212,0,23668,23668,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16476,14828,1648,-2776,-188,-2588,0,0,0,0,0,39338,39338
1989:Q3,-28823,2856,2480,376,-11164,528,-960,-4572,-2408,0,0,0,-3752,2588,-32,2620,51568,921,18063,2052,30532,0,-43056,-43056,0,0,0,0,0,1109,460,162,-381,868,-1388,-1388,0,-32612,-32612,0,0,0,0,0,0,0,0,0,0,0,0,436,436,2602,2342,260,8268,8412,-144,0,0,0,0,0,-11957,-11957
1989:Q4,150507,2856,2480,376,-1352,208,264,-552,-124,0,0,0,-1148,3264,-36,3300,79453,30932,14812,2336,31373,0,-37252,-37252,0,0,0,0,0,4903,40,562,2245,2056,-7016,-7016,0,44220,44220,0,0,0,0,0,0,0,0,0,0,0,0,1176,1176,34184,30766,3418,-5180,-3384,-1796,0,0,0,0,0,33352,33352
1990:Q1,253087,1252,1500,-248,10556,2776,512,4996,1000,0,0,0,1272,15080,-28,15108,196080,149666,3594,2272,40548,0,-27972,-27972,0,0,0,0,0,3244,1200,133,1314,596,-2252,-2252,0,-18180,-18180,0,0,0,0,0,0,0,0,0,0,0,0,712,712,24415,21974,2442,2016,-700,2716,0,0,0,0,0,63662,63662
1990:Q2,104549,1252,1500,-248,-2312,3224,-204,-8104,600,0,0,0,2172,8392,-24,8416,54101,27402,-6430,2656,30473,0,-22859,-22859,0,0,0,0,0,1996,744,-99,-648,2000,-7820,-7820,0,6672,6672,0,0,0,0,0,0,0,0,0,0,0,0,216,216,32747,29472,3275,-1132,-300,-832,0,0,0,0,0,48507,48507
1990:Q3,65278,1252,1500,-248,6128,3288,816,1052,1600,0,0,0,-628,-10148,-16,-10132,52124,19660,-3724,2548,33640,0,-34876,-34876,0,0,0,0,0,1380,80,-1,29,1272,-13200,-13200,0,11888,11888,0,0,0,0,0,0,0,0,0,0,0,0,3332,3332,5953,5358,595,-5488,-3528,-1960,0,0,0,0,0,53351,53351
1990:Q4,156186,1252,1500,-248,-22028,2632,-4156,-2512,312,-480,0,0,-17824,3928,-28,3956,87366,58944,-3240,2908,28754,0,-13069,-13069,0,0,0,0,0,-424,-956,130,1210,-808,8348,8348,0,37964,37964,0,0,0,0,0,0,0,0,0,0,0,0,10160,10160,6361,5725,636,3784,4392,-608,0,0,0,0,0,34724,34724
1991:Q1,-59538,1024,684,340,700,564,-628,4896,-272,0,0,0,-3860,13376,-20,13396,76667,32776,-644,2232,42303,0,-32476,-32476,0,0,0,0,0,-380,-548,271,1469,-1572,-7768,-7768,0,-5956,-5956,0,0,0,0,0,0,0,0,0,0,0,0,-184,-184,-2307,-2076,-231,-3616,-2044,-1572,0,0,0,0,0,-75296,-75296
1991:Q2,-33435,1024,684,340,-5132,-208,-1324,-2416,-708,0,0,0,-476,2412,-8,2420,57519,22977,-5941,2832,37651,0,-48416,-48416,0,0,0,0,0,4805,196,106,3855,648,2780,2780,0,-8964,-8964,0,0,0,0,0,0,0,0,0,0,0,0,1828,1828,-190,-171,-19,-4284,-4296,12,0,0,0,0,0,-26358,-26358
1991:Q3,26742,1024,684,340,-13636,4680,-864,-2808,1592,0,0,0,-16236,5376,4,5372,33291,-2418,-2922,2180,36451,0,-47399,-47399,0,0,0,0,0,2835,656,177,2054,-52,29988,29988,0,46052,46052,0,0,0,0,0,0,0,0,0,0,0,0,3088,3088,6396,5756,640,-1072,-1344,272,0,0,0,0,0,-40208,-40208
1991:Q4,103242,1024,684,340,-1664,3960,-768,-4544,840,-120,0,0,-1032,-1024,-28,-996,60132,14953,5187,2964,37028,0,-23860,-23860,0,0,0,0,0,8488,1200,-20,3248,4060,40028,40028,0,91308,91308,0,0,0,0,0,0,0,0,0,0,0,0,5184,5184,-21291,-19162,-2129,484,492,-8,0,0,0,0,0,-47509,-47509
1992:Q1,-27171,1628,1500,128,128,1084,-168,-732,156,0,0,0,-212,2292,-16,2308,55349,13317,-3029,1844,43217,0,13493,13489,0,0,4,0,0,3834,-1292,69,5325,-268,-15356,-15356,0,-68028,-68028,0,0,0,0,0,0,0,0,0,0,0,0,-1836,-1836,-10210,-9189,-1021,-908,-900,-8,0,0,0,0,0,4827,4827
1992:Q2,110756,1628,1500,128,-640,1200,-252,-1096,-200,0,0,0,-292,4476,-48,4524,55475,11971,4165,2984,36355,0,-2818,-2830,0,0,12,0,0,-1942,2,8,-2192,240,20420,20420,0,33784,33784,0,0,0,0,0,0,0,0,0,0,0,0,5348,5348,9429,8486,943,-1496,-1624,128,0,0,0,0,0,-9491,-9491
1992:Q3,76412,1628,1500,128,480,800,-36,-764,-200,0,0,0,680,6036,-40,6076,40437,5763,-9475,2564,41585,0,6421,6193,44,0,184,0,0,-1965,484,5,6,-2460,-1968,-1968,0,-204,-204,0,0,0,0,0,0,0,0,0,0,0,0,56,56,6959,6263,696,5880,5596,284,0,0,0,0,0,15261,15261
1992:Q4,54049,1628,1500,128,192,-136,132,120,-320,-120,0,0,516,10848,-60,10908,53583,28825,-16501,3268,37991,0,-13832,-13800,140,0,-172,0,0,-821,52,27,2152,-3052,-9464,-9464,0,-5204,-5204,0,0,0,0,0,0,0,0,0,0,0,0,8220,8220,-1743,-1568,-174,-2088,-1224,-864,0,0,0,0,0,8899,8899
1993:Q1,130755,2816,2120,696,-5288,-272,24,-396,-480,0,0,0,-4164,3320,-40,3360,55244,17446,-1086,2324,36560,0,51036,50908,-4,0,132,0,0,1381,50,-156,1580,-92,25204,25204,0,62048,62048,0,0,0,0,0,0,0,0,0,0,0,0,16968,16968,-44295,-39866,-4430,-1568,-1660,92,0,0,0,0,0,-25653,-25653
1993:Q2,112753,2816,2120,696,-2988,-1104,212,44,-548,0,0,0,-1592,4020,-44,4064,75965,46917,-6817,2924,32941,0,19064,18156,316,0,592,0,0,-2297,44,28,-1366,-1004,-2908,-2908,0,45860,45860,0,0,0,0,0,0,0,0,0,0,0,0,7452,7452,-16067,-14460,-1607,1880,1716,164,0,0,0,0,0,-13276,-13276
1993:Q3,76649,2816,2120,696,-4456,-1448,228,-76,-700,0,0,0,-2460,7664,-32,7696,40501,1412,-6600,2620,43069,0,22670,22474,336,0,-140,0,0,-466,-112,158,1136,-1648,33312,33312,0,-11468,-11468,0,0,0,0,0,0,0,0,0,0,0,0,-4516,-4516,14701,13231,1470,-1848,-2268,420,0,0,0,0,0,-17431,-17431
1993:Q4,70712,2816,2120,696,-29268,-14764,-6776,-10416,-1120,0,0,0,3808,8404,-36,8440,54306,17621,-1817,2760,35742,0,230,-270,104,0,396,0,0,3704,272,149,4107,-824,34988,34988,0,10612,10612,0,0,0,0,0,0,0,0,0,0,0,0,18976,18976,-17787,-16008,-1779,-5924,-6172,248,0,0,0,0,0,-6727,-6727
1994:Q1,112641,4776,3864,912,-26016,-7884,6336,-2952,-16,-19160,0,0,-2340,6124,-12,6136,33329,3390,-9818,1776,37981,0,23754,23622,96,0,36,0,0,6155,42,152,5389,572,3640,3640,0,17928,17928,0,0,0,0,0,0,0,0,0,0,0,0,13468,13468,13182,11864,1318,-772,16,-788,0,0,0,0,0,21619,21619
1994:Q2,63557,4776,3864,912,-4532,-2268,660,748,344,0,0,0,-4016,10308,-8,10316,32384,14903,-20135,2972,34644,0,19127,18939,164,0,24,0,0,-6665,54,103,-4351,-2472,-3720,-3720,0,-7044,-7044,0,0,0,0,0,0,0,0,0,0,0,0,-2916,-2916,24946,22452,2495,1896,1968,-72,0,0,0,0,0,-2660,-2660
1994:Q3,90292,4776,3864,912,2468,1964,108,252,1772,0,0,0,-1628,7836,4,7832,29738,-2387,-16405,4364,44166,0,26672,26168,468,0,36,0,0,2273,302,36,-165,2100,-14140,-14140,0,1552,1552,0,0,0,0,0,0,0,0,0,0,0,0,600,600,29661,26695,2966,-620,-536,-84,0,0,0,0,0,-3983,-3983
1994:Q4,137706,4776,3864,912,35576,21060,8068,3520,-516,0,0,0,3444,7704,0,7704,29214,12690,-20962,3708,33778,0,21479,19987,164,0,1328,0,0,1646,170,201,1955,-680,9932,9932,0,1300,1300,0,0,0,0,0,0,0,0,0,0,0,0,5888,5888,35687,32118,3569,-784,-788,4,0,0,0,0,0,-8639,-8639
1995:Q1,92318,4652,3644,1008,-460,-996,428,-1280,436,0,0,0,952,6416,52,6364,12437,388,-36108,5204,42953,0,15101,15445,-312,0,-32,0,0,4512,-84,139,5424,-968,-20804,-20804,0,20852,20852,0,0,0,0,0,0,0,0,0,0,0,0,4076,4076,33021,29719,3302,2588,2588,0,0,0,0,0,0,5447,5447
1995:Q2,75264,4652,3644,1008,-2588,1780,156,-4120,-148,0,0,0,-256,7308,52,7256,36069,14613,-17477,3256,35677,0,-12128,-12152,-132,0,156,0,0,-1253,90,213,-720,-836,-4432,-4432,0,9076,9076,0,0,0,0,0,0,0,0,0,0,0,0,7864,7864,28781,25903,2878,-1108,-1108,0,0,0,0,0,0,2512,2512
1995:Q3,99828,4652,3644,1008,-820,-432,20,824,2356,0,0,0,-3588,10024,52,9972,16503,-10280,-20532,2308,45007,0,3978,3938,92,0,-52,0,0,1990,-194,206,3398,-1420,34440,34440,0,9144,9144,0,0,0,0,0,0,0,0,0,0,0,0,5028,5028,26501,23851,2650,-1228,-1228,0,0,0,0,0,0,-8091,-8091
1995:Q4,32934,4652,3644,1008,-50192,-39024,-7724,-1108,-2092,0,0,0,-244,21092,52,21040,-69254,7659,-38523,1944,-40334,0,18545,18921,20,0,-396,0,0,-1992,-268,286,6562,-8572,4964,4964,0,79508,79508,0,0,0,0,0,3808,532,32,796,208,1368,872,6700,6700,18449,16605,1845,1404,1380,24,0,0,0,0,0,172,172
1996:Q1,238461,5228,2608,2620,32368,34020,40,-724,532,0,0,0,-1500,7204,20,7184,69478,3699,-33027,1924,96882,0,38997,36493,-88,0,2592,0,0,6150,-182,304,7920,-1892,42068,42068,0,42432,42432,0,0,0,0,0,3808,-56,32,796,204,1368,1464,2328,2328,-3725,-3353,-373,-1504,-2028,524,0,0,0,0,0,-6441,-6441
1996:Q2,141355,5228,2608,2620,1308,-3108,628,-256,2236,0,0,0,1808,5016,16,5000,49535,1144,-3648,2664,49375,0,41138,41074,-224,0,288,0,0,-3276,-22,232,-1858,-1628,2964,2964,0,-11116,-11116,0,0,0,0,0,3808,-60,32,796,208,1368,1464,21508,21508,10954,9858,1095,356,416,-60,0,0,0,0,0,15100,15100
1996:Q3,102629,5228,2608,2620,-4436,2696,992,-7316,1012,0,0,0,-1820,12072,20,12052,26684,-14761,5649,1504,34292,0,31705,31825,296,0,-416,0,0,-3306,452,36,-3722,-72,-11656,-11656,0,-3228,-3228,0,0,0,0,0,3808,-60,32,796,204,1364,1472,-10508,-10508,11723,10551,1172,608,104,504,0,0,0,0,0,40609,40609
1996:Q4,219865,5228,2608,2620,-18728,3684,-4296,6480,-23152,0,0,0,-1444,-6464,20,-6484,67960,6911,18265,3092,39692,0,4583,2291,288,0,2004,0,0,1565,-134,284,2483,-1068,29896,29896,0,150100,150100,0,0,0,0,0,3808,4652,32,796,208,1368,-3248,18968,18968,-6600,-5940,-660,1372,1424,-52,0,0,0,0,0,-33712,-33712
1997:Q1,89287,5432,2812,2620,16964,-7640,2304,2240,21564,0,0,0,-1504,5476,0,5476,52047,-2565,11297,888,42427,0,28269,27677,-172,0,764,0,0,2620,-128,340,3600,-1192,27772,27772,0,-34700,-34700,0,0,0,0,0,11136,80,1116,3432,1964,3480,1064,-17912,-17912,-2844,-2559,-284,-1612,-1504,-108,0,0,0,0,0,-5009,-5009
1997:Q2,231469,5432,2812,2620,-5528,-300,-44,-3792,-896,0,0,0,-496,6892,0,6892,42619,1384,2812,3204,35219,0,52031,51703,196,0,132,0,0,29,-334,156,67,140,36144,36144,0,71228,71228,0,0,0,0,0,11136,80,1116,3432,1964,3480,1064,3800,3800,-17899,-16109,-1790,-36,4,-40,0,0,0,0,0,21247,21247
1997:Q3,265258,5432,2812,2620,18248,-1616,1572,19492,2084,0,0,0,-3284,2916,4,2912,57965,-13543,27071,-324,44761,0,33036,32684,168,0,184,0,0,-1782,192,112,-1850,-236,68228,68228,0,11540,11540,0,0,0,0,0,11136,80,1116,3436,1964,3480,1060,-9276,-9276,57500,51750,5750,-1064,-736,-328,0,0,0,0,0,16311,16311
1997:Q4,327605,5432,2812,2620,-6096,-24,-2296,-428,-2192,0,0,0,-1156,-2980,0,-2980,97761,5816,50060,3088,38797,0,32340,32348,336,0,-344,0,0,-4996,-386,-300,-2126,-2184,14900,14900,0,71472,71472,0,0,0,0,0,11136,84,1116,3432,1964,3480,1060,120888,120888,-39149,-35234,-3915,2608,2872,-264,0,0,0,0,0,36495,36495
1998:Q1,345224,3664,-8,3672,1584,2628,-356,680,-60,0,0,0,-1308,768,-12,780,96363,887,59077,808,35591,0,75925,75433,488,0,4,0,0,8055,-58,1004,6825,284,35548,35548,0,101856,101856,0,0,0,0,0,5596,48,1580,2264,1568,-580,716,22284,22284,11398,10258,1140,712,972,-260,0,0,0,0,0,-3492,-3492
1998:Q2,296490,3664,-8,3672,2896,-3756,-48,6216,432,0,0,0,52,4420,-16,4436,99404,8549,51639,1976,37240,0,69436,69812,244,0,-620,0,0,-4907,-140,-300,-3667,-800,45816,45816,0,58536,58536,0,0,0,0,0,8984,48,2536,3636,2520,-928,1172,-468,-468,22712,20441,2271,-1020,-1020,0,0,0,0,0,0,-2779,-2779
1998:Q3,359065,3664,-8,3672,-5884,456,2132,-7676,1056,0,0,0,-1852,2344,-12,2356,81254,-16282,50290,272,46974,0,74107,71387,1048,0,1672,0,0,4786,-64,560,4298,-8,-9840,-9840,0,156884,156884,0,0,0,0,0,5776,48,1628,2340,1620,-596,736,16012,16012,34838,31354,3484,48,48,0,0,0,0,0,0,-4995,-4995
1998:Q4,321699,3664,-8,3672,-8336,-896,-2928,-2652,-916,0,0,0,-944,-5424,-16,-5408,53331,-1230,3834,5660,45067,0,142135,139891,432,0,1812,0,0,4336,-132,380,4280,-192,14832,14832,0,-27208,-27208,0,0,0,0,0,5984,48,1692,2420,1680,-620,764,57452,57452,78352,70517,7835,7180,7120,60,0,0,0,0,0,7286,7286
1999:Q1,242447,8564,5108,3456,-2536,0,52,-52,0,0,0,0,-2536,-17748,-16,-17732,44908,-2037,7841,-208,39312,0,82867,78015,1528,0,3324,0,0,1864,384,232,1916,-668,31540,31540,0,-18712,-18712,0,0,0,0,0,5048,388,156,1556,1712,52,1184,2984,2984,46043,41439,4604,-2104,-3308,1204,0,0,0,0,0,64137,64137
1999:Q2,211967,8564,5108,3456,524,-1300,-236,2436,328,0,0,0,-704,-2708,-16,-2692,46703,-561,9805,3968,33491,0,112333,107917,1356,0,3060,0,0,-3125,-152,188,-2021,-1140,92716,92716,0,3528,3528,0,0,0,0,0,13460,392,420,4144,4576,136,3792,-3228,-3228,30793,27713,3079,2464,2040,424,0,0,0,0,0,-85216,-85216
1999:Q3,289975,8564,5108,3456,3084,1560,2516,-1808,-144,0,0,0,960,1360,-16,1376,30481,-14369,-4911,2216,47545,0,136771,132863,2776,0,1132,0,0,1015,10,136,793,76,8048,8048,0,74884,74884,0,0,0,0,0,10736,400,336,3304,3648,104,2944,-8776,-8776,73533,66179,7353,-10796,-9164,-1632,0,0,0,0,0,-35123,-35123
1999:Q4,500267,8564,5108,3456,-29192,-864,-3592,-976,-6700,0,0,0,-17060,-460,-16,-444,42247,4343,-10975,4740,44139,0,98253,99513,3296,0,-4556,0,0,2590,246,-76,2408,12,168356,168356,0,169588,169588,0,0,0,0,0,8036,396,252,2476,2732,80,2100,-4240,-4240,66308,59677,6631,4164,4168,-4,0,0,0,0,0,-34694,-34694
2000:Q1,720199,7764,4276,3488,176,1964,-964,-1284,148,0,0,0,312,-1680,-16,-1664,6484,-19186,-11886,-428,37984,0,54048,57752,-2936,0,-768,0,0,4278,-512,132,4538,120,234180,234180,0,234048,234048,0,204,0,-640,844,21176,112,1236,4992,7928,2428,4480,20200,20200,111494,100344,11149,-2864,-2868,4,0,0,0,0,0,28796,28796
2000:Q2,41304,7764,4276,3488,-3580,-2924,436,-1732,236,0,0,0,404,3568,-16,3584,18970,-1751,-11121,2624,29218,0,111058,111258,908,0,-1108,0,0,-314,-412,312,-958,744,-64948,-80020,15072,-78576,-67604,-10972,0,0,-5556,5556,21116,112,1232,4976,7904,2420,4472,-31756,-31756,60501,54451,6050,8544,8548,-4,0,0,0,0,0,-12330,-12330
2000:Q3,87251,7764,4276,3488,-3456,-3384,1540,-348,936,0,0,0,-2200,5876,-12,5888,14731,-22928,-15260,2664,50255,0,-27008,-27760,1108,0,-356,0,0,2713,-158,436,2131,304,14556,25612,-11056,90052,66236,23816,0,0,8800,-8800,16472,112,960,3884,6168,1888,3460,-12368,-12368,41211,37090,4121,-8992,-9320,328,0,0,0,0,0,-52323,-52323
2000:Q4,157004,7764,4276,3488,-4136,-496,-736,-2252,196,0,0,0,-848,3132,-16,3148,-31002,20389,-20533,2992,-33850,0,30367,30071,1028,0,-732,0,0,5885,-64,532,5205,212,-154956,-179688,24732,170036,219824,-49788,8864,0,-1136,10000,14612,164,852,3444,5468,1676,3008,52908,52908,31154,28039,3115,-472,-336,-136,0,0,0,0,0,27046,27046
2001:Q1,51391,6768,6472,296,-8896,-1392,-236,-5572,296,0,0,0,-1992,4260,-40,4300,138620,-3317,15573,6300,120064,0,45691,48739,-608,0,-2440,0,0,4083,-28,616,3451,44,-157396,-128096,-29300,-20608,-97552,76944,3012,0,1248,1764,3680,852,792,-8776,9344,1608,-140,12064,12064,-255,-230,-26,4304,4228,76,0,0,0,0,0,16154,16154
2001:Q2,143893,6768,6472,296,-5868,-2256,-4680,-88,120,0,0,0,1036,312,-36,348,52782,7911,-5623,5368,45126,0,-11179,-12119,848,0,92,0,0,1246,-122,556,928,-116,768,24160,-23392,46692,14776,31916,1988,0,6216,-4228,4440,1024,952,-10592,11276,1944,-164,-3808,-3808,68907,62017,6891,-292,-196,-96,0,0,0,0,0,-15551,-15551
2001:Q3,666952,6768,6472,296,-980,-844,11436,-9392,-316,0,0,0,-1864,4972,-36,5008,-2881,-28981,-18163,5344,38919,0,25339,20279,1516,0,3544,0,0,1269,-32,484,757,60,248348,242204,6144,359948,380792,-20844,-3184,0,18300,-21484,2388,552,512,-5696,6060,1044,-84,41812,41812,-75997,-68397,-7600,-84,-472,388,0,0,0,0,0,65971,65971
2001:Q4,-431685,6768,6472,296,-15412,-416,-11564,-1964,300,0,0,0,-1768,-1084,-40,-1044,50483,14631,-10907,7528,39231,0,41893,36077,4400,0,1416,0,0,4692,-56,788,3868,92,-246820,-236568,-10252,-163600,-180624,17024,10628,0,-11316,21944,1740,400,376,-4156,4424,760,-64,12812,12812,-56491,-50842,-5649,-2764,-2528,-236,0,0,0,0,0,-73101,-73101
2002:Q1,-21076,17500,12016,5484,-1132,-1276,-396,1808,1080,0,0,0,-2348,1524,-52,1576,33513,6899,-23027,6976,42665,0,-11121,-15977,2392,0,2464,0,0,5616,-68,752,5020,-88,-17480,-17412,-68,-58804,-56472,-2332,600,0,-37404,38004,7140,128,924,420,7720,-1100,-952,17496,17496,-15900,-14310,-1590,552,592,-40,0,0,0,0,0,-451,-451
