1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2010:Q4,257633,260219,260219,246990,246810,180,13229,146836,-42668,42932,3108,2460,1916,544,4172,4172,0,-76,37036,99872,27504,0,72368,133607,-36045,-9934,-20363,19026,-8596,92,23573,-732,-49044,169651,1004,168647
2011:Q1,259018,261508,261508,243427,240528,2899,18081,156688,-15260,45992,844,3244,2884,360,-5808,-5808,0,-140,77568,50248,-9160,0,59408,138607,-32721,-56179,-3438,-13105,-39636,32,43889,584,-21048,171328,-464,171792
2011:Q2,260490,263893,263893,251443,247014,4429,12450,135548,-15292,45988,848,-2724,-2088,-636,-5804,-5804,0,516,62484,49532,-2048,0,51580,123098,-23996,-66147,-26130,-9757,-30260,124,62491,584,-21048,147095,68,147027
2011:Q3,261333,261594,261594,256760,259106,-2346,4834,127860,-15376,45992,844,-10168,-9660,-508,-5808,-5808,0,652,62488,49236,-4380,0,53616,123026,-23298,-69292,-19972,-18157,-31164,208,66254,584,-21052,146325,-132,146457
2011:Q4,261514,261724,261724,284838,270644,14194,-23114,138744,-15452,45988,848,940,896,44,-5804,-5804,0,132,62484,49608,-2812,0,52420,161858,-12927,-41301,-19284,9687,-31704,304,48533,584,-21048,174785,-140,174925
2012:Q1,261579,261460,261460,271164,264607,6557,-9704,248588,19564,50080,3012,8512,8500,12,-2412,-2412,0,324,6464,163044,11612,0,151432,258292,237949,167512,67587,-2830,102756,-44,11109,7608,51764,20342,436,19906
2012:Q2,263789,263888,263888,278339,275909,2430,-14451,239564,19456,50076,3016,-196,-124,-72,-2416,-2416,0,-340,6464,163504,16940,0,146564,254015,256405,185021,62616,19934,102472,220,11795,7608,51760,-2390,1756,-4146
2012:Q3,268497,268513,268513,277015,284605,-7590,-8502,243864,19344,50080,3012,4436,4672,-236,-2416,-2416,0,404,6464,162540,15252,0,147288,252366,248752,174522,58148,14194,102180,-40,14898,7608,51764,3614,204,3410
2012:Q4,275294,294961,294961,289302,299959,-10657,5659,245480,19180,50076,3016,6528,6280,248,-2408,-2408,0,216,6468,162404,18876,0,143528,239821,253195,176606,59634,16204,100768,-180,17397,7608,51764,-13374,808,-14182
2013:Q1,268795,268812,268812,326349,313418,12931,-57537,265316,-27980,51524,2024,2600,4244,-1644,1000,1000,0,-176,47272,189052,-28132,0,217184,322853,178146,93743,23120,-11545,82168,52,39376,3172,41804,144707,36,144671
2013:Q2,276145,276166,276166,357056,336520,20536,-80890,270572,-28056,51524,2024,8080,8836,-756,996,996,0,1056,47272,187676,-23676,0,211352,351462,192839,113967,19644,12312,82012,-44,33936,3176,41804,158623,-172,158795
2013:Q3,281682,281694,281694,376729,347215,29514,-95035,264576,11788,11524,2024,2536,3928,-1392,996,996,0,1020,47272,187416,-25844,0,213260,359611,188875,108530,21903,5594,81032,288,35077,3172,41808,170736,1456,169280
2013:Q4,286267,286273,286273,370473,347247,23226,-84200,266464,11860,11524,2020,4228,5836,-1608,996,996,0,460,47272,188104,-27140,0,215244,350664,194824,120961,22249,18643,80068,8,28875,3176,41804,155840,12,155828
2014:Q1,289562,289556,289556,350112,344680,5432,-60556,371564,69244,15688,2932,-936,-80,-856,-380,-380,0,1100,21376,262540,10352,0,252188,432120,363149,272467,88283,-3708,187892,-104,6030,6848,77908,68972,-1812,70784
2014:Q2,291458,291458,291458,357715,343296,14419,-66257,371768,69204,15684,2928,-616,32,-648,-376,-376,0,320,21380,263244,15176,0,248068,438025,379432,277584,77638,12614,187332,256,16835,6848,77908,58593,1096,57497
2014:Q3,295152,295152,295152,370652,357321,13331,-75500,374808,69392,15688,2928,1884,2644,-760,-380,-380,0,712,21376,263208,14516,0,248692,450308,380237,284028,83328,12791,187908,332,11121,6848,77908,70072,-60,70132
2014:Q4,298227,298227,298227,386213,378998,7215,-87986,371832,69700,15684,2928,-2020,-1600,-420,-376,-376,0,860,21380,263676,10704,0,252972,459818,392461,304591,91683,23132,189776,1128,1990,6844,77908,67357,6556,60801
2015:Q1,301830,301830,301830,401233,374214,27019,-99403,306044,7060,11256,2464,2408,2136,272,7056,7056,0,368,-3564,278996,-13340,0,292336,405447,248445,229251,65583,-16288,179956,668,-7322,5164,20684,157002,2692,154310
2015:Q2,304505,304505,304505,407705,385719,21986,-103200,315596,7356,11256,2468,11080,10460,620,7064,7064,0,504,-3560,279428,-8156,0,287584,418796,265945,255436,58179,16654,180604,460,-15792,5160,20680,152851,1544,151307
2015:Q3,307188,307188,307188,408848,391941,16907,-101660,306948,7556,11256,2464,1864,1688,176,7056,7056,0,596,-3564,279720,-7400,0,287120,408608,266663,261100,61925,17412,181764,124,-20405,5160,20684,141945,536,141409
2015:Q4,308847,308847,308847,398198,382186,16012,-89351,313708,7568,11256,2468,8576,8408,168,7056,7056,0,596,-3560,279748,-11784,0,291532,403059,265361,259854,66581,11221,182052,320,-20661,5164,20684,137698,1116,136582
2016:Q1,309626,309626,309626,359273,358129,1144,-49647,385220,49852,31236,2592,-3824,-4436,612,-1992,-1992,0,348,76748,230260,-4024,0,234284,434867,648326,375969,129245,-22484,269208,828,60156,10008,201364,-213459,464,-213923
2016:Q2,312601,312601,312601,363486,360900,2586,-50885,368796,39300,24872,2588,-3528,-3820,292,-1988,-1988,0,1536,76748,229268,-2140,0,231408,419681,666669,391097,109855,11587,269656,1028,63168,10012,201364,-246988,2808,-249796
2016:Q3,314848,314848,314848,366735,365666,1069,-51887,391176,8412,70360,2592,4392,3464,928,-1988,-1988,0,1140,76748,229520,-224,0,229744,443063,670737,383180,117571,-3815,269424,1372,74805,10012,201368,-227673,3400,-231073
2016:Q4,318040,318040,318040,379722,374653,5069,-61682,390256,1652,66344,2588,14312,12696,1616,-1992,-1992,0,-52,76748,230656,-5652,0,236308,451938,679903,402999,116233,18014,268752,604,64923,10012,201364,-227965,164,-228129
2017:Q1,321333,321333,321333,387227,389740,-2513,-65894,608032,25620,87148,8696,6740,5920,820,8428,8428,0,780,55012,415608,-2532,0,418140,673926,568983,455748,133332,-9312,331728,-504,4747,4604,104388,104943,2008,102935
2017:Q2,325156,325156,325156,418753,418383,370,-93597,613552,27088,92468,9224,5032,4416,616,8420,8420,0,816,55016,415488,7328,0,408160,707149,584870,461936,124307,6193,331436,-436,14378,4604,104388,122279,2488,119791
2017:Q3,328532,366038,366038,422530,418190,4340,-56492,615856,27092,92468,9228,7340,6548,792,8416,8416,0,8276,55012,408024,16724,0,391300,672348,579781,462533,125361,5876,331296,-756,9012,4604,104388,92567,452,92115
2017:Q4,331422,331422,331422,420452,417331,3121,-89030,616888,27108,92468,9224,8320,7404,916,8420,8420,0,340,55016,415992,-5392,0,421384,705918,587349,475278,126324,17698,331256,172,2903,4604,104392,118569,5796,112773
2018:Q1,336160,336160,336160,414271,411814,2457,-78111,313404,11452,47788,4768,6312,6220,92,1044,1044,0,-956,49636,193360,-3840,0,197200,391515,396206,281223,79934,-4567,205856,3800,-881,18448,93616,-4691,-5832,1141
2018:Q2,340794,340794,340794,398293,402506,-4213,-57499,309260,11520,47788,4768,1976,2432,-456,1044,1044,0,1148,49640,191376,488,0,190888,366759,419573,286469,73665,5737,207068,3652,17380,18452,93620,-52815,-880,-51935
2018:Q3,344806,348302,348302,419100,410236,8864,-70798,311664,11476,47788,4768,4508,4676,-168,1044,1044,0,508,49636,191936,2952,0,188984,382462,428005,301055,79028,14927,207100,11208,3674,18452,93616,-45543,47960,-93503
2018:Q4,348466,357078,357078,428723,422154,6569,-71645,302104,11476,47788,4768,-5060,-4540,-520,1048,1048,0,-8,49640,192452,-4844,0,197296,373749,418059,303220,77398,18990,206832,-20,2791,18448,93620,-44310,-21356,-22954
2019:Q1,352417,352417,352417,427125,422818,4307,-74708,122100,13876,35532,3548,-4936,-2628,-2308,1716,1716,0,-128,-89360,161852,7180,0,154672,196808,162661,114150,26834,-1052,88368,-720,-61541,6788,103984,34146,-96,34242
2019:Q2,356418,356418,356418,455866,455812,54,-99448,119744,13876,35536,3544,-7276,-5116,-2160,1712,1712,0,492,-89356,161216,11660,0,149556,219192,167522,115508,12788,14729,87992,-300,-58455,6784,103984,51670,420,51250
2019:Q3,359954,359954,359954,478258,478251,7,-118304,121684,13836,35532,3544,-5216,-3204,-2012,1712,1712,0,716,-89360,160920,9396,0,151524,239988,168114,101659,11512,2791,87356,1848,-46165,6784,103988,71874,15960,55914
2019:Q4,362903,362903,362903,467430,470770,-3340,-104527,131416,13768,35536,3548,4704,6508,-1804,1716,1716,0,-36,-89356,161536,11548,0,149988,235943,171298,123006,15458,20792,86756,-672,-61804,6784,103984,64644,-612,65256
2020:Q1,367120,367120,367120,447381,461174,-13793,-80261,834356,46600,182144,20244,-21788,-22788,1000,2628,2628,0,-504,176608,428424,4048,0,424376,914617,963311,337113,-6385,15586,327912,-1644,123622,7580,496640,-48694,356,-49050
2020:Q2,369603,369603,369603,380831,433371,-52540,-11228,1342616,148640,335328,20244,4000,3540,460,2632,2632,0,712,176604,654456,10000,227408,417048,1353844,1314935,818549,335034,173539,309976,-800,138689,7576,350920,38909,4048,34861
2020:Q3,373397,373397,373397,457882,447962,9920,-84485,983360,-37700,56484,20248,4276,3624,652,2636,2636,0,716,176608,760092,12972,333132,413988,1067845,980179,466292,56479,124752,285060,-932,130920,7580,376320,87666,-92,87758
2020:Q4,378221,378221,378221,458561,450095,8466,-80340,976400,82556,237004,20244,7064,6544,520,2632,2632,0,-20,176604,450316,700,22808,426808,1056740,1054294,482693,21372,72213,389108,-1428,132368,7580,433080,2447,3668,-1221
2021:Q1,383067,383067,383067,460544,465757,-5213,-77477,607932,40836,39300,3024,6936,6648,288,-1756,-1756,0,124,80064,439404,17304,-109020,531120,685409,825575,380025,17106,40983,321936,-16,64062,32304,349200,-140166,-1776,-138390
2021:Q2,392117,392117,392117,459076,485063,-25987,-66959,718432,59436,59488,1544,-3216,-3116,-100,-1756,-1756,0,2212,80068,520656,17260,-25884,529280,785391,845948,177459,-246958,101717,322700,-324,87309,32304,549200,-60558,7860,-68418
2021:Q3,403053,423726,423726,501723,503190,-1467,-77997,671080,77108,85308,2264,-964,-1312,348,-1756,-1756,0,832,80064,428224,26420,-119648,521452,749077,823091,213950,-168506,60128,322328,-124,67757,32308,509200,-74014,-2636,-71378
2021:Q4,415379,415379,415379,542478,505976,36502,-127099,814796,135464,197376,2600,6620,6560,60,-1756,-1756,0,1900,80068,392524,7444,-154720,539800,941895,1182042,696702,277174,25167,394360,-412,54248,32304,399200,-240146,-212,-239934
2022:Q1,429338,429338,429338,530488,501928,28560,-101150,432964,123896,174304,2544,5160,3268,1892,4640,4640,0,120,43148,79152,1352,-88312,166112,534114,620957,486446,81758,78208,326480,276,46551,11772,75912,-86843,1372,-88215
2022:Q2,441891,441891,441891,549541,542396,7145,-107650,326832,49144,-1652,9812,21160,20124,1036,4604,4604,0,252,69280,174232,14996,-46836,206072,434482,595484,491247,85154,33544,372548,-228,39845,14084,50536,-161001,-308,-160693
2022:Q3,451982,487997,487997,546880,546497,383,-58883,271888,-22856,-3088,6276,21856,20880,976,2944,2944,0,3540,44316,218900,16920,-24084,226064,330771,376624,324651,38674,20309,265668,772,22869,9212,19120,-45853,160,-46013
2022:Q4,457778,462198,462198,560626,541812,18814,-98428,373368,19920,115804,6564,3032,3344,-312,3080,3080,0,-320,46352,178936,4704,-7188,181420,471796,557454,429948,105633,40766,283548,80,62483,10756,54188,-85659,592,-86251
2023:Q1,462952,462952,462952,553882,554620,-738,-90930,237148,8196,108204,2816,-7312,-7032,-280,1172,1172,0,7340,20608,96124,7740,-3272,91656,328078,387318,287718,51974,-104,235848,-824,6720,6788,86916,-59240,656,-59896
2023:Q2,467034,467034,467034,560684,556608,4076,-93650,198176,13396,46168,4608,8892,8568,324,1916,1916,0,2656,33736,86804,11064,-2416,78156,291826,255791,112675,-39621,-39080,191376,-176,23789,11112,108392,36035,-116,36151
2023:Q3,472294,472294,472294,582264,563975,18289,-109970,95700,4924,15144,1432,15120,14152,968,568,568,0,1100,11180,46232,10932,-1968,37268,205670,167953,115800,-76878,18882,173796,224,-5991,4468,53452,37717,3688,34029
2023:Q4,477036,477036,477036,579087,568902,10185,-102051,10808,1804,5152,488,-17640,-16260,-1380,192,192,0,1564,3804,15444,3156,0,12288,112859,171245,152139,22921,2326,126892,3980,-7546,1520,21152,-58386,51032,-109418
2024:Q1,480577,480577,480577,583731,579639,4092,-103154,124728,5024,23192,2196,5720,5428,292,864,864,0,-728,17124,71336,4708,0,66628,227882,291246,176493,-22836,-8675,208004,3591,9070,6844,95248,-63364,3140,-66504
