1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020:Q2,6786005,5617274,273359,198422,78441,298867,0,319642,7192800,100245,336786,183532,201681,121331,210838,81076,0,8428289,6855624,8963893
2020:Q3,7174977,5928596,295023,214256,80720,312513,0,343869,7810253,106066,366219,200862,220342,132722,243379,82996,0,9162839,7219186,9696691
2020:Q4,8193782,6763156,332172,245848,93858,353856,0,404892,8718211,117237,412474,233419,258937,146600,295125,80869,0,10262872,8234517,10760652
2021:Q1,8683563,7157241,346747,267406,93901,395853,0,422415,9242939,122554,426079,240552,269211,158494,314818,89550,0,10864197,8732612,11365303
2021:Q2,9307024,7664285,377377,287619,94330,424011,0,459402,10057008,135777,432373,259289,294698,176494,358427,90279,0,11804345,9344562,12272552
2021:Q3,9251666,7605228,376094,291999,88648,426437,0,463260,10128347,132691,427368,254634,286291,177286,371898,92924,0,11871439,9264249,12351038
2021:Q4,9726799,7979964,394743,307168,86689,454795,0,503440,11258172,144603,463403,279680,309471,198150,422622,86966,0,13163067,9690554,13647690
2022:Q1,9157351,7529696,373031,283406,68271,435394,0,467553,10712507,137001,425662,259595,259267,186821,388608,84885,0,12454346,9079645,12941373
2022:Q2,7721964,6373386,310677,232365,44664,371043,0,389829,8974745,113000,346135,213273,179387,152922,304418,84028,0,10367908,7673670,10851857
2022:Q3,7097075,5868183,294620,210411,31327,348421,0,344113,8502090,105826,321113,202475,144852,143292,268612,91903,0,9780163,7018431,10287357
2022:Q4,8076997,6693780,333535,236082,25106,408777,0,379717,9129776,113275,344651,213822,134882,148505,296900,95514,0,10477325,8004756,10990488
2023:Q1,8773004,7259532,360059,251902,34777,445822,0,420912,9820120,118833,375794,225793,139782,153648,325998,98723,0,11258691,8747618,11762919
2023:Q2,9044831,7474640,376465,260886,37224,461264,0,434352,10620037,126050,420367,247763,144668,163267,371990,92799,0,12186941,8967913,12686553
2023:Q3,8594337,7106580,356777,242896,40472,436450,0,411162,10215069,120807,407039,240128,131212,157053,358044,87585,0,11716937,8540191,12227288
2023:Q4,9495910,7863353,393503,270700,40786,470769,0,456799,11322488,160176,460319,269051,138216,170525,424964,81684,0,13027423,9458497,13526285
2024:Q1,10091301,8383327,406198,285815,41080,490583,0,484298,12521272,159368,505451,300079,152902,187889,480822,80195,0,14387978,10078147,14893948
