1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1988:Q2,263704,0,-91,0,193926,193926,0,0,0,0,0,69869,0,422669,300658,96036,89088,6948,0,0,0,0,204622,22747,181875,122011,158965,-36954,0,0
1988:Q3,278006,0,-111,0,203279,203279,0,0,0,0,0,74838,0,440256,319266,101999,94480,7519,0,0,0,0,217267,16307,200960,120990,162250,-41260,0,0
1988:Q4,295121,0,-139,0,219887,219887,0,0,0,0,0,75373,0,437123,337528,104685,98502,6183,0,0,0,0,232843,23173,209670,99595,142002,-42407,0,0
1989:Q1,305394,0,-119,0,223915,223915,0,0,0,0,0,81598,0,461041,351497,108242,101866,6376,0,0,0,0,243255,20362,222893,109544,155647,-46103,0,0
1989:Q2,309674,0,-92,0,228695,228695,0,0,0,0,0,81071,0,477213,357785,109223,102628,6595,0,0,0,0,248562,26296,222266,119428,167539,-48111,0,0
1989:Q3,306884,0,-72,0,227686,227686,0,0,0,0,0,79270,0,481051,355410,100006,92049,7957,0,0,0,0,255404,24094,231310,125641,174167,-48526,0,0
1989:Q4,296254,0,-19,0,218442,218442,0,0,0,0,0,77831,0,465747,348696,101001,96144,4857,0,0,0,0,247695,39261,208434,117051,169493,-52442,0,0
1990:Q1,301974,0,-56,0,225519,225519,0,0,0,0,0,76511,0,454856,354475,93182,86306,6876,0,0,0,0,261293,45280,216013,100381,152882,-52501,0,0
1990:Q2,310214,0,-84,0,233144,233144,0,0,0,0,0,77154,0,471905,363293,96836,86856,9980,0,0,0,0,266457,53214,213243,108612,161691,-53079,0,0
1990:Q3,309879,0,-127,0,229132,229132,0,0,0,0,0,80874,0,437419,371045,113766,105714,8052,0,0,0,0,257279,67085,190194,66374,127540,-61166,0,0
1990:Q4,301572,0,-180,0,220322,220322,0,0,0,0,0,81430,0,437532,367247,121986,114265,7721,0,0,0,0,245261,71403,173858,70285,135960,-65675,0,0
1991:Q1,287504,0,1545,0,204011,204011,0,0,0,0,0,81948,0,446579,356269,116686,107697,8989,0,0,0,0,239583,72021,167562,90310,159075,-68765,0,0
1991:Q2,263643,0,2325,0,181579,181579,0,0,0,0,0,79739,0,412067,329294,115603,103647,11956,0,0,0,0,213691,79494,134197,82773,148424,-65651,0,0
1991:Q3,260713,0,4621,0,170989,170989,0,0,0,0,0,85103,0,410492,319910,122579,109421,13158,0,0,0,0,197331,90020,107311,90582,149779,-59197,0,0
1991:Q4,277701,0,7208,0,178773,178773,0,0,0,0,0,91720,0,443991,329100,114554,99884,14670,0,0,0,0,214546,102937,111609,114891,166290,-51399,0,0
1992:Q1,290057,0,10236,0,182441,182441,0,0,0,0,0,97380,0,445933,352876,124748,106369,18379,0,0,0,0,228128,117992,110136,93057,155876,-62819,0,0
1992:Q2,300606,0,10072,0,186197,186197,0,0,0,0,0,104337,0,452054,365688,136542,116976,19566,0,0,0,0,229146,109332,119814,86366,151448,-65082,0,0
1992:Q3,308770,0,10300,0,187693,187693,0,0,0,0,0,110777,0,464196,370397,137113,113914,23199,0,0,0,0,233284,144268,89016,93799,155426,-61627,0,0
1992:Q4,321253,0,10399,0,196087,196087,0,0,0,0,0,114767,0,502781,375061,141431,115070,26361,0,0,0,0,233630,153534,80096,127720,181528,-53808,0,0
1993:Q1,305971,0,12912,0,181190,180190,0,1000,0,0,0,111869,0,502722,364435,151735,117193,34542,0,0,0,0,212700,159684,53016,138287,196751,-58464,0,0
1993:Q2,306458,0,13692,0,178703,176703,0,2000,0,0,0,114063,0,501611,367668,159290,122519,36771,0,0,0,0,208378,163491,44887,133943,195153,-61210,0,0
1993:Q3,333863,0,14935,0,195615,192615,0,3000,0,0,0,123313,0,547138,386448,167900,127989,39911,0,0,0,0,218548,177918,40630,160690,213275,-52585,0,0
1993:Q4,346699,0,17336,0,203981,199981,0,4000,0,0,0,125382,0,567533,401576,177560,137599,39961,0,0,0,0,224016,197105,26911,165957,220834,-54877,0,0
1994:Q1,352056,0,13774,0,203825,198825,0,5000,0,0,0,134457,0,554464,418304,197886,145234,52652,0,0,0,0,220418,206857,13561,136160,202408,-66248,0,0
1994:Q2,337938,0,9023,0,191437,179437,0,12000,0,0,0,137478,0,535775,402388,200227,143273,56954,0,0,0,0,202161,222245,-20084,133387,197837,-64450,0,0
1994:Q3,340627,0,6188,0,197177,184677,0,12500,0,0,0,137262,0,539474,413039,208613,145175,63438,0,0,0,0,204426,233742,-29316,126435,198847,-72412,0,0
1994:Q4,346128,0,4060,0,201093,187093,0,14000,0,0,0,140975,0,551152,416193,208669,148687,59982,0,0,0,0,207524,221668,-14144,134959,205024,-70065,0,0
1995:Q1,363745,0,7523,0,200697,186697,0,14000,0,0,0,155525,0,589139,442004,230340,157185,73155,0,0,0,0,211664,233510,-21846,147135,225394,-78259,0,0
1995:Q2,363970,0,10647,0,192986,176986,0,16000,0,0,0,160337,0,604348,447049,239847,161164,78683,0,0,0,0,207202,214687,-7485,157299,240378,-83079,0,0
1995:Q3,379033,0,13474,0,198822,178822,0,20000,0,0,0,166737,0,645409,466379,251336,168545,82791,0,0,0,0,215043,211925,3118,179030,266376,-87346,0,0
1995:Q4,374364,0,17651,0,190300,166550,0,23750,0,927,0,165486,0,658595,456551,245632,161253,84379,0,0,0,0,210919,216174,-5255,202044,284231,-82187,0,0
1996:Q1,415670,0,23239,0,211836,184555,0,27281,0,1293,0,179302,0,701495,496324,256810,154645,102165,0,0,0,0,239514,242572,-3058,205171,285825,-80654,0,0
1996:Q2,425964,0,25559,0,208136,177136,0,31000,0,1659,0,190610,0,726376,515672,278893,173329,105564,0,0,0,0,236779,249460,-12681,210704,300412,-89708,0,0
1996:Q3,454723,0,28229,0,220229,184916,0,35313,0,2027,0,204238,0,762114,539231,289266,180466,108800,0,0,0,0,249965,265248,-15283,222883,307391,-84508,0,0
1996:Q4,463639,0,32639,0,199059,162511,0,36548,0,1215,0,230726,0,827983,542884,313661,200061,113600,0,0,0,0,229223,276062,-46839,285099,364344,-79245,0,0
1997:Q1,514719,0,37075,0,216378,181819,0,34559,0,1481,0,259785,0,876216,600317,347684,222662,125022,0,0,0,0,252633,291354,-38721,275899,361497,-85598,0,0
1997:Q2,514095,0,38888,0,217026,181451,0,35575,0,1747,0,256434,0,943230,603985,349651,225357,124294,0,0,0,0,254334,337251,-82917,339245,429135,-89890,0,0
1997:Q3,549702,0,44501,0,226802,191658,0,35144,0,2012,0,276387,0,1044782,627054,362459,225293,137166,0,0,0,0,264595,334254,-69659,417728,495080,-77352,0,0
1997:Q4,590142,0,51168,0,256616,223489,0,33127,0,2277,0,280081,0,1071063,671305,372605,228441,144164,0,0,0,0,298700,333272,-34572,399758,480921,-81163,0,0
1998:Q1,638863,0,57663,0,267065,237465,0,29600,0,2456,0,311679,0,1183224,724462,410300,248209,162091,0,0,0,0,314162,354101,-39939,458762,544361,-85599,0,0
1998:Q2,653733,0,56903,0,286325,249795,0,36530,0,2749,0,307756,0,1207699,735780,409051,240790,168261,0,0,0,0,326729,382549,-55820,471919,553966,-82047,0,0
1998:Q3,670368,0,59621,0,282637,243649,0,38988,0,2933,0,325177,0,1089823,739593,416261,240740,175521,0,0,0,0,323332,417619,-94287,350230,419455,-69225,0,0
1998:Q4,660956,0,64511,0,265999,228404,0,37595,0,3124,0,327322,0,1120925,720484,412576,234422,178154,0,0,0,0,307908,403253,-95345,400441,459969,-59528,0,0
1999:Q1,718327,0,72113,0,278081,248331,0,29750,0,3420,0,364713,0,1192807,760557,457096,242902,214194,0,0,0,0,303461,359947,-56486,432250,474480,-42230,0,0
1999:Q2,760458,0,75224,0,311561,274352,0,37209,0,4368,0,369305,0,1296074,778156,447504,222232,225272,0,0,0,0,330652,375343,-44691,517918,535616,-17698,0,0
1999:Q3,769848,0,77324,0,302123,272276,0,29847,0,5104,0,385297,0,1232981,771825,459584,235691,223893,0,0,0,0,312241,397233,-84992,461156,463133,-1977,0,0
1999:Q4,881607,0,95027,0,385223,351452,0,33771,0,5629,0,395728,0,1360295,890100,504170,268635,235535,0,0,0,0,385930,419533,-33603,470195,478688,-8493,0,0
2000:Q1,926973,794,103699,863,396823,365514,7526,23783,0,9960,0,414799,35,1393844,921490,507484,276341,231143,9051,0,9051,0,404955,421340,-16385,472354,466871,5483,0,0
2000:Q2,996174,794,99757,863,460895,422240,7526,31129,0,12467,0,421363,35,1443168,990466,515999,278909,237090,9051,0,9051,0,465416,447092,18324,452702,446994,5708,0,0
2000:Q3,969084,794,105578,863,427683,396238,7526,23919,0,11132,0,422999,35,1413587,963147,508253,273571,234682,9051,0,9051,0,445843,450874,-5031,450440,444503,5937,0,0
2000:Q4,997917,1125,114074,959,424810,390300,9591,24919,0,14384,0,442425,140,1390965,991360,502582,265105,237477,11267,0,11267,0,477511,486107,-8596,399605,393048,6557,0,0
2001:Q1,998134,1125,133742,959,395842,340898,10344,44600,0,14790,0,451536,140,1316369,990653,585125,336240,248885,12020,0,12020,0,393508,464525,-71017,325716,318235,7481,0,0
2001:Q2,923883,1125,140381,959,329286,269173,10841,49272,0,13692,0,438300,140,1240632,916262,544485,289030,255455,12517,0,12517,0,359260,521351,-162091,324370,316749,7621,0,0
2001:Q3,838227,1125,145101,959,271293,201088,10045,60160,0,8300,0,411309,140,1070043,830506,508182,253974,254208,11721,0,11721,0,310603,533144,-222541,239537,231816,7721,0,0
2001:Q4,940511,112,164110,995,340644,257111,12765,70768,0,13770,0,420800,80,1198634,932834,531909,272232,259677,14378,0,14378,0,386547,547800,-161253,265800,258123,7677,0,0
2002:Q1,929317,112,158015,995,314991,219756,12915,82320,0,23033,0,432091,80,1243422,921528,535868,253776,282092,14528,0,14528,0,371132,560339,-189207,321894,314105,7789,0,0
2002:Q2,838129,112,99246,995,269907,186100,13806,70001,0,20187,0,447602,80,1137254,830425,517341,236653,280688,15419,0,15419,0,297665,575293,-277628,306829,299125,7704,0,0
2002:Q3,859883,112,91070,995,314242,233201,13772,67269,0,16413,0,436971,80,1114807,852135,501760,221053,280707,15385,0,15385,0,334990,575534,-240544,262672,254924,7748,0,0
2002:Q4,844092,260,97694,1827,264943,193447,15081,56415,0,19702,0,459548,118,1106644,836765,521206,231061,290145,18161,0,18161,0,297398,557354,-259956,269879,262552,7327,0,0
2003:Q1,908248,260,83344,1827,335643,247887,15067,72689,0,19244,0,467812,118,1163639,900777,546311,253759,292552,18148,0,18148,0,336318,553187,-216869,262862,255391,7471,0,0
2003:Q2,941313,260,98759,1827,350939,251643,15221,84075,0,26878,0,462532,118,1253289,933867,508636,208749,299887,18302,0,18302,0,406929,614526,-207597,319422,311976,7446,0,0
2003:Q3,943540,260,97484,1827,370815,257411,15280,98124,0,16815,0,456221,118,1264375,936090,493835,193185,300650,18361,0,18361,0,423894,648714,-224820,328285,320835,7450,0,0
2003:Q4,964736,228,91115,1642,377836,251933,14556,111347,0,16051,0,477701,163,1331934,957184,518055,212531,305524,17220,0,17220,0,421909,655054,-233145,374750,367198,7552,0,0
2004:Q1,994567,228,67770,1642,401323,282826,14534,103963,0,13606,0,509835,163,1399885,986857,533635,222796,310839,17197,0,17197,0,436025,715990,-279965,413028,405318,7710,0,0
2004:Q2,1008424,228,78254,1642,433098,326062,13752,93284,0,15285,0,479754,163,1333096,1000724,510447,202024,308423,16416,0,16416,0,473861,716020,-242159,332372,324672,7700,0,0
2004:Q3,1010064,228,59349,1642,447387,335566,13319,98502,0,12623,0,488672,163,1350930,1002365,498477,193616,304861,15983,0,15983,0,487905,727854,-239949,348565,340866,7699,0,0
2004:Q4,1136647,281,66260,1673,534571,424777,12947,96847,0,14475,0,519183,204,1537324,1128819,515110,197362,317748,15667,0,15667,0,598042,752166,-154124,408505,400677,7828,0,0
2005:Q1,1192164,79,64783,1673,583097,460939,13232,108926,0,13802,0,528482,248,1574513,1184162,546758,225282,321476,15968,0,15968,0,621436,751545,-130109,390351,382349,8002,0,0
2005:Q2,1241964,70,71615,1673,584902,475435,13123,96344,0,24645,0,558847,212,1673965,1233915,599720,270250,329470,15850,0,15850,0,618345,862309,-243964,440050,432001,8049,0,0
2005:Q3,1262389,328,87170,1673,590211,493928,13214,83069,0,19932,0,562836,239,1734190,1254336,595511,266516,328995,15947,0,15947,0,642878,944687,-301809,479854,471801,8053,0,0
2005:Q4,1300716,435,108524,1790,591740,509111,15157,67472,0,18642,0,579383,202,1791027,1292303,619855,274514,345341,18114,0,18114,0,654334,897643,-243309,498724,490311,8413,0,0
2006:Q1,1326815,1693,54064,1790,639837,549687,15150,75000,0,20376,0,608800,255,1863846,1318126,643339,295914,347425,18101,0,18101,0,656686,958468,-301782,545720,537031,8689,0,0
2006:Q2,1306177,1597,53970,1790,617200,536961,15102,65137,0,13423,0,618018,179,1766799,1297339,651832,297503,354329,18054,0,18054,0,627453,1071811,-444358,469460,460622,8838,0,0
2006:Q3,1318046,1230,52438,1790,632777,546202,15155,71420,0,15258,0,614333,220,1828426,1309202,636203,279715,356488,18103,0,18103,0,654896,1177217,-522321,519224,510380,8844,0,0
2006:Q4,1355183,588,56764,1900,662295,584213,17706,60376,0,23321,0,610123,192,1960983,1346161,645276,278322,366954,20930,0,20930,0,679955,1234902,-554947,614822,605800,9022,0,0
2007:Q1,1416776,1106,60304,1900,679668,591971,18111,69586,0,25898,0,647691,209,2036850,1416776,715129,351305,363824,21318,0,21318,0,680329,1369260,-688931,620074,620074,0,0,0
2007:Q2,1482317,969,61677,1900,737713,660230,18159,59324,0,21376,0,658484,198,2122574,1482317,722461,358588,363873,21334,0,21334,0,738522,1417062,-678540,640257,640257,0,0,0
2007:Q3,1417473,434,99693,1900,626782,467393,17878,141511,0,22983,0,665517,164,2056358,1417473,735591,347583,388008,21022,0,21022,0,660860,1397808,-736948,638885,638885,0,0,0
2007:Q4,1374017,1932,118078,4195,498244,351372,22848,124024,0,36589,0,714757,222,1970874,1374017,786392,367909,418483,30879,0,30879,0,556746,1224322,-667576,596857,596857,0,0,0
2008:Q1,1368799,2198,132658,4195,486084,325551,23625,136908,0,36543,0,706786,335,1858438,1368799,777561,366225,411336,31652,0,31652,0,559586,1323043,-763457,489639,489639,0,0,0
2008:Q2,1410728,1901,120729,4195,543047,355268,22986,164793,0,38139,0,702453,264,1857363,1410728,750715,336032,414683,59841,28828,31013,0,600172,1304746,-704574,446635,446635,0,0,0
2008:Q3,1327006,1854,131222,4195,459552,226274,29521,203757,0,65817,0,664027,339,1714696,1327006,707269,277572,429697,127598,90071,37527,0,492139,1098447,-606308,387690,387690,0,0,0
2008:Q4,1584822,4765,146968,8140,611964,359022,52334,200608,0,60834,0,751933,218,1832349,1584822,805011,387996,417015,514600,444927,69673,0,265211,854175,-588964,247527,247527,0,0,0
2009:Q1,1015249,5675,143856,8240,521317,278758,44446,198113,0,66577,0,269334,250,1220841,1015249,358557,358557,0,426086,363662,62424,0,230606,778462,-547856,205592,205592,0,0,0
2009:Q2,880035,6415,146313,13540,415896,175368,43219,197309,0,73178,0,224457,236,1134267,880035,304001,304001,0,291145,223752,67393,0,284889,823935,-539046,254232,254232,0,0,0
2009:Q3,767493,6844,136064,11601,348309,113287,41505,193517,0,64503,0,199919,253,1053539,767493,255583,255583,0,204952,141184,63768,0,306958,859938,-552980,286046,286046,0,0,0
2009:Q4,749301,8059,143548,6162,319732,114192,30264,175276,0,43323,25106,203086,285,1086864,747513,261712,261712,0,145178,95300,49878,0,340623,825752,-485129,339351,337563,0,1788,0
2010:Q1,735052,8750,125011,6163,332748,123000,28792,180956,0,47469,25416,189183,312,1097558,730832,222899,222899,0,141579,90205,51374,0,366354,831214,-464860,366726,362506,0,4220,0
2010:Q2,716641,11528,117409,6164,358088,154623,28040,175425,0,47015,25733,150402,302,1023487,710489,192951,192951,0,141840,84974,56866,0,375698,742180,-366482,312998,306846,0,6152,0
2010:Q3,750349,11206,128845,6165,350280,154025,27278,168977,0,50432,26057,177066,298,1092981,743237,204787,204787,0,132674,76299,56375,0,405776,751190,-345414,349744,342632,0,7112,0
2010:Q4,623680,10290,142114,5883,221272,32688,25145,163439,0,45819,26385,171578,339,993579,616002,167037,167037,0,126662,73354,53308,0,322303,715348,-393045,377577,369899,0,7678,0
2011:Q1,594365,10167,126839,5884,218680,54545,24430,139705,0,43496,0,188946,353,984986,584735,167003,167003,0,102218,49912,52306,0,315514,692393,-376879,400251,390621,0,9630,0
2011:Q2,588245,11499,123050,5885,228509,68308,25348,134853,0,45536,0,173421,345,985827,578233,146632,146632,0,97758,42509,55249,0,333843,708775,-374932,407594,397582,0,10012,0
2011:Q3,546055,2110,117069,18981,220939,68340,28784,123815,0,46470,0,140135,351,850533,535663,125319,125319,0,93444,31032,62412,0,316900,701250,-384350,314870,304478,0,10392,0
2011:Q4,482785,2632,118528,20449,163600,34904,21178,107518,0,39343,0,137844,389,803043,472351,94322,94322,0,78798,21477,57321,0,299231,628127,-328896,330692,320258,0,10434,0
2012:Q1,488241,2812,111760,17992,171539,55815,19582,96142,0,29491,0,154269,378,832143,478535,92225,92225,0,64806,11906,52900,0,321504,623251,-301747,353608,343902,0,9706,0
2012:Q2,453970,2844,100433,20806,181386,74138,18252,88996,0,19594,0,128517,390,781743,444450,75770,75770,0,53823,0,53823,0,314857,663720,-348863,337293,327773,0,9520,0
2012:Q3,413801,2165,102092,19660,148747,51695,19240,77812,0,22805,0,117941,391,761522,407689,37183,37183,0,50832,0,50832,0,319674,622130,-302456,353833,347721,0,6112,0
2012:Q4,395394,2487,121352,20796,101356,19257,17732,64367,0,22867,0,126021,515,751600,391876,29236,29236,0,46647,0,46647,0,315993,544916,-228923,359724,356206,0,3518,0
2013:Q1,422740,2487,110049,21092,132654,44794,21059,66801,0,13008,0,142935,515,844399,422260,52004,52004,0,49837,0,49837,0,320419,598789,-278370,422139,421659,0,480,0
2013:Q2,407937,2980,107267,21092,128017,28926,25423,73668,0,6041,0,142092,448,846619,407937,52477,52477,0,54090,0,54090,0,301370,653827,-352457,438682,438682,0,0,0
2013:Q3,371960,2413,116012,21092,105731,5814,27340,72577,0,7565,0,118689,458,837108,371960,29078,29078,0,55973,0,55973,0,286909,644595,-357686,465148,465148,0,0,0
2013:Q4,378202,3211,114141,21810,97588,-5695,33577,69706,0,17603,0,123501,348,937854,378202,45237,45237,0,64188,0,64188,0,268777,617845,-349068,559652,559652,0,0,0
2014:Q1,397938,3211,110488,23324,129162,13475,33881,81806,0,7533,0,123872,348,997657,397938,62420,62420,0,66006,0,66006,0,269512,727419,-457907,599719,599719,0,0,0
2014:Q2,406382,7269,106947,18702,146996,37677,32312,77007,0,5299,0,120821,348,1029313,406382,56468,56468,0,63873,0,63873,0,286041,684411,-398370,622931,622931,0,0,0
2014:Q3,447593,7344,113091,19002,170944,50450,44607,75887,0,9015,0,127849,348,1106598,447593,71647,71647,0,76544,0,76544,0,299402,656347,-356945,659005,659005,0,0,0
2014:Q4,384843,8933,130537,16092,115360,-14211,55157,74414,0,10348,0,103216,357,1091297,384843,48829,48829,0,88002,0,88002,0,248012,635271,-387259,706454,706454,0,0,0
2015:Q1,368239,8932,117022,14204,134601,-3672,60382,77891,0,-3117,0,96240,357,1148371,368239,50361,50361,0,91832,0,91832,0,226046,665969,-439923,780132,780132,0,0,0
2015:Q2,388014,18546,104062,4817,163423,32638,58125,72660,0,-12320,0,109129,357,1192941,388014,73306,73306,0,90402,0,90402,0,224306,607372,-383066,804927,804927,0,0,0
2015:Q3,426297,17172,96503,8462,193012,51765,64145,77102,0,2431,0,108361,356,1161343,426297,95045,95045,0,100470,0,100470,0,230782,647304,-416522,735046,735046,0,0,0
2015:Q4,431823,21218,113689,7782,174036,50812,50188,73036,0,9019,0,105385,694,1181270,431823,134071,134071,0,85403,0,85403,0,212349,620528,-408179,749447,749447,0,0,0
2016:Q1,563494,33827,143594,1752,245413,110938,53556,80919,0,11105,0,127108,695,1318776,563494,170951,170951,0,90664,0,90664,0,301879,702535,-400656,755282,755282,0,0,0
2016:Q2,611582,36780,160139,1602,277725,148671,54797,74257,0,19656,0,114900,780,1412801,611582,162225,162225,0,94444,0,94444,0,354913,642342,-287429,801219,801219,0,0,0
2016:Q3,653386,35973,185308,1187,307277,186510,49176,71591,0,16996,0,105901,744,1479767,653386,142672,142672,0,87744,0,87744,0,422970,614597,-191627,826381,826381,0,0,0
2016:Q4,682438,41243,219157,827,297062,178309,49771,68982,0,23760,0,99775,614,1534207,682438,136123,136123,0,93492,0,93492,0,452823,593961,-141138,851769,851769,0,0,0
2017:Q1,727833,72432,205393,977,310184,210285,26062,73837,0,28047,0,110132,668,1673759,727833,154347,154347,0,100575,0,100575,0,472911,637173,-164262,945926,945926,0,0,0
2017:Q2,695511,79968,197385,952,285855,184628,26639,74588,0,41545,0,89132,674,1719306,695511,135679,135679,0,107960,0,107960,0,451872,649942,-198070,1023795,1023795,0,0,0
2017:Q3,694946,79348,194861,1077,301422,201621,26455,73346,0,36083,0,81493,662,1767114,694946,124492,124492,0,106333,0,106333,0,464121,643971,-179850,1072168,1072168,0,0,0
2017:Q4,684614,72370,193335,2577,292694,184729,35347,72618,0,43155,0,79706,777,1809916,684614,142104,142104,0,110309,0,110309,0,432201,635601,-203400,1125302,1125302,0,0,0
2018:Q1,772909,76951,183706,947,345633,239634,33448,72551,0,40433,0,124311,928,1919690,772909,156837,156837,0,110970,0,110970,0,505102,632107,-127005,1146781,1146781,0,0,0
2018:Q2,770621,69957,180303,822,337218,227035,38271,71912,0,45178,0,136341,802,1949062,770621,158784,158784,0,107175,0,107175,0,504662,634696,-130034,1178441,1178441,0,0,0
2018:Q3,777081,69411,201749,847,336807,222070,42017,72720,0,42398,0,125092,777,2023103,777081,149412,149412,0,109001,0,109001,0,518668,646871,-128203,1246022,1246022,0,0,0
2018:Q4,775658,74178,228867,2762,321757,219974,39199,62584,0,24245,0,123078,771,1860353,775658,151449,151449,0,111360,0,111360,0,512849,602320,-89471,1084695,1084695,0,0,0
2019:Q1,848526,63696,260249,3016,346604,243871,36589,66144,0,35663,0,138501,797,1984286,848526,169312,169312,0,100489,0,100489,0,578725,637924,-59199,1135760,1135760,0,0,0
2019:Q2,812625,63620,263164,3613,317459,211405,38311,67743,0,41614,0,122362,793,2051070,812625,166026,166026,0,101181,0,101181,0,545418,653906,-108488,1238445,1238445,0,0,0
2019:Q3,751430,75128,279259,4024,232158,126566,38259,67333,0,41347,0,118744,770,1955611,751430,150593,150593,0,112954,0,112954,0,487883,649806,-161923,1204181,1204181,0,0,0
2019:Q4,779959,70846,293085,3238,242417,133536,43455,65426,0,49951,0,119535,887,2111504,779959,145707,145707,0,113768,0,113768,0,520484,630739,-110255,1331545,1331545,0,0,0
2020:Q1,995069,171301,377102,3562,279149,169521,50109,59519,0,40636,0,122375,944,2104824,995069,143100,143100,0,220028,0,220028,0,631941,571674,60267,1109755,1109755,0,0,0
2020:Q2,1134871,147437,436307,5252,263976,133421,62266,67089,1200,161559,7974,111454,912,2428239,1022371,132881,132881,0,205915,15140,190775,0,683575,629235,54340,1405868,1293368,0,0,112500
2020:Q3,1135929,153418,422331,5657,274049,150577,55265,66556,1651,169935,8618,101020,901,2482013,1023429,119249,119249,0,216070,19958,196112,0,688110,598001,90109,1458584,1346084,0,0,112500
2020:Q4,1123226,164957,427472,5447,242618,118175,47329,70831,6283,181085,8776,91954,917,2685681,1010726,118159,118159,0,238017,40657,197360,0,654550,629391,25159,1674955,1562455,0,0,112500
2021:Q1,1350638,199636,475846,3213,379835,249569,55216,68992,6058,148406,8507,134247,948,3033766,1300360,174924,174924,0,282793,38903,243890,0,842643,613590,229053,1733406,1683128,0,0,50278
2021:Q2,1336150,212138,506678,4066,366543,236253,45469,80050,4771,127937,1062,116796,930,3224346,1295872,133392,133392,0,287235,36855,250380,0,875245,685862,189383,1928474,1888196,0,0,40278
2021:Q3,1272648,223230,522786,3939,292257,167650,44992,75242,4373,103764,0,125787,885,3184700,1245789,142224,142224,0,282888,21755,261133,0,820677,728904,91773,1938911,1912052,0,0,26859
2021:Q4,1350151,236879,599760,3641,301040,180487,45494,70928,4131,99307,0,108531,993,3520502,1328893,120618,120618,0,295421,21014,274407,0,912854,685757,227097,2191609,2170351,0,0,21258
2022:Q1,1403104,256541,523865,3875,372248,247250,42911,79180,2907,113359,0,132196,1020,3538835,1381847,158368,158368,0,306960,18781,288179,0,916519,768276,148243,2156988,2135731,0,0,21257
2022:Q2,1331075,237337,464276,4608,437149,317531,38073,78638,2907,81166,0,105553,986,3246512,1313135,135925,135925,0,282749,17650,265099,0,894461,762860,131601,1933377,1915437,0,0,17940
2022:Q3,1249928,220888,423096,4389,403434,287334,41506,71687,2907,80544,0,116588,989,3086678,1231988,125557,125557,0,269021,16645,252376,0,837410,693351,144059,1854690,1836750,0,0,17940
2022:Q4,1261857,214848,408198,3918,441440,326109,42835,69589,2907,82982,0,109409,1062,3212799,1246457,117434,117434,0,260069,15271,244798,0,868954,672367,196587,1966342,1950942,0,0,15400
2023:Q1,1291413,211015,455787,4989,412660,289222,48233,72298,2907,88805,0,117123,1034,3158048,1276013,138292,138292,0,261654,14379,247275,0,876067,699460,176607,1882035,1866635,0,0,15400
2023:Q2,1238362,185981,453879,4312,381984,248009,59129,71939,2907,97019,0,114174,1013,3182212,1224962,123254,123254,0,247195,13316,233879,0,854513,695871,158642,1957250,1943850,0,0,13400
2023:Q3,1294730,162083,460472,5077,428233,298686,55744,70896,2907,100276,0,137478,1111,3270312,1280594,149816,149816,0,219543,12039,207504,0,911235,685438,225797,1989718,1975582,0,0,14136
2023:Q4,1302053,169422,427303,5383,491540,359248,62315,69977,0,91774,0,115618,1013,3421095,1294653,128207,128207,0,229479,7434,222045,0,936967,676252,260715,2126442,2119042,0,0,7400
2024:Q1,1352584,166657,444588,5103,522744,388748,58060,75936,0,85991,0,126473,1028,3526317,1345184,150304,150304,0,222461,6070,216391,0,972419,735835,236584,2181133,2173733,0,0,7400
