1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2014:Q3,51831,3167,1710,33,20003,-1339,2778,-1342,1966,17940,10126,4201,5925,196,132,796,26,119,1017,-1814,727,15593,36407,39242,-672,335,806,19482,10483,1008,-393,8193,-2835,-4160,1391,-66
2014:Q4,58003,-2648,5279,422,7265,115,4779,-11021,2522,10870,11576,3340,8236,-68,2175,596,-38,118,1018,-1813,725,33396,48545,52763,-660,539,-899,23983,15641,1004,43,13112,-4218,-3684,-557,23
2015:Q1,-8623,616,-267,-177,-15942,-1981,124,-5428,1393,-10050,-2367,585,-2952,-6,875,2736,121,-60,4234,1290,3691,-3367,-13993,-15895,258,2226,787,-14683,-15202,3966,1103,5650,1902,-5386,7003,285
2015:Q2,16900,-7699,-1002,-264,16280,-2584,808,-2191,2413,17834,7403,-2792,10195,-256,1098,725,351,-61,4234,1291,3695,-8895,19412,19339,314,2216,-320,12264,25048,3965,87,-24235,73,-950,1057,-34
2015:Q3,91149,11886,5793,437,29224,3566,3236,-2003,2832,21593,7174,-1922,9096,-713,1160,-193,25,-62,4233,1289,3691,27205,75795,77662,-42,1028,-781,16598,35598,3967,-1313,22607,-1867,-2042,-39,214
2015:Q4,28381,7533,-3601,-491,20729,-3952,297,2237,1478,20669,16931,117,16814,53,-955,-1254,-46,-60,4234,1289,3694,-19675,22588,24332,-1037,913,-559,12757,24633,3967,919,-17261,-1744,-1901,211,-54
2016:Q1,94194,-1581,-943,144,43651,3085,4335,2855,2478,30898,10977,5627,5350,-360,173,-8835,99,224,10950,-751,6200,34246,107840,103654,65,3102,2120,24116,20417,4919,1105,47810,4186,-1943,5252,877
2016:Q2,90156,10701,-3292,-113,39382,1233,3441,1941,1871,30896,6254,-2561,8815,-44,398,483,80,224,10948,-751,6200,19686,88650,90726,44,4695,520,31481,12860,4918,-325,36533,-2076,-1479,-1359,762
2016:Q3,37800,-6729,-2580,-76,36094,2327,4200,1797,1828,25942,8499,581,7918,-7,36,-578,181,224,10949,-752,6199,-13660,38466,41407,58,2355,687,18792,15349,4920,-1277,523,-2941,-1102,-2207,368
2016:Q4,-14500,-14106,-4363,-315,15237,-1852,1327,1873,704,13185,6752,-6545,13297,-18,905,-2282,0,224,10948,-751,6200,-32931,-30616,-25291,67,307,322,9059,-22665,4919,1578,-18878,-5325,-1706,-2843,-776
2017:Q1,55540,-1120,2468,4,29686,460,1628,2300,2179,23119,8940,-1990,10930,109,711,1158,285,-70,8552,1958,2771,88,49814,54334,50,3008,-184,17403,13853,9377,-448,11275,-4520,-4293,-603,376
2017:Q2,49755,5851,1433,-130,12477,-1185,580,1218,1327,10537,13807,161,13646,-211,2987,1703,-69,-71,8551,1957,2773,-1303,48650,49685,613,40,176,11414,2673,9379,-1357,26747,-1035,-3336,1670,631
2017:Q3,55531,-2401,2158,-68,26755,-445,1564,2540,2423,20673,10752,3278,7474,79,1118,-1071,5,-70,8551,1957,2771,4995,46857,49802,-581,850,-18,19722,6994,9378,583,12874,-2945,-3762,431,386
2017:Q4,10887,4979,-40,-253,12452,-2792,-4243,1692,1745,16050,8735,-359,9094,-191,487,1540,170,-70,8550,1957,2773,-30202,44964,46270,-337,2808,230,18159,8547,9379,1408,6076,-1306,-4748,2302,1140
2018:Q1,61933,-6635,-2121,-74,23859,-2061,172,3491,1634,20623,11648,-1299,12947,683,3502,1199,346,342,-9038,24306,-189,14105,63909,66664,-618,4134,-1160,10387,36525,3526,-211,14081,-2755,-5007,2920,-668
2018:Q2,76935,6702,3562,-13,26840,-1141,-125,-846,-550,29502,14678,-183,14861,-296,2904,-10353,6,187,-9037,24307,-186,17634,49228,47009,92,989,-1407,10842,37612,3527,-761,-3885,2219,-27,2377,-131
2018:Q3,63087,-11862,-4482,222,31644,1541,1988,3451,-589,25253,14196,-1361,15557,-71,1436,-727,73,-445,-9039,24304,-188,18026,57791,56942,2702,-185,-639,8472,29395,3526,-273,13944,849,-1672,2337,184
2018:Q4,57769,7913,4196,28,11162,-607,-27685,-1801,-2942,44197,15394,1806,13588,-35,1923,-1967,68,364,-9039,24306,-187,3643,40376,54767,555,1509,-950,10877,53843,3525,-1600,-12992,-14391,-6085,2079,-10385
2019:Q1,47505,-974,246,1182,29067,333,-6299,42,-318,35309,13038,980,12058,-776,-844,1956,92,114,1683,1939,1625,-843,44470,46727,-510,1144,368,11286,5457,3382,688,24912,-2257,-5886,3206,423
2019:Q2,73357,7371,4151,1365,28297,570,-4835,-2900,-1688,37150,6870,212,6658,53,-630,-1351,3,-146,1683,1939,1623,22129,66503,66591,-383,40,457,11875,19647,3382,-815,32388,-88,-3488,2989,411
2019:Q3,104449,10091,5640,1038,29105,-1505,1238,-3282,-1074,33728,16054,3376,12678,-520,1258,-752,301,-83,1683,1938,1627,37069,96696,97744,-2463,4044,624,19154,28968,3385,-208,44240,-1048,-5152,3874,230
2019:Q4,12157,-7982,-3021,683,16073,-2514,4307,-784,-82,15146,14789,-579,15368,221,1747,-1851,168,-1075,1681,1938,1626,-12840,10231,13570,-3334,2668,-107,7630,6748,3383,926,-4344,-3339,-2979,-391,31
2020:Q1,278678,48344,21009,3285,45533,8890,2666,424,-2390,35943,9767,4538,5229,-382,3137,1425,804,-173,1402,23388,5619,115520,262686,273470,8051,19301,-83,49377,58331,22174,2587,113732,-10784,-5653,632,-5763
2020:Q2,22880,2055,-1820,-1120,23158,-4901,-570,-13450,-1347,43426,-100,-2719,2619,281,-2262,-1246,967,64,1402,23386,5610,-27495,28121,26194,-4137,586,96,217,-5800,22167,1249,11816,1927,999,928,0
2020:Q3,54073,-19463,-10938,2191,62958,4499,5834,-268,-674,53567,972,149,823,-307,869,-2478,289,-414,1399,23386,5614,-10005,59797,63654,4243,-4700,-61,21677,27802,22168,-3500,-3975,-3857,-2059,-1798,0
2020:Q4,58067,-7910,-5370,-2476,1582,-8100,-2972,-10204,-1000,23858,9910,-818,10728,-32,12316,125,485,107,1402,23386,5611,18931,86671,90726,-7108,309,3,18735,22498,22168,770,33351,-4055,-7938,3883,0
2021:Q1,54835,-6886,-2026,-544,29344,-1889,-3104,-8253,267,42323,3791,925,2866,64,2784,187,780,-192,5550,22169,2508,-2694,26463,33240,-1792,8585,-78,8622,-2479,16700,1253,2429,-6777,-5856,-921,0
2021:Q2,101242,16147,7516,632,12569,1098,3187,-5557,-336,14177,8876,735,8141,-149,3749,-128,138,14,5548,22170,2505,21655,86004,87708,942,-3680,-319,28764,34819,16699,-2427,12910,-1704,-5206,3502,0
2021:Q3,85476,-5726,-1548,1201,57618,2441,1337,-4905,542,58203,14712,1932,12780,-147,4849,419,61,-675,5550,22169,2510,-15517,76247,85141,2137,-1431,-138,25767,34468,16700,-64,7702,-8894,-7426,-1468,0
2021:Q4,88469,-8406,-2808,334,31099,349,-9696,-8639,-91,49176,14349,477,13872,-427,2180,-454,335,176,5547,22168,2506,21870,67049,73594,250,3427,-311,12002,15723,16699,739,25065,-6545,-6108,-437,0
2022:Q1,95141,-10544,-2880,-1915,46683,-2979,-5251,-6980,246,61647,18325,-1115,19440,-211,1808,977,557,-385,-1408,26116,-966,18984,68917,76022,2880,11425,-1180,8816,18282,4076,-918,32641,-7105,-8846,1741,0
2022:Q2,110172,2341,2911,-1866,29344,-3179,-2192,-6581,2317,38979,18086,54,18032,166,1964,-1118,-550,-122,-1408,26116,-964,35272,75593,85819,1489,7379,-1717,14617,44926,4075,-1022,16072,-10226,-7548,-2678,0
2022:Q3,118912,-1201,1283,-358,46206,1000,3926,-1193,492,41981,12345,3204,9141,-280,-2627,1079,-612,685,-1409,26115,-968,38654,97035,102706,7710,3112,-892,10608,44139,4074,64,33891,-5671,-8175,2504,0
2022:Q4,63059,-1486,1136,-1239,20714,-1529,1285,-5319,-359,26636,11390,-668,12058,118,373,923,-416,-308,-1409,26115,-969,8117,21199,22292,3719,169,-960,2286,25815,4072,732,-13541,-1093,-5902,4809,0
2023:Q1,93745,1420,3109,158,40000,776,-460,-2609,-1568,43861,8739,1137,7602,94,389,5992,-279,-513,11400,22747,2036,-1547,117971,121190,-529,3293,-323,29255,66094,23359,480,-439,-3219,-5808,2589,0
2023:Q2,95808,12192,9649,547,1443,2218,2205,99,-3448,369,10010,-261,10271,-112,-903,843,600,-711,11400,22747,2038,26065,88126,93390,2204,-3484,-201,13061,50973,23362,-815,8290,-5264,-6794,1530,0
2023:Q3,87147,-10790,-3805,276,11966,1250,-641,1927,-1620,11050,13721,1256,12465,35,-408,4325,360,-108,11398,22745,2038,35394,72360,77396,-23,2745,-258,6919,35640,23360,892,8121,-5036,-5673,637,0
2023:Q4,65853,21256,16637,0,-3737,231,4347,2166,-3529,-6952,953,-2713,3666,94,116,-3341,99,-1375,11399,22746,2036,-1030,56098,60758,-1988,-157,-288,-3397,20835,23359,569,21825,-4660,-5712,1052,0
2024:Q1,88219,2155,-5468,82,56674,334,3228,3463,-2059,51708,13343,3677,9666,107,724,-1689,497,86,3921,8710,4335,4743,101562,111909,546,5165,-1174,24644,18792,12434,575,50927,-10347,-11173,826,0
