1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1982:Q2,14113,798,937,0,6969,1547,-119,1117,375,4049,2199,1357,842,-26,303,34,0,401,0,0,0,2498,16514,16348,0,0,91,1670,9593,0,73,4921,166,0,166,0
1982:Q3,13793,59,488,0,7800,1728,1753,1033,365,2921,1858,1053,805,-22,1465,11,0,223,0,0,0,1911,15195,15217,0,0,-15,1635,11901,0,74,1622,-22,0,-22,0
1982:Q4,15719,1788,-792,0,10640,-624,3824,1327,806,5307,2050,538,1512,-5,186,22,0,14,0,0,0,1816,13999,13974,0,0,48,1776,10307,0,37,1806,25,0,25,0
1983:Q1,14521,-2134,268,0,11929,3002,3186,685,172,4884,1806,466,1340,-22,1455,7,0,-65,0,0,0,1277,10275,10245,0,0,-9,1885,6271,0,1,2097,30,0,30,0
1983:Q2,14327,473,-1120,0,9751,385,2373,946,633,5414,1680,284,1396,-13,1598,64,0,-288,0,0,0,2182,12078,12090,0,0,30,1963,7850,0,-31,2278,-12,0,-12,0
1983:Q3,14891,-434,-681,0,10111,1600,2425,1886,170,4030,2780,149,2631,-6,277,45,0,-71,0,0,0,2870,11728,11741,0,0,33,1991,7402,0,-36,2351,-13,0,-13,0
1983:Q4,14997,1183,-91,0,8483,-1560,4123,3712,-36,2244,3846,203,3643,-16,103,61,0,40,0,0,0,1388,15469,15406,0,0,-10,1971,11139,0,-16,2322,63,0,63,0
1984:Q1,13149,-1279,371,0,13167,3534,2250,2231,-972,6124,423,121,302,-20,229,-7,0,165,0,0,0,100,13865,13987,0,0,-44,1172,9528,0,0,3331,-122,0,-122,0
1984:Q2,15746,595,119,0,11239,1616,866,2444,-302,6615,2371,141,2230,-21,-225,27,0,57,0,0,0,1584,15018,15079,0,0,41,1066,10048,0,2,3922,-61,0,-61,0
1984:Q3,16812,-654,1318,0,12636,1559,3283,2685,-268,5377,1955,114,1841,-13,497,46,0,-11,0,0,0,1038,15725,15803,0,0,-23,1303,10571,0,17,3935,-78,0,-78,0
1984:Q4,20855,1870,558,0,12900,-2565,6169,3647,269,5380,1393,66,1327,6,-242,197,0,239,0,0,0,3934,24440,23456,0,0,227,1412,18789,0,42,2986,984,0,984,0
1985:Q1,17997,-1540,-116,0,15482,2669,1461,3028,178,8146,1746,-25,1771,2,1588,-57,0,434,0,0,0,458,14582,14592,0,0,-31,2074,8812,0,68,3669,-10,101,-111,0
1985:Q2,22488,103,431,0,14346,-415,2354,2963,23,9421,3592,-52,3644,-20,1282,111,0,559,0,0,0,2084,20618,20443,0,0,39,2374,14102,0,90,3838,175,115,60,0
1985:Q3,21624,832,-354,0,16462,1177,1596,4707,130,8852,2569,-77,2646,16,299,-1,0,765,0,0,0,1036,17614,17434,0,0,111,2757,12256,0,109,2201,180,-150,330,0
1985:Q4,28236,5092,-1871,0,14993,-3674,5085,1800,664,11118,7055,18,7037,33,1652,-9,0,-657,0,0,0,1948,27540,27753,0,0,349,3220,20457,0,125,3602,-213,-146,-67,0
1986:Q1,17864,-1491,356,0,17866,-364,1927,4132,315,11856,3198,-1,3199,25,-4317,-80,0,2897,0,0,0,-590,18270,18691,0,0,-54,3896,5757,0,154,8938,-421,-77,-344,0
1986:Q2,22623,902,-67,0,13778,752,-829,2385,768,10702,5501,1,5500,18,-2482,-363,0,2503,0,0,0,2833,22210,21583,0,0,49,4095,14592,0,194,2653,627,514,113,0
1986:Q3,31868,255,32,0,17352,3977,2234,835,857,9449,5460,-24,5484,4,4296,72,0,1730,0,0,0,2667,27942,27068,0,0,325,4495,20442,0,189,1617,874,-298,1172,0
1986:Q4,31468,2323,-719,0,16815,1056,4001,3256,11,8491,7572,-290,7862,-4,436,62,0,3108,0,0,0,1875,34514,33380,0,0,217,4716,22586,0,138,5723,1134,431,703,0
1987:Q1,26398,-1554,-883,0,19317,684,2220,2780,-1001,14634,1557,-344,1901,4,6447,7,0,-1525,0,0,0,3028,29759,29726,0,0,245,6938,6138,0,89,16316,33,-246,279,0
1987:Q2,22084,-299,-882,0,15202,-1953,-3612,1988,286,18493,4463,-176,4639,8,916,4,0,-924,0,0,0,3596,22916,22785,0,0,105,5893,6925,0,38,9824,131,-158,289,0
1987:Q3,29910,510,-609,0,22589,3296,-395,2910,-736,17514,4023,142,3881,5,37,29,0,-1056,0,0,0,4382,31224,31574,0,0,260,6275,9368,0,32,15639,-350,-223,-127,0
1987:Q4,37997,604,-685,0,22224,-2031,742,459,658,22396,12706,899,11807,6,-856,-8,0,1296,0,0,0,2710,36568,36330,0,0,-665,10920,18421,0,142,7512,238,-227,465,0
1988:Q1,32426,-2047,988,0,23459,1872,-50,1663,-109,20083,3525,-426,3951,14,395,71,0,178,0,0,0,5843,32034,31856,0,0,-46,5711,21900,0,90,4201,178,-118,296,0
1988:Q2,27516,-85,385,0,20091,967,1235,2564,-531,15856,5163,588,4575,5,-308,-44,0,766,0,0,0,1543,25428,25545,0,0,-80,5589,15356,0,98,4582,-117,111,-228,0
1988:Q3,25491,-839,724,0,19561,2070,236,1631,-525,16149,5282,384,4898,1,-1047,92,0,990,0,0,0,727,20907,20639,0,0,136,5224,14230,0,119,930,268,-58,326,0
1988:Q4,26375,-202,992,0,20450,-1402,26,3099,-377,19104,8426,342,8084,26,-834,-152,0,470,0,0,0,-2801,30967,30116,0,0,-63,7088,19373,0,157,3561,851,-68,919,0
1989:Q1,19607,-91,-877,0,18252,3043,-1795,5746,-310,11568,4863,743,4120,13,-727,-112,0,-573,0,0,0,-1141,17188,16898,0,0,418,3150,6799,0,206,6325,290,-198,488,0
1989:Q2,26264,785,-1183,0,22102,-1656,-2355,7849,-27,18291,6082,907,5175,5,-302,-103,0,-1396,0,0,0,274,26380,26526,0,0,9,7387,14015,0,262,4853,-146,-91,-55,0
1989:Q3,19621,701,-875,0,14272,511,-2542,6346,146,9811,6121,612,5509,2,22,-179,0,-1280,0,0,0,837,18673,18462,0,0,33,5159,7614,0,265,5391,211,-170,381,0
1989:Q4,23344,3889,1863,0,18948,2678,-69,4872,34,11433,8147,779,7368,61,-1512,202,0,-19,0,0,0,-8235,27479,27487,0,0,8,9979,10612,0,207,6681,-8,-175,167,0
1990:Q1,26717,277,1712,0,21402,-1148,6011,3822,289,12428,10075,3758,6317,8,-510,72,0,787,0,0,0,-7106,22776,22803,0,0,74,6030,15193,0,155,1351,-27,-357,330,0
1990:Q2,36607,-1202,1236,0,24030,3635,-591,3673,1665,15648,6894,2090,4804,-4,-506,-10,0,568,0,0,0,5601,38943,39335,0,0,-38,6990,30991,0,93,1299,-392,-234,-158,0
1990:Q3,15490,-1828,1844,0,23687,1858,569,6308,862,14090,-1119,-2533,1414,35,-1940,360,0,2088,0,0,0,-7637,8746,9151,0,0,-25,6237,2788,0,102,49,-405,-445,40,0
1990:Q4,20693,-2052,2107,0,13516,-2412,-1131,5741,496,10822,3082,978,2104,-33,3115,159,1,-3385,0,0,0,4183,24971,23862,0,0,252,5753,16247,0,171,1439,1109,-319,1428,0
1991:Q1,34698,-628,833,0,25245,4399,3112,7485,1703,8546,4398,3325,1073,13,456,138,0,-1314,0,0,0,5557,32147,31913,0,0,-68,7058,13830,0,229,10864,234,-111,345,0
1991:Q2,27190,123,38,0,29383,1517,1186,16198,-2773,13255,3169,590,2579,-24,-516,13,0,-207,0,0,0,-4789,21425,21524,0,0,144,6943,3628,0,279,10530,-99,-62,-37,0
1991:Q3,17983,296,40,0,15622,2138,6553,2753,566,3612,-315,1324,-1639,-8,-784,-155,0,-697,0,0,0,3984,16322,15268,0,0,162,3893,5695,0,308,5210,1054,-79,1133,0
1991:Q4,-2323,50,44,0,4314,-8167,4852,15172,-1745,-5798,-10853,-261,-10592,36,2743,539,0,-495,0,0,0,1299,4467,4300,0,0,-703,4085,-3429,0,320,4027,167,161,6,0
1992:Q1,20142,-37,38,0,22303,1564,2110,7273,-111,11467,-386,569,-955,50,1705,124,7,-132,0,0,0,-3530,18383,18091,0,1,19,7090,4813,0,333,5835,292,-7,299,0
1992:Q2,18800,-121,38,0,22398,21,1543,4920,126,15788,-2828,1120,-3948,13,-70,173,16,-88,0,0,0,-731,19483,19174,0,3,109,3450,12336,0,353,2923,309,-59,368,0
1992:Q3,19820,-221,40,0,23422,-1645,3387,8678,453,12549,-3766,1506,-5272,-6,349,-31,0,-435,0,0,0,468,22648,22200,0,46,-67,8974,9134,0,371,3742,448,556,-108,0
1992:Q4,15744,-261,40,0,20478,-3106,2012,7022,630,13920,-4335,2708,-7043,22,-271,-21,0,-468,0,0,0,560,23451,22869,0,-43,135,6109,13839,0,385,2444,582,120,462,0
1993:Q1,28568,27,36,0,34013,2099,6832,5952,103,19027,-1583,835,-2418,21,-2387,65,6,-207,0,0,0,-1423,23033,23572,0,33,-128,6729,8737,0,405,7796,-539,403,-942,0
1993:Q2,27014,24,36,0,29996,2109,5101,9669,1049,12068,-1211,1011,-2222,27,-1292,-270,3,-219,0,0,0,-80,21967,21452,0,148,206,7235,7733,0,450,5680,515,63,452,0
1993:Q3,24182,22,39,0,30617,-1587,6616,7362,1367,16859,-2761,1914,-4675,-23,239,-22,1,-242,0,0,0,-3688,20052,20882,0,-35,129,7485,6616,0,436,6251,-830,-1035,205,0
1993:Q4,12254,19,40,0,18526,-921,878,5814,839,11916,-7028,2100,-9128,152,3625,-95,3,-271,0,0,0,-2717,11947,12822,0,99,915,7423,-2020,0,368,6037,-875,-268,-607,0
1994:Q1,28653,91,30,0,22223,1647,-3486,5939,-140,18263,-2011,1426,-3437,94,1047,5,11,23,0,0,0,7140,18548,18307,0,9,51,5861,6841,0,299,5246,241,-209,450,0
1994:Q2,5030,94,39,0,9153,-96,2788,-1573,-1613,9647,325,2461,-2136,14,1339,246,2,11,0,0,0,-6193,6206,6416,0,6,0,5604,-3411,0,224,3993,-210,-238,28,0
1994:Q3,32612,91,37,0,22168,2161,3539,808,-441,16101,-431,1840,-2271,-1,769,-116,1,-10,0,0,0,10104,25369,25665,0,9,53,16738,3199,0,219,5447,-296,-532,236,0
1994:Q4,12472,93,38,0,16380,-9,-5916,6406,248,15651,672,1802,-1130,-47,617,392,35,-31,0,0,0,-5677,16334,16364,0,332,-604,5220,3207,0,301,7908,-30,-767,737,0
1995:Q1,28543,-106,38,0,29032,2312,2950,7237,-1181,17714,1188,1327,-139,1,-1621,24,-4,-112,0,0,0,103,24399,24794,0,-8,-47,10736,2147,0,373,11593,-395,-667,272,0
1995:Q2,28689,-104,44,0,28306,-150,-588,1035,1424,26585,1857,1542,315,14,-1596,247,1,-145,0,0,0,65,26198,27611,0,39,35,12081,4991,0,433,10032,-1413,-1554,141,0
1995:Q3,17135,-103,47,0,10183,1497,-824,3037,-492,6965,4294,2199,2095,-7,-385,-110,1,-179,0,0,0,3394,14379,14191,0,-13,46,6669,1321,0,460,5708,188,-135,323,0
1995:Q4,10056,-103,49,0,10981,-7503,-4946,-5431,-871,29732,531,4907,-4376,35,-366,205,-9,-211,0,0,0,-1056,8468,8937,0,-99,344,7552,-5235,0,410,5965,-469,-1200,731,0
1996:Q1,4820,-300,24,0,8344,5676,-2320,-4036,444,8580,1367,1707,-340,-11,-2261,229,35,-113,0,0,0,-2494,-4134,-1986,0,648,127,2204,-6281,0,105,1211,-2148,-2215,67,0
1996:Q2,2529,-196,38,0,-2246,961,-5015,-4368,-215,6391,1127,1181,-54,5,359,178,11,-132,0,0,0,3385,525,737,0,72,37,5738,-7558,0,113,2335,-212,-281,69,0
1996:Q3,21702,-194,33,0,29603,-2130,772,7666,261,23034,-1511,2904,-4415,31,-68,222,2,-145,0,0,0,-6271,12588,12949,0,-104,28,12986,-6067,0,151,5955,-361,-768,407,0
1996:Q4,25400,-450,59,0,24800,-4906,-8863,1204,947,36418,-1928,-1630,-298,55,-4239,130,43,-172,0,0,0,7102,31304,37168,0,501,597,13457,13504,0,249,8860,-5864,-5545,-319,0
1997:Q1,4302,-713,-172,0,16418,5523,-602,-1799,100,13196,-217,1583,-1800,30,-922,709,2,-106,0,0,0,-10727,2831,2864,0,191,295,10190,4344,0,-47,-12109,-33,-583,550,0
1997:Q2,49193,470,-76,0,33825,2759,-276,1779,168,29395,2401,1941,460,5,-386,118,5,-145,0,0,0,12976,45140,41524,0,33,612,11778,14476,0,-44,14669,3616,536,3080,0
1997:Q3,33008,-305,-94,0,19068,5675,2217,2858,335,7983,-1263,967,-2230,-10,467,-140,227,-184,0,0,0,15242,25334,24992,0,46,81,13176,7519,0,-40,4210,342,-579,921,0
1997:Q4,-8589,3744,-28,0,2874,1950,-11012,-21779,2404,31311,409,-470,879,123,1383,994,-221,-202,0,0,0,-17665,-4641,-1750,0,-86,991,7150,-6220,0,-37,-3548,-2891,-3343,452,0
1998:Q1,19987,-4904,50,0,14504,467,-1895,-1818,358,17392,-709,294,-1003,64,-280,578,-4,26,0,0,0,10662,21652,22391,0,1,92,2830,-10655,0,303,29820,-739,-903,164,0
1998:Q2,13626,1215,75,0,7028,-394,-2247,-2920,283,12306,2888,1627,1261,147,1348,747,-14,13,0,0,0,179,13620,12483,0,-155,195,5499,970,0,316,5658,1137,584,553,0
1998:Q3,27526,-326,-5,0,12962,7196,-2372,-3292,260,11170,1272,1185,87,-65,1808,-638,20,8,0,0,0,12490,19808,20768,0,418,139,6042,13836,0,315,18,-960,-1099,139,0
1998:Q4,-9187,1569,125,0,4585,-4577,-2275,-2844,310,13971,6552,-374,6926,187,21,-282,26,12,0,0,0,-21982,-964,1173,0,453,274,17846,-22002,0,319,4283,-2137,-3288,1151,0
1999:Q1,36551,-2861,141,0,21188,-2570,-711,2925,599,20945,-883,-4473,3590,251,50,117,60,-61,0,0,0,18549,31550,32481,0,831,528,6718,1735,0,191,22478,-931,-1126,195,0
1999:Q2,22717,1234,203,0,11509,-3269,-1104,1617,489,13776,5494,-712,6206,148,106,342,34,-67,0,0,0,3714,25259,17142,0,765,897,10483,-6137,0,207,10927,8117,-790,8907,0
1999:Q3,19433,-96,92,0,11012,4411,-1428,407,383,7239,2297,479,1818,126,2688,530,55,-79,0,0,0,2808,13117,14918,0,283,415,4439,-744,0,206,10319,-1801,-1707,-94,0
1999:Q4,9109,1475,99,1,-451,5212,-1943,-1726,181,-2175,5783,984,4799,-391,-204,332,-14,-72,0,0,0,2551,-1176,97,0,-1139,-220,12268,-11467,0,198,457,-1273,-2372,1099,0
2000:Q1,22931,-1429,269,2,15415,-4908,-1443,2696,-38,19108,-1935,-108,-1827,-34,543,852,-83,49,849,294,274,7865,12955,12774,0,-192,239,8049,-23687,635,7,27723,181,-1545,1726,0
2000:Q2,24491,1649,129,1,7134,3647,-1709,613,-292,4875,4239,1204,3035,-3,844,433,0,51,849,294,276,8595,23234,17173,0,-277,359,4804,11106,637,14,530,6061,3216,2845,0
2000:Q3,33074,-2020,137,1,19485,3839,-1359,2335,-136,14806,3911,2012,1899,58,994,378,105,51,849,293,273,8559,34232,26380,0,-89,2259,9853,11944,634,13,1766,7852,-1234,9086,0
2000:Q4,9556,1434,349,1,5516,-3659,-1834,1136,-211,10084,1675,834,841,-80,-4516,-507,1,48,848,294,275,4218,26120,12865,0,-183,-835,9797,19378,636,14,-15942,13255,-1189,14444,0
2001:Q1,97562,14075,-458,1390,29045,-12696,-33,4287,-28,37515,144,1276,-1132,50,1882,566,-21,11,2349,965,644,46920,62353,62508,2720,-610,965,26677,50300,1274,3353,-22171,-155,-1695,1527,13
2001:Q2,51171,5809,193,1712,31165,16,-162,3002,-88,28397,2329,325,2004,-34,1397,23,-108,9,2348,966,647,4715,50417,49524,-262,23,417,10966,1249,1279,-1005,36857,893,-1260,2128,25
2001:Q3,51838,1596,-136,-1442,37678,7011,-80,3052,-48,27743,2924,1379,1545,34,3145,172,26,7,2347,965,644,3878,56509,58379,440,886,406,8857,63104,1274,-45,-16543,-1870,-2727,891,-34
2001:Q4,18459,1231,-900,-435,14309,-19128,5138,1865,-344,26778,3610,-44,3654,-249,-10987,761,14,-1157,2348,964,644,8306,14508,12162,-1587,354,-1883,8367,-22337,1274,-651,28625,2346,4810,-1093,-1371
2002:Q1,78952,-1861,1543,5731,56577,-984,6837,17349,490,32885,1035,509,526,34,1499,107,26,165,2248,939,1231,9678,78125,79258,14976,616,284,17830,-20649,2956,-555,63800,-1133,-1855,1246,-524
2002:Q2,52516,-547,1024,2055,36684,3121,5668,12421,237,15237,1746,183,1563,175,562,1783,61,165,2250,940,1231,4387,64942,64221,1468,317,-553,18795,48557,2959,-1431,-5891,721,-2288,1021,1988
2002:Q3,81076,9217,1380,2291,52966,-3578,7741,18196,448,30159,1154,595,559,12,3048,385,34,165,2247,937,1231,6009,74729,74958,-2478,505,-323,26419,55246,2956,-121,-7246,-229,-2300,1079,992
2002:Q4,58239,-8623,-1567,-6549,57373,3848,7468,22477,350,23230,5287,1146,4141,162,-201,225,98,165,2248,939,1232,7450,24103,24194,-1025,642,2498,-10099,42550,2958,910,-14240,-91,-45,-1544,1498
2003:Q1,92922,8761,2723,7683,54300,-6067,895,7710,1503,50259,801,-329,1130,-80,1584,56,81,283,2952,1176,941,11661,92427,92865,5961,1137,-508,20480,35437,1466,-1990,30882,-438,-1620,515,667
2003:Q2,66716,-311,370,-2483,56554,-2188,-1403,7495,1618,51032,3844,515,3329,69,1544,297,192,283,2953,1174,936,1294,54489,55144,82,379,-423,13549,-4300,1465,139,44253,-655,-931,-1312,1588
2003:Q3,47082,1479,2632,-1275,32839,1383,-729,2722,1309,28154,2726,-324,3050,18,168,179,242,283,2950,1176,940,2725,39923,40962,3151,809,-630,14821,1721,1468,326,19296,-1039,-1540,142,359
2003:Q4,8346,-1360,-5186,-6517,23257,-7040,-6008,3228,1423,31654,4517,453,4064,33,-6988,308,137,283,2952,1174,941,-5205,11521,12232,-8368,646,-886,2199,5519,1467,-429,12084,-711,144,-2062,1207
2004:Q1,68578,-1863,3467,1658,40080,63,335,4573,922,34187,1004,139,865,-1,2296,-181,59,14,5108,2206,1770,12961,72413,72415,653,-100,145,2617,28760,3714,1769,34857,-2,-1132,-77,1207
2004:Q2,52718,3753,599,-196,32831,-2364,-1412,3728,953,31926,2667,1046,1621,79,2327,869,24,14,5110,2206,1770,665,59044,48810,2244,696,1390,14951,19455,3716,-676,7034,10234,-1552,12474,-688
2004:Q3,50658,-826,2737,-450,35967,1679,-601,3354,942,30593,4877,1324,3553,55,946,832,6,15,5107,2205,1769,-2582,53600,50224,-699,26,324,14101,29659,3715,-276,3374,3376,-1761,3609,1528
2004:Q4,38506,-721,-1545,592,24927,-5627,-1800,2333,1018,29003,6467,1022,5445,-86,-5576,237,468,14,5108,2205,1770,4646,33903,33747,-3430,2493,896,13665,6599,3716,1090,8718,156,-2316,2048,424
2005:Q1,55441,-6465,1664,7189,41681,-7096,4615,8801,1075,34286,1337,343,994,7,1374,357,-51,168,1896,1225,703,4356,48458,50442,6594,-489,-21,10739,21521,1661,-695,11132,-1984,-2422,553,-115
2005:Q2,28214,7938,-2947,-2198,17370,-773,4080,405,546,13112,4739,1763,2976,-4,-6479,597,-46,168,1895,1222,703,5256,30933,29948,-55,569,-808,12694,-2833,1662,153,18566,985,-203,1908,-720
2005:Q3,37896,1708,-355,-2732,26058,2302,4673,1169,612,17302,2578,518,2060,156,3653,1383,-2,169,1896,1224,704,1456,35134,27497,813,88,685,12781,-5217,1662,-818,17503,7637,-973,561,8049
2005:Q4,-3640,-5411,-2081,-3279,9160,1185,2516,-1760,323,6896,6449,2169,4280,-181,-898,-923,-15,168,1894,1222,705,-10450,-6627,-4998,196,119,-1045,7222,14929,1663,-343,-27739,-1629,-966,-1481,818
2006:Q1,39550,1528,2144,-751,29034,1255,-753,6471,1254,20807,5147,1963,3184,-163,3689,-424,3,-644,5217,3856,1054,-10140,43985,47251,3205,719,-482,20308,-16045,3132,423,35991,-3266,-4977,2122,-411
2006:Q2,40598,-7,1558,-136,7336,-44,-2080,-7485,1500,15445,10519,3346,7173,-78,-359,-9,-86,-644,5216,3854,1055,12379,41029,37487,-600,345,1557,2963,2077,3133,-698,28710,3542,-4468,8435,-425
2006:Q3,43626,-35,3879,226,4851,1154,-1273,-6617,-545,12132,7724,2775,4949,20,2542,796,18,-644,5216,3856,1052,14125,40376,36261,-3156,639,387,16830,-9714,3133,514,27628,4115,-2462,2766,3811
2006:Q4,6205,4695,3428,598,-17029,101,-4790,-9050,471,-3761,6083,2384,3699,8,-2276,653,119,-644,5215,3854,1055,446,3743,7087,926,1145,15,14871,-27026,3133,2699,11324,-3344,-2643,-440,-261
2007:Q1,21899,2851,-1333,-619,13868,1405,-3219,1264,1213,13205,5947,3453,2494,-97,2047,1664,63,307,1843,2027,-74,-6595,19716,23022,-3478,1260,-544,10916,-6048,2726,-1382,19572,-3306,-4557,135,1116
2007:Q2,32889,-2440,-74,890,11684,793,-3267,1244,1274,11640,10605,4381,6224,-79,2937,1183,137,308,1844,2026,-72,3940,32780,33505,552,3227,377,13948,-1876,2725,-1026,15578,-725,-4782,2095,1962
2007:Q3,40615,4630,-1942,109,12166,58,-2718,1526,1026,12274,8666,3507,5159,14,1479,1596,250,307,1841,2027,-74,9546,37629,43713,775,6172,-74,10145,-9632,2727,349,33251,-6084,-6057,-479,452
2007:Q4,16351,-740,1945,-132,-7936,3726,-4395,-1846,1014,-6435,11068,2040,9028,141,627,1374,150,307,1843,2025,-72,5751,2344,8381,1045,3385,-413,14477,-400,2727,622,-13062,-6037,-5830,-2090,1883
2008:Q1,82972,5375,6589,356,13400,3686,6911,-4047,858,5992,10179,5050,5129,15,1011,1820,112,105,5295,2855,922,34938,68594,71537,1199,2984,-48,13206,31271,3998,-539,19466,-2943,-6222,3958,-679
2008:Q2,36906,8009,3591,170,14662,527,12378,-12691,1874,12574,9795,4163,5632,-22,925,775,183,106,5294,2856,923,-10361,29273,33315,2204,1315,-981,18361,18606,4000,-2008,-8182,-4042,-2783,-992,-267
2008:Q3,46199,1938,-3066,542,-8059,-5286,1165,2354,-74,-6218,13040,8406,4634,-174,937,1780,267,105,5293,2854,924,29818,14587,18787,-2091,8814,-1040,28702,58799,4000,-2312,-76085,-4200,-1379,2521,-5342
2008:Q4,102897,8472,11245,4556,-411,476,9815,-3123,88,-7667,-151,2907,-3058,-121,220,547,349,104,5294,2854,923,69016,49921,45150,-8773,11029,228,24133,29206,4000,694,-15367,4771,1690,8867,-5786
2009:Q1,-25917,-12401,3480,4841,-19689,6209,7752,-1459,3134,-35325,-8065,-5513,-2552,118,-2117,-703,29,-470,1940,-1396,411,8105,8372,6583,336,439,204,22916,-8427,290,-290,-8885,1789,-1450,1470,1769
2009:Q2,-4397,-4335,-1686,-1804,26454,5606,5181,3600,6798,5269,-6302,-4030,-2272,196,5316,1882,18,-468,1940,-1397,410,-24621,2739,-7195,-2397,-2041,1303,9434,-30516,290,398,16334,9934,364,5402,4168
2009:Q3,10362,-1182,-3342,844,31483,1938,2230,244,4870,22201,-5848,-4479,-1369,131,-1626,1108,-77,-469,1938,-1397,413,-11614,30182,19999,3481,-2716,1021,6943,-32711,292,88,43601,10183,-132,3336,6979
2009:Q4,17334,-11264,-4304,-1392,41392,3421,5154,3281,7635,21901,-4183,1200,-5383,-17,6217,-1067,-257,-469,1940,-1397,411,-8276,12909,15799,-1862,556,-604,17968,-9648,291,1454,7644,-2890,-1075,-1040,-775
2010:Q1,28142,-3740,-4004,1307,27148,-15899,5302,-1897,12013,27629,-5787,-968,-4819,61,2362,700,2,-276,-1624,-2071,-470,14534,13243,11510,-3371,-488,601,6601,2401,-1390,-479,7635,1733,-1694,719,2708
2010:Q2,36891,9620,-3593,-321,24014,3120,2287,-842,6639,12810,-3530,36,-3566,64,1375,934,9,-277,-1622,-2073,-469,12760,42360,41503,716,-1257,329,10094,28401,-1392,46,4566,857,-3286,438,3705
2010:Q3,38045,1043,-3270,33,45355,6267,4803,-1322,12292,23315,1338,774,564,98,243,233,52,-275,-1624,-2071,-466,-2644,41147,33510,1155,-231,492,19206,9228,-1387,1260,3787,7637,2018,1752,3867
2010:Q4,-5728,-8770,-2412,96,12085,-5979,1739,-303,5875,10753,-430,47,-477,140,1235,-366,-64,-276,-1624,-2073,-470,-2799,30579,17381,-728,-113,184,7719,-1179,-1390,-188,13076,13198,-768,1775,12191
2011:Q1,37349,-4387,-1192,-3368,35774,-1418,1556,902,2828,31906,47,-1014,1061,113,-1423,-80,55,299,-1554,1001,393,11671,35918,40663,2571,844,188,18274,1975,-2572,10,19373,-4745,-1826,-4665,1746
2011:Q2,32545,1604,-1701,308,14734,-1934,392,-707,1962,15021,7576,2665,4911,110,140,975,-208,299,-1554,1002,392,8868,44379,41469,-245,50,1311,19982,11502,-2572,-161,11602,2910,-1935,1177,3668
2011:Q3,87898,10423,-1009,357,25426,4360,3430,-3,1970,15669,10126,4123,6003,-28,-722,1377,1,298,-1555,999,394,41811,89895,92622,-1022,315,198,38365,50628,-2571,-1179,7888,-2727,-2997,-6802,7072
2011:Q4,27785,-3836,13193,-2615,8135,-15139,4785,-1254,2249,17494,6556,2207,4349,165,1719,706,-591,300,-1554,1001,394,4212,26186,28970,596,330,2208,22010,-21300,-2570,485,27211,-2784,-1832,1012,-1964
2012:Q1,23284,-1467,-3874,2900,23810,1508,399,961,3534,17408,2635,-1943,4578,380,-2701,1663,-30,-489,3577,1450,2711,-7281,23945,27918,2100,1264,-356,9387,8029,3310,857,3327,-3973,-2393,-1006,-574
2012:Q2,-9736,4010,3110,215,-50070,6991,-5115,-9907,107,-42146,5417,1157,4260,2,-186,1095,44,-489,3575,1448,2712,19381,-24,-5622,747,3547,125,-6461,-14646,3310,182,7574,5598,-2241,1331,6508
2012:Q3,28052,-3328,-845,508,23600,4720,152,1371,2846,14511,4616,1304,3312,102,1393,545,4,-490,3576,1449,2711,-5789,-23461,41900,1582,-71,373,12448,6132,3310,457,17669,-65361,-1685,1516,-65192
2012:Q4,22413,1073,-380,-1312,12721,7775,1553,-483,2216,1660,4175,1832,2343,191,943,1927,19,-489,3575,1448,2714,-4192,21819,21942,-2069,-1298,-803,13950,15462,3312,-287,-6325,-123,-1595,1063,409
2013:Q1,22087,1747,-7019,-3738,22454,-3182,-4728,-1335,3114,28585,-3213,-3106,-107,-503,-2591,-53,-106,20,5184,1471,-1097,9531,24481,22959,8153,949,-389,8371,2044,-1685,-190,5706,1522,-1385,2476,431
2013:Q2,30743,-9322,-1667,750,22727,521,-2759,-1002,2902,23065,6290,1797,4493,188,1669,887,7,19,5181,1470,-1098,3642,24224,24832,583,1237,-671,13888,13698,-1684,-1901,-318,-608,-2261,2129,-476
2013:Q3,37412,9522,2385,205,17289,4647,-2450,-2742,2416,15418,7870,-431,8301,-251,-4078,1117,122,120,5184,1468,-1094,-2447,36879,37131,-384,-923,-531,18329,19703,-1683,627,1993,-252,-2641,2027,362
2013:Q4,64985,-5956,-1294,-3163,43807,6902,-4241,-1751,5155,37742,9238,3170,6068,-57,5719,1575,802,-80,5181,1470,-1097,8840,32632,40930,-1671,678,-1668,15209,14313,-1684,141,15612,-8298,-1987,-4254,-2057
2014:Q1,48205,6262,-154,-218,15884,-5615,1868,-341,1028,18944,5047,3238,1809,843,481,-1062,30,119,1018,-1813,725,21043,48073,52597,32,379,22,15468,14592,1005,134,20965,-4524,-3725,-1033,234
2014:Q2,18878,-1255,-199,-210,25029,-3537,2220,399,2065,23882,6658,1924,4734,-33,2074,-458,71,118,1020,-1813,724,-12848,27551,28354,2329,607,-8,18847,10008,1004,-291,-4142,-803,-3028,1635,590
