1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2001:Q4,7811306,6157,32199,255114,200896,15136,151071,2734950,108449,1095208,504123,8000,1019170,159425,ND,394197,1441451,2166097,116094,186,72,77621,60640,9200,51440,5967991,2158947,57609,810100,137979,703961,146475,557486,ND,125492,79331,46161,156023,25248,6861,41925,93749,2522,0,9508,81719,3809044,1612673,2158911,37460,0,0
2002:Q1,7908822,6109,-8622,257277,200275,16119,132550,2814533,116024,1109955,523891,8000,1056663,152604,ND,400056,1477303,2185583,115129,194,74,85742,73896,9700,64196,6004152,2157255,56530,795025,123199,720547,152169,568378,ND,126242,80656,45586,164635,26116,7124,41100,96737,2530,0,9868,84339,3846897,1607025,2201985,37887,0,0
2002:Q2,7878586,6519,-35059,264296,209666,17103,166046,2953134,125691,1148159,575823,8000,1095461,158502,ND,376587,1280216,2218235,98079,201,78,95423,69560,10201,59359,6036480,2244335,63652,802487,158784,743655,173519,570136,ND,127346,82244,45102,174162,26985,7387,40201,99676,2489,0,10228,86959,3792145,1521874,2232040,38231,0,0
2002:Q3,7917470,6481,8057,265093,208942,16681,213172,3064433,125451,1211343,603979,9750,1113910,175881,ND,361743,1088781,2248870,85750,208,80,102804,70494,10700,59794,5827764,2284932,64818,828523,166568,746974,168571,578403,ND,125666,80980,44686,174023,27852,7648,40103,102757,2593,0,10586,89578,3542832,1235475,2268788,38569,0,0
2002:Q4,7649527,6661,50852,273394,220344,16259,211225,3197795,128547,1285498,637478,11500,1134772,174052,ND,363265,1229421,1658552,90112,215,82,92687,64611,11200,53411,5709269,2456328,67796,914441,161585,819298,186228,633070,ND,125172,81336,43836,182478,28720,7911,43156,105771,2627,0,10946,92198,3252941,1373980,1840110,38851,0,0
2003:Q1,7802799,6731,17326,253954,167611,15836,400257,3297942,122427,1322878,651418,13250,1187969,166920,ND,353723,1208832,1706942,88276,225,86,93648,24490,11776,12714,5694073,2484042,69006,940895,182036,798514,94415,704099,ND,122571,79077,43494,172548,29934,8278,42424,117836,2627,9444,11278,94487,3210031,1293453,1877375,39203,0,0
2003:Q2,8206785,6864,-17153,254033,175029,15414,400329,3466651,124604,1415263,664998,15000,1246786,178359,ND,349265,1448104,1709644,100865,235,90,93497,25559,12350,13209,6126336,2589138,70616,982619,205843,821746,97087,724659,ND,120830,73986,46844,182816,31149,8644,45047,119828,2627,8815,11609,96777,3537198,1581419,1916182,39597,0,0
2003:Q3,8417226,7005,12428,254277,165681,17117,450757,3560167,119064,1484336,641539,17250,1297978,176927,ND,331204,1483137,1729691,109191,245,93,94113,25193,12926,12267,6307497,2557285,73388,936809,238872,792544,84542,708002,ND,120298,74206,46092,186584,32362,9011,44268,123149,2627,9516,11940,99066,3750212,1755385,1954946,39881,0,0
2003:Q4,9227430,7281,26843,262899,167773,18820,494259,3672414,133122,1513524,661110,19500,1345158,173419,ND,318336,1696233,2136541,124456,254,97,101096,26709,13500,13209,7477142,2809131,74711,953790,239868,1022607,94424,928183,ND,121791,75324,46467,180692,33576,9377,47396,125323,2627,9070,12271,101355,4668011,2079422,2548435,40154,0,0
2004:Q1,9490315,7254,-57619,262881,169531,20523,567111,3893026,144503,1658086,679503,21750,1389184,150688,ND,326865,1725986,2156018,134129,271,104,106213,27334,13492,13842,7718216,2915632,74147,989088,277123,1054394,100640,953754,ND,117587,72199,45388,187756,35635,10028,46966,122908,2627,6043,12609,101629,4802584,2138460,2623664,40460,0,0
2004:Q2,9864404,7184,-42469,272843,178906,22226,600070,4101881,149991,1785766,698594,24000,1443530,150228,ND,318375,1769673,2200352,138607,288,110,106615,39515,13485,26030,7879859,2984243,71608,1054727,278795,1046938,91517,955421,ND,117390,72390,45000,195217,37695,10679,46994,124200,2627,6723,12946,101904,4895616,2161543,2693136,40937,0,0
2004:Q3,10072318,7197,-68657,276416,182788,22550,660879,4259675,139550,1834957,729812,25000,1530356,151693,ND,317970,1738872,2237859,137169,304,117,107599,39887,13477,26410,8088758,3087847,71535,1053883,338775,1092769,91478,1001291,ND,115699,71686,44013,198443,39753,11329,43616,122045,2627,3958,13283,102177,5000911,2212356,2746799,41756,0,0
2004:Q4,10744009,7609,-29440,285286,202933,22874,684752,4449618,137746,1813553,861677,26000,1610642,151010,ND,318666,1952173,2398717,148212,321,123,104699,46456,13469,32987,9056255,3283286,75533,1142212,388102,1153910,87952,1065958,ND,111457,72810,38647,192251,41812,11979,43734,122296,2627,3598,13620,102451,5772969,2560418,3170545,42006,0,0
2005:Q1,10979117,7402,-16487,285292,216556,23198,690810,4605733,137925,1908080,865219,27000,1667509,166150,ND,321051,1933414,2436552,145638,385,139,110398,52886,14802,38084,9324021,3401106,67901,1233545,387049,1171067,87142,1083925,ND,109979,74408,35571,193561,43676,12955,43878,137495,2627,12547,13578,108743,5922915,2649905,3230680,42330,0,0
2005:Q2,11227152,7137,-14596,288794,219006,23522,707872,4760277,145716,1918848,920454,28000,1747259,186527,ND,294878,1972261,2458220,148098,451,155,119312,55238,16134,39104,9463175,3440276,65553,1185684,439276,1203325,90452,1112873,ND,108027,73787,34240,190065,45538,13929,44744,144135,2627,12937,13535,115036,6022899,2704402,3275837,42660,0,0
2005:Q3,11602235,7102,-31533,292819,224734,23240,755799,4941926,151449,1962575,959220,28500,1840182,196560,ND,314360,2062051,2479165,157290,515,170,121238,56799,17467,39332,9874217,3492557,60232,1206169,438848,1223805,89382,1134423,ND,106762,74224,32538,200211,47402,14904,43537,150687,2627,13240,13492,121328,6381660,3078670,3260068,42922,0,0
2005:Q4,11700595,7003,-42190,300149,223224,22958,726111,4980153,156813,1984391,1006143,29000,1803806,200434,ND,334274,2117753,2483696,163302,579,186,121938,61025,18799,42226,10194293,3384142,53868,1165469,380987,1208753,87031,1121722,ND,116929,85118,31811,188694,49265,15878,45923,158376,2627,14680,13449,127620,6810151,3317705,3449302,43144,1132114,1190029
2006:Q1,12385142,7059,-40364,299162,220397,22675,1013552,5094308,158570,1994177,1043217,29500,1868844,207941,ND,344118,2256912,2595071,175405,677,218,127500,60511,18179,42332,11110497,3641367,54072,1234576,520375,1251733,102557,1149176,ND,115702,86220,29482,190479,50631,17547,48084,158168,2627,16895,13739,124907,7469130,3682411,3742286,44433,1123500,1189856
2006:Q2,12594292,7248,-46443,302095,237102,22393,999545,5302645,194266,1980211,1129109,30000,1969059,246191,ND,363315,2233733,2570765,175043,773,251,133159,46477,17561,28916,11285254,3807696,56622,1332161,512961,1326110,100214,1225896,ND,121746,94168,27578,181989,51992,19208,49302,155605,2627,16756,14028,122194,7477558,3673580,3759413,44565,1228111,1296050
2006:Q3,13370841,7234,-39086,300832,243144,24706,1064294,5681259,217183,2056542,1200491,32182,2174861,236789,ND,380229,2387389,2718977,187689,871,283,133502,42729,16941,25788,11802779,3983038,54917,1348809,549831,1445833,117388,1328445,ND,120905,95264,25641,182892,53355,20903,48357,157236,2627,20810,14318,119481,7819741,3828619,3946249,44873,1133857,1194164
2006:Q4,14075906,7371,-22430,311562,257203,27019,1046845,5985418,213311,2126178,1258233,34364,2353332,234320,ND,397522,2558411,2895531,206463,967,315,133412,35977,16321,19656,12724720,4056376,54586,1346130,566900,1506604,105890,1400714,ND,123596,99111,24485,176042,54718,22642,49795,155363,2627,21362,14607,116767,8668344,4328960,4294301,45083,1179159,1238995
2007:Q1,14609822,7399,-151061,306732,269109,29331,1197518,6347928,228346,2221996,1323907,36546,2537133,270035,ND,389474,2600690,2945578,218776,1085,329,138388,38511,16271,22240,13343871,4242287,55233,1386778,639334,1589550,99819,1489731,ND,106842,83072,23770,171705,56801,24252,50531,161261,2627,27636,14892,116106,9101584,4536363,4519858,45363,1198603,1255575
2007:Q2,15449360,7426,-133799,309244,287178,31644,1236536,6567565,243322,2193645,1423765,38728,2668105,289693,ND,401698,2861097,3159356,236782,1201,343,152067,41329,16220,25109,14443994,4553998,54764,1528188,696275,1696741,106280,1590461,ND,109716,86440,23276,158406,58885,25934,55789,169300,2627,36052,15177,115444,9889996,4958299,4885181,46516,1489898,1546712
2007:Q3,15820542,7627,-81076,306995,285038,38810,1165716,6722850,223688,2248372,1506844,41896,2702050,307683,ND,419164,2943882,3254660,239536,1319,357,159411,48570,16169,32401,15182359,4781739,57713,1625841,709082,1796865,100206,1696659,ND,113709,91200,22509,155942,60966,27588,56014,178019,2627,45148,15462,114782,10400620,5262469,5091557,46594,1649656,1720605
2007:Q4,15909378,7742,-150834,306127,298935,45976,1119471,6999605,226258,2376442,1576815,45064,2775026,311925,ND,453794,2953999,3097513,231676,1435,370,163969,67675,16118,51557,15270000,4884378,59186,1636214,681075,1838711,104161,1734550,ND,120993,99681,21312,184023,63049,29098,60679,211350,26627,54857,15746,114120,10385622,5247990,5090968,46664,2487860,2559332
2008:Q1,15671206,8057,-313165,302476,314071,53142,1210037,7254009,236807,2556533,1633398,48231,2779040,310906,ND,477350,2747026,2843693,210856,1744,485,179105,71414,16232,55182,14553950,5057710,64384,1599644,856945,1857943,122132,1735811,ND,122752,101866,20886,192186,65941,33023,59875,205017,23627,50062,16164,115164,9496240,4786880,4662608,46752,4055518,4186275
2008:Q2,15479786,8004,-334558,299125,309238,60308,1067593,7251129,226247,2587500,1634015,51399,2751968,303175,ND,511220,2701219,2788247,207761,2052,601,189321,115351,16346,99005,14123343,4824293,64320,1487846,745496,1787548,119365,1668183,ND,121650,101279,20371,203574,68833,37155,64739,243132,64627,45716,16581,116208,9299050,4701709,4549537,47804,3528055,3638417
2008:Q3,14876012,7630,-154373,314105,324345,64994,938343,7046114,191968,2833879,1525509,51180,2443578,286526,ND,500380,2490107,2582770,176416,2361,715,195273,100306,16458,83848,12055839,4625979,60489,1352787,708452,1559593,95360,1464233,ND,121020,101188,19832,183649,71724,40961,62688,464616,290890,39478,16997,117251,7429860,3636110,3745841,47909,3137738,3241052
2008:Q4,13941062,7547,93583,370133,372429,69679,584304,7255474,165451,3252974,1402180,50960,2383909,288211,ND,485938,1929859,2000508,132895,2669,830,186828,160175,16572,143603,10175358,4450813,66293,1302936,402252,1433169,91277,1341892,ND,128957,109357,19600,174271,74615,44522,58882,764916,556355,72852,17414,118295,5724545,2748428,2928147,47970,5967815,6127450
2009:Q1,13191437,7325,26057,363876,320793,74365,594427,7184917,152019,3417839,1319262,50741,2245056,254430,ND,468046,1712381,1749039,117988,3043,865,184331,129554,17016,112538,9502080,4321555,63648,1265830,520260,1455136,95352,1359784,ND,129634,109982,19652,199626,74987,43353,61623,507458,312544,60144,17527,117243,5180525,2456973,2675469,48083,5410292,5561851
2009:Q2,13824006,7605,-58756,360350,305926,79050,565739,7313629,137125,3461983,1284030,50521,2379970,260488,ND,472407,2037931,2024467,135200,3418,899,187611,128042,17460,110582,10764741,4297617,70145,1310456,477961,1604053,104479,1499574,ND,127286,107330,19956,213491,75359,42687,58661,317518,117211,66477,17639,116191,6467124,3162209,3255552,49363,3892902,4054450
2009:Q3,14902862,55953,14520,360729,295660,77963,546822,7497128,125504,3585857,1214081,54588,2517098,250049,ND,486006,2444023,2361405,166043,3792,934,195935,145900,17902,127998,12389789,4583309,122980,1374194,529590,1768269,132490,1635779,ND,123126,103066,20060,223172,75730,42067,57946,266235,59383,73964,17750,115138,7806480,3836151,3920909,49420,3985392,4131036
2009:Q4,15185547,55364,-23224,360953,299188,76875,510516,7479935,117157,3670597,1150004,58655,2483522,246731,ND,481558,2657426,2513901,183380,4166,968,191533,146277,18346,127931,12566667,4424656,119424,1258432,454792,1849084,156088,1692996,ND,119815,99267,20548,224943,76102,41180,59758,221126,12899,76279,17862,114086,8142011,3995295,4097179,49537,3363444,3489779
2010:Q1,15747523,53618,-16107,363850,294736,75788,565511,7613504,112902,3861702,1117221,62722,2458957,249548,ND,497532,2860612,2645400,201239,4538,1039,198101,138614,19149,119465,12914855,4494936,116245,1204754,548306,1920240,164254,1755986,ND,129068,106901,22167,197092,74168,39114,58212,207737,2627,74182,18192,112736,8419919,4135014,4235279,49626,3315812,3429046
2010:Q2,15274451,52228,-27205,366954,299479,74700,539772,7807987,104172,4069735,1148303,66790,2418987,227626,ND,496965,2540483,2330094,199073,4909,1110,202209,158067,19952,138115,12069058,4553622,113244,1221270,624296,1906228,137500,1768728,ND,134018,112033,21985,181500,72235,36722,60940,203169,3872,69388,18523,111386,7515436,3734612,3729883,50941,4211100,4310312
2010:Q3,16423947,54958,-62498,375208,294402,72232,604019,8295728,108359,4409180,1133061,69263,2575865,203004,ND,503799,2863550,2635958,233876,5281,1181,200495,142754,20754,122000,13686750,4823040,121830,1262385,680723,2049252,150910,1898342,ND,171150,149117,22033,176507,70302,34791,60384,195716,2688,64140,18852,110036,8863710,4475807,4336654,51249,4679187,4783698
2010:Q4,17033750,54387,-55048,390450,308214,69765,602868,8251601,102123,4458824,1095811,71736,2523107,161310,ND,494540,3213464,2927753,262540,5652,1251,203067,141936,21557,120379,14466112,4893573,121136,1303877,663728,2076281,173179,1903102,ND,171430,149304,22126,188737,68368,32814,64696,202506,2702,71938,19181,108685,9572539,4900246,4620850,51443,3541931,3652313
2011:Q1,17905579,55993,182868,411308,329613,67297,663707,8348169,118270,4540880,1079353,74208,2535458,165713,ND,486654,3437937,3094281,288517,5858,1392,202715,163557,23872,139685,15168980,5035161,127049,1338512,667214,2158332,190627,1967705,ND,182392,159803,22589,186623,65236,32112,60310,217381,2627,85594,19529,109631,10133819,5159980,4922315,51524,3089105,3194303
2011:Q2,18152500,56521,153136,430852,347122,64829,695781,8524303,117903,4690562,1074076,76680,2565082,184641,ND,490582,3459824,3109545,305244,6064,1533,202523,120000,26188,93812,15398929,5196798,135375,1242958,730799,2283987,191003,2092984,ND,203476,180780,22696,195084,62105,31288,60496,251230,2627,118151,19875,110577,10202131,5204875,4944415,52841,3375029,3473224
2011:Q3,17658067,55150,225472,450070,352780,69594,640442,8784448,112444,4974399,1088965,73494,2535146,242648,ND,509373,3027699,2687032,269189,6268,1674,212699,123529,28503,95026,13542638,5140695,136217,1195775,747506,2261213,169145,2092068,ND,199105,175847,23258,183218,58811,30280,69268,259302,3127,124431,20223,111521,8401943,4287221,4061664,53058,5107690,5213598
2011:Q4,18380603,54219,160033,472282,355623,74359,699590,8748658,102709,5004354,1078186,72370,2491039,220260,ND,530364,3397174,2968362,370368,6474,1815,210270,110752,30818,79934,13997587,5122930,136682,1066420,764723,2258733,151195,2107538,ND,211056,186552,24504,194275,55796,29492,70479,335274,102450,99788,20569,112467,8874657,4501438,4320052,53167,4630539,4716578
2012:Q1,19302267,54707,192184,486895,344891,79123,667957,8914172,110695,5145060,1073005,72248,2513164,172254,ND,508738,3845867,3317666,430177,6861,2058,213756,64961,31197,33764,14858905,5058865,137836,1041284,762351,2234208,148022,2086186,ND,224715,198148,26567,227630,55824,29358,68437,277222,49109,93573,21122,113418,9800040,5005403,4741340,53297,3873953,3950239
2012:Q2,19233131,53593,206029,496199,353852,83888,648182,8977826,95655,5310871,1031501,71656,2468143,180914,ND,517203,3716431,3243648,461534,7247,2303,215833,68449,31577,36872,14197831,5020514,138614,939913,776212,2276342,176582,2099760,ND,237868,210104,27764,234870,55524,29222,70591,261358,30596,94721,21673,114368,9177317,4673015,4449252,55050,4088231,4155820
2012:Q3,19937760,54463,149447,519466,371304,90406,672010,9246740,100902,5472716,1039312,73381,2560429,154734,ND,525897,3940042,3431446,478132,7634,2546,223116,70377,31955,38422,15114614,5197577,141855,965122,781475,2433333,167992,2265341,ND,241470,211325,30145,237210,55398,29087,71144,241483,15177,88763,22225,115318,9917037,5048350,4813387,55300,3873113,3925606
2012:Q4,19937489,54277,23409,540569,393657,96923,692356,9364792,102775,5571482,1001204,74327,2615004,100070,ND,499962,3952993,3415843,495445,8020,2789,222206,74178,32334,41844,15629169,5268091,138934,919488,800729,2513702,179089,2334613,ND,261755,228943,32812,238978,55189,28951,73693,236672,11516,86112,22776,116268,10361078,5321857,4983895,55326,3561985,3619761
2013:Q1,21025661,52945,111667,543233,392456,103441,755003,9496308,109819,5721311,957298,74873,2633007,108733,ND,502125,4393282,3753579,503705,6987,2580,224769,74848,33263,41585,16179575,5334876,135117,970235,789666,2564177,207256,2356921,ND,276191,243566,32625,205618,54498,28638,72797,237939,10682,87441,23260,116556,10844699,5546349,5242987,55363,3208352,3248377
2013:Q2,21281560,53113,394353,551516,399339,109958,738522,9273680,111369,5595017,904088,72752,2590454,137224,ND,502482,4463414,3849140,503450,5955,2371,227301,69742,34194,35548,16060972,5294930,134500,1020366,748697,2497243,236697,2260546,ND,293535,259681,33854,223264,53743,28324,76910,218348,4305,73458,23742,116843,10766042,5541381,5167442,57219,2765715,2825067
2013:Q3,21900252,54177,347431,574049,419792,108058,737002,9407294,89796,5652820,926012,72956,2665710,102773,ND,504399,4776194,4044256,522066,4921,2162,227712,67966,35123,32843,17232444,5383724,136548,1011247,765284,2564264,246118,2318146,ND,308741,273982,34759,206777,53039,28009,78562,231253,3137,86760,24226,117130,11848720,6084914,5706527,57279,2713453,2761416
2013:Q4,22924938,54386,292241,591329,445130,106157,726496,9586906,101333,5792616,883776,73754,2735427,82978,ND,505202,5205378,4443216,553065,3888,1952,224285,102329,36052,66277,17902710,5318250,133358,950580,692177,2573471,206702,2366769,ND,323999,289443,34556,199944,52339,27695,70993,293694,2898,148671,24708,117417,12584460,6472877,6054227,57356,2939543,3017100
2014:Q1,23464175,54585,338218,621310,461470,104257,786847,9790350,106511,5948311,861813,76686,2797029,117551,ND,501468,5379704,4389794,567111,5559,2644,237651,105656,35964,69692,18342389,5504076,133093,944194,746946,2639349,218423,2420926,ND,346652,311966,34686,263606,51219,25994,64763,288260,3033,141726,25125,118376,12838313,6647696,6133261,57356,2583282,2652910
2014:Q2,24289359,54594,366542,638009,495840,102356,819618,9963896,117135,6018693,870103,78771,2879194,103485,ND,515674,5636133,4621127,613584,7231,3334,242485,105451,35876,69575,19221155,5620061,133994,900467,703420,2810627,247979,2562648,ND,370794,334454,36340,264093,50109,24293,67830,294434,2750,146804,25543,119337,13601094,7101816,6440552,58726,2630896,2696279
2014:Q3,24521032,52358,378140,641614,492053,103830,805349,10024254,119584,6069151,888338,82018,2865163,119281,ND,562078,5710229,4655714,622643,8902,4026,236833,103728,35788,67940,18733657,5664198,125874,950339,735662,2791293,213664,2577629,ND,381131,344629,36502,272358,48964,22591,66109,269877,2866,120757,25958,120296,13069459,6828948,6181309,59202,2705756,2786822
2014:Q4,25055888,51166,257591,674173,499153,105303,831976,10174192,107983,6157966,899645,84149,2924449,111901,ND,561136,5920568,4895752,616636,10573,4716,236848,104204,35699,68505,18414226,5524597,118883,827576,708634,2789875,202922,2586953,173600,417924,380546,37378,260538,47831,20890,65621,266825,4154,115041,26375,121255,12889629,6770629,6059586,59414,3166776,3252308
2015:Q1,25534401,48718,261624,690865,506289,106777,833718,10306470,118437,6172631,890405,86818,3038179,132698,ND,593959,5974124,5077375,647561,9413,4214,241133,99463,36414,63049,19053337,5598503,108086,810222,785016,2788889,231218,2557671,179925,435542,398035,37507,261751,48564,20987,64871,274575,3436,121860,26896,122383,13454834,7174471,6218863,61500,3320520,3409198
2015:Q2,25481664,49668,245179,687913,491388,108250,747019,10413407,113068,6163141,935243,87955,3114000,129716,ND,611547,5888594,5098151,662859,8253,3712,244039,91969,37131,54838,19067833,5455491,109162,728228,761598,2754601,221326,2533275,186250,443615,406641,36974,259780,49298,21085,65127,262997,3261,108808,27417,123511,13612342,7311250,6239591,61501,2443848,2492288
2015:Q3,24572489,49574,241652,693057,474034,107918,769808,10326041,100829,6105885,923836,89140,3106351,207648,ND,611802,5374469,4773045,612040,7093,3210,247543,73555,37846,35709,17648662,5364019,109042,668979,854126,2659931,216880,2443051,192575,458016,420536,37480,223397,50030,21182,66664,252652,3307,96769,27938,124638,12284643,6545989,5677143,61511,2712045,2768075
2015:Q4,24920921,48938,198003,706822,480171,107585,686116,10337311,104267,6146221,916456,90784,3079583,190808,ND,620994,5500927,5110389,600568,5933,2707,247371,76278,38561,37717,17847159,5217148,106412,590920,789473,2623080,195902,2427178,198900,478004,440505,37499,246935,50763,21278,66478,243805,3623,85958,28458,125766,12630011,6756163,5812337,61511,2388893,2443371
2016:Q1,25327663,49753,169164,727293,499368,107253,724454,10639657,102467,6284434,947438,92081,3213237,222783,ND,607864,5413274,5208685,617604,8687,3014,251416,77394,38860,38534,17943195,5363177,108537,622895,853551,2672148,228772,2443376,212975,495775,457714,38061,229759,56828,19791,70297,233596,2772,75704,26334,128786,12580018,6665318,5851700,63000,3021768,3057027
2016:Q2,25940643,49401,217483,741073,523829,106920,769906,10855555,109494,6279053,982152,96186,3388670,211084,ND,636956,5450247,5409046,628483,11442,3321,255078,70819,39158,31661,18102006,5490053,109040,595204,953390,2709524,228161,2481363,227050,521848,484473,37375,218753,62892,18304,68316,232782,5620,71143,24212,131807,12611953,6728339,5820403,63211,3258999,3312870
2016:Q3,26619959,49294,154236,749237,530938,100113,763784,10906456,129951,6155875,1010798,97921,3511911,205336,ND,670592,5711178,5651118,677779,14196,3628,251969,180105,39456,140649,18901773,5512447,111273,576006,949300,2740796,186399,2554397,241125,514616,477525,37091,210121,68957,16817,70804,253757,9629,87215,22087,134826,13389326,7148103,6177992,63231,2734700,2786084
2016:Q4,26539389,47476,54000,766888,550755,93305,735784,10661134,140752,6002797,991622,96164,3429799,200805,ND,679396,5782680,5823354,694233,16950,3934,253526,175169,39754,135415,18734367,5338980,106133,500567,905384,2672086,167739,2504347,255200,510577,474584,35993,209615,75021,15330,68952,275315,8189,109317,19963,137846,13395387,7146320,6185809,63258,2162275,2220453
2017:Q1,27652569,47918,106954,794720,571838,86498,757614,10765439,134523,6075334,972472,97784,3485326,229391,ND,693580,6193511,6201924,728677,17637,4037,269847,182984,42349,140635,20031261,5620667,107566,588734,919470,2799172,192732,2606440,263925,519811,466798,53013,224706,80794,16220,74372,289822,7701,119120,19798,143203,14410594,7712310,6634191,64093,1914976,1954447
2017:Q2,28477656,49138,91524,812846,590879,79690,773259,11106342,139658,6151906,991768,102253,3720757,284528,ND,693002,6315896,6400410,795397,18323,4140,277419,184863,44943,139920,20995175,5776753,110824,656762,910647,2898200,198969,2699231,272650,528408,476392,52016,197376,86566,17109,74857,296004,5696,122115,19632,148561,15218422,8206770,6947525,64127,1894288,1931341
2017:Q3,29441308,49912,126826,834272,589327,86542,757914,11356291,125155,6301939,1006139,104426,3818632,290274,ND,690513,6669995,6689764,794253,19010,4243,291226,190946,47537,143409,22178946,5983455,112687,767944,885752,2991622,217050,2774572,281375,539619,486324,53295,205854,92339,17998,76746,292894,6246,113263,19467,153918,16195491,8724834,7405893,64764,1671337,1705114
2017:Q4,30385444,50294,157955,848459,564623,93394,779604,11341939,135424,6211279,1012181,105738,3877317,375021,ND,690472,7019413,7115858,828744,19696,4345,299562,196065,50131,145934,23022975,6156268,112109,757747,872287,3186277,236034,2950243,290100,543694,487321,56373,181213,98110,18887,77075,308869,14693,115601,19300,159275,16866707,9118138,7683805,64764,1523171,1560816
2018:Q1,30329150,51344,129611,876344,591240,100245,751420,11294588,150047,6223434,1031911,103558,3785638,407410,ND,665950,7055819,7042226,824862,17384,7099,314048,199560,52409,147151,22843431,6348367,115165,804362,862730,3261178,273986,2987192,302325,550074,491836,58238,232587,90223,33556,77519,320973,7637,134674,18934,159728,16495064,9140032,7290268,64764,1462535,1522631
2018:Q2,30885377,49674,181514,898372,609647,107097,714560,11188697,142736,6225015,1048457,103254,3669235,695951,408861,620122,7184948,7237920,852295,15071,9853,322686,196970,54686,142284,22461541,6385028,113934,832711,869756,3241960,292564,2949396,314550,556781,505122,51659,236344,82336,48231,78762,324213,3717,141746,18568,160182,16076513,8845101,7165370,66042,1454663,1525923
2018:Q3,31829277,49274,152397,920494,607537,108885,631763,11208142,137540,6225896,1051954,103207,3689545,734815,438793,619002,7575650,7807010,844559,12759,12606,329325,215059,56963,158096,22675959,6409496,112571,830262,839593,3287879,318343,2969536,326775,576277,526270,50007,232630,74448,62916,77111,315809,2700,134274,18201,160634,16266463,8980931,7219440,66092,1380607,1447261
2018:Q4,29945569,49117,206840,927992,601858,110674,730464,11186039,124727,6270130,1087036,101555,3602591,778895,459125,601341,6629533,6745536,799015,10446,15360,332714,219745,59240,160505,20718595,6613870,114613,824094,989552,3294949,310386,2984563,339000,596120,545513,50607,231652,66560,77515,79418,339397,6833,153643,17834,161087,14104725,7899563,6139070,66092,1407548,1449590
2019:Q1,32042661,49027,122335,930264,598888,112462,848978,11573020,116436,6473999,1117562,104874,3760149,817975,483210,582051,7243390,7660183,908971,10516,15518,342035,227048,59743,167305,22274424,6676507,113989,745933,1173960,3328835,311272,3017563,349850,605363,546613,58750,122975,67008,78383,77730,362331,3991,177852,18032,162456,15597917,8687158,6844667,66092,1464484,1500077
2019:Q2,32916154,49096,95888,950737,609530,114250,804041,11821425,115666,6625860,1152055,106987,3820857,820228,501410,580534,7621167,7974772,874924,10587,15676,342350,230949,60247,170702,22850411,6825089,117183,724556,1148378,3469109,321048,3148061,360700,645929,588809,57120,122757,67455,79194,77056,373472,2643,188775,18230,163824,16025322,8894576,7063305,67441,1756399,1772165
2019:Q3,33606043,48146,109671,969462,604697,116179,823562,12328436,137114,6960290,1205525,109302,3916205,832468,502734,575107,7659531,8075327,870664,10657,15834,343212,223090,60750,162340,22795082,7016777,116454,749719,1298164,3507213,295773,3211440,371550,677637,620463,57174,70590,67903,79980,81777,367340,3599,180120,18428,165193,15778305,8722334,6988512,67459,2047868,2078260
2019:Q4,35051020,48835,123566,987016,599843,118109,814502,12368484,130213,6917822,1230694,110302,3979453,856818,522617,568167,8278548,8790514,899584,10727,15992,349091,221224,61253,159971,24044476,7013039,118305,763986,1223760,3558317,291405,3266912,382400,690288,632646,57642,86822,68349,80810,81639,340763,6355,149222,18625,166561,17031437,9478014,7485964,67459,1770251,1790402
2020:Q1,32488840,48199,473384,1059826,712826,120038,924628,12360564,99902,7059898,1323964,107906,3768894,923284,532621,551608,6852288,7018103,799809,8444,12585,367054,256200,60722,195478,20690421,7431026,116735,938328,1325719,3272313,264240,3008073,389350,778868,715911,62957,44540,72221,92411,78620,711271,360301,165150,20077,165743,13259395,7442650,5747988,68757,2964959,2999008
2020:Q2,35752617,48584,287687,1073435,685970,121967,854476,12955107,107884,7199344,1292944,114138,4240797,912561,557207,535604,8290190,8428289,908583,6161,9180,386348,248475,60193,188282,22762836,7333193,122736,807074,1231270,3525261,273414,3251847,396300,741258,685734,55524,69619,76094,104253,75441,580187,229511,164220,21530,164926,15429643,8574871,6786005,68767,2728570,2750789
2020:Q3,37452803,49709,221802,1106694,685775,129463,860055,13028172,89737,7253228,1249656,115474,4320077,907674,561209,533852,9154869,9162839,951188,3878,5773,405943,245117,59662,185455,23613258,7226624,127814,868794,1205838,3610038,268072,3341966,403250,736148,685045,51103,44209,79964,116026,75894,361899,26522,148289,22981,164107,16386634,9142675,7174977,68982,2518221,2545162
2020:Q4,40321971,50864,152929,1143082,665097,136960,898643,13254246,86304,7291566,1276402,118252,4481722,890697,566038,497780,10673362,10262872,1024306,1594,2366,429960,237213,59131,178082,26321866,7443762,133700,836844,1279249,3753935,217702,3536233,410200,754832,698973,55859,40735,83837,127802,81616,351212,20510,142980,24433,163289,18878104,10615016,8193782,69306,2552650,2545955
