1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,12573,0,117,2199,1585,0,0,3145,113,2800,0,0,232,0,ND,575,2305,2212,0,0,0,435,0,0,0,26311,15481,1293,10,0,2880,0,2880,ND,10236,645,9591,374,0,0,452,236,236,0,0,0,10830,944,9251,635,0,0
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,13503,0,592,1988,1727,0,0,3371,144,2900,0,0,327,0,ND,607,2490,2334,0,0,0,394,0,0,0,27842,16215,1462,10,0,2871,0,2871,ND,10598,618,9980,416,0,0,449,409,409,0,0,0,11627,708,10284,635,0,0
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,16337,0,774,2035,1954,0,0,4819,202,4300,0,0,317,0,ND,700,2925,2691,0,0,0,439,0,0,0,29604,16464,1446,57,0,3122,0,3122,ND,10492,362,10130,458,0,0,445,444,444,0,0,0,13140,1175,11330,635,0,0
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,17154,0,1326,1700,1666,0,0,4894,293,4278,0,0,323,0,ND,755,3450,2903,0,0,0,460,0,0,0,31671,17172,1426,91,0,3399,0,3399,ND,10814,462,10352,505,0,0,490,447,447,0,0,0,14499,1390,12474,635,0,0
1952:Q1,17308,0,1529,1695,1660,0,0,4797,281,4186,0,0,330,0,ND,767,3454,2949,0,0,0,457,0,0,0,31253,17417,1466,84,0,3438,0,3438,ND,11007,513,10494,519,0,0,462,441,441,0,0,0,13836,363,12838,635,0,0
1952:Q2,17895,0,1681,1818,1697,0,0,4907,268,4303,0,0,336,0,ND,783,3539,3011,0,0,0,459,0,0,0,32485,17651,1446,102,0,3487,0,3487,ND,11169,559,10610,543,0,0,469,435,435,0,0,0,14834,789,13410,635,0,0
1952:Q3,18511,0,1474,2302,1656,0,0,5305,288,4668,0,0,349,0,ND,794,3434,3055,0,0,0,491,0,0,0,33187,17715,1456,98,0,3404,0,3404,ND,11318,554,10764,555,0,0,462,422,422,0,0,0,15472,1128,13709,635,0,0
1952:Q4,18555,0,1513,1950,1807,0,0,5136,309,4468,0,0,359,0,ND,814,3705,3131,0,0,0,499,0,0,0,34068,17826,1462,75,0,3426,0,3426,ND,11339,576,10763,573,0,0,518,433,433,0,0,0,16242,1459,14148,635,0,0
1953:Q1,18476,0,1481,1781,1852,0,0,5257,306,4609,0,0,342,0,ND,834,3569,3206,0,0,0,496,0,0,0,34664,18017,1460,102,0,3477,0,3477,ND,11453,528,10925,588,0,0,493,444,444,0,0,0,16647,1492,14520,635,0,0
1953:Q2,18787,0,1571,1734,1969,0,0,5488,305,4823,0,0,360,0,ND,842,3476,3237,0,0,0,470,0,0,0,35178,18204,1418,74,0,3352,0,3352,ND,11804,480,11324,605,0,0,529,422,422,0,0,0,16974,1399,14940,635,0,0
1953:Q3,19204,0,1614,1679,2050,0,0,5787,356,5056,0,0,375,0,ND,861,3430,3312,0,0,0,471,0,0,0,35908,18676,1439,85,0,3307,0,3307,ND,12290,423,11867,619,0,0,518,418,418,0,0,0,17232,1290,15307,635,0,0
1953:Q4,19493,0,1433,1498,2408,0,0,5810,401,5035,0,0,374,0,ND,877,3650,3374,0,0,0,443,0,0,0,36504,18919,1367,114,0,3314,0,3314,ND,12573,461,12112,632,0,0,499,420,420,0,0,0,17585,1329,15621,635,0,0
1954:Q1,20379,0,1361,1508,2683,0,0,6055,382,5306,0,0,367,0,ND,894,3996,3440,0,0,0,442,0,0,0,36996,19002,1323,115,0,3485,0,3485,ND,12543,464,12079,644,0,0,497,395,395,0,0,0,17994,1439,15920,635,0,0
1954:Q2,21067,0,1353,1622,2964,0,0,5920,369,5192,0,0,359,0,ND,916,4353,3522,0,0,0,417,0,0,0,37465,18947,1303,128,0,3422,0,3422,ND,12459,432,12027,661,0,0,520,454,454,0,0,0,18518,1554,16329,635,0,0
1954:Q3,21976,0,1368,1362,3223,0,0,6268,350,5537,0,0,381,0,ND,936,4804,3602,0,0,0,413,0,0,0,37742,18853,1175,150,0,3324,0,3324,ND,12464,546,11918,670,0,0,549,521,521,0,0,0,18889,1708,16546,635,0,0
1954:Q4,22769,0,1414,1708,2900,0,0,6430,584,5466,0,0,380,0,ND,956,5254,3677,0,0,0,430,0,0,0,38592,19144,1185,158,0,3264,0,3264,ND,12722,747,11975,686,0,0,598,531,531,0,0,0,19448,1868,16945,635,0,0
1955:Q1,22766,0,1427,1360,2937,0,0,6429,567,5472,0,0,390,0,ND,978,5407,3763,0,0,0,465,0,0,0,38932,19117,1141,147,0,3170,0,3170,ND,12706,758,11948,698,0,0,622,633,633,0,0,0,19815,1934,17246,635,0,0
1955:Q2,23536,0,1484,1432,2922,0,0,6411,457,5558,0,0,396,0,ND,1004,5981,3861,0,0,0,441,0,0,0,39825,19271,1121,127,0,3112,0,3112,ND,12818,813,12005,718,0,0,643,732,732,0,0,0,20554,2168,17751,635,0,0
1955:Q3,24236,0,1474,1378,2985,0,0,6611,460,5746,0,0,405,0,ND,1025,6349,3941,0,0,0,473,0,0,0,40420,19333,1108,123,0,3072,0,3072,ND,12863,892,11971,733,0,0,627,807,807,0,0,0,21087,2333,18119,635,0,0
1955:Q4,24506,0,1390,1532,2799,0,0,6676,439,5803,0,0,434,0,ND,1047,6575,4029,0,0,0,458,0,0,0,41138,19423,1044,129,0,3071,0,3071,ND,12899,955,11944,754,0,0,652,874,874,0,0,0,21715,2439,18641,635,0,0
1956:Q1,25539,0,1526,1582,2577,0,0,7115,476,6189,0,0,450,0,ND,1073,7074,4126,0,0,0,466,0,0,0,42233,19752,1048,95,0,3161,0,3161,ND,12973,990,11983,777,0,0,714,984,984,0,0,0,22481,2642,19204,635,0,0
1956:Q2,25745,0,1440,1623,2772,0,0,7200,486,6244,0,0,470,0,ND,1095,6899,4211,0,0,0,505,0,0,0,43237,20136,979,141,0,3242,0,3242,ND,13134,1026,12108,804,0,0,731,1105,1105,0,0,0,23101,2591,19875,635,0,0
1956:Q3,26381,0,1693,1563,2811,0,0,7566,579,6500,0,0,487,0,ND,1114,6805,4286,0,0,0,543,0,0,0,44455,20518,1052,119,0,3316,0,3316,ND,13146,1080,12066,838,0,0,757,1290,1290,0,0,0,23937,2565,20702,670,0,0
1956:Q4,26301,0,1643,1753,2657,0,0,7261,671,6089,0,0,501,0,ND,1126,6961,4333,0,0,0,567,0,0,0,46467,21542,1608,138,0,3381,0,3381,ND,13315,1210,12105,875,0,0,788,1437,1437,0,0,0,24925,2625,21630,670,0,0
1957:Q1,25791,0,1538,1456,2729,0,0,7348,787,6028,0,0,533,0,ND,1138,6621,4375,0,0,0,586,0,0,0,47562,22166,1588,198,0,3598,0,3598,ND,13421,1203,12218,900,0,0,767,1694,1694,0,0,0,25396,2486,22240,670,0,0
1957:Q2,26750,0,1473,2082,2598,0,0,7262,773,5944,0,0,545,0,ND,1151,7112,4427,0,0,0,645,0,0,0,49531,22754,1649,176,0,3724,0,3724,ND,13460,1258,12202,949,0,0,807,1989,1989,0,0,0,26777,2645,23462,670,0,0
1957:Q3,25922,0,1444,1998,2599,0,0,7142,967,5608,0,0,567,0,ND,1155,6484,4441,0,0,0,659,0,0,0,50246,23274,1898,153,0,3755,0,3755,ND,13565,1382,12183,968,0,0,813,2122,2122,0,0,0,26972,2388,23914,670,0,0
1957:Q4,25964,0,1395,2102,2533,0,0,7475,954,5930,0,0,591,0,ND,1178,6091,4532,0,0,0,658,0,0,0,51318,24009,1975,131,0,3816,0,3816,ND,14162,1537,12625,988,0,0,876,2061,2061,0,0,0,27309,2233,24406,670,0,0
1958:Q1,26455,0,1577,1669,3473,0,0,6980,1067,5288,0,0,625,0,ND,1197,6328,4603,0,0,0,628,0,0,0,52351,24626,2042,160,0,4087,0,4087,ND,14329,1628,12701,1001,0,0,825,2182,2182,0,0,0,27725,2320,24735,670,0,0
1958:Q2,26876,0,1693,1945,3524,0,0,6346,911,4811,0,0,624,0,ND,1217,6840,4681,0,0,0,630,0,0,0,53879,25336,2084,132,0,4427,0,4427,ND,14436,1757,12679,1026,0,0,863,2368,2368,0,0,0,28543,2514,25359,670,0,0
1958:Q3,28095,0,1654,1596,3534,0,0,7141,868,5649,0,0,624,0,ND,1236,7537,4754,0,0,0,643,0,0,0,55061,25869,2031,172,0,4515,0,4515,ND,14776,1923,12853,1041,0,0,860,2474,2474,0,0,0,29192,2786,25736,670,0,0
1958:Q4,29455,0,1473,2006,3414,0,0,7523,843,6035,0,0,645,0,ND,1262,8305,4853,0,0,0,619,0,0,0,56400,26292,1958,149,0,4734,0,4734,ND,15114,1991,13123,1066,0,0,871,2400,2400,0,0,0,30108,3095,26343,670,0,0
1959:Q1,30368,0,1636,1950,3444,0,0,7946,753,6542,0,0,651,0,ND,1288,8475,4956,0,0,0,673,0,0,0,57028,26282,1793,143,0,4903,0,4903,ND,15059,1894,13165,1088,0,0,840,2456,2456,0,0,0,30746,3193,26883,670,0,0
1959:Q2,32798,0,1544,2122,3084,0,0,9867,744,8454,0,0,669,0,ND,1322,9039,5086,0,0,0,734,0,0,0,58947,27176,2111,137,0,4968,0,4968,ND,15346,1929,13417,1119,0,0,910,2585,2585,0,0,0,31771,3451,27650,670,0,0
1959:Q3,33591,0,1416,2046,2873,0,0,11068,729,9635,0,0,704,0,ND,1348,8906,5186,0,0,0,748,0,0,0,59599,27321,2085,145,0,5098,0,5098,ND,15527,2010,13517,1139,0,0,914,2413,2413,0,0,0,32278,3452,28156,670,0,0
1959:Q4,34574,0,1415,2140,2575,0,0,11706,757,10360,0,0,589,0,ND,1363,9363,5241,0,0,0,771,0,0,0,60375,27349,1997,132,0,5207,0,5207,ND,15477,2139,13338,1160,0,0,964,2412,2412,0,0,0,33026,3689,28667,670,0,0
1960:Q1,34309,0,1703,1576,2475,0,0,12092,1083,10387,0,0,622,0,ND,1384,8811,5323,0,0,0,945,0,0,0,61218,27771,1888,121,0,5486,0,5486,ND,15576,2050,13526,1183,0,0,964,2553,2553,0,0,0,33447,3544,29233,670,0,0
1960:Q2,35235,0,2059,1873,2603,0,0,11990,1041,10296,0,0,653,0,ND,1399,9081,5383,0,0,0,847,0,0,0,62507,28428,1807,140,0,5611,0,5611,ND,15870,2021,13849,1197,0,0,1100,2703,2703,0,0,0,34079,3753,29576,750,0,0
1960:Q3,35471,0,2293,1836,2822,0,0,12336,1234,10429,0,0,673,0,ND,1420,8460,5463,0,0,0,841,0,0,0,63098,28841,1705,191,0,5687,0,5687,ND,16135,2030,14105,1211,0,0,1114,2798,2798,0,0,0,34257,3580,29927,750,0,0
1960:Q4,36920,0,2203,2122,2859,0,0,12610,1291,10651,0,0,668,0,ND,1429,9302,5496,0,0,0,899,0,0,0,65461,30027,1555,148,0,5784,0,5784,ND,16636,2245,14391,1239,0,0,1725,2940,2940,0,0,0,35434,3984,30626,824,0,0
1961:Q1,38640,0,2424,2642,2463,0,0,12654,1343,10635,0,0,676,0,ND,1449,10468,5571,0,0,0,969,0,0,0,67165,30511,1555,189,0,5869,0,5869,ND,17147,2210,14937,1269,0,0,1465,3017,3017,0,0,0,36654,4479,31351,824,0,0
1961:Q2,38798,0,2691,2518,2628,0,0,12291,1322,10288,0,0,681,0,ND,1472,10536,5662,0,0,0,1000,0,0,0,68251,30944,1705,213,0,6042,0,6042,ND,16919,2346,14573,1297,0,0,1648,3120,3120,0,0,0,37307,4440,32043,824,0,0
1961:Q3,40429,0,2679,2744,2903,0,0,12987,1441,10874,0,0,672,0,ND,1485,10900,5713,0,0,0,1018,0,0,0,70358,32197,2064,238,0,6109,0,6109,ND,17524,2375,15149,1328,0,0,1800,3134,3134,0,0,0,38161,4524,32813,824,0,0
1961:Q4,41408,0,2089,3098,2911,0,0,13064,1360,11035,0,0,669,0,ND,1497,11808,5756,0,0,0,1185,0,0,0,72101,32837,1806,236,0,6221,0,6221,ND,18192,2727,15465,1350,0,0,1831,3201,3201,0,0,0,39264,4902,33367,995,0,0
1962:Q1,41865,0,2251,3381,2904,0,0,13277,1384,11023,84,0,786,0,ND,1508,11548,5801,0,0,0,1195,0,0,0,73513,33789,1686,234,0,6422,0,6422,ND,18743,2966,15777,1370,0,0,2085,3249,3249,0,0,0,39724,4878,33851,995,0,0
1962:Q2,39583,0,2223,3420,2991,0,0,13719,1317,11468,169,0,765,0,ND,1528,8793,5879,0,0,0,1030,0,0,0,74099,34725,1963,296,0,6737,0,6737,ND,18893,2972,15921,1397,0,0,2039,3400,3400,0,0,0,39374,3847,34532,995,0,0
1962:Q3,40428,0,2241,2861,3129,0,0,14379,1293,12118,253,0,715,0,ND,1542,9267,5931,0,0,0,1078,0,0,0,75385,35051,1528,788,0,6831,0,6831,ND,18747,2991,15756,1423,0,0,2259,3475,3475,0,0,0,40334,4185,35154,995,0,0
1962:Q4,42256,0,1736,3233,3409,0,0,14797,1387,12379,337,0,694,0,ND,1559,10336,5996,0,0,0,1190,0,0,0,77078,35421,1163,790,0,7215,0,7215,ND,19053,2907,16146,1450,0,0,2304,3446,3446,0,0,0,41657,4714,35826,1117,0,0
1963:Q1,43844,0,2424,2914,3802,0,0,14941,1370,12498,421,0,652,0,ND,1574,10950,6052,0,0,0,1187,0,0,0,79175,36391,1242,828,0,7709,0,7709,ND,19390,2812,16578,1486,0,0,2240,3496,3496,0,0,0,42784,4943,36724,1117,0,0
1963:Q2,45663,0,2254,3250,3939,0,0,15692,1427,13051,504,0,710,0,ND,1601,11526,6160,0,0,0,1241,0,0,0,81622,37831,1235,1065,0,8216,0,8216,ND,20163,2932,17231,1522,0,0,1868,3762,3762,0,0,0,43791,5053,37621,1117,0,0
1963:Q3,46906,0,2295,3169,4128,0,0,16030,1568,13169,588,0,705,0,ND,1627,12031,6256,0,0,0,1370,0,0,0,82575,38119,1204,1000,0,8287,0,8287,ND,20371,3067,17304,1548,0,0,1916,3793,3793,0,0,0,44456,5094,38245,1117,0,0
1963:Q4,47404,0,1853,3499,4260,0,0,15893,1437,13033,672,0,751,0,ND,1617,12485,6218,0,0,0,1579,0,0,0,84233,38757,1247,731,0,8208,0,8208,ND,21145,3373,17772,1584,0,0,1949,3893,3893,0,0,0,45476,5145,39152,1179,0,0
1964:Q1,48289,0,1875,3573,4530,0,0,15514,1582,12394,756,0,782,0,ND,1634,13137,6287,0,0,0,1739,0,0,0,86018,39631,1344,867,0,8097,0,8097,ND,21825,3551,18274,1615,0,0,2058,3825,3825,0,0,0,46387,5300,39908,1179,0,0
1964:Q2,49235,0,1602,3924,4870,0,0,15619,1696,12267,840,0,816,0,ND,1658,13468,6379,0,0,0,1715,0,0,0,87613,40184,968,978,0,8249,0,8249,ND,22494,3685,18809,1654,0,0,2089,3752,3752,0,0,0,47429,5332,40868,1229,0,0
1964:Q3,50938,0,1714,4152,5185,0,0,16292,1653,12816,924,0,899,0,ND,1671,13766,6428,0,0,0,1730,0,0,0,89549,41177,878,1243,0,8205,0,8205,ND,23097,3899,19198,1691,0,0,2333,3730,3730,0,0,0,48372,5352,41791,1229,0,0
1964:Q4,56394,0,1779,8253,5515,0,0,16908,1620,13321,1008,0,959,0,ND,1681,13835,6466,0,0,0,1957,0,0,0,92885,43574,1201,1097,0,8675,0,8675,ND,24262,4544,19718,1730,0,0,2697,3912,3912,0,0,0,49311,5270,42750,1291,0,0
1965:Q1,56567,0,2137,8010,5669,0,0,16492,1885,12538,1092,0,977,0,ND,1719,13914,6610,0,0,0,2016,0,0,0,95168,44424,1191,1033,0,8765,0,8765,ND,25355,5170,20185,1791,0,0,2518,3771,3771,0,0,0,50744,5180,44273,1291,0,0
1965:Q2,56337,0,2489,7984,5853,0,0,16197,1859,12286,1176,0,876,0,ND,1717,13279,6602,0,0,0,2216,0,0,0,97094,45312,1713,822,0,8835,0,8835,ND,25685,4957,20728,1849,0,0,2543,3865,3865,0,0,0,51782,4809,45682,1291,0,0
1965:Q3,58131,0,2364,8254,5959,0,0,16568,1940,12507,1260,0,861,0,ND,1747,14296,6721,0,0,0,2222,0,0,0,98686,45706,1796,892,0,8977,0,8977,ND,25677,4989,20688,1888,0,0,2497,3979,3979,0,0,0,52980,5041,46648,1291,0,0
1965:Q4,59099,0,1753,8509,6081,0,0,17385,1982,13056,1344,0,1003,0,ND,1761,14599,6771,0,0,0,2240,0,0,0,106076,46482,1644,781,0,9135,0,9135,ND,26170,4983,21187,2155,0,0,2669,3928,3928,0,0,0,59594,5048,53255,1291,0,0
1966:Q1,58696,0,2020,8594,6291,0,0,16822,1996,12189,1428,0,1209,0,ND,1786,14027,6871,0,0,0,2285,0,0,0,107344,46968,1288,884,0,9494,0,9494,ND,26513,4880,21633,2195,0,0,2757,3837,3837,0,0,0,60376,4846,54239,1291,0,0
1966:Q2,58496,0,2157,8713,6497,0,0,17057,2121,11634,1512,0,1790,0,ND,1810,12923,6963,0,0,0,2376,0,0,0,109520,47913,1429,917,0,9629,0,9629,ND,26950,4882,22068,2255,0,0,2806,3927,3927,0,0,0,61607,4592,55724,1291,0,0
1966:Q3,58787,0,3446,8868,6466,0,0,17181,2388,11249,1596,0,1948,0,ND,1806,11455,6948,0,0,0,2617,0,0,0,110537,48239,1520,932,0,9736,0,9736,ND,26806,4786,22020,2301,0,0,2889,4055,4055,0,0,0,62298,4122,56875,1301,0,0
1966:Q4,61776,0,4444,9225,6413,0,0,17261,2212,11152,1680,0,2217,0,ND,1846,12643,7101,0,0,0,2843,0,0,0,111570,49309,1647,885,0,9870,0,9870,ND,27407,4802,22605,2296,0,0,3011,4193,4193,0,0,0,62261,4324,56746,1191,0,0
1967:Q1,65976,0,3806,9130,6852,0,0,17879,2228,11507,1764,0,2380,0,ND,1890,16002,7267,0,0,0,3150,0,0,0,113787,49613,671,951,0,10159,0,10159,ND,28488,4741,23747,2350,0,0,3242,3752,3752,0,0,0,64174,4875,58075,1224,0,0
1967:Q2,70238,0,3630,9121,7233,0,0,18260,2234,11537,1848,0,2641,0,ND,1935,19156,7442,0,0,0,3461,0,0,0,116280,51163,1105,843,0,10396,0,10396,ND,29177,4555,24622,2385,0,0,3378,3879,3879,0,0,0,65117,4919,58932,1266,0,0
1967:Q3,77391,0,4813,9447,7437,0,0,18991,2155,12022,1932,0,2882,0,ND,1964,23588,7556,0,0,0,3595,0,0,0,119266,52573,1572,827,0,10785,0,10785,ND,29688,4696,24992,2433,0,0,3429,3839,3839,0,0,0,66693,5227,60123,1343,0,0
1967:Q4,81777,0,5412,9787,7679,0,0,20037,2247,13239,2016,0,2535,0,ND,2003,25511,7705,0,0,0,3643,0,0,0,125183,55503,2765,1055,0,11086,0,11086,ND,30366,4848,25518,2552,0,0,3696,3983,3983,0,0,0,69680,5238,63058,1384,0,0
1968:Q1,81910,0,6294,9801,7374,0,0,19877,2362,12334,2100,0,3081,0,ND,2077,24631,7988,0,0,0,3868,0,0,0,127631,57074,3223,1357,0,11389,0,11389,ND,30999,4669,26330,2598,0,0,3655,3853,3853,0,0,0,70557,4938,64197,1422,0,0
1968:Q2,86600,0,7560,9824,7061,0,0,19346,2475,11020,2184,0,3667,0,ND,2107,28212,8105,0,0,0,4385,0,0,0,131056,58334,3382,1749,0,11449,0,11449,ND,31243,4525,26718,2651,0,0,3905,3955,3955,0,0,0,72722,5750,65505,1467,0,0
1968:Q3,90505,0,8518,10175,7230,0,0,20723,2527,11596,2268,0,4332,0,ND,2136,28883,8216,0,0,0,4624,0,0,0,134328,59619,3879,1832,0,11683,0,11683,ND,31590,4416,27174,2716,0,0,3965,3954,3954,0,0,0,74709,6104,67121,1484,0,0
1968:Q4,93559,0,7497,10637,7409,0,0,22606,2826,12577,2352,0,4851,0,ND,2160,29517,8308,0,0,0,5425,0,0,0,140390,61622,4818,1587,0,12170,0,12170,ND,31957,4389,27568,2865,0,0,4305,3920,3920,0,0,0,78768,6452,70804,1512,0,0
1969:Q1,95753,0,11250,10605,7188,0,0,21976,2871,11182,2436,0,5487,0,ND,2226,28598,8564,0,0,0,5346,0,0,0,142994,62576,4922,1856,0,12487,0,12487,ND,32403,4233,28170,2928,0,0,4290,3690,3690,0,0,0,80418,6516,72368,1534,0,0
1969:Q2,99404,0,15034,10717,6933,0,0,22253,3426,10607,2520,0,5700,0,ND,2276,27895,8753,0,0,0,5543,0,0,0,146313,63766,4904,1809,0,12692,0,12692,ND,33141,4113,29028,3003,0,0,4429,3788,3788,0,0,0,82547,6737,74221,1589,0,0
1969:Q3,98058,0,11478,11030,7048,0,0,24933,3844,12558,2604,0,5927,0,ND,2330,26633,8963,0,0,0,5643,0,0,0,149206,64922,5579,1618,0,13107,0,13107,ND,33317,3845,29472,3070,0,0,4384,3847,3847,0,0,0,84284,6763,75882,1639,0,0
1969:Q4,102865,0,14749,11454,8789,0,0,23164,3820,10240,2688,0,6416,0,ND,2411,26761,9273,0,0,0,6264,0,0,0,153848,65357,5105,1173,0,13198,0,13198,ND,33923,3934,29989,3231,0,0,4896,3831,3831,0,0,0,88491,6953,79842,1696,0,0
1970:Q1,105102,867,13484,11601,9007,0,0,25506,3902,12016,2782,0,6806,0,ND,2537,25996,9757,0,0,0,6347,0,0,0,157279,66782,5447,1172,0,13480,0,13480,ND,34256,3954,30302,3317,0,0,5299,3811,3811,0,0,0,90497,6749,81986,1762,0,0
1970:Q2,103366,867,12967,11692,9113,0,0,28189,4352,13687,2876,0,7274,0,ND,2586,21457,9946,0,0,0,6549,0,0,0,158681,66655,4439,1220,0,13422,0,13422,ND,34862,3963,30899,3419,0,0,5445,3848,3848,0,0,0,92026,5713,84501,1812,0,0
1970:Q3,107816,867,11350,12029,8033,0,0,31204,4209,16425,2962,0,7608,0,ND,2664,24473,10248,0,0,0,6948,0,0,0,161196,66678,4033,1141,0,13818,0,13818,ND,34817,3801,31016,3488,0,0,5577,3804,3804,0,0,0,94518,6471,86187,1860,0,0
1970:Q4,111986,867,8425,12439,7125,0,0,34960,4307,19732,3012,0,7909,0,ND,2729,27209,10495,0,0,0,7737,0,0,0,166764,67582,3415,798,0,14072,0,14072,ND,35921,3793,32128,3669,0,0,5860,3847,3847,0,0,0,99182,6573,90680,1929,0,0
1971:Q1,118754,1584,5571,12260,7190,0,0,40441,4202,24709,3140,0,8390,0,ND,2775,30545,10674,0,0,0,7714,0,0,0,167703,69042,3379,1082,0,14354,0,14354,ND,36843,3922,32921,3618,0,0,5999,3767,3767,0,0,0,98661,7287,89410,1964,0,0
1971:Q2,123807,1584,4314,12153,7259,0,0,47676,4116,31880,3091,0,8589,0,ND,2811,29701,10813,0,0,0,7496,0,0,0,171144,69918,2997,1102,0,14622,0,14622,ND,37639,4092,33547,3712,0,0,6158,3688,3688,0,0,0,101226,7486,91727,2013,0,0
1971:Q3,133940,1584,4237,12238,7360,0,0,58158,4264,41811,3118,0,8965,0,ND,2751,29859,10581,0,0,0,7172,0,0,0,173468,70117,1924,1239,0,14934,0,14934,ND,38271,4440,33831,3804,0,0,6263,3682,3682,0,0,0,103351,7218,94021,2112,0,0
1971:Q4,140073,1720,3474,12725,7454,0,0,62847,4148,46286,3051,0,9362,0,ND,2811,30811,10811,0,0,0,7420,0,0,0,181277,71599,2059,1234,0,15012,0,15012,ND,39167,4919,34248,4041,0,0,6421,3665,3665,0,0,0,109678,7641,99861,2176,0,0
1972:Q1,146385,2491,2727,12972,7950,0,0,66068,4183,49089,3069,0,9727,0,ND,2768,33513,10645,0,0,0,7251,0,0,0,181719,73603,2763,1421,0,15495,0,15495,ND,39994,5240,34754,3930,0,0,6443,3557,3557,0,0,0,108116,8779,97117,2220,0,0
1972:Q2,149885,2491,3411,13643,8248,0,0,67100,4179,49179,3224,0,10518,0,ND,2821,33803,10849,0,0,0,7519,0,0,0,184601,74161,2849,1626,0,15917,0,15917,ND,39804,5692,34112,3998,0,0,6424,3543,3543,0,0,0,110440,9359,98792,2289,0,0
1972:Q3,157373,2491,2683,14347,9412,0,0,71577,3139,54493,3189,0,10756,0,ND,2901,35099,11160,0,0,0,7703,0,0,0,187497,74645,2730,1820,0,15789,0,15789,ND,40252,6234,34018,4083,0,0,6442,3529,3529,0,0,0,112852,9616,100899,2337,0,0
