date,FA716000105.Q,FA715013005.Q,FA714090005.Q,FA713011005.Q,FA713014003.Q,FA713012003.Q,FA713022003.Q,FA713068705.Q,FA713068703.Q,FA763069143.Q,FA713068725.Q,FA713068763.Q,FA713068753.Q,FA712051000.Q,FA714022005.Q,FA713069603.Q,FA713061103.Q,FA713061113.Q,FA713061125.Q,FA713061705.Q,FA713061903.Q,FA713061703.Q,FA713068005.Q,FA713068813.Q,FA713068665.Q,FA713068863.Q,FA713068505.Q,FA713064103.Q,FA713090005.Q,FA713091103.Q,FA713093005.Q,FA714194005.Q,FA714190005.Q,FA713113003.Q,FA703025005.Q,FA713120005.Q,FA713123005.Q,FA713123023.Q,FA713123030.Q,FA713123043.Q,FA713124005.Q,FA713129005.Q,FA713122605.Q,FA713125005.Q,FA712151003.Q,FA712151103.Q,FA712151115.Q,FA713193005.Q,FA713164005.Q,FA313094213.Q,FA713164003.Q,FA717005005.Q
1993:Q1,687,687,45408,1226,0,504,-11664,312,312,0,0,0,0,20824,30824,0,31984,1240,30744,-1160,0,-1160,0,0,0,0,0,0,3382,0,3382,44068,43536,10519,20551,26142,13387,28,13359,0,-140,0,360,12534,0,0,0,-13675,532,0,532,-1340
1993:Q2,725,707,59929,-1386,0,528,-464,3124,3124,0,0,0,0,8788,41909,0,42273,38768,3505,-364,0,-364,0,0,0,0,0,0,7430,0,7430,60885,60481,-14647,1746,67893,36948,-332,37280,0,-116,0,-132,31193,0,0,0,5489,404,0,404,974
1993:Q3,909,713,52266,780,0,644,2904,5536,5536,0,0,0,0,1388,41442,0,42354,744,41610,-912,0,-912,0,0,0,0,0,0,-428,0,-428,49318,49146,11925,3322,28288,-14619,-192,-14427,0,68,0,856,41983,0,0,0,5610,172,0,172,-2752
1993:Q4,815,745,10789,932,0,916,-152,-11296,-11296,0,0,0,0,-10528,30741,0,31405,33544,-2139,-664,0,-664,0,0,0,0,0,0,176,0,176,13033,12753,3691,-22415,26285,-6973,-28,-6945,0,340,0,-448,33365,0,0,0,5192,280,0,280,2314
1994:Q1,-1707,862,35899,-82,0,892,-1860,1476,1476,0,0,0,0,1380,34143,0,35787,10316,25471,-1644,0,-1644,0,0,0,0,0,0,-50,0,-50,31603,31427,13295,23777,3042,-30187,-28,-30159,0,-300,0,256,33273,0,0,0,-8687,176,0,176,-6865
1994:Q2,-1755,873,26202,-6788,0,840,1688,952,952,0,0,0,0,2268,22838,0,24066,22516,1550,-1228,0,-1228,0,0,0,0,0,0,4404,0,4404,25546,25234,-5023,7946,11636,-23374,-68,-23306,0,-132,0,620,34522,0,0,0,10676,312,0,312,-3284
1994:Q3,-1743,891,30971,666,0,1004,-2712,-788,-788,0,0,0,0,-9748,40563,0,41019,4836,36183,-456,0,-456,0,0,0,0,0,0,1986,0,1986,31479,31139,-8416,-10427,54205,15157,40,15117,0,152,0,-1072,39968,0,0,0,-4223,340,0,340,-2126
1994:Q4,-1918,930,19908,-4374,0,860,-3616,-1124,-1124,0,0,0,0,-4392,28468,0,29144,30372,-1228,-676,0,-676,0,0,0,0,0,0,4086,0,4086,23572,23272,-16503,536,34202,7644,-112,7756,0,2228,0,-364,24693,0,0,0,5038,300,0,300,816
1995:Q1,-86,1518,50890,7862,0,928,3092,-556,-556,0,0,0,0,32336,6894,0,7810,-764,8574,-916,0,-916,0,0,0,0,0,0,334,0,334,41322,40910,11435,3375,37864,-2859,104,-2963,0,-1928,0,496,42155,0,0,0,-11764,412,0,412,-11172
1995:Q2,-35,1530,37654,3564,0,1056,940,532,532,0,0,0,0,21740,15470,0,16718,19112,-2394,-1248,0,-1248,0,0,0,0,0,0,-5648,0,-5648,43310,43194,-21009,5251,42636,19360,-168,19528,0,-636,0,-792,24704,0,0,0,16316,116,0,116,4091
1995:Q3,-161,1538,-25913,2520,8600,1080,-876,816,816,0,0,0,0,-24500,-1281,0,-477,-19488,19011,-804,0,-804,0,0,0,0,0,0,-12272,0,-12272,-25281,-25681,-1784,-3958,-8565,-16483,12,-16495,0,348,0,148,7422,0,0,0,-11374,400,0,400,-1067
1995:Q4,-208,1569,16621,-1268,0,972,136,-1144,-1144,0,0,0,0,-16492,29617,0,30661,24092,6569,-1044,0,-1044,0,0,0,0,0,0,4800,0,4800,19049,18845,6646,5064,-4275,-5005,-208,-4797,0,2400,0,740,-2410,0,0,0,11410,204,0,204,651
1996:Q1,2821,1585,16258,-2114,0,1064,-316,-368,-368,0,0,0,0,25452,-1434,0,-1002,344,-1346,-432,0,-432,0,0,0,0,0,0,-6026,0,-6026,14562,14278,-4409,3916,27408,6624,176,6448,0,-2336,0,-776,23896,0,0,0,-12636,284,0,284,-460
1996:Q2,2987,1621,24350,328,0,1004,-872,2372,2372,0,0,0,0,12380,9638,0,10190,16672,-6482,-552,0,-552,0,0,0,0,0,0,-500,0,-500,23058,22654,-3680,2366,10251,-24682,-136,-24546,0,-44,0,-76,35053,0,0,0,13716,404,0,404,74
1996:Q3,2909,1674,30733,-13644,-1800,896,3320,4072,4072,0,0,0,0,8564,16149,0,16465,-14880,31345,-316,0,-316,0,0,0,0,0,0,13176,0,13176,31149,29561,-13462,7815,38455,22567,24,22543,0,184,0,316,15389,0,0,0,-3247,1588,0,1588,1651
1996:Q4,2917,1713,21867,274,0,888,14624,-6276,-6276,0,0,0,0,-15516,24851,0,25187,27988,-2801,-336,0,-336,0,0,0,0,0,0,3022,0,3022,22767,22499,1203,4399,16950,2459,-148,2607,0,2064,0,-356,12782,0,0,0,-53,268,0,268,2104
1997:Q1,3920,1779,30461,-6694,-2072,764,-19260,15652,15652,0,0,0,0,29111,14083,0,15007,-5992,20999,-924,0,-924,0,0,0,0,0,0,-1122,0,-1122,26909,26269,6414,-1394,38454,-2096,256,-2352,0,-2152,0,2980,39722,0,0,0,-17205,640,0,640,-1411
1997:Q2,4156,1820,77647,314,0,468,3920,-8416,-8416,0,0,0,0,26347,46348,0,48340,25528,22812,-1992,0,-1992,0,0,0,0,0,0,8666,0,8666,77451,76299,2357,3507,51943,12355,120,12235,0,-144,0,-2924,42655,0,0,0,18492,1152,0,1152,2140
1997:Q3,4253,1906,-4321,256,0,512,-2896,-6324,-6324,0,0,0,0,-11297,19065,0,21349,-7352,28701,-2284,0,-2284,0,0,0,0,0,0,-3636,0,-3636,-7969,-8677,-8719,1437,11006,-9347,-352,-8995,0,308,0,-8,20053,0,0,0,-12400,708,0,708,-1301
1997:Q4,4256,1904,51316,294,0,564,3928,6888,6888,0,0,0,0,-35132,73660,0,74620,13720,60900,-960,0,-960,0,0,0,0,0,0,1114,0,1114,55908,55084,25204,-4278,17942,-10200,-120,-10080,0,2044,0,1084,25014,0,0,0,16216,824,0,824,6944
1998:Q1,-412,1802,6159,378,0,484,3132,-8024,-8024,0,0,0,0,16756,-5709,0,-5469,-7460,1991,-240,0,-240,0,0,0,0,0,0,-858,0,-858,4503,4351,-12526,7403,33917,8608,160,8448,0,-2176,0,-1148,28633,0,0,0,-24444,152,0,152,-3870
1998:Q2,-405,1857,89863,1968,0,488,-344,3736,3736,0,0,0,0,63982,14573,0,14969,8024,6945,-396,0,-396,0,0,0,0,0,0,5460,0,5460,86699,85419,-6126,-526,88262,36977,-244,37221,0,-228,0,136,51377,0,0,0,3809,1280,0,1280,-5426
1998:Q3,-385,1875,-100,272,0,820,-10584,368,368,0,0,0,0,-36473,38405,0,38897,-5600,44497,-492,0,-492,0,0,0,0,0,0,7092,0,7092,-2800,-3276,3840,5451,-15095,-51065,-448,-50617,0,224,0,584,35162,0,0,0,2527,476,0,476,-4960
1998:Q4,-352,1926,35522,408,0,1116,11464,-4152,-4152,0,0,0,0,-18121,36963,0,37223,-4368,41591,-260,0,-260,0,0,0,0,0,0,7844,0,7844,40134,39966,-3316,-24117,49000,7488,-28,7516,0,4988,0,-720,37244,0,0,0,18399,168,0,168,2334
1999:Q1,1829,2405,46466,-7110,-4000,1472,-10072,916,916,0,0,0,0,40516,38133,0,38241,7948,30293,-108,0,-108,0,0,0,0,0,0,-13390,0,-13390,44882,44202,-3789,23064,42583,4661,200,4461,0,-5612,0,12,43522,0,0,0,-17656,680,0,680,-2160
1999:Q2,1885,2455,81251,88,0,1464,4616,-104,-104,0,0,0,0,6914,66808,0,67016,5472,61544,-208,0,-208,0,0,0,0,0,0,1464,0,1464,79847,79207,-4199,4901,58208,-7724,-180,-7544,0,-8,0,980,64959,0,0,0,20297,640,0,640,-1974
1999:Q3,1937,2508,38682,326,-4000,1812,-828,1040,1040,0,0,0,0,2596,32922,0,33006,-3776,36782,-84,0,-84,0,0,0,0,0,0,4814,0,4814,35850,35658,-6327,3944,45079,1148,12,1136,0,-136,0,-676,44742,0,0,0,-7037,192,0,192,-3403
1999:Q4,2086,2512,353678,78,-4000,2224,-1208,-988,-988,0,0,0,0,391029,-35203,0,-34975,-82664,47689,-228,0,-228,0,0,0,0,0,0,1746,0,1746,357878,357470,5199,66083,287119,91275,64,91211,0,4244,0,-684,192284,0,0,0,-931,408,0,408,3774
2000:Q1,6445,1593,-303453,314,0,3960,96,12,12,0,0,0,0,-382506,77509,0,77633,82084,-4451,-124,0,-124,0,0,0,0,0,0,-2838,0,-2838,-309637,-310885,-23324,-81750,-209772,-91044,260,-91304,0,-4248,0,212,-114692,0,0,0,3962,1248,0,1248,-1332
2000:Q2,6540,1652,52094,248,-8000,3904,804,1104,1104,0,0,0,0,31914,23108,0,23148,-16984,40132,-40,0,-40,0,0,0,0,0,0,-988,0,-988,67870,67386,1268,1917,18213,-3079,-392,-2687,0,60,0,-80,21312,0,0,0,45988,484,0,484,20664
2000:Q3,6652,1677,-6939,2928,-4000,3328,1536,-560,-560,0,0,0,0,-63880,49213,0,49253,-33744,82997,-40,0,-40,0,0,0,0,0,0,4496,0,4496,-6019,-6291,-3556,-9971,22650,8681,432,8249,0,-100,0,136,13933,0,0,0,-15413,272,0,272,5895
2000:Q4,6826,1684,14617,270,-4000,3328,2116,-1048,-1048,0,0,0,0,25411,-15075,0,-15075,-22460,7385,0,0,0,0,0,0,0,0,0,3614,0,3614,3009,2753,5684,1148,28337,-6206,1064,-7270,0,4792,0,308,29442,0,0,0,-32416,256,0,256,-6466
2001:Q1,2588,1090,40347,394,0,2512,-2884,-352,-352,0,0,0,0,-6355,51978,0,52458,22012,30446,-480,0,-480,0,0,0,0,0,0,-4946,0,-4946,41435,41307,-4868,6085,17820,4968,112,4856,0,-4532,0,-584,17968,0,0,0,22270,128,0,128,2586
2001:Q2,2494,1073,64507,332,0,1596,-2216,512,512,0,0,0,0,15296,46178,0,46178,-12472,58650,0,0,0,0,0,0,0,0,0,2808,0,2808,61631,61175,3276,-451,34100,-1902,-136,-1766,0,88,0,128,35786,0,0,0,24250,456,0,456,-1455
2001:Q3,2401,1062,98129,368,0,1148,-700,-248,-248,0,0,0,0,77205,15844,0,15844,-24088,39932,0,0,0,0,0,0,0,0,0,4512,0,4512,96789,96297,25160,-2179,93531,7922,-88,8010,0,-300,0,2028,83882,0,0,0,-20215,492,0,492,-1
2001:Q4,2260,1018,-14891,288,0,240,2104,-216,-216,0,0,0,0,-58646,45408,0,45408,27880,17528,0,0,0,0,0,0,0,0,0,-4068,0,-4068,-13543,-13971,-29836,8301,44261,-5104,12,-5116,0,2520,0,-2192,49037,0,0,0,-36696,428,0,428,2590
2002:Q1,-538,589,96085,374,0,2452,-1812,-56,-56,0,0,0,0,-14276,106957,0,106957,41160,65797,0,0,0,0,0,0,0,0,0,2446,0,2446,93001,91901,19748,-14061,59469,-3420,-52,-3368,0,-2476,0,772,64593,0,0,0,26745,1100,0,1100,-4211
2002:Q2,-564,583,86243,182,0,1460,952,656,656,0,0,0,0,12265,64526,0,64526,17076,47450,0,0,0,0,0,0,0,0,0,6202,0,6202,80563,77835,-364,-975,58132,4816,-68,4884,0,40,0,-656,53932,0,0,0,21042,2728,0,2728,-6827
2002:Q3,-520,581,2768,240,0,1280,2536,-28,-28,0,0,0,0,-56967,59775,0,59775,22308,37467,0,0,0,0,0,0,0,0,0,-4068,0,-4068,4648,4912,3376,9653,18511,-4294,-60,-4234,0,0,0,244,22561,0,0,0,-26628,-264,0,-264,779
2002:Q4,-493,568,97668,424,0,1128,88,-548,-548,0,0,0,0,15978,79666,0,79666,97888,-18222,0,0,0,0,0,0,0,0,0,932,0,932,100372,99908,-2508,7335,31976,-6233,-52,-6181,0,3872,580,-72,33830,84364,0,84364,-21259,464,0,464,1643
2003:Q1,-1763,597,84119,228,0,804,-6460,-40,-40,0,0,0,0,27984,61290,0,61290,24096,37194,0,0,0,0,0,0,0,0,0,312,0,312,79707,79207,16984,-3893,56852,9006,24,8982,0,-3884,0,484,51245,-6692,0,-6692,15956,500,0,500,-6772
2003:Q2,-1643,610,44277,132,0,1068,2688,2952,2952,0,0,0,0,-8804,46513,0,46513,25036,21477,0,0,0,0,0,0,0,0,0,-272,0,-272,46273,45665,3732,-3744,24403,-2997,-32,-2965,0,-56,0,2600,24856,10648,0,10648,10626,608,0,608,-257
2003:Q3,-1555,626,41983,418,0,832,116,-2376,-2376,0,0,0,0,22244,19231,0,19231,10272,8959,0,0,0,0,0,0,0,0,0,1518,0,1518,37319,36963,5684,11930,29468,-1138,-96,-1042,0,80,0,-3284,33810,11612,0,11612,-21731,356,0,356,-6845
2003:Q4,-1499,635,2381,226,0,780,708,-448,-448,0,0,0,0,-24424,21961,0,22001,13200,8801,-40,0,-40,0,0,0,0,0,0,3578,0,3578,7873,7469,-24332,-3761,38170,157,-80,237,0,1964,-504,320,36233,2676,0,2676,-5283,404,0,404,3358
2004:Q1,2083,765,30303,332,0,1172,-1080,8,8,0,0,0,0,-17262,47721,0,47721,6824,40897,0,0,0,0,0,0,0,0,0,-588,0,-588,27051,26527,7588,9788,8523,-379,180,-559,0,-1932,0,-316,11150,-15804,0,-15804,16432,524,0,524,-1934
2004:Q2,2069,785,72062,302,0,1112,3008,1036,1036,0,0,0,0,12395,57395,0,57395,31024,26371,0,0,0,0,0,0,0,0,0,-3186,0,-3186,72078,71086,18692,291,55951,-1379,-252,-1127,0,20,0,784,56526,-9892,0,-9892,6043,992,0,992,1300
2004:Q3,2204,815,55375,242,0,960,6704,-348,-348,0,0,0,0,-3550,51389,0,51389,18036,33353,0,0,0,0,0,0,0,0,0,-22,0,-22,53783,48679,-19856,7708,41918,-999,-48,-951,0,12,0,-604,43509,25860,0,25860,-6952,5104,0,5104,-203
2004:Q4,2422,835,20008,362,0,620,-3656,-772,-772,0,0,0,0,-34583,48111,0,48111,16664,31447,0,0,0,0,0,0,0,0,0,9926,0,9926,14112,8464,-2484,-43479,44572,3309,-84,3393,0,4156,28,-188,37267,20360,0,20360,-10504,5648,0,5648,-4309
2005:Q1,4419,523,35231,270,0,444,-9352,36,36,0,0,0,0,21528,30008,0,30008,140,29868,0,0,0,0,0,0,0,0,0,-7702,0,-7702,33819,31235,3764,41158,11797,-3708,56,-3764,0,-4208,64,232,19417,-26708,0,-26708,1224,2584,0,2584,2484
2005:Q2,4872,536,20765,288,0,280,1744,732,732,0,0,0,0,-11797,32454,0,32454,8040,24414,0,0,0,0,0,0,0,0,0,-2936,0,-2936,17465,15957,-7504,8248,22101,-3967,-188,-3779,0,84,-36,-144,26163,8308,0,8308,-15195,1508,0,1508,1036
2005:Q3,5177,547,36349,152,0,-744,2664,2700,2700,0,0,0,0,-2881,37662,0,37662,18972,18690,0,0,0,0,0,0,0,0,0,-3204,0,-3204,32749,31269,-4724,-7114,44211,-56,0,-56,0,-16,24,-8,44267,2948,0,2948,-4052,1480,0,1480,1030
2005:Q4,5942,558,57187,580,0,444,4784,-3352,-3352,0,0,0,0,48151,5460,0,5460,6048,-588,0,0,0,0,0,0,0,0,0,1120,0,1120,60479,59563,-11536,-8080,42319,2102,-140,2242,0,7648,160,-80,32489,14340,0,14340,22520,916,0,916,8676
2006:Q1,4236,763,47158,242,0,5356,-6964,1976,1976,0,0,0,0,-64933,112907,0,112907,16400,96507,0,0,0,0,0,0,0,0,0,-1426,0,-1426,41354,40462,7916,-132,35862,2767,28,2739,0,-7772,-24,12,40879,-15860,0,-15860,12677,892,0,892,-2331
2006:Q2,4639,781,1307,312,0,444,-724,-1100,-1100,0,0,0,0,-19150,17585,0,17585,0,17585,0,0,0,0,0,0,0,0,0,3940,0,3940,-1221,-6065,-236,6085,25820,830,-140,970,0,44,4,232,24711,10496,0,10496,-48231,4844,0,4844,1330
2006:Q3,5010,799,-31405,422,0,376,-248,124,124,0,0,0,0,-21184,-10037,0,-10037,6596,-16633,0,0,0,0,0,0,0,0,0,-858,0,-858,-32533,-32929,-14532,-5137,6038,-386,-96,-290,0,28,-12,-176,6584,7964,0,7964,-27262,396,0,396,3083
2006:Q4,4874,815,101180,412,0,488,3064,-1020,-1020,0,0,0,0,81267,18345,0,18345,0,18345,0,0,0,0,0,0,0,0,0,-1376,0,-1376,101516,100492,5476,5708,26788,-2470,408,-2878,0,2872,432,4,25950,-6160,0,-6160,68680,1024,0,1024,4395
2007:Q1,-2512,897,-26272,518,0,660,-2148,-160,-160,0,0,0,0,-33132,7944,0,7944,0,7944,0,0,0,0,0,0,0,0,0,46,0,46,-33304,-35388,-2236,-10904,-12282,-2017,196,-2213,0,-2144,-72,-36,-8013,30672,0,30672,-40639,2084,0,2084,-10441
2007:Q2,152,924,-36166,470,0,600,-1724,708,708,0,0,0,0,-76270,38484,0,38484,0,38484,0,0,0,0,0,0,0,0,0,1566,0,1566,-37518,-38542,-4584,4477,29616,2474,20,2454,0,400,-124,428,26438,-19736,0,-19736,-48315,1024,0,1024,-2124
2007:Q3,1531,949,40151,398,0,472,2316,-8,-8,0,0,0,0,78175,-43560,0,-43560,-40000,-3560,0,0,0,0,0,0,0,0,0,2358,0,2358,36707,32019,22956,-1536,16920,3583,120,3463,0,-36,-128,-332,13833,13360,0,13360,-19681,4688,0,4688,-2862
2007:Q4,5596,970,193135,592,0,168,2812,193736,193736,0,0,0,0,54227,-156084,0,-156084,-156712,628,0,0,0,0,0,0,0,0,0,97684,96000,1684,193119,188415,-8884,21103,42409,41635,-308,41943,0,6288,4904,-68,-10351,33184,0,33184,100603,4704,0,4704,4610
2008:Q1,-1474,627,-78375,726,0,-8,-2144,250624,250624,0,0,0,0,115165,-597508,0,-597508,-539424,-58084,0,0,0,158972,0,158972,0,0,0,-4202,-12000,7798,-91667,-96063,13852,-15231,-75568,-42067,288,-42355,0,-6632,-12,8,-26865,464,0,464,-19580,4396,0,4396,-15393
2008:Q2,-7231,632,36150,576,0,-8,-332,251588,251588,0,0,0,0,114146,-449572,0,-449572,-284980,-164592,0,0,0,-37840,0,-153152,0,115312,0,157592,164000,-6408,38058,36758,37324,-3853,56758,-894,-208,-686,0,196,-4,452,57008,-1116,0,-1116,-52355,1300,0,1300,-5955
2008:Q3,12441,631,2362136,1002,0,-8,-1264,503472,103324,400148,0,0,0,-125636,49144,0,-8856,-13268,4412,58000,0,58000,1038088,0,793116,0,244972,0,897338,905052,-7714,2359856,2358104,731148,16328,1498365,1309900,-36,111972,1197964,127284,-84,-380,61645,136460,0,136460,-24197,1752,0,1752,9530
2008:Q4,8196,605,2959322,226,0,-4,-2160,1038552,1375960,-337408,0,0,0,30326,18008,0,-2824,0,-2824,20832,0,20832,802424,0,-617000,0,1419424,0,1071950,1061860,10090,2962610,2959554,2302756,13669,513466,130373,-44,291081,-160664,228560,8396,4996,141141,41660,0,41660,88003,3056,0,3056,10879
2009:Q1,4622,731,-607920,438,0,14348,-6324,-75540,-30608,-44932,0,0,0,-320000,1134892,0,65608,0,65608,1069284,946544,122740,-406592,18768,-100300,0,-325060,0,-949142,-975244,26102,-619212,-625140,-128384,-12257,-412632,-392953,204,-155593,-237564,-91560,2156,-904,70629,-71048,0,-71048,-819,5928,0,5928,-7401
2009:Q2,6933,710,-331792,262,0,664,976,-849196,-870752,21556,0,0,0,0,1744660,0,656572,0,656572,1088088,903156,184932,-539316,81680,-61356,0,-559640,0,-689842,-781328,91486,-333484,-340236,-576972,890,235660,197351,32,197299,20,-5336,3580,2440,37625,8316,0,8316,-8130,6752,0,6752,4531
2009:Q3,-3816,705,573356,774,12000,548,1184,-485116,-445960,-39156,0,0,0,0,1508736,0,450776,0,450776,1057960,919760,138200,-280056,70388,-20172,0,-330272,0,-184714,-231316,46602,566048,563360,879504,12456,-280189,-170843,-100,-30767,-139976,-145784,116,616,35706,-15024,0,-15024,-33388,2688,0,2688,-11829
2009:Q4,-10670,715,348216,-136,0,508,1752,-442456,-442248,-208,0,0,0,0,1008548,0,29712,0,29712,978836,864024,114812,-164352,19292,-108,0,-183536,100424,-156072,-185936,29864,350452,347564,469512,-12302,-171607,-328895,-216,311097,-639776,123140,11464,2028,20656,35276,0,35276,26685,2888,0,2888,-9149
2010:Q1,-1153,570,287344,370,0,216,1888,-340380,-340380,0,0,0,0,0,678208,0,468,0,468,677740,641304,36436,-21624,-1244,0,0,-20380,1240,-32574,-41088,8514,285956,283496,365648,20601,-16255,100002,-64,-379846,479912,-121296,1184,-2968,6823,-79864,0,-79864,-6635,2460,0,2460,-3111
2010:Q2,3040,577,99396,164,0,1840,-1292,-43400,-43400,0,0,0,0,0,181952,0,1136,0,1136,180816,197720,-16904,-39900,-18976,0,0,-20924,1268,-1236,4980,-6216,84988,83528,-351040,7373,412241,286968,40,-13016,299944,61708,12224,-1816,53157,37828,0,37828,-22875,1460,0,1460,-11945
2010:Q3,-15115,593,-145920,264,0,832,1496,-1508,-1508,0,0,0,0,0,-62260,0,138720,0,138720,-200980,-158352,-42628,-85812,-51112,0,0,-34700,1296,-228,-4736,4508,-149044,-149308,-106576,-3987,21730,80968,16,80964,-12,-142616,-820,5032,79166,-13652,0,-13652,-46823,264,0,264,-18832
2010:Q4,-20744,605,501024,222,0,516,612,-300,-300,0,0,0,0,0,467124,0,839296,0,839296,-372172,-345592,-26580,-31764,-19984,0,0,-11780,1312,63302,56,63246,516372,517020,138712,-32788,247395,128229,-240,128461,8,33188,-5140,3460,87658,-16428,0,-16428,180128,-648,0,-648,-6001
2011:Q1,-18346,467,814068,-1784,0,992,164,-652,-652,0,0,0,0,0,996008,0,1275812,0,1275812,-279804,-219944,-59860,-115748,-21980,0,0,-93768,-105540,40628,-300,40928,814936,815860,1721232,35566,-701993,-765151,128,14577,-779856,21184,-1740,-12844,56558,9872,0,9872,-248817,-924,0,-924,-17945
2011:Q2,78,482,938584,268,0,652,1852,248,248,0,0,0,0,0,939996,0,1116368,0,1116368,-176372,-113208,-63164,-55424,-25812,0,0,-29612,0,50992,0,50992,937736,936964,711836,7828,99670,-46722,-248,-46474,0,32388,6696,948,106360,32552,0,32552,85077,772,0,772,-1252
2011:Q3,7349,504,-59924,334,0,516,592,-40,-40,0,0,0,0,0,-5136,0,180488,0,180488,-185624,-151880,-33744,-51716,-5808,0,0,-45908,0,-4474,2000,-6474,-58092,-56168,45304,-10735,-9137,-172940,-92,-152848,-20000,111036,-38072,9060,81778,55256,0,55256,-136856,-1924,0,-1924,8677
2011:Q4,9908,520,281564,-214,0,464,552,344,344,0,0,0,0,0,-154752,0,-4856,0,-4856,-149896,-132800,-17096,-47380,-9160,0,0,-38220,0,482550,397292,85258,277960,274384,-164956,-343,154796,-35384,16,-35400,0,103344,1528,-9960,95268,63108,0,63108,221780,3576,0,3576,5784
2012:Q1,-23345,650,-239480,292,0,764,-356,-760,-760,0,0,0,0,0,25328,0,54120,-4,54124,-28792,2548,-31340,-46112,-7828,0,0,-38284,0,-218636,-213364,-5272,-240072,-241344,-1008,2741,-78621,-10652,88,-10740,0,-159268,-56,8,91348,-12916,0,-12916,-151540,1272,0,1272,-24587
2012:Q2,-16888,666,-6992,156,0,512,44,284,284,0,0,0,0,0,121228,0,59752,0,59752,61476,82612,-21136,-57744,-10120,0,0,-47624,0,-71472,-74052,2580,-7476,-7976,-158280,14,96806,59843,-132,59975,0,-41260,-44,5812,72456,-44772,0,-44772,98256,500,0,500,-18038
2012:Q3,-18562,665,-181076,238,0,472,408,196,196,0,0,0,0,0,-106716,0,532,-73688,74220,-107248,-73824,-33424,-12236,-12236,0,0,0,0,-63438,-61672,-1766,-181228,-181336,-263640,7369,201815,122958,20,122938,0,-32064,-72,16176,94817,29060,0,29060,-155940,108,0,108,-19379
2012:Q4,-11218,675,469692,132,0,464,484,-224,-224,0,0,0,0,0,490660,0,121240,0,121240,369420,396916,-27496,-3644,-3644,0,0,0,0,-18180,-14648,-3532,469652,469688,144052,18244,20199,-144128,112,-144240,0,76944,-2196,3212,86368,57780,0,57780,229412,-36,0,-36,-11933
2013:Q1,-743,512,1155424,166,0,880,-420,-244,-244,0,0,0,0,0,1158092,0,564896,0,564896,593196,611520,-18324,-696,-696,0,0,0,0,-2354,-3332,978,1154488,1153672,1230912,-13141,135672,137313,324,136989,0,-61812,0,11032,49138,-6924,0,-6924,-192847,816,0,816,-2191
2013:Q2,-4762,507,1126996,228,0,704,-492,444,444,0,0,0,0,0,1146632,0,587324,0,587324,559308,573132,-13824,-496,-496,0,0,0,0,-20024,-25508,5484,1127272,1127556,889088,1383,173283,86828,-440,87268,0,-128,-4,3348,83240,-41216,0,-41216,105018,-284,0,-284,-4993
2013:Q3,-1342,517,1024048,162,0,748,592,228,228,0,0,0,0,0,1027388,0,524840,0,524840,502548,537440,-34892,-628,-628,0,0,0,0,-4442,-4672,230,1024220,1024428,783596,16904,136054,-43311,184,-43495,0,111280,-136,-4340,72561,249008,232628,16380,-161133,-208,0,-208,-1687
2013:Q4,3507,529,1125604,78,0,636,-1584,-412,-412,0,0,0,0,0,1121600,0,523924,0,523924,597676,612064,-14388,-16,-16,0,0,0,0,5302,-956,6258,1125336,1125072,19908,5039,223159,98222,268,97954,0,54076,1580,-3872,73153,634076,558392,75684,242890,264,0,264,2710
2014:Q1,-1973,618,847632,204,0,1024,1664,-156,-156,0,0,0,0,0,841164,0,416184,0,416184,424980,465108,-40128,-60,-60,0,0,0,0,3792,540,3252,845404,843228,896392,-2324,88130,152774,180,152594,0,-181556,0,-3976,120889,100396,177256,-76860,-239367,2176,0,2176,-4819
2014:Q2,2466,634,551364,66,0,856,88,516,516,0,0,0,0,0,545216,0,309348,0,309348,235868,251208,-15340,-132,-132,0,0,0,0,4754,-1132,5886,550904,550460,32988,-754,-85343,-167157,-532,-166625,0,14512,0,-4132,71434,461912,389648,72264,141658,444,0,444,1372
2014:Q3,11562,649,310528,506,0,832,-1564,652,652,0,0,0,0,0,318500,0,197380,0,197380,121120,136308,-15188,-140,-140,0,0,0,0,-8258,464,-8722,310404,310292,196680,8076,475689,224813,52,224761,0,194240,0,-2844,59480,-185480,-157924,-27556,-184673,112,0,112,10789
2014:Q4,10600,654,192776,112,0,520,1440,-728,-728,0,0,0,0,0,186712,0,24316,0,24316,162396,168268,-5872,-56,-56,0,0,0,0,4776,5152,-376,191244,189716,-530400,3214,44556,33650,168,33482,0,-136560,564,0,146902,398824,386820,12004,273522,1528,0,1528,8414
2015:Q1,9275,646,-64312,58,0,1480,-772,-384,-384,0,0,0,0,0,-49152,0,-22752,0,-22752,-26400,-18672,-7728,0,0,0,0,0,0,-15542,-2872,-12670,-65376,-66376,282516,2059,-212396,-245681,-20,-245661,0,-43488,1072,-52,75753,108088,-72860,180948,-246643,1000,0,1000,7565
2015:Q2,8740,650,-7612,108,0,1316,1344,468,468,0,0,0,0,0,-13884,0,-10160,0,-10160,-3724,716,-4440,0,0,0,0,0,0,3036,-700,3736,-8880,-10124,-766896,398,558071,487799,-376,488175,0,15684,1304,72,53212,85232,56448,28784,113072,1244,0,1244,6822
