1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2010:Q1,21851976,14204582,11704764,2499818,3512380,49376,45896,3480,386541,384089,2452,118589,117329,1260,230313,805364,25532,24059,22189,1870,104257,102579,1678,1405843,1345948,59895,362506,344074,18432,4135014,21851976,7747118,892125,50234,99043,25416,34397,0,221343,376003,1599649,127993,1616577,5358728,89087,615882,112353,25416,2860612,15128077,2588885,1610601,978284,5.685847567568518
2010:Q2,19639694,12749554,10434117,2315437,3155528,40785,37766,3019,368368,366157,2211,101696,100637,1059,223465,772206,23171,24884,23013,1871,85802,84259,1543,1208305,1156905,51400,306846,290998,15848,3734612,19639694,7053930,774768,49613,86779,25733,28308,0,197812,353785,1424962,113718,1491813,4733116,82042,558690,98409,25733,2540483,13512694,2392388,1484989,907399,-11.524419382586256
2010:Q3,21988253,14138816,11672113,2466703,3373630,53852,49493,4359,388064,385762,2302,107365,106288,1077,240214,882745,23589,27774,25784,1990,91672,90179,1493,1215723,1165012,50711,342632,325744,16888,4475807,21988253,7929269,845055,50814,95451,26057,30231,0,209039,396489,1590991,127807,1619569,5331986,92101,653200,100587,26057,2863550,14966923,2545523,1577910,967613,10.973268280952627
2010:Q4,24200935,15541361,12978719,2562642,3759328,63058,57438,5620,421300,419002,2298,123549,122082,1467,239384,991989,24131,31192,28849,2343,109908,108242,1666,1384918,1325980,58938,369899,353404,16495,4900246,24200935,8687981,917209,49928,105246,26385,35060,50,224165,429535,1778082,145304,1722987,5872706,96701,752507,117240,26385,3213464,16649220,2651469,1682745,968724,11.152051342605409
2011:Q1,25649046,16533202,13795840,2737362,3955864,66831,61825,5006,457745,454862,2883,128210,126975,1235,243889,1055034,29167,54441,51686,2755,117404,115291,2113,1412522,1353810,58712,390621,370574,20047,5159980,25649046,9283124,973102,62137,110624,0,34444,44,227850,446981,1862638,153467,1772348,6251220,100411,801067,131652,0,3437937,17658953,2830113,1789919,1040194,5.917387771513782
2011:Q2,25526300,16484678,13814495,2670183,3836747,64879,59997,4882,428345,425718,2627,116462,115331,1131,248739,1077345,35252,54225,51468,2757,109374,107326,2048,1304544,1250513,54031,397582,377374,20208,5204875,25526300,9169357,975429,65960,109257,0,38310,0,225811,454132,1833265,154377,1766572,6230062,100930,811856,131158,0,3459824,17563558,2757867,1752221,1005646,-0.4677711703122728
2011:Q3,21577149,14157872,11773117,2384755,3132056,49263,45272,3991,371230,369136,2094,86315,85515,800,240722,951457,32636,53117,50667,2450,79770,78177,1593,963068,923358,39710,304478,287872,16606,4287221,21577149,7691943,840928,59282,91304,0,32855,3,209336,405401,1525638,124825,1625858,5077347,95097,671938,97695,0,3027699,14837929,2451999,1569138,882861,-15.653251176549201
2011:Q4,23428755,15541075,13023982,2517093,3386242,54431,49334,5097,405058,402742,2316,97470,96499,971,244024,1048141,32906,52628,50389,2239,82779,81820,959,1048547,1003550,44997,320258,306609,13649,4501438,23428755,8213139,940555,57823,100955,0,34080,3,231062,442388,1680431,132201,1735762,5510024,95855,754137,103166,0,3397174,16339996,2587321,1702356,884965,11.500278336830386
2012:Q1,26290064,16926227,14141765,2784462,4358434,33349,29105,4244,418153,415837,2316,111279,110187,1092,249886,1193177,34109,57455,54580,2875,51823,50323,1500,1865301,1719150,146151,343902,323945,19957,5005403,26290064,9195625,1046924,48166,112574,0,27425,3,256011,478085,1882071,150762,1938328,6220859,97913,873197,116254,0,3845867,18322064,2962597,1903264,1059333,12.351864496867345
2012:Q2,25269192,16453604,13691708,2761896,4142573,32076,28156,3920,419587,417370,2217,78612,77730,882,251098,1166660,33736,61148,58084,3064,45979,44660,1319,1725904,1579963,145941,327773,307878,19895,4673015,25269192,8895224,1006139,43628,107667,0,28099,3,251621,458462,1808310,143914,1881620,5883383,96216,835004,113471,0,3716431,17657043,2939134,1886400,1052734,-3.604316812351559
2012:Q3,26725984,17621362,14671658,2949704,4056272,33284,29150,4134,451795,449465,2330,84489,83563,926,262148,1281125,33626,67055,63600,3455,44859,43680,1179,1450170,1390375,59795,347721,326725,20996,5048350,26725984,9440968,1057400,41158,112883,0,29894,3,265515,479150,1904268,152353,1935270,6217479,100376,921316,127909,0,3940042,18635115,3042519,1954485,1088034,5.634088497784435
2012:Q4,26909940,17412420,14496468,2915952,4175663,33736,29258,4478,401503,399794,1709,125548,123899,1649,265175,1337122,34180,64270,61230,3040,47889,47202,687,1510034,1444406,65628,356206,338827,17379,5321857,26909940,9484348,1040110,39908,111580,0,30466,3,266253,480858,1890700,153076,1962660,6297415,100640,972228,126702,0,3952993,18577561,3010522,1987458,1023064,-0.40135189390023446
2013:Q1,29767479,19601206,16007537,3593669,4619924,38053,33659,4394,472716,470267,2449,141127,139394,1733,279940,1446268,36252,73784,69461,4323,54071,52575,1496,1656054,1587200,68854,421659,396308,25351,5546349,29767479,10799577,1146896,38618,122473,0,32330,3,281677,511953,2037753,172386,2053219,6865679,108020,1086464,117149,0,4393282,20518861,3702269,2235847,1466422,10.524318363208886
2013:Q2,30297232,19956772,16233193,3723579,4799079,39294,34574,4720,497567,494824,2743,171083,168767,2316,278355,1417649,38325,69962,66266,3696,57046,55399,1647,1791116,1713100,78016,438682,410539,28143,5541381,30297232,11076213,1176561,37924,124425,0,31361,3,286541,515967,2032448,178168,2055993,6989334,107934,1099591,121355,0,4463414,20910991,3844860,2297247,1547613,2.2880981205953823
2013:Q3,32137558,21040262,17163211,3877051,5012382,44215,39379,4836,512262,509254,3008,181043,178460,2583,278559,1541948,39554,65007,61583,3424,60851,59007,1844,1823795,1745845,77950,465148,435464,29684,6084914,32137558,11660989,1234370,35348,130601,0,33429,3,294673,533782,2095274,189887,2146169,7554511,110125,1215450,126753,0,4776194,22052264,4000380,2377628,1622752,5.646189832517547
2013:Q4,34565638,22576046,18672464,3903582,5516715,51775,45788,5987,541265,538003,3262,210288,206664,3624,281806,1674713,42855,69087,65626,3461,96715,95545,1170,1988559,1899116,89443,559652,530783,28869,6472877,34565638,12312844,1359761,35068,142244,0,35821,3,325409,564503,2243776,217002,2246766,8227282,114237,1363158,172386,0,5205378,24053363,4039398,2422374,1617024,9.565956005813206
2014:Q1,35682540,23367900,18977160,4390740,5666944,55716,49901,5815,547873,544622,3251,206169,203150,3019,289399,1710738,43534,73431,70131,3300,99144,96971,2173,2041221,1951613,89608,599719,564377,35342,6647696,35682540,13065034,1386292,34930,143578,0,35646,3,327797,563425,2232247,222762,2226300,8411502,117326,1382876,153118,0,5379704,24501596,4533248,2645530,1887718,1.53529794464275
2014:Q2,37401482,24454206,19954677,4499529,5845460,61877,56382,5495,560519,557249,3270,213655,210622,3033,299639,1831962,36569,78047,74673,3374,97603,95313,2290,2042658,1957615,85043,622931,588791,34140,7101816,37401482,13799224,1460674,34660,148973,0,37000,3,334908,572398,2283371,232763,2293029,8787880,124037,1488754,167675,0,5636133,25663492,4636174,2749293,1886881,4.349959058850747
2014:Q3,36997397,24257649,19724354,4533295,5910800,59737,54676,5061,585191,581974,3217,206753,203784,2969,297505,1831035,34541,74040,71000,3040,103056,100970,2086,2059937,1975022,84915,659005,626829,32176,6828948,36997397,13546051,1479025,33601,147328,0,36458,3,335329,565565,2225200,235550,2268488,8622827,123515,1491337,176891,0,5710229,25501690,4666759,2800813,1865946,-0.5339679560885218
2014:Q4,38282110,25239902,20495535,4744367,6271579,68060,61821,6239,638085,634498,3587,210743,207548,3195,291613,1974551,34122,75525,73324,2201,109752,107901,1851,2162674,2073288,89386,706454,678384,28070,6770629,38282110,14136133,1553751,33431,153432,0,37995,3,341932,571447,2284263,240154,2283589,8799214,119384,1619032,187782,0,5920568,26632585,4878896,3047186,1831710,4.720506852301365
2015:Q1,38938412,25454072,20620779,4833293,6309869,69632,64504,5128,625947,622483,3464,192857,190197,2660,291885,2063204,34224,76861,73984,2877,112817,110774,2043,2062310,1985643,76667,780132,744720,35412,7174471,38938412,14360569,1549779,33321,154609,0,37766,3,336835,570862,2307117,247891,2339626,9061589,118659,1682805,162857,0,5974124,26802397,4961544,3198702,1762842,1.3208660333131288
2015:Q2,38929830,25147992,20286560,4861432,6470588,75333,69929,5404,598475,594921,3554,203549,200583,2966,285683,2083140,34610,73524,70726,2798,111844,109730,2114,2199503,2118333,81170,804927,769605,35322,7311250,38929830,14394292,1535465,33467,153213,0,38214,3,333691,568769,2291650,247362,2338699,9118140,115978,1708049,164244,0,5888594,26623820,4994760,3188040,1806720,-0.3531947610902476
2015:Q3,35760083,23244502,18642486,4602016,5969592,72228,67061,5167,581682,578076,3606,178315,175667,2648,267016,1955834,33471,70683,68080,2603,93381,91490,1891,1981936,1910097,71839,735046,702952,32094,6545989,35760083,13252341,1418991,33417,140523,0,35474,3,319433,556672,2107237,227651,2199783,8282557,101407,1566838,143287,0,5374469,24492230,4721864,3014756,1707108,-7.727787563161959
2015:Q4,37277204,24321172,19567299,4753873,6199869,77174,70446,6728,587592,584756,2836,182767,179320,3447,262990,2100680,32068,66623,64630,1993,94947,93344,1603,2045581,1967601,77980,749447,723141,26306,6756163,37277204,13833614,1499935,33407,147710,0,37579,3,333955,578703,2220447,240348,2249974,8625329,99794,1708670,166809,0,5500927,25646275,4874766,3155307,1719459,5.719736804528808
2016:Q1,37386259,24741637,19615989,5125648,5979304,73637,68204,5433,591364,587898,3466,161935,159440,2495,261904,2154998,31641,67151,64648,2503,91357,89681,1676,1790035,1724234,65801,755282,723062,32220,6665318,37386259,14138433,1527627,33407,147410,0,30444,3,330612,574471,2200332,238051,2253409,8555730,97809,1708406,136841,0,5413274,25481699,5239242,3308290,1930952,0.3719267349827688
2016:Q2,38078989,25234195,20003931,5230264,6116455,74078,68442,5636,604983,601657,3326,159752,157418,2334,268587,2229526,32543,69619,66963,2656,92167,90600,1567,1783981,1718640,65341,801219,769185,32034,6728339,38078989,14591020,1573044,33377,149637,0,30816,3,329401,579133,2217884,240754,2242570,8649293,101728,1748639,141443,0,5450247,26007492,5343158,3413938,1929220,2.087168622733113
2016:Q3,39447774,25819275,20571756,5247519,6480396,81338,75235,6103,600292,597028,3264,173403,170878,2525,272275,2387532,32606,92224,89428,2796,96763,95161,1602,1917582,1846745,70837,826381,793617,32764,7148103,39447774,14983188,1642010,33357,154649,0,28200,0,329807,590971,2276407,250524,2301148,9007479,103561,1877255,158040,0,5711178,26932261,5367410,3450741,1916669,3.9180055370913944
2016:Q4,40244311,25843184,20741195,5101989,7254807,102179,93517,8662,644466,640883,3583,212539,208654,3885,264802,2524541,38106,92805,90469,2336,101209,100073,1136,2422391,2325638,96753,851769,823715,28054,7146320,40244311,15295579,1712941,33347,159362,0,29776,0,354315,586930,2329911,260768,2321541,9069933,101804,2029285,176139,0,5782680,27851593,5246398,3529737,1716661,3.5967544024791915
2017:Q1,42573782,27247821,21880330,5367491,7613651,101509,93782,7727,668533,664853,3680,208769,205762,3007,271252,2774752,36342,96901,93790,3111,98380,96288,2092,2411287,2319460,91827,945926,909142,36784,7712310,42573782,16143872,1786453,33348,166944,0,30003,0,364000,608481,2439909,277059,2414005,9604948,105522,2236763,168964,0,6193511,29345753,5515719,3706825,1808894,5.291078257126324
2017:Q2,43824676,27666296,22346089,5320207,7951610,111591,103756,7835,743185,738748,4437,214412,211535,2877,274174,2944343,35680,102208,98849,3359,114962,112995,1967,2387260,2295197,92063,1023795,985096,38699,8206770,43824676,16616092,1810517,33218,170294,0,30741,0,369742,624094,2488019,288076,2491333,9923346,106018,2369562,187728,0,6315896,30146462,5471444,3759737,1711707,2.516043531339559
2017:Q3,45524576,28435282,23089240,5346042,8364460,115399,107331,8068,783185,778812,4373,223012,220114,2898,277056,3137550,36876,105889,102364,3525,125059,122840,2219,2488266,2391135,97131,1072168,1031084,41084,8724834,45524576,17070569,1859513,33208,176382,0,30692,0,383438,644924,2576101,300372,2594443,10351331,108579,2526556,198473,0,6669995,31294402,5505340,3806969,1698371,4.073956734657496
2017:Q4,48020485,29974314,24356405,5617909,8928033,118702,109215,9487,835833,831287,4546,230465,227560,2905,277300,3401019,36215,104284,101221,3063,128188,126405,1783,2670725,2557230,113495,1125302,1090925,34377,9118138,48020485,18101805,1949283,33208,185816,0,32339,0,410585,660820,2713027,324207,2706807,10819639,109298,2771577,182661,0,7019413,33114782,5787565,4042437,1745128,5.830727069274222
2018:Q1,47701818,29696334,24065392,5630942,8865452,119481,110353,9128,833445,828759,4686,212758,209842,2916,268739,3411600,34164,101293,97854,3439,132146,129269,2877,2605045,2494721,110324,1146781,1098840,47941,9140032,47701818,17947715,1915449,33198,183017,0,34340,0,407419,641130,2664578,322057,2668510,10761948,103379,2771359,191900,0,7055819,32749533,5812253,4006746,1805507,-1.0486322682711995
2018:Q2,48540161,30816380,25125632,5690748,8878680,122364,113330,9034,788665,784250,4415,208265,205427,2838,271416,3497885,34468,103762,100242,3520,126851,123794,3057,2546563,2440149,106414,1178441,1130385,48056,8845101,48540161,18246777,1961404,33198,188388,0,34016,0,409744,641342,2735148,330805,2707756,10930539,104415,2834369,197312,0,7184948,33826978,5868082,4120345,1747737,3.399079720994779
2018:Q3,50826200,32584248,26691687,5892561,9261021,128163,119126,9037,878330,873444,4886,221052,217966,3086,272377,3700859,34032,106652,102954,3698,120310,117377,2933,2553224,2444812,108412,1246022,1194676,51346,8980931,50826200,19070452,2091549,33178,200019,0,34448,0,434263,651362,2896356,348599,2779599,11367339,105826,3016061,221499,0,7575650,35769310,6075959,4262094,1813865,6.625150942456615
2018:Q4,43870626,27819017,22485665,5333352,8152046,106735,97687,9048,810749,806357,4392,188419,185837,2582,252205,3371154,32041,105521,102185,3336,103280,100608,2672,2097247,2002861,94386,1084695,1034734,49961,7899563,43870626,16477434,1789868,33178,169586,0,31179,0,392117,573740,2447979,292063,2478604,9657450,91200,2659009,147686,0,6629533,30471334,5499729,3794943,1704786,-14.790159525134486
2019:Q1,49464464,31943823,25656664,6287159,8833483,113006,104977,8029,848414,844214,4200,201500,198901,2599,268599,3771298,35835,116705,112469,4236,109677,107149,2528,2232689,2137799,94890,1135760,1087761,47999,8687158,49464464,19278751,2026146,33178,191608,0,35414,0,417468,622132,2735930,331025,2408245,10880165,101888,3000124,159000,0,7243390,34325666,6451640,4580987,1870653,13.486709756570692
2019:Q2,50939871,32735663,26480526,6255137,9309632,111279,103350,7929,913256,908895,4361,218409,215777,2632,272984,3933355,35491,115940,111804,4136,115183,112697,2486,2355290,2259210,96080,1238445,1187148,51297,8894576,50939871,19785367,2105393,33178,197649,0,36883,0,436805,642600,2792123,341350,2376360,11183989,103629,3103378,180000,0,7621167,35621237,6424058,4689650,1734408,3.596401988086553
2019:Q3,50958249,32916877,26546530,6370347,9319038,117168,108939,8229,864579,860093,4486,203709,201224,2485,274228,4024327,37055,117158,112942,4216,117395,114920,2475,2359238,2262556,96682,1204181,1150576,53605,8722334,50958249,19741189,2132960,33178,198092,0,36091,0,457118,648009,2768196,339426,2453652,11073533,103065,3139209,175000,0,7659531,35693390,6542525,4728672,1813853,0.6545136644399769
2019:Q4,54809599,35220455,28531995,6688460,10111130,126489,118775,7714,895827,891440,4387,211286,208410,2876,278674,4396207,35931,89497,85886,3611,128286,126172,2114,2617388,2502363,115025,1331545,1281263,50282,9478014,54809599,21176746,2317738,33178,214120,0,38979,0,493890,683513,2961841,370695,2555426,11934519,107181,3476225,167000,0,8278548,38457116,6874469,4997465,1877004,8.519869731664832
2020:Q1,43132183,28120406,23037403,5083003,7569127,77050,73667,3383,693056,690541,2515,122772,121554,1218,231190,3639718,31933,39373,37737,1636,93783,92064,1719,1530497,1479618,50879,1109755,1071547,38208,7442650,43132183,16344615,1832349,33178,167571,0,30002,0,395710,585465,2301607,277938,2178980,9203756,79652,2704388,144684,0,6852288,30506972,5182561,4571331,611230,-21.342663532249357
2020:Q2,52002696,34665405,28563165,6102240,8762420,89711,85236,4475,704515,701543,2972,130731,129198,1533,254179,4355705,33109,53912,51220,2692,127368,125629,1739,1719822,1652740,67082,1293368,1245852,47516,8574871,52002696,20006660,2165023,33178,202783,0,34986,0,429717,657541,2768826,342540,2385957,11129401,92189,3275349,180382,7974,8290190,37197576,6230249,4923932,1306317,21.520468736470434
2020:Q3,56633863,38228809,31569111,6659698,9262379,82025,77661,4364,792491,789242,3249,132602,130971,1631,261895,4725232,33178,56431,53258,3173,129902,127915,1987,1702539,1635692,66847,1346084,1290124,55960,9142675,56633863,22063600,2312758,33178,219458,0,37927,0,462565,695285,2980021,366003,2592344,11843423,95724,3562703,205387,8618,9154869,40694279,6796909,5206126,1590783,8.642392086086009
2020:Q4,65541779,43920797,36089241,7831556,11005966,118821,111149,7672,870216,866065,4151,166581,164527,2054,281588,5449361,35552,69074,65420,3654,139731,138632,1099,2312587,2209233,103354,1562455,1512988,49467,10615016,65541779,26055118,2543177,33178,250043,0,44266,0,518606,771089,3378771,418582,2906142,13391070,105888,4229440,214271,8776,10673362,46923756,8003007,5878617,2124390,14.323650416926839
2021:Q1,69930295,46581654,38160689,8420965,12250401,150713,143120,7593,933488,928427,5061,211663,208817,2846,293283,5909740,36512,77320,72764,4556,139399,137490,1909,2815155,2699735,115420,1683128,1605179,77949,11098240,69930295,28167223,2691108,33168,264385,0,48572,0,546084,782494,3510327,449244,2968699,13977907,114987,4692647,265933,8507,11409010,50195756,8636299,6317521,2318778,6.076117004703255
2021:Q2,75298172,50203931,41619677,8584254,13283720,147051,139554,7497,987098,982133,4965,216910,214188,2722,304477,6491253,36026,82335,77652,4683,149503,147598,1905,2980871,2863113,117758,1888196,1804500,83696,11810521,75298172,30509330,2885874,33168,284518,0,52504,0,584442,816285,3715172,487596,3107705,14919355,121379,5184637,259107,1062,12336038,54680171,8807480,6554954,2252526,7.9362011794921665
2021:Q3,75329881,50053687,41424810,8628877,13486788,156327,147984,8343,967356,962354,5002,219616,216857,2759,307623,6580569,33662,79874,75230,4644,175936,172245,3691,3053773,2932388,121385,1912052,1823121,88931,11789406,75329881,30839080,2867443,33168,282410,0,50611,0,588407,805068,3625005,483793,3075012,14716362,121982,5234459,231950,0,12375131,54676843,8863632,6533120,2330512,-0.442117818508328
2021:Q4,80038829,53553495,45058998,8494497,14424040,169994,158866,11128,1022534,1018406,4128,224622,221650,2972,309950,7190516,34105,82135,77938,4197,166491,164010,2481,3053342,2921546,131796,2170351,2093537,76814,12061294,80038829,31684692,3144897,33158,306376,0,54798,0,642792,811490,3869810,524006,3374155,15533811,123363,5803330,233886,0,13898265,59249522,8728013,6411684,2316329,8.787497100487423
2022:Q1,76425207,50883774,42128378,8755396,14076168,154304,145373,8931,1158338,1152177,6161,236836,233540,3296,288394,7014507,33334,78842,74183,4659,136193,133431,2762,2839689,2722303,117386,2135731,2040772,94959,11465265,76425207,30981104,2946674,33158,287969,0,53800,0,674305,771641,3619273,485522,3263576,14328619,115725,5633610,236914,0,12993317,55966392,8993550,6674290,2319260,-5.730542902736762
2022:Q2,64226711,42092358,34547090,7545268,12136612,126698,118857,7841,950723,944071,6652,198147,194932,3215,258488,6156505,31626,66403,62432,3971,110986,108632,2354,2321599,2223284,98315,1915437,1829704,85733,9997741,64226711,26006598,2429344,33158,237683,0,44817,0,595765,673391,2959734,410083,2953548,11894395,100178,4802318,177578,0,10908121,46475621,7753349,5799891,1953458,-17.16737954034372
2022:Q3,61029219,40170458,32747490,7422968,11666354,124637,116741,7896,912678,905928,6750,199347,195546,3801,242693,5892047,31303,54207,50941,3266,105282,102605,2677,2267410,2170496,96914,1836750,1753013,83737,9192407,61029219,25122685,2270125,33158,225076,0,41448,0,506497,629910,2779184,384859,2808282,11077427,93281,4552073,192184,0,10313030,44208803,7628009,5786206,1841803,-4.946556451196684
2022:Q4,64735049,41664874,34230479,7434395,12764213,124426,114999,9427,1029392,1021196,8196,230587,225608,4979,251477,6476913,31572,59529,56808,2721,115458,113530,1928,2493917,2379675,114242,1950942,1869855,81087,10305962,64735049,26474632,2397646,33158,239331,0,46420,0,532945,659799,2931397,418678,3006540,11867026,99002,5059149,170265,0,10799061,46772112,7656975,5711850,1945125,6.711204695884732
2023:Q1,68785155,45255659,37192579,8063080,12732702,84325,78513,5812,1009644,1002628,7016,201226,197605,3621,251904,6882594,30897,58421,54998,3423,125355,122474,2881,2221701,2125599,96102,1866635,1781228,85407,10796794,68785155,28300909,2601056,33158,254734,0,46033,0,577603,679375,3081437,448833,3023126,12537122,98833,5376403,235261,0,11491272,49721019,8267342,6286210,1981132,6.791041676401729
2023:Q2,73093010,48733726,40295380,8438346,13343231,80693,75087,5606,1076595,1069480,7115,211742,207880,3862,252865,7299506,31728,62889,59211,3678,121170,118296,2874,2262193,2164713,97480,1943850,1853635,90215,11016053,73093010,29900108,2831119,33158,274164,0,48844,0,606645,689315,3281101,485144,3185777,13229677,101500,5766040,276032,0,12384386,53427781,8649176,6643527,2005649,7.961095424871551
2023:Q3,70563833,46733435,38520545,8212890,13135958,82509,76723,5786,1100690,1093084,7606,225002,220715,4287,241242,7134289,31529,60864,57336,3528,119108,116069,3039,2165143,2070092,95051,1975582,1881265,94317,10694440,70563833,28939066,2741513,33158,263297,0,48539,0,557731,657623,3131223,474013,3105751,12605474,95963,5608045,251304,0,12051133,51442889,8426504,6480714,1945790,-3.653965968701326
2023:Q4,77570838,51282717,42621872,8660845,14812765,99063,91550,7513,1151439,1143182,8257,241489,236977,4512,254429,8085387,33680,65662,62198,3464,130771,128761,2010,2631803,2509157,122646,2119042,2032161,86881,11475356,77570838,31583801,3064728,33158,293207,0,53513,0,596349,697475,3456777,533854,3282883,13882105,100232,6433082,283438,0,13276236,57199354,8896128,6686585,2209543,11.682479645906426
2024:Q1,84040433,55812810,46645491,9167319,16113021,106590,100286,6304,1361460,1352083,9377,270165,265537,4628,260188,8841880,35189,64311,60663,3648,146538,143297,3241,2852967,2735250,117717,2173733,2071793,101940,12114602,84040433,34086614,3390074,33158,320675,0,69089,0,599519,727039,3749098,585056,3414478,15029928,104652,7145382,317109,0,14468562,62511657,9414174,7110215,2303959,9.658159345954074
