date,FL703130005.Q,FL763130005.Q,FL753130005.Q,FL743130003.Q,FL473130005.Q,FL703130005.Q,FL153030005.Q,FL143030005.Q,FL103030003.Q,FL113030003.Q,FL313030003.Q,FL213030000.Q,FL793030005.Q,FL573030005.Q,FL223030043.Q,FL633030000.Q,FL403030005.Q,FL613030003.Q,FL733030005.Q,FL263030005.Q
1999:Q1,3675502,2984412,352891,21499,316700,3675502,2688342,334856,195635,139221,3858,98681,343408,150187,2169,144438,6055,25962,14597,206357
1999:Q2,3702594,3004465,352834,22053,323242,3702594,2688072,363230,210997,152233,4065,101005,338526,141764,1651,141164,10652,26712,16583,207696
1999:Q3,3761032,3055938,358851,22743,323500,3761032,2732601,380701,214705,165996,4582,104407,329996,130203,2120,139462,5659,26424,26128,208745
1999:Q4,3873939,3118608,409651,24345,321335,3873939,2781759,416386,236877,179509,5385,108848,344149,119998,1692,159208,9956,31728,21567,217412
2000:Q1,3980531,3196339,430248,24544,329400,3980531,2861431,431936,234409,197527,5474,112825,353481,117159,2400,169583,10082,32294,21963,215384
2000:Q2,4044070,3257131,431088,25786,330065,4044070,2903244,465842,249797,216045,5725,115502,337180,108497,2869,153457,10492,32724,29141,216577
2000:Q3,4143136,3346707,436907,26922,332600,4143136,2948967,497374,265311,232063,6248,120409,349848,101269,4738,161342,15984,34318,32197,220290
2000:Q4,4256547,3452287,439248,27164,337848,4256547,3031792,519923,272343,247580,6339,119372,352767,97215,1606,160566,22184,35584,35612,226354
2001:Q1,4403812,3548287,468263,26862,360400,4403812,3194425,504572,254457,250115,8384,121822,363474,85189,1475,198656,17487,36385,24282,211135
2001:Q2,4455307,3582480,471666,29068,372093,4455307,3255595,502983,250584,252399,9862,126442,346303,78105,1944,191572,19102,34904,20676,214122
2001:Q3,4521780,3656322,449430,30300,385728,4521780,3317475,505497,251814,253683,11674,127472,347324,69734,1813,192532,19789,36221,27235,212338
2001:Q4,4610330,3704570,474020,36274,395466,4610330,3322080,535838,281120,254718,10530,131593,409393,60767,1781,247467,30326,42777,26275,200896
2002:Q1,4780510,3810356,511412,37395,421347,4780510,3484023,535141,276810,258331,15236,134480,411355,59411,2550,252953,26059,41844,28538,200275
2002:Q2,4812098,3844177,506064,39057,422800,4812098,3498351,541509,279564,261945,9851,136250,416471,57677,2677,250260,30522,42851,32484,209666
2002:Q3,4905430,3977174,459522,38953,429781,4905430,3614647,529475,263917,265558,18414,137079,396873,56255,2202,226140,31552,44912,35812,208942
2002:Q4,4956947,4059101,426211,32399,439236,4956947,3618421,560473,291301,269172,27595,140357,389757,56863,2156,224818,25263,46801,33856,220344
2003:Q1,5109461,4182697,434108,32056,460600,5109461,3808516,584334,303994,280340,18415,146939,383646,52765,1970,210410,23067,48705,46729,167611
2003:Q2,5212649,4283569,426040,32102,470938,5212649,3877354,616808,325301,291507,27783,147563,368112,56225,815,188710,27228,52288,42846,175029
2003:Q3,5253653,4314932,428242,33343,477136,5253653,3931914,639727,337052,302675,9106,151625,355600,53900,1003,184430,18580,56430,41257,165681
2003:Q4,5325215,4375320,436448,34937,478510,5325215,3961919,676620,362778,313842,2408,159815,356680,59540,1458,164610,16749,63162,51161,167773
2004:Q1,5526897,4513932,486421,35057,491487,5526897,4116930,696534,369694,326840,1850,168377,373675,57365,1958,166710,21426,61995,64221,169531
2004:Q2,5646205,4612548,500194,35941,497522,5646205,4219601,700173,360406,339767,2114,162954,382457,48809,1984,182094,25532,59607,64431,178906
2004:Q3,5765251,4721532,507934,37691,498094,5765251,4271380,746906,384213,362693,2247,168435,393495,50695,1945,175034,19817,60607,85397,182788
2004:Q4,5880682,4828559,513670,38064,500389,5880682,4348767,751076,370456,380620,2402,171956,403548,54890,1477,181113,23289,61314,81465,202933
2005:Q1,6043238,4956212,532168,41018,513840,6043238,4481089,769000,362506,406494,2393,170456,403744,53318,1270,198045,21611,59444,70056,216556
2005:Q2,6150816,5038701,554039,43993,514083,6150816,4588028,775568,343199,432369,1692,169777,396745,56969,1181,178611,26709,60483,72792,219006
2005:Q3,6371752,5223501,585564,46551,516136,6371752,4749756,809839,351596,458243,2074,176421,408928,60515,1299,195568,27608,48906,75032,224734
2005:Q4,6490560,5336680,590957,47893,515030,6490560,4812507,854477,380360,474117,1439,184611,414302,60914,1710,195171,35342,52226,68939,223224
2006:Q1,6692384,5462973,647792,49817,531802,6692384,5036094,864520,375331,489189,1537,188116,381720,29028,1907,195659,34456,51444,69226,220397
2006:Q2,6816124,5574460,661404,50188,530072,6816124,5109325,859699,355438,504261,1575,189734,418689,29143,2117,221963,41359,48711,75396,237102
2006:Q3,6975400,5662681,723773,50117,538829,6975400,5240300,875675,356342,519333,4822,198296,413163,29257,2127,223381,35728,47084,75586,243144
2006:Q4,7126689,5782705,745623,50371,547990,7126689,5314774,921397,386992,534405,1660,210375,421280,29370,2171,224076,33872,47424,84367,257203
2007:Q1,7337293,5879353,838288,50497,569155,7337293,5514711,908555,360421,548134,1561,215246,428111,30277,2052,222135,38587,48528,86532,269109
2007:Q2,7414124,5904669,881089,52112,576254,7414124,5579106,893357,331493,561864,1433,216705,436345,31184,2251,229625,36823,49255,87207,287178
2007:Q3,7600855,5997426,972312,54551,576566,7600855,5716894,864639,289046,575593,1351,229056,503877,32091,1786,290505,47402,50276,81817,285038
2007:Q4,7746442,6093593,1021689,52570,578590,7746442,5851584,850657,261335,589322,2841,246681,495744,32998,1701,300062,46642,48583,65758,298935
2008:Q1,7978346,6246409,1073581,52043,606313,7978346,6039991,797439,198425,599014,3782,247822,575241,31802,1877,388253,41292,50893,61124,314071
2008:Q2,7960144,6198709,1091308,53339,616788,7960144,5934260,836644,227939,608705,1776,243587,634639,30606,1774,405177,53159,50743,93180,309238
2008:Q3,8054520,6344010,1045319,56014,609177,8054520,6079730,814306,195910,618396,2851,247265,586023,29410,1438,383747,28498,50047,92883,324345
2008:Q4,8088835,6510280,901739,54735,622081,8088835,6079387,779975,151888,628087,1577,265791,589676,28214,1563,405865,21012,49357,83665,372429
2009:Q1,8187296,6613414,861581,51860,660441,8187296,6030504,790824,153930,636894,1730,278910,764535,28981,1549,476018,21061,51238,185688,320793
2009:Q2,8185530,6549283,914044,50538,671665,8185530,5973481,794934,149233,645701,1614,268113,841462,29748,1247,559209,22450,52532,176276,305926
2009:Q3,8247843,6547433,974615,50227,675568,8247843,5985549,866936,212428,654508,1922,273730,824046,30514,1241,550160,30246,51287,160598,295660
2009:Q4,8432480,6646923,1054127,48930,682500,8432480,6154221,892116,228801,663315,1914,276629,808412,31281,1079,577976,25744,50960,121372,299188
2010:Q1,8449124,6704024,994737,48439,701924,8449124,6225719,884597,210549,674048,2017,282661,759394,31183,980,515405,21248,47630,142948,294736
2010:Q2,8341444,6673740,921669,39279,706756,8341444,6174793,899982,215201,684781,1830,265834,699526,31086,913,439109,23692,48421,156305,299479
2010:Q3,8480389,6736860,995312,39531,708686,8480389,6280284,901053,205539,695514,1770,269355,733525,30988,750,476875,22066,46584,156262,294402
2010:Q4,8548091,6784758,1013411,38582,711340,8548091,6136283,941487,235240,706247,1966,276162,883979,30891,720,588336,26050,79602,158380,308214
2011:Q1,8674748,6859165,1046240,38741,730602,8674748,6242369,926648,208903,717745,1528,279586,895004,31331,736,583460,23713,86983,168781,329613
2011:Q2,8866329,7020350,1074931,38335,732713,8866329,6393002,927961,198719,729242,1658,275103,921483,31772,677,580212,23096,95195,190531,347122
2011:Q3,8844422,7149882,921525,38305,734710,8844422,6419335,922751,182011,740740,1802,280644,867110,32213,839,533047,11672,101217,188122,352780
2011:Q4,8952205,7308652,863527,37853,742173,8952205,6505770,947588,195351,752237,1697,294210,847317,32653,998,503333,13391,94991,201951,355623
2012:Q1,9058445,7403183,847910,36865,770487,9058445,6571740,942120,177363,764757,1922,313453,884319,31712,1245,492649,11083,93801,253829,344891
2012:Q2,9118067,7476408,828385,38574,774700,9118067,6624968,941464,164188,777276,2150,306930,888703,30771,1473,475022,9778,85768,285891,353852
2012:Q3,9234216,7594657,826319,36866,776374,9234216,6646114,959402,169606,789796,2116,319791,935489,29829,1990,523060,3730,92387,284493,371304
2012:Q4,9465383,7781362,863817,37472,782732,9465383,6757651,1011397,209082,802315,2013,326956,973709,28888,2475,554984,4290,83528,299544,393657
2013:Q1,9518014,7795260,879930,38050,804774,9518014,6769898,1022444,207248,815196,1594,332377,999245,30060,2951,575290,3617,90527,296800,392456
2013:Q2,9566511,7834751,887077,37643,807040,9566511,6808306,1019760,191683,828077,1828,331121,1006157,31233,3299,580444,4809,90022,296350,399339
2013:Q3,9784299,7980957,957987,39767,805588,9784299,6899721,1040617,209659,830958,1874,338988,1083307,32406,3422,624179,7512,102539,313249,419792
2013:Q4,9869053,8062714,959836,39028,807475,9869053,6874415,1082076,248237,833839,1548,347405,1118479,33578,3855,631168,5378,96186,348314,445130
2014:Q1,10068185,8190773,1008948,37654,830810,10068185,7064338,1029413,191652,837761,1521,355601,1155842,34054,3760,653754,7943,98617,357714,461470
2014:Q2,10131218,8240549,1021371,39071,830227,10131218,7131333,1008753,167071,841682,1840,349294,1144158,34530,3610,643992,5917,96976,359133,495840
2014:Q3,10254362,8281195,1104961,38145,830061,10254362,7265126,996349,150745,845604,1900,355666,1143268,35007,3176,655350,5438,93346,350951,492053
2014:Q4,10447484,8511608,1056134,43257,836485,10447484,7414639,1010201,160676,849525,2226,359003,1162262,35483,3101,635450,3275,95683,389270,499153
2015:Q1,10645453,8693176,1050899,39517,861861,10645453,7645394,992351,140012,852339,2020,370117,1129282,34632,2640,627094,1925,96162,366829,506289
2015:Q2,10590912,8667456,1014640,41961,866855,10590912,7649205,1003481,148328,855153,1863,362570,1082405,33781,2667,596257,2840,98829,348031,491388
2015:Q3,10738498,8831019,995013,40876,871590,10738498,7831818,1012256,154289,857967,2078,364751,1053561,32931,2450,576761,2696,101380,337343,474034
2015:Q4,10836897,8975384,938387,40198,882928,10836897,7983806,1032356,171575,860781,1764,373158,965642,32079,2381,501094,2536,91219,336333,480171
2016:Q1,11052502,9165846,945150,42816,898690,11052502,8148801,1047137,178547,868590,1816,376692,978688,31909,2201,511822,3337,103148,326271,499368
2016:Q2,11058948,9211184,886532,40825,920407,11058948,8203376,1030475,155667,874808,1931,373495,925842,31740,2364,475656,4108,69522,342452,523829
2016:Q3,11214045,9423031,806929,39958,944127,11214045,8549224,1060709,168311,892398,1838,368567,702769,31570,2490,255187,5261,64718,343543,530938
2016:Q4,11371517,9575624,795910,42713,957270,11371517,8693996,1098023,189039,908984,1536,381342,645865,31399,2871,188905,5928,62274,354488,550755
2017:Q1,11532454,9630256,866417,42307,993474,11532454,8764233,1112508,181737,930771,1242,375717,706916,32304,2792,241068,5530,57006,368216,571838
2017:Q2,11492337,9569771,882651,41446,998469,11492337,8681714,1126008,172120,953888,1337,371439,720960,33208,2774,227887,5872,55063,396156,590879
2017:Q3,11669135,9741630,886339,37848,1003318,11669135,8805690,1153234,176229,977005,1493,376903,742488,34112,2713,257762,6471,53197,388233,589327
2017:Q4,11670438,9802034,821761,38069,1008574,11670438,8836163,1181435,181313,1000122,1921,395470,690826,35017,2517,226123,7580,55838,363751,564623
2018:Q1,11878600,9951228,847574,39179,1040619,11878600,9042530,1192100,180031,1012069,1843,390174,660713,33756,2435,221947,8778,51965,341832,591240
2018:Q2,11965884,10001972,877916,39436,1046560,11965884,9106927,1203470,179454,1024016,1909,384241,659690,32494,2286,227427,15134,40792,341557,609647
2018:Q3,12069486,10139386,840938,38400,1050762,12069486,9153851,1224227,188264,1035963,2055,389848,691968,31233,2259,244039,16629,45255,352553,607537
2018:Q4,12200473,10293929,819759,38453,1048332,12200473,9267521,1235065,187155,1047910,2048,403380,690601,29972,2153,244312,20232,42796,351136,601858
2019:Q1,12428857,10421017,867560,37639,1102641,12428857,9448387,1261132,204339,1056793,2081,405103,713266,26110,11,281372,12226,41108,352439,598888
2019:Q2,12520543,10491153,881054,38436,1109900,12520543,9455555,1277621,211944,1065677,2328,405835,769674,22248,1818,319637,14592,40521,370858,609530
2019:Q3,12682834,10671833,859528,40214,1111259,12682834,9663172,1266651,192091,1074560,2647,410152,735515,18387,1877,312103,11264,38406,353478,604697
2019:Q4,12884599,10805423,908800,39823,1130553,12884599,9844728,1284898,201454,1083444,2312,423154,729664,14525,4253,300167,15839,36748,358132,599843
2020:Q1,13499450,11429915,859280,41506,1168749,13499450,10171074,1422806,293826,1128980,1915,430350,760479,15086,4035,278081,16005,49453,397819,712826
2020:Q2,14170422,11959320,917450,42704,1250948,14170422,10691507,1531418,318606,1212812,2071,429711,829745,15648,2554,250621,13255,62244,485423,685970
2020:Q3,14211968,12003454,883780,43414,1281320,14211968,10783706,1540390,313457,1226933,1649,434052,766396,16209,2242,211291,8509,51052,477093,685775
2020:Q4,13679403,11460813,858024,42889,1317677,13679403,10300155,1564319,278135,1286184,981,413612,735239,16771,2243,164141,8826,49261,493997,665097
2021:Q1,14194668,11863958,893084,47392,1390234,14194668,10812918,1575341,279332,1296009,9851,406226,701521,16892,2211,214457,7219,47247,413495,688811
2021:Q2,13990098,11660733,885799,48206,1395360,13990098,10603700,1600996,290115,1310881,1251,392062,693294,17013,2292,176078,6282,73451,418178,698795
2021:Q3,14135833,11808385,866820,43243,1417385,14135833,10740013,1653987,321779,1332208,1747,384901,673885,17133,1901,179073,6347,75154,394277,681300
2021:Q4,14437630,12092287,862178,40705,1442460,14437630,11063804,1665269,283717,1381552,2093,382861,629933,17254,2383,143601,6582,62629,397484,693670
2022:Q1,14544409,12110476,907453,39858,1486622,14544409,11115301,1701352,276224,1425128,2133,375730,604243,17445,161,174911,7455,40049,364222,745650
2022:Q2,14097120,11629699,934469,38623,1494329,14097120,10683940,1684231,259516,1424715,1329,354212,659575,17708,1837,187236,10288,37992,404514,713833
2022:Q3,13831293,11349622,945948,41366,1494357,13831293,10342795,1719804,295861,1423943,1316,353266,696361,17951,87,210259,13545,30344,424175,717751
2022:Q4,13820254,11324786,966322,38703,1490443,13820254,10263863,1753900,301006,1452894,1100,370501,747232,18201,6472,190077,22937,33642,475903,683658
2023:Q1,13439604,10955164,925506,40926,1518008,13439604,9843826,1762375,282430,1479945,1346,362091,796770,18453,2786,227336,25063,35977,487155,673196
2023:Q2,13482016,10990404,935355,40272,1515985,13482016,9721637,1890369,398882,1491487,1185,369904,821171,18768,44,266753,29959,38690,466957,677750
2023:Q3,13565118,11080696,921324,41083,1522015,13565118,9786731,1917792,422519,1495273,1221,365322,817670,18978,2856,292757,28083,39378,435618,676382
2023:Q4,13669186,11168473,928009,38733,1533971,13669186,9830065,1907951,411390,1496561,1235,374311,868445,19175,2369,289069,24163,48621,485048,687179
2024:Q1,13667691,11112120,943921,32631,1579019,13667691,9738719,1916740,414381,1502359,1397,373499,913189,19468,1344,338244,25604,41064,487465,724147
