1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1985:Q2,2621658,2429886,4552,2434438,13815,13815,1721,1721,12916,311,4721,0,7884,0,0,0,0,0,110282,0,0,18040,128322,21025,9421,30446,0,0,0,0,0,0
1985:Q3,2648048,2442019,4724,2446743,14151,14151,1753,1753,13016,303,4616,0,8097,0,0,0,0,0,118708,0,0,17952,136660,20436,15289,35725,0,0,0,0,0,0
1985:Q4,2717948,2503894,4718,2508612,14441,14441,1781,1781,13141,296,4532,0,8313,0,0,0,0,0,121969,0,0,19299,141268,22679,16026,38705,0,0,0,0,0,0
1986:Q1,2766593,2539633,5285,2544918,14649,14649,1821,1821,13299,280,4332,0,8687,0,0,0,0,0,130784,0,0,18191,148975,25592,17339,42931,0,0,0,0,0,0
1986:Q2,2816736,2559327,6157,2565484,15043,15043,1807,1807,13544,284,4352,0,8908,0,0,0,0,0,157048,0,0,17847,174895,18861,27102,45963,0,0,0,0,0,0
1986:Q3,2856405,2593386,6136,2599522,15758,15758,1849,1849,13604,270,4157,0,9177,0,0,0,0,0,160583,0,0,18354,178937,24477,22258,46735,0,0,0,0,0,0
1986:Q4,2888603,2620480,6398,2626878,15923,15923,1874,1874,13672,256,3931,0,9485,0,0,0,0,0,165174,0,0,18845,184019,26850,19387,46237,0,0,0,0,0,0
1987:Q1,2925223,2649877,7192,2657069,16112,16112,1916,1916,14085,239,3726,0,10120,0,0,0,0,0,169269,0,0,19661,188930,27370,19741,47111,0,0,0,0,0,0
1987:Q2,2937655,2668796,7056,2675852,16394,16394,1961,1961,14383,232,3634,0,10517,0,0,0,0,0,159012,0,0,18716,177728,30929,20408,51337,0,0,0,0,0,0
1987:Q3,2964598,2689245,7278,2696523,16801,16801,2009,2009,14508,221,3489,0,10798,0,0,0,0,0,163881,0,0,19499,183380,32855,18522,51377,0,0,0,0,0,0
1987:Q4,3008531,2727456,5877,2733333,17134,17134,2047,2047,14966,224,3461,0,11281,0,0,0,0,0,165478,0,0,19754,185232,34073,21746,55819,0,0,0,0,0,0
1988:Q1,3061400,2771346,6345,2777691,17413,17413,2095,2095,15481,215,3387,0,11879,0,0,0,0,0,165293,0,0,19348,184641,38721,25358,64079,0,0,0,0,0,0
1988:Q2,3110567,2806247,6500,2812747,17711,17711,2110,2110,15819,216,3398,0,12205,0,0,0,0,0,171938,0,0,20373,192311,42946,26923,69869,0,0,0,0,0,0
1988:Q3,3152536,2836141,6664,2842805,18036,18036,2097,2097,16360,226,3498,0,12636,0,0,0,0,0,177798,0,0,20602,198400,45603,29235,74838,0,0,0,0,0,0
1988:Q4,3192657,2871013,6578,2877591,18448,18448,2113,2113,16930,231,3522,0,13177,0,0,0,0,0,181709,0,0,20493,202202,46871,28502,75373,0,0,0,0,0,0
1989:Q1,3246108,2911972,6649,2918621,18709,18709,2131,2131,17118,202,3181,0,13735,0,0,0,0,0,186991,0,0,20940,207931,50758,30840,81598,0,0,0,0,0,0
1989:Q2,3285715,2948154,6188,2954342,18966,18966,2145,2145,16755,169,2785,0,13801,0,0,0,0,0,191405,0,0,21031,212436,49358,31713,81071,0,0,0,0,0,0
1989:Q3,3298913,2963148,6475,2969623,19280,19280,2198,2198,16709,165,2716,0,13828,0,0,0,0,0,190213,0,0,21620,211833,47152,32118,79270,0,0,0,0,0,0
1989:Q4,3323688,2991040,5788,2996828,19621,19621,2243,2243,16335,166,2784,0,13385,0,0,0,0,0,190083,0,0,20747,210830,49482,28349,77831,0,0,0,0,0,0
1990:Q1,3345690,3010668,5725,3016393,19945,19945,2313,2313,14963,162,2588,0,12213,0,0,0,0,0,195068,0,0,20497,215565,46650,29861,76511,0,0,0,0,0,0
1990:Q2,3379053,3040051,5497,3045548,20252,20252,2344,2344,14447,159,2516,0,11772,0,0,0,0,0,199023,0,0,20285,219308,44250,32904,77154,0,0,0,0,0,0
1990:Q3,3416441,3072473,5225,3077698,20713,20713,2399,2399,13966,157,2443,0,11365,1,0,0,0,0,200105,0,0,20686,220791,50083,30791,80874,0,0,0,0,0,0
1990:Q4,3430978,3089703,4524,3094227,20925,20925,2423,2423,13679,158,2417,0,11101,2,0,1,0,0,200723,0,0,17571,218294,47640,33790,81430,0,0,0,0,0,0
1991:Q1,3422761,3077403,5004,3082407,21208,21208,2501,2501,13355,156,2344,0,10851,3,0,1,0,0,203959,0,0,17383,221342,46732,35216,81948,0,0,0,0,0,0
1991:Q2,3425734,3079793,5186,3084979,21633,21633,2545,2545,13263,161,2402,0,10695,4,0,1,0,0,206272,0,0,17303,223575,42634,37105,79739,0,0,0,0,0,0
1991:Q3,3425384,3070503,5644,3076147,21974,21974,2565,2565,13260,166,2460,0,10627,6,0,1,0,0,209561,0,0,16774,226335,44470,40633,85103,0,0,0,0,0,0
1991:Q4,3410055,3045806,5680,3051486,22429,22429,2652,2652,12974,175,2599,0,10191,8,0,1,0,0,212139,0,0,16655,228794,47233,44487,91720,0,0,0,0,0,0
1992:Q1,3407407,3031417,5685,3037102,22743,22743,2745,2745,12823,171,2529,0,10105,10,0,8,0,0,217255,0,0,17359,234614,47688,49692,97380,0,0,0,0,0,0
1992:Q2,3418193,3025315,5521,3030836,23049,23049,2832,2832,12497,162,2438,0,9861,12,0,24,0,0,227197,0,0,17445,244642,51548,52789,104337,0,0,0,0,0,0
1992:Q3,3443352,3035322,6048,3041370,23430,23430,2977,2977,12818,170,2530,0,10079,15,0,24,0,0,234121,0,0,17859,251980,51706,59071,110777,0,0,0,0,0,0
1992:Q4,3444428,3024376,5889,3030265,23856,23856,3054,3054,12802,172,2528,0,10058,20,0,24,0,0,240958,0,0,18726,259684,51104,63663,114767,0,0,0,0,0,0
1993:Q1,3489792,3060986,6875,3067861,24079,24079,3187,3187,13110,176,2632,0,10247,25,0,30,0,0,249818,0,0,19868,269686,41999,69870,111869,0,0,0,0,0,0
1993:Q2,3536969,3096203,6516,3102719,24359,24359,3288,3288,13509,181,2689,0,10556,50,0,33,0,0,258654,0,0,20377,279031,38059,76004,114063,0,0,0,0,0,0
1993:Q3,3602463,3143152,7255,3150407,24606,24606,3331,3331,14088,184,2754,0,11062,54,0,34,0,0,265127,0,0,21591,286718,44070,79243,123313,0,0,0,0,0,0
1993:Q4,3655831,3182171,6966,3189137,24999,24999,3401,3401,14447,188,2809,0,11354,59,0,37,0,0,275323,0,0,23142,298465,44541,80841,125382,0,0,0,0,0,0
1994:Q1,3724990,3239414,6982,3246396,25221,25221,3445,3445,14718,191,2886,0,11527,66,0,48,0,0,277090,0,0,23663,300753,43630,90827,134457,0,0,0,0,0,0
1994:Q2,3803105,3307783,6352,3314135,25583,25583,3523,3523,15420,195,2946,0,12154,75,0,50,0,0,282630,0,0,24336,306966,46560,90918,137478,0,0,0,0,0,0
1994:Q3,3861353,3357522,6450,3363972,25979,25979,3608,3608,15858,202,3006,0,12510,89,0,51,0,0,289573,0,0,25101,314674,41396,95866,137262,0,0,0,0,0,0
1994:Q4,3917154,3407018,5868,3412886,26429,26429,3683,3683,16273,199,2979,0,12905,104,0,86,0,0,291166,0,0,25742,316908,44072,96903,140975,0,0,0,0,0,0
1995:Q1,3983651,3443554,6174,3449728,26741,26741,3786,3786,16643,198,2952,0,13309,102,0,82,0,0,302755,0,0,28473,331228,50226,105299,155525,0,0,0,0,0,0
1995:Q2,4040384,3484753,5996,3490749,27018,27018,3815,3815,17097,199,2922,0,13772,121,0,83,0,0,311954,0,0,29414,341368,52251,108086,160337,0,0,0,0,0,0
1995:Q3,4118216,3543024,6900,3549924,27421,27421,3915,3915,17756,200,2897,0,14439,136,0,84,0,0,321948,0,0,30515,352463,51329,115408,166737,0,0,0,0,0,0
1995:Q4,4167131,3589516,7005,3596521,27947,27947,3966,3966,18256,206,2917,0,14897,161,0,75,0,0,325089,0,0,29866,354955,50734,114752,165486,0,0,0,0,0,0
1996:Q1,4218944,3619116,7699,3626815,28385,28385,4037,4037,18382,206,2889,0,15024,153,0,110,0,0,329899,0,0,32124,362023,52693,126609,179302,0,0,0,0,0,0
1996:Q2,4282102,3659359,7509,3666868,28762,28762,4138,4138,18932,210,2903,0,15537,161,0,121,0,0,341743,0,0,31049,372792,52851,137759,190610,0,0,0,0,0,0
1996:Q3,4335599,3692056,7972,3700028,29195,29195,4535,4535,19242,212,2892,0,15843,172,0,123,0,0,346271,0,0,32090,378361,59431,144807,204238,0,0,0,0,0,0
1996:Q4,4451949,3774722,7837,3782559,29781,29781,4602,4602,19706,153,3013,0,16197,177,0,166,0,0,350720,0,0,33855,384575,64468,166258,230726,0,0,0,0,0,0
1997:Q1,4589408,3868499,8898,3877397,30208,30208,4762,4762,20352,154,3016,0,16830,184,0,168,0,0,361945,0,0,34959,396904,79358,180427,259785,0,0,0,0,0,0
1997:Q2,4674544,3939179,10115,3949294,30619,30619,5050,5050,20827,162,3011,0,17286,195,0,173,0,0,373839,0,0,38481,412320,74288,182146,256434,0,0,0,0,0,0
1997:Q3,4792117,4022634,11159,4033793,31034,31034,5227,5227,21244,169,3025,0,17250,400,0,400,0,0,384519,0,0,39913,424432,82895,193492,276387,0,0,0,0,0,0
1997:Q4,4926954,4150571,10911,4161482,31370,31370,5433,5433,21468,161,3005,0,17903,220,0,179,0,0,385573,0,0,41547,427120,78803,201278,280081,0,0,0,0,0,0
1998:Q1,5021268,4196276,11746,4208022,31755,31755,5471,5471,22807,174,3031,0,19205,222,0,175,0,0,399061,0,0,42473,441534,87532,224147,311679,0,0,0,0,0,0
1998:Q2,5125880,4288441,11439,4299880,32199,32199,5791,5791,23385,191,3309,0,19471,253,0,161,0,0,411374,0,0,45495,456869,79295,228461,307756,0,0,0,0,0,0
1998:Q3,5212582,4346094,11183,4357277,32612,32612,5910,5910,24201,203,3297,0,20226,294,0,181,0,0,423265,0,0,44140,467405,89468,235709,325177,0,0,0,0,0,0
1998:Q4,5274342,4370233,11257,4381490,32950,32950,5952,5952,25521,186,3045,0,21774,309,0,207,0,0,433020,0,0,68087,501107,90559,236763,327322,0,0,0,0,0,0
1999:Q1,5283002,4328819,11389,4340208,33344,33344,6122,6122,26966,184,3027,0,23088,400,0,267,0,0,441717,0,0,69932,511649,89790,274923,364713,0,0,0,0,0,0
1999:Q2,5376501,4415144,11785,4426929,33800,33800,6282,6282,27824,195,3032,0,23844,452,0,301,0,0,437463,0,0,74898,512361,88473,280832,369305,0,0,0,0,0,0
1999:Q3,5565809,4581002,12148,4593150,34129,34129,6330,6330,29561,200,3026,0,25493,486,0,356,0,0,441252,0,0,76090,517342,102479,282818,385297,0,0,0,0,0,0
1999:Q4,5647539,4634786,13774,4648560,34401,34401,6432,6432,31583,192,3031,0,27484,534,0,342,0,0,447077,0,0,83758,530835,93031,302697,395728,0,0,0,0,0,0
2000:Q1,5652957,4600838,14011,4614849,34731,34731,6744,6744,32610,184,3046,0,28556,565,0,259,0,0,462759,0,0,86465,549224,114567,300232,414799,0,0,0,0,0,0
2000:Q2,5838810,4768130,14904,4783034,35128,35128,6865,6865,32747,195,3018,0,28685,590,0,259,0,0,470202,0,0,89471,559673,114542,306821,421363,0,0,0,0,0,0
2000:Q3,6053926,4954582,14560,4969142,35444,35444,6933,6933,33111,205,3026,0,28906,610,0,364,0,0,483822,0,0,102475,586297,119921,303078,422999,0,0,0,0,0,0
2000:Q4,6174962,5036549,14609,5051158,35839,35839,6997,6997,33812,210,3065,0,29525,647,0,365,0,0,494551,0,0,110180,604731,138669,303756,442425,0,0,0,0,0,0
2001:Q1,6268423,5078988,16446,5095434,36352,36352,7029,7029,34589,208,3018,0,30315,704,0,344,0,0,508500,0,17013,117970,643483,134244,317292,451536,0,0,0,0,0,0
2001:Q2,6386204,5188262,17853,5206115,36822,36822,7143,7143,35479,258,3496,0,30753,736,0,236,0,0,519373,0,17038,125934,662345,126241,312059,438300,0,0,0,0,0,0
2001:Q3,6461463,5264335,18342,5282677,37157,37157,7266,7266,36221,270,3510,0,31353,826,0,262,0,0,543576,0,17004,126253,686833,109261,302048,411309,0,0,0,0,0,0
2001:Q4,6428177,5214020,19232,5233252,37460,37460,7373,7373,37088,282,3517,0,32142,871,0,276,0,0,555581,0,15633,120990,692204,108718,312082,420800,0,0,0,0,0,0
2002:Q1,6497410,5264613,18313,5282926,37887,37887,7648,7648,37806,284,3515,0,32738,967,0,302,0,0,561957,0,15109,121986,699052,102208,329883,432091,0,0,0,0,0,0
2002:Q2,6600987,5332936,18197,5351133,38231,38231,8330,8330,38092,302,3530,0,32825,1072,0,363,0,0,579276,0,17097,121226,717599,123404,324198,447602,0,0,0,0,0,0
2002:Q3,6706891,5433437,17944,5451381,38569,38569,8264,8264,38697,312,3554,0,33323,1111,0,397,0,0,597483,0,18089,117437,733009,116654,320317,436971,0,0,0,0,0,0
2002:Q4,6613822,5292687,18595,5311282,38851,38851,8380,8380,39080,323,3570,0,33530,1162,0,495,0,0,606482,0,19587,130612,756681,127291,332257,459548,0,0,0,0,0,0
2003:Q1,6757464,5410000,17966,5427966,39203,39203,8505,8505,40293,323,3612,0,34547,1235,0,576,0,0,618090,0,20254,135341,773685,127473,340339,467812,0,0,0,0,0,0
2003:Q2,6920504,5551028,18723,5569751,39597,39597,8657,8657,40859,350,3632,0,34788,1321,0,768,0,0,633818,0,21842,143448,799108,126111,336421,462532,0,0,0,0,0,0
2003:Q3,7039756,5666714,18727,5685441,39881,39881,8746,8746,41695,373,3693,0,35227,1392,0,1010,0,0,636756,0,22201,148815,807772,122928,333293,456221,0,0,0,0,0,0
2003:Q4,7157663,5748727,19076,5767803,40154,40154,8847,8847,42283,416,4165,0,35148,1407,0,1147,0,0,644599,0,23408,152868,820875,134697,343004,477701,0,0,0,0,0,0
2004:Q1,7407863,5923989,17579,5941568,40460,40460,8978,8978,44099,408,4258,0,36687,1540,0,1206,0,0,664109,0,24615,174199,862923,158950,350885,509835,0,0,0,0,0,0
2004:Q2,7765635,6270734,17364,6288098,40937,40937,9226,9226,45233,447,4264,0,37695,1597,0,1230,0,0,691492,0,23927,186968,902387,136478,343276,479754,0,0,0,0,0,0
2004:Q3,8228243,6626841,18193,6645034,41756,41756,10502,10502,45260,482,4256,0,37668,1618,0,1236,0,0,772177,0,25455,199387,997019,151060,337612,488672,0,0,0,0,0,0
2004:Q4,8442039,6763131,18810,6781941,42006,42006,11914,11914,44788,487,4209,0,36734,1654,0,1704,0,0,803258,0,25879,213070,1042207,167747,351436,519183,0,0,0,0,0,0
2005:Q1,8628906,6920962,19090,6940052,42330,42330,12560,12560,45138,475,4254,0,37105,1650,121,1533,0,0,816924,0,25764,217656,1060344,169130,359352,528482,0,0,0,0,0,0
2005:Q2,8985544,7217589,18939,7236528,42660,42660,12937,12937,45905,481,4052,0,38087,1688,110,1487,0,0,838592,0,25044,225031,1088667,184756,374091,558847,0,0,0,0,0,0
2005:Q3,9345310,7562466,18752,7581218,42922,42922,13307,13307,46715,521,4124,0,38704,1771,110,1485,0,0,843857,0,33093,221362,1098312,189780,373056,562836,0,0,0,0,0,0
2005:Q4,9584075,7750401,18965,7769366,43144,43144,13536,13536,46697,529,4125,0,38695,1768,110,1470,0,0,860169,0,33911,237869,1131949,188781,390602,579383,0,0,0,0,0,0
2006:Q1,9671287,7814511,19411,7833922,44433,44433,13759,13759,47271,538,4131,0,39217,1808,104,1473,0,0,869163,0,33500,220439,1123102,212904,395896,608800,0,0,0,0,0,0
2006:Q2,9961965,8042196,18968,8061164,44565,44565,14970,14970,47306,548,4151,0,39338,1789,93,1387,0,0,915675,0,33075,227192,1175942,214980,403038,618018,0,0,0,0,0,0
2006:Q3,10217374,8257573,18772,8276345,44873,44873,15069,15069,47405,566,4247,0,39250,1850,87,1405,0,0,945400,0,36886,237063,1219349,211804,402529,614333,0,0,0,0,0,0
2006:Q4,10385035,8373893,16977,8390870,45083,45083,15325,15325,46878,580,4297,0,38471,1925,81,1524,0,0,986433,0,36625,253698,1276756,197337,412786,610123,0,0,0,0,0,0
2007:Q1,10448553,8391801,19907,8411708,45363,45363,15846,15846,46873,624,4572,0,38277,1738,75,1587,0,0,994892,0,37741,248439,1281072,231085,416606,647691,0,0,0,0,0,0
2007:Q2,10620256,8528586,20495,8549081,46516,46516,16102,16102,46980,675,4878,0,37756,1881,66,1724,0,0,1006420,0,39703,256970,1303093,240737,417747,658484,0,0,0,0,0,0
2007:Q3,10736147,8574169,21103,8595272,46594,46594,17274,17274,53821,694,4951,0,43739,2341,122,1974,0,0,1055003,0,40155,262511,1357669,225286,440231,665517,0,0,0,0,0,0
2007:Q4,10649971,8422889,22230,8445119,46664,46664,18450,18450,55971,712,5006,0,45516,2500,113,2124,0,0,1099496,0,42038,227476,1369010,241002,473755,714757,0,0,0,0,0,0
2008:Q1,10165032,7930122,22774,7952896,46752,46752,19549,19549,53478,435,5797,0,42556,2345,109,2236,0,0,1112317,0,41359,231895,1385571,240431,466355,706786,0,0,0,0,0,0
2008:Q2,10054534,7828714,22916,7851630,47804,47804,19874,19874,55284,417,5901,0,43788,2638,121,2419,0,0,1100992,0,41092,235405,1377489,237280,465173,702453,0,0,0,0,0,0
2008:Q3,9733437,7556802,24026,7580828,47909,47909,20312,20312,54588,385,6092,0,42431,2840,154,2686,0,0,1117934,0,35750,212089,1365773,192609,471418,664027,0,0,0,0,0,0
2008:Q4,9396116,7138030,21785,7159815,47970,47970,21076,21076,51767,422,6363,0,39021,2758,168,3035,0,0,1096370,0,29964,237221,1363555,276633,475300,751933,0,0,0,0,0,0
2009:Q1,8657280,6713676,24653,6738329,48083,48083,22558,22558,53478,460,5772,0,41621,2423,138,3064,0,0,1169723,0,31733,324042,1525498,269334,0,269334,0,0,0,0,0,0
2009:Q2,8080113,6172788,21522,6194310,49363,49363,24246,24246,55284,444,5874,0,43226,2511,147,3082,0,0,1195038,0,35901,301514,1532453,224457,0,224457,0,0,0,0,0,0
2009:Q3,7968006,6039013,20954,6059967,49420,49420,24918,24918,54588,410,6067,0,42466,2509,131,3005,0,0,1259501,0,42880,276813,1579194,199919,0,199919,0,0,0,0,0,0
2009:Q4,7759971,5841425,23035,5864460,49537,49537,25640,25640,51767,444,6341,0,39730,2372,132,2748,0,0,1287611,0,42105,233977,1563693,203086,0,203086,0,0,0,1788,894,894
2010:Q1,7841431,5930292,23884,5954176,49626,49626,26255,26255,50999,459,6358,0,39029,2365,32,2750,6,0,1274142,0,44813,248017,1566972,189183,0,189183,0,0,0,4220,2110,2110
2010:Q2,8190629,6266064,23645,6289709,50941,50941,26620,26620,50531,427,6436,0,38430,2365,77,2759,37,0,1300098,0,48518,267658,1616274,150402,0,150402,0,0,0,6152,3076,3076
2010:Q3,8366303,6424569,24579,6449148,51249,51249,26686,26686,50627,502,6740,0,38048,2410,82,2811,34,0,1320112,0,52385,231918,1604415,177066,0,177066,0,0,0,7112,3556,3556
2010:Q4,8424176,6509647,29197,6538844,51443,51443,26524,26524,49021,565,6721,0,36710,2172,49,2747,57,0,1309125,0,64576,205387,1579088,171578,0,171578,0,0,0,7678,3839,3839
2011:Q1,8527886,6572046,27432,6599478,51524,51524,26293,26293,48611,647,6686,0,36208,2185,49,2802,34,0,1336904,0,66322,200178,1603404,188946,0,188946,0,0,0,9630,4815,4815
2011:Q2,8599432,6623981,27752,6651733,52841,52841,26486,26486,44188,578,6815,0,32080,2011,51,2594,59,0,1359435,0,69990,211326,1640751,173421,0,173421,0,0,0,10012,5006,5006
2011:Q3,8737663,6717798,26440,6744238,53058,53058,26005,26005,43472,510,6978,0,31242,2033,54,2595,60,0,1386299,0,77062,257002,1720363,140135,0,140135,0,0,0,10392,5196,5196
2011:Q4,8844508,6864326,27446,6891772,53167,53167,26899,26899,43079,526,7011,0,30593,2850,39,2004,56,0,1385177,0,75098,221038,1681313,137844,0,137844,0,0,0,10434,5217,5217
2012:Q1,9188366,6870198,37054,6907252,53297,53297,27217,27217,42432,632,7092,0,29806,2817,55,1974,56,0,1471052,16321,154895,351925,1994193,154269,0,154269,0,0,0,9706,4853,4853
2012:Q2,9372839,7029211,37479,7066690,55050,55050,27342,27342,41630,551,7006,0,28993,2937,55,2018,70,0,1494521,16293,161403,371873,2044090,128517,0,128517,0,0,0,9520,4760,4760
2012:Q3,9766774,7271959,38088,7310047,55300,55300,27369,27369,41256,555,7107,0,28540,2906,52,2022,70,4,1530281,13050,96211,569207,2208749,117941,0,117941,0,0,0,6112,3056,3056
2012:Q4,9849361,7389161,37886,7427047,55326,55326,27360,27360,41249,552,7162,0,28433,2906,53,2041,91,11,1533784,9905,15901,609250,2168840,126021,0,126021,0,0,0,3518,1759,1759
2013:Q1,9996079,7499121,38699,7537820,55363,55363,27564,27564,40360,624,7118,0,27573,2954,55,1935,84,17,1550262,4498,16332,620465,2191557,142935,0,142935,0,0,0,480,240,240
2013:Q2,10360318,7862729,39236,7901965,57219,57219,27493,27493,40636,574,7382,0,27593,2976,58,1942,92,19,1530786,4584,15856,639687,2190913,142092,0,142092,0,0,0,0,0,0
2013:Q3,10718904,8225157,36589,8261746,57279,57279,27441,27441,40485,563,7637,0,27028,3002,65,2064,101,25,1543712,4755,16218,648579,2213264,118689,0,118689,0,0,0,0,0,0
2013:Q4,10887383,8344144,40794,8384938,57356,57356,27507,27507,41723,596,7752,0,27846,2353,119,2866,134,57,1567133,4793,10712,669720,2252358,123501,0,123501,0,0,0,0,0,0
2014:Q1,10887608,8321692,42404,8364096,57356,57356,28051,28051,40550,750,8027,0,26171,2366,129,2896,131,80,1590945,5089,10946,666703,2273683,123872,0,123872,0,0,0,0,0,0
2014:Q2,11146463,8584206,43464,8627670,58726,58726,28162,28162,42080,705,8107,0,27290,2585,120,2967,130,176,1624993,5154,11536,627321,2269004,120821,0,120821,0,0,0,0,0,0
2014:Q3,11407896,8852072,44360,8896432,59202,59202,28190,28190,42422,698,8285,0,27195,2752,125,2993,127,247,1635119,5300,11470,601912,2253801,127849,0,127849,0,0,0,0,0,0
2014:Q4,11591249,9063065,45121,9108186,59414,59414,28572,28572,42933,728,8500,0,27255,2919,124,2955,119,333,1650013,5082,11493,582340,2248928,103216,0,103216,0,0,0,0,0,0
2015:Q1,11763870,9245602,45418,9291020,61500,61500,28822,28822,41848,806,8592,0,25732,2984,127,3076,119,412,1642859,5146,11778,584657,2244440,96240,0,96240,0,0,0,0,0,0
2015:Q2,12129329,9534738,45459,9580197,61501,61501,29133,29133,42904,772,8718,0,25947,3194,130,3427,126,590,1680023,5198,11744,609500,2306465,109129,0,109129,0,0,0,0,0,0
2015:Q3,12360583,9694570,49711,9744281,61511,61511,29281,29281,42297,777,8867,0,24441,3318,129,3452,173,1140,1699716,5295,11958,657883,2374852,108361,0,108361,0,0,0,0,0,0
2015:Q4,12151263,9737936,50404,9788340,61511,61511,29451,29451,44202,806,9017,0,25886,3340,138,3406,216,1393,1704466,5104,11904,400900,2122374,105385,0,105385,0,0,0,0,0,0
2016:Q1,12153548,9673674,51637,9725311,63000,63000,30078,30078,42738,898,9103,0,24301,3486,102,3505,212,1131,1741847,5117,12781,405568,2165313,127108,0,127108,0,0,0,0,0,0
2016:Q2,12400200,9928407,51392,9979799,63211,63211,30113,30113,45360,932,9487,0,26709,3240,165,3585,200,1042,1774628,5098,13543,373548,2166817,114900,0,114900,0,0,0,0,0,0
2016:Q3,12632401,10092436,69638,10162074,63231,63231,30176,30176,46010,875,9773,0,26881,3368,182,3766,201,964,1794169,4950,13911,411979,2225009,105901,0,105901,0,0,0,0,0,0
2016:Q4,12582997,10097571,67741,10165312,63258,63258,30443,30443,46948,902,9760,0,27803,3448,159,3766,192,918,1782420,3424,13135,378282,2177261,99775,0,99775,0,0,0,0,0,0
2017:Q1,12596564,10118127,69518,10187645,64093,64093,30595,30595,45996,1030,9954,0,26448,3462,165,4051,187,699,1811910,3580,13511,329102,2158103,110132,0,110132,0,0,0,0,0,0
2017:Q2,13083512,10612938,68665,10681603,64127,64127,30843,30843,48000,959,10158,0,28261,3580,222,3982,174,664,1841434,3524,14142,310707,2169807,89132,0,89132,0,0,0,0,0,0
2017:Q3,13178595,10708965,70024,10778989,64764,64764,31188,31188,50339,1105,12227,0,28371,3706,170,3987,181,592,1860038,3578,14528,293678,2171822,81493,0,81493,0,0,0,0,0,0
2017:Q4,13339363,10890878,68693,10959571,64764,64764,31389,31389,51148,1179,12312,0,28514,4093,159,4157,188,546,1862876,3415,15668,270826,2152785,79706,0,79706,0,0,0,0,0,0
2018:Q1,13521369,10981486,74190,11055676,64764,64764,31667,31667,50702,1344,12073,0,28162,3672,220,4503,188,540,1876534,4416,15000,298299,2194249,124311,0,124311,0,0,0,0,0,0
2018:Q2,13741330,11179426,76522,11255948,66042,66042,32076,32076,52281,1250,12361,0,29382,3878,188,4509,183,530,1893243,4611,14869,285919,2198642,136341,0,136341,0,0,0,0,0,0
2018:Q3,13811218,11287317,78728,11366045,66092,66092,32276,32276,51104,1202,12487,0,28112,3935,197,4582,53,536,1853755,4595,15053,297206,2170609,125092,0,125092,0,0,0,0,0,0
2018:Q4,13866617,11258979,78230,11337209,66092,66092,32335,32335,52232,1248,12486,0,29105,3978,191,4650,36,538,1926627,4287,4668,320089,2255671,123078,0,123078,0,0,0,0,0,0
2019:Q1,14100859,11483684,78405,11562089,66092,66092,32522,32522,49578,1339,12454,0,26425,3820,220,4742,36,542,1957418,4615,5091,284953,2252077,138501,0,138501,0,0,0,0,0,0
2019:Q2,14526511,11875777,78396,11954173,67441,67441,32395,32395,50560,1322,12577,0,27332,3867,192,4745,36,489,2002060,4410,5502,287608,2299580,122362,0,122362,0,0,0,0,0,0
2019:Q3,14635002,11988314,80594,12068908,67459,67459,32488,32488,49208,1258,12755,0,25567,3843,197,5046,52,490,1996779,4130,5732,291554,2298195,118744,0,118744,0,0,0,0,0,0
2019:Q4,14686531,12052651,83475,12136126,67459,67459,31698,31698,48565,1324,12746,0,24573,3941,208,5214,58,501,2013143,3936,5763,260306,2283148,119535,0,119535,0,0,0,0,0,0
2020:Q1,14927617,12204390,84809,12289199,68757,68757,31966,31966,55046,1389,12620,0,30090,4283,334,6018,53,259,2019400,4031,0,336843,2360274,122375,0,122375,0,0,0,0,0,0
2020:Q2,15118787,12324248,88453,12412701,68767,68767,32025,32025,46187,1304,12798,0,20626,3920,406,6985,38,110,2051991,281,0,281381,2333653,111454,0,111454,1500,112500,114000,0,0,0
2020:Q3,15546629,12749787,87085,12836872,68982,68982,32392,32392,43948,1301,12978,0,17575,3959,788,7274,50,23,2080964,2672,0,265779,2349415,101020,0,101020,1500,112500,114000,0,0,0
2020:Q4,15913604,13103155,90334,13193489,69306,69306,32376,32376,41772,1401,12973,0,14948,3887,745,7759,37,22,2120080,2500,0,248127,2370707,91954,0,91954,1500,112500,114000,0,0,0
2021:Q1,16245822,13428721,93779,13522500,70475,70475,32469,32469,41209,1536,13004,0,13555,3835,711,8539,7,22,2141065,2345,0,249734,2393144,134247,0,134247,1500,50278,51778,0,0,0
2021:Q2,17011955,14178520,97975,14276495,70475,70475,32819,32819,40875,1512,13557,0,12450,3980,667,8677,9,23,2194463,3604,0,236150,2434217,116796,0,116796,0,40278,40278,0,0,0
2021:Q3,17806784,14953692,99623,15053315,70512,70512,33089,33089,40012,1433,13765,0,11309,4129,608,8738,9,21,2220256,3880,0,233074,2457210,125787,0,125787,0,26859,26859,0,0,0
2021:Q4,18279282,15455265,106104,15561369,70512,70512,33877,33877,40869,1564,14240,0,11090,4300,571,9073,9,22,2243503,3594,0,195769,2442866,108531,0,108531,0,21258,21258,0,0,0
2022:Q1,18688016,15891802,94934,15986736,70812,70812,34324,34324,42331,1937,14270,0,11638,4328,498,9630,9,21,2178210,4165,0,217985,2400360,132196,0,132196,0,21257,21257,0,0,0
