date,FA406000105.Q,FA405013005.Q,FA404090005.Q,FA403020005.Q,FA403030005.Q,FA402050005.Q,FA404022005.Q,FA403069105.Q,FA403061105.Q,FA403061705.Q,FA403062005.Q,FA403063005.Q,FA404023005.Q,FA403069305.Q,FA403069385.Q,FA403069345.Q,FA403069330.Q,FA403065005.Q,FA403065105.Q,FA403065195.Q,FA403065185.Q,FA403065405.Q,FA403065495.Q,FA403065485.Q,FA403065605.Q,FA403066005.Q,FA403093005.Q,FA404194005.Q,FA404190005.Q,FA402150005.Q,FA403161705.Q,FA403161795.Q,FA403161785.Q,FA403169283.Q,FA403190005.Q,FA403181105.Q,FA403164105.Q,FA403192405.Q,FA407005005.Q
1977:Q3,25,20,4788,192,0,-1128,-4760,-1364,-3296,-100,0,0,9912,5828,0,480,5348,3764,740,0,740,224,0,224,2800,320,572,4260,3992,0,5404,0,5404,320,-1732,268,76,192,-523
1977:Q4,117,21,11932,128,0,-3616,-1920,-1760,872,-1032,0,0,17264,14244,0,1768,12476,3000,1064,0,1064,-500,0,-500,2436,20,76,12136,11244,0,8700,0,8700,20,2524,892,76,816,300
1978:Q1,147,19,21004,-160,0,5848,-920,-1648,224,504,0,0,14372,4568,0,148,4420,9504,6592,0,6592,-132,0,-132,3044,300,1864,20308,18148,0,17696,0,17696,300,152,2160,44,2116,-568
1978:Q2,234,20,32736,136,0,-676,2176,-1296,1764,1708,0,0,29032,17856,0,1872,15984,10776,7992,0,7992,-776,0,-776,3560,400,2068,31872,31028,0,26632,0,26632,400,3996,844,44,800,-650
1978:Q3,224,21,30712,-200,0,992,-4228,-1388,-1712,-1128,0,0,32660,17968,0,2432,15536,14472,10872,0,10872,280,0,280,3320,220,1488,29868,28996,0,23956,0,23956,220,4820,872,44,828,-641
1978:Q4,305,22,29884,344,0,-472,540,-460,1648,-648,0,0,33108,18188,0,4140,14048,14240,10640,0,10640,596,0,596,3004,680,-3636,30176,28984,0,23992,0,23992,680,4312,1192,44,1148,575
1979:Q1,257,16,29084,-132,0,8888,-2264,-580,-1812,128,0,0,21600,2508,0,5664,-3156,18632,13700,0,13700,260,0,260,4672,460,992,28344,26624,0,24352,0,24352,460,1812,1720,48,1672,-499
1979:Q2,305,16,30496,220,0,-4684,3848,-376,3744,480,0,0,30116,16392,0,3632,12760,13284,7896,0,7896,-192,0,-192,5580,440,996,28956,27868,0,20820,0,20820,440,6608,1088,48,1040,-1251
1979:Q3,405,16,19992,56,0,-4660,-3384,708,-4272,180,0,0,26924,15452,0,1352,14100,10932,5748,0,5748,440,0,440,4744,540,1056,18824,17716,0,17668,0,17668,540,-492,1108,48,1060,-779
1979:Q4,390,16,45052,544,0,2712,3216,840,1528,848,0,0,39968,24144,0,11176,12968,14904,9400,0,9400,244,0,244,5260,920,-1388,46192,43712,0,34184,0,34184,920,8608,2480,48,2432,1514
1980:Q1,178,14,38904,-96,0,-1780,2924,972,1920,32,0,0,37988,16656,0,7520,9136,20424,12796,0,12796,144,0,144,7484,908,-132,37556,38212,0,35092,0,35092,1120,2000,-656,8,-664,-1184
1980:Q2,259,15,25460,-64,0,13592,3100,2336,376,388,0,0,4140,-11248,0,-4216,-7032,13828,5792,0,5792,-248,0,-248,8284,1560,4692,25512,24376,0,18324,0,18324,1580,4472,1136,8,1128,296
1980:Q3,131,15,10196,-400,0,-9768,-816,-1448,396,236,0,0,18420,9592,0,2404,7188,8204,3044,0,3044,344,0,344,4816,624,2760,10204,9572,0,7472,0,7472,660,1440,632,8,624,124
1980:Q4,53,16,43440,668,0,5168,-2392,-1708,-920,236,0,0,42316,26720,0,7512,19208,14152,8888,0,8888,404,0,404,4860,1444,-2320,43460,41812,0,36728,0,36728,1500,3584,1648,8,1640,57
1981:Q1,197,22,18216,-596,0,3728,-7724,-84,-7060,-580,0,0,18040,5884,0,5036,848,9068,1168,0,1168,-80,0,-80,7980,3088,4768,17888,16696,0,13828,0,13828,2700,168,1192,0,1192,-153
1981:Q2,520,23,43036,0,0,-692,7788,-152,7208,732,0,0,38852,26688,0,-992,27680,11212,2296,0,2296,-76,0,-76,8992,952,-2912,41648,40092,0,40060,0,40060,20,12,1556,0,1556,-891
1981:Q3,833,24,67776,264,0,9776,312,936,-152,-472,0,0,54308,34600,0,1592,33008,16980,9564,0,9564,48,0,48,7368,2728,3116,67244,66124,0,53284,0,53284,3600,9240,1120,0,1120,277
1981:Q4,1721,25,20964,1040,0,1060,2380,548,880,952,0,0,18892,3656,0,268,3388,13256,7176,0,7176,-216,0,-216,6296,1980,-2408,21444,19788,0,14848,0,14848,1200,3740,1656,0,1656,2176
1982:Q1,2139,53,12816,-756,0,16,-1568,-576,-560,-432,0,0,16176,4324,0,452,3872,10988,5232,0,5232,-92,0,-92,5848,864,-1052,12148,11000,0,7132,0,7132,1600,2268,1148,104,1044,1418
1982:Q2,3637,51,39456,-120,0,5836,1972,184,956,832,0,0,27288,10572,0,-2372,12944,15212,10156,0,10156,-100,0,-100,5156,1504,4480,37556,36744,0,35180,0,35180,0,1564,812,104,708,1686
1982:Q3,2993,49,19244,-256,0,2888,15024,-612,15776,-140,0,0,10120,-10440,0,-3416,-7024,18156,15420,0,15420,-152,0,-152,2888,2404,-8532,17824,17380,0,24372,0,24372,0,-6992,444,104,340,1524
1982:Q4,2625,49,17104,532,0,12776,-10768,-124,-10168,-476,0,0,5776,-7800,0,-1236,-6564,12000,10496,0,10496,-140,0,-140,1644,1576,8788,17684,16240,0,-6916,0,-6916,0,23156,1444,104,1340,3156
1983:Q1,1282,162,-11456,-244,0,2852,-316,1056,-20,-1876,524,0,-14644,-20916,1900,1124,-23940,8764,7648,0,7648,-40,0,-40,1156,-2492,896,-12136,-12408,0,-12720,0,-12720,0,312,272,364,-92,440
1983:Q2,358,165,3124,-572,0,-5380,-1032,-852,-1400,384,836,0,4996,-4736,3104,-2948,-4892,11440,9556,0,9556,152,0,152,1732,-1708,5112,2620,1956,0,1904,0,1904,0,52,664,364,300,-311
1983:Q3,-84,173,5048,1068,0,-2476,3480,744,2784,-944,896,0,1932,-2332,3200,-1808,-3724,5696,4820,0,4820,-384,0,-384,1260,-1432,1044,4388,4124,0,3644,0,3644,0,480,264,364,-100,-917
1983:Q4,-169,185,10192,568,0,-4140,-5688,568,-7676,708,712,0,22184,8188,2180,1644,4364,15692,15452,0,15452,-36,0,-36,276,-1696,-2732,11236,10164,0,12800,0,12800,0,-2636,1072,364,708,690
1984:Q1,196,275,22040,-4,0,2840,1644,32,2204,-1168,576,0,15212,-4,1308,4068,-5380,16112,15536,0,15536,208,0,208,368,-896,2348,21112,20208,0,22172,0,22172,0,-1964,904,0,904,-1007
1984:Q2,590,290,47812,-404,0,-2132,3388,-536,2540,884,500,0,41076,29212,584,-4376,33004,9180,6236,0,6236,1816,0,1816,1128,2684,5884,47596,46728,0,36180,0,36180,0,10548,868,0,868,84
1984:Q3,428,300,59116,1156,0,1700,14552,-608,13392,1316,452,0,36700,27824,384,-1144,28584,7272,5880,0,5880,496,0,496,896,1604,5008,58432,57796,0,49824,0,49824,0,7972,636,0,636,-556
1984:Q4,507,306,35840,1576,0,30964,-13580,712,-14604,-120,432,0,17528,2084,708,-5088,6464,14868,15312,0,15312,916,0,916,-1360,576,-648,35532,34392,0,13544,0,13544,0,20848,1140,0,1140,-107
1985:Q1,219,447,13232,-1608,0,-11188,8352,-732,10608,-1900,376,0,20448,-840,924,-2044,280,21012,20632,0,20632,968,0,968,-588,276,-2772,12756,11192,0,15688,0,15688,0,-4496,1564,108,1456,-704
1985:Q2,521,454,52600,812,0,13028,8164,-384,5548,2712,288,0,27908,14788,1036,-6000,19752,11360,13220,0,13220,2100,0,2100,-3960,1760,2688,51528,50572,0,35216,0,35216,0,15356,956,108,848,-1005
1985:Q3,498,449,41128,3444,0,-92,16232,-368,15400,888,312,0,27036,22680,1044,-2828,24464,3068,7692,0,7692,2136,0,2136,-6760,1288,-5492,43200,42692,0,14384,0,14384,1200,27108,508,108,400,2121
1985:Q4,603,459,7968,484,0,22240,-17048,-856,-15240,-1404,452,0,9140,4556,948,-8752,12360,3004,27308,0,27308,2584,0,2584,-26888,1580,-6848,14984,14376,0,17052,0,17052,3140,-5816,608,108,500,7160
1986:Q1,1160,547,-1888,-92,0,3664,11680,-320,13068,-1680,612,0,-16252,-7568,840,-1992,-6416,-9276,-488,0,-488,-2340,0,-2340,-6448,592,-888,284,-248,0,-4968,0,-4968,460,4260,532,-100,632,2785
1986:Q2,958,542,20248,1376,0,-912,13168,400,12736,-764,796,0,19976,28400,700,-2736,30436,-11868,-10420,0,-10420,5068,0,5068,-6516,3444,-13360,21000,20120,0,18992,0,18992,1156,-28,880,-100,980,1168
1986:Q3,1035,539,33468,848,0,21804,3136,168,2116,84,768,0,2948,11464,760,-6080,16784,-9232,-3844,0,-3844,1204,0,1204,-6592,716,4732,32124,31984,0,23688,0,23688,-1732,10028,140,-100,240,-848
1986:Q4,1121,547,38104,3980,0,-14608,10300,-292,10088,-36,540,0,21304,38016,1012,-1432,38436,-17460,-8032,0,-8032,-2836,0,-2836,-6592,748,17128,38532,38360,0,23148,0,23148,-1344,16556,172,-100,272,1002
1987:Q1,1213,398,-12016,-2368,0,-1192,9408,1508,7720,80,100,0,-22184,-7652,560,-672,-7540,-15056,-8092,0,-8092,-2124,0,-2124,-4840,524,4320,-13028,-14836,0,-18536,0,-18536,-2880,6580,1808,156,1652,-197
1987:Q2,1207,406,22296,-2796,0,9384,-13388,1532,-15528,-80,688,0,21540,33312,3880,-868,30300,-14388,-10600,0,-10600,1104,0,1104,-4892,2616,7556,20648,19300,0,29580,0,29580,-120,-10160,1348,156,1192,-847
1987:Q3,1199,419,17572,-1092,0,-14556,8136,-432,8060,-140,648,0,25368,23452,900,-468,23020,-496,4944,0,4944,-492,0,-492,-4948,2412,-284,17896,17240,0,31816,0,31816,0,-14576,656,156,500,1104
1987:Q4,1312,419,83944,5976,0,-2464,14868,-2796,18556,-156,-736,0,49668,51068,436,-1240,51872,-3324,1336,0,1336,288,0,288,-4948,1924,15896,83128,81140,0,77956,0,77956,0,3184,1988,156,1832,77
1988:Q1,1491,348,63128,-936,0,47336,16080,7064,7700,1396,-80,0,2596,-11300,-1124,4032,-14208,11304,12916,0,12916,684,0,684,-2296,2592,-1948,59488,57404,0,41220,0,41220,0,16184,2084,24,2060,-2497
1988:Q2,1269,358,4892,-852,0,-17344,-17764,2172,-19824,-300,188,0,36236,23344,-280,2308,21316,9676,10720,0,10720,1252,0,1252,-2296,3216,4616,3508,2132,0,17452,0,17452,0,-15320,1376,24,1352,-473
1988:Q3,1105,361,51820,644,0,11436,4132,-4548,9320,0,-640,0,27172,26976,696,-628,26908,-3692,-2360,0,-2360,988,0,988,-2320,3888,8436,52612,50424,0,42420,0,42420,0,8004,2188,24,2164,1536
1988:Q4,1413,369,69516,1020,0,-15056,22840,-3268,23888,-244,2464,0,41736,36092,-444,-8340,44876,2704,3540,0,3540,1488,0,1488,-2324,2940,18976,68460,66156,0,78440,0,78440,0,-12284,2304,24,2280,-12
1989:Q1,1452,335,64490,-1820,0,27732,3236,20,4044,-72,-756,0,45662,46726,96,2622,44008,-2948,-2688,0,-2688,1260,0,1260,-1520,1884,-10320,60788,60108,0,64876,0,64876,0,-4768,680,-72,752,-2585
1989:Q2,1431,341,24825,1196,0,78540,-77632,1600,-80032,996,-196,0,1913,-6866,-1576,2346,-7636,6499,6078,0,6078,1965,0,1965,-1544,2280,20808,23056,24580,0,18680,0,18680,0,5900,-1524,-72,-1452,-679
1989:Q3,1283,352,21963,-924,0,-6516,35732,2388,29800,3252,292,0,-28773,-41947,1328,-219,-43056,10482,9872,0,9872,2166,0,2166,-1556,2692,22444,25072,25328,0,5772,0,5772,0,19556,-256,-72,-184,4040
1989:Q4,962,348,18800,-3540,0,12288,20604,7416,-6896,19516,568,0,-17792,-32349,2096,2807,-37252,10105,7046,0,7046,4615,0,4615,-1556,4452,7240,16764,18332,0,11592,0,11592,0,6740,-1568,-72,-1496,-1422
1990:Q1,1433,296,-6010,-916,0,-8392,29092,-896,22068,6984,936,0,-12598,-24728,1796,1448,-27972,9207,9775,0,9775,299,0,299,-868,2924,-13196,-6308,-916,0,6100,0,6100,0,-7016,-5392,-404,-4988,839
1990:Q2,1472,291,17888,716,0,7252,26072,-2848,21740,5528,1652,0,-28052,-20862,2744,-748,-22859,-9330,-8386,0,-8386,-67,0,-67,-876,2140,11900,15264,17732,0,11616,0,11616,0,6116,-2468,-404,-2064,-1443
1990:Q3,971,296,4104,-488,0,-36340,69028,-276,64548,4200,556,0,-24240,-33496,1352,28,-34876,6964,5429,0,5429,2424,0,2424,-888,2292,-3856,1988,4316,0,13744,0,13744,0,-9428,-2328,-404,-1924,-1441
1990:Q4,844,291,77531,-12,0,65072,-11180,6076,-23012,5772,-16,0,7771,-13493,-1764,1340,-13069,15765,14546,0,14546,2103,0,2103,-884,5500,15880,73776,75328,0,37136,0,37136,-480,38672,-1552,-404,-1148,-3202
1991:Q1,1181,286,21829,-616,0,5716,47016,-9804,60640,-3088,-732,0,-17239,-32856,-2120,1740,-32476,12081,13193,0,13193,-432,0,-432,-680,3536,-13048,17372,18448,0,13112,0,13112,0,5336,-1076,220,-1296,-3562
1991:Q2,1781,283,-20477,-400,0,7360,5624,-432,1944,4352,-240,0,-30329,-43611,844,3961,-48416,11322,10897,0,10897,1108,0,1108,-684,1960,-2732,-22180,-22032,0,-29484,0,-29484,0,7452,-148,220,-368,-205
1991:Q3,882,280,48729,-408,0,16100,66804,25684,19152,22032,-64,0,-42635,-44564,604,2231,-47399,1321,1609,0,1609,404,0,404,-692,608,8868,45492,45284,0,20560,0,20560,0,24724,208,220,-12,-2635
1991:Q4,437,278,26845,-2192,0,-33660,23352,12928,-8992,21196,-1780,0,7365,-15373,5260,3228,-23860,21398,19255,0,19255,2836,0,2836,-692,1340,31980,25968,26892,0,32648,0,32648,-120,-5636,-924,220,-1144,-718
1992:Q1,966,282,60724,256,0,4832,62972,-10824,51408,22088,300,0,52724,17327,-1560,5394,13493,32214,30106,0,30106,2015,0,2015,92,3184,-60060,58900,59456,0,11332,0,11332,0,48124,-556,48,-604,-1140
1992:Q2,628,294,37148,-1040,0,-5276,14350,3200,-9848,20924,74,0,16058,-4760,242,-2184,-2818,17722,16606,0,16606,1025,0,1025,92,3096,13056,32692,33948,0,50212,0,50212,0,-16264,-1256,48,-1304,-4122
1992:Q3,384,299,88754,-328,0,17168,27088,12888,14592,-572,180,0,34870,4456,-1976,11,6421,26353,24959,0,24959,1302,0,1302,92,4060,9956,86984,85652,0,67700,0,67700,0,17952,1332,48,1284,-1685
1992:Q4,87,308,37223,1076,0,-20692,29748,5404,15640,8432,272,0,39267,-14653,-3000,2179,-13832,51984,49716,0,49716,2176,0,2176,92,1936,-12176,34152,34168,0,33580,0,33580,-120,708,-16,48,-64,-3292
1993:Q1,864,520,-14502,-740,0,-37092,-28946,-16152,-9588,-6556,-650,4000,77204,52417,-42,1423,51036,22971,22095,0,22095,1328,0,1328,-452,1816,-24928,-18180,-18988,0,32272,0,32272,0,-51260,808,-424,1232,-3334
1993:Q2,543,535,95899,-640,0,-30948,29076,2216,12212,6728,-80,8000,92375,16767,-960,-1337,19064,72796,72379,0,72379,873,0,873,-456,2812,6036,93108,91936,0,68656,0,68656,0,23280,1172,-424,1596,-2783
1993:Q3,292,540,161502,1808,0,-3864,71936,13252,23984,20204,-1504,16000,62362,22204,-1760,1294,22670,37298,35701,0,35701,2057,0,2057,-460,2860,29260,156624,154732,0,167692,0,167692,0,-12960,1892,-424,2316,-5126
1993:Q4,289,564,72485,3280,0,6928,11072,-5956,-55044,53860,2000,16212,39021,3934,-552,4256,230,32047,30007,0,30007,2500,0,2500,-460,3040,12184,69328,68316,0,53628,0,53628,0,14688,1012,-424,1436,-3432
1994:Q1,657,504,95280,-1612,0,14388,70130,-6516,21892,46472,94,8188,58042,29908,614,5541,23754,25169,23657,0,23657,1784,0,1784,-272,2964,-45668,90108,90060,0,159976,0,159976,-19160,-50756,48,-1036,1084,-5019
1994:Q2,531,511,121050,-564,0,31368,64994,13416,-6340,47208,2310,8400,23420,12462,-2418,-4247,19127,6330,5802,0,5802,800,0,800,-272,4628,1832,116624,114852,0,146512,0,146512,0,-31660,1772,-1036,2808,-4406
1994:Q3,515,522,144755,280,0,29880,88690,25572,-36304,87828,3194,8400,25505,28945,2402,-129,26672,-6368,-6424,0,-6424,328,0,328,-272,2928,400,141772,141056,0,151992,0,151992,0,-10936,716,-1036,1752,-2990
1994:Q4,499,544,241536,-1248,0,66112,138242,25272,22148,77500,2566,10756,15974,23125,-510,2156,21479,-10891,-11139,0,-11139,524,0,524,-276,3740,22456,235984,235360,0,249012,0,249012,0,-13652,624,-1036,1660,-5597
1995:Q1,313,406,51702,-244,0,26108,47404,-3980,18716,21376,-1704,12996,24098,19613,-1052,5564,15101,125,-1187,0,-1187,972,0,972,340,4360,-45664,45908,46224,0,62956,0,62956,0,-16732,-316,-1796,1480,-5887
1995:Q2,443,410,154502,1308,0,44264,91298,-12908,-1132,91056,1962,12320,-2060,-13381,-746,-507,-12128,4713,4545,0,4545,-172,0,-172,340,6608,19692,148452,148432,0,127124,0,127124,0,21308,20,-1796,1816,-6017
1995:Q3,830,412,113687,-2020,0,16688,27966,23912,-10444,20160,3030,-8692,24185,5968,-1614,3604,3978,14481,13489,0,13489,644,0,644,348,3736,46868,110112,109272,0,102116,0,102116,0,7156,840,-1796,2636,-3157
1995:Q4,864,420,140640,1656,0,-5116,144788,-10352,17076,107548,7416,23100,23640,16552,-8840,6848,18545,5928,4872,0,4872,712,0,712,344,1160,-24328,136220,136016,0,131656,0,131656,0,4360,204,-1796,2000,-3976
1996:Q1,1028,537,39888,-1792,0,-9224,59594,-3856,-15204,70704,10026,-2076,27514,45148,-2074,8224,38997,-15814,-17474,0,-17474,692,0,692,968,-1820,-36204,33556,34716,0,31604,0,31604,0,3112,-1160,-1664,504,-5841
1996:Q2,864,549,108360,-1412,0,-2172,74622,-3692,26460,55716,5838,-9700,35678,37862,-1650,-1626,41138,-1269,-613,0,-613,-1620,0,-1620,964,-916,1644,103576,103040,0,126640,0,126640,0,-23600,536,-1664,2200,-4469
1996:Q3,634,567,83909,-424,0,280,59796,4020,-236,57252,448,-1688,21293,28399,380,-3686,31705,-3967,-3987,0,-3987,-972,0,-972,992,-3140,2964,78024,78448,0,80148,0,80148,0,-1700,-424,-1664,1240,-5818
1996:Q4,430,582,134828,700,0,-36044,105578,42028,-62776,79540,746,46040,5302,6149,-1202,2767,4583,-4390,-4242,0,-4242,-1156,0,-1156,1008,3544,59292,142204,142012,0,123352,0,123352,0,18660,192,-1664,1856,7224
1997:Q1,508,441,23703,1560,0,6388,83388,21880,1188,61120,-612,-188,14419,30890,-1320,3940,28269,-12847,-12799,0,-12799,-1488,0,-1488,1440,-3624,-82052,18596,18468,0,-6520,0,-6520,0,24988,128,-2456,2584,-5040
1997:Q2,443,449,179325,8320,0,24468,78342,6468,-22368,90416,-966,4792,37655,52061,-194,223,52031,-8970,-8366,0,-8366,-2152,0,-2152,1548,-5436,30540,170936,172744,0,198876,0,198876,0,-26132,-1808,-3708,1900,-8395
1997:Q3,729,471,66112,-4240,0,1604,32628,-51364,32888,69056,148,-18100,23968,31254,-44,-1738,33036,-2937,-3205,0,-3205,-1200,0,-1200,1468,-4348,12152,63704,65892,0,46268,0,46268,0,19624,-2188,-3856,1668,-2150
1997:Q4,818,470,177140,-372,0,-48816,126682,18812,16768,49836,3618,37648,29910,27344,-2570,-2426,32340,6086,5614,0,5614,-1108,0,-1108,1580,-3520,69736,166132,167764,0,157648,0,157648,0,10116,-1632,-2528,896,-10660
1998:Q1,1963,433,203478,-1200,-9700,-14668,203762,129788,-55676,129256,4082,-3688,84984,83980,226,7829,75925,8188,9400,0,9400,-3104,0,-3104,1892,-7184,-59700,202572,197848,0,142980,0,142980,0,54868,4724,-632,5356,624
1998:Q2,2028,446,158825,1764,5084,-26748,100848,-50000,12516,114484,2124,21724,54529,64529,-940,-3967,69436,-1472,-2624,0,-2624,-852,0,-852,2004,-8528,23348,155868,155020,0,166792,0,166792,0,-11772,848,-1464,2312,-1375
1998:Q3,2195,451,312310,1052,-13120,-3664,242012,19644,15740,158956,13500,34172,83294,78893,-72,4858,74107,-227,-2931,0,-2931,744,0,744,1960,4628,2736,304672,300696,0,294464,0,294464,0,6232,3976,712,3264,-5894
1998:Q4,2182,464,545406,9804,10972,-8404,323040,14868,24536,231068,6300,46268,176766,146472,-324,4660,142135,23814,18682,0,18682,3052,0,3052,2080,6480,33228,535656,529836,0,511420,0,511420,0,18416,5820,540,5280,-8032
1999:Q1,2513,342,170528,-6652,5348,-26312,155940,-108376,18716,224696,-3268,24172,80444,84731,-284,2148,82867,-11746,-16278,0,-16278,3896,0,3896,636,7460,-38240,164804,161428,0,193332,0,193332,0,-31904,3376,-2404,5780,-3553
1999:Q2,2611,351,296182,-2248,18388,-8712,167588,-29332,-9992,194816,5636,6460,110814,109208,-1292,-1833,112333,-4734,-12490,0,-12490,6176,0,6176,1580,6340,10352,292432,290928,0,306796,0,306796,0,-15868,1504,-1928,3432,-1490
1999:Q3,2974,360,399414,1792,-19972,5948,230294,25952,3396,162184,6574,32188,152584,137787,86,929,136771,-1051,-6679,0,-6679,4680,0,4680,948,15848,28768,393096,387064,0,407508,0,407508,0,-20444,6032,-916,6948,-3704
1999:Q4,2963,360,403475,35728,17188,79968,161018,-17680,11020,109948,5362,52368,90653,100843,258,2332,98253,-2298,-6182,0,-6182,2536,0,2536,1348,-7892,18920,397284,389608,0,367504,0,367504,0,22104,7676,-412,8088,-3588
2000:Q1,2523,394,114651,-44208,504,3448,120836,16508,-23168,115212,-1680,13964,66903,58326,-392,4670,54048,16997,10393,0,10393,5008,0,5008,1596,-8420,-32832,121848,119016,0,105092,0,105092,0,13924,2832,-1276,4108,9326
2000:Q2,2652,409,225734,2164,1640,-38964,94712,-14728,-17968,77572,2312,47524,137966,110744,332,-646,111058,29350,25514,0,25514,2236,0,2236,1600,-2128,28216,232388,234140,0,249040,0,249040,0,-14900,-1752,-2300,548,8897
2000:Q3,2876,414,269092,-372,21968,11360,230966,7696,33456,153808,5134,30872,-17706,-24296,146,2567,-27008,17798,13110,0,13110,3020,0,3020,1668,-11208,22876,243328,241564,0,279440,0,279440,0,-37876,1764,308,1456,-23302
2000:Q4,2844,416,271125,11636,-22128,-34596,283388,33312,9996,250116,5820,-15856,67069,36252,148,5737,30367,24728,15488,0,15488,7552,0,7552,1688,6088,-34244,336632,336584,0,307080,0,307080,0,29504,48,-2756,2804,67935
2001:Q1,2694,414,384364,280,-18788,77952,250068,-39232,-5484,258896,1012,34876,76656,49774,16,4067,45691,24530,14234,0,14234,7248,0,7248,3048,2352,-1804,398148,395312,416,265932,0,265932,0,128964,2836,-272,3108,16064
2001:Q2,2875,405,271250,3028,6460,-28312,260658,12312,1560,178060,4678,64048,26356,-9933,-238,1484,-11179,31657,20165,0,20165,8072,0,8072,3420,4632,3060,277144,272168,504,286836,0,286836,0,-15172,4976,1416,3560,8364
2001:Q3,2362,401,362335,12472,2748,-6324,268512,-6164,1200,234288,780,38408,53639,26608,28,1241,25339,24819,13975,0,13975,7404,0,7404,3440,2212,31288,405788,404760,96,326676,0,326676,0,77988,1028,-1940,2968,45414
2001:Q4,3217,385,363991,-6760,42148,56216,183772,44000,4128,156396,18172,-38924,99015,46585,36,4656,41893,51887,38271,0,38271,10184,0,10184,3432,544,-10400,338128,335824,2184,337148,0,337148,0,-3508,2304,-1164,3468,-23031
2002:Q1,2662,523,227010,2180,-17068,-45740,257540,-56840,17744,242720,4220,49696,30962,-5504,-156,5772,-11121,38270,25614,0,25614,7332,0,7332,5324,-1804,-864,167676,169604,5960,180232,0,180232,0,-16588,-1928,-4800,2872,-57195
2002:Q2,2520,516,105157,5396,17852,-49664,88204,2256,10344,29948,4244,41412,21581,-26368,-1128,1987,-27227,40953,27821,0,27821,6076,0,6076,7056,6996,21788,162928,164392,-2344,139108,0,139108,0,27628,-1464,-2608,1144,59775
2002:Q3,3023,513,327885,18480,4120,34200,111756,-40280,17560,89664,4516,40296,114729,52939,52,-1161,54048,61265,47929,0,47929,8168,0,8168,5168,524,44600,368092,369116,-816,289556,0,289556,0,80376,-1024,-3444,2420,42717
2002:Q4,2864,501,306885,6300,-25156,32376,174136,960,2816,164464,3168,2728,96925,14357,-180,1498,13039,98720,80924,0,80924,12448,0,12448,5348,-16152,22304,336140,329220,796,270436,0,270436,0,57988,6920,5388,1532,31618
2003:Q1,3571,534,266290,25404,-8784,-65036,151834,2940,-1892,113252,-1274,38808,157444,59846,-134,2312,57668,103902,95686,0,95686,12580,0,12580,-4364,-6304,5428,200240,198060,804,225752,0,225752,0,-28496,2180,-2672,4852,-63013
2003:Q2,3631,548,138511,-7424,16644,46812,-38842,-7824,884,-38764,-154,7016,85897,-28309,-146,-3300,-24863,130174,120126,0,120126,14668,0,14668,-4620,-15968,35424,200656,199216,1200,192436,0,192436,0,5580,1440,-824,2264,65228
2003:Q3,2920,561,466282,4144,-34592,-68752,381398,-2988,-6040,367372,5278,17776,166120,42670,-26,-3491,46187,139730,139422,0,139422,5056,0,5056,-4748,-16280,17964,409560,408676,2000,459872,0,459872,0,-53196,884,-2460,3344,-54363
2003:Q4,3429,570,111249,33964,-7324,9012,3440,-6792,-42020,-34420,16096,70576,56993,50340,-104,4635,45809,33166,21478,0,21478,16292,0,16292,-4604,-26512,15164,43732,37188,14692,125432,0,125432,0,-102936,6544,4192,2352,-64658
2004:Q1,3556,675,164480,996,18708,33904,11922,5184,-1652,-150416,14190,144616,119250,130229,10,6183,124035,7373,-10955,0,-10955,14520,0,14520,3808,-18352,-20300,82772,78856,-14692,5600,0,5600,0,87948,3916,-3348,7264,-78827
2004:Q2,4170,696,119237,-3632,16424,13620,45494,-896,2700,-119548,9090,154148,53583,103441,-562,-4558,108561,5086,-13406,0,-13406,14784,0,14784,3708,-54944,-6252,98936,97872,0,214812,0,214812,0,-116940,1064,-3472,4536,-16827
2004:Q3,3902,721,36429,-32680,-22860,8548,83196,-4628,-2800,-84820,12024,163420,-26455,-21744,-560,-1766,-19418,4201,-15663,0,-15663,16148,0,16148,3716,-8912,26680,157736,158208,0,118280,0,118280,0,39928,-472,-580,108,124488
2004:Q4,3665,741,31286,76744,13888,14236,-187010,-3152,-656,-454724,-34250,305772,95596,82236,-270,-852,83358,13360,-2044,0,-2044,11564,0,11564,3840,0,17832,-54200,-76524,9916,-38696,0,-38696,0,-47744,22324,24212,-1888,-82562
2005:Q1,4145,728,-13451,-23240,-6712,8328,-127380,8324,692,-169144,-5872,38620,50169,93744,0,7166,86578,-43575,-56911,0,-56911,9384,0,9384,3952,0,85384,-103412,-104876,-4408,-141516,0,-141516,0,41048,1464,64,1400,-86544
2005:Q2,2682,747,-90046,-27532,20392,-17944,-103460,9304,-1856,-191216,-1396,81704,80862,121443,0,8537,112906,-40581,-50101,0,-50101,5544,0,5544,3976,0,-42364,-66208,-69348,-2976,-63668,0,-63668,0,-2704,3140,72,3068,25773
2005:Q3,5467,765,-306530,-23676,3596,75228,-68564,2808,980,-142000,-2568,72216,-98630,-54041,0,8491,-62533,-44589,-56653,0,-56653,7960,0,7960,4104,0,-194484,-270696,-274004,-3864,-269252,0,-269252,0,-888,3308,68,3240,40536
2005:Q4,4345,780,155395,-23680,30936,-9820,-25760,11560,1020,-39340,-9960,10960,16343,48491,0,8038,40453,-32148,-55312,0,-55312,19148,0,19148,4016,0,167376,96976,96960,3728,138272,0,138272,0,-45040,16,88,-72,-54854
