1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1956:Q2,8236,-176,6832,780,656,372,0,284,0,144,68,76,0,8236,0,8080,156,0,0
1956:Q3,2128,-2056,3284,1268,-584,704,0,-1288,0,216,-12,228,0,2128,0,1512,616,0,0
1956:Q4,5404,1228,2992,-256,920,48,0,872,0,520,256,264,0,5404,0,5892,-488,0,0
1957:Q1,164,1304,2156,-12,-3256,-844,0,-2412,0,-28,-92,64,0,164,0,36,128,0,0
1957:Q2,8956,1860,5648,344,884,-352,0,1236,0,220,180,40,0,8956,0,8828,128,0,0
1957:Q3,-572,-992,-512,216,220,8,0,212,0,496,348,148,0,-572,0,-904,332,0,0
1957:Q4,184,-624,-2404,1272,1320,-112,0,1432,0,620,276,344,0,184,0,804,-620,0,0
1958:Q1,-5748,-3224,-2652,-312,76,456,0,-380,0,364,104,260,0,-5748,0,-6160,412,0,0
1958:Q2,4860,-1716,32,812,5216,456,0,4760,0,516,380,136,0,4860,0,4676,184,0,0
1958:Q3,-5568,556,156,248,-7192,-1144,0,-6048,0,664,404,260,0,-5568,0,-6068,500,0,0
1958:Q4,10920,3068,1184,1472,4924,2060,0,2864,0,272,-32,304,0,10920,0,11648,-728,0,0
1959:Q1,-1312,-1832,1460,492,-1044,2056,0,-3100,0,-388,-376,-12,0,-1312,0,-1812,500,0,0
1959:Q2,13292,940,7944,1288,2980,2172,0,808,0,140,0,140,0,13292,0,13316,-24,0,0
1959:Q3,9008,1216,3500,1216,2752,2024,0,728,0,324,80,244,0,9008,0,8468,540,0,0
1959:Q4,12656,416,1588,1224,8912,1136,0,7776,0,516,280,236,0,12656,0,13276,-620,0,0
1960:Q1,-160,-2064,5344,548,-3632,-268,0,-3364,0,-356,-112,-244,0,-160,0,-556,396,0,0
1960:Q2,8556,2656,3344,396,2276,232,0,2044,0,-116,-240,124,0,8556,0,8472,84,0,0
1960:Q3,-632,-184,164,212,-860,-2320,0,1460,0,36,-48,84,0,-632,0,-1248,616,0,0
1960:Q4,4500,2384,-4,904,356,140,0,216,0,860,292,568,0,4500,0,4900,-400,0,0
1961:Q1,-3900,-1308,3672,440,-6564,-5784,0,-780,0,-140,-48,-92,0,-3900,0,-5876,1976,0,0
1961:Q2,2712,4248,-1912,-164,-4,-392,0,388,0,544,-40,584,0,2712,0,2244,468,0,0
1961:Q3,5360,-528,904,872,3996,1200,0,2796,0,116,-184,300,0,5360,0,5756,-396,0,0
1961:Q4,12652,1068,1072,1256,7848,3604,0,4244,0,1408,780,628,0,12652,0,13404,-752,0,0
1962:Q1,-1408,840,2144,548,-5896,-4472,0,-1424,0,956,528,428,0,-1408,0,-1320,-88,0,0
1962:Q2,4576,-472,4260,1004,-240,3020,0,-3260,0,24,320,-296,0,4576,0,5396,-820,0,0
1962:Q3,8120,700,4372,948,2024,568,0,1456,0,76,-148,224,0,8120,0,7664,456,0,0
1962:Q4,16616,764,3788,1956,10444,3480,0,6964,0,-336,-520,184,0,16616,0,16840,-224,0,0
1963:Q1,-4372,-1160,2480,116,-5428,-3040,0,-2388,0,-380,-476,96,0,-4372,0,-5280,908,0,0
1963:Q2,10248,2384,2216,1232,3936,2364,0,1572,0,480,-136,616,0,10248,0,9744,504,0,0
1963:Q3,8660,-1532,3580,812,5260,2348,0,2912,0,540,144,396,0,8660,0,7948,712,0,0
1963:Q4,16448,1684,5420,2468,5768,4044,0,1724,0,1108,-20,1128,0,16448,0,16784,-336,0,0
1964:Q1,-9808,-932,2344,516,-12448,-4880,0,-7568,0,712,-96,808,0,-9808,0,-10060,252,0,0
1964:Q2,22392,3220,3996,852,13788,4832,0,8956,0,536,-288,824,0,22392,0,22180,212,0,0
1964:Q3,-512,-2012,5956,944,-6256,-2368,0,-3888,0,856,-8,864,0,-512,0,-560,48,0,0
1964:Q4,20568,5084,6976,676,6016,2256,0,3760,0,1816,440,1376,0,20568,0,21028,-460,0,0
1965:Q1,9112,-3300,13840,1704,-5636,-2028,0,-3608,0,2504,540,1964,0,9112,0,8900,212,0,0
1965:Q2,21976,-68,8632,1472,12792,7380,0,5412,0,-852,-160,-692,0,21976,0,22132,-156,0,0
1965:Q3,2976,-1452,9608,1312,-6620,2028,0,-8648,0,128,156,-28,0,2976,0,2668,308,0,0
1965:Q4,28428,3112,11428,1788,12124,5892,0,6232,0,-24,-36,12,0,28428,0,29468,-1040,0,0
1966:Q1,-284,-4644,9548,2164,-6940,-3244,0,-3696,0,-412,-440,28,0,-284,0,-396,112,0,0
1966:Q2,32496,6984,13752,2804,8948,4800,0,4148,0,8,132,-124,0,32496,0,32404,92,0,0
1966:Q3,-4812,-2340,10720,672,-13480,-6040,0,-7440,0,-384,-120,-264,0,-4812,0,-5172,360,0,0
1966:Q4,17704,2684,276,3360,11320,1956,0,9364,0,64,12,52,0,17704,0,16648,1056,0,0
1967:Q1,-5432,-3560,8080,392,-10100,-7156,0,-2944,0,-244,-288,44,0,-5432,0,-5528,96,0,0
1967:Q2,13500,2228,7916,1992,2108,4104,0,-1996,0,-744,12,-756,0,13500,0,13360,140,0,0
1967:Q3,2424,-6052,3524,400,3988,-312,0,4300,0,564,316,248,0,2424,0,2312,112,0,0
1967:Q4,55788,39488,6700,2656,6336,1916,0,4420,0,608,20,588,0,55788,0,55636,152,0,0
1968:Q1,-38452,-33712,6048,464,-10536,-8020,28,-2544,0,-716,-192,-524,0,-38452,0,-38756,304,0,0
1968:Q2,20760,5200,10164,2500,3472,6284,28,-2840,0,-576,-284,-292,0,20760,0,20100,660,0,0
1968:Q3,8844,-3408,9800,368,2520,-1556,36,4040,0,-436,-152,-284,0,8844,0,8524,320,0,0
1968:Q4,35460,5536,15440,2520,12072,7720,68,4284,0,-108,-176,68,0,35460,0,35360,100,0,0
1969:Q1,264,-7768,12044,2944,-6332,-4064,16,-2284,0,-624,-56,-568,0,264,0,-352,616,0,0
1969:Q2,26552,4104,12900,3180,6848,8872,24,-2048,0,-480,36,-516,0,26552,0,25480,1072,0,0
1969:Q3,-3364,-3396,5368,2944,-7208,-7672,16,448,0,-1072,-288,-784,0,-3364,0,-4672,1308,0,0
1969:Q4,27172,7940,9360,1920,7596,6856,52,688,0,356,272,84,0,27172,0,25708,1464,0,0
1970:Q1,-19312,-9432,-992,-60,-8908,-4572,-48,-4288,0,80,192,-112,0,-19312,0,-23244,3932,0,0
1970:Q2,16556,2208,7516,1276,5520,10080,32,-4592,0,36,-36,72,0,16556,0,14428,2128,0,0
1970:Q3,16040,-472,12776,-144,4528,-64,0,4592,0,-648,-632,-16,0,16040,0,12460,3580,0,0
1970:Q4,20936,7440,5160,580,7788,3196,36,4556,0,-32,-92,60,0,20936,0,21640,-704,0,0
1971:Q1,-7928,-9356,768,2312,-2168,-884,72,-1356,0,516,-88,604,0,-7928,0,-7784,-144,0,0
1971:Q2,21296,6900,6340,2552,4824,6200,36,-1412,0,680,84,596,0,21296,0,19424,1872,0,0
1971:Q3,7356,-3356,13660,60,-4400,-7868,56,3412,0,1392,320,1072,0,7356,0,6552,804,0,0
1971:Q4,21244,6084,-692,3776,10160,6348,4,3808,0,1916,416,1500,0,21244,0,21916,-672,0,0
1972:Q1,13340,-6772,13408,1992,3428,-96,132,3392,0,1284,20,1264,0,13340,0,10420,2920,0,0
1972:Q2,27576,6912,7940,4048,6868,3656,32,3180,0,1808,292,1516,0,27576,0,27316,260,0,0
1972:Q3,23220,-4820,16988,-324,9208,2804,-16,6420,0,2168,220,1948,0,23220,0,20352,2868,0,0
1972:Q4,53672,7432,17368,5308,21056,13456,228,7372,0,2508,252,2256,0,53672,0,56668,-2996,0,0
1973:Q1,54144,5784,51356,6676,-10740,-1900,292,-9132,0,1068,88,980,0,54144,0,51512,2632,0,0
1973:Q2,40668,1488,27208,6980,2312,9836,276,-7800,0,2680,636,2044,0,40668,0,38980,1688,0,0
1973:Q3,34592,6496,24932,7796,-2496,-1412,128,-1212,0,-2136,-52,-2084,0,34592,0,30912,3680,0,0
1973:Q4,28868,-656,8808,9212,8656,7432,244,980,0,2848,1080,1768,0,28868,0,26024,2844,0,0
1974:Q1,23332,-6584,31436,9532,-11764,-5808,304,-6260,0,712,1060,-348,0,23332,0,21536,1796,0,0
1974:Q2,60320,10568,36424,9632,-1316,3236,336,-4888,0,5012,1216,3796,0,60320,0,53032,7288,0,0
1974:Q3,30920,5340,24304,8168,-6912,-6472,220,-660,0,20,-248,268,0,30920,0,26600,4320,0,0
1974:Q4,28060,12964,7688,5876,1116,396,52,668,0,416,-968,1384,0,28060,0,21900,6160,0,0
1975:Q1,-40648,-4092,-24092,4524,-18132,-17136,-144,-852,0,1144,24,1120,0,-40648,0,-42204,1556,0,0
1975:Q2,-7744,9740,-24112,1840,1964,2268,-408,104,0,2824,228,2596,0,-7744,0,-6688,-1056,0,0
1975:Q3,-14836,5356,-12532,3276,-14976,-18128,-388,3540,0,4040,596,3444,0,-14836,0,-16768,1932,0,0
1975:Q4,10420,14260,-11676,4240,532,-2796,-260,3588,0,3064,188,2876,0,10420,0,8932,1488,0,0
1976:Q1,-23820,-9476,-15908,5192,-4420,-752,-148,-3520,0,792,468,324,0,-23820,0,-22576,-1244,0,0
1976:Q2,21256,8236,-752,5092,6384,-380,-132,6896,0,2296,340,1956,0,21256,0,18764,2492,0,0
1976:Q3,-172,-5720,3216,4744,-2780,-6496,-88,3804,0,368,-292,660,0,-172,0,-200,28,0,0
1976:Q4,38508,7460,-1556,6804,18948,7696,-164,11416,0,6852,3048,3804,0,38508,0,39608,-1100,0,0
1977:Q1,17024,2056,19844,7960,-10356,-4468,-148,-5740,0,-2480,-1784,-696,0,17024,0,15324,1700,0,0
1977:Q2,23808,196,11708,9028,3392,1636,-164,1920,0,-516,908,-1424,0,23808,0,19184,4624,0,0
1977:Q3,32780,-1904,10512,7980,13892,7108,-80,6864,0,2300,528,1772,0,32780,0,30748,2032,0,0
1977:Q4,41800,1656,13064,8320,16448,9592,-36,6892,0,2312,676,1636,0,41800,0,37080,4720,0,0
1978:Q1,34704,-4376,43304,11912,-17280,-6500,-44,-10736,0,1144,168,976,0,34704,0,26376,8328,0,0
1978:Q2,52236,4148,14780,16168,13592,8976,-100,4716,0,3548,-324,3872,0,52236,0,40828,11408,0,0
1978:Q3,26816,-2400,592,17796,-264,-200,-36,-28,0,11092,2836,8256,0,26816,0,16700,10116,0,0
1978:Q4,69820,9016,18772,16216,6624,11080,-20,-4436,0,19192,5848,13344,0,69820,0,53200,16620,0,0
1979:Q1,35536,-5384,35784,15652,-11688,-3428,-16,-8244,0,1172,3224,-2052,0,35536,0,22884,12652,0,0
1979:Q2,64288,-3884,28336,16448,21280,11660,-24,9644,0,2108,-3276,5384,0,64288,0,46928,17360,0,0
1979:Q3,73856,-824,34872,16452,4332,8904,-24,-4548,0,19024,9968,9056,0,73856,0,51552,22304,0,0
1979:Q4,47488,3244,24240,14376,-628,328,-28,-928,0,6256,-1384,7640,0,47488,0,40168,7320,0,0
1980:Q1,26340,-1484,34400,3608,-7764,-1024,-8,-6732,0,-2420,2268,-4688,0,26340,0,16160,9916,264,0
1980:Q2,-20880,2400,-27096,-3076,-364,-544,-12,192,0,7256,5416,1840,0,-20880,0,-24072,2804,388,0
1980:Q3,39048,-3456,37108,2008,-5156,2888,-12,-8032,0,8544,3096,5448,0,39048,0,35580,3004,464,0
1980:Q4,106540,7972,63652,9056,10832,2428,-8,8412,0,15028,7396,7632,0,106540,0,82312,23744,484,0
1981:Q1,-3800,-6456,-1924,9324,-10348,-3312,-8,-7028,0,5604,-3652,9256,0,-3800,0,-11356,7000,556,0
1981:Q2,102652,6500,57252,13812,20860,7920,-12,12952,0,4228,1152,3076,0,102652,0,96860,5324,468,0
1981:Q3,63944,-1564,48828,12992,-1972,1576,-8,-3540,0,5660,2280,3380,0,63944,0,51496,11692,756,0
1981:Q4,129484,11280,24556,9484,10080,1452,-8,8636,0,74084,21878,52206,0,129484,0,126604,1460,1420,0
1982:Q1,77843,-8288,65644,-3396,-15584,5192,-8,-20768,0,39467,5179,34288,0,77843,0,50075,25612,2156,0
1982:Q2,116525,4004,90544,-8800,3952,36,8,3908,0,26825,12992,13833,0,116525,0,86361,27180,2984,0
1982:Q3,72116,-2580,73944,-8492,5528,-356,4,5880,0,3716,4428,-711,0,72116,0,53468,15540,3108,0
1982:Q4,31069,9036,11596,-5544,10692,5492,0,5200,0,5289,3524,1765,0,31069,0,30901,-2384,2552,0
1983:Q1,13895,-14520,7332,260,1576,4836,0,-3260,0,19247,10127,9120,0,13895,0,-1749,13540,2104,0
1983:Q2,36269,480,8648,-1408,16600,1504,-24,15120,0,11949,8806,3144,0,36269,0,39457,-5020,1832,0
1983:Q3,68435,-1416,40728,984,-7940,420,-20,-8340,0,36079,3138,32940,0,68435,0,36643,30136,1656,0
1983:Q4,3466,11792,46380,8648,14956,2952,-16,12020,0,-78310,-17788,-60522,0,3466,0,3746,-1888,1608,0
1984:Q1,100951,-12316,76236,19412,-9124,-6036,0,-3088,0,26743,4393,22350,0,100951,0,84791,14732,1428,0
1984:Q2,117530,-9488,91032,16708,13276,13456,8,-188,0,6002,6260,-258,0,117530,0,103578,12796,1156,0
1984:Q3,59692,-9992,27212,18048,2404,1444,4,956,0,22020,7482,14538,0,59692,0,60560,-2056,1188,0
1984:Q4,106423,19652,42560,16916,19152,3904,0,15248,0,8143,-2044,10187,0,106423,0,88271,16620,1532,0
1985:Q1,34577,-5128,60080,6088,-22720,-14224,4,-8500,0,-3743,-3112,-630,0,34577,0,27525,5104,1948,0
1985:Q2,55415,22820,17140,2900,10708,-8620,16,19312,0,1847,-896,2743,0,55415,0,38203,14756,2456,0
1985:Q3,56103,-14880,49712,-180,28588,22800,28,5760,0,-7137,2565,-9702,0,56103,0,38531,15252,2320,0
1985:Q4,77389,23208,38108,-600,4768,-9772,32,14508,0,11905,-2667,14572,0,77389,0,38049,37804,1536,0
1986:Q1,28733,-4416,44824,3356,-8440,-5968,24,-2496,0,-6591,693,-7284,0,28733,0,24465,3464,804,0
1986:Q2,31300,-31580,33416,-3484,40752,39940,24,788,0,-7804,-5844,-1960,0,31300,0,24344,6808,148,0
1986:Q3,11211,-16340,26304,-196,-904,20888,28,-21820,0,2347,-591,2938,0,11211,0,-22817,34160,-132,0
1986:Q4,199905,39332,159568,2700,-1528,-4268,16,2724,0,-167,1394,-1561,0,199905,0,152641,47288,-24,0
1987:Q1,-75539,-16788,-39636,6376,-32228,-22756,36,-9508,0,6737,11072,-4335,0,-75539,0,-93471,17968,-36,0
1987:Q2,2262,3688,2604,9012,4448,908,36,3504,0,-17490,-9071,-8419,0,2262,0,-5302,7736,-172,0
1987:Q3,52841,24512,36396,10896,-9916,-19924,36,9972,0,-9047,-5161,-3886,0,52841,0,33597,19456,-212,0
1987:Q4,22315,4336,20124,8484,-33556,-9040,32,-24548,0,22927,4978,17949,0,22315,0,1319,21144,-148,0
1988:Q1,35452,7040,41640,12044,-13660,-20228,56,6512,0,-11612,1463,-13075,0,35452,0,29152,6040,260,0
1988:Q2,71928,-2764,57284,7760,13568,20640,84,-7156,0,-3920,-496,-3424,0,71928,0,39460,31964,504,0
1988:Q3,14175,12188,19188,7524,-11136,-8112,24,-3048,0,-13589,-896,-12693,0,14175,0,7555,6080,540,0
1988:Q4,37235,-15612,33612,9840,10716,6872,280,3564,0,-1321,-2425,1104,0,37235,0,19115,17760,360,0
1989:Q1,18953,18104,22127,12636,-31040,-33416,208,2168,0,-2874,546,-3420,0,18953,0,-1529,20454,28,0
1989:Q2,58529,4928,43986,12866,17556,7820,32,9704,0,-20808,-2012,-18796,0,58529,0,65091,-6090,-472,0
1989:Q3,32529,-9052,24311,12919,11288,7472,16,3800,0,-6937,-1991,-4946,0,32529,0,19226,13415,-112,0
1989:Q4,14718,2188,-360,12630,13460,21404,20,-7964,0,-13200,-5951,-7250,0,14718,0,3698,9913,1108,0
1990:Q1,-58628,5824,-20949,7059,-32448,-28876,20,-3592,0,-18115,-9587,-8528,0,-58628,0,-39195,-21214,2696,-916
1990:Q2,17218,-2052,8961,2532,11240,14952,20,-3732,0,-3463,-1501,-1962,0,17218,0,3251,10228,4660,-920
1990:Q3,-25775,-7328,-15971,2040,3260,5980,20,-2740,0,-7776,-4806,-2970,0,-25775,0,-28514,-598,4272,-936
1990:Q4,-5252,4668,-12937,4201,3916,14336,20,-10440,0,-5101,-9416,4315,0,-5252,0,-36149,30288,1540,-932
1991:Q1,-44920,10180,-38349,3436,-19900,-22948,20,3028,0,-287,-6156,5869,0,-44920,0,-64035,21398,-1228,-1056
1991:Q2,-56416,-7300,-59058,-2896,24112,14508,20,9584,0,-11274,85,-11359,0,-56416,0,-63398,12090,-4036,-1072
1991:Q3,-33570,1900,-37205,-2083,3132,3436,32,-336,0,686,298,388,0,-33570,0,-69041,40904,-4352,-1080
1991:Q4,-24316,5568,-52572,1767,16380,3548,104,12728,0,4541,-8920,13461,0,-24316,0,-63540,42504,-2200,-1080
1992:Q1,-50607,5024,-39207,3424,-19528,-16540,128,-3116,0,-320,-4828,4508,0,-50607,0,-37173,-11726,196,-1904
1992:Q2,-24144,4832,-44937,1546,8540,7344,44,1152,0,5875,-3026,8901,0,-24144,0,-40938,18438,264,-1908
1992:Q3,-8083,-2276,-11526,1634,12016,7604,92,4320,0,-7932,-7881,-51,0,-8083,0,-9523,3139,224,-1924
1992:Q4,-13444,5340,-35117,4344,28772,18768,-616,10620,0,-16782,-2277,-14505,0,-13444,0,-24781,13309,-44,-1928
1993:Q1,-76786,-4320,-31226,-9514,-18664,-9628,-40,-8996,0,-13062,-5272,-7789,0,-76786,0,-38079,-38571,-348,212
1993:Q2,29071,-12044,-5113,9271,42704,23444,-4,19264,0,-5746,-2444,-3302,0,29071,0,30705,-1138,-712,216
1993:Q3,1719,-8236,-5179,-3110,25592,20448,-16,5160,0,-7349,158,-7507,0,1719,0,20799,-18601,-700,220
1993:Q4,41483,-10772,11630,20897,22940,9988,8,12944,0,-3212,-4750,1537,0,41483,0,35769,5834,-336,216
1994:Q1,9840,6784,15823,16254,-19432,-26044,180,6432,0,-9589,-152,-9437,0,9840,0,1672,6868,416,884
1994:Q2,34476,8060,51545,14222,-42952,-23184,196,-19964,0,3601,-2550,6151,0,34476,0,43654,-9926,-148,896
1994:Q3,58586,1828,61737,16088,-18052,-3184,224,-15092,0,-3015,538,-3554,0,58586,0,42409,13449,1824,904
1994:Q4,111686,9004,70170,14704,15244,7216,92,7936,0,2564,-1303,3867,0,111686,0,65413,40781,4588,904
1995:Q1,131299,5416,122349,19306,-18876,-7228,-92,-11556,0,3105,-861,3965,0,131299,0,88770,41025,1116,388
1995:Q2,158126,10612,85638,9257,39236,20828,-216,18624,0,13383,-1603,14986,0,158126,0,100017,55496,2216,396
1995:Q3,74857,10300,49119,10246,7300,3732,-124,3692,0,-2109,606,-2715,0,74857,0,57438,15251,1772,396
1995:Q4,74716,27160,48414,7015,-15048,-6368,152,-8832,0,7175,945,6231,0,74716,0,50160,22068,2092,396
1996:Q1,88340,-27856,47512,24239,40868,35392,152,5324,0,3577,-1992,5569,0,88340,0,55497,30187,2064,592
1996:Q2,90559,26208,42627,20443,-10040,-2000,212,-8252,0,11320,4323,6997,0,90559,0,45074,43060,2064,360
1996:Q3,120164,10512,70550,50656,-11924,-6636,256,-5544,0,370,486,-117,0,120164,0,87637,30879,1316,332
1996:Q4,77602,-22124,24802,21442,43588,23144,144,20300,0,9894,-915,10809,0,77602,0,50292,26682,300,328
1997:Q1,180012,33360,92917,59225,-8452,-13544,188,4904,0,2962,-3901,6863,0,180012,0,141300,38360,340,12
1997:Q2,149288,16092,64356,43466,8704,6488,716,1500,0,16669,195,16474,0,149288,0,95513,51815,1548,412
1997:Q3,38558,-53840,39402,30708,21176,16560,192,4424,0,1112,491,621,0,38558,0,74113,-37063,1228,280
1997:Q4,169985,48664,60369,53561,-12348,-15756,1664,1744,0,19739,233,19506,0,169985,0,132866,36452,420,248
1998:Q1,103949,14344,59592,12621,7340,-5864,1488,11716,0,10052,1240,8812,0,103949,0,112104,-8039,-192,76
1998:Q2,197268,-8516,136630,36745,28776,23516,928,4332,0,3633,991,2642,0,197268,0,167011,27873,2160,224
1998:Q3,126838,15516,124590,29459,-47072,-24892,2028,-24208,0,4346,-900,5246,0,126838,0,119936,5670,976,256
1998:Q4,112030,24936,61284,23296,-7752,-4844,36,-2944,0,10266,4438,5828,0,112030,0,147618,-37271,508,1176
1999:Q1,41397,-9380,25550,53267,-26356,-16968,-1368,-8020,0,-1684,428,-2112,0,41397,0,108968,-65596,-2032,56
1999:Q2,72618,8520,32093,18461,20604,7988,-92,12708,0,-7060,-1613,-5447,0,72618,0,113986,-43496,1644,484
1999:Q3,113676,-22360,68702,58432,-3204,11468,-316,-14356,0,12107,2225,9882,0,113676,0,104165,8667,348,496
1999:Q4,165715,-4668,30503,68225,58408,39836,-308,18880,0,13247,-423,11670,2000,165715,0,155306,7773,2180,456
2000:Q1,83000,9908,53450,45028,-15124,-23092,-3516,11484,0,-10263,-1751,-8512,0,83000,0,102247,-24348,3788,1312
2000:Q2,214722,-11044,118452,87278,16700,29432,-3232,-9500,0,3336,714,2621,0,214722,0,183504,29738,752,728
2000:Q3,41497,-21252,16500,21166,17540,12180,356,5004,0,7544,1100,6444,0,41497,0,25544,13781,1564,608
2000:Q4,99757,22852,15413,48224,-7776,-3924,4320,-8172,0,21043,715,20328,0,99757,0,54045,45940,-1664,1436
2001:Q1,-45508,-44032,-73723,59292,18820,25992,-3192,-3980,0,-5865,179,-6044,0,-45508,0,-38045,-8059,508,88
2001:Q2,-57789,-22584,-103102,43754,31060,25804,484,4772,0,-6917,-1633,-5285,0,-57789,0,-27140,-33749,1272,1828
2001:Q3,-45389,30564,-114453,33207,7464,-2772,540,9696,0,-2171,2279,-4450,0,-45389,0,-45108,-1557,628,648
2001:Q4,-154577,-53276,-141930,37811,6224,33140,2904,-29820,0,-3406,613,-4019,0,-154577,0,-133243,-37214,15708,172
2002:Q1,-35137,-8200,-56739,27978,-3476,-6016,272,2268,0,5300,-1370,6670,0,-35137,0,-80631,42586,-1084,3992
