1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1984:Q1,319753,212210,67138,33306,6383,22273,4650,6787,311,319753,95820,110690,31430,24691,29782,27341,31,7418,6751,425,16,226,1872,1671,50,10,160,0,4908,4240,6981,77102
1984:Q2,347550,226917,76796,36739,7249,24469,5021,6787,311,347550,99062,125295,36131,25479,32044,29541,33,8259,7545,455,16,243,2004,1790,55,11,172,0,5211,4513,7493,82167
1984:Q3,358092,232771,79169,39054,8318,25598,5138,6787,311,358092,97547,132954,38955,22411,35152,31071,36,8973,8237,469,17,250,2087,1864,55,11,177,0,5369,4714,7785,77283
1984:Q4,372490,235478,89627,40289,9379,25894,5016,6787,309,372490,97668,136803,41988,27462,36193,32373,36,9749,9006,474,16,253,2139,1909,58,12,178,0,5498,4883,7911,83732
1985:Q1,378262,245798,85382,41578,8473,28980,4125,5399,105,378262,96920,135722,44375,30629,37371,33242,84,8162,7281,563,19,299,2936,2603,78,13,248,0,5455,5377,8286,90210
1985:Q2,389226,249549,90793,43381,8931,30321,4129,5399,104,389226,96980,135886,46113,34537,41263,34444,83,9342,8465,560,19,298,2937,2604,77,13,247,0,5504,5411,8226,89065
1985:Q3,386944,250134,86984,44324,8675,31351,4298,5399,104,386944,99041,126364,45430,39474,42324,34312,78,10364,9538,528,18,280,2819,2502,75,12,236,0,5238,5191,7797,105385
1985:Q4,395827,255400,89623,45301,8979,31537,4785,5399,105,395827,103515,130345,46680,37593,41403,36293,78,12086,11252,532,19,283,2855,2532,76,13,238,0,5302,5255,7858,88464
1986:Q1,393866,265028,73527,43562,7878,30551,5133,11941,-193,393866,110815,122034,45178,34070,45364,36407,92,8498,7603,566,21,308,3090,2742,93,16,306,0,6905,6693,7972,90235
1986:Q2,394102,260458,78267,43627,8252,29623,5752,11941,-191,394102,121412,110151,44749,35481,46464,35843,82,9624,8783,531,19,291,2857,2535,83,14,293,0,6822,6375,7158,99835
1986:Q3,397573,259702,82421,43700,8186,29527,5987,11941,-191,397573,125680,101514,43991,43050,47639,35700,78,10600,9803,505,18,274,2730,2424,80,14,282,0,6630,6159,6703,129157
1986:Q4,395933,258627,81280,44278,8438,29857,5983,11941,-193,395933,128669,100220,44921,40595,44792,36740,77,11688,10899,498,19,272,2731,2424,81,14,281,0,6631,6172,6641,115478
1987:Q1,378277,260310,68524,42277,7571,29562,5144,7169,-3,378277,130125,82568,43212,39827,47567,34981,87,10827,10020,495,23,289,2715,2447,87,18,177,0,5379,6722,6522,88860
1987:Q2,387750,263172,74298,43114,8373,29953,4788,7169,-3,387750,133374,84042,44289,43804,47035,35209,88,10730,9919,498,23,290,2750,2478,88,19,178,0,5449,6861,6568,101836
1987:Q3,397718,269402,77422,43728,9198,29997,4533,7169,-3,397718,134455,90647,44660,44507,48475,34972,90,9716,8888,508,24,296,2859,2578,92,19,182,0,5531,7093,6812,115106
1987:Q4,393384,275004,66428,44783,10001,30280,4502,7169,-0,393384,136923,90433,42873,41209,49820,32125,89,7226,6438,484,21,283,2869,2586,96,21,175,0,5258,7082,6723,97803
1988:Q1,381336,261825,70171,41577,8921,27829,4827,7865,-102,381336,136432,80825,43433,31777,49808,39063,64,14404,13373,634,29,368,2828,2632,88,25,150,0,5825,6486,6561,109698
1988:Q2,395391,272695,73178,41753,9673,28009,4071,7865,-101,395391,139424,92143,44562,29665,53469,36128,65,10812,9757,648,31,376,2908,2708,90,25,154,0,5961,6669,6736,106790
1988:Q3,390555,268185,72219,42386,10737,27969,3680,7865,-100,390555,139060,93867,43091,27517,52504,34515,63,9440,8405,636,30,369,2883,2689,90,26,150,0,5911,6677,6586,96426
1988:Q4,402257,271598,77736,45161,11909,28067,5185,7865,-102,402257,140950,99896,42637,27341,55193,36239,63,10838,9795,641,29,373,2916,2723,91,26,151,0,6015,6813,6603,103294
1989:Q1,402727,270177,78945,43482,11801,27044,4637,10158,-35,402727,139420,102583,43598,25405,54360,37364,80,9242,8163,659,27,393,3701,3449,95,25,155,0,7783,6094,6740,98734
1989:Q2,400344,262948,81850,45423,13870,26677,4876,10158,-35,400344,133133,102792,41638,23583,56653,42546,79,14021,12939,661,27,394,3744,3488,95,27,156,0,7937,6261,6738,98051
1989:Q3,416789,268273,90368,48025,16102,26659,5264,10158,-35,416789,132233,114883,41343,27253,57668,43408,85,13569,12449,685,28,407,3926,3653,100,28,162,0,8197,6603,7085,103893
1989:Q4,396872,264452,71759,50539,17708,27324,5507,10158,-36,396872,126057,115435,35315,21153,61102,37807,79,9068,8029,636,25,378,3855,3594,101,29,152,0,7717,6444,6768,84690
1990:Q1,413704,279185,79964,47682,14900,27683,5099,6897,-23,413704,128741,125060,30669,25106,66017,38115,84,12630,11986,397,17,230,4293,4054,83,35,119,0,6952,4149,5716,104852
1990:Q2,387107,265326,65825,49085,15092,28741,5252,6897,-26,387107,120079,120216,23306,25960,63932,33616,77,9571,8990,358,15,208,4181,3960,83,35,110,360,6011,3875,5353,80853
1990:Q3,375481,251127,69805,47674,13381,28724,5569,6897,-22,375481,110242,124681,17993,25727,63983,32853,77,9174,8596,356,15,207,4143,3929,81,34,110,352,6015,3720,5218,71304
1990:Q4,346667,229520,62267,48008,14756,27534,5718,6897,-25,346667,99003,116395,11734,22054,68158,29322,70,6791,6261,326,13,191,3984,3791,77,32,100,376,5757,3573,4771,54787
1991:Q1,312236,213778,45666,42962,12087,26075,4800,9865,-35,312236,89752,108152,5892,17875,65627,24933,95,7166,6777,241,11,137,3576,3657,60,33,70,428,3163,2949,3736,41037
1991:Q2,311639,215319,40766,45723,12187,28554,4982,9865,-34,311639,96564,101693,4669,20728,65341,22644,90,5907,5560,214,10,123,3448,3569,57,32,63,1408,1920,2762,3388,38707
1991:Q3,304891,211093,39301,44667,11741,27576,5350,9865,-35,304891,104314,92836,1821,16823,66716,22384,87,6734,6419,195,9,111,3271,3414,52,29,58,752,2489,2581,2917,44034
1991:Q4,296991,210890,28806,47465,12397,29459,5609,9865,-35,296991,108306,91546,-1112,11386,68132,18734,83,3660,3376,176,8,100,3188,3358,51,29,54,-600,3730,2501,2680,33675
1992:Q1,307912,226358,25897,42193,11692,25098,5403,13474,-10,307912,119418,89408,-3348,12913,72139,17382,112,7769,7118,410,17,224,3862,3975,48,40,10,-648,1142,-2309,3381,50765
1992:Q2,331821,231504,44086,42767,12085,24914,5768,13474,-11,331821,129123,104414,-3059,13328,67407,20609,119,9781,9049,461,19,252,4052,4151,48,41,21,580,335,-2217,3698,52114
1992:Q3,334433,227674,50942,42356,12915,23587,5854,13474,-13,334433,128896,111430,-2039,13503,62705,19943,124,8539,7773,482,21,263,4176,4257,48,40,24,-1096,2155,-2199,3875,58165
1992:Q4,356041,241142,57599,43837,14234,23382,6221,13474,-11,356041,136770,121043,1989,12760,60274,23202,130,10748,9927,516,23,282,4383,4448,50,43,28,676,642,-2137,4191,64576
1993:Q1,350211,238054,66476,39229,11991,20870,6368,6684,-233,350211,134929,121063,6429,6387,59286,22116,418,464,630,-104,-6,-56,2566,2760,51,54,224,-348,10270,3671,1986,58339
1993:Q2,366033,244273,76123,39187,12348,20284,6555,6684,-234,366033,137560,121769,10528,4876,63972,27325,433,4809,4948,-88,-3,-48,2643,2828,50,54,236,-140,10570,3798,2044,74172
1993:Q3,371232,256021,71150,37610,12749,18169,6692,6684,-233,371232,147440,122535,12855,1196,63913,23295,437,726,881,-96,-6,-53,2662,2832,50,54,235,-1080,11550,3804,2025,76285
1993:Q4,410107,275714,91316,36624,12511,17218,6895,6684,-231,410107,160478,139919,16509,2150,64597,26450,464,1868,1960,-57,-4,-31,2868,3015,55,58,255,1620,9718,4138,2391,86267
1994:Q1,406720,271081,93215,34061,11138,15939,6984,8453,-90,406720,167180,141934,14602,-7420,61138,29287,484,4063,4238,-110,-6,-59,4045,3989,49,35,232,-1072,14460,1511,1491,85793
1994:Q2,426862,290359,93779,34362,11019,16077,7266,8453,-91,426862,177157,146678,16721,-5760,64128,27940,489,2259,2435,-111,-6,-59,4171,4103,53,37,233,104,13322,1548,1621,89924
1994:Q3,438319,290957,102769,36230,11156,17451,7623,8453,-90,438319,171655,153516,17655,-1047,69214,27327,501,1103,1281,-111,-6,-61,4224,4166,53,38,241,432,13363,1585,1621,92836
1994:Q4,453161,292000,116370,36428,10479,17838,8111,8453,-90,453161,165269,172929,21434,-5649,69681,29496,534,1217,1332,-72,-4,-39,4454,4381,55,39,257,1668,13203,1794,1894,106092
1995:Q1,474225,294934,138661,35666,9147,17966,8553,5045,-81,474225,155988,196195,27309,-3000,70630,27101,975,3103,3335,-143,-8,-81,3985,3824,59,41,154,-568,11750,1524,2254,90490
1995:Q2,464872,289685,132219,38005,9660,19056,9289,5045,-81,464872,144328,197435,28478,-4314,73741,25205,979,1186,1432,-154,-7,-85,4016,3863,61,42,153,1748,9321,1516,2320,88150
1995:Q3,468279,299056,122646,41613,10912,20750,9951,5045,-81,468279,152175,195035,30987,-6693,71264,25512,980,1533,1804,-168,-8,-95,4043,3903,64,44,153,592,10363,1502,2335,97515
1995:Q4,479115,302617,127942,43592,11879,21726,9987,5045,-81,479115,158156,200443,31285,-9269,71781,26715,1005,1725,1978,-158,-8,-87,4201,4052,64,45,158,3448,7975,1597,2445,101985
1996:Q1,509713,315649,145708,46802,11579,24658,10565,1572,-18,509713,167888,208730,30743,1727,69958,30670,895,5419,4976,273,15,155,1225,1398,55,38,242,-548,17320,1786,2840,103758
1996:Q2,538059,338758,146469,51277,13350,26578,11349,1572,-17,538059,183193,216109,31864,-1675,73916,34657,925,7984,7485,306,18,175,1368,1539,57,39,251,16968,455,1930,3141,111852
1996:Q3,562421,347157,158290,55419,15284,28295,11840,1572,-18,562421,186524,231060,32697,-4960,79015,38085,973,9148,8560,360,22,206,1572,1738,60,41,266,-508,19089,2152,3554,110815
1996:Q4,573440,360306,151974,59606,18612,29895,11099,1572,-18,573440,184088,242390,34030,-10555,87634,35853,1004,5343,4694,399,22,228,1777,1932,64,45,278,5216,13803,2331,4060,114474
1997:Q1,578671,359501,149088,64064,22080,31174,10810,6296,-278,578671,186766,248641,36399,-13030,83473,36425,972,11619,10511,677,38,393,1933,1972,65,45,169,-1436,15437,2598,3051,126120
1997:Q2,594593,361428,159821,67325,24881,31449,10995,6296,-278,594593,192090,256591,38689,-11896,84560,34560,1002,8568,7419,701,41,407,2045,2081,65,45,174,3328,11326,2703,3223,111281
1997:Q3,640975,378253,185287,71418,27785,32768,10865,6296,-279,640975,199568,279922,42807,-7555,86710,39516,1078,10358,9044,802,46,466,2371,2379,67,45,192,3208,12900,3046,3872,132534
1997:Q4,633573,382416,171075,74062,31325,31336,11401,6296,-277,633573,206793,265663,41388,-9855,87726,41857,1064,13250,11976,778,45,451,2359,2359,69,47,188,3320,12320,3005,3876,140390
1998:Q1,657116,387210,189125,71904,26502,33269,12133,8938,-61,657116,218046,271776,41846,-9795,86637,48609,917,8614,6895,1032,63,624,3996,3442,80,53,199,-1264,22836,5479,4257,138118
1998:Q2,699467,420907,193579,76103,29259,35149,11695,8938,-61,699467,233675,278066,45863,-8674,93054,57480,953,16010,14210,1083,64,653,4190,3616,86,57,207,1428,20564,5726,4643,161886
1998:Q3,724614,439516,193723,82498,33083,37917,11498,8938,-61,724614,245540,282468,46343,-3201,98976,54490,951,13149,11376,1066,64,643,4226,3645,86,56,206,13116,8670,5749,4636,170014
1998:Q4,747671,446333,204420,88043,37152,39130,11761,8938,-62,747671,255297,288330,50793,-9261,97986,64525,977,21509,19679,1099,67,664,4420,3796,87,57,214,-6052,28736,5949,4832,200414
1999:Q1,768050,455416,219167,80982,30339,38993,11650,12464,21,768050,255154,300340,55001,-6270,100911,62913,1411,17707,16079,969,54,605,4455,3537,74,55,161,-2428,27732,6381,3828,192653
1999:Q2,792534,458342,227815,93893,40528,42350,11015,12464,21,792534,260628,313582,58780,-4011,101259,62301,1432,15712,14066,979,54,613,4687,3709,72,55,165,-2880,28753,6584,4012,218431
1999:Q3,812604,462423,234902,102795,46018,45451,11326,12464,21,812604,262046,324784,61664,-2511,104949,61672,1452,14138,12483,984,56,615,4846,3826,72,54,168,-3112,29388,6738,4102,223950
1999:Q4,809951,474125,216151,107188,47292,48115,11781,12464,23,809951,263233,317089,63107,-386,113070,53840,1418,8485,6953,912,52,568,4688,3696,73,55,162,-3252,28151,6570,3794,218582
2000:Q1,844678,493721,230394,101306,38071,50395,12840,19620,-363,844678,269154,338794,67715,-5155,118889,55281,485,16076,14901,693,36,446,4156,3423,55,63,154,-3588,25105,8165,1187,272333
2000:Q2,865027,496853,244354,104563,40712,50436,13415,19620,-363,865027,270147,365696,69885,-5858,113062,52097,516,10866,9599,747,39,481,4378,3571,59,68,163,-3868,26384,8532,1428,242020
2000:Q3,863978,502018,235382,107321,39668,54579,13074,19620,-363,863978,267910,372108,68860,-7387,112127,50362,524,9431,8158,751,38,484,4336,3569,62,70,164,-2816,25041,8581,1400,239033
2000:Q4,872260,511591,227426,113987,43639,57607,12741,19620,-363,872260,272835,371692,65648,-4527,115394,51221,521,10540,9272,747,39,482,4405,3628,63,72,164,-2424,24136,8630,1486,233354
2001:Q1,836397,503533,206673,103274,36015,55929,11330,22633,285,836397,275217,335222,61191,-4365,120019,49112,34,13193,11721,851,46,575,4865,3364,60,56,140,180,18581,8091,548,230174
2001:Q2,809492,530560,161755,94261,29782,54770,9709,22633,285,809492,281198,295750,57573,-811,132803,42979,-2,12306,11045,728,40,493,4299,2937,60,57,125,4068,11729,7505,-105,213135
2001:Q3,766928,528164,130833,85015,24030,51834,9151,22633,284,766928,286059,272379,56187,-346,115086,37562,-18,9796,8626,674,38,458,3978,2687,59,57,120,-2424,16529,7194,-416,209661
2001:Q4,729184,509560,121009,75698,16978,49509,9211,22633,284,729184,284565,224194,53338,3103,130837,33144,-72,8965,8071,517,28,349,3405,2230,50,47,101,-776,13932,6482,-1220,269733
2002:Q1,709554,502545,110048,71888,14846,46958,10084,24981,92,709554,299550,182747,55607,8145,134007,29500,-362,4167,3152,572,33,410,2634,875,16,17,166,-1372,17997,2982,2380,244097
2002:Q2,701312,499121,104018,73099,14599,47693,10807,24981,93,701312,312365,155659,57371,13757,129799,32364,-375,8456,7557,506,28,365,2499,767,14,14,158,-1172,17100,2752,2151,237121
2002:Q3,690428,489400,101130,74824,16239,46826,11759,24981,93,690428,312431,140015,56787,19053,130639,31503,-391,8931,8143,444,25,319,2391,658,9,9,149,-916,16181,2536,1946,249829
2002:Q4,683259,508433,81875,67877,7668,48133,12076,24981,92,683259,322812,128065,54787,20386,134278,22931,-420,4512,3921,332,19,240,1761,184,7,7,131,-872,14501,2059,1061,224465
2003:Q1,696224,514007,85525,69831,10309,46639,12883,26809,52,696224,335591,134217,53490,20151,134229,18545,-266,6411,5510,494,28,379,4806,227,11,13,87,1764,5293,1188,-989,211129
2003:Q2,728370,524771,103065,73672,10781,48438,14453,26809,52,728370,342022,159088,55490,23244,129675,18849,-263,5266,4279,541,29,417,4976,303,12,14,95,-896,8879,1325,-862,236176
2003:Q3,787224,566695,113784,79883,16903,48631,14349,26809,53,787224,372929,167160,60994,23503,137042,25595,-257,9895,8809,595,33,458,5475,554,13,15,104,-856,9542,1550,-440,259343
2003:Q4,820523,592640,120694,80328,18240,48326,13762,26809,51,820523,395484,172126,63337,24758,135753,29063,-258,12738,11612,618,34,474,5604,594,13,16,107,-828,9840,1613,-376,254020
2004:Q1,808361,586671,117598,80975,20701,47122,13152,23362,-244,808361,407935,150929,61768,23737,134695,29298,-60,13377,12008,727,38,604,2244,752,114,126,174,-796,14153,2484,-3270,258155
2004:Q2,868279,624569,142123,78470,19108,46813,12549,23362,-245,868279,434733,166905,67413,26846,135248,37138,-53,19102,17608,791,45,658,2356,821,117,132,187,-760,15791,2666,-3221,246799
2004:Q3,909055,646701,154796,84441,24371,47407,12663,23362,-245,909055,445036,188147,72072,30766,131893,41136,-34,20515,18841,890,47,737,2807,1111,122,137,206,-732,16846,3013,-2855,252220
2004:Q4,940507,665469,167856,84064,23641,46942,13481,23362,-245,940507,456910,205454,74182,30386,132376,41199,-30,19083,17305,943,51,784,2933,1186,127,142,216,-696,17879,3176,-2817,265169
2005:Q1,973551,670636,182684,97529,24500,56910,16119,22826,-124,973551,473648,225012,77005,29670,132705,35513,-280,19004,18114,460,27,403,115,-108,84,116,221,-672,19888,1788,-4643,254428
2005:Q2,1008901,694250,191541,100406,27913,56041,16452,22826,-123,1008901,490632,237431,80591,31380,133754,35113,-277,16840,15854,509,29,448,359,61,88,121,233,-648,20801,1987,-4452,268116
2005:Q3,1046378,723640,200774,99262,27147,55796,16319,22826,-124,1046378,508899,253828,83441,33118,132449,34640,-274,14325,13216,573,33,503,543,195,89,123,248,-620,22107,2194,-4290,267456
2005:Q4,1048935,741881,194856,89496,23402,50100,15994,22826,-124,1048935,512768,254298,84332,31745,134639,31153,-274,11034,9865,603,35,531,484,118,96,132,255,-600,22109,2215,-4416,223821
2006:Q1,1100783,746675,235506,95754,23672,55779,16303,23037,-188,1100783,515188,287757,87430,34803,142555,33050,-19,15823,13910,928,59,926,-206,-390,34,77,221,-572,19340,4129,-5387,254432
2006:Q2,1078457,724828,233228,97553,24027,58223,15303,23037,-189,1078457,479926,300631,85183,36066,146446,30203,-12,12493,10441,997,63,992,-102,-315,37,86,237,-548,19375,4304,-5352,237853
2006:Q3,1039634,680819,229164,106803,25805,66831,14167,23037,-189,1039634,437108,312488,82119,30722,144166,33028,-4,14752,12596,1046,67,1043,4,-221,39,90,247,-536,19502,4478,-5323,237569
2006:Q4,1015897,648740,228880,115430,28198,73533,13699,23037,-189,1015897,403943,312213,80952,35833,143685,39269,1,20557,18326,1082,69,1080,128,-118,40,93,255,-532,19480,4632,-5267,234926
2007:Q1,1002532,639294,225735,113672,32063,68055,13554,24725,-894,1002532,369635,319391,83043,33055,150271,47142,106,16973,15766,620,14,573,1132,217,63,183,357,-516,20259,8851,-483,240316
2007:Q2,1005709,632122,235765,113991,30860,70718,12413,24725,-893,1005709,338872,337959,88571,39402,153145,47765,123,16748,15406,692,15,635,1191,258,68,199,384,-496,20610,9099,-419,235987
2007:Q3,971421,608736,226664,112189,31969,69157,11063,24725,-892,971421,297838,343517,87800,37575,155078,49614,140,18474,17014,752,17,691,1307,328,71,215,407,-476,20102,9319,-273,231067
2007:Q4,933676,568262,221752,119828,35206,74916,9706,24725,-891,933676,250373,348639,86770,38900,159441,49555,152,18259,16719,792,18,730,1462,441,76,227,425,-460,19512,9543,-82,225953
2008:Q1,872224,527036,209320,117444,36347,71907,9190,18483,-58,872224,206973,349942,80075,38094,156579,40561,-158,28519,27107,584,37,791,1392,9,108,201,-23,-444,1685,5250,4022,189614
2008:Q2,843235,510543,193817,120450,37835,75391,7224,18483,-58,843235,186058,345035,76113,46750,157427,31852,-164,21331,19928,579,39,785,1335,-43,109,207,-31,-428,357,5208,3971,164103
2008:Q3,775768,481498,165946,109900,37621,67088,5191,18483,-58,775768,163496,312688,68633,48659,158738,23554,-175,15552,14227,546,37,742,1149,-199,110,207,-58,-416,-1309,4986,3707,118511
2008:Q4,618721,421989,78751,99555,30956,64573,4026,18483,-58,618721,119611,247745,45318,49818,154236,1995,-204,2353,1344,416,27,566,364,-769,103,201,-143,-396,-6046,4038,2494,28892
2009:Q1,418482,350743,-23823,65421,19229,43744,2448,26154,-14,418482,80561,133511,18883,45177,154237,-13886,-76,4738,4154,245,16,323,355,-593,85,125,-1470,-384,-27104,8885,1553,27179
2009:Q2,337126,275768,-45588,80806,24647,53511,2648,26154,-14,337126,57692,81479,4562,48615,156359,-11581,-93,8996,8669,138,9,180,179,-712,76,104,-1510,-372,-27678,8165,1264,19326
2009:Q3,331385,248859,-32725,89109,28829,56997,3283,26154,-12,331385,72181,66589,1006,50595,151723,-10708,-93,8957,8695,110,6,146,304,-622,76,94,-1511,-356,-27117,8076,1484,56817
2009:Q4,321279,203084,-14239,106292,36353,65925,4014,26154,-13,321279,69808,65794,-3171,51538,142323,-5012,-82,12464,12193,114,7,150,675,-356,75,86,-1509,-348,-26476,8353,2106,39051
2010:Q1,298024,165677,43126,81516,27874,48471,5171,7753,-48,298024,59250,69239,-8701,52714,130158,-4636,-227,6274,6968,-297,-14,-383,-2022,-2039,108,110,-466,-332,-5924,2027,-2145,36426
2010:Q2,377388,207041,84526,78114,22274,47641,8199,7753,-46,377388,76347,114859,-2499,56095,136683,-4098,-219,3697,4248,-237,-10,-304,-1917,-1956,112,118,-358,-320,-3694,2378,-1939,57820
2010:Q3,381240,169346,118274,85914,25310,50991,9613,7753,-47,381240,48475,151386,-7081,52960,137380,-1878,-201,2003,2416,-177,-9,-227,-1565,-1698,117,122,-252,-308,-1660,2915,-1351,67937
2010:Q4,406019,174143,129176,94994,28012,57167,9815,7753,-47,406019,55793,174741,-6654,52269,131145,-1272,-192,715,1046,-142,-7,-182,-1332,-1517,119,126,-192,0,-1325,3258,-932,92554
2011:Q1,376003,143827,134889,91161,29121,53929,8111,6233,-107,376003,53880,161544,-11254,46382,123272,2182,-306,1063,1996,-452,-15,-466,-1204,-1216,121,93,156,0,2901,490,84,95845
2011:Q2,408998,164459,141431,96985,35384,55160,6441,6233,-109,408998,61145,190598,-6919,43040,118261,2876,-300,-288,537,-399,-15,-411,-887,-998,129,104,231,0,3263,887,735,83844
2011:Q3,482410,187554,184433,104297,43037,55534,5726,6233,-106,482410,70101,243286,4039,38755,116188,10044,-285,1571,2177,-294,-9,-303,-327,-616,140,119,370,0,5609,1617,1846,82266
2011:Q4,526812,210956,197954,111776,49260,56761,5755,6233,-107,526812,78547,274656,8280,34735,117223,13371,-276,2220,2710,-238,-7,-245,29,-374,148,129,447,0,6444,2049,2555,97410
2012:Q1,576044,251612,201686,101455,43442,50545,7468,21423,-132,576044,101704,299737,16918,29529,108714,19442,-123,2745,3170,-208,-8,-209,1107,449,282,261,705,0,12767,-1341,2590,129962
2012:Q2,608663,261521,222460,103392,47850,48579,6963,21423,-134,608663,106100,323931,21529,28872,105645,22585,-113,2987,3293,-151,-5,-150,1447,677,293,275,775,0,14050,-1052,3246,117519
2012:Q3,588970,255137,212784,99758,45292,47965,6501,21423,-132,588970,111828,307531,21215,24730,98852,24816,-122,6902,7296,-194,-6,-194,1216,516,289,268,738,0,13478,-1283,2814,121780
2012:Q4,610397,260153,222813,106141,51149,48960,6032,21423,-133,610397,131397,301816,29304,19477,93835,34571,-121,15026,15393,-180,-7,-180,1399,638,297,274,762,0,14375,-1174,3095,138699
2013:Q1,627268,261322,234608,113373,49795,56702,6876,18040,-74,627268,164404,291700,54554,9951,90078,16582,-258,-5882,-5245,-267,-12,-358,2202,1881,-91,-178,1034,0,18929,594,-1649,149894
2013:Q2,632726,291970,221903,100886,37946,56564,6376,18040,-74,632726,173361,290854,56457,4161,92398,15499,-273,-3810,-3061,-315,-15,-419,1649,1496,-99,-187,975,0,18125,153,-2530,141056
2013:Q3,665389,325814,215133,106476,41563,59354,5559,18040,-73,665389,179561,312944,56361,4037,93885,18600,-271,-1205,-494,-299,-14,-398,1861,1668,-98,-186,1018,0,17743,316,-2246,142552
2013:Q4,686927,323310,240863,104788,42061,58448,4279,18040,-75,686927,172193,336805,64149,1352,91423,21004,-266,-2050,-1433,-260,-11,-346,2149,1887,-98,-186,1092,0,19742,584,-1850,144378
2014:Q1,687710,331279,233027,100772,40471,53768,6533,22688,-57,687710,166152,371877,53654,-7829,84471,19384,-150,-2006,-1188,-352,-12,-454,1174,1144,-55,-139,908,0,21817,1015,-4324,145316
2014:Q2,765486,374899,258993,108963,43637,58206,7120,22688,-57,765486,181662,415359,55517,-3355,92260,24047,-142,-280,431,-304,-13,-394,1496,1398,-54,-137,981,0,23375,1330,-3920,176968
2014:Q3,810436,394078,277964,115763,47128,61294,7341,22688,-58,810436,191637,436727,66681,-4413,94881,24924,-136,-2257,-1619,-274,-11,-353,1780,1622,-53,-138,1033,0,25061,1599,-3587,187077
2014:Q4,839703,425826,265511,125737,45228,73029,7480,22688,-58,839703,208847,435620,74046,-2379,98344,25222,-140,-530,144,-289,-11,-374,1670,1578,-55,-140,1031,0,24114,1507,-3813,191619
2015:Q1,829423,430528,246120,112238,38947,65157,8134,40616,-80,829423,219473,410443,78496,-5888,96413,30484,-129,275,-1168,531,25,887,4274,3351,29,-64,614,0,23596,3124,-4586,191951
2015:Q2,859685,460954,244786,113407,37770,67129,8508,40616,-79,859685,237103,396311,82431,-865,108991,35710,-134,6425,5017,519,24,865,4183,3283,26,-67,606,0,23153,3036,-4801,210684
2015:Q3,877643,466181,251732,119192,38894,71641,8657,40616,-78,877643,253645,391103,81767,-1206,112635,39697,-140,10779,9412,503,24,840,4079,3220,27,-68,599,0,23295,2939,-5033,204882
2015:Q4,852655,446566,234175,131377,45947,76252,9178,40616,-78,852655,260810,376505,68987,2339,105009,39003,-147,12345,11075,468,22,780,3994,3165,29,-68,578,0,21493,2845,-5231,197999
2016:Q1,869412,464212,216790,137824,47695,80547,9582,50543,42,869412,281431,369834,53912,4232,117973,42029,-73,11361,9482,623,33,1223,3809,3434,92,26,307,0,19346,5436,-1709,219584
2016:Q2,867621,476025,188661,152349,52131,90186,10032,50543,42,867621,283592,382022,46688,1227,114055,40035,-73,11184,9337,613,32,1202,3824,3498,95,28,302,0,17434,5523,-1780,215360
2016:Q3,882892,495367,175589,161350,58531,92114,10705,50543,42,882892,283830,396615,47600,48,112924,41875,-70,13400,11511,626,33,1230,3985,3618,100,33,310,0,16396,5741,-1638,221704
2016:Q4,903214,517023,167162,168446,64612,93024,10810,50543,42,903214,295000,394622,56018,-140,118194,39518,-70,11173,9261,636,33,1243,4132,3723,103,35,314,0,15764,5912,-1568,224249
2017:Q1,930573,534550,185705,160363,61258,87720,11385,49902,53,930573,310572,388940,75646,2483,118346,34587,-4,17059,14278,1191,38,1552,3396,3242,90,80,66,0,4623,6953,-918,208789
2017:Q2,953187,543130,198370,161732,67124,83478,11130,49902,53,953187,301421,407231,85879,7006,120725,30922,-2,12336,9465,1229,39,1603,3602,3358,95,85,71,0,4915,7210,-748,205543
2017:Q3,957859,532895,203590,171419,71201,89179,11039,49902,53,957859,301173,406220,87655,6914,123725,32171,4,12454,9531,1252,40,1631,3783,3526,97,85,74,0,5329,7437,-618,220739
2017:Q4,1028239,563027,232492,182764,76609,95022,11133,49902,54,1028239,319483,439168,88016,13116,133841,34616,12,12216,9108,1332,42,1734,4124,3800,105,93,86,0,6587,7856,-263,261106
2018:Q1,1073693,595253,243997,182887,76746,93910,12231,51539,17,1073693,322588,493154,74752,17515,130162,35519,-117,10737,6840,1563,54,2280,4008,3721,-236,-280,112,0,10964,7602,-992,261862
2018:Q2,1102504,617520,231912,201520,85212,103910,12398,51539,14,1102504,333808,503350,68859,18345,140315,37827,-115,13269,9329,1580,54,2306,4173,3899,-238,-283,112,0,10084,7859,-933,252115
2018:Q3,1096152,610163,227898,206536,90484,103909,12143,51539,16,1096152,325079,504766,64540,21888,140026,39854,-119,16151,12223,1575,55,2298,4188,3907,-242,-288,111,0,9280,7913,-1047,243040
2018:Q4,1073281,566689,235499,219539,93058,114859,11622,51539,14,1073281,311780,490928,68327,29163,123972,49115,-122,25733,21840,1562,53,2278,4175,3961,-246,-293,106,0,9122,7889,-1210,234424
2019:Q1,1080322,578965,241880,200731,70644,118876,11211,58861,-116,1080322,313225,454559,83700,36677,137861,54298,-89,26098,18494,3587,108,3909,4519,4640,-119,-202,82,0,9959,9701,-291,217492
