1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,34704,24529,9135,950,0,880,70,-11,100,34704,13406,8126,3174,5185,4417,405,4,135,133,1,0,1,26,16,1,1,0,0,83,1,138,7241
1952:Q1,37945,24825,11849,1243,0,1169,74,-56,85,37945,12713,8943,2457,8875,4647,312,4,82,82,0,0,0,17,15,1,0,0,0,106,-4,91,6252
1952:Q2,38616,25349,11801,1438,0,1319,119,-56,83,38616,13058,9527,2311,8827,4578,317,4,84,84,0,0,0,18,16,1,0,0,0,107,-4,91,5864
1952:Q3,35487,25470,8356,1633,0,1474,159,-56,84,35487,12956,7516,1240,9058,4496,219,3,51,53,-1,0,-1,8,8,0,-1,0,0,94,-10,66,4248
1952:Q4,39053,26753,10413,1858,0,1666,192,-56,85,39053,13704,9139,2175,9066,4686,282,4,71,71,0,0,0,14,12,0,-1,0,0,105,-7,84,7649
1953:Q1,41823,27742,12086,1906,0,1689,217,-23,111,41823,13914,10073,2621,9817,4900,496,7,224,217,3,0,4,22,9,2,1,0,0,36,8,187,10097
1953:Q2,42431,27726,12550,2067,0,1810,257,-23,111,42431,13969,10135,2792,10205,4828,502,7,226,218,4,0,4,21,9,2,1,0,0,37,7,192,9296
1953:Q3,42318,27263,12784,2182,0,1937,245,-23,111,42318,13452,10517,3027,9699,5097,526,7,236,228,4,0,4,24,10,1,0,0,0,39,9,200,8466
1953:Q4,40000,27424,10247,2242,0,2011,231,-23,110,40000,13193,9917,2849,7963,5580,500,7,224,216,4,0,4,21,9,1,0,0,0,37,7,194,7424
1954:Q1,39156,28062,8625,2196,0,1968,228,278,-5,39156,13514,9319,1986,7751,6096,489,4,180,175,2,0,3,26,17,1,0,0,0,41,3,217,5757
1954:Q2,39080,28980,7625,2204,0,1985,219,278,-7,39080,14559,8886,2153,6774,6238,470,4,173,168,2,0,3,25,15,1,0,0,0,39,2,211,5817
1954:Q3,39495,30360,6636,2227,0,1973,254,278,-6,39495,15780,8954,2693,5073,6511,485,4,178,173,3,0,2,27,17,1,0,0,0,42,4,212,5618
1954:Q4,39962,31325,6105,2261,0,1969,292,278,-7,39962,16873,8478,3082,4566,6488,476,4,176,171,3,0,2,26,16,1,0,0,0,41,3,209,7368
1955:Q1,41579,33459,5494,2218,0,1818,400,445,-37,41579,18434,8533,3317,3819,6812,664,4,262,251,5,1,5,44,26,5,1,0,0,64,11,247,9003
1955:Q2,44646,34316,7494,2429,0,1995,434,445,-38,44646,18895,9587,4313,4062,7044,745,5,293,280,6,1,6,50,31,5,1,0,0,75,16,269,10726
1955:Q3,45402,34116,8203,2676,0,2235,441,445,-38,45402,18559,11066,4724,3205,7026,822,5,323,309,6,1,7,56,35,4,0,0,0,86,20,293,11869
1955:Q4,45314,33291,8565,3051,0,2630,421,445,-38,45314,17589,12674,4306,2820,7053,872,6,341,327,6,1,7,60,37,4,0,0,0,91,21,312,10242
1956:Q1,45333,34149,7471,3372,0,3022,350,345,-4,45333,16975,13116,3713,3155,7586,787,9,182,176,2,1,3,65,51,3,0,0,0,54,0,423,6306
1956:Q2,46515,35094,7301,3779,0,3472,307,345,-4,46515,17127,14054,3102,3626,7805,802,10,184,177,3,1,3,65,52,3,0,0,0,53,0,435,6002
1956:Q3,47641,35250,7951,4098,0,3782,316,345,-4,47641,16708,15021,2807,4478,7794,834,10,193,185,3,1,4,68,53,3,0,0,0,56,0,451,5499
1956:Q4,47534,34668,8190,4335,0,3987,348,345,-4,47534,16275,15014,2538,5046,7831,830,10,192,184,3,1,4,68,53,3,0,0,0,55,-1,450,6477
1957:Q1,48010,34938,8640,4173,0,3821,352,268,-9,48010,15703,15204,2788,4925,8615,777,16,283,270,5,1,7,54,44,2,0,0,0,46,3,329,8504
1957:Q2,46566,34378,7668,4262,0,3867,395,268,-10,46566,15222,14903,2464,4554,8664,760,16,277,265,5,1,6,52,43,2,0,0,0,43,2,325,7498
1957:Q3,47643,34123,8943,4319,0,3893,426,268,-10,47643,15055,15270,2772,5153,8619,773,16,286,273,5,1,7,52,43,2,0,0,0,45,2,327,6479
1957:Q4,45942,33711,7700,4273,0,3876,397,268,-10,45942,14843,13767,2868,4821,8928,716,16,264,253,5,1,5,48,40,2,0,0,0,38,0,308,5844
1958:Q1,40915,33030,4043,4079,0,3745,334,-234,-3,40915,13553,9745,2753,5016,9195,654,7,253,240,5,1,7,31,30,0,-1,0,0,57,-10,287,1824
1958:Q2,39277,32355,3101,4056,0,3699,357,-234,-1,39277,13372,7925,2786,5396,9233,563,7,218,210,3,1,4,25,25,0,-1,0,0,45,-14,258,348
1958:Q3,40434,33980,2561,4130,0,3769,361,-234,-3,40434,14451,7097,3161,5481,9720,526,7,205,198,3,1,3,23,24,0,-1,-1,0,41,-15,243,1111
1958:Q4,45300,37149,4079,4310,0,3858,452,-234,-4,45300,16376,7996,4088,6163,10110,568,7,222,213,4,1,4,26,26,0,-1,-1,0,48,-14,255,2228
1959:Q1,51043,39915,6472,4248,6,3728,514,413,-5,51043,18881,9393,4215,7595,10369,591,6,173,163,4,1,5,60,51,2,0,1,0,68,-3,233,6583
1959:Q2,53129,41095,7240,4385,4,3831,550,413,-4,53129,19738,10250,4819,7573,10105,645,6,194,183,4,1,6,65,54,2,0,1,0,75,-2,250,7485
1959:Q3,53569,40287,8499,4376,10,3849,517,413,-6,53569,19344,11220,4914,7730,9651,710,6,217,204,5,1,7,71,59,2,0,1,0,82,0,272,7917
1959:Q4,50945,38087,8017,4434,29,3945,460,413,-5,50945,18590,11343,4371,7027,8899,716,6,215,203,4,1,7,75,63,2,0,1,0,84,0,270,5579
1960:Q1,53392,39712,8939,4279,68,3992,219,470,-8,53392,19591,13137,4019,6714,9098,835,7,261,246,6,1,8,51,49,2,-1,1,0,71,13,381,5594
1960:Q2,51477,37976,8541,4499,124,4243,132,470,-9,51477,17597,13525,3827,6171,9459,902,7,299,283,6,1,9,56,53,2,-1,1,0,76,16,393,6174
1960:Q3,50692,37674,7707,4849,157,4354,338,470,-8,50692,16646,12570,3593,7127,9881,878,7,296,281,6,1,8,54,52,2,-1,1,0,67,15,385,5324
1960:Q4,49828,38351,5972,5042,175,4414,453,470,-7,49828,16390,12088,3711,6908,9884,845,7,271,258,5,1,7,49,49,2,-1,1,0,62,13,392,3912
1961:Q1,51056,39263,6435,5017,131,4335,551,345,-4,51056,16049,11188,3795,8582,10672,769,3,243,230,5,1,7,50,49,2,-1,-1,0,-23,17,430,1455
1961:Q2,50644,37702,7226,5373,129,4564,680,345,-2,50644,15992,11729,4264,8120,9749,788,3,259,245,5,1,8,53,51,2,-1,-1,0,-22,18,426,2417
1961:Q3,53151,39194,8015,5600,132,4748,720,345,-3,53151,16867,11779,4820,8696,10184,805,3,277,263,5,1,8,52,50,2,-1,-1,0,-22,19,426,3331
1961:Q4,56761,41210,9484,5725,151,4910,664,345,-3,56761,17441,12658,5476,9050,11248,887,3,336,320,6,1,9,57,54,2,-1,-1,0,-19,22,434,4990
1962:Q1,57916,41380,10902,5463,119,4847,497,184,-13,57916,17706,13088,5904,9402,10835,981,3,392,373,7,1,11,44,44,2,-1,2,0,45,27,423,5907
1962:Q2,59586,42943,10803,5671,132,5100,439,184,-15,59586,18242,13948,6509,9076,10762,1048,3,425,403,9,1,12,48,47,2,-1,2,0,47,28,447,6850
1962:Q3,60536,43146,11334,5887,152,5320,415,184,-15,60536,17999,14155,6721,9576,11044,1043,3,403,381,9,1,12,49,48,2,-1,2,0,47,30,460,6931
1962:Q4,59464,42711,10301,6282,195,5628,459,184,-14,59464,17654,13664,6719,9267,11205,957,3,334,312,9,1,12,50,49,2,-1,2,0,44,30,444,8293
1963:Q1,59557,43343,9238,6642,182,5952,508,334,-0,59557,18210,13535,7056,8050,11868,837,0,350,334,6,1,9,32,29,4,1,-1,0,-45,35,432,8520
1963:Q2,62838,46222,9049,7232,262,6368,602,334,1,62838,19641,14609,7915,8019,11807,848,0,310,292,7,1,10,38,35,4,1,-1,0,-43,38,466,9276
1963:Q3,66210,47589,10548,7739,446,6706,587,334,-0,66210,19687,15541,8287,9212,12569,915,0,349,332,7,1,9,44,39,3,0,-1,0,-43,43,481,9449
1963:Q4,67733,48124,11418,7858,390,6901,567,334,-1,67733,20497,16525,8856,7982,12808,1066,0,462,444,7,1,10,49,44,3,0,-1,0,-41,47,503,9823
1964:Q1,70510,50681,12006,7613,337,6908,368,203,7,70510,21617,17127,9389,8250,12856,1268,1,385,361,9,1,14,114,94,3,0,2,0,101,69,499,11265
1964:Q2,70808,50750,12159,7691,329,7037,325,203,5,70808,20635,17995,9195,7967,13562,1455,1,535,508,11,1,15,117,97,3,0,2,0,105,71,524,11981
1964:Q3,71561,50791,12765,7799,315,7138,346,203,3,71561,20349,19127,9168,7722,13594,1599,1,651,623,11,1,16,119,97,2,-1,2,0,110,73,545,13135
1964:Q4,72452,51027,13317,7901,300,7225,376,203,4,72452,20551,19955,9114,7717,13443,1671,1,707,680,11,1,15,122,100,2,-1,2,0,112,74,552,10639
1965:Q1,75579,52007,15222,8081,233,7341,507,274,-5,75579,21022,22944,9522,6803,13510,1779,3,676,649,11,2,14,134,117,6,1,2,0,170,94,576,15692
1965:Q2,78247,54867,14679,8434,326,7515,593,274,-7,78247,21431,24688,9665,6339,14312,1813,3,638,611,10,2,15,142,124,6,1,2,0,178,99,620,14742
1965:Q3,82039,56048,16886,8838,404,7750,684,274,-7,82039,21587,26585,9804,6825,15414,1822,3,590,562,10,2,16,154,133,5,0,2,0,186,107,642,15823
1965:Q4,85157,58027,17531,9331,485,8120,726,274,-6,85157,21706,29050,10074,6774,15715,1839,4,506,476,11,2,17,167,146,5,0,2,0,196,116,697,17443
1966:Q1,89937,59187,20245,9777,454,8476,847,728,-0,89937,21809,31404,10335,8647,15918,1825,4,670,644,10,2,14,129,99,7,1,2,0,182,74,657,20034
1966:Q2,88789,57123,20758,10182,547,8774,861,728,-2,88789,20430,32654,9887,7972,16056,1792,4,599,571,10,2,16,137,106,7,1,2,0,190,78,668,16574
1966:Q3,89232,55917,22089,10500,652,9019,829,728,-2,89232,19247,33102,9324,9594,16199,1767,4,554,528,9,2,15,140,108,7,1,2,0,189,81,681,17867
1966:Q4,87281,52817,23040,10698,751,9150,797,728,-2,87281,17038,32819,8329,9948,17378,1771,4,564,536,10,2,16,142,111,7,1,2,0,189,84,667,16937
1967:Q1,85009,53081,20663,10462,624,9124,714,804,-2,85009,16329,30948,7472,10203,18318,1742,6,301,274,11,2,14,167,129,7,1,4,0,388,101,638,14771
1967:Q2,85366,54501,19727,10336,603,9113,620,804,-2,85366,18866,30185,7806,8639,18045,1828,6,422,394,10,3,15,164,126,8,2,4,0,386,99,611,17228
1967:Q3,86873,55976,19747,10348,558,9118,672,804,-3,86873,20038,29535,7929,10014,17400,1957,6,594,569,10,2,13,157,120,5,-1,4,0,380,95,597,16289
1967:Q4,90538,59055,20237,10443,566,9124,753,804,-2,90538,21720,30712,8721,9077,18061,2248,6,852,826,11,2,13,160,123,7,1,4,0,392,97,606,15724
1968:Q1,92709,61040,20438,10301,478,9075,748,938,-9,92709,21790,32478,9358,7774,18681,2630,7,616,576,17,2,21,164,129,11,3,5,0,833,163,699,19324
1968:Q2,92446,62630,18359,10526,524,9149,853,938,-9,92446,22001,31075,9537,7363,19730,2741,6,782,747,15,2,18,158,124,11,3,5,0,819,160,673,20016
1968:Q3,93015,62678,18819,10590,576,9173,841,938,-10,93015,21974,31541,10069,6785,19786,2862,6,894,857,16,2,19,161,126,9,1,5,0,830,163,667,22779
1968:Q4,96855,65778,19543,10605,629,9189,787,938,-10,96855,23116,33552,11365,5928,19917,2977,6,911,872,16,2,21,170,132,9,1,5,0,868,173,702,21352
1969:Q1,101958,68018,22785,10258,596,8992,670,928,-32,101958,24298,34923,12682,7292,19834,2929,9,1184,1141,17,3,23,169,122,13,3,3,0,448,190,788,21263
1969:Q2,99701,68396,20149,10261,757,8895,609,928,-34,99701,23917,35227,13176,4616,19930,2837,8,1056,1013,17,3,23,174,127,14,3,3,0,451,198,803,20193
1969:Q3,100973,68746,21268,10063,971,8706,386,928,-34,100973,23469,36730,13765,5050,19124,2831,8,948,906,16,3,23,187,136,12,1,3,0,467,213,856,18826
1969:Q4,93522,64355,18515,9756,1163,8325,268,928,-33,93522,21282,35902,13121,2683,17804,2727,7,837,794,17,3,23,189,139,13,1,3,0,462,219,857,17723
1970:Q1,93062,63722,18955,8753,1124,7535,94,1648,-16,93062,20897,34801,13073,3891,17768,2629,12,672,639,13,2,18,216,162,12,2,7,0,382,260,904,15488
1970:Q2,89937,62773,17496,8034,1213,6913,-92,1648,-15,89937,19801,34114,12710,2908,17745,2657,11,687,656,13,1,17,219,164,13,3,7,0,380,264,909,15857
1970:Q3,90734,64918,16766,7416,1178,6450,-212,1648,-15,90734,20351,33348,12991,2081,19192,2772,11,832,800,13,2,17,215,162,12,2,6,0,378,261,893,15695
1970:Q4,90322,68641,13351,6697,1050,5934,-287,1648,-16,90322,23080,29557,13613,2427,18855,2791,10,1008,980,11,2,15,192,146,11,1,6,0,348,239,830,10014
1971:Q1,90645,71708,10714,6288,789,5693,-194,1939,-5,90645,25596,29724,14705,-1029,18536,3112,32,1068,1017,17,3,31,197,162,14,2,6,0,218,277,1136,18156
1971:Q2,97184,78016,11064,6168,838,5564,-234,1939,-4,97184,29732,30419,16458,-1510,18718,3361,33,1272,1221,18,3,30,202,167,14,2,5,0,222,286,1158,18967
1971:Q3,100681,81262,11291,6193,898,5491,-196,1939,-5,100681,32137,30282,17228,-356,17990,3400,33,1291,1242,17,3,29,205,171,15,3,5,0,220,291,1166,19780
1971:Q4,104094,84917,10734,6508,1018,5594,-104,1939,-5,104094,34313,31760,18122,-2168,18690,3377,34,1197,1143,19,4,31,215,178,15,3,6,0,224,307,1198,22549
1972:Q1,113794,90035,15026,7046,953,5925,168,1713,-28,113794,37864,35344,19903,-1082,18549,3214,19,1096,1053,15,2,26,146,127,15,0,6,0,141,294,1370,23517
1972:Q2,116770,90138,17653,7294,1003,6040,251,1713,-29,116770,38817,36607,20290,685,17241,3128,19,976,930,16,2,28,148,128,16,0,7,0,143,300,1391,24725
1972:Q3,115884,91329,15794,7073,1036,5880,157,1713,-26,115884,39613,37203,20635,-2179,17450,3159,20,981,937,16,2,26,151,130,16,0,7,0,144,306,1404,26281
1972:Q4,128423,98028,21627,7080,977,6078,25,1713,-26,128423,43121,40908,22797,-843,18873,3567,22,1264,1214,18,3,29,159,136,17,0,9,0,164,321,1475,29869
1973:Q1,139450,102171,28557,7401,987,6317,97,1504,-185,139450,45769,43990,24657,1594,19256,4185,26,1310,1233,27,5,45,251,236,15,0,15,0,500,348,1484,36946
1973:Q2,140133,100410,31119,7281,1081,6229,-29,1504,-183,140133,44084,47521,24564,431,18738,4793,28,1731,1649,28,5,49,268,251,16,0,16,0,534,370,1579,34024
1973:Q3,137974,100884,28858,6910,1180,5896,-166,1504,-184,137974,43009,48955,23947,-2032,18853,5243,29,2084,1998,30,6,50,277,259,18,1,17,0,542,380,1636,30936
1973:Q4,134465,98362,28119,6661,1300,5625,-264,1504,-184,134465,40563,49259,22125,-2801,19747,5571,29,2411,2327,29,5,50,278,263,18,1,16,0,538,386,1631,26294
1974:Q1,132492,94950,29516,6722,1231,5330,161,1357,-55,132492,37122,49532,19395,-709,21162,5990,32,2231,2118,37,9,67,332,317,8,1,22,0,789,336,1922,22526
1974:Q2,133886,96064,30083,6433,1254,5116,63,1357,-53,133886,35734,50649,17505,525,23113,6360,33,2553,2440,37,9,67,334,321,7,1,21,0,801,335,1954,24205
1974:Q3,132449,92407,32796,5939,1458,4570,-89,1357,-53,132449,35626,51016,15979,501,22635,6693,33,2843,2728,39,8,68,342,329,8,2,22,0,816,349,1949,26084
1974:Q4,120407,83582,30084,5435,1723,4025,-313,1357,-54,120407,30198,48508,12410,815,21681,6795,31,2930,2816,38,8,68,350,339,9,2,22,0,802,358,1952,12650
1975:Q1,108630,81736,19937,5622,1951,3933,-262,1316,19,108630,28637,39447,9472,-139,24746,6470,48,2623,2487,51,11,74,474,457,5,1,18,0,706,322,1816,14559
1975:Q2,100625,77387,16605,5296,1860,3797,-361,1316,21,100625,30964,34909,8448,-1456,21481,6281,46,2663,2532,49,10,72,448,435,3,1,17,0,676,296,1696,16844
1975:Q3,109974,82471,20781,5383,1665,3988,-270,1316,22,109974,35042,34620,8609,2693,22654,6354,47,2820,2691,49,10,70,432,420,3,0,17,0,678,276,1661,23542
1975:Q4,118377,88863,22139,6039,1576,4448,15,1316,21,118377,38436,35839,8910,3339,25415,6441,47,2945,2813,49,10,73,421,413,3,0,17,0,685,265,1645,27402
1976:Q1,130922,100127,21355,7356,1362,5260,734,2043,41,130922,44265,39253,10250,2928,27619,6611,45,3189,3033,66,10,80,391,390,3,2,8,0,712,284,1587,31626
1976:Q2,132128,99905,21657,8480,1542,5789,1149,2043,42,132128,47364,41461,10759,2326,23616,6605,44,3112,2953,68,10,81,405,403,3,2,9,0,722,297,1608,31215
1976:Q3,133520,96836,25422,9176,1686,5990,1500,2043,43,133520,46793,44810,10707,3630,20951,6629,47,3023,2857,71,11,84,421,418,1,0,9,0,746,309,1655,32321
1976:Q4,145537,106271,27609,9572,1816,6077,1679,2043,42,145537,56142,47565,12646,3448,19204,6531,47,2828,2656,74,11,87,433,432,1,0,10,0,769,322,1689,34766
1977:Q1,159364,112188,34302,10156,1507,6626,2023,2768,-50,159364,60208,53941,14104,3937,20660,6514,39,2908,2726,87,9,86,409,404,2,-1,9,0,799,372,1573,37565
1977:Q2,178790,128897,36902,10272,1366,6920,1986,2768,-50,178790,71039,58253,16845,4369,21663,6623,41,2882,2692,91,10,89,417,412,2,-1,9,0,839,376,1646,39047
1977:Q3,183122,130906,39026,10470,1197,7322,1951,2768,-48,183122,72467,61632,17766,4212,20160,6887,44,3066,2868,95,10,93,417,412,1,-2,10,0,873,374,1692,40624
1977:Q4,189210,131451,44523,10518,1131,7651,1736,2768,-50,189210,72657,67008,19134,3216,19612,7579,46,3570,3360,101,10,99,429,424,1,-2,11,0,930,394,1776,43179
1978:Q1,191250,132660,43558,11396,1455,8427,1514,3759,-123,191250,74274,67242,20268,2709,18562,8198,28,3605,3296,165,13,131,558,545,3,0,10,0,1058,423,1968,36051
1978:Q2,229279,158260,55395,11986,1733,8855,1398,3759,-121,229279,80839,82224,25783,4350,26095,9990,34,4591,4234,192,14,151,650,632,5,0,11,0,1222,495,2350,48994
1978:Q3,245104,170784,57617,13066,2061,9469,1536,3759,-122,245104,82502,88332,29398,5976,27904,10993,35,5180,4807,200,15,158,708,684,6,0,11,0,1281,528,2560,44854
1978:Q4,258196,178059,62351,14149,2425,9881,1843,3759,-121,258196,82175,94343,33401,7264,29084,11930,39,5706,5316,210,15,165,765,737,5,0,12,0,1349,567,2750,45369
1979:Q1,256904,169580,68074,16002,2550,10652,2800,3292,-44,256904,78050,98488,37073,5774,24392,13125,23,5228,4719,314,15,180,1046,972,12,3,8,0,1315,1171,3347,42907
1979:Q2,261594,177316,64217,16813,2859,10997,2957,3292,-44,261594,76515,97674,38808,6125,28919,13550,23,5569,5066,309,16,178,1073,997,12,3,8,0,1284,1189,3392,36728
1979:Q3,278564,188245,69677,17392,3140,11444,2808,3292,-43,278564,76567,105253,40928,9188,31678,14948,25,6471,5942,325,16,188,1145,1063,13,2,7,0,1337,1253,3632,39875
1979:Q4,274466,190069,63347,17801,3461,12152,2188,3292,-43,274466,72826,105513,38558,7514,34199,15852,23,7274,6757,318,16,183,1176,1094,13,2,7,0,1297,1270,3696,33854
1980:Q1,273626,186585,64419,18121,3232,12627,2262,4576,-75,273626,65909,109781,33954,10376,36257,17351,51,7014,6247,514,21,232,1165,1064,15,5,6,0,1563,1593,4875,30738
1980:Q2,225268,155835,47216,17715,3448,12699,1568,4576,-73,225268,45488,96180,24046,9409,33347,16797,45,7170,6475,466,19,210,1101,1008,13,4,7,0,1366,1512,4571,5641
1980:Q3,227934,158821,46634,17977,3776,13176,1025,4576,-74,227934,48811,96699,25240,9277,30387,17518,46,7721,7015,474,18,214,1124,1031,14,4,6,0,1375,1554,4643,13994
1980:Q4,248970,176779,48713,18974,4103,14092,779,4576,-72,248970,58521,100378,30765,10359,30562,18386,46,8135,7406,489,20,220,1181,1085,15,5,7,0,1410,1621,4881,20488
1981:Q1,261486,182291,52606,21301,3816,14619,2866,5350,-63,261486,56304,105286,35259,10722,34825,19087,74,7886,7125,516,21,224,1291,1165,17,4,8,0,1223,1866,5553,26314
1981:Q2,262963,180330,54929,22416,3965,15033,3418,5350,-63,262963,53591,110269,37880,12807,28469,19946,75,8177,7392,532,21,232,1359,1226,18,4,8,0,1261,1934,5884,18314
1981:Q3,259527,172246,58546,23448,4316,15874,3258,5350,-63,259527,46653,115554,37346,13250,25747,20976,80,8671,7857,552,22,240,1424,1283,20,5,9,0,1302,2015,6167,24405
1981:Q4,262148,177885,53804,25172,4878,16359,3935,5350,-63,262148,39023,123226,35111,14822,27520,22448,83,9331,8502,562,22,245,1531,1378,22,6,9,0,1311,2096,6681,6730
1982:Q1,238093,164756,41285,24075,4744,15976,3355,7936,40,238093,36180,113403,28708,12449,25227,22129,92,7593,6755,557,22,259,1653,1478,27,4,18,0,1102,2736,7426,15571
1982:Q2,220295,154786,33255,24280,4883,16329,3068,7936,38,220295,34996,100574,22691,15220,25300,21515,84,7926,7156,511,21,238,1553,1390,25,4,15,0,925,2618,6975,15625
1982:Q3,201808,143703,25210,24920,4703,17184,3033,7936,38,201808,35575,88212,17693,13854,25512,20964,77,8516,7807,471,19,219,1426,1279,22,3,11,0,764,2486,6380,15876
1982:Q4,203512,148174,22000,25361,4410,17799,3152,7936,41,203512,42793,80226,15635,16763,27164,20931,71,9372,8714,436,19,203,1329,1191,20,3,10,0,627,2354,5954,25608
1983:Q1,212985,160720,19562,24313,4106,17311,2896,7897,492,212985,58897,72213,16347,19249,25454,20826,40,5565,5004,363,14,184,1491,1335,34,6,88,0,3128,3234,5905,32313
1983:Q2,229426,165545,29014,26479,5000,18163,3316,7897,491,229426,71712,73465,18586,19272,24720,21672,39,6527,5963,364,14,186,1472,1316,30,5,89,0,3229,3332,5633,48340
1983:Q3,264795,185859,40777,29771,6291,19635,3845,7897,491,264795,84498,84602,23107,21484,27487,23618,45,7593,6994,387,15,197,1559,1396,31,5,94,0,3434,3572,5889,57058
1983:Q4,300031,195082,62616,33946,7202,22336,4408,7897,491,300031,91597,102513,28007,24849,26796,26268,51,8859,8187,435,15,222,1686,1511,31,5,104,0,3824,3889,6308,68770
