date,FA897005005.Q,FA157005005.Q,FA107005005.Q,FA317005005.Q,FA217005005.Q,FA797005005.Q,FA717005005.Q,FA767005005.Q,FA757005005.Q,FA747005005.Q,FA477005005.Q,FA517005005.Q,FA547005005.Q,FA657005005.Q,FA407005005.Q,FA677005005.Q,FA617005005.Q,FA647005005.Q,FA667005005.Q,FA737005005.Q,FA267005005.Q
1952:Q2,7253,-21879,25816,-3836,7486,-700,16,-927,32,0,36,90,1375,56,8,0,-1300,0,5,-91,366
1952:Q3,-41154,-7072,-14362,-18466,-1561,-375,-11,859,-355,4,41,125,-252,0,-8,0,-731,0,19,-66,682
1952:Q4,-50451,-325,-42413,-10443,4627,-303,264,105,504,0,36,-134,267,-188,28,0,-1125,0,24,-84,-1594
1953:Q1,-16704,-17237,3852,-8732,3356,462,-327,873,129,0,24,-557,662,24,-24,0,-155,0,1,-187,1595
1953:Q2,-48761,-21161,-30652,-4208,4911,-879,69,-1268,24,-4,40,-52,582,-36,16,0,-72,0,14,-192,3227
1953:Q3,-49653,-3103,-28571,-18048,-2209,224,-111,41,-352,0,40,-176,515,-56,-4,0,521,0,7,-200,2055
1953:Q4,49773,-953,57779,-8454,3918,-440,361,117,488,0,56,38,-1040,-28,16,0,-278,0,25,-194,-2077
1954:Q1,42801,-9609,66454,-14744,2358,390,-312,99,-170,0,69,-173,540,0,0,0,537,0,17,-217,-2048
1954:Q2,46142,-18046,72688,-10022,3450,-2340,32,-1424,42,-4,73,-588,309,0,12,0,-594,0,13,-211,412
1954:Q3,52240,-475,68478,-9065,-4054,-1492,28,532,-339,4,70,-321,603,-32,-8,0,-1828,0,11,-212,-1152
1954:Q4,7219,5029,10224,-5629,3183,-3492,248,-786,493,0,82,-477,-864,-376,12,0,-1628,0,13,-209,-2096
1955:Q1,16542,-20128,41018,-11202,1723,3238,-184,1364,-185,-1,51,226,251,-100,4,0,2054,0,5,-247,1893
1955:Q2,83723,-7907,105975,-19529,2790,-435,-21,-464,66,3,66,-209,900,-32,8,0,-490,0,6,-269,2829
1955:Q3,42676,-2416,57253,-5555,-5342,-1365,-53,912,-342,3,69,-519,100,-104,-16,0,-1124,0,2,-293,101
1955:Q4,14647,902,18901,-4361,1776,-512,258,441,478,-1,77,-301,-42,-596,12,0,-535,0,9,-312,-2059
1956:Q1,61867,-20328,88581,-9691,1025,2035,-345,880,-198,-5,89,259,1057,-216,-8,0,922,0,23,-423,245
1956:Q2,-57223,-15937,-23830,-20485,3389,-869,-22,-974,89,3,89,-48,232,-40,24,0,193,0,19,-435,509
1956:Q3,-42458,-1716,-31896,-2818,-4929,-300,-42,1050,-347,-5,92,-551,-172,-92,-12,0,214,0,16,-451,-799
1956:Q4,81461,701,82459,-3876,3071,-515,414,1760,489,-1,100,-463,-244,-700,28,0,-1485,0,38,-450,-379
1957:Q1,-69687,-20478,-42743,-12883,2785,3499,-480,1272,-201,-1,97,244,721,-304,-80,0,2538,0,22,-329,132
1957:Q2,61206,-16925,89279,-16574,4492,-368,-20,-207,63,-1,106,274,466,-36,36,0,-743,0,19,-325,1302
1957:Q3,-127330,-3694,-116840,-2201,-4023,-322,304,528,-393,-1,113,-365,-67,-32,-12,0,-80,0,10,-327,-250
1957:Q4,-3618,-2867,9897,-11062,2855,-831,204,106,555,-5,139,-643,272,-568,12,0,-567,0,-27,-308,-1610
1958:Q1,39706,-24986,73685,-11707,3108,267,-191,-347,-301,-5,145,154,742,-276,0,0,614,0,19,-287,-661
1958:Q2,61701,-11323,84208,-13503,3665,-901,21,-760,97,-1,140,147,1176,80,28,0,-1592,0,20,-258,-445
1958:Q3,111270,-5185,123428,36,-5077,-451,153,132,-379,-1,137,-635,262,48,-31,0,84,0,22,-243,-1481
1958:Q4,48048,671,56996,-10456,3071,-53,221,1332,608,-5,148,-644,-993,-608,-7,0,124,0,27,-255,-2181
1959:Q1,32558,-15693,45498,-941,1962,1889,-58,957,-384,-1,115,4,719,120,-25,0,690,0,-14,-233,-158
1959:Q2,56360,-12634,70096,-2016,2616,-490,-626,39,128,3,114,-75,72,108,51,0,-55,0,1,-250,-1212
1959:Q3,-33859,-570,-32544,72,-211,2035,-370,579,-353,-1,113,-528,1336,132,-33,0,1428,0,4,-272,-2641
1959:Q4,95453,7967,90004,-2919,2499,1519,986,197,628,-5,129,-836,514,188,15,0,-52,0,24,-270,-3617
1960:Q1,-99199,-26686,-75704,1217,1109,765,-343,431,-458,-9,136,-517,1839,148,-21,0,-58,0,-2,-381,100
1960:Q2,39085,-12313,52912,-1348,2063,-1390,57,-727,190,-9,131,-175,856,48,47,0,-1420,0,4,-393,-839
1960:Q3,-114915,1412,-109180,2809,-2023,-1243,29,77,-262,-5,104,44,-127,-60,-37,0,-625,0,5,-385,-6690
1960:Q4,184942,3547,181367,-427,2683,-2809,261,-1925,555,-9,105,158,-1801,152,23,0,33,0,30,-392,580
1961:Q1,188279,-4877,193373,2015,1546,715,-263,513,-397,-9,109,-44,-28,120,-19,0,1174,0,-11,-430,-4493
1961:Q2,-13941,-18701,2130,3307,814,-2532,21,-1575,155,-5,108,-261,238,8,69,0,-841,0,-24,-426,1041
1961:Q3,47562,6757,47298,-3202,-2098,285,45,-170,-173,-5,96,-334,919,-44,-7,0,413,0,-30,-426,-1478
1961:Q4,58534,7956,51509,3729,1961,-5518,177,-2195,446,-1,87,-667,-682,44,29,0,-2253,0,-69,-434,-1104
1962:Q1,5028,-12051,15201,341,1815,1271,-315,1846,-411,-9,57,-699,1041,72,-54,0,194,-4,-24,-423,-1549
1962:Q2,-3673,-7289,7028,-5673,2213,230,5,-192,151,-9,48,-1264,11,-32,126,0,1856,0,-24,-447,-183
1962:Q3,-1024,6014,4636,-2986,-4364,1810,9,1162,-17,-5,24,-1218,361,64,-154,0,2071,0,-27,-460,-6134
1962:Q4,4297,6700,-8537,7480,4357,-3927,249,-2378,279,-1,20,-723,-1356,212,-6,0,205,0,16,-444,-1776
1963:Q1,27814,-6000,31405,2654,-1002,1580,-328,1793,-254,-9,11,-260,1203,88,-43,0,-167,0,-23,-432,-823
1963:Q2,-3899,-10802,7675,-4992,3535,1888,12,-562,97,-5,-14,449,473,44,-47,0,1958,-4,-46,-466,-1203
1963:Q3,2708,1728,8820,-1048,-5556,3817,-16,2438,105,-1,-17,737,-23,32,-39,0,1137,-4,-50,-481,-5053
1963:Q4,5830,-3983,3286,5826,3891,-2659,284,-1007,109,-1,-14,25,-1085,-64,-27,0,-292,0,-84,-503,-531
1964:Q1,13268,-9485,27031,-1643,736,-1443,-933,1550,-133,-21,-58,-126,949,-204,-86,0,-1800,0,-81,-499,-1928
1964:Q2,-6180,-10501,12340,-10581,2959,1366,-521,-274,5,-25,-51,123,256,-276,38,0,2686,-4,-67,-524,-1763
1964:Q3,-16465,-16142,8880,-228,-4828,1791,-521,3791,169,-5,-52,243,186,-280,-50,0,-1067,-8,-70,-545,-5938
1964:Q4,14031,-3252,11553,8280,3372,-4164,1911,-5736,469,-13,-43,361,-1679,-332,-26,0,1554,-4,-74,-552,-1757
1965:Q1,34925,-8545,33070,3342,-705,7070,-451,8637,-295,-14,-46,55,565,-88,-74,0,-528,-8,-107,-576,693
1965:Q2,-8897,-10159,10594,-10104,2091,-906,-19,-265,-22,-14,-43,-299,1070,-124,114,0,-530,-4,-150,-620,-413
1965:Q3,-11422,-20897,16826,-1352,-7625,4900,-11,6395,262,-10,-52,308,-321,-180,-114,0,-569,-4,-161,-642,-3274
1965:Q4,-23421,-4949,-12401,7284,876,-11050,420,-8452,-75,-18,-37,869,-2043,-188,-34,0,-578,0,-218,-697,-3181
1966:Q1,19970,-19944,25175,5772,-1964,9798,-532,11554,30,-6,-34,1538,-1371,196,-74,0,-735,-8,-103,-657,1133
1966:Q2,-14844,-11603,10598,-18980,2369,1235,-56,725,-30,-2,-24,-175,1872,184,126,0,-666,-4,-47,-668,1537
1966:Q3,-21675,-30639,12234,-824,-5375,7124,-56,6836,71,-6,-47,-304,1989,96,-86,0,-640,-4,-45,-681,-4196
1966:Q4,427,-1917,12270,6294,3496,-17969,576,-14995,-226,-10,-24,-288,-1982,84,34,0,-510,-4,42,-667,-1747
1967:Q1,22374,-22183,39734,-3343,-652,10734,-662,14247,13,-6,-6,805,-2452,312,-56,0,-716,-8,-99,-638,-1916
1967:Q2,1348,-5744,13727,-8462,409,-862,6,641,-118,-7,5,45,-251,164,120,0,-706,-4,-146,-611,2280
1967:Q3,-25065,-34922,15343,-771,-4222,4091,-18,4479,282,-2,-13,691,98,180,-116,0,-716,-8,-168,-597,-4584
1967:Q4,-6007,33404,1402,10719,2561,-52396,598,-52665,81,-2,3,398,546,220,-28,0,-726,-8,-207,-606,-1697
1968:Q1,17458,-65045,32770,6270,-718,45795,-851,47630,191,2,-24,416,437,188,-68,0,-1164,0,-187,-774,-1614
1968:Q2,13701,4475,13371,-4225,-923,-1017,-42,378,-247,2,-17,-237,870,278,190,0,-1204,0,-158,-829,2019
1968:Q3,-11900,-30316,26955,175,-6812,2785,-34,6331,152,-2,-33,-551,-784,-125,178,0,-1363,0,-152,-832,-4687
1968:Q4,13344,21748,-1178,10548,5529,-23898,786,-21072,-148,-6,-3,-590,-321,48,-50,0,-1438,0,-260,-845,595
1969:Q1,21658,-30287,26018,5410,5657,22156,-997,24182,475,-119,-21,1095,-367,101,50,0,-1055,0,-213,-974,-7296
1969:Q2,22910,13524,15903,-10130,4665,3565,-80,2018,-89,-163,-9,981,2840,50,270,0,-1005,0,-208,-1040,-4617
1969:Q3,-7215,-26374,18867,-494,-1180,11973,-40,13116,84,-15,-20,625,187,22,528,0,-1098,0,-228,-1188,-10007
1969:Q4,-16239,-5928,9522,8738,7191,-20980,1013,-20126,-137,-15,20,496,534,42,-347,0,-1092,0,-151,-1217,-14782
1970:Q1,-23273,-46345,28088,-8542,1740,3458,-1220,9976,-309,-18,34,-1343,-145,9,-842,0,-1044,0,-400,-1239,-1673
1970:Q2,-38121,-34930,7485,-4747,5279,-3101,-55,1464,-1869,-17,52,-1259,1086,-202,231,0,-1020,0,-401,-1111,-8108
1970:Q3,-32420,-78215,35025,9711,-5368,11631,-27,11214,199,-22,32,-158,3154,-206,96,0,-1045,0,-410,-1196,-5204
1970:Q4,67289,48646,5033,-4486,18372,701,1134,3181,2225,-18,71,-1515,-1744,-207,93,0,-985,0,-362,-1172,-977
1971:Q1,-34080,-55375,41800,-9390,5269,2287,-1256,6608,-393,-39,-9,186,69,-161,-153,0,-405,0,-490,-1669,-18671
1971:Q2,-47332,-53640,19583,-2434,4623,-1753,-49,820,-1514,-35,-20,-1582,3278,-75,-31,0,-328,0,-499,-1717,-13712
1971:Q3,-48917,-45021,16065,9298,-5368,7919,-225,8909,-29,-43,-55,-1448,3820,-184,-116,0,-308,0,-492,-1910,-31810
1971:Q4,57496,61709,-686,59,13509,-9104,978,-4438,1673,-48,-21,-1539,-3251,-49,156,0,-241,0,-532,-1793,-7991
1972:Q1,-31518,-64986,49070,-6336,605,9637,-1051,8213,105,-30,-8,-180,5523,-60,-111,0,-168,0,-473,-2122,-19509
1972:Q2,-51098,-57542,7627,-12192,11012,912,121,3259,616,-34,-13,-1026,752,35,31,0,-149,0,-505,-2174,-915
1972:Q3,-38733,-44876,13593,13720,-13539,4063,372,7531,-416,-26,-51,-1161,711,-55,-141,0,-173,0,-340,-2188,-11694
1972:Q4,-35399,8722,-52331,-2301,14710,-4289,710,5141,-1866,-27,-9,-399,-5261,-246,64,0,27,0,-380,-2042,90
1973:Q1,-120826,-44944,30437,-10719,-3216,-1796,-1298,909,-2863,-13,117,83,3233,-75,-352,0,-9,0,649,-2177,-90588
1973:Q2,-31549,-66220,27371,7332,-1694,-2818,-40,-2359,2100,-17,122,-93,234,-318,-237,0,-271,0,249,-2188,4480
1973:Q3,-2369,-29763,39376,9866,-11408,-1287,-141,-2875,674,-62,34,-278,1541,-596,-301,0,41,0,2879,-2204,-9153
1973:Q4,4045,11470,-13002,-9196,8559,-10378,1619,-4740,715,-57,88,-312,-5132,-500,-84,0,-133,0,247,-2089,16592
1974:Q1,3936,-20002,45182,3173,-1158,11285,-1644,11481,2115,-13,360,-432,1792,-491,-223,0,-248,0,732,-2142,-34545
1974:Q2,37863,1999,16771,11464,-1071,-9289,-197,-3120,-4369,-17,381,-215,2337,-452,-268,0,-1047,0,-10,-2311,17989
1974:Q3,905,38545,-53026,1501,-7649,17018,-133,9323,6177,-4,292,83,4608,-331,-428,0,-1143,0,875,-2300,4515
1974:Q4,47080,25555,14955,-13449,26004,-7229,2105,-4647,1922,0,331,680,-5060,-156,-177,0,-586,0,465,-2106,1244
1975:Q1,-45121,-82543,29905,1027,-8071,12306,-1068,10711,1369,-31,23,-1055,4366,-294,-125,0,-601,0,1163,-2152,2255
1975:Q2,-14827,-73568,58411,-3646,-4111,765,-434,3343,-1865,-38,-11,255,2553,-332,-882,0,-328,0,399,-1894,7322
1975:Q3,34098,-28942,68203,3268,-14351,17857,137,15153,3971,62,-101,-1237,2207,-432,-756,0,241,0,464,-1852,-11937
1975:Q4,32592,-27615,55984,-4028,15836,-16371,2025,-11864,-317,58,-49,-3014,-4187,-392,905,0,-38,0,2394,-1893,8785
1976:Q1,-8297,-48753,21474,1149,-3315,11514,-2009,18675,958,238,51,-6229,3279,-411,-154,0,-1454,0,30,-1459,9633
1976:Q2,-33056,-92553,12860,16130,1684,4064,-40,2554,-896,198,69,-95,5848,-422,-803,0,-878,0,319,-1791,24759
1976:Q3,26767,-16379,71222,-6595,-8752,1017,-147,3422,-523,-3,23,-3937,5541,-542,-427,0,-584,0,201,-2008,-13745
1976:Q4,20389,-55333,76064,-4371,3985,-22968,1797,-15884,3662,-7,97,-2947,-8086,-506,7,0,333,0,817,-2251,23012
1977:Q1,-34073,-77563,31881,9883,-10360,13040,-1883,17864,-355,79,666,-2500,4971,-511,-1202,0,-1202,0,-672,-2214,-954
1977:Q2,3794,-10921,26816,133,-10040,-8546,19,-5293,89,62,655,-1715,2061,-562,-846,0,-1253,0,462,-2225,6351
1977:Q3,-11385,-25125,45070,1159,-13665,11650,64,3029,7065,-210,615,-2082,6263,-600,-523,0,-196,0,479,-2254,-30474
1977:Q4,18708,1866,39538,15576,-1581,-20740,2034,-13088,967,-290,666,-2568,-4616,-444,300,0,-1063,0,-214,-2425,-15951
1978:Q1,-31044,-64700,30335,-5990,-32,12639,-1728,17617,-825,-21,218,1451,4490,-278,-568,0,-1877,0,136,-5976,-3296
1978:Q2,58161,-2171,61224,-2201,-10625,-5854,606,-4433,-1040,-22,155,2919,5548,-184,-650,0,-1683,0,-1144,-5927,17788
1978:Q3,-16454,-13420,49646,-4687,-7761,-7347,537,-3051,5116,-79,1,-3603,2809,-197,-641,0,-2194,0,49,-6095,-32886
1978:Q4,23860,-9488,36668,16726,-1003,-30216,2701,-24760,5650,-83,-85,-3864,-2829,-161,575,0,-2021,0,871,-6211,11173
1979:Q1,34699,-11567,40089,-5401,-4203,14862,-2679,17477,3942,-43,173,821,4564,126,-499,0,-1913,0,-211,-6894,919
1979:Q2,-3549,-25604,19548,-6335,-9645,-24499,53,-14487,-6453,-44,103,5305,-142,-43,-1251,0,-1260,0,666,-6945,42986
1979:Q3,29913,-4139,41473,11894,-4015,-20279,-69,-17908,4927,-48,-78,153,2875,-541,-779,0,-694,0,-957,-7159,4979
1979:Q4,18483,-54779,60837,376,-7132,-24523,2821,-13832,6142,-48,-303,-689,-4364,-1037,1514,0,-5784,0,-1247,-7695,43704
1980:Q1,65372,-14823,110268,-11787,-4812,-22784,-1655,-11479,42,-53,117,4095,-339,-711,-1184,0,1953,0,-4293,-9276,9310
1980:Q2,-23298,-132176,77677,23942,-10879,-15182,-125,-19153,-17386,-55,189,5420,5766,-1010,296,0,-12103,0,32525,-9546,33320
1980:Q3,-48911,-89575,56245,-1137,-14316,-12991,14,-20117,16258,-54,-292,2084,3660,213,124,0,-6182,0,1195,-9893,12863
1980:Q4,20731,-71429,130615,-29879,5033,-29846,1714,-30015,4555,-48,1,1424,-165,822,57,0,1647,0,509,-10345,16237
1981:Q1,8454,-78858,39598,14289,1781,1750,-1662,-2993,15504,-61,758,-1075,7236,2182,-153,0,-3623,0,-3402,-10961,29893
1981:Q2,-117175,-119178,32167,10930,-21606,-24395,233,-17029,-12112,-61,578,3080,2023,3452,-891,0,-504,0,7948,-11111,4908
1981:Q3,-50617,-149797,84602,14405,-6665,24014,420,-13023,25508,-66,264,-806,8955,4095,277,0,-3692,0,12834,-10752,-17176
1981:Q4,-69205,-185238,12616,7761,15411,-39437,1897,11299,-5190,-62,909,2641,-83,4868,2176,0,-3537,0,-41349,-13008,119681
1982:Q1,75675,-190176,100721,28901,7591,-56328,-828,-54598,-2745,-66,2920,-134,7177,4474,1418,0,-2145,0,2582,-14386,184967
1982:Q2,6822,-131779,86496,3392,-3518,-24378,204,-48488,18329,-65,1059,-2718,11635,5555,1686,0,-1645,0,4301,-14233,76610
1982:Q3,-51552,-210182,45550,24428,-558,47428,-1057,16414,39385,-63,-759,-2477,10889,4514,1524,0,-2794,0,-3571,-14580,41781
1982:Q4,29798,14538,27230,-17480,3953,-63486,1210,-6881,-36936,-67,-302,6511,-14698,2932,3156,0,-32,0,-2543,-15838,65043
1983:Q1,-90096,-165059,55733,38188,-13379,-34418,-1167,8612,-10295,-66,4059,-5116,-7515,1517,440,0,-8736,0,-311,-15842,28839
1983:Q2,-73344,-194497,36313,31612,1636,17494,330,25937,21604,-70,1005,-4318,-7809,500,-311,0,-1674,0,-2785,-14918,34098
1983:Q3,-87324,-233150,99175,-20915,8998,-17244,-505,3859,14445,-67,-2791,-3316,-6353,-560,-917,0,-3313,0,-3028,-14699,75812
1983:Q4,49040,35332,121904,-59623,12042,97213,1991,40121,69841,-71,-1702,7708,-9006,-117,690,0,1158,0,2306,-15707,-157829
1984:Q1,54201,-101695,55221,31961,-8038,-68708,-1996,-16285,-51525,-76,7163,1724,4559,2807,-1007,0,-2271,0,3800,-15600,145460
1984:Q2,-90193,-144769,10582,48386,-10794,-36109,506,-17352,4957,-76,0,-2084,-7782,4149,84,0,1444,0,-4835,-15119,42512
1984:Q3,-87368,-37689,-133365,3811,-28285,65141,544,75081,12763,-77,-3813,-2391,859,5644,-556,0,-3234,0,-2646,-17036,43019
1984:Q4,-189897,-9981,-157187,-56339,-1452,-3544,1418,16895,1862,-80,-1873,-332,478,6330,-107,0,-4058,0,-5476,-18603,38606
1985:Q1,-67110,-251087,97027,27677,-11957,735,-5133,22210,24733,-83,6881,-10982,-22642,6058,-704,0,-3224,0,2274,-18654,70495
1985:Q2,29393,-8670,66960,37028,-34253,-26574,-836,3056,6316,-87,-2035,-62,-14127,3627,-1005,0,-4141,0,852,-18132,-5097
1985:Q3,205172,47884,98676,22203,-18113,7839,-2368,22758,8572,-86,-5046,1640,-12911,3048,2121,0,-3968,0,11819,-17742,46683
1985:Q4,-83727,4135,-5436,-11594,-14564,-43120,1434,26490,-59668,-87,-1388,9189,-5370,1071,7160,0,-4830,0,691,-17813,-13148
1986:Q1,-89855,-172783,-18788,30270,-20949,15915,-4390,57602,9502,-149,7339,-10295,-9809,3112,2785,0,-12165,0,-11282,-16334,76480
1986:Q2,-194314,-228443,-25308,91328,15473,-34738,-3940,29011,-40891,-115,-4847,-7848,-15170,2746,1168,0,-15641,0,29556,-8768,-12626
1986:Q3,-155368,-121058,3975,-2524,-39950,-61088,-1902,9571,12107,-114,-5952,-7571,-20888,7137,-848,0,-2127,0,-26327,-24176,65278
1986:Q4,-334188,-271695,54406,-13693,-58430,-48343,215,-63281,20682,-115,-987,12351,4220,10880,1002,0,5622,0,-16472,-22462,3567
1987:Q1,-104864,-66494,-32841,628,-18341,-23853,-4560,31194,-24319,-3,7271,-9432,2840,9193,-197,0,-13537,0,832,-23137,36038
1987:Q2,-285706,-229793,66851,4556,-12567,-152018,-1492,-116164,1154,17,-5998,-3091,-11971,10307,-847,0,-522,0,-4032,-19381,37266
1987:Q3,-249148,-279418,65139,-3171,-15544,10051,-612,27323,33608,12,-4680,-4750,-3814,9325,1104,0,-9962,0,-9146,-28359,-26205
1987:Q4,20759,-59002,52183,7445,-19541,-5078,-687,-25686,13644,-1,554,4368,-20060,5557,77,0,-1096,0,23858,-5607,44752
1988:Q1,-26353,-216827,86315,66681,17498,29985,-1428,50182,-4206,-77,6263,-14129,2095,1629,-2497,0,-4050,0,1229,-5029,-10005
1988:Q2,-188057,-219587,51726,46983,10956,-15174,2199,45980,6664,-83,-4737,-15913,4275,-2203,-473,0,-12276,0,-5224,-33385,-62961
1988:Q3,-174867,-171704,8353,1871,1212,-107135,-962,-6038,-12440,-94,-6007,-16767,-19323,-3634,1536,0,-21221,0,5879,-28065,92535
1988:Q4,-202417,-132857,-13064,46923,5777,-10916,2282,-25711,57127,-105,1234,-446,5225,-2957,-12,0,-10406,0,-13918,-23232,-98280
1989:Q1,165561,97653,-34777,76019,-22713,-57359,-1934,2650,-17017,529,3918,-11311,-681,-3227,-2585,0,-3665,0,-1899,-22138,106738
1989:Q2,-92401,-101816,80968,13058,-52283,-54479,-2896,18882,-3869,-119,-5649,-9997,4245,-2392,-679,0,-16627,0,-7709,-27668,22151
1989:Q3,26423,-11859,114764,57654,-23007,-161719,-4275,-6417,-75071,-124,-6116,-15931,-7815,-1295,4040,0,-36544,0,-8631,-3541,50590
1989:Q4,150124,-94240,161166,57961,-10094,-4166,3894,-33336,47532,-129,5494,12578,913,-1436,-1422,0,4224,0,-23785,-18693,39497
1990:Q1,-166323,-124373,28524,40444,-41014,-44484,-1429,10034,-32603,-77,7345,-11293,-13257,149,839,0,7195,0,2016,-13403,-25421
1990:Q2,-105603,-281669,63270,33954,-24015,48813,-4246,51500,-2647,-67,-4506,-4345,18085,471,-1443,0,13869,0,3378,-21237,54045
1990:Q3,-359564,-250684,23487,-39592,-10429,-82730,-3395,32109,-9192,-59,-7203,-9927,-41384,-2338,-1441,0,-6688,0,-10850,-22362,385
1990:Q4,-58813,-236709,156269,26319,-3881,-49204,908,-10630,-14380,-437,3275,-23173,-6561,-4398,-3202,0,19488,0,-5541,-4554,48392
1991:Q1,138808,-60044,120179,15570,-37706,3433,7005,133848,-41356,125,9547,-3414,-74583,819,-3562,0,-15799,0,-4107,-5089,97376
1991:Q2,-274036,-97966,-4034,29390,-7686,-9813,-6294,70171,-94463,154,-3355,-24946,-6582,-2577,-205,0,66699,0,-476,-7938,-183928
1991:Q3,73233,-129762,68628,98827,-3983,-659,-7673,-5982,60440,147,-5773,-15956,-14280,-4050,-2635,0,-3077,0,1786,-3606,40183
1991:Q4,246579,-152516,212691,50996,49285,75644,5391,-152,-33739,-4,805,9464,74682,-4143,-718,0,19053,0,5764,-758,10480
1992:Q1,413147,-200331,580330,120481,-56416,89128,-584,54750,46804,-137,16753,-4139,-21436,-2086,-1140,0,-6168,0,21207,-14694,-120046
1992:Q2,44883,-37187,63085,33299,-25243,7726,-4842,13333,6819,-139,-3528,5813,-7490,-1553,-4122,0,31916,-20,2888,-31352,3203
1992:Q3,-224626,-338221,150826,10232,-18927,-19150,7185,26526,-34243,-145,-4704,-33066,-8341,-2660,-1685,0,20472,8,25035,-13535,-9385
1992:Q4,128312,-2072,123581,27755,-15955,58707,1894,-4339,959,-155,-3330,2980,44553,-4848,-3292,0,24123,36,16266,-16139,-63704
1993:Q1,21757,109328,-42057,-6663,9381,-36006,-1340,8102,-20388,-470,16957,-15517,-31341,-6682,-3334,0,14038,-16,33166,-29181,-12226
1993:Q2,-36095,-89047,-4390,13218,24829,-69330,974,22088,-17724,-477,-2717,-12785,-38515,-5067,-2783,0,-10914,0,28455,-29865,88624
1993:Q3,-422847,-337996,-20855,-21669,27032,-22030,-2752,-7742,21292,-394,-5496,-26129,-3532,-3217,-5126,0,26668,4,15424,-31030,-47329
