date,FU476000105.Q,FU475013005.Q,FU474090005.Q,FU473013005.Q,FU472050053.Q,FU474022005.Q,FU473069153.Q,FU473061105.Q,FU473061705.Q,FU473062005.Q,FU473063005.Q,FU474023000.Q,FU473068005.Q,FU473065100.Q,FU473066000.Q,FU473092403.Q,FU473064205.Q,FU473093005.Q,FU474190005.Q,FU474110005.Q,FU473127003.Q,FU473130005.Q,FU472150053.Q,FU473169333.Q,FU473193005.Q,FU477005005.Q,FU473139103.Q
1971:Q3,59,15,675,0,0,43,0,1,42,0,0,632,0,11,621,0,0,0,617,137,1,486,0,0,-7,-14,0
1971:Q4,63,15,548,0,0,76,0,-3,79,0,0,472,0,12,460,0,0,0,495,-278,2,770,0,0,1,-5,0
1972:Q1,68,15,281,0,0,107,0,-10,117,0,0,174,0,34,140,0,0,0,226,-752,2,973,0,0,3,-2,0
1972:Q2,72,15,1283,0,0,137,0,-21,158,0,0,1146,0,46,1100,0,0,0,1223,334,2,885,0,0,2,-3,0
1972:Q3,75,15,654,0,0,146,0,-16,162,0,0,508,0,45,463,0,0,0,582,113,1,475,0,0,-7,-13,0
1972:Q4,79,16,650,0,0,131,0,1,130,0,0,519,0,28,491,0,0,0,585,-348,2,928,0,0,3,-2,0
1973:Q1,80,21,622,0,0,121,0,123,-2,0,0,501,0,155,346,0,0,0,592,-589,3,1140,0,0,38,29,0
1973:Q2,85,22,1312,0,0,124,0,49,75,0,0,1188,0,109,1079,0,0,0,1280,51,3,1186,0,0,40,31,0
1973:Q3,87,23,1072,0,0,120,0,50,70,0,0,952,0,105,847,0,0,0,1016,962,0,35,0,0,19,9,0
1973:Q4,92,23,581,0,0,112,0,37,75,0,0,469,0,72,397,0,0,0,534,-16,1,518,0,0,31,22,0
1974:Q1,96,28,21,0,0,92,0,21,71,0,0,-71,0,35,-106,0,0,0,43,-1117,2,1055,0,0,103,90,0
1974:Q2,101,29,978,0,0,61,0,4,57,0,0,917,0,-5,922,0,0,0,1001,-199,3,1089,0,0,108,95,0
1974:Q3,100,29,1262,0,0,81,0,9,72,0,0,1181,0,-1,1182,0,0,0,1264,1142,0,35,0,0,87,73,0
1974:Q4,96,30,461,0,0,154,0,37,117,0,0,307,0,43,264,0,0,0,478,-441,2,820,0,0,97,83,0
1975:Q1,84,33,384,0,0,228,0,64,164,0,0,156,0,92,64,0,0,0,339,-1470,4,1783,0,0,22,6,0
1975:Q2,78,33,1365,0,0,307,0,92,215,0,0,1058,0,139,919,0,0,0,1317,-490,4,1790,0,0,13,-3,0
1975:Q3,80,34,2270,0,0,318,0,96,222,0,0,1952,0,143,1809,0,0,0,2198,1530,2,677,0,0,-11,-25,0
1975:Q4,86,35,1347,0,0,262,0,77,185,0,0,1085,0,106,979,0,0,0,1283,45,2,1233,0,0,3,-12,0
1976:Q1,110,38,1026,0,0,199,0,55,144,0,0,827,0,126,701,0,0,0,967,-1013,57,1894,0,0,29,13,0
1976:Q2,123,39,2240,0,0,161,0,43,118,0,0,2079,0,132,1947,0,0,0,2174,412,47,1682,0,0,33,17,0
1976:Q3,135,41,2138,0,0,140,0,35,105,0,0,1998,0,130,1868,0,0,0,2050,1257,51,720,0,0,22,6,0
1976:Q4,143,42,1244,0,0,138,0,33,105,0,0,1106,0,119,987,0,0,0,1168,-414,52,1489,0,0,41,24,0
1977:Q1,143,45,1107,0,0,136,0,35,101,0,0,971,0,90,881,0,0,0,1176,-1356,79,2270,0,0,183,167,0
1977:Q2,147,47,2499,0,0,131,0,41,90,0,0,2368,0,66,2302,0,0,0,2563,322,96,1964,0,0,181,164,0
1977:Q3,151,49,2199,0,0,113,0,24,89,0,0,2086,0,65,2021,0,0,0,2250,587,95,1395,0,0,173,154,0
1977:Q4,160,51,1389,0,0,78,0,-19,97,0,0,1311,0,79,1232,0,0,0,1447,-531,85,1707,0,0,186,167,0
1978:Q1,173,62,1413,0,0,-53,0,-170,117,0,0,1234,0,115,1119,0,0,232,1356,-1546,109,2713,0,0,80,55,24
1978:Q2,180,68,3608,0,0,-292,0,-231,-61,0,0,3349,0,137,3212,0,0,551,3534,1323,155,1985,0,0,71,39,36
1978:Q3,177,71,1839,0,0,-199,0,-128,-71,0,0,1581,0,-350,1931,0,0,457,1733,962,78,658,0,0,35,0,32
1978:Q4,167,74,1383,0,0,-287,0,-168,-119,0,0,1115,0,-190,1305,0,0,555,1269,600,99,555,0,0,15,-21,36
1979:Q1,152,79,697,0,0,-124,0,45,-169,0,0,470,0,129,341,0,0,351,667,-1385,89,1880,0,0,83,43,36
1979:Q2,136,80,1258,0,0,-130,0,91,-221,0,0,1012,0,-9,1021,0,0,376,1228,-881,169,1875,0,0,65,26,36
1979:Q3,114,84,1598,0,0,-190,0,24,-214,0,0,1333,0,-133,1466,0,0,455,1548,391,104,1027,0,0,26,-20,36
1979:Q4,99,85,-20,0,0,-626,0,-262,-364,0,0,-9,0,603,-612,0,0,615,-110,652,15,-748,0,0,-29,-76,36
1980:Q1,76,97,490,0,158,-559,0,-26,-533,0,0,-290,0,1375,-1665,0,0,1181,469,315,258,-1917,0,0,1813,-43,36
1980:Q2,69,94,-540,0,174,916,0,202,714,0,0,-2500,0,255,-2755,0,0,870,-525,-2540,207,1793,0,0,15,-10,36
1980:Q3,93,97,1477,0,156,603,0,132,471,0,0,300,0,-300,600,0,0,418,1498,-823,395,2805,0,0,-879,17,36
1980:Q4,137,100,1938,0,244,24,0,6,18,0,0,700,0,213,487,0,0,970,1941,538,972,-272,0,0,703,39,91
1981:Q1,195,101,306,0,541,157,0,34,123,0,0,200,0,-140,340,0,0,-592,257,-894,136,1164,0,0,-149,46,22
1981:Q2,276,104,1242,0,532,-71,0,-16,-55,0,0,1300,0,-369,1669,0,0,-519,1180,642,229,771,0,0,-462,110,23
1981:Q3,363,109,1666,0,202,-421,0,-92,-329,0,0,1000,0,-308,1308,0,0,885,1602,1066,63,-363,0,0,836,190,-1
1981:Q4,453,112,-353,0,390,679,0,149,530,0,0,-800,0,-142,-658,0,0,-622,-412,-1253,165,735,0,0,-59,282,37
1982:Q1,536,117,-1068,0,135,513,0,113,400,0,0,-700,0,-561,-139,0,0,-1016,-1265,-3868,284,2716,0,0,-397,222,136
1982:Q2,559,114,2274,0,273,347,0,76,271,0,0,400,0,-43,443,0,0,1254,2059,-326,414,1886,0,0,85,230,69
1982:Q3,531,112,737,0,227,-533,0,-117,-416,0,0,1200,0,17,1183,0,0,-157,493,-1163,336,1364,0,0,-44,175,39
1982:Q4,448,110,836,0,154,864,0,190,674,0,0,200,0,-413,613,0,0,-382,600,-2264,804,2396,0,0,-336,103,-82
1983:Q1,324,110,-124,0,-303,132,0,267,-135,0,0,100,0,79,21,0,0,-53,-181,-5624,706,4494,0,0,243,158,-68
1983:Q2,228,112,5237,0,426,3464,0,1370,2094,0,0,2600,0,770,1830,0,0,-1253,5164,237,765,4035,0,0,127,43,-18
1983:Q3,203,117,6384,0,504,1312,0,300,1012,0,0,3300,0,516,2784,0,0,1268,6259,3784,437,1963,0,0,75,-39,49
1983:Q4,239,125,2057,0,457,-1763,0,-529,-1234,0,0,3000,0,330,2670,0,0,363,1924,-443,369,2131,0,0,-133,-20,16
1984:Q1,325,125,5062,0,1279,577,119,340,118,0,0,3500,0,1157,2343,0,0,-294,5181,-1168,243,6057,0,0,49,319,49
1984:Q2,392,132,5012,0,-474,997,62,519,416,0,0,4400,0,860,3540,0,0,89,4773,-688,541,4659,0,0,261,21,-116
1984:Q3,428,136,2875,0,-655,230,-28,292,-34,0,0,3600,0,622,2978,0,0,-300,2594,1375,497,803,0,0,-81,11,84
1984:Q4,428,140,2273,0,194,-1388,-91,-394,-903,0,0,3400,0,514,2886,0,0,67,2003,1273,214,-114,0,0,630,19,104
1985:Q1,383,149,5008,0,1403,1580,91,1214,275,0,0,1300,0,254,1046,0,0,725,4730,-2092,640,6260,0,0,-78,-45,80
1985:Q2,345,152,5832,0,1597,1082,-27,717,392,0,0,3100,0,1033,2067,0,0,53,5540,-1568,1047,6553,0,0,-492,-99,73
1985:Q3,350,150,5433,0,313,947,66,308,573,0,0,3100,0,1220,1880,0,0,1073,5126,-367,609,4991,0,0,-107,-107,67
1985:Q4,354,153,2255,0,429,79,-16,203,-108,0,0,2200,0,1045,1155,0,0,-453,1907,-1645,850,1950,0,0,752,-147,124
1986:Q1,322,160,4537,0,2554,555,-25,183,397,0,0,600,0,2536,-1936,0,0,828,4209,-3263,-241,7841,0,0,-128,-166,65
1986:Q2,263,159,6098,0,1134,1143,-3,862,284,0,0,2800,0,1506,1294,0,0,1021,5772,-2502,-181,8781,0,0,-326,-222,26
1986:Q3,85,158,5327,0,-544,1230,-48,559,719,0,0,4300,0,2127,2173,0,0,341,5028,-1773,381,5619,0,0,801,-372,167
1986:Q4,91,160,5187,0,-633,1237,644,202,391,0,0,3600,0,2070,1530,0,0,983,4905,-213,436,4564,0,0,118,-352,404
1987:Q1,230,170,6821,0,3135,1539,-587,1249,877,0,0,300,0,2721,-2421,0,0,1847,6500,-2379,464,8236,0,0,179,-261,-236
1987:Q2,287,174,4083,0,-2154,1741,41,806,894,0,0,4600,0,2882,1718,0,0,-104,3793,-1917,694,5106,0,0,-90,-177,405
1987:Q3,298,179,4082,0,-1881,-133,6,956,-1095,0,0,6100,0,2695,3405,0,0,-4,3772,3582,206,-906,0,0,890,-191,-242
1987:Q4,295,179,313,0,-733,-185,255,216,-656,0,0,3500,0,2249,1251,0,-48,-2221,112,313,321,-821,0,0,299,-85,335
1988:Q1,311,208,3051,0,-647,-50,11,1272,-1333,0,0,1700,0,1648,52,0,-118,2166,2727,-3049,79,5721,0,0,-24,-221,-116
1988:Q2,317,214,6365,0,1962,756,129,1029,-402,0,0,4600,0,2543,2057,0,-79,-874,6074,1565,61,4639,0,0,-191,-188,795
1988:Q3,327,216,6048,0,-1666,702,125,387,190,0,0,5700,0,2314,3386,0,-123,1435,5739,3248,419,781,0,0,1291,-199,-569
1988:Q4,333,221,2193,0,486,594,144,566,-116,0,0,3500,0,1683,1817,0,-144,-2243,1878,1493,206,494,0,0,-315,-204,262
1989:Q1,356,238,3374,0,973,-220,402,-446,-176,0,0,1100,0,2693,-1593,0,-89,1610,2020,-26,314,2786,0,0,-1054,-1237,105
1989:Q2,362,243,1443,0,-378,-582,206,-667,-121,0,0,3700,0,2159,1541,0,-143,-1154,1226,1643,321,-721,0,0,-17,-98,-97
1989:Q3,383,250,4567,0,957,-1204,-430,-505,-269,0,0,4100,0,1440,2660,0,-43,757,4184,867,349,2551,0,0,417,-250,1538
1989:Q4,412,247,2320,0,1573,-945,79,-707,-317,0,0,1200,0,494,706,0,-21,513,3151,-380,342,2658,0,0,531,996,1536
1990:Q1,374,169,6601,0,4311,2507,73,-872,3306,0,0,-1200,-229,649,-1620,0,128,855,6070,-1299,763,6837,0,0,-231,-326,-1236
1990:Q2,393,166,3980,0,-798,1235,228,-954,1836,0,125,1600,-230,1504,326,0,40,1903,3932,-620,770,3430,0,0,352,179,-1129
1990:Q3,444,169,3173,0,-1370,896,154,-952,1569,0,125,3100,-234,2066,1268,1,121,425,2596,1273,-15,1115,0,0,223,-302,129
1990:Q4,507,167,1417,0,-41,1141,720,-791,1087,0,125,1300,-233,1564,-31,1,-30,-954,1254,217,-9,909,0,0,137,177,115
1991:Q1,513,162,3587,0,1955,2700,198,645,1757,0,100,-3400,-264,-14,-3122,1,183,2148,3175,-3413,1129,5471,0,0,-12,-62,185
1991:Q2,499,161,5444,0,-2377,2513,482,384,1513,0,134,1500,-268,1723,45,1,284,3523,5330,-1156,1112,5188,0,0,186,225,220
1991:Q3,654,159,4824,0,-2228,2234,-74,552,1623,0,133,2600,-270,2168,702,2,252,1964,4288,224,-12,3112,0,0,964,-41,180
1991:Q4,915,158,3543,0,1249,3539,-310,3948,-177,0,78,1100,-270,290,1080,2,377,-2724,2970,-1257,-3,4503,0,0,-273,184,232
1992:Q1,1055,211,7981,0,623,5187,-6,2325,2770,0,98,-2600,-476,-1295,-829,2,576,4193,7604,-2919,1053,9947,0,0,-477,468,368
1992:Q2,1271,219,5722,0,-898,4732,593,2031,1972,0,136,1500,-477,3143,-1166,2,524,-138,4804,1022,1044,2256,0,0,482,134,363
1992:Q3,1413,223,5097,0,-1317,3781,80,1419,2166,0,116,1500,-481,-418,2399,3,230,900,4115,1097,1156,1244,0,11,607,208,437
1992:Q4,1463,230,4627,0,1944,1588,-301,88,1788,0,13,2000,-482,1494,988,5,30,-940,3882,-673,1265,3635,0,35,-380,488,403
1993:Q1,1495,183,6411,0,-1320,4700,190,1275,3195,0,40,500,53,717,-270,5,168,2358,5406,111,-115,5115,0,-1,296,308,97
1993:Q2,1462,188,5559,0,-1036,1775,-344,1316,971,0,-168,4500,54,483,3963,25,214,81,4607,859,-77,3477,0,79,269,322,127
1993:Q3,1427,190,3645,0,-2093,1013,-417,-511,1855,0,86,3800,55,239,3506,4,-297,1218,2597,645,927,673,0,84,268,189,473
1993:Q4,1400,198,3091,0,-635,2076,-167,532,979,0,732,3300,54,505,2741,5,-291,-1364,2379,-209,959,1641,0,26,-38,490,429
1994:Q1,1458,213,11561,0,4704,4256,-501,1102,3702,0,-47,1500,221,1330,-51,7,-463,1557,10873,2561,291,8009,0,24,-12,558,71
1994:Q2,1460,216,6172,0,-2519,1395,431,557,790,0,-383,7800,224,976,6600,9,-304,-209,5541,2372,781,1919,0,41,428,613,182
