date,FU476000105.Q,FU475013005.Q,FU474090005.Q,FU473013005.Q,FU472050053.Q,FU474022005.Q,FU473069153.Q,FU473061105.Q,FU473061705.Q,FU473062005.Q,FU473063005.Q,FU474023000.Q,FU473068005.Q,FU473065100.Q,FU473066000.Q,FU473092403.Q,FU473064205.Q,FU473093005.Q,FU474190005.Q,FU474110005.Q,FU473127003.Q,FU473130005.Q,FU472150053.Q,FU473169333.Q,FU473193005.Q,FU477005005.Q,FU473139103.Q
1994:Q3,1385,220,606,0,-1322,-552,-59,-1714,483,0,738,7800,226,1414,6160,14,-468,-4866,-263,106,369,-1469,0,117,614,297,68
1994:Q4,1273,230,2898,0,-3125,-1145,44,-432,-773,0,16,7000,226,1523,5251,15,-331,484,2701,3898,595,-2595,0,41,762,846,65
1995:Q1,1411,230,4917,0,2994,-1356,-481,-885,-97,0,107,2700,97,1566,1037,-2,-27,608,4014,-283,605,5195,0,-78,-1425,278,5685
1995:Q2,1351,233,5891,0,-668,1482,-369,-968,1621,0,1198,5400,99,239,5062,19,4,-346,4836,-9,760,4240,0,-33,-122,64,6318
1995:Q3,1398,234,2184,0,-636,-1427,-593,-326,-275,0,-233,4900,99,1316,3485,15,-130,-538,1439,-816,340,1860,0,23,32,419,-6168
1995:Q4,1479,238,3212,0,-1525,839,-139,-1576,1600,0,954,3700,99,840,2761,25,-32,205,2251,-188,390,2010,0,5,34,280,-4175
1996:Q1,1792,302,10725,0,3996,2901,-219,997,1949,0,174,1101,148,1381,-428,-8,-68,2803,9986,-2575,110,12290,0,-22,183,751,525
1996:Q2,1969,309,5561,0,-3225,1955,-83,-245,1953,0,330,7900,90,3266,4544,8,-29,-1048,4948,1561,1601,1499,0,-56,343,1047,440
1996:Q3,1955,319,-483,0,-4627,-884,-78,-817,-1025,0,1036,6623,83,1660,4880,11,-218,-1388,-1133,1117,-62,-2438,0,74,176,986,342
1996:Q4,1745,327,4817,0,-1087,-182,114,-827,-9,0,540,6049,82,2754,3213,5,-293,325,3766,517,-63,3363,0,72,-123,367,1141
1997:Q1,1353,381,9408,0,11517,3288,-31,818,1860,0,641,1251,3,1447,-199,7,170,-6825,2691,-2484,1723,9177,461,-43,-6143,-5745,973
1997:Q2,1039,388,7456,0,-4509,2173,127,76,1885,0,85,6868,103,3074,3691,11,-284,3197,6759,1171,1122,3878,288,49,251,-46,373
1997:Q3,885,407,2312,0,-1490,-2097,-190,-2166,-29,0,288,6245,70,3799,2376,205,-176,-375,1900,2463,1423,-1523,-363,42,-142,67,31
1997:Q4,907,407,2065,0,-548,-2954,127,-102,-1788,0,-1191,4001,62,1593,2346,-180,-89,1835,1597,-2535,-144,4644,-268,84,-184,32,1572
1998:Q1,1227,466,14693,0,7885,2495,598,-681,1855,0,723,-12,19,1598,-1629,2,160,4163,11568,-1848,4000,9000,-84,122,378,-2364,78
1998:Q2,1236,480,4047,0,-1221,2598,-312,-553,1009,0,2454,5804,56,4081,1667,31,351,-3516,3882,-1247,-1862,7062,-671,61,539,591,1969
1998:Q3,1248,485,3265,0,-3746,666,187,-1164,-426,0,2069,4544,64,2541,1939,41,269,1491,1900,-126,-1050,3250,-274,262,-162,-602,581
1998:Q4,1263,499,11561,0,497,2535,511,-498,1931,0,591,3509,294,2148,1067,15,100,4905,8745,-4367,5349,7851,12,108,-208,-2052,1476
1999:Q1,1290,502,12172,0,2688,4976,-235,-989,5774,0,426,2195,14,1770,411,91,42,2180,8613,-2636,-137,10737,449,382,-182,-2771,1054
1999:Q2,1328,514,6285,0,-1458,3730,397,379,1664,0,1290,7405,121,4924,2360,52,-117,-3327,7108,-247,158,6542,355,339,-39,1637,1049
1999:Q3,1385,526,20,0,-3371,-3039,-627,-1715,-921,0,224,9500,124,4642,4734,34,254,-3358,1080,580,-158,258,-400,694,106,1919,1051
1999:Q4,1463,527,-8065,0,3395,-7083,-520,-1138,-3244,0,-2181,7555,114,2431,5010,48,-2037,-9943,-5384,-8054,2465,-2165,570,824,976,3616,-55
2000:Q1,1573,524,20485,449,888,5615,377,-256,2057,0,3437,4378,328,2746,1304,31,89,9035,9882,-1745,5935,8065,-973,-734,-666,-9554,-495
2000:Q2,1629,543,442,33,-6807,-175,-465,-526,541,0,275,11789,182,4802,6805,25,-856,-3567,6900,4667,-865,665,1433,227,773,7544,1431
2000:Q3,1644,551,9697,-30,3894,-6102,-13,-270,-3278,0,-2541,8913,152,3475,5286,20,-85,3087,3955,213,465,2535,-858,277,1323,-4649,-511
2000:Q4,1618,553,2269,11,-4805,-239,72,-342,-282,0,313,5279,359,1802,3118,37,153,1833,1632,-1883,352,5248,-485,257,-1857,427,3109
2001:Q1,1574,600,32279,-25,11975,9356,29,-207,5314,0,4220,153,22,1804,-1673,57,-14,10777,13153,-11711,3948,22552,664,-152,-2148,-18152,491
2001:Q2,1567,588,7378,14,-2216,-378,383,-1417,-2800,0,3456,8456,457,4404,3595,32,1392,78,7886,-5249,-993,11693,-365,212,2588,1487,3722
2001:Q3,1604,581,27028,77,-614,9692,-206,-158,6727,0,3329,8580,162,7436,982,90,-15,9218,24391,10217,1365,13635,-626,379,-579,-1615,2712
2001:Q4,1694,558,395,10,-5168,10458,846,1070,5773,1,2768,4351,43,2076,2232,45,2647,-11948,1279,-8590,-838,9738,1569,1100,-1700,2020,2096
2002:Q1,1855,598,33740,74,5982,11686,2,215,9000,0,2469,2882,84,4651,-1853,96,-2426,15446,25067,-107,-1381,25881,-1326,598,1402,-7416,870
2002:Q2,1953,590,-327,-19,-2419,1599,21,37,-425,0,1966,9560,815,4844,3901,105,607,-9760,2388,-6270,7047,1453,58,500,-400,4078,3170
2002:Q3,2015,587,6423,225,-3627,2929,-127,-934,1093,-1,2898,8019,187,3566,4266,39,202,-1364,5315,-2765,-681,6981,180,785,815,321,2241
2002:Q4,2036,574,11801,-175,-1529,8760,1083,943,6262,0,472,3889,784,3245,-140,51,17,788,14639,4162,745,9455,77,91,109,4299,2398
2003:Q1,2034,636,24563,-32,4029,18221,-861,44,10716,0,8322,1127,13,2845,-1731,73,926,219,8894,-19094,5336,21364,-12,693,607,-14271,4152
2003:Q2,2025,652,11252,107,-4333,6630,1184,1177,903,0,3366,10692,923,4865,4904,86,-917,-1013,14155,1664,862,10338,391,398,502,4276,3114
2003:Q3,2028,668,3496,19,220,-3654,-1340,736,1442,0,-4492,12875,331,8035,4509,71,-434,-5601,11983,5803,-1598,6198,780,831,-31,9847,2077
2003:Q4,2045,678,6371,136,-1278,121,-464,-484,1259,0,-190,8640,986,5203,2451,15,-558,-705,10890,5833,1426,1374,1357,245,655,5885,1446
2004:Q1,2120,763,13915,126,1960,3890,99,53,821,0,2917,4580,85,3286,1209,133,-35,3261,4434,-9659,3723,12977,-2507,-668,568,-8124,1058
2004:Q2,2146,786,12795,-35,-2953,1265,-588,930,2857,25,-1959,15082,353,10131,4598,57,-302,-319,18462,9674,-435,6035,588,1219,1381,7027,1835
2004:Q3,2165,815,928,-94,1129,-9291,235,-1323,-3283,-5,-4915,13009,2913,7309,2787,21,-397,-3449,4895,2486,728,572,1009,231,-131,5317,1892
2004:Q4,2180,838,11882,-24,604,4072,178,352,-2015,10,5547,7432,1510,5009,913,36,-650,412,7689,-523,3605,2295,712,1519,81,-2851,1608
2005:Q1,2209,774,19106,66,1724,4694,-129,-611,2373,0,3061,5627,160,4724,743,-4,-290,7289,11351,-2831,3349,13451,-2418,384,-584,-6320,1591
2005:Q2,2227,794,6865,-139,-2430,-2485,-40,70,-1024,0,-1491,15957,2377,8385,5195,38,-337,-3739,12462,6978,-643,243,1784,786,3314,7030,1551
2005:Q3,2254,814,5471,-13,3907,-12947,-75,-491,-4038,0,-8343,16703,602,7936,8165,83,-468,-1794,10960,1478,3047,2053,2182,75,2125,6929,-1837
2005:Q4,2296,830,5004,-16,-1355,770,335,-216,-4863,0,5514,7239,1737,6401,-899,-3,-121,-1510,239,850,1206,-1106,-511,2037,-2237,-3299,1232
2006:Q1,2375,963,21327,-10,3418,9968,278,264,1833,0,7593,3862,89,5018,-1245,40,-21,4070,6956,-7577,1928,16772,-2067,-59,-2041,-12959,1149
2006:Q2,2403,989,4646,83,-1656,-2743,-432,-280,-470,0,-1561,14895,2128,9676,3091,-19,-203,-5711,10654,8108,-270,-1730,2946,1711,-111,7422,-1480
2006:Q3,2407,1012,4138,-168,-1829,-8689,520,75,-7773,0,-1511,12522,526,7961,4035,61,-63,2304,6359,1204,-7857,8757,955,488,2812,3616,1746
2006:Q4,2385,1031,9257,-32,-1654,785,-247,-470,-6582,0,8084,5646,290,3759,1597,75,-84,4521,1511,-3169,-2261,9161,-920,2089,-3389,-6392,1085
2007:Q1,2287,880,23775,-50,6326,9740,604,-454,-274,0,9864,564,1622,2830,-3888,-187,53,7329,4300,-14502,3535,21165,-4498,-2636,1236,-18068,3045
2007:Q2,2246,904,11572,42,-3671,3271,198,263,492,-14,2332,11512,2197,8645,670,143,-415,690,13503,6704,-1999,7099,1199,2648,-2148,3273,1628
2007:Q3,2151,925,11050,2,319,-938,-654,1287,-2527,5,951,12772,544,8156,4072,460,124,-1689,12981,10122,-3612,312,1459,9476,-4776,3157,1133
2007:Q4,2006,943,-1522,-121,-4878,-3461,-700,1870,-2484,-1,-2146,8217,440,8126,-349,159,118,-1556,7859,-1234,3176,2024,-107,3927,73,10444,-961
2008:Q1,1821,965,13328,244,1362,3021,2532,-789,5074,-20,-3776,2213,979,7657,-6423,-155,431,6212,8093,-23633,5077,27723,-1274,-3800,4000,-4379,4624
2008:Q2,1683,973,16617,-57,-2171,6054,-2213,808,7676,0,-217,14511,2733,10842,936,293,-46,-1967,20276,9210,-1775,10475,-134,6900,-4400,4369,1140
2008:Q3,1588,972,606,510,-3089,-4567,-745,-310,1778,0,-5290,14296,850,8436,5010,202,-86,-6660,9686,11830,-2489,-7611,1156,8100,-1300,9696,-5777
2008:Q4,1531,932,2778,2828,-29,-6895,0,-1054,809,0,-6650,5624,225,5293,106,-82,468,864,6960,-4670,796,12904,-1970,-2900,2800,4781,491
2009:Q1,1528,858,16433,19718,-123,-9995,0,-388,9772,0,-19379,508,463,1396,-1351,-335,1404,5256,45105,-3950,5472,38360,-519,-10300,16042,29342,7902
2009:Q2,1570,819,10776,-1183,-26,11609,0,4164,8026,0,-581,5168,3303,2123,-258,88,-1872,-3008,11759,2458,-306,11224,19,-1800,164,1735,2514
2009:Q3,1647,805,1584,-6191,24,5583,0,652,4757,0,174,3997,-3486,1871,5612,-2,-509,-1318,-3987,-6142,-1231,3903,-157,-200,-160,-4729,4317
2009:Q4,1764,805,20745,15136,36,7734,0,1057,6019,0,658,-2108,1006,-37,-3077,-137,-93,177,17727,6356,7688,6932,-66,-1800,-1383,-2059,-57751
2010:Q1,1928,658,9470,2136,-50,14740,0,1549,14173,214,-1196,-7860,1861,-593,-9128,-7,178,333,377,-11531,1583,19424,0,-1100,-7999,-7823,823
2010:Q2,2080,675,4555,-6684,29,10953,0,1738,10186,-214,-757,1778,2588,1367,-2177,0,-90,-1431,2162,-2589,-280,4832,0,-400,599,-989,199
2010:Q3,2209,694,2423,11291,-72,-12576,0,-6187,2450,0,-8839,1793,2121,591,-919,45,-183,2125,7922,5128,244,1930,0,200,420,7014,1094
2010:Q4,2318,708,32909,3241,-104,-8330,0,8250,9503,0,-26083,-1952,-3040,-479,1567,-238,-161,40453,53348,47132,3948,2654,0,905,-1291,22049,641
2011:Q1,2392,650,35376,13853,-2,19345,0,1539,15200,2825,-219,-6888,1359,85,-8332,13,70,8985,30769,7143,6250,19262,0,-2412,526,-2865,1123
2011:Q2,2488,672,15664,-2593,18845,4687,0,194,4181,483,-171,4830,890,1225,2715,-174,161,-10092,-8614,-8814,-1600,2111,0,-878,567,-22462,39
2011:Q3,2610,707,-8471,-1423,-7936,3865,0,651,2510,964,-260,4431,3,1377,3051,22,206,-7636,-4269,-11469,5003,1997,0,931,-731,6105,1159
2011:Q4,2757,729,11126,1240,4984,3061,0,-4976,8757,-1052,332,5273,4308,1839,-874,817,-70,-4179,1254,-8646,1037,7463,0,408,992,-7844,1082
2012:Q1,2959,767,47879,14663,4966,19598,0,3231,14384,1441,542,142,-1235,1361,16,-33,72,8471,38882,82,10986,28314,0,-1270,770,-6805,1791
2012:Q2,3073,789,-13916,-11555,-7919,611,0,-712,2114,-851,60,11066,341,2598,8127,120,25,-6264,-5877,-9377,-1413,4213,0,836,-136,10324,602
2012:Q3,3125,787,-5495,-7956,-4360,-2938,0,929,-3185,-115,-567,10346,2170,2682,5494,-31,11,-567,-2388,-5288,-774,1674,0,660,1340,5445,1590
2012:Q4,3110,800,11942,6090,1077,-2001,0,-1392,-1022,363,50,7549,-1131,1708,6972,0,97,-870,8007,707,1942,6358,0,694,-1694,-1624,2193
2013:Q1,3091,816,27871,14193,-9268,13046,0,89,10546,1156,1255,1573,-631,302,1902,48,146,8133,33462,1062,10658,22042,0,-2857,2557,7866,1671
2013:Q2,3059,812,28810,2709,-219,11838,0,1475,9329,-79,1113,13864,1960,4303,7601,22,-192,788,22118,21218,-2866,2266,0,1236,264,-4444,12
2013:Q3,3067,827,-7871,-10722,-120,-3877,0,-388,-4019,466,64,17042,-71,8380,8733,26,-257,-9963,-8264,-7464,-2348,-1452,0,3116,-116,1848,2029
2013:Q4,3114,848,7654,1083,0,-5777,0,-121,-5139,-827,310,13161,3842,5639,3680,-649,-173,9,3984,484,2413,1887,0,421,-1221,-1404,951
2014:Q1,3237,853,39257,18619,150,1953,0,1106,498,-162,511,7391,-689,4476,3604,13,-2,11133,37825,4325,10165,23335,0,417,-417,953,2149
2014:Q2,3292,877,-2182,-18552,-150,-1638,0,712,-2559,313,-104,22202,1013,6878,14311,219,-115,-4148,-3284,-5284,-2317,-583,0,2551,2349,1313,-1117
2014:Q3,3303,898,5498,-10808,-20,-2471,0,4998,-6754,-75,-640,22191,2992,9404,9795,167,-9,-3552,3732,1132,-1134,-166,0,3185,715,639,1441
2014:Q4,3267,904,13096,7062,0,-12838,0,-5067,-7601,-1235,1065,17400,3564,6094,7742,167,-29,1334,11956,-744,5476,6424,0,2254,-1454,1223,1476
2015:Q1,3154,1326,42455,19176,10,3987,0,1090,1597,153,1147,10558,1204,4684,4670,65,-141,8800,40094,5978,8724,25376,16,-494,494,-533,1883
2015:Q2,3045,1332,7565,-13635,0,569,0,921,-866,362,152,24163,2509,10063,11591,210,141,-3883,3148,-4952,-2694,4994,0,5020,780,-2705,475
2015:Q3,3038,1342,11419,-2113,0,-10708,0,-690,-10015,109,-112,24063,990,10657,12416,124,135,-82,10938,1439,765,4735,-1,4949,-949,1215,2051
2015:Q4,3127,1341,29889,5384,0,6408,0,6703,-535,-62,302,17477,804,7254,9419,22,-250,848,27139,3140,12662,11338,-1,-222,222,-964,2203
2016:Q1,3436,1588,23078,16556,0,-5646,0,-1378,-4977,411,298,4347,-403,-1836,6586,146,9,7666,22689,889,2738,15762,0,-1732,5032,1459,3096
2016:Q2,3583,1601,13522,-12653,0,-1955,0,-5679,3712,-6,18,22652,-4068,13802,12918,-246,22,5702,14903,-4496,-17,21717,-1,1545,-3845,3362,912
2016:Q3,3684,1626,33489,10270,0,-2378,0,88,-2333,46,-179,35944,9626,13691,12627,128,-74,-10401,29033,5146,-1120,23720,-13,1891,-591,-2398,2776
2016:Q4,3744,1650,19080,-13193,0,8406,10,6433,1212,373,378,21852,801,9086,11965,80,-48,1983,13964,-2348,2157,13143,12,312,688,-3022,1822
2017:Q1,3775,1769,53171,24677,12,5851,-10,-403,6131,-14,147,16035,1277,7939,6819,14,46,6536,51000,7800,9996,36204,0,-1495,-1505,-165,3346
2017:Q2,3852,1804,6211,-17075,50,-2166,0,-240,-1598,134,-462,29032,3383,11554,14095,118,-28,-3720,5342,-4158,2205,4995,0,1454,846,1179,831
2017:Q3,3990,1827,12335,-2355,49,-6942,0,-79,-5889,-347,-627,24027,-371,12770,11628,126,117,-2687,10701,1402,-549,4849,-1,3887,1113,529,1443
2017:Q4,4199,1872,15414,-3158,-1,-2405,0,1370,-3772,66,-69,19930,79,9821,10030,387,-17,678,12844,-955,3644,5256,-1,4320,580,-244,2158
2018:Q1,4626,2180,48767,23354,100,3107,149,889,1655,-147,561,14027,-2139,9892,6274,-421,90,8510,44463,7863,12655,32045,0,-8319,219,-1859,2590
2018:Q2,4844,2214,9449,-20173,139,1297,285,575,409,75,-47,31436,4522,12508,14406,206,-112,-3344,6192,-4208,-1841,5941,0,5861,439,-627,350
2018:Q3,4999,2241,9746,-8054,-198,-5767,-195,531,-4913,-449,-741,24122,598,10831,12693,57,-11,-403,7195,196,-3602,4202,-1,5892,508,207,1520
2018:Q4,5086,2261,11292,-1523,2,-7743,-60,251,-8959,402,623,17331,245,8525,8561,43,384,2798,10151,151,14130,-2430,0,-520,-1180,1684,2869
2019:Q1,4898,2484,56258,35439,397,8430,92,2266,5303,-78,847,4518,568,4367,-417,-158,235,7397,53152,5253,-709,54309,-1,-7020,1320,-692,3390
2019:Q2,4932,2537,6288,-12443,151,-1548,158,-430,-1032,-132,-112,21223,3009,11566,6648,47,174,-1316,4549,-4251,-259,7259,0,680,1120,656,1836
2019:Q3,4964,2567,12396,-9715,60,-1573,7,83,-1461,-334,132,22028,4641,10896,6491,-24,-35,1655,10436,-3564,11041,1359,0,2779,-1179,437,3844
2019:Q4,4991,2566,31393,6852,17,5793,273,3172,1101,990,257,20747,1833,14807,4107,98,-89,-2025,27512,1913,8306,19294,-1,-1927,-73,-1457,6024
2020:Q1,5199,2342,63159,32967,-36,5928,451,-1923,3865,894,2641,10022,-1292,14151,-2837,342,438,13498,63820,-4280,18804,38196,0,10602,498,3518,2292
2020:Q2,4972,2186,120904,46002,-32,33544,-474,3744,29738,954,-418,24516,6668,14749,3099,-363,50,17187,114363,5964,34401,82199,0,-12312,4111,-3755,9512
2020:Q3,4474,2267,40397,-2290,47,26733,-387,1565,23929,1194,432,18536,1155,11807,5574,39,71,-2739,34333,-865,8328,30372,-1,-2799,-702,-3857,6306
2020:Q4,3720,2333,63040,28368,-265,22624,41,2938,18365,1329,-49,7325,1152,4942,1231,-72,334,4726,58231,3025,23443,36357,0,-4496,-98,-3423,7692
2021:Q1,2742,2202,125267,56588,-51,72053,-178,7839,60299,895,3198,4110,2968,3303,-2161,-52,1129,-8510,119162,6293,43943,72557,0,-2967,-664,-5565,8965
2021:Q2,2360,2260,7948,-29823,-229,-1898,-87,10,-1158,505,-1168,25109,321,15306,9482,145,492,14152,9989,-4372,7774,5126,-1,-1126,2588,2141,6132
2021:Q3,2606,2277,44035,-2955,43,12226,-75,3912,6654,674,1061,28712,1877,17268,9567,149,518,5342,35687,-969,12175,22025,-5,269,2192,-8019,8362
2021:Q4,3471,2328,49683,1987,-50,19080,270,7695,8815,225,2075,34418,2746,21627,10045,171,-529,-5394,43929,3463,13225,25075,0,1282,884,-4611,10811
2022:Q1,4540,2555,73758,-13567,-20,32390,204,15269,12655,509,3753,42106,14485,12405,15216,28,737,12084,60786,-7234,20938,44162,0,1622,1298,-10987,7488
2022:Q2,7446,2628,20902,-63106,-6,11777,-104,8645,1374,161,1701,83105,17300,28682,37123,786,-743,-10911,13932,-9781,-5107,7707,0,17593,3520,-2152,2517
2022:Q3,7908,2706,34471,-22587,-66,-2109,-292,3689,-5058,-105,-343,71105,10762,28396,31947,534,-1059,-11347,26243,6242,4772,28,0,17638,-2437,-3026,478
2022:Q4,8108,2735,12192,-21086,-68,-12459,1,-1012,-9014,-512,-1922,48707,8464,19855,20388,618,-346,-3174,10811,-845,-5786,-3914,152,19112,2092,3992,-350
2023:Q1,8170,2808,40485,33422,-25,-11560,-49,-3799,-6478,-26,-1208,24007,5316,10519,8172,-96,-432,-4831,46938,6722,12035,27565,-84,-8982,9682,11816,-5452
2023:Q2,8195,2844,11902,-12786,4,-6104,-30,2213,-7586,-168,-533,32405,9218,14196,8991,-130,-193,-1294,7205,1530,-10177,-2023,-25,-2658,20558,655,-4823
2023:Q3,8225,2861,18797,-1749,-2,-6882,0,501,-8315,149,783,28306,5108,15633,7565,299,-394,-781,12855,1051,-8030,6030,4,4287,9513,-579,3002
2023:Q4,8257,2906,12997,12310,-8,-16115,0,-8968,-6441,-405,-301,15611,4321,10138,1152,-193,181,1211,15024,571,-6556,11956,-47,-4051,13151,7378,1793
2024:Q1,8288,2940,51958,53140,26,-6177,15,-1752,-6152,689,1023,-2194,-437,7180,-8937,-59,-32,7254,45236,-90,11052,45048,26,-6531,-4269,-1374,5253
