date,FU893163005.Q,FU103163005.Q,FU793163005.Q,FU763163005.Q,FU673163005.Q,FU613163005.Q,FU643163075.Q,FU663163003.Q,FU733163005.Q,FU503163003.Q,FU263163005.Q,FU893063005.Q,FU153063005.Q,FU123063003.Q,FU313063763.Q,FU213063003.Q,FU763063005.Q,FU763063605.Q,FU763063095.Q,FU753063005.Q,FU743063005.Q,FU473063005.Q,FU473063605.Q,FU473063095.Q,FU513063005.Q,FU513063605.Q,FU513063095.Q,FU543063005.Q,FU543063675.Q,FU543063095.Q,FU573063005.Q,FU343063005.Q,FU223063045.Q,FU633063005.Q,FU653063005.Q,FU553063003.Q,FU563063003.Q,FU403063005.Q,FU403063605.Q,FU403063095.Q,FU613063003.Q,FU643063073.Q,FU663063005.Q,FU733063003.Q,FU503063005.Q,FU263063005.Q,FU263063603.Q,FU263063095.Q
1961:Q4,1606,1374,120,0,0,120,0,0,0,0,112,1606,-186,0,0,0,-142,0,-142,-20,-4,0,0,0,2,0,2,788,0,788,393,0,446,0,232,-16,0,0,0,0,0,0,116,0,0,-3,0,-3
1962:Q1,1197,826,170,0,0,170,0,0,0,0,201,1197,133,0,0,0,38,0,38,55,0,0,0,0,68,0,68,365,0,365,234,0,453,0,-135,43,0,0,0,0,0,0,-174,0,0,117,0,117
1962:Q2,1700,1544,-159,0,0,-159,0,0,0,0,315,1700,-19,0,0,0,-196,0,-196,73,0,0,0,0,110,0,110,705,0,705,393,0,467,0,141,-30,0,0,0,0,0,0,77,0,0,-21,0,-21
1962:Q3,472,577,-199,0,0,-199,0,0,0,0,94,472,-761,0,0,0,-31,0,-31,10,0,0,0,0,108,0,108,535,0,535,138,0,464,0,-55,-21,0,0,0,0,0,0,135,0,0,-50,0,-50
1962:Q4,1988,1085,519,0,0,519,0,0,0,0,384,1988,18,0,0,0,88,0,88,-20,0,0,0,0,62,0,62,862,0,862,454,0,434,0,79,10,0,0,0,0,0,0,22,0,0,-21,0,-21
1963:Q1,1842,936,412,0,0,412,0,0,0,0,494,1842,445,0,0,0,21,0,21,-8,2,0,0,0,14,0,14,747,0,747,343,0,447,0,-5,104,0,0,0,0,0,0,-226,0,0,-42,0,-42
1963:Q2,1605,1116,-18,0,0,-18,0,0,0,0,507,1605,-267,0,0,0,-164,0,-164,-32,4,0,0,0,-33,0,-33,938,0,938,403,0,491,0,-3,83,0,0,0,0,0,0,127,0,0,58,0,58
1963:Q3,776,530,175,35,0,140,0,0,0,0,71,776,-512,0,0,0,-209,0,-209,-66,3,0,0,0,-33,0,-33,488,0,488,420,0,557,0,96,89,0,0,0,0,0,0,-52,0,0,-5,0,-5
1963:Q4,2092,1189,982,198,0,784,0,0,0,0,-79,2092,266,0,0,0,-286,0,-286,-29,1,0,0,0,11,0,11,652,0,652,293,0,618,0,83,62,0,0,0,0,0,0,375,0,0,46,0,46
1964:Q1,1657,677,1091,187,0,904,0,0,0,0,-111,1657,-182,0,0,0,479,0,479,-6,-2,0,0,0,50,0,50,621,0,621,238,0,617,0,-7,117,0,0,0,0,0,0,-299,0,0,31,0,31
1964:Q2,1988,1271,565,113,0,452,0,0,0,0,152,1988,-452,0,0,0,43,0,43,2,-5,0,0,0,77,0,77,720,0,720,591,0,548,0,146,34,0,0,0,0,0,0,250,0,0,34,0,34
1964:Q3,1237,696,585,144,0,441,0,0,0,0,-44,1237,119,0,0,0,-52,0,-52,24,-5,0,0,0,98,0,98,345,0,345,306,0,507,0,74,22,0,0,0,0,0,0,-284,0,0,83,0,83
1964:Q4,2720,1350,900,96,0,804,0,0,0,0,470,2720,662,0,0,0,-151,0,-151,-5,-6,0,0,0,115,0,115,633,0,633,511,0,489,0,148,13,0,0,0,0,0,0,251,0,0,60,0,60
1965:Q1,1514,934,490,120,0,370,0,0,0,0,90,1514,-177,0,0,0,58,0,58,-1,0,0,0,0,138,0,138,505,0,505,420,0,497,0,185,79,0,0,0,0,0,0,-208,0,0,18,0,18
1965:Q2,1735,1599,66,597,0,-531,0,0,0,0,70,1735,-444,0,0,0,15,0,15,1,2,0,0,0,169,0,169,659,0,659,458,0,529,0,72,-13,0,0,0,0,0,0,388,0,0,-101,0,-101
1965:Q3,1639,1693,-196,27,0,-223,0,0,0,0,142,1639,296,0,0,0,-153,0,-153,14,3,0,0,0,177,0,177,719,0,719,362,0,606,0,66,-21,0,0,0,0,0,0,-415,0,0,-15,0,-15
1965:Q4,1629,626,845,73,0,772,0,0,0,0,158,1629,-964,0,0,0,-195,0,-195,8,2,0,0,0,161,0,161,942,0,942,257,0,669,0,82,-17,0,0,0,0,0,0,542,0,0,142,0,142
1966:Q1,3713,2963,391,43,0,348,0,0,0,0,359,3713,728,0,0,0,-13,0,-13,-9,4,0,0,0,146,0,146,1182,0,1182,1037,0,719,0,206,58,0,0,0,0,0,0,-551,0,0,206,0,206
1966:Q2,3019,2567,317,61,0,256,0,0,0,0,135,3019,-2,0,0,0,11,0,11,-11,5,0,0,0,133,0,133,570,0,570,422,0,766,0,64,-24,0,0,0,0,0,0,504,0,0,581,0,581
1966:Q3,2964,2433,424,0,0,424,0,0,0,0,107,2964,1548,0,0,0,145,0,145,23,5,0,0,0,136,0,136,361,0,361,456,0,757,0,-117,-19,0,0,0,0,0,0,-489,0,0,158,0,158
1966:Q4,2853,2251,468,0,0,468,0,0,0,0,134,2853,-154,0,0,0,159,0,159,21,3,0,0,0,156,0,156,240,0,240,613,0,697,0,208,-9,0,0,0,0,0,0,650,0,0,269,0,269
1967:Q1,3732,3143,300,203,0,97,0,0,0,0,289,3732,969,0,0,0,840,0,840,16,8,0,0,0,173,0,173,870,0,870,416,0,806,0,-30,73,0,0,0,0,0,0,-572,0,0,163,0,163
1967:Q2,3489,3619,-367,23,0,-390,0,0,0,0,237,3489,90,0,0,0,995,0,995,44,8,0,0,0,156,0,156,687,0,687,159,0,773,0,-225,5,0,0,0,0,0,0,536,0,0,261,0,261
1967:Q3,5106,4509,208,35,0,173,0,0,0,0,389,5106,1117,0,0,0,795,0,795,66,9,0,0,0,175,0,175,994,0,994,418,0,1074,0,16,15,0,0,0,0,0,0,186,0,0,241,0,241
1967:Q4,4515,3387,827,8,0,819,0,0,0,0,301,4515,1814,0,0,0,179,0,179,40,10,0,0,0,214,0,214,1245,0,1245,131,0,1084,0,-111,35,0,0,0,0,0,0,221,0,0,-347,0,-347
1968:Q1,3055,2602,150,0,0,150,0,0,0,0,303,3055,173,0,0,0,482,0,482,-5,5,0,0,0,262,0,262,1166,0,1166,383,0,483,0,-190,62,0,0,0,0,0,0,-312,0,0,546,0,546
1968:Q2,3587,3528,-1,176,0,-177,0,0,0,0,60,3587,1223,0,0,0,344,0,344,-26,3,0,0,0,317,0,317,914,0,914,19,0,675,0,-209,97,0,0,0,0,0,0,-356,0,0,586,0,586
1968:Q3,3473,3301,-62,83,0,-145,0,0,0,0,234,3473,249,0,0,0,354,0,354,-28,2,0,0,0,320,0,320,671,0,671,227,0,734,0,-88,93,0,0,0,0,0,0,274,0,0,665,0,665
1968:Q4,4459,3462,510,-1,0,511,0,0,0,0,487,4459,1290,0,0,0,529,0,529,-19,1,0,0,0,272,0,272,949,0,949,16,0,752,0,-115,50,0,0,0,0,0,0,215,0,0,519,0,519
1969:Q1,3114,3437,-640,-124,0,-516,0,0,0,0,317,3114,292,0,0,0,353,0,353,-2,1,0,0,0,230,0,230,1051,0,1051,-164,0,836,0,247,109,0,0,0,0,0,0,-475,0,0,636,0,636
1969:Q2,3033,3297,-469,-88,0,-385,4,0,0,0,205,3033,387,0,0,0,11,0,11,-6,0,0,0,0,120,0,120,510,0,510,76,0,973,0,102,-3,0,0,0,0,0,0,650,0,0,213,0,213
1969:Q3,3981,2774,792,6,0,772,14,0,0,0,415,3981,1832,0,0,0,-101,0,-101,-6,0,0,0,0,260,0,260,312,0,312,539,0,1152,0,320,-30,0,0,0,0,0,0,-524,0,0,227,0,227
1969:Q4,3907,2542,1274,22,0,1250,2,0,0,0,91,3907,1063,0,0,0,190,0,190,17,2,0,0,0,199,0,199,-146,0,-146,162,0,1033,0,252,-64,0,0,0,0,0,0,710,0,0,489,0,489
1970:Q1,2951,3233,-564,23,0,-1568,43,0,938,0,282,2951,-584,0,0,0,1379,0,1379,-60,-2,0,0,0,484,0,484,511,0,511,385,0,1059,0,444,-198,0,0,0,0,0,0,-857,0,0,390,0,390
1970:Q2,5956,5805,209,33,0,115,21,0,40,0,-58,5956,1247,0,0,0,1507,0,1507,35,-4,0,0,0,474,0,474,414,0,414,133,0,1118,0,130,-183,0,0,0,0,0,0,617,0,0,468,0,468
1970:Q3,6427,5360,671,17,0,578,0,0,76,0,396,6427,3739,0,0,0,-36,0,-36,-5,-4,0,0,0,671,0,671,173,0,173,498,0,1297,0,41,-171,0,0,0,0,0,0,-110,0,0,334,0,334
1970:Q4,7837,5757,1826,25,0,1713,42,0,46,0,254,7837,3342,0,0,0,637,0,637,322,-5,0,0,0,676,0,676,361,0,361,814,0,1022,0,-20,-72,0,0,0,0,0,0,459,0,0,301,0,301
1971:Q1,7333,5557,1494,415,0,36,24,0,1019,0,282,7333,2242,0,0,0,2987,0,2987,-279,0,0,0,0,245,0,245,1148,0,1148,-690,0,1219,0,-121,85,0,0,0,0,0,0,16,0,0,481,0,481
1971:Q2,6138,5607,263,88,0,120,56,0,-1,0,268,6138,2771,0,0,0,1227,0,1227,-26,0,0,0,0,87,0,87,993,0,993,-398,0,1224,0,219,120,0,0,0,0,0,0,-278,0,0,199,0,199
1971:Q3,4901,3517,1072,137,0,929,-18,0,24,0,312,4901,2466,0,0,0,1320,0,1320,13,1,0,0,0,-7,0,-7,1220,0,1220,-464,0,638,0,-124,141,0,0,0,0,0,0,-679,0,0,376,0,376
1971:Q4,6112,4455,1579,215,0,1243,25,0,96,0,78,6112,155,0,0,0,564,0,564,-3,0,0,0,0,-40,0,-40,2090,0,2090,723,0,860,0,209,91,0,0,0,0,0,0,1066,0,0,397,0,397
1972:Q1,4994,2882,1629,496,0,671,29,0,433,0,483,4994,366,0,0,0,2545,0,2545,-14,1,0,0,0,-99,0,-99,1291,0,1291,-123,0,1122,0,267,133,0,0,0,0,0,0,-860,0,0,365,0,365
1972:Q2,5996,3913,1661,137,0,960,27,0,537,0,422,5996,455,0,0,0,1465,0,1465,-31,1,0,0,0,-190,0,-190,1987,0,1987,885,0,601,0,28,30,0,0,0,0,0,0,-26,0,0,791,0,791
1972:Q3,4347,3077,1398,137,0,721,10,0,530,0,-128,4347,619,0,0,0,143,0,143,-23,1,0,0,0,-225,0,-225,1343,0,1343,1233,0,1356,0,160,26,0,0,0,0,0,0,-524,0,0,238,0,238
1972:Q4,5297,2610,2434,367,0,1640,13,0,414,0,253,5297,-273,0,0,0,-147,0,-147,18,1,0,0,0,-208,0,-208,2353,0,2353,-5,0,1152,0,46,51,0,0,0,0,0,0,1629,0,0,680,0,680
1973:Q1,3294,1571,1590,-68,0,1319,31,0,308,0,133,3294,257,0,0,0,268,0,268,-81,5,0,0,0,-113,0,-113,1176,0,1176,955,0,1365,0,175,167,0,0,0,0,0,0,-1324,0,0,444,0,444
1973:Q2,3734,3187,397,-100,0,246,38,0,213,0,150,3734,-185,0,0,0,-424,0,-424,25,5,0,0,0,-125,0,-125,1923,0,1923,484,0,1403,0,-111,118,0,0,0,0,0,0,260,0,0,361,0,361
