date,FU893163005.Q,FU103163005.Q,FU793163005.Q,FU763163005.Q,FU673163005.Q,FU613163005.Q,FU643163075.Q,FU663163003.Q,FU733163005.Q,FU503163003.Q,FU263163005.Q,FU893063005.Q,FU153063005.Q,FU123063003.Q,FU313063763.Q,FU213063003.Q,FU763063005.Q,FU763063605.Q,FU763063095.Q,FU753063005.Q,FU743063005.Q,FU473063005.Q,FU473063605.Q,FU473063095.Q,FU513063005.Q,FU513063605.Q,FU513063095.Q,FU543063005.Q,FU543063675.Q,FU543063095.Q,FU573063005.Q,FU343063005.Q,FU223063045.Q,FU633063005.Q,FU653063005.Q,FU553063003.Q,FU563063003.Q,FU403063005.Q,FU403063605.Q,FU403063095.Q,FU613063003.Q,FU643063073.Q,FU663063005.Q,FU733063003.Q,FU503063005.Q,FU263063005.Q,FU263063603.Q,FU263063095.Q
1973:Q3,4103,2698,1184,-19,0,1008,11,0,184,0,221,4103,1965,0,0,0,-1737,0,-1737,-25,0,0,0,0,-40,0,-40,1661,0,1661,935,0,1432,0,-66,105,0,0,0,0,0,0,-430,0,0,303,0,303
1973:Q4,4378,2138,1786,195,0,1335,35,0,221,0,454,4378,949,0,0,0,-812,0,-812,38,0,0,0,0,139,0,139,1070,0,1070,-245,0,1010,0,151,46,0,0,0,0,0,0,1848,0,0,184,0,184
1974:Q1,4689,3807,205,65,0,-340,28,0,452,0,677,4689,1864,0,0,0,276,0,276,-1,1,0,0,0,334,0,334,1474,0,1474,-39,0,1296,0,204,83,0,0,0,0,0,0,-912,0,0,109,0,109
1974:Q2,7460,5392,1595,110,0,1005,1,0,479,0,473,7460,2846,0,0,0,-516,0,-516,-10,0,0,0,0,535,0,535,1401,0,1401,203,0,1700,0,186,-79,0,0,0,0,0,0,701,0,0,493,0,493
1974:Q3,6754,4165,2174,-10,0,1732,-7,0,459,0,415,6754,2439,0,0,0,-28,0,-28,12,0,0,0,0,601,0,601,766,0,766,848,0,2161,0,-9,-89,0,0,0,0,0,0,-433,0,0,486,0,486
1974:Q4,10866,6431,3628,-10,0,3234,12,0,392,0,807,10866,6620,0,0,0,1111,0,1111,12,0,0,0,0,540,0,540,319,0,319,1264,0,939,0,189,-51,0,0,0,0,0,0,45,0,0,-122,0,-122
1975:Q1,12727,9234,1385,45,0,1157,-52,0,235,0,2108,12727,3557,0,0,0,2578,0,2578,0,-3,0,0,0,505,0,505,2211,0,2211,2104,0,1892,0,243,69,0,0,0,0,0,0,-659,0,0,230,0,230
1975:Q2,9944,8074,649,27,0,587,-53,0,88,0,1221,9944,-1607,0,0,0,5261,0,5261,34,3,0,0,0,617,0,617,1605,0,1605,1530,0,1668,0,200,-1,0,0,0,0,0,0,679,0,0,-45,0,-45
1975:Q3,6672,3480,1926,118,0,1610,-52,0,250,0,1266,6672,4525,0,0,0,-2494,0,-2494,-17,3,0,0,0,707,0,707,1747,0,1747,1485,0,1156,0,136,10,0,0,0,0,0,0,-537,0,0,-49,0,-49
1975:Q4,13652,5627,5452,49,0,1589,-53,0,3867,0,2573,13652,3992,0,0,0,-1316,0,-1316,16,3,0,0,0,351,0,351,3497,0,3497,1783,0,1731,0,161,11,0,0,0,0,0,0,1720,1050,0,653,0,653
1976:Q1,9160,6373,432,171,0,-313,-26,0,600,0,2355,9160,-2940,0,0,0,6271,0,6271,-71,19,0,0,0,1407,0,1407,3899,0,3899,533,0,1289,0,-108,117,0,0,0,0,0,0,-1557,70,0,231,0,231
1976:Q2,8668,4976,2345,266,0,1474,5,0,600,0,1347,8668,2472,0,0,0,-1411,0,-1411,9,27,0,0,0,1007,0,1007,3396,0,3396,478,0,1781,0,149,58,0,0,0,0,0,0,212,70,0,420,0,420
1976:Q3,10058,5676,1803,174,0,635,-6,0,1000,0,2579,10058,4033,0,0,0,-85,0,-85,-12,11,0,0,0,1118,0,1118,4326,0,4326,-1507,0,1360,0,83,41,0,0,0,0,0,0,309,70,0,311,0,311
1976:Q4,10658,5661,2748,161,0,1728,-12,0,871,0,2249,10658,5080,0,0,0,78,0,78,0,12,0,0,0,382,0,382,5222,0,5222,-1171,0,296,0,225,-24,0,0,0,0,0,0,135,179,0,244,0,244
1977:Q1,7460,5376,1529,49,0,857,-6,0,629,0,555,7460,1209,0,0,0,2265,0,2265,-10,50,0,0,0,-442,0,-442,4220,0,4220,-127,0,-243,0,130,-97,0,0,0,0,0,0,-200,171,0,534,0,534
1977:Q2,9786,3669,4450,687,0,3071,-8,0,700,0,1667,9786,-213,0,0,0,-1693,0,-1693,-1,61,0,0,0,3326,0,3326,4907,0,4907,1127,0,262,0,182,-180,0,0,0,0,0,0,363,210,0,1435,0,1435
1977:Q3,9627,6109,1638,257,0,679,2,0,700,0,1880,9627,631,0,0,0,-60,0,-60,42,-1,0,0,0,832,0,832,3454,0,3454,323,0,2918,0,549,-178,0,0,0,0,0,0,-102,280,0,939,0,939
1977:Q4,13471,7654,4868,716,0,3493,-6,0,665,0,949,13471,2094,0,0,0,-1957,0,-1957,126,-3,0,0,0,-34,0,-34,6126,0,6126,2985,0,2643,0,205,-90,0,0,0,0,0,0,-2,244,0,1134,0,1134
1978:Q1,7608,4360,1910,55,0,1642,-22,0,235,0,1338,7608,-1765,0,0,0,2299,0,2299,45,20,0,0,0,685,0,685,4407,0,4407,803,0,1200,0,-155,68,0,0,0,0,0,0,28,-244,0,217,0,217
1978:Q2,10423,6402,2844,524,0,1353,-5,0,972,0,1177,10423,-833,0,0,0,-666,0,-666,16,21,0,0,0,169,0,169,5176,0,5176,4109,0,2286,0,-130,71,0,0,0,0,0,0,-299,-210,0,713,0,713
1978:Q3,6327,5176,669,168,0,101,2,0,398,0,482,6327,-3586,0,0,0,595,0,595,53,70,0,0,0,456,0,456,3661,0,3661,2294,0,2501,0,-119,88,0,0,0,0,0,0,17,-210,0,507,0,507
1978:Q4,8671,5023,2668,96,0,1998,-16,0,590,0,980,8671,1065,0,0,0,-455,0,-455,28,71,0,0,0,465,0,465,3992,0,3992,1229,0,2766,0,-275,40,0,0,0,0,0,0,-408,-234,0,387,0,387
1979:Q1,6918,4348,1691,187,0,704,-5,0,805,0,879,6918,-897,0,0,0,1054,0,1054,120,4,0,0,0,295,0,295,4276,0,4276,1047,0,150,0,244,86,0,0,0,0,0,0,88,304,0,147,0,147
1979:Q2,6919,5310,1072,269,0,15,5,0,783,0,537,6919,-461,0,0,0,-3433,0,-3433,19,6,0,0,0,526,0,526,3036,0,3036,3247,0,1874,0,586,-21,0,0,0,0,0,0,493,350,0,697,0,697
1979:Q3,5361,3780,-142,665,0,-1101,-24,0,318,0,1723,5361,-5932,0,0,0,1822,0,1822,453,51,0,0,0,719,0,719,2472,0,2472,3230,0,1430,0,24,-27,0,0,0,0,0,0,-142,350,0,911,0,911
1979:Q4,7940,3844,3534,521,0,2803,17,0,193,0,562,7940,4338,0,0,0,-1596,0,-1596,-461,48,0,0,0,456,0,456,1714,0,1714,3180,0,-514,0,-50,-12,0,0,0,0,0,0,-311,155,0,993,0,993
1980:Q1,8300,5958,2237,-25,0,1499,3,0,760,0,105,8300,-7688,0,0,0,2053,0,2053,-4,98,0,0,0,-401,0,-401,4687,0,4687,3864,0,3177,0,810,3,0,0,0,0,0,0,-513,55,0,2159,0,2159
1980:Q2,16078,11229,3940,572,0,2482,16,0,870,0,909,16078,706,0,0,0,2241,0,2241,-109,155,0,0,0,822,0,822,1081,0,1081,3426,0,4326,146,-396,19,0,0,0,0,0,0,1546,0,0,2115,0,2115
1980:Q3,9438,7286,2067,30,0,1382,-15,0,670,0,85,9438,526,0,0,0,-1263,0,-1263,21,140,0,0,0,-67,0,-67,1794,0,1794,3957,0,1187,29,1370,12,0,0,0,0,0,0,-798,70,0,2460,0,2460
1980:Q4,4456,3207,1146,-57,0,534,3,0,666,0,103,4456,-5623,0,0,0,3424,0,3424,136,55,0,0,0,-342,0,-342,1080,0,1080,2786,0,546,-90,12,-15,0,0,0,0,0,0,190,3,0,2294,0,2294
1981:Q1,5948,6083,-450,-330,0,-526,12,0,394,0,315,5948,-2103,0,0,0,-873,0,-873,137,-36,0,0,0,552,0,552,2050,0,2050,1956,0,709,-34,441,185,0,0,0,0,0,0,197,-143,0,2910,0,2910
1981:Q2,11054,7602,2113,-238,0,491,-8,0,1868,0,1339,11054,834,0,0,0,-2143,0,-2143,209,-121,0,0,0,493,0,493,2748,0,2748,1117,0,3861,285,1146,-95,0,0,0,0,0,0,586,-39,0,2173,0,2173
1981:Q3,7011,4511,1519,-373,0,174,10,0,1708,0,981,7011,-1280,0,0,0,-298,0,-298,-198,-142,0,0,0,327,0,327,1451,0,1451,1400,0,1966,62,923,-90,0,0,0,0,0,0,-540,39,0,3391,0,3391
1981:Q4,14903,6608,5443,332,0,3296,-3,0,1818,0,2852,14903,5097,0,0,0,369,0,369,634,-97,0,0,0,1318,0,1318,975,0,975,1131,0,2028,201,-218,-43,0,0,0,0,0,0,1131,112,0,2265,0,2265
1982:Q1,11610,7906,2879,-328,0,3290,-1,0,-82,0,825,11610,-1286,0,0,0,1526,0,1526,192,-68,0,0,0,188,0,188,3789,0,3789,3222,0,1223,245,-567,287,0,0,0,0,0,0,83,-672,0,3448,0,3448
1982:Q2,7740,5096,2287,-122,0,1364,-1,0,1046,0,357,7740,-5874,0,0,0,-1166,0,-1166,245,-52,0,0,0,9,0,9,4049,0,4049,2390,0,2414,-206,-18,56,0,0,0,0,0,0,646,-697,0,5944,0,5944
1982:Q3,14589,7976,3360,664,0,1047,-1,0,1650,0,3253,14589,3512,0,0,0,1934,0,1934,203,-43,0,0,0,-205,0,-205,2921,0,2921,3606,0,-871,-171,-611,64,0,0,0,0,0,0,1098,277,0,2875,0,2875
1982:Q4,18338,9672,6485,819,0,2376,-1,0,3291,0,2181,18338,2476,0,0,0,6395,0,6395,111,-37,0,0,0,-459,0,-459,5307,0,5307,2679,0,-965,-172,-952,31,0,0,0,0,0,0,671,280,0,2973,0,2973
1983:Q1,9810,6200,3023,189,0,930,0,46,1694,164,587,9810,-3491,0,0,125,5922,0,5922,175,-37,0,0,0,-821,0,-821,4884,0,4884,3997,0,-192,-55,365,-291,0,0,0,0,0,0,-1880,35,0,1074,0,1074
1983:Q2,14481,11125,2304,-90,0,46,1,28,2117,202,1052,14481,-4116,0,0,125,7502,0,7502,159,-33,0,0,0,-1299,0,-1299,5414,0,5414,1432,0,-575,60,953,17,0,0,0,0,0,0,3095,16,0,1731,0,1731
1983:Q3,11582,4623,6406,44,1789,1756,1,48,2616,152,553,11582,8231,0,0,250,-1423,0,-1423,428,-24,0,0,0,-1287,0,-1287,4030,0,4030,4324,0,-4798,6,442,45,0,0,0,0,0,0,-401,579,0,1180,0,1180
1983:Q4,10199,4045,5265,-272,1206,1261,0,255,3060,-245,889,10199,549,0,0,500,2996,0,2996,549,-6,0,0,0,-790,0,-790,2244,0,2244,2967,0,-4007,-109,1212,15,0,0,0,0,0,0,1215,625,0,2239,0,2239
1984:Q1,6807,8630,-1510,-106,1755,2200,109,-249,-6018,799,-313,6807,-11934,0,0,781,7213,25,7188,553,1,0,0,0,453,0,453,6124,0,6124,1310,0,-504,110,472,-6,0,0,0,0,0,0,-184,-275,0,2693,0,2693
1984:Q2,18730,8857,9081,2107,1750,-441,110,209,5455,-109,792,18730,5385,0,0,1094,-1590,62,-1652,769,10,0,0,0,1266,0,1266,6615,0,6615,-4639,0,6949,22,844,37,0,0,0,0,8,0,-311,-158,0,2429,0,2429
1984:Q3,24626,14210,10006,-282,1750,3996,111,178,4111,142,410,24626,-2076,0,0,1156,3852,13,3839,975,24,0,0,0,1281,0,1281,5377,0,5377,8169,0,1785,38,-896,-292,0,0,0,0,397,0,1304,508,0,3024,0,3024
1984:Q4,38089,18074,13091,3775,-1451,3810,121,556,6396,-116,6924,38089,-1906,0,0,969,6508,-63,6571,823,45,0,0,0,1148,0,1148,5380,0,5380,10613,0,1418,251,606,-136,0,0,0,0,-567,0,4922,521,0,7494,0,7494
1985:Q1,27777,18677,8506,1840,4369,520,47,-689,1725,694,594,27777,20887,0,0,844,-1032,12,-1044,1050,53,0,0,0,1356,0,1356,8146,0,8146,-6184,0,-7328,67,1149,65,0,0,0,0,254,0,-1655,389,0,9716,0,9716
1985:Q2,40907,22317,16519,1405,3585,7245,48,166,3341,729,2071,40907,9460,0,0,781,4248,-19,4267,1473,99,0,0,0,2494,0,2494,9421,0,9421,-3973,0,4501,-73,1367,-85,0,0,0,0,1089,0,5090,440,0,4575,0,4575
1985:Q3,32066,19263,12206,2371,3341,151,50,74,5488,731,597,32066,4287,0,0,719,474,142,332,1540,113,0,0,0,2102,0,2102,8852,0,8852,-4565,0,4472,172,1015,208,0,0,0,0,2481,0,2063,1100,0,7033,0,7033
1985:Q4,44918,23612,10099,3459,-7015,6831,39,720,6075,-10,11207,44918,13719,0,0,656,2077,-144,2221,1194,97,0,0,0,2233,0,2233,11118,0,11118,-11472,0,3118,2,2525,160,0,0,0,0,-95,0,3684,1127,0,14775,0,14775
1986:Q1,62539,36057,30139,1789,15981,8499,26,-352,3399,797,-3657,62539,16846,0,0,578,3188,602,2586,188,53,0,0,0,3168,0,3168,11856,0,11856,9273,0,-904,-207,3276,145,0,0,0,0,1468,0,4455,-637,0,9793,0,9793
1986:Q2,61039,39697,22071,1892,7328,5934,113,706,5044,1054,-729,61039,15104,0,0,484,6287,607,5680,1947,36,0,0,0,3930,0,3930,10702,0,10702,5104,0,1808,370,6678,445,0,0,0,0,46,0,-1476,-534,0,10108,0,10108
1986:Q3,49433,28816,19806,2479,6163,5060,129,-374,5495,854,811,49433,-8195,0,0,453,10436,1012,9424,2738,25,0,0,0,3908,0,3908,9449,0,9449,9813,0,4096,395,3274,428,0,0,0,0,4307,0,-843,237,0,8912,0,8912
1986:Q4,48992,26314,16660,975,7902,6787,733,2075,-537,-1275,6018,48992,7530,0,0,485,5564,1113,4451,1962,20,0,0,0,3103,0,3103,8491,0,8491,2496,0,6661,234,4799,422,0,0,0,0,-738,0,-1811,-326,0,10100,0,10100
1987:Q1,58158,25424,32348,3302,18101,5957,76,-445,4532,825,386,58158,18111,0,0,516,3121,-84,3205,930,24,0,0,0,2350,0,2350,14634,0,14634,-543,0,1522,-69,7122,113,0,0,0,0,892,0,1137,500,0,7798,0,7798
1987:Q2,39757,19620,20535,-282,10536,5681,505,388,3600,107,-398,39757,13842,0,0,547,7063,-68,7131,2524,29,0,0,0,1649,0,1649,18493,0,18493,-3238,0,-3010,29,-389,353,0,0,0,0,-436,0,-2759,348,0,4712,0,4712
1987:Q3,49109,22229,25449,842,11452,9107,445,682,2778,143,1431,49109,14712,0,0,516,7870,236,7634,-486,9,0,0,0,1524,0,1524,17514,0,17514,45,0,-4036,-66,1734,757,0,0,0,0,2522,0,1111,2,0,5381,0,5381
1987:Q4,17264,16870,-6568,1187,713,-11127,404,-774,1420,1609,6962,17264,-23311,0,0,421,11180,24,11156,1202,-39,0,0,0,1977,0,1977,22396,0,22396,-152,0,5972,502,-3538,921,0,0,0,0,2725,0,-3875,156,0,727,0,727
1988:Q1,41348,25881,11695,-131,11689,-2083,102,250,1358,510,3772,41348,1994,0,0,313,10675,-1951,12626,200,-172,0,0,0,2272,0,2272,20385,0,20385,-2953,0,2151,1242,-710,1851,0,0,0,0,1371,0,2650,-702,0,781,0,781
1988:Q2,49653,31487,18296,1307,8177,6858,113,1829,821,-809,-130,49653,-5320,0,0,188,13735,3532,10203,256,-291,0,0,0,2408,0,2408,16057,0,16057,-379,0,9774,-752,1873,3222,0,0,0,0,2803,0,1662,-82,0,4499,0,4499
1988:Q3,33635,25016,7312,210,6362,1406,10,184,-1431,571,1307,33635,-4187,0,0,188,5056,2177,2879,-620,-289,0,0,0,2600,0,2600,16278,0,16278,5938,0,13,-168,-610,2924,0,0,0,0,-597,0,1874,153,0,5082,0,5082
1988:Q4,32328,22147,23252,223,23132,-327,151,2006,-597,-1336,-13071,32328,-12552,0,0,311,-1228,1174,-2402,-370,-117,0,0,0,2848,0,2848,19334,0,19334,2964,2,6746,-175,2233,2448,0,0,0,0,1246,0,3567,733,0,4338,0,4338
1989:Q1,26899,15149,10447,-593,9672,-2486,154,2132,1375,193,1303,26899,-7049,0,0,438,-762,2817,-3579,-1099,-7,0,0,0,3195,0,3195,12124,0,12124,56,3,7527,380,1173,862,0,0,0,0,1074,0,2925,-39,0,6098,0,6098
1989:Q2,33094,21609,9790,749,-947,7941,55,1216,557,219,1695,33094,3230,0,0,563,-3976,782,-4758,308,-8,0,0,0,3642,0,3642,19100,0,19100,3459,3,4103,717,-377,-1169,0,0,0,0,2121,0,-356,-70,0,1804,0,1804
1989:Q3,24894,15995,7316,-131,-605,5772,43,-737,1612,1362,1583,24894,4580,0,0,563,-3454,776,-4230,2191,19,0,0,0,3635,0,3635,10339,0,10339,3718,3,136,504,394,748,0,0,0,0,1139,0,-352,-271,0,1002,0,1002
1989:Q4,35507,21848,13383,-646,9905,4421,-52,3655,-800,-3100,276,35507,5549,0,0,436,-3638,128,-3766,1888,31,0,0,0,3172,0,3172,12045,0,12045,4934,5,2619,-163,286,-318,0,0,0,0,1729,0,1514,1235,0,4183,0,4183
1990:Q1,22195,6687,6950,-1246,7336,1978,-52,-1494,-1591,2019,8558,22195,-3378,0,0,313,815,1952,-1137,1393,802,0,0,0,2794,0,2794,13536,0,13536,2774,9,2619,402,2763,1664,0,0,0,0,-163,0,-5895,587,0,1160,0,1160
1990:Q2,37903,16828,16168,-2554,12977,6214,99,-1464,-2208,3104,4907,37903,6196,0,0,188,-4187,-3044,-1143,998,-811,125,125,0,2501,0,2501,16722,0,16722,7616,10,-1621,1228,1870,-1090,0,0,0,0,2160,0,3719,-1466,0,3745,0,3745
1990:Q3,11297,6774,4033,-1680,9303,693,-179,3487,-5663,-1928,490,11297,-71,0,0,188,-5943,-201,-5742,1093,-11,125,125,0,2324,0,2324,15236,0,15236,5008,9,-4763,-2606,124,-640,0,0,0,0,1556,0,42,-467,0,93,0,93
1990:Q4,48870,16845,24619,4127,14092,7878,144,977,-2268,-331,7406,48870,36783,0,0,311,-2832,2717,-5549,2939,3,125,125,0,2262,0,2262,11804,0,11804,4314,46,-6696,-783,417,-853,0,0,0,0,1893,0,-1836,209,0,764,0,764
1991:Q1,38604,19540,15935,-998,9114,4036,100,1132,1283,1268,3129,38604,12575,0,0,422,-4358,-1335,-3023,-202,56,100,100,0,2679,0,2679,10799,0,10799,7315,25,-5849,426,8383,-608,0,0,0,0,2095,0,289,-363,0,4820,0,4820
1991:Q2,45715,23892,19072,-233,12099,2980,-64,1733,-410,2967,2751,45715,11332,0,0,516,-5341,1072,-6413,-736,150,134,134,0,2222,0,2222,15862,0,15862,2842,13,-2244,874,8765,-116,0,0,0,0,2290,0,4466,-905,0,5591,0,5591
1991:Q3,38102,20041,14150,-2206,15207,651,-98,58,-664,1202,3911,38102,-12195,0,0,547,8431,-335,8766,1754,70,133,133,0,1766,0,1766,5794,0,5794,6881,12,7567,-408,5282,-586,0,0,0,0,5296,0,3839,127,0,3792,0,3792
1991:Q4,41010,15190,8094,286,-2476,7165,35,788,784,1512,17726,41010,4492,0,0,515,2441,1363,1078,2932,-179,78,78,0,1309,0,1309,-3603,0,-3603,4043,15,3101,995,12642,-329,0,0,0,0,5158,0,3388,27,0,3985,0,3985
1992:Q1,36741,20009,24233,-1440,16313,2052,237,686,2676,3709,-7501,36741,-6261,21,0,453,-1850,-1205,-645,-1644,29,98,98,0,668,0,668,12907,0,12907,6603,21,5542,-2,11861,1303,0,0,0,0,-629,130,3822,-381,0,4050,0,4050
1992:Q2,42468,18524,18957,1918,12912,3096,-243,3418,-3331,1187,4987,42468,1717,28,0,859,-3660,-3665,5,35,116,136,136,0,-158,0,-158,17327,0,17327,4810,17,3969,1295,8903,571,0,0,0,0,-2702,170,2889,183,0,5963,0,5963
1992:Q3,40848,15415,21520,2035,14244,431,-7,-398,1582,3633,3913,40848,-12632,42,0,853,4269,-528,4797,1119,18,116,116,0,-243,0,-243,14233,0,14233,9494,25,-4850,461,7566,726,0,0,0,0,3157,252,10594,521,0,5127,0,5127
1992:Q4,43535,13845,18819,2700,9176,3278,72,-1012,1443,3162,10871,43535,9996,52,0,735,5070,-1614,6684,-748,79,13,13,0,411,0,411,15572,0,15572,6726,21,7510,742,-823,1640,0,0,0,0,2079,322,-7331,-19,0,1488,0,1488
1993:Q1,104395,57937,26584,239,15067,1720,21,-2371,3727,8181,19874,104395,26653,5,0,1224,4788,2114,2674,1078,88,40,40,0,1008,0,1008,20825,0,20825,8049,21,3815,1162,14737,1460,0,1000,1000,0,3795,32,8993,-56,1000,4678,0,4678
1993:Q2,85261,45568,23543,1829,14732,803,-244,3431,763,2229,16150,85261,25545,11,0,1505,189,-2593,2782,-626,18,-168,-168,0,1540,0,1540,13680,0,13680,3355,31,4684,1408,17907,1460,0,2000,2000,0,2377,66,1149,900,1000,7230,0,7230
1993:Q3,113258,43703,38189,-109,23234,7522,-99,3665,836,3140,31366,113258,26633,-11,0,1510,4243,368,3875,1246,48,86,86,0,1581,0,1581,18678,0,18678,12311,38,10399,1725,5627,1460,0,4000,4000,0,4106,-68,10750,943,1000,6953,0,6953
1993:Q4,86998,35057,37954,127,26268,2456,26,7315,1712,50,13987,86998,33298,12,0,1416,82,3017,-2935,432,78,732,732,0,1131,0,1131,13184,0,13184,2949,28,3237,1198,6558,1460,0,4053,4053,0,3338,67,1295,107,1000,11343,0,11343
1994:Q1,74527,35976,38217,-215,22979,6408,-56,-2476,-1114,12691,334,74527,19193,42,0,1372,6689,3196,3493,-912,56,-47,-47,0,1757,0,1757,18684,0,18684,-4120,33,-5638,2288,20084,-1092,0,2047,2047,0,815,261,3953,180,1000,7882,0,7882
1994:Q2,49716,21667,28801,-116,14032,8539,-158,66,2136,4302,-752,49716,24044,40,0,1393,-1818,-778,-1040,1670,125,-383,-383,0,1757,0,1757,9392,0,9392,492,9,-3865,-23,5348,-1092,0,2100,2100,0,2001,248,-9549,109,7000,10718,0,10718
1994:Q3,47540,14014,27221,913,11001,9363,32,-1905,1333,6484,6305,47540,10209,37,0,1396,-4161,-2103,-2058,1647,-200,738,738,0,1756,0,1756,16312,0,16312,-452,11,8106,730,-2092,-1092,0,2100,2100,0,1680,221,-961,319,500,10736,0,10736
1994:Q4,54945,17692,34738,2005,16328,7432,-144,4836,7737,-3456,2515,54945,35865,37,0,1402,-4242,-815,-3427,524,-97,16,16,0,1757,0,1757,15678,0,15678,-2766,-1,1522,620,-7398,-1092,0,2689,2689,0,3093,226,-2137,-749,1500,8498,0,8498
1995:Q1,55056,12113,39084,71,8505,20077,4,-7385,4639,13173,3859,55056,16325,-7,0,1682,-5329,-2104,-3225,1096,-2,107,107,0,3367,0,3367,21240,0,21240,5271,9,4565,-48,-8508,1356,0,3249,3249,0,4963,-38,-6669,375,0,12052,0,12052
1995:Q2,82977,25036,42852,1405,20663,10633,9,-26,4640,5528,15089,82977,-7083,-11,0,2295,2088,3561,-1473,672,7,1198,1198,0,3200,0,3200,30084,0,30084,3598,15,3911,1625,13545,1356,0,3080,3080,0,2008,-74,8675,19,2000,10769,0,10769
1995:Q3,79239,9644,52905,1535,35224,8423,5,524,3086,4108,16690,79239,30295,3,0,1595,1970,71,1899,1396,-287,-233,-233,0,3301,0,3301,9630,0,9630,1465,19,1670,2103,8641,1356,0,-2173,-2173,0,708,20,426,291,4000,13043,0,13043
1995:Q4,85298,18172,45879,-357,26072,13508,29,1932,3107,1588,21247,85298,1408,84,0,1768,-4280,-1656,-2624,-657,201,954,954,0,3289,0,3289,32934,0,32934,3918,28,-43,2742,3836,1356,0,5775,5773,2,5290,518,9242,-101,3750,13286,0,13286
1996:Q1,77236,22502,40705,1695,17613,7485,30,-7940,4036,17786,14029,77236,11562,114,0,3808,1261,868,393,-1557,-25,174,174,0,2394,0,2394,8447,0,8447,4982,32,8337,3127,14739,466,0,-519,-531,12,1545,699,-1376,-342,3531,15837,0,15837
1996:Q2,85372,26406,53512,2644,31156,11500,41,3289,1483,3399,5454,85372,27050,101,0,3186,-2491,-1636,-855,119,-63,330,330,0,8915,0,8915,5630,0,5630,3605,2,4896,454,13186,466,0,-2425,-2413,-12,1401,622,-331,1222,3719,15778,0,15778
1996:Q3,57658,16276,20113,346,7687,5430,49,1419,1946,3236,21269,57658,-21518,90,0,2389,-4300,-3120,-1180,1608,-75,1036,1036,0,5806,0,5806,24002,0,24002,-3332,18,2634,-304,16172,466,0,-422,-426,4,4116,551,2924,669,4313,20815,0,20815
1996:Q4,87516,24357,37302,2637,12742,12355,153,1213,3402,4800,25857,87516,-13389,-87,0,1502,-9232,-3287,-5945,1681,44,540,540,0,1178,0,1178,37252,0,37252,-2602,5,6313,-805,12459,466,0,11510,11509,1,8394,-537,11899,1299,1235,18391,0,18391
1997:Q1,33185,28661,-799,1099,-5694,-5857,309,-714,-1364,11422,5323,33185,-40332,98,0,-2399,210,-2584,2794,-88,0,641,328,313,3034,0,3034,14539,0,14539,8777,4,10380,2617,11782,-9,0,-47,-82,35,133,601,6450,1803,-1989,16980,0,16980
1997:Q2,101490,37033,51682,1777,12049,23088,408,8734,6354,-728,12775,101490,11376,144,0,2526,1401,-2035,3436,-552,39,85,-27,112,4891,0,4891,31422,0,31422,7096,6,7867,1301,6095,-9,0,1198,1191,7,6832,886,-1921,1366,1016,18425,0,18425
1997:Q3,100623,55608,12604,1047,14208,-20745,1246,-1718,5694,12872,32411,100623,27752,-25,0,289,-861,-1728,867,450,90,288,232,56,5279,0,5279,9224,0,9224,8305,10,3629,4977,24575,-9,0,-4525,-4529,4,-6396,-153,7714,112,-431,20329,0,20329
1997:Q4,82391,19156,54178,6892,27512,8200,1155,1757,1664,6998,9057,82391,-18655,54,0,1049,7240,-104,7344,1376,14,-1191,-1145,-46,5714,0,5714,31677,0,31677,9441,24,11244,3773,6849,-9,0,9412,9288,124,9151,333,-6528,1742,-2017,11698,0,11698
1998:Q1,150996,79131,59316,3683,16293,11632,1714,-258,8325,17927,12549,150996,37912,220,0,1535,5105,6821,-1716,1260,-45,723,676,47,4321,0,4321,20153,0,20153,1569,26,10136,8585,23968,1171,0,-922,-941,19,6862,1351,5518,2269,-3527,22806,0,22806
1998:Q2,206096,89473,86847,1264,52716,14200,1651,5002,5844,6170,29776,206096,56864,43,0,4106,14203,4252,9951,-2962,98,2454,2036,418,2393,0,2393,15061,0,15061,-729,16,9540,23937,25083,1171,0,5431,5452,-21,3285,268,2942,-768,6930,36730,0,36730
1998:Q3,56513,27119,35921,1425,30299,-9344,522,-649,6408,7260,-6527,56513,-27174,-119,0,1988,12054,547,11507,1422,166,2069,2109,-40,1951,0,1951,14070,0,14070,4518,45,10407,9207,13105,1171,0,8543,8550,-7,-9503,-729,-9844,1635,2458,19073,0,19073
1998:Q4,89162,37551,58567,3893,33950,7675,678,3098,6640,2633,-6956,89162,-45318,-215,0,5675,29026,7768,21258,4367,291,591,457,134,2900,0,2900,16446,0,16446,14581,52,4972,5135,28021,1171,0,11567,11477,90,6440,-1322,-16541,-3873,-1394,26589,0,26589
1999:Q1,152017,53930,98071,962,29036,29075,1315,-7777,9420,36040,16,152017,58700,-46,0,2858,2455,7357,-4902,-5712,-377,426,289,137,1432,0,1432,22345,0,22345,5708,18,7381,7464,2212,109,0,6043,6038,5,10373,-280,7663,-666,-7844,31756,0,31756
1999:Q2,130858,61260,62850,938,32213,18966,-325,-4574,4554,11078,6748,130858,-9350,20,0,2595,27562,1814,25748,-693,-176,1290,1247,43,5309,0,5309,14382,0,14382,11014,6,1036,7452,23990,883,0,1615,1572,43,3987,121,4080,1453,7459,26824,0,26824
