date,FU706000105.Q,FU705013005.Q,FU705000005.Q,FU704090005.Q,FU703025005.Q,FU713113003.Q,FU702050005.Q,FU704022005.Q,FU703069175.Q,FU703061105.Q,FU703061705.Q,FU703062005.Q,FU703063005.Q,FU704023005.Q,FU703068005.Q,FU703069005.Q,FU703065005.Q,FU703066005.Q,FU763092305.Q,FU703064105.Q,FU763092100.Q,FU703094905.Q,FU703064205.Q,FU763040005.Q,FU703090005.Q,FU704194005.Q,FU704190005.Q,FU704110005.Q,FU703127005.Q,FU703130005.Q,FU702150005.Q,FU704122005.Q,FU703169175.Q,FU763163005.Q,FU703169005.Q,FU753192305.Q,FU763178000.Q,FU703190005.Q,FU763194705.Q,FU703193005.Q,FU703181105.Q,FU763164105.Q,FU753192103.Q,FU763194603.Q,FU753194503.Q,FU707005005.Q,FU763066303.Q,FU703139105.Q
1960:Q3,622,159,471,8114,50,530,-208,4154,127,3395,173,382,77,3427,-534,286,2862,813,1,16,3,11,0,0,130,7643,7639,1157,2115,3936,-335,289,289,0,-34,1,365,145,0,145,4,0,4,0,0,-8,0,ND
1960:Q4,602,153,830,8603,-194,-977,-628,4336,199,3164,512,444,17,5090,1985,359,2411,335,0,20,4,21,0,0,931,7773,7769,-266,4013,5432,-991,362,362,0,245,1,337,-1364,0,-1364,4,0,4,0,0,-380,0,ND
1961:Q1,616,151,277,511,284,-1089,998,748,290,-649,182,899,26,1122,-1901,204,2164,655,0,11,4,104,0,0,-1671,234,230,-1294,-6101,5545,1230,206,206,0,-504,1,-93,1240,0,1240,4,0,4,0,0,188,0,ND
1961:Q2,582,158,877,8319,-727,724,-1000,1622,77,2022,-11,-329,-137,4821,1142,40,3202,437,0,14,5,15,0,0,2845,7442,7439,365,1795,6589,-1022,41,41,0,392,0,-412,-309,0,-309,3,0,3,0,0,-453,0,ND
1961:Q3,580,164,463,11250,967,-406,1121,6110,277,4450,-59,1536,-94,5019,867,151,3613,388,0,17,4,15,0,0,-1597,10787,10785,669,3931,3712,1306,152,152,0,255,1,-181,940,0,940,2,0,2,0,0,-47,0,ND
1961:Q4,577,180,838,10607,-181,1077,-1156,1747,313,369,550,681,-166,8422,4098,261,3497,566,0,24,4,20,0,0,650,9769,9771,506,5599,4893,-1348,264,264,0,538,5,-206,-480,0,-480,-2,0,-2,0,0,-442,0,ND
1962:Q1,623,197,-49,1533,211,-601,1298,325,-134,-1385,389,1362,93,1352,-1365,-185,2932,-30,1,31,4,13,0,0,-1101,1582,1580,-2354,-6676,8344,1419,-187,-187,0,-511,1,131,1413,0,1413,2,0,2,0,0,476,0,ND
1962:Q2,683,205,602,9872,-715,420,-1045,1286,-204,-145,311,1447,-123,8014,1742,-156,4598,1830,0,41,4,9,0,0,1858,9270,9267,398,2434,7457,-1133,-158,-158,0,616,0,33,-380,0,-380,3,0,3,0,0,-123,0,ND
1962:Q3,699,199,234,8794,1085,-101,666,540,133,-221,-266,915,-21,6977,1456,-61,4835,747,0,42,5,6,0,0,-426,8560,8558,1785,51,4649,828,-61,-61,0,279,1,233,793,0,793,2,0,2,0,0,266,0,ND
1962:Q4,691,182,986,15883,249,349,-565,4431,50,1922,1074,1317,68,10786,5143,369,4475,799,0,35,5,13,0,0,580,14897,14889,-1114,8885,8192,-717,372,372,0,433,-5,99,-1256,0,-1256,8,0,8,0,0,-477,0,ND
1963:Q1,670,192,57,1261,-309,-1044,1241,201,130,-767,1,822,15,2503,-2169,-61,4101,632,0,33,5,15,0,0,-1384,1204,1202,-1483,-8048,8585,1515,-61,-61,0,-965,1,103,1555,0,1555,2,0,2,0,0,421,0,ND
1963:Q2,647,183,717,12421,-727,555,-977,-64,-52,-1337,66,1451,-192,11094,3315,108,5766,1905,1,29,4,10,0,0,2496,11704,11704,418,4122,7431,-1090,109,109,0,756,0,-298,256,0,256,0,0,0,0,0,-253,0,ND
1963:Q3,654,194,-146,8226,1067,-344,706,-839,-145,-1750,233,1095,-272,8492,1427,12,5763,1290,0,27,5,22,0,0,-910,8372,8372,873,-825,4914,758,47,12,35,754,0,-20,1871,0,1871,0,0,0,0,0,606,0,ND
1963:Q4,709,224,592,14853,-291,428,-584,2269,96,1358,139,990,-314,11746,5173,181,5112,1280,0,27,5,28,0,0,1225,14261,14267,-298,7137,8604,-832,381,183,198,760,3,-153,-1335,0,-1335,-6,0,-6,0,0,-107,0,ND
1964:Q1,817,208,449,2246,241,-438,1163,-337,181,-1257,-501,769,471,1588,-3574,212,4032,918,0,25,6,29,0,0,-31,1797,1797,-1529,-6312,7466,1403,401,214,187,-616,0,200,784,0,784,0,0,0,0,0,159,0,ND
1964:Q2,860,247,1034,12794,39,362,-961,-1440,-94,-2294,263,645,40,14339,6520,47,5324,2448,0,23,5,17,0,0,410,11760,11758,-186,4303,7710,-892,160,47,113,601,0,-68,130,0,130,2,0,2,0,0,-421,0,ND
1964:Q3,891,278,218,10836,241,148,779,3133,223,1618,46,1279,-33,5993,-1110,26,5528,1549,1,25,5,16,0,0,495,10618,10617,1060,1933,6029,484,171,27,144,68,1,40,831,0,831,1,0,1,0,0,395,0,ND
1964:Q4,931,295,876,16379,-248,729,-564,3877,151,2213,845,830,-162,12340,6324,210,4656,1150,0,31,5,21,0,0,188,15503,15505,-231,6939,9214,-103,308,212,96,488,4,49,-1163,0,-1163,-2,0,-2,0,0,-240,0,ND
1965:Q1,988,294,-188,3665,308,-767,675,-2110,-421,-3353,258,1349,57,6029,1080,-60,3826,1183,0,43,6,32,0,0,-551,3853,3851,-827,-6662,9672,775,59,-61,120,-578,0,-166,1578,0,1578,2,0,2,0,0,882,0,ND
1965:Q2,1010,288,963,16083,138,952,-493,-763,169,-2512,-69,1631,18,14732,6605,30,5138,2959,0,52,6,18,0,0,1441,15120,15122,1590,4815,7581,-399,628,31,597,839,-1,-91,160,0,160,-2,0,-2,0,0,-241,0,ND
1965:Q3,1007,279,-94,6383,392,-432,708,558,75,-937,202,1354,-136,6208,-591,-41,5382,1458,1,48,6,13,0,0,-1119,6477,6480,-520,-2661,6864,931,-15,-42,27,216,0,106,1559,0,1559,-3,0,-3,0,0,822,0,ND
1965:Q4,1006,261,720,18712,-519,650,-174,4106,-358,3645,262,742,-185,14087,8529,78,4404,1076,-1,34,7,14,0,0,508,17992,18000,-551,9907,9053,-763,152,79,73,195,0,22,-15,0,-15,-8,0,-8,0,0,25,0,ND
1966:Q1,925,305,-81,1351,619,-506,-13,-2258,61,-3611,362,948,-18,3574,-1399,-4,3983,994,0,20,7,35,0,0,-127,1432,1435,-147,-7813,6882,-42,39,-4,43,-310,0,256,2570,0,2570,-3,0,-3,0,0,701,0,ND
1966:Q2,894,291,637,15247,-236,623,17,-1600,-331,-2808,555,979,5,15159,9403,32,3836,1888,0,2,6,38,0,0,1238,14610,14606,1472,6851,5988,-52,93,32,61,1096,0,-438,-404,0,-404,4,0,4,0,0,-34,0,ND
1966:Q3,921,283,11,1556,596,-494,221,645,91,273,-729,837,173,663,-2847,-50,2806,754,1,3,6,25,0,0,-110,1545,1542,2923,-6546,2273,260,-50,-50,0,392,1,-11,2300,0,2300,3,0,3,0,0,628,0,ND
1966:Q4,875,288,929,12038,-380,1724,153,2787,152,2574,312,-434,183,8603,6119,233,1831,420,0,27,7,13,0,0,-896,11109,11094,311,9590,5201,234,235,235,0,-240,-4,118,-4351,0,-4351,15,0,15,0,0,-342,0,ND
1967:Q1,772,223,297,5085,520,-1175,712,6687,695,1953,767,2408,864,-1775,-2841,101,1152,-187,1,44,18,26,0,0,27,4788,4784,-3513,-6766,13351,775,305,102,203,-1760,0,166,2226,0,2226,4,0,4,0,0,252,0,ND
1967:Q2,839,257,519,14470,-1116,886,687,1973,180,-3935,1176,3505,1047,10830,4807,427,3528,2068,0,60,19,12,0,0,1119,13951,13950,833,3059,11308,811,454,431,23,-873,1,-339,-1304,0,-1304,1,0,1,0,0,63,0,ND
1967:Q3,833,304,155,17288,1398,534,33,9780,273,7165,260,1212,870,5221,-1227,15,4923,1510,1,66,20,6,0,0,229,17133,17131,2240,4272,8120,286,50,15,35,-180,0,81,2262,0,2262,2,0,2,0,0,374,0,ND
1967:Q4,868,372,9452,28814,-321,1053,51,5621,-180,2504,1104,1964,229,21548,15831,171,4431,1115,1,60,22,10,0,0,769,19362,19362,1325,11866,7834,276,181,173,8,264,2,8,-2394,0,-2394,0,0,0,0,0,-8957,0,ND
1968:Q1,990,320,-7424,-4429,319,140,384,2686,310,-276,835,1335,482,-7653,-11209,19,3226,311,1,61,22,36,0,0,-425,2995,2993,-535,-9726,8791,725,19,19,0,-117,0,13,3823,0,3823,2,0,2,0,0,8095,0,ND
1968:Q2,1084,367,909,13599,-1060,230,370,-1592,-298,-2857,-22,1264,321,14411,6725,-50,4806,2930,1,61,24,14,0,0,1140,12690,12687,2638,5055,4430,834,126,-50,176,620,1,-98,-919,0,-919,3,0,3,0,0,-191,0,ND
1968:Q3,1212,400,90,19802,1470,951,959,7722,425,3604,573,2792,328,8271,286,41,5178,2766,1,71,26,-23,0,0,354,19712,19709,2488,4134,9544,476,124,41,83,137,1,102,2703,0,2703,3,0,3,0,0,722,0,ND
1968:Q4,1176,411,1108,25168,535,-554,993,5345,-424,1679,369,3210,511,18634,10851,101,5320,2362,0,70,28,13,0,0,104,24060,24058,-293,14103,10580,474,101,102,-1,233,2,-44,-1098,0,-1098,2,0,2,0,0,-342,0,ND
1969:Q1,1273,487,-947,-1966,-705,207,388,-3891,354,-5027,231,199,352,3627,-1585,36,4160,1016,1,60,29,50,0,0,-1732,-1019,-1922,2222,-12806,2516,1845,-87,37,-124,72,1,154,4161,100,4061,903,0,3,900,0,1733,0,ND
1969:Q2,1373,462,662,14767,-242,-1258,324,-3504,182,-5394,375,1328,5,17299,8221,416,5294,3368,1,58,31,27,0,0,2031,14105,13200,6322,7078,176,1855,332,420,-88,1082,1,-156,-3490,100,-3590,905,0,5,900,0,249,0,ND
1969:Q3,1485,443,-1291,3552,692,1700,1366,-2140,136,-1334,-486,-349,-107,4069,-2845,352,4969,1593,2,62,32,0,0,0,-2231,4843,3938,1548,-2769,-5332,1862,361,355,6,1527,1,120,6620,100,6520,905,0,5,900,0,2333,0,ND
1969:Q4,1530,422,629,15271,370,-423,1433,772,-72,299,847,-511,209,13174,8865,219,3035,1055,0,66,35,37,0,0,-193,14642,13729,2512,13282,1981,1700,244,222,22,1349,-7,-34,-7298,100,-7398,913,0,13,900,0,480,0,ND
1970:Q1,1499,384,-1313,-6253,-380,483,812,-1434,84,-4753,964,954,1317,-6522,-6887,-99,1092,-628,2,79,37,92,0,0,578,-4940,-5845,-1740,-12602,4022,501,-77,-100,23,456,1,439,3155,100,3055,905,0,5,900,0,2428,0,ND
1970:Q2,1371,395,440,16519,150,-577,561,4518,251,-683,656,2756,1538,11575,5968,621,2963,2023,1,87,39,32,0,0,133,16079,15175,-385,7138,12130,468,660,627,33,491,1,-286,-5042,100,-5142,904,0,4,900,0,536,0,ND
1970:Q3,1367,439,-1611,22187,170,1947,2558,10322,710,5208,1667,2782,-45,9130,2719,-125,4704,1832,2,91,41,19,0,0,-2093,23798,21994,-848,588,20320,433,-110,-127,17,289,1,187,1134,200,934,1804,0,4,1800,0,2539,0,ND
