1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1998:Q1,141596,151708,4604,-2180,2312,-16948,2100,0,72304,-20,-484,1576,656,-2984,-1480,772,-8592,61748,167376,79036
1998:Q2,119052,95096,784,6172,2988,13236,776,0,104476,-60,36,552,2212,6908,-916,-104,-55580,57524,178756,81564
1998:Q3,93220,84008,-3168,5280,-2552,8104,1548,0,37200,-352,15628,420,556,-4108,-976,-48,19924,68244,81916,93960
1998:Q4,112576,96224,7536,14444,-1128,-12076,7576,0,266220,1336,-1412,8,4604,11636,-352,-608,130788,412220,142532,461620
1999:Q1,159224,137988,1536,5828,468,6184,7220,0,-20388,800,-4120,356,780,-17136,3904,-1372,79568,42392,273992,115036
1999:Q2,136152,117288,1368,1800,1368,6524,7804,0,366508,376,52880,14540,35628,15284,-5164,11372,26120,517544,200132,562804
1999:Q3,201708,179060,1784,8940,2120,2988,6816,0,67044,476,-924,20024,-376,8196,552,3012,34788,132792,255136,202576
1999:Q4,152456,140816,1156,5792,1328,28212,-24848,0,107152,520,11684,3204,4396,19072,2648,-3660,63664,208680,167304,276004
2000:Q1,176796,147904,7064,4328,3408,2484,11608,0,120096,-1020,3208,3940,6904,-10900,2172,488,55904,180792,138208,207400
2000:Q2,210136,183144,5700,9728,1732,-1520,11352,0,298448,988,588,5972,11380,1488,3180,-640,900,322304,206368,365568
2000:Q3,127216,95168,17200,3816,1512,1832,7688,0,112344,-344,-2424,2040,36344,-3612,-2068,444,916,143640,156712,318888
2000:Q4,165900,163972,12748,3136,-2028,-2308,-9620,0,238196,768,23076,9588,57776,57860,-1508,-1208,2480,387028,129032,389484
2001:Q1,121756,115172,220,2504,2264,1108,488,0,83496,-592,-4864,10860,6108,18364,1496,272,3696,118836,140236,236820
2001:Q2,119336,115580,3244,-480,92,1428,-528,0,171444,-84,13552,-8288,8512,4760,6028,-1808,560,194676,106220,238256
2001:Q3,153084,100292,3948,-416,688,-1176,49748,0,31236,432,-244,3152,3564,-25864,5620,-2192,400,16104,176744,56512
2001:Q4,125676,120980,-1752,-7336,3044,-2152,12892,0,74644,-248,8700,-4240,-4372,23016,7992,-2624,-176,102692,143152,140596
2002:Q1,157932,123008,-672,17896,428,2544,14728,0,70760,152,3256,684,4984,-1540,-3852,648,448,75540,192380,98976
2002:Q2,106256,85528,972,5032,7132,-732,8324,0,98848,396,6496,14052,4084,248,2460,-2488,-340,123756,144364,29880
2002:Q3,132636,115420,5304,-492,1540,512,10352,0,97156,256,3652,3372,4316,8416,-1316,660,176,116688,132080,57312
2002:Q4,112824,115412,5552,10392,900,472,-19904,0,108508,268,-6488,19528,-6176,-7632,9744,2008,-1684,118076,146752,157664
2003:Q1,129000,104812,6044,5528,224,-1088,13480,0,113612,84,15672,-4456,2060,60096,4388,-708,576,191324,89280,153156
2003:Q2,143168,123072,3788,8092,1188,1372,5656,0,-936,176,372,4528,-5248,304,2308,196,-100,1600,184240,-16232
2003:Q3,145140,122116,4872,7476,716,1816,8144,0,58928,20,2996,1440,568,3992,1972,2340,16,72272,160212,28
2003:Q4,199604,175952,11596,-4968,1232,4504,11288,0,175476,540,-472,16080,-8248,504,5160,-768,408,188680,156744,141096
2004:Q1,278016,205612,5264,22464,-724,2092,43308,0,56936,-36,120,1856,-308,13412,-6520,10116,632,76208,306272,110320
2004:Q2,268216,221456,11304,11244,3476,3428,17308,0,98956,-532,6796,-2276,49896,12752,-4968,10044,-40,170628,298056,136672
2004:Q3,190664,163152,6620,11780,3328,1548,4236,0,78884,-172,43140,-4408,14436,8504,2452,864,-4,143696,203564,142076
2004:Q4,431328,420688,692,-7996,948,-41792,58788,0,175036,296,852,-5432,8192,25300,-1552,-944,516,202264,440484,217856
2005:Q1,222504,203280,-6204,4200,1428,344,19456,0,103924,928,19816,10456,2212,14244,-2784,876,696,150368,227744,159904
2005:Q2,171288,125744,3064,28720,2388,8736,2636,0,50704,-36,14568,-5228,7632,6684,-3064,1224,188,72672,157308,-32020
2005:Q3,-99280,-121672,4992,7564,5532,7536,-3232,0,87812,-560,-1084,-10416,2244,3440,-3152,-352,16,77948,-58696,155876
2005:Q4,-125368,-91036,1384,3244,-3692,1156,-36424,0,166664,-100,7020,9340,-5924,-8896,-716,-3908,1440,164920,-218752,182860
2006:Q1,276324,232992,3172,8360,-1696,7756,25740,0,162336,-276,25812,13228,8488,5056,-15464,-2236,1104,198048,222804,180936
2006:Q2,161856,144820,4680,1336,-36,2396,8660,0,158428,-2676,3788,-2084,33740,3164,-6044,508,596,189420,127892,266208
2006:Q3,272544,250992,-4100,11732,3184,3708,7028,0,135584,-828,14752,4844,11064,860,-4416,-3260,24,158624,276160,226284
2006:Q4,305484,273712,-2516,-3828,2612,13324,22180,0,155228,-100,3304,46424,-1760,1888,3832,-2344,712,207184,303796,315876
2007:Q1,473460,354620,38724,19732,6656,15636,38092,0,214364,36,21440,-15660,540,-16860,21456,200,0,225516,395004,205600
2007:Q2,399224,226572,35072,20416,4732,49308,63124,0,164624,-40,19160,24572,8380,-1832,7916,-2936,0,219844,346028,268396
2007:Q3,310412,239616,28272,11900,6384,13528,10712,0,215000,-876,45680,27756,-1916,-10852,6004,748,0,281544,300824,351856
2007:Q4,506216,440272,24220,21564,5496,3968,10696,0,123284,72,-58416,8860,-8360,-4688,1120,-912,0,60960,578100,85004
2008:Q1,349272,286424,-540,9152,7280,32848,14108,0,161864,-896,38416,14844,15832,14608,32068,16020,0,292756,359024,362076
2008:Q2,353076,319696,-7604,10752,3100,20452,6680,0,101172,-120,22460,28936,-3968,-3412,32932,8732,0,186732,371100,274716
2008:Q3,363516,287776,16420,14520,7120,23576,14104,0,157404,708,10756,19004,10084,15896,81840,1384,0,297076,258860,259444
2008:Q4,342100,233356,59564,1252,2188,20052,25688,0,276996,-476,45688,16792,35468,15920,38448,7468,0,436304,294784,377564
2009:Q1,200492,190480,-1844,1832,-2812,7012,0,5824,58376,-1484,8356,-35452,5880,12772,-16364,7004,0,39088,288964,-1288
2009:Q2,212272,203244,-23764,8144,7528,10744,0,6376,78652,-348,-4560,6948,21608,7248,8324,-828,0,117044,262960,128724
2009:Q3,306892,238344,17548,19748,4432,14804,0,12016,129800,1708,9000,12988,13344,3632,768,892,0,172132,345620,226532
2009:Q4,324056,295304,-14896,27304,-4268,11264,0,9348,229972,-236,25440,14300,-4160,17660,12448,-648,0,294776,339468,276984
2010:Q1,454084,434423,-7071,11940,2800,464,0,11528,109428,-160,16360,-172,2876,-4408,28440,-26996,0,125368,377048,152096
2010:Q2,324024,293038,2682,-3964,3736,12976,0,15556,109848,264,11704,7876,1752,-6520,-8392,12516,0,129048,259800,127132
2010:Q3,347912,302077,11771,11040,932,4408,0,17684,261344,96,12680,4132,7008,26396,-672,-1872,0,309112,327936,334432
2010:Q4,227160,299533,12635,-97900,-1464,14960,0,-604,200188,1004,6448,-892,7100,25108,38572,-9688,0,267840,220552,228520
2011:Q1,361484,349641,911,-7244,-320,6476,0,12020,120776,-464,28008,3816,-18660,8616,20904,-3128,0,159868,401040,170096
2011:Q2,481356,449575,2149,1132,3900,11712,0,12888,188808,68,9056,-7708,4708,14760,22220,-8,0,231904,507996,247568
2011:Q3,336016,312191,-20895,17336,5508,11956,0,9920,180692,-132,25408,-5212,-27208,3096,14864,3148,0,194656,300800,270528
2011:Q4,412116,416628,-6384,-5740,2824,14720,0,-9932,165976,-140,-1384,-3400,4048,12252,-1864,2636,0,178124,451252,280432
2012:Q1,320312,295642,-158,-19332,6652,24936,0,12572,174856,436,-26820,-1980,-4024,-6048,7464,4288,0,148172,405888,155892
2012:Q2,321720,303130,-1294,5516,4380,5048,0,4940,192412,1756,2388,59348,5324,96,8336,-400,0,269260,287160,303700
2012:Q3,314320,301691,-4699,-2320,2180,9184,0,8284,123728,204,-1180,172,6064,364,15900,-3168,0,142084,324164,175072
2012:Q4,328560,309832,-808,16084,7708,-5928,0,1672,257600,808,4184,-14372,4252,-420,31700,2408,0,286160,336244,211204
2013:Q1,313100,238528,9144,20092,-212,17064,0,28484,86316,36,8468,24176,9904,3760,5720,-1824,0,136556,289120,142684
2013:Q2,323552,321264,-26596,18848,3548,28,0,6460,217512,-172,8456,10908,8516,4980,8348,-3040,0,255508,391084,256596
2013:Q3,388784,303581,30439,21580,4468,12940,0,15776,205640,1456,8704,6896,8108,-7860,9956,-1496,0,231404,319784,243816
2013:Q4,313388,335856,-416,-10956,6300,-27420,0,10024,193660,12,8948,19340,-17016,12108,6272,284,0,223608,287764,225996
2014:Q1,208124,212629,-10285,5504,-4248,3396,0,1128,-332132,-1812,620,-5788,-4132,21400,-3556,6552,0,-318848,252548,-293968
2014:Q2,351224,315367,5953,24044,-1832,404,0,7288,251244,1096,5220,-5308,6540,180,6416,-2900,0,262488,331988,316280
2014:Q3,366700,327353,7083,9236,3184,8932,0,10912,235976,-60,-7632,2948,5564,3040,-1756,92,0,238172,399760,424204
2014:Q4,453612,443235,2077,-7696,2384,1528,0,12084,365848,6556,19732,-4208,-2228,-3760,22576,-2032,0,402484,406336,401432
2015:Q1,298492,241156,-2620,6028,10944,16384,0,26600,759436,2692,-9016,10656,28012,8500,11244,180,0,811704,323296,956604
2015:Q2,287420,257119,5569,-5212,2900,14716,0,12328,278300,1544,5172,12228,4228,-2208,18116,488,0,317868,264076,374936
2015:Q3,340568,300764,-9272,6472,-772,16468,0,26908,257648,536,1624,26356,-156,-20028,-12672,5420,0,258728,177852,254312
2015:Q4,243340,280173,-23593,-3444,-5016,-12212,0,7432,207224,1116,7172,45328,844,29168,9520,16612,0,316984,332720,349540
2016:Q1,341264,324730,7422,7628,-35340,14924,0,21900,278092,464,3524,94716,21008,-6356,25224,-5784,0,410888,321740,566720
2016:Q2,384472,299679,-27163,5052,1932,94560,0,10412,476392,2808,6388,10476,-5436,10532,16824,-6212,0,511772,340412,606940
2016:Q3,263336,217876,-2688,11228,-2312,14716,0,24516,699244,3400,5484,8748,-8828,5704,-539136,176756,0,351372,247708,475284
2016:Q4,313820,251163,18937,14104,-9128,11516,0,27228,199292,164,7120,9448,-11372,-828,56984,-37868,0,222940,311908,271120
2017:Q1,419300,355041,17655,5876,4632,24828,0,11268,387352,2008,14632,-3240,-2412,3308,-30700,11484,0,382432,436652,393588
2017:Q2,393028,325806,22018,23788,6812,932,0,13672,268836,2488,18748,-2076,6680,420,42540,-11436,0,326200,284444,315376
2017:Q3,340368,310031,-103,-216,-4284,28300,0,6640,276912,452,692,-4924,1724,3240,6476,7256,0,291828,374280,282788
2017:Q4,417172,382754,14806,-21820,6160,17068,0,18204,260676,5796,7236,-1760,9208,-1672,83168,-29844,0,332808,319276,308540
2018:Q1,-606648,-596435,1311,-4604,4796,8212,0,-19928,184104,-5832,5888,8340,11680,6280,-13596,67192,0,264056,-242388,132968
2018:Q2,-298012,-268002,3446,14712,-41412,-11560,0,4804,87428,-880,21212,15256,9508,11968,268,6796,0,151556,-282408,-36956
2018:Q3,209304,177412,8704,29116,-2908,15004,0,-18024,338868,47960,9088,7604,9348,9468,7356,972,0,430664,194356,419264
2018:Q4,-181976,-178062,-17866,-7208,-7868,7972,0,21056,333236,-21356,15104,6248,8316,13100,-48172,123032,0,429508,-185644,350384
2019:Q1,190496,98029,6083,13896,7824,30752,0,33912,297936,-96,11344,1792,12824,-1176,79644,-98316,0,303952,-158340,266372
2019:Q2,141732,108721,-2565,3444,-5404,18636,0,18900,256308,420,2016,-6068,11956,6780,52488,-52456,0,271444,150932,259956
2019:Q3,133028,29931,27929,10608,-3008,38452,0,29116,136816,15960,1124,3528,15496,6228,59088,-26548,0,211692,-66024,206888
2019:Q4,222364,192763,12917,3188,-7404,-18156,0,39056,231900,-612,7492,-17228,-1564,35748,67980,-2900,0,320816,295952,293536
2020:Q1,194908,81693,9359,25808,5700,36664,0,35684,157712,356,2612,-6940,2528,-1596,-142496,164288,0,176464,49764,99852
2020:Q2,506824,488818,7518,30188,-4984,-25772,0,11056,138644,4048,1336,-15916,3712,1848,111568,-117468,0,127772,607140,75584
2020:Q3,342284,289707,8569,26308,-9912,8092,0,19520,144640,-92,11392,-2352,-7192,7668,47116,-49056,0,152124,240640,131360
2020:Q4,162256,143949,-10369,5356,500,-1392,0,24212,212828,3668,18468,12660,15532,3120,73896,-96764,0,243408,148356,145908
2021:Q1,327644,243702,-2546,27588,748,64784,0,-6632,230104,-1776,-1988,-1704,-3684,8156,10732,-7820,0,232020,360888,255556
