date,FA703130005.Q,FA763130005.Q,FA753130005.Q,FA743130003.Q,FA473130005.Q,FA703130005.Q,FA153030005.Q,FA143030005.Q,FA103030003.Q,FA113030003.Q,FA313030003.Q,FA213030000.Q,FA793030005.Q,FA573030005.Q,FA223030043.Q,FA633030000.Q,FA403030005.Q,FA613030003.Q,FA733030005.Q,FA263030005.Q
1955:Q2,9348,8876,-20,0,492,9348,9336,-100,-100,0,-16,64,124,92,0,0,0,32,0,-60
1955:Q3,6152,5616,-20,0,556,6152,5840,-100,-100,0,-72,92,140,92,0,0,0,48,0,252
1955:Q4,9564,9180,-8,0,392,9564,10120,-100,-100,0,20,108,160,96,0,0,0,64,0,-744
1956:Q1,8900,8392,44,0,464,8900,9528,0,0,0,-24,184,100,96,0,0,0,4,0,-888
1956:Q2,11516,11004,76,0,436,11516,10924,0,0,0,-80,-212,104,104,0,0,0,0,0,780
1956:Q3,6360,5848,68,0,444,6360,6064,0,0,0,-4,40,104,108,0,0,0,-4,0,156
1956:Q4,10936,10372,36,0,528,10936,11272,0,0,0,0,164,116,112,0,0,0,4,0,-616
1957:Q1,14812,14400,-48,0,460,14812,14116,0,0,0,40,240,128,116,0,0,0,12,0,288
1957:Q2,12900,12536,-76,0,440,12900,12968,0,0,0,-56,384,128,120,0,0,0,8,0,-524
1957:Q3,7960,7576,-84,0,468,7960,6980,0,0,0,56,784,136,124,0,0,0,12,0,4
1957:Q4,13520,13068,-48,0,500,13520,13684,0,0,0,-156,124,132,128,0,0,0,4,0,-264
1958:Q1,23508,23068,-44,0,484,23508,15416,2200,2200,0,-124,2108,148,136,0,0,0,12,0,3760
1958:Q2,20544,20096,-8,0,456,20544,15464,2200,2200,0,16,2512,148,140,0,0,0,8,0,204
1958:Q3,10352,9856,-8,0,504,10352,11208,-400,-400,0,104,-752,152,144,0,0,0,8,0,40
1958:Q4,13044,12548,-12,0,508,13044,14308,-400,-400,0,108,-644,152,152,0,0,0,0,0,-480
1959:Q1,9816,9268,20,0,528,9816,10408,-400,-400,0,-28,-488,204,156,0,0,0,48,0,120
1959:Q2,11956,11396,28,0,532,11956,13532,-400,-400,0,44,12,208,160,0,0,0,48,0,-1440
1959:Q3,5972,5340,28,0,604,5972,8068,-400,-400,0,-44,-1032,224,168,0,0,0,56,0,-844
1959:Q4,8476,7864,28,0,584,8476,10104,-400,-400,0,-140,-132,236,176,0,0,0,60,0,-1192
1960:Q1,8716,8152,36,0,528,8716,9620,-928,-928,0,-20,248,196,180,0,0,0,16,0,-400
1960:Q2,14196,13640,36,0,520,14196,12808,-724,-724,0,40,1352,208,192,0,0,0,16,0,512
1960:Q3,17452,16872,44,0,536,17452,13228,1036,1036,0,-40,2132,220,196,0,0,0,24,0,876
1960:Q4,20792,20180,44,0,568,20792,12088,6616,6616,0,-72,1780,232,200,0,0,0,32,0,148
1961:Q1,23120,22472,44,0,604,23120,22264,1088,1088,0,152,940,260,212,0,0,0,48,0,-1584
1961:Q2,24044,23392,48,0,604,24044,19444,2364,2364,0,-48,1356,268,220,0,0,0,48,0,660
1961:Q3,17168,16416,52,0,700,17168,11780,2972,2972,0,48,992,276,228,0,0,0,48,0,1100
1961:Q4,18624,17876,28,0,720,18624,20048,-2024,-2024,0,-64,344,288,236,0,0,0,52,0,32
1962:Q1,33216,32440,16,0,760,33216,25572,5180,5180,0,24,2192,276,248,0,0,0,28,0,-28
1962:Q2,27996,27396,0,0,600,27996,25672,636,636,0,40,1016,284,252,0,0,0,32,0,348
1962:Q3,21648,20944,-4,0,708,21648,23276,-2604,-2604,0,-120,244,300,268,0,0,0,32,0,552
1962:Q4,31708,31008,8,0,692,31708,29412,388,388,0,-4,488,304,272,0,0,0,32,0,1120
1963:Q1,33336,32412,52,0,872,33336,26972,1376,1376,0,-36,3208,244,288,0,0,0,-44,0,1572
1963:Q2,27828,27004,68,0,756,27828,26960,-736,-736,0,-24,832,248,296,0,0,0,-48,0,548
1963:Q3,22968,22044,68,0,856,22968,20968,-172,-172,0,-16,1176,256,308,0,0,0,-52,0,756
1963:Q4,34004,33100,60,0,844,34004,29532,2280,2280,0,40,1356,268,320,0,0,0,-52,0,528
1964:Q1,27320,26388,32,0,900,27320,20880,4148,4148,0,0,884,328,332,0,0,0,-4,0,1080
1964:Q2,29580,28364,24,0,1192,29580,27304,-1088,-1088,0,-12,1684,332,344,0,0,0,-12,0,1360
1964:Q3,27448,26332,28,0,1088,27448,24360,-572,-572,0,-68,2116,352,356,0,0,0,-4,0,1260
1964:Q4,37328,36256,20,0,1052,37328,31876,1448,1448,0,128,2192,364,372,0,0,0,-8,0,1320
1965:Q1,35252,34332,76,0,844,35252,27732,4132,4132,0,-48,2384,436,388,0,0,0,48,0,616
1965:Q2,29300,28204,72,0,1024,29300,23408,3588,3588,0,0,1128,440,400,0,0,0,40,0,736
1965:Q3,30652,29600,68,0,984,30652,24084,2444,2444,0,-40,3272,468,416,0,0,0,52,0,424
1965:Q4,37476,36272,84,0,1120,37476,34668,-876,-876,0,0,2712,484,432,0,0,0,52,0,488
1966:Q1,23696,22792,72,0,832,23696,18668,3572,3572,0,0,112,504,452,0,0,0,52,0,840
1966:Q2,23388,22340,80,0,968,23388,20432,-712,-712,0,-40,2372,512,468,0,0,0,44,0,824
1966:Q3,12120,11316,-4,0,808,12120,9596,264,264,0,-40,1912,512,480,0,0,0,32,0,-124
1966:Q4,22172,21380,4,0,788,22172,25788,-4684,-4684,0,-40,708,612,588,0,0,0,24,0,-212
1967:Q1,50356,49384,104,0,868,50356,38044,3812,3812,0,120,6116,508,484,0,0,0,24,0,1756
1967:Q2,44120,42744,100,0,1276,44120,41428,-3116,-3116,0,80,3544,660,572,68,0,0,20,0,1524
1967:Q3,35388,34160,112,0,1116,35388,31860,1288,1288,0,-40,640,824,588,208,0,0,28,0,816
1967:Q4,32588,31604,128,0,856,32588,28704,2332,2332,0,28,-580,1136,740,368,0,0,28,0,968
1968:Q1,32644,31360,160,0,1124,32644,32540,-1228,-1228,0,252,1996,304,488,-212,0,0,28,0,-1220
1968:Q2,16416,14700,172,0,1544,16416,20724,-4984,-4984,0,-36,1412,552,668,-132,0,0,16,0,-1252
1968:Q3,40848,39716,132,0,1000,40848,32220,1640,1640,0,116,5172,1024,728,284,0,0,12,0,676
1968:Q4,43472,42164,152,0,1156,43472,35188,2068,2068,0,72,4292,1136,780,336,0,0,20,0,716
1969:Q1,7768,5124,220,844,1580,7768,17684,-5456,-5456,0,-72,-3288,-216,476,-712,0,0,20,0,-884
1969:Q2,-668,-3508,84,1312,1444,-668,16872,-12396,-12396,0,8,-5484,1352,964,364,0,0,24,0,-1020
1969:Q3,-18748,-21636,312,1220,1356,-18748,-4836,-4272,-4272,0,-208,-10920,1028,720,272,0,0,36,0,460
1969:Q4,9012,6824,308,560,1320,9012,5056,508,508,0,-356,-3868,708,836,-164,0,0,36,0,6964
1970:Q1,15608,13724,696,212,976,15608,5188,3584,2784,800,-124,5304,784,868,-128,0,0,44,0,872
1970:Q2,58156,56284,360,144,1368,58156,38428,5452,3852,1600,88,12548,1216,880,284,0,0,52,0,424
1970:Q3,81820,79500,276,120,1924,81820,69432,1656,56,1600,632,13592,828,932,-168,0,0,64,0,-4320
1970:Q4,63860,60868,172,120,2700,63860,55692,1688,88,1600,412,8576,1124,864,184,0,0,76,0,-3632
1971:Q1,119016,116320,224,-52,2524,119016,96880,10388,8788,1600,68,10256,1164,1008,80,0,0,76,0,260
1971:Q2,80036,77224,152,-44,2704,80036,68548,6720,5120,1600,148,3692,652,792,-212,0,0,72,0,276
1971:Q3,61304,57508,456,444,2896,61304,50888,3364,1764,1600,52,5480,1116,1072,-24,0,0,68,0,404
1971:Q4,67016,63212,208,260,3336,67016,53984,2576,976,1600,-40,9208,912,948,-104,0,0,68,0,376
1972:Q1,89984,87256,388,-132,2472,89984,72968,10524,8924,1600,-80,3988,600,972,-436,0,0,64,0,1984
1972:Q2,84096,81808,304,-128,2112,84096,70796,3936,2336,1600,-32,6928,1276,1232,-24,0,0,68,0,1192
1972:Q3,89288,85636,-1096,408,4340,89288,81824,-3932,-5532,1600,472,4740,1528,1336,128,0,0,64,0,4656
1972:Q4,90196,86748,-1084,412,4120,90196,67588,5396,3796,1600,-16,11452,1992,1424,504,0,0,64,0,3784
1973:Q1,118192,113520,1548,52,3072,118192,85516,16396,14772,1624,656,9756,2036,1520,452,0,0,64,0,3832
1973:Q2,80176,76816,180,-152,3332,80176,58892,10804,9184,1620,-160,4780,1924,1364,500,0,0,60,0,3936
1973:Q3,65500,61116,1424,372,2588,65500,58264,-824,-2432,1608,-560,11368,-3220,1792,924,0,0,64,-6000,472
1973:Q4,49796,46284,692,296,2524,49796,43384,-992,-2592,1600,-604,2992,2008,1388,560,0,0,60,0,3008
1974:Q1,94684,91776,328,-48,2628,94684,81396,10760,8672,2088,604,3432,340,1668,348,268,0,56,-2000,-1848
1974:Q2,91392,87744,756,-56,2948,91392,65912,3432,1552,1880,-576,10788,3532,1716,1184,572,0,60,0,8304
1974:Q3,50848,46072,2116,100,2560,50848,29772,828,-536,1364,176,1596,2952,1832,760,2304,0,56,-2000,15524
1974:Q4,74728,69488,1296,84,3860,74728,45640,6628,5676,952,-52,6992,6576,2504,680,3336,0,56,0,8944
1975:Q1,101444,95068,716,300,5360,101444,108172,-2440,-2812,372,692,-9460,4104,2152,1072,2824,0,56,-2000,376
1975:Q2,93040,84972,2000,304,5764,93040,74544,9136,8788,348,-632,3672,3008,2624,-492,824,0,52,0,3312
1975:Q3,74616,65372,3856,332,5056,74616,65156,9612,9336,276,632,-2420,500,2724,-1384,-896,0,56,0,1136
1975:Q4,87872,74820,6964,336,5752,87872,86120,-428,-648,220,-312,312,1180,2488,-684,-676,0,52,0,1000
1976:Q1,112352,109208,-2456,-28,5628,112352,112360,3732,3260,472,192,392,1252,2564,-424,-1736,0,48,800,-5576
1976:Q2,96908,90212,1440,-40,5296,96908,93184,6452,5608,844,416,-4188,2784,2204,272,-144,0,52,400,-1740
1976:Q3,85480,78780,1488,260,4952,85480,84860,-1772,-3540,1768,-616,4168,1780,1800,-312,-556,0,48,800,-2940
1976:Q4,135880,127296,1056,264,7264,135880,104884,15808,13284,2524,644,8024,3860,2172,372,-172,0,48,1440,2660
1977:Q1,145960,136924,1104,988,6944,145960,142380,-1468,-3312,1844,-564,4496,3324,2644,-200,-128,0,48,960,-2208
1977:Q2,105644,96776,1320,1200,6348,105644,80416,7500,5340,2160,880,5172,5848,2936,1212,456,0,44,1200,5828
1977:Q3,113156,104244,536,980,7396,113156,99632,5380,2428,2952,-200,8748,5072,3148,328,-52,0,48,1600,-5476
1977:Q4,130524,115108,5904,856,8656,130524,86084,25828,22236,3592,472,9464,5496,3292,-268,948,0,44,1480,3180
1978:Q1,139172,125416,3608,1556,8592,139172,112896,648,-1504,2152,-752,9268,10380,3792,1368,3460,0,40,1720,6732
1978:Q2,108056,97752,2044,2052,6208,108056,73964,3872,1224,2648,1444,8472,17252,3992,1140,1828,0,44,10248,3052
1978:Q3,110588,96792,7916,1568,4312,110588,88612,-592,-4480,3888,-420,9812,12256,3676,1572,3920,0,40,3048,920
1978:Q4,126992,109252,12116,1092,4532,126992,87344,20556,15664,4892,-16,4784,8032,4604,-328,1452,0,40,2264,6292
1979:Q1,98032,91628,952,456,4996,98032,85076,-2708,-8624,5916,-28,3640,10276,4268,1572,6436,0,40,-2040,1776
1979:Q2,42716,30364,6872,-40,5520,42716,41756,-2332,-8180,5848,152,-1600,8552,3800,388,6704,0,36,-2376,-3812
1979:Q3,116360,99536,9268,1612,5944,116360,71960,20388,14712,5676,96,-244,18480,4148,844,11180,0,40,2268,5680
1979:Q4,101796,102424,-2560,2256,-324,101796,72328,16568,11020,5548,40,-5856,17760,4720,1612,5796,0,36,5596,956
1980:Q1,101148,112212,-1316,728,-10476,101148,98580,-5592,-6664,1072,-392,-544,10132,3744,444,8612,0,32,-2700,-1036
1980:Q2,100116,95488,-508,392,4744,100116,90304,-6084,-7912,1828,-604,-2776,15296,3476,-52,8964,0,36,2872,3980
1980:Q3,150716,122256,13424,564,14472,150716,137372,6232,2516,3716,920,-5064,14312,3284,12,11932,0,32,-948,-3056
1980:Q4,219824,197692,19972,1264,896,219824,170100,35724,30492,5232,-764,1420,9328,5228,500,7348,0,32,-3780,4016
1981:Q1,71308,62788,5252,2092,1176,71308,7116,25804,24048,1756,104,-368,42120,4384,1692,34868,0,32,1144,-3468
1981:Q2,108956,102884,2664,3036,372,108956,97700,-520,-1764,1244,-264,416,7424,3216,-1384,8248,0,28,-2684,4200
1981:Q3,142300,124748,12368,2960,2224,142300,112692,-3932,-5112,1180,-360,2868,33036,4932,2140,33832,0,32,-7900,-2004
1981:Q4,231667,169791,54572,1848,5456,231667,165763,24320,22624,1696,-48,6556,24716,6064,-1932,15700,0,28,4856,10360
1982:Q1,239570,178918,57920,772,1960,239570,219798,-220,-2264,2044,516,10592,1788,12436,636,-10392,0,24,-916,7096
1982:Q2,209390,160970,47020,-316,1716,209390,174690,-13080,-15312,2232,696,5360,24608,13796,2552,14796,0,24,-6560,17116
1982:Q3,195605,148757,36688,-400,10560,195605,104529,32184,29692,2492,112,8288,46108,12452,1892,21984,0,24,9756,4384
1982:Q4,234934,191250,23976,496,19212,234934,224486,25124,22292,2832,564,-212,-27924,13076,3636,-39436,0,28,-5228,12896
1983:Q1,212125,230601,-28676,1396,8804,212125,237337,2292,-944,3236,-708,-3956,-18016,16300,5432,-42004,0,28,2228,-4824
1983:Q2,227852,181328,35772,2248,8504,227852,198092,21680,17968,3712,-804,-4564,10504,22232,1628,-16912,0,28,3528,2944
1983:Q3,221479,185895,19432,2232,13920,221479,231207,-1092,-4928,3836,140,-4052,-3420,692,-1808,-6196,0,32,3860,-1304
1983:Q4,181430,104242,56576,1348,19264,181430,146586,17124,13508,3616,-432,-1296,12184,6604,5920,-2136,0,32,1764,7264
1984:Q1,233588,233884,-15420,532,14592,233588,272792,-6724,-10056,3332,560,-14440,-17620,-2820,5276,-13556,0,-368,-6152,-980
1984:Q2,314109,257857,45916,-228,10564,314109,282937,-3608,-6600,2992,100,8844,10264,-592,3956,15072,0,4,-8176,15572
1984:Q3,229132,216020,4180,-364,9296,229132,210916,-15480,-18712,3232,392,16068,14356,19420,6536,-18772,0,136,7036,2880
1984:Q4,278984,232472,35236,108,11168,278984,219444,36012,31968,4044,1076,3144,17972,12600,-3068,16604,0,-192,-7972,1336
1985:Q1,239544,199340,24140,464,15600,239544,188572,20784,15704,5080,-276,13780,14428,20680,8500,-9108,0,84,-5728,2256
1985:Q2,133535,133663,-19596,684,18784,133535,123047,-18624,-24968,6344,-108,3196,26840,25600,2116,-6192,0,372,4944,-816
1985:Q3,142131,89539,23876,800,27916,142131,107131,13652,7520,6132,332,9948,5800,-3084,-1860,-4460,0,852,14352,5268
1985:Q4,77174,96602,-36952,808,16716,77174,86470,6896,2452,4444,212,6648,-29216,-8892,-3288,-7004,0,-32,-10000,6164
1986:Q1,140841,129301,-10152,956,20736,140841,109573,24944,21824,3120,1492,-2244,24892,5772,2980,1276,0,500,14364,-17816
1986:Q2,110232,76548,2960,1212,29512,110232,80588,24832,22680,2152,100,648,1196,3700,444,-912,0,16,-2052,2868
1986:Q3,191858,109522,49800,1104,31432,191858,135322,48388,47164,1224,-760,12,6844,10932,-10352,9560,0,1472,-4768,2052
1986:Q4,162087,67335,68580,632,25540,162087,178147,-26416,-26752,336,-92,-2756,10148,20872,-6816,1100,0,1280,-6288,3056
1987:Q1,23148,9388,-7876,112,21524,23148,68216,-18824,-17648,-1176,-448,756,-26596,-12928,-9952,-1196,0,368,-2888,44
1987:Q2,165431,100903,48100,-444,16872,165431,142667,-628,2696,-3324,1008,1848,23276,532,-6600,19504,0,-180,10020,-2740
1987:Q3,155424,108416,42416,-476,5068,155424,169808,-8224,-5236,-2988,-212,-484,-6732,-10708,-2936,11056,0,1036,-5180,1268
1987:Q4,262355,229699,29648,12,2996,262355,216099,21656,21840,-184,524,7580,11580,-20164,788,29252,0,1116,588,4916
1988:Q1,174297,201981,-40520,296,12540,174297,167353,-6812,-15884,9072,-316,3148,11380,1568,2180,10672,0,564,-3604,-456
1988:Q2,162330,134282,10488,520,17040,162330,170410,-20984,-29168,8184,288,-7232,13008,25084,416,-9688,0,1152,-3956,6840
1988:Q3,208148,167020,31052,684,9392,208148,171144,21760,17076,4684,-900,4896,11476,-468,2492,11612,0,-244,-1916,-228
1988:Q4,191789,118425,65012,784,7568,191789,163609,17624,13296,4328,-60,-1108,4404,17172,2512,-14796,0,512,-996,7320
1989:Q1,90635,56592,36048,740,-2745,90635,61712,-28492,-31576,3084,-288,163,51772,30300,4028,11352,0,2764,3328,5768
1989:Q2,121310,139438,-15068,552,-3611,121310,26330,24036,25368,-1332,-188,197,62440,28332,1180,28392,0,1016,3520,8496
1989:Q3,117067,94387,4488,1000,17192,117067,107519,-31408,-30072,-1336,-520,-6512,44548,28364,1728,5688,0,544,8224,3440
1989:Q4,187043,101558,65140,2084,18261,187043,123959,34788,29628,5160,424,2808,17792,22860,840,-8004,0,832,1264,7272
1990:Q1,-68434,-16798,-67412,3592,12184,-68434,1814,-38132,-43052,4920,592,-11955,-26772,6384,-2324,-27240,0,-80,-3512,6020
1990:Q2,-11373,-21132,-7452,5516,11695,-11373,15717,6624,4312,2312,-296,-206,-29392,-10892,-2104,-22716,0,1036,5284,-3820
1990:Q3,-8169,-26070,-1520,5128,14293,-8169,25820,10936,5776,5160,496,-9105,-32568,-8672,-604,-23748,0,744,-288,-3748
1990:Q4,98182,3726,81036,2428,10992,98182,121349,7060,8780,-1720,-224,3669,-32484,-3552,-404,-11460,0,908,-17976,-1188
1991:Q1,1331,-58827,54384,-244,6019,1331,-48420,9864,13600,-3736,-412,-6629,41816,-10344,27828,27688,0,1000,-4356,5112
1991:Q2,-134493,-136160,-16448,-2908,21023,-134493,-163558,18480,13320,5160,976,-5247,11204,8636,-9712,13020,0,4440,-5180,3652
1991:Q3,-53617,-148138,75500,-3332,22353,-53617,-66757,14496,10996,3500,-68,-12101,22012,18372,-9312,10192,0,2896,-136,-11200
1991:Q4,-84074,-156544,50296,-1528,23702,-84074,-41019,-21936,-25848,3912,96,-15827,-6888,5320,-4296,2424,0,2824,-13160,1500
1992:Q1,-209059,-201994,-28424,-4,21363,-209059,-217395,-1024,-13656,12632,1400,-10887,41822,-20196,-1688,-11682,0,-344,75732,-22976
1992:Q2,-132688,-160680,15496,1196,11300,-132688,-122622,2200,-3668,5868,1200,-8597,-18073,-18204,-192,1559,0,-1480,244,13204
1992:Q3,-111039,-143882,17220,1388,14235,-111039,-78372,13056,5448,7608,-104,-391,-13235,-12520,-1792,-1563,0,1728,912,-31992
1992:Q4,-58002,-137816,57808,576,21431,-58002,-113899,7276,5516,1760,-5204,-12261,-9394,-17524,-3872,9590,0,1140,1272,75480
1993:Q1,-263761,-208916,-56840,-100,2095,-263761,-247814,31336,24516,6820,248,1246,11118,4372,2596,-2070,0,2076,4144,-59896
1993:Q2,-21322,-78497,46540,-652,11287,-21322,-72977,15304,13168,2136,-404,-936,1296,-1168,4040,-3072,0,1300,196,36396
1993:Q3,-76140,-62696,-26764,-716,14036,-76140,-9495,-17780,-17128,-652,-36,356,-57617,-17396,-188,-50425,0,7136,3256,8432
1993:Q4,16698,-57471,58264,-300,16205,16698,-164058,48744,43408,5336,-60,-9630,33926,776,-9296,43994,0,2056,-3604,107776
1994:Q1,-101526,-76730,-34936,1068,9072,-101526,-82561,-14168,-18688,4520,-352,193,-15538,6884,-1444,-24134,0,504,2652,10900
1994:Q2,733,-19257,12612,1712,5666,733,-100278,15148,11908,3240,-136,3057,22694,1704,-1396,20942,0,1232,212,60248
1994:Q3,69532,749,58524,1312,8947,69532,125279,4832,964,3868,132,4845,-11913,-4680,-11536,1243,0,1032,2028,-53644
1994:Q4,27122,8032,17208,2112,-229,27122,-56099,26020,23364,2656,-136,3032,24873,21944,-612,1253,0,1904,384,29432
1995:Q1,108598,96467,16780,1768,-6417,108598,108745,-50160,-56656,6496,1752,10576,48489,10956,212,32269,0,3060,1992,-10804
1995:Q2,284014,221952,43080,1792,17189,284014,191157,41416,38488,2928,-288,4012,27477,4260,232,26369,0,1236,-4620,20240
1995:Q3,228454,183874,14428,1888,28264,228454,191275,10356,5640,4716,-4,7718,55229,9560,6460,35129,0,436,3644,-36120
1995:Q4,97341,119878,-40980,4260,14183,97341,32718,28796,25804,2992,-452,12178,8401,7632,1020,-8839,0,9780,-1192,15700
1996:Q1,248205,229182,-3168,1760,20431,248205,233295,-13232,-15356,2124,380,12948,10686,8456,2020,-3138,0,1060,2288,4128
1996:Q2,198827,168652,20000,2484,7690,198827,116554,35792,31932,3860,13204,7856,42389,12604,-4392,29497,0,956,3724,-16968
1996:Q3,288092,190558,85824,-1784,13494,288092,173720,40576,36608,3968,-4092,7399,54894,9544,-6388,45422,0,2816,3500,15596
1996:Q4,170385,73180,81156,-1192,17240,170385,25252,70976,66744,4232,-3748,5509,75864,4108,76,52536,0,5744,13400,-3468
1997:Q1,184827,132810,52992,-2152,1177,184827,99452,26156,12968,13188,200,7494,46041,8836,10912,41909,0,92,-15708,5484
1997:Q2,306635,219922,69140,-1944,19517,306635,159997,65708,53636,12072,3376,2381,73265,12040,-10876,71341,0,4672,-3912,1908
1997:Q3,293837,218696,57688,2352,15100,293837,267164,-8216,-18116,9900,-2052,11090,24307,-1092,2084,31819,0,-4376,-4128,1544
1997:Q4,220548,183123,6780,1736,28909,220548,78182,98008,90328,7680,2552,2755,-4593,24112,-1612,-29181,0,14508,-12420,43644
1998:Q1,265580,229142,42748,2184,-8494,265580,32696,201360,162616,38744,-1640,21344,-8821,30284,-3068,-47525,-9700,5164,16024,20640
1998:Q2,134274,129216,-35072,1988,38142,134274,16498,28628,-8116,36744,980,8398,94126,33468,-128,43722,5084,2472,9508,-14356
1998:Q3,143494,134665,-25364,2452,31741,143494,25204,37132,-5608,42740,1280,10291,64947,28304,384,62851,-13120,-7152,-6320,4640
1998:Q4,324615,382472,-106256,1136,47263,324615,249477,8708,-36036,44744,4656,17475,42808,26744,1064,-6500,10972,4848,5680,1492
1999:Q1,-57577,-25397,-25032,-4860,-2288,-57577,-133997,63240,12188,51052,-3424,12924,35255,-35936,744,35963,5348,7808,21328,-31576
1999:Q2,225873,187431,-228,2216,36454,225873,65163,113496,61448,52048,828,13025,28005,-33692,-2072,34437,18388,3000,7944,5356
1999:Q3,230101,183412,24068,2760,19861,230101,164674,69884,14832,55052,2068,15892,-26613,-46244,1876,699,-19972,-1152,38180,4196
1999:Q4,460450,243380,203200,6408,7461,460450,229635,142740,88688,54052,3212,12918,37277,-40820,-1712,59649,17188,21216,-18244,34668
