1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1986:Q3,456318,501643,497668,544994,552805,51582,501223,-7019,-792,-47326,386204,-3000,-29472,48388,5362,3368,-4448,228,-4928,4928,-4676,0,9559,-2036,11595,112,19188,16228,-836,4236,63165,254354,433530,491951,135256,24936,-4944,115264,170626,26108,54960,89558,4688,36820,7028,137533,-58421,-84672,25872,379,3975
1986:Q4,470118,497302,442896,549399,558367,51934,506433,-12759,3791,-106503,162272,4388,65900,-26416,181,5324,820,4320,6420,-13560,3640,0,-12317,-14580,2263,1652,20088,15932,-960,2480,43929,41271,268775,344349,62600,-33084,-9572,105256,266450,162268,40776,63406,19864,39276,11396,-55237,-75575,-107220,54872,-23227,54406
1987:Q1,495154,517929,550770,572084,545002,51939,493063,27973,-891,-21314,246848,-9500,31296,-18824,-308,1932,-6312,11704,-10684,-344,-6988,0,-1052,-5044,3992,4716,5760,20708,-888,-1268,93996,126592,268162,329209,100020,-4124,2448,101696,61137,-33260,2276,92121,23648,65632,-3444,82216,-61047,-42876,24636,-42807,-32841
1987:Q2,526578,539466,472615,568488,552693,51132,501561,16524,-729,-95873,117079,-3720,12700,-628,610,-96,-35136,-3504,-21304,2928,-13256,0,1344,-8736,10080,140,6004,22476,-396,-5552,10440,108893,212952,289098,78400,4920,-5000,78480,140234,11616,47652,80966,7588,-1860,19772,44964,-76147,-76164,25076,-25059,66851
1987:Q3,554719,556823,491684,564739,563830,48980,514850,1017,-108,-73055,149118,-3260,12440,-8224,562,276,10800,19344,-5828,120,-2836,0,6168,-6224,12392,732,6356,27196,-624,-2148,55828,43016,222173,281558,97320,8032,372,88916,170074,47292,40932,81850,44300,58220,1508,-89865,-59385,-70172,35044,-24257,65139
1987:Q4,565113,564125,511942,627755,564880,46196,518684,63082,-207,-115813,400879,4724,-14368,21656,1993,-8956,-9820,-8372,-212,-1552,316,0,2212,632,1580,4256,4880,38464,-100,-1752,100896,256794,516692,610056,63572,-2432,-1476,67480,216511,28608,62636,125267,13396,75788,4820,235969,-93364,-112712,38808,-19460,52183
1988:Q1,594161,580915,494600,590238,574367,46250,528117,16956,-1085,-95638,361414,8288,27684,-6812,1703,1184,-5536,-6604,-1896,4216,-1252,0,35456,26344,9112,6916,-74268,1604,-332,-4412,143928,226011,457052,543065,82476,-21596,548,103524,224737,53684,73232,97821,-12148,101984,-10972,156989,-86013,-100492,52324,-37845,86315
1988:Q2,606812,580974,529248,604923,588619,45274,543345,19648,-3344,-75675,224209,28256,30420,-20984,-3114,-2332,-15960,3612,-17352,9620,-11840,0,36064,30828,5236,-2780,-78460,4492,48,-3356,72844,179071,299884,382128,134364,7540,876,125948,180193,65044,30900,84249,12200,30008,11280,14083,-82244,-139152,64252,-7344,51726
1988:Q3,623447,581102,572749,612769,593140,44598,548542,18181,1448,-40020,229230,3500,460,21760,-2846,2480,228,1048,252,-756,-316,0,38488,31192,7296,-592,-78004,26108,440,-1724,16848,202084,269250,334667,117052,17188,-200,100064,203390,26712,60452,116226,16364,-12300,-9868,20029,-65416,-83060,47180,-29536,8353
1988:Q4,639863,600945,614009,624698,605656,45321,560335,19144,-102,-10689,794223,-18876,6760,17624,-138,5144,5860,-3328,5644,416,3128,0,26696,21424,5272,11248,-79672,332,116,-1444,176828,643745,804912,968895,132604,44500,-484,88588,184604,43452,21496,119656,27004,123464,7220,493999,-163983,-194500,75532,-45015,-13064
1989:Q1,645754,578067,612844,664791,617794,46381,571413,48137,-1140,-51947,618989,-11728,22255,-28492,-734,-4948,77808,8404,38176,6680,24548,0,-30921,-18976,-11945,17389,-4536,27700,-1480,-1440,126337,431778,670935,847816,74661,15704,-1639,60596,171024,34763,84428,51832,51078,114172,6771,430111,-176881,-172376,11632,-16137,-34777
1989:Q2,613563,581914,500946,661056,624305,46517,577788,36257,494,-160110,55836,-6036,4305,24036,3248,-880,22639,5979,12200,-2408,6868,0,-32425,-28112,-4313,-421,-4892,4720,-1716,-1440,24417,20281,215945,315615,125132,42244,-3548,86436,162969,56853,65354,40762,15161,-2186,2167,12371,-99670,-98116,24000,-25554,80968
1989:Q3,589919,595110,480346,653070,643615,47241,596374,9826,-371,-172724,16705,-12484,3557,-31408,1165,-4300,26029,-7259,21996,-2104,13396,0,-27687,-30068,2381,1710,-5372,11120,-292,-1440,-8957,65065,189429,322894,85854,23056,-1182,63980,75438,37230,-5506,43714,1073,-24898,-10928,196355,-133465,-145884,56420,-44001,114764
1989:Q4,590657,581198,420032,661356,645157,47322,597835,16553,-354,-241324,4445,2852,8703,34788,482,1336,51424,-4552,28136,10424,17416,0,-3127,-29292,26165,26026,-5436,16024,276,-1440,53651,-181113,245769,281030,94825,4740,2693,87392,75497,12270,70003,-6776,14356,10303,-3714,89763,-35261,-79540,81216,-36937,161166
1990:Q1,596908,594515,565991,669340,656333,48200,608133,13954,-947,-103349,156642,3856,23113,-38132,9328,-2988,-73666,-6034,-28280,-8496,-30856,0,-8164,-8272,108,3278,6048,44756,-300,-988,9664,180837,259992,290892,67846,41884,-786,26748,149214,-13890,87476,75628,10686,90177,1729,-28760,-30901,-68968,30148,7919,28524
1990:Q2,616509,611105,547835,683968,650334,46631,603703,33700,-66,-136133,-62366,-472,-6118,6624,10329,-944,-3073,-77,6924,-7016,-2904,0,-9438,-5152,-4286,-4604,6372,23016,-300,-988,42118,-124887,73767,64285,63301,-3956,-55,67312,81762,11493,62734,7535,11120,-1840,-135,-89923,9482,-48228,23360,34350,63270
1990:Q3,640397,587783,564296,677829,655985,44107,611878,21866,-22,-113533,353404,-4168,-26667,10936,14544,3968,-35950,1994,-35884,-9624,7564,0,1949,-4284,6233,18322,5448,39108,-300,-988,78619,248583,466937,423564,52725,26388,-759,27096,51901,-13932,52655,13177,3596,70422,1736,243184,43373,-74912,81076,37209,23487
1990:Q4,625125,609996,453727,635252,648168,40988,607180,-11335,-1581,-181525,65077,832,39524,7060,9779,-2620,3741,2297,4372,1596,-4524,0,4581,-6612,11193,-30592,5876,49292,-100,-984,-2709,-18604,246602,212603,42276,-25356,252,67380,26007,-8736,48126,-13383,4023,-45331,-946,186574,33999,-60824,75288,19535,156269
1991:Q1,600983,631362,511183,623744,641004,38124,602880,-15520,-1740,-112561,49749,2528,-74276,9864,7020,-3252,-4121,6939,-12648,-1648,3236,0,-13259,-240,-13019,16770,6256,24608,-300,2408,-111153,186654,162310,116556,53725,-25188,753,78160,-115297,-34913,-88819,8435,-21498,-24107,-32253,255987,45754,-4664,46184,4234,120179
1991:Q2,614343,634599,638633,618905,638676,38078,600598,-18033,-1738,19728,113193,-11000,27354,18480,6005,424,12884,4256,400,8328,-100,0,-8491,756,-9247,-18904,6192,40768,252,2408,14795,22026,93464,68884,87066,-10220,1718,95568,-87106,-61954,-25806,655,25226,14864,-10283,39117,24581,12444,-20432,32569,-4034
1991:Q3,624736,633097,564469,630539,631420,37901,593519,843,-1724,-66070,186152,3916,32995,14496,5849,820,64949,-2883,29504,-6420,44748,0,3885,620,3265,-4223,6468,35432,252,2408,21887,-2982,252222,189415,45024,-34320,-820,80164,-169309,-39288,-37848,-92173,-17132,54643,6978,269211,62806,19232,-5760,49334,68628
1991:Q4,637337,636887,424196,659428,630041,37090,592951,31133,-1746,-235232,-109377,11428,43754,-21936,8082,-60,39676,-4876,4800,7048,32704,0,4417,2028,2389,-487,6956,58360,592,2412,46903,-309474,125854,43160,50661,-3772,-6327,60760,-179731,-50805,-70931,-57995,-13255,42936,-165,142714,82694,48716,1216,32762,212691
1992:Q1,652767,641350,61020,626462,627971,37923,590048,246,-1755,-565442,608551,-5828,5683,-1024,19362,6364,-35090,5002,-5232,11040,-45984,84,-17263,-1916,-15347,25228,-31624,28108,-296,5036,20511,589383,1173993,1078336,98916,16000,2880,80036,-98007,-35784,-14983,-47241,-7494,43942,126,1040854,95657,47276,26748,21633,580330
1992:Q2,696085,643346,580261,668032,646587,38432,608155,23209,-1764,-87771,4662,36,15247,2200,18209,2644,91618,-1354,63216,-580,30224,112,2478,-252,2730,1671,-31976,37056,-400,5036,85694,-224849,92434,1085,71605,-5048,2557,74096,-101249,-43391,-1856,-56003,9034,61818,8878,-49000,91348,35968,6832,48548,63085
1992:Q3,702110,673647,522821,677720,658948,38491,620457,20512,-1740,-154899,58765,2608,5752,13056,17070,-2712,-15764,4060,-19356,2940,-3576,168,12523,708,11815,-4744,-32732,36128,400,5036,15437,6708,213664,149688,63545,-2472,4357,61660,-55043,-9892,26804,-71956,-5796,34181,10464,102337,63976,13352,-3128,53752,150826
1992:Q4,740916,659967,536386,697512,677889,40663,637226,21344,-1721,-161126,26393,608,-28474,7276,14720,7452,58637,1689,32932,492,23316,208,14914,3100,11814,1997,-34136,34388,0,5036,16958,-72983,187519,170319,88827,26036,7411,55380,-114951,-30774,19066,-103243,7412,18918,8908,161206,17200,19380,-6212,4032,123581
1993:Q1,736605,681428,723485,722547,688368,41949,646419,35940,-1761,938,396897,-9208,36139,31336,-6843,-4608,-41195,7069,-69336,26328,-5276,20,-36443,-14696,-21747,13026,46220,51560,432,6804,145739,163938,395958,311810,228203,-9346,5801,231748,-161578,-40740,-57415,-63423,14699,69615,-4286,165158,84148,14632,17664,51852,-42057
1993:Q2,782154,692033,696423,722082,699667,43324,656343,24104,-1689,-25659,312468,712,40484,15304,1439,-3336,22692,6548,19940,-14188,10348,44,1211,-10080,11291,27145,46100,27232,248,6804,44069,82364,338127,258073,214773,27950,4551,182272,-80087,4158,-24890,-59354,21515,-4619,8105,98385,80054,31312,-940,49682,-4390
1993:Q3,776914,716391,737246,714195,709246,44748,664498,6598,-1649,23051,294377,6444,-14724,-17780,89,-4432,75460,-4448,21260,22416,36276,-44,8042,-9364,17406,-10174,46960,66344,272,6804,37734,93338,271325,216364,194497,11562,8123,174812,-46177,-8289,-10436,-27452,18723,18373,5966,24981,54962,47768,-37000,44194,-20855
1993:Q4,842569,728617,731849,751787,736880,45451,691429,16612,-1705,-19938,399679,-3104,28416,48744,-269,2172,-14313,299,-16368,7340,-5632,48,9549,-11156,20705,41936,47732,14584,236,6800,-5153,222348,419616,313895,157951,9882,7841,140228,-46231,32527,-25378,-53380,21883,68319,4802,107171,105722,44308,24952,36462,-3232
1994:Q1,860571,779401,731370,787948,744104,44767,699337,45362,-1518,-56578,311122,4912,59737,-14168,3974,292,32540,4528,24888,13420,-10464,168,-14815,2252,-17067,51277,-30700,52792,320,2084,113187,49689,367700,306344,167990,13600,10486,143904,61401,32077,54818,-25494,-3279,72550,-12985,20666,61356,3768,30252,27336,48031
1994:Q2,890354,770755,798733,839962,759235,45716,713519,81411,-684,-41229,281607,1400,25903,15148,16876,-260,7943,6075,-8,9948,-8232,160,28673,13032,15641,2263,-30596,55868,256,2084,105575,50474,322836,209688,102278,6656,8954,86668,97065,65767,17777,13521,2656,85509,11231,-89052,113149,13284,12412,87453,-27978
1994:Q3,917318,782594,817291,826963,776805,46918,729887,53223,-3065,-9672,217968,-13768,10181,4832,9462,728,-8969,-2549,33044,-40004,392,148,22250,6220,16030,8529,-31864,56824,268,2084,39106,118305,227640,169729,86526,27040,3430,56056,134047,77826,28054,28167,9322,51363,723,-112251,57911,-37872,50756,45027,-34697
1994:Q4,955797,809527,1040305,884715,811152,50179,760973,75142,-1579,155590,550900,12104,-16489,26020,16248,-2072,5390,-10394,-31080,19900,26816,148,30261,7296,22965,-1841,-31628,88312,-120,2084,95027,327603,395310,419629,113538,38340,4430,70768,105264,84874,42232,-21842,19137,129333,5071,47287,-24319,-114292,63172,26801,-230778
1995:Q1,962145,823670,723997,912668,853061,54631,798430,61179,-1572,-188671,258467,-7256,-36979,-50160,13407,6116,-47248,15020,-30168,4668,-36740,-28,-8143,-1972,-6171,4276,-2640,66552,-112,4648,69855,246151,447138,408997,52335,2961,922,48452,230552,141655,55062,33836,-11066,93962,3041,40173,38141,-43204,49468,31877,99673
1995:Q2,971037,849109,774518,901326,867057,56207,810850,33759,510,-126808,347532,2416,6227,41416,41907,21248,109048,1092,30392,13056,64552,-44,12984,208,12776,2626,-2872,53332,-116,4648,13404,41265,474340,434535,136212,32761,3307,100144,164245,94895,36614,32736,8126,49570,-2983,79366,39805,-45060,46108,38757,74591
1995:Q3,1003289,875524,774975,915499,877601,59309,818292,11326,26572,-140524,456835,5608,21823,10356,22746,-20992,-118135,-923,-11432,-14092,-91700,12,-3324,-1012,-2312,4240,-3080,75324,-96,4648,164156,293561,597360,601601,59475,18937,1962,38576,133874,59366,21343,53165,5495,114265,-6724,295215,-4241,-70192,56508,9443,100549
1995:Q4,1021751,898436,792137,909233,892569,59754,832815,18431,-1767,-117096,631747,6188,73321,28796,28689,-5324,45071,-9925,57504,10552,-13396,336,-11605,-1064,-10541,5914,-3244,149024,104,4648,125625,184540,748843,722758,96567,17793,6086,72688,94103,55429,26281,12393,-9039,121127,8846,411155,26085,-48648,73624,1109,106299
1996:Q1,1057357,920723,937175,915010,908387,58311,850076,6881,-258,22165,612021,11936,-88958,-13232,20630,-48,-28440,9292,6756,-10272,-34672,456,-9235,-6832,-2403,-7012,26628,95344,-112,8728,109767,486024,589856,673391,116425,25793,624,90008,125947,71751,2291,51905,30591,79091,8159,313177,-83535,-68624,14248,-29159,-16452
1996:Q2,1095972,920660,763889,955816,925982,58939,867043,30521,-687,-191927,457733,-2172,48106,35792,19150,7576,70716,16964,31140,8108,14100,404,-33838,-6912,-26926,1054,27664,49764,72,8728,127734,97386,649660,545636,122904,9037,8243,105624,187006,63070,50784,73151,12453,135220,13208,74845,104024,-23760,101528,26256,156771
1996:Q3,1096057,931010,945977,1003731,952367,58840,893527,51070,294,-57754,498656,4312,41137,40576,16441,1408,-12107,7385,-41116,12184,9080,360,-26254,-5264,-20990,14806,28352,62140,-36,8728,120346,198807,556410,597691,48889,-14515,-1700,65104,215445,121206,37544,56695,3348,-63023,963,392068,-41281,-74924,36088,-2445,-14967
1996:Q4,1120698,959431,746017,1025131,976086,59355,916731,34725,14320,-279114,382120,29144,81315,70976,23219,-3080,-5229,11927,-17096,10216,-9928,-348,17379,-3676,21055,24060,30556,67020,248,10164,112725,-76377,661234,599997,78535,-24099,5206,97428,91478,46244,-6523,51757,3563,173952,25189,227280,61237,-11996,85448,-12215,213414
1997:Q1,1140887,978179,926437,1047054,996944,61643,935301,49745,365,-120617,420003,3040,35157,26156,26824,-688,-6646,-3626,35496,-36832,-2076,392,1896,23968,-22072,4053,79296,99028,16,1728,139980,10164,540620,591167,124631,7017,2970,114644,199004,152142,-4146,51008,38278,26980,25452,176822,-50547,-66720,61152,-44979,51742
1997:Q2,1150213,995250,646712,1134346,1019229,63424,955805,88374,26743,-487634,34302,17976,-20471,65708,30088,-1932,-62138,-2598,-54472,-29796,24152,576,15200,26648,-11448,4070,92704,76592,12,1728,146940,-332176,521935,509398,173087,20541,4414,148132,222193,107822,19712,94658,25544,105743,6887,-24057,12538,-84864,113576,-16174,348538
1997:Q3,1199319,1020414,895631,1129817,1058718,64050,994668,67935,3164,-234186,460561,-844,19505,-8216,32088,3020,-28915,5829,-9916,-13716,-11012,-100,26129,25844,285,1527,99212,72668,84,1728,56979,185597,694747,683818,243330,14701,6197,222432,279233,70109,92015,117109,1859,82198,16470,60727,10930,-77548,114964,-26486,124783
1997:Q4,1202254,1014760,829612,1133332,1054508,63325,991183,77652,1172,-303720,240875,-40448,13121,98008,22504,2232,-43416,18840,-37364,-1692,-23416,216,87763,27872,59891,10846,101636,68308,-112,1728,148613,-229909,544595,599172,92292,12645,3023,76624,344097,113930,120955,109212,24832,173054,5623,-40726,-54577,-70024,17860,-2413,185148
1998:Q1,1161059,968864,655709,1179126,1072589,61748,1010841,105100,1437,-523417,596116,15904,69588,201360,41608,-3380,-9418,-2242,-12244,-2752,6940,880,-23863,-2188,-21675,23793,127624,151708,156,14576,112663,-126203,1119533,1142824,375995,51068,8403,316524,254776,72213,39688,142875,15995,153067,17487,325504,-23291,-44580,72284,-50995,313155
1998:Q2,1180266,985655,778380,1141239,1094411,62368,1032043,37340,9488,-362859,725556,-26152,-12862,28628,59983,-4904,-31401,-14773,-4568,-988,-11244,172,-3097,-3736,639,51965,131340,95096,1180,14576,38185,383020,1088415,1125329,367802,3760,6150,357892,345744,173375,27921,144448,20100,19037,-21488,394135,-36914,-94488,104416,-46842,207275
1998:Q3,1211372,1005562,1460810,1170124,1110971,64096,1046875,52420,6733,290686,1010181,-8768,-23991,37132,60596,3044,15750,4462,9812,5008,-3056,-476,-33807,-3292,-30515,-9733,117808,84008,0,14576,192099,561467,719496,936052,199218,85568,5174,108476,392770,154048,56361,182361,21430,78235,32605,211794,-216557,-238188,36848,-15217,-455248
1998:Q4,1209683,1006472,999131,1192867,1133239,66937,1066302,60017,-389,-193736,1532545,48532,-70523,8708,48021,3824,50589,25705,17032,9284,-572,-860,25308,-6004,31312,23671,142388,96224,-1076,14576,119224,1023079,1726281,1970573,110565,-42956,3317,150204,468318,84580,154498,229240,41527,101330,7252,1241582,-244292,-464084,267556,-47764,7341
1999:Q1,1227636,1055872,1078635,1243334,1161695,69714,1091981,83394,-1755,-164699,1151920,22868,-16854,63240,43626,2268,12105,18901,-5288,2860,-4184,-184,-38165,-25988,-12177,99953,453012,137988,-80,9848,188197,173914,1316619,1431638,280723,58321,6682,215720,387128,78817,115568,192744,62723,111824,-4584,593824,-115019,-50276,-19588,-45155,-22763
1999:Q2,1252760,1072130,1060933,1227038,1193175,73084,1120091,35112,-1249,-166105,1056278,-15568,52936,113496,30418,-5364,2321,26113,-9352,156,-14676,80,-16370,-28636,12266,55658,483416,117288,64,9848,215522,12612,1222383,1254482,246580,-2643,4183,245040,172840,50554,-40759,163045,34906,215737,45329,539090,-32099,-321536,366884,-77447,11197
1999:Q3,1249146,1056226,1463719,1265805,1223954,75161,1148793,40516,1335,197914,1532562,4588,14111,69884,33035,10620,33206,-4738,560,4328,33180,-124,-51165,-29064,-22101,46853,451720,179060,-4,9848,317361,413445,1334648,1431051,326417,49757,5972,270688,367458,127133,36313,204011,57350,265224,-1732,416335,-96403,-85736,67520,-78187,-407493
1999:Q4,1267321,1060968,637760,1319603,1237083,76282,1160801,84241,-1721,-681843,833234,-8120,88531,142740,65717,-1184,-30172,-7592,-5880,-116,-17812,1228,-18632,-27732,9100,22060,517416,140816,-12,9848,273216,-368991,1515077,1433409,144636,44037,3415,97184,346650,98728,39390,208532,56181,258988,24595,602360,81668,68460,107672,-94464,423208
2000:Q1,1265031,1060897,899773,1300326,1285595,77574,1208021,16157,-1426,-400553,1326885,17160,7958,62200,30520,8808,51687,15455,11828,11156,12656,592,-22603,1412,-24015,-34582,-166948,147904,28,332,222855,1001566,1727438,1448985,211665,29752,4729,177184,460706,98479,185462,176765,24800,293999,53044,404772,278453,196768,119076,-37391,161124
2000:Q2,1290901,1073848,1103489,1421044,1331875,77921,1253954,90443,-1274,-317555,1774886,-24032,54933,135624,9395,-8208,47029,10909,9372,11536,15080,132,14238,412,13826,-3351,-162048,183144,-68,332,383450,1144448,2092441,1924105,240416,110448,-712,130680,435794,205730,47881,182182,39660,397525,2458,808252,168336,-107400,299436,-23700,-29641
2000:Q3,1265365,1084604,1224254,1406097,1349507,76976,1272531,57232,-642,-181843,1738329,-62976,79668,126128,33857,-720,3869,20849,636,3376,-20828,-164,20958,-1884,22842,25196,-160032,95168,72,332,402990,1173819,1920172,1742420,220005,56128,2609,161268,172842,37666,-8094,143270,145528,382624,-29864,851285,177752,46924,112000,18828,-139650
2000:Q4,1248225,1063802,2044257,1406254,1353258,76603,1276655,54343,-1347,638003,2083151,40124,30765,90196,29492,-6236,-14941,-6569,-15164,-14040,19828,1004,9783,960,8823,-32023,-147084,163972,176,332,395633,1522963,1445149,1537043,97302,-4024,-1182,102508,343674,63637,129463,150574,14608,344908,48806,687744,-91894,-279852,238964,-51006,-980455
2001:Q1,1257712,1082259,1386932,1303702,1331853,76127,1255726,-30630,2479,83230,1080294,-28404,-205076,-61404,151458,-3420,-12452,15420,-3320,-4556,-20128,132,-28546,5428,-33974,16794,-209016,115172,-196,4304,-244490,1585570,997064,843161,214086,-199164,4530,408720,35895,-14431,42653,7673,97480,-142236,-606,638542,153903,57256,82904,13743,-304673
2001:Q2,1268534,1129146,741921,1291741,1304892,77035,1227857,-11560,-1591,-549820,232796,660,9553,-6356,90088,-612,-2540,5176,3488,2176,-11800,-1580,-25424,4304,-29728,-10971,-220564,115580,2112,4304,-81980,358945,782616,649482,350715,-131524,3927,478312,152937,-59348,47631,164654,37808,-97180,-24481,229683,133134,-20768,171360,-17458,387225
2001:Q3,1238557,1146691,1897588,1257043,1289122,78090,1211032,-30116,-1963,640545,890123,-10896,-36857,10056,108253,1200,8798,-13298,3868,5500,12700,28,24224,5840,18384,19095,-187512,100292,104,4304,-137248,986311,249578,329545,102092,-44424,2724,143792,181241,-81246,32693,229794,36784,-128815,81579,56663,-79967,-80136,31668,-31499,-750897
2001:Q4,1130079,1102397,627124,1163524,1246824,78035,1168789,-80830,-2470,-536400,-101396,4592,23008,121364,89153,1936,21726,2318,1620,5344,13036,-592,19571,8004,11567,15146,-206812,120980,76,4304,-14467,-301973,435003,365116,219559,42632,2819,174108,25244,-104119,-127766,257129,36968,-65705,-28085,177134,69888,29732,74396,-34240,475273
2002:Q1,1199591,1166593,991318,1211100,1213706,80573,1133133,293,-2899,-219782,314295,4620,51596,-2788,5662,-5228,28899,8703,15256,3144,1880,-84,-32654,572,-33226,29068,-2268,123008,0,-176,-123206,237762,534077,528522,91014,-77770,-240,169024,128966,-28761,20983,136744,21404,45252,-12001,253886,5555,-4752,70912,-60605,175275
2002:Q2,1268816,1182578,1565388,1211094,1192908,83165,1109743,21168,-2982,354294,758047,7312,-31545,25472,1139,11976,13529,1801,17908,2556,-8204,-532,978,2132,-1154,33044,-1956,85528,132,-176,3406,609207,403753,342300,73854,-56842,-1916,132612,74395,-146686,37225,183855,-80876,54086,13392,207449,61453,46100,99244,-83891,-382810
2002:Q3,1329710,1216304,1704234,1206272,1183296,84014,1099282,25433,-2457,497962,617468,6000,-42060,-48136,-16115,-1540,32375,1495,12856,-3352,21484,-108,33737,2748,30989,-264,-1612,115420,136,-176,-130521,670224,119505,183063,-89209,-47790,3761,-45180,224662,-65510,85738,204435,-50224,10035,30523,57276,-63558,-80400,97412,-80570,-487930
2002:Q4,1410719,1281219,663644,1205905,1175126,87063,1088063,33004,-2225,-542261,135502,2348,-18984,123992,41290,3556,8697,6481,12020,-4972,-4504,-328,11203,832,10371,20944,-1736,115412,108,-176,-67579,-103574,677763,621690,-239,-49250,10135,38876,188670,-74970,16010,247631,38720,71082,21606,301851,56073,9252,108776,-61955,617575
2003:Q1,1426416,1249822,1388400,1207345,1183503,90513,1092990,26080,-2238,181055,358772,5384,69291,95444,-3073,-1816,35172,16324,14740,4244,132,-268,-28136,1256,-29392,-35103,-104880,104812,168,5792,38356,177361,177717,72540,21549,-21930,7575,35904,57778,-81117,20881,118014,-42612,-164812,-25156,225794,105177,-38020,113696,29501,-138578
2003:Q2,1433909,1274177,868748,1207326,1215511,92262,1123249,-6488,-1697,-338578,-311785,33456,50257,129896,-2286,2016,11342,30758,10256,-23008,-6556,-108,3077,2280,797,35589,-120496,123072,188,5792,-121505,-462183,26793,-4777,109152,-65298,-8706,183156,-41981,-123684,-28670,110374,-15496,-117124,-776,61447,31570,-3664,-760,35994,405429
2003:Q3,1494799,1301920,973458,1234069,1235782,97558,1138224,439,-2152,-260611,8612,16864,56581,91676,-29671,4080,37162,26586,-2824,-1628,14304,724,29990,3456,26534,13063,-123152,122116,336,5792,-92826,-123398,269223,154563,108950,-18638,6680,120908,116168,-41215,2785,154598,-60776,-56920,26,47114,114660,19288,58948,36424,328462
2003:Q4,1551913,1324705,783389,1285426,1251752,100467,1151285,36345,-2671,-502037,-156991,14528,19667,147572,-60418,-5020,-33696,-30108,-4604,-2220,2492,744,-56583,4280,-60863,-46189,-137488,175952,2060,5792,4479,-187649,345046,125189,-5200,-43462,7618,30644,15200,-79464,17753,76911,-46384,15212,-23062,169424,219856,13776,176016,30064,541316
2004:Q1,1665221,1379554,1338683,1285562,1241803,102033,1139770,46025,-2266,53121,1156782,14216,135594,79656,36262,-3212,51829,45585,10240,1648,-6008,364,-19474,18808,-38282,21738,7256,205612,340,-1268,262254,365980,1103662,1000983,105294,11786,50724,42784,380725,-64144,74694,370175,29232,205055,5737,274940,102679,33344,56900,12435,40871
2004:Q2,1754706,1395754,1444510,1349075,1277017,105427,1171590,73989,-1931,95435,1043180,23704,103269,14556,16787,-1416,-6657,-5505,1632,-1224,-2044,484,32421,19812,12609,25024,7352,221456,180,-1268,91855,515916,947745,830300,-50093,18846,2841,-71780,329355,36421,-10387,303321,-33364,32478,20480,531444,117444,-48804,98424,67824,-48756
2004:Q3,1793846,1484567,1578289,1378873,1316795,107035,1209760,64167,-2089,199416,1085112,-11712,32045,186932,5190,3560,12682,20702,-3212,-2836,-1584,-388,47160,19992,27168,11532,7184,163152,108,-1268,105312,523235,885697,896299,5595,-7522,16113,-2996,518978,80805,72719,365454,-6840,117083,34806,226676,-10602,-123072,78712,33758,-93722
2004:Q4,1818671,1314262,1097764,1427732,1357404,109665,1247739,72089,-1761,-329968,915517,36032,-38964,16680,3082,2812,36182,16594,13836,2844,1912,996,20325,21236,-911,3854,7808,420688,-168,-1268,162535,245920,1245485,1149461,51772,38094,590,13088,482998,103394,86374,293230,7752,129135,-510,478314,96024,-125672,175332,46364,216498
2005:Q1,2014797,1470805,1462500,1503302,1400955,113088,1287867,102477,-130,-40802,1375768,30384,25135,71696,39722,-928,107047,15891,66844,20288,3392,632,-19869,5944,-25813,5034,-181068,203280,132,712,353021,741470,1416570,1533342,40835,29647,31164,-19976,550950,169737,114332,266880,5616,270307,18242,647393,-116773,-165572,104852,-56053,8305
2005:Q2,2074869,1562934,1507019,1466771,1437805,116115,1321690,28835,131,40248,1400931,-15220,140500,26272,40241,9076,-10987,-28491,20776,4932,-9992,1788,30321,10160,20161,-12707,-182716,125744,-784,712,227251,1023229,1360683,1565894,-61961,-34105,31052,-58908,707004,212058,85671,409275,-89352,206236,7352,796616,-205211,-183528,50668,-72351,55915
2005:Q3,2077251,1664690,1779419,1492894,1477411,119536,1357875,12354,3129,286525,1338392,-24308,97500,137084,62947,12932,36321,44345,-11800,-5928,8976,728,29142,6740,22402,32561,-188464,-121672,448,712,389602,873587,1051866,1356907,34213,-12785,60622,-13624,496612,20792,91562,384259,67504,330600,1806,426172,-305041,-273184,87252,-119109,-114729
2005:Q4,2238005,1682059,1674561,1591354,1504960,120890,1384070,86388,6,83207,1192640,48608,166101,178552,79082,11472,58168,32060,20512,4844,-776,1528,-6914,8348,-15262,-79787,-191452,-91036,36,712,406970,612128,1109432,1371372,16062,-13601,55427,-25764,749354,142033,162200,445121,18056,189253,209,398440,-261940,-343432,166564,-85072,7498
