date,FA146110005.Q,FA146000105.Q,FA145090005.Q,FA145050005.Q,FA145019005.Q,FA145012005.Q,FA145013005.Q,FA145020005.Q,FA105420005.Q,FA145000005.Q,FA144090005.Q,FA103091003.Q,FA143020005.Q,FA143030005.Q,FA143034005.Q,FA102051003.Q,FA144022005.Q,FA103069100.Q,FA143061105.Q,FA103061703.Q,FA143062005.Q,FA123063003.Q,FA144023005.Q,FA143065005.Q,FA143066005.Q,FA103092305.Q,FA103064103.Q,FA103092105.Q,FA143092405.Q,FA103064203.Q,FA143070005.Q,FA143090005.Q,FA144194005.Q,FA144190005.Q,FA104122005.Q,FA103169100.Q,FA103162000.Q,FA103163005.Q,FA144123005.Q,FA143168005.Q,FA143169005.Q,FA143165005.Q,FA143192305.Q,FA143170005.Q,FA143178005.Q,FA143190005.Q,FA143181105.Q,FA103164105.Q,FA143192105.Q,FA112090205.Q,FA107005005.Q
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,62239,14019,8196,25128,19187,1161,18026,6011,-70,-16932,290,35,1147,0,0,0,-5636,32,-5729,0,61,0,622,5,617,16,0,195,-39,0,3763,187,17222,15669,995,42,0,953,6171,4483,1,1687,-4,7842,-1958,2623,1552,1018,-8,542,5823
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,68293,20027,15827,25280,25920,1815,24105,-550,-90,-9453,9539,-17,2082,0,0,0,-354,97,-488,0,37,0,916,6,910,16,0,711,-20,0,5286,919,18992,17837,2848,35,0,2813,5805,3720,178,1907,-27,4367,2186,2658,1155,1093,28,34,4200
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,76102,27469,21224,35031,29489,2427,27062,5658,-116,-13807,5421,-41,-43,0,0,0,715,51,562,0,102,0,921,14,907,10,0,685,2,0,2116,1057,19228,13402,4294,-6,0,4300,3113,697,416,2000,-37,2719,775,2538,5826,1000,66,4760,6245
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,64531,28321,22675,24384,27275,2390,24885,-2692,-199,-1709,4073,0,914,0,0,0,1962,85,1844,0,33,0,630,-6,636,14,0,617,3,0,-899,833,5783,3160,2899,-4,0,2903,66,-2026,210,1882,-17,-2,-2302,2516,2623,1212,63,1348,5646
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,81298,27758,21982,36064,30563,3052,27511,5770,-269,-14082,18412,47,1548,0,0,0,3218,-122,3173,0,167,0,1294,-1,1295,6,0,579,3,0,11039,678,32494,29029,1669,45,0,1624,7485,4598,602,2285,-69,9231,7255,3459,3464,1288,149,2027,5776
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,87374,31071,9485,43534,33896,2543,31353,9910,-272,-34049,8734,34,2143,0,0,0,922,-53,783,0,192,0,736,3,733,-2,0,467,5,0,3264,1165,42782,38953,3356,62,0,3294,8366,5023,723,2620,-22,-53,4476,22831,3829,2107,105,1617,21586
1952:Q1,82142,33797,3219,39417,34930,2482,32448,4732,-245,-36198,635,-28,3316,0,0,0,-3232,8,-3164,0,-76,0,722,4,718,60,0,1452,4,0,7186,-8845,36833,29045,4404,80,0,4324,2088,772,-748,2064,48,5334,384,16787,7788,2292,0,5496,30578
1952:Q2,81342,32627,6811,33852,35619,2568,33051,-1523,-244,-27041,-1656,72,1356,0,0,0,-4748,1508,-4908,0,-1348,0,1546,4,1542,92,0,2244,8,0,-2874,648,25385,22864,6036,156,0,5880,3096,236,612,2248,60,-9232,-2552,25456,2521,2656,-48,-87,25816
1952:Q3,83196,32900,47262,38164,32842,2526,30316,5574,-252,9098,22688,-16,-460,0,0,0,1804,-88,1532,0,360,0,1542,4,1538,44,0,1148,4,0,8514,10108,13590,10563,4536,28,0,4508,5088,1788,1264,2036,36,7680,-5772,-1005,3027,1560,-156,1623,-14362
1952:Q4,85298,35420,77833,40764,35757,2697,33060,5274,-267,37069,8392,-92,-2960,0,0,0,2448,-1008,2516,0,940,0,1206,4,1202,-72,0,-1728,4,0,6242,3344,-28677,-34754,4092,-16,0,4108,5584,1904,1764,1916,-48,1588,-4684,-41286,6077,2772,516,2789,-42413
1953:Q1,87174,36079,32227,41133,37552,2789,34763,3890,-309,-8906,-1696,108,-3984,0,0,0,2204,-72,2068,0,208,0,1241,4,1237,60,0,1436,8,0,5635,-8404,7210,3676,3052,12,0,3040,3988,1556,624,1808,72,7168,1924,-12528,3534,2072,-32,1494,3852
1953:Q2,86755,34808,65460,41419,38168,2796,35372,3577,-326,24041,904,-112,4900,0,0,0,-6384,184,-6840,0,272,0,-303,4,-307,64,0,1628,0,0,-201,1312,-23137,-24524,4012,-40,0,4052,2016,-336,52,2300,24,752,3220,-34548,1388,2180,-256,-536,-30652
1953:Q3,84727,34479,63050,41134,39140,2701,36439,2331,-337,21916,16584,44,-1232,0,0,0,7556,92,7112,0,352,0,709,0,709,56,0,1408,12,0,-2141,10172,-5332,-7154,2160,40,0,2120,4432,1640,960,1832,68,1332,472,-15618,1821,1260,-72,633,-28571
1953:Q4,75735,32280,-25499,36336,38686,2659,36027,-2006,-344,-61835,-1280,116,-832,0,0,0,3800,-168,4032,0,-64,0,-95,0,-95,-76,0,-1864,8,0,-5093,2756,60555,48586,5120,272,0,4848,-5696,-7148,-656,2108,-36,-8896,-3196,61290,11969,1552,680,9737,57779
1954:Q1,78889,34790,-31664,35241,37523,2636,34887,-1966,-316,-66905,-12336,4,-2548,200,0,0,-5228,352,-5412,0,-168,0,285,0,285,48,0,1136,4,0,1951,-8188,54569,53483,3480,372,0,3108,2632,640,168,1824,56,4872,-6844,49287,1086,2948,-40,-1822,66454
1954:Q2,79443,36387,-36301,33832,37547,2818,34729,-3378,-337,-70133,-4356,52,3888,200,0,0,-12020,196,-12052,0,-164,0,-427,0,-427,64,0,1572,4,0,1779,532,65777,66744,3828,88,0,3740,876,-1300,-560,2736,80,1088,-5412,66284,-967,2088,76,-3131,72688
1954:Q3,81892,37272,-31206,35975,38443,3030,35413,-2091,-377,-67181,23800,88,4688,200,0,0,6172,-96,5968,0,300,0,605,0,605,36,0,800,8,0,1491,9712,90981,93152,5328,228,0,5100,3348,368,604,2376,68,5456,-1016,79968,-2171,912,60,-3143,68478
1954:Q4,84339,39574,29350,37891,38641,3209,35432,-316,-434,-8541,17408,32,2788,200,0,0,4424,-104,4628,0,-100,0,925,4,921,-52,0,-1208,8,0,8083,2208,25949,21943,2020,-172,0,2192,3084,-1424,1356,3152,-168,3664,396,12947,4006,384,184,3438,10224
1955:Q1,90905,42160,1142,42478,39214,3377,35837,3804,-540,-41336,8088,-44,3084,-100,0,0,888,-164,80,600,372,0,861,12,849,48,0,1132,8,0,9847,-7636,49424,47983,1840,-192,0,2032,5068,3004,-1000,3064,76,9888,692,30419,1441,2124,-64,-619,41018
1955:Q2,92229,43462,-62513,45723,41704,3475,38229,4620,-601,-108236,8552,-80,752,-100,0,0,-2552,292,-3020,200,-24,0,177,16,161,72,0,1952,8,0,7191,1132,116788,120984,2628,-268,0,2896,10944,5616,984,4344,96,8360,3088,95868,-4196,640,-136,-4700,105975
1955:Q3,93719,43001,-14252,47835,44187,3419,40768,4295,-647,-62087,30604,-16,1284,-100,0,0,7812,-312,7324,200,600,0,1493,16,1477,56,0,1396,16,0,9859,8804,92691,94435,1672,-224,0,1896,10040,5380,908,3752,72,14912,4560,63179,-1744,1112,-172,-2684,57253
1955:Q4,95616,44115,25214,52684,46127,3299,42828,7233,-676,-27470,23788,24,-176,-100,0,0,10776,-112,10648,200,40,0,685,12,673,-60,0,-1624,24,0,10447,3792,51258,44033,5252,8,0,5244,12140,5908,1756,4476,-124,8716,6312,11737,7225,3000,832,3393,18901
1956:Q1,94108,43589,-44992,52612,46885,3325,43560,6398,-671,-97604,-9548,-136,-3272,0,0,0,-8804,-392,-9612,100,1100,0,1749,8,1741,88,0,2176,20,0,4791,-6160,88056,85095,1648,-40,0,1688,11032,7608,448,2976,92,4752,-5284,72855,2961,2088,224,649,88581
1956:Q2,95505,44077,67907,50980,48076,3348,44728,3585,-681,16927,-2588,184,-40,0,0,0,-12808,580,-12844,100,-644,0,-1099,4,-1103,100,0,2600,24,0,7799,652,-19515,-18245,3724,-116,0,3840,11388,7612,-84,3860,80,8872,-5192,-37117,-1270,936,328,-2534,-23830
1956:Q3,93747,45819,77715,52452,49569,3306,46263,3569,-686,25263,21512,-88,508,0,0,0,-52,368,-368,100,-152,0,1261,4,1257,132,0,3220,28,0,9015,7488,-3751,-4897,4508,240,0,4268,8016,4552,608,2856,64,5608,304,-23397,1146,2292,340,-1486,-31896
1956:Q4,96842,45954,-36505,51628,50074,3190,46884,2244,-690,-88133,17452,76,2320,0,0,0,4656,-204,4572,100,188,0,449,12,437,-32,0,-844,24,0,5699,5104,105585,99156,4088,-20,0,4108,6944,2736,1416,2792,-36,932,3468,83760,6429,3684,-328,3073,82459
1957:Q1,97462,47793,90536,52723,51250,3462,47788,2162,-689,37813,-500,240,-344,0,0,0,-1624,-124,-2208,400,308,0,1019,16,1003,96,0,2352,36,0,4369,-6644,-38313,-42509,5744,-136,0,5880,6600,2144,1576,2880,32,4476,-2796,-56565,4197,3040,140,1017,-42743
1957:Q2,95830,48018,-41261,53278,51318,3384,47934,2657,-697,-94539,-2492,-88,-368,0,0,0,-7440,-20,-7756,400,-64,0,-645,20,-665,188,0,4792,48,0,117,904,92047,88377,5856,-4,0,5860,9016,5992,132,2892,44,28,-2860,76293,3670,3612,188,-130,89279
1957:Q3,95740,48023,164863,54742,52643,3363,49280,2808,-709,110121,16140,-92,2920,0,0,0,3260,248,2184,400,428,0,419,20,399,72,0,1708,24,0,1233,6596,-93981,-95197,5976,-76,0,6052,5028,-296,2324,3000,8,1844,-1036,-107017,1216,1196,36,-16,-116840
1957:Q4,90715,46697,36800,46599,51842,3353,48489,-4518,-725,-9799,6176,-88,592,0,0,0,3956,416,3264,400,-124,0,-465,16,-481,8,0,132,32,0,-1903,3912,15975,13725,6728,392,0,6336,3532,-1132,1140,3524,76,1140,-1840,4089,2250,1916,24,310,9897
1958:Q1,87073,44391,-29294,43504,48269,3903,44366,-4009,-756,-72798,-4012,116,-664,2200,0,0,-5328,900,-4780,-400,-1048,0,-183,16,-199,40,0,1236,24,0,5987,-7440,68786,64731,8520,1060,0,7460,1112,-2964,1492,2584,72,-4204,-5996,65227,4055,884,276,2895,73685
1958:Q2,87941,45581,-38627,41987,46993,4008,42985,-4235,-771,-80614,3580,-112,3228,2200,0,0,-8392,-1236,-8216,-800,1860,0,-923,16,-939,100,0,2404,0,0,2271,2804,84194,78663,4772,452,0,4320,3536,844,-1316,4008,80,7292,-4640,67623,5531,3432,308,1791,84208
1958:Q3,92515,48053,-75375,47761,46998,4341,42657,1547,-784,-123136,33176,160,6020,-400,0,0,4028,-700,3340,200,1188,0,1185,16,1169,60,0,1412,44,0,15111,5556,156312,150961,5512,-272,0,5784,5436,404,36,4996,76,11424,-784,129297,5351,1940,288,3123,123428
1958:Q4,98340,51437,-5559,53671,49229,4817,44412,5235,-793,-59230,24404,-92,1940,-400,0,0,11920,136,11668,200,-84,0,585,12,573,-40,0,-872,20,0,6243,5100,83634,79219,4712,-296,0,5008,10948,2656,1572,6720,-188,6712,1040,55995,4415,1616,-536,3335,56996
1959:Q1,101366,53053,7555,54125,51042,5146,45896,3876,-793,-46570,9150,-24,-1636,-400,0,0,5840,688,4752,400,0,0,1887,-52,1939,84,0,2060,24,0,6625,-5310,55720,56232,2156,-212,0,2368,8364,1952,2112,4300,108,9160,4280,32164,-511,2044,408,-2963,45498
1959:Q2,106334,55462,-14634,59310,52822,5310,47512,7288,-800,-73944,15945,-24,-2548,-400,0,0,4692,392,3296,800,204,0,55,-48,103,124,0,2960,20,0,7833,3233,89889,94210,2852,-596,0,3448,17492,9232,2160,6100,128,8684,7936,57118,-4321,2952,496,-7769,70096
1959:Q3,99748,52953,85497,53177,54173,5156,49017,384,-1380,32320,16111,32,-4040,-400,0,0,9732,-1280,8828,400,1784,0,103,-164,267,76,0,1920,64,0,3141,5483,-16209,-10753,2184,-88,0,2272,11088,4716,1176,5196,96,880,-2100,-22901,-5456,1040,376,-6872,-32544
1959:Q4,98375,53794,-36210,56743,54006,5002,49004,4120,-1383,-92953,10626,-52,-1720,-400,0,0,5724,2328,5240,800,-2644,0,4171,0,4171,-88,0,-2084,40,0,13,5022,103579,102568,3752,-476,0,4228,10712,2812,1952,5948,-136,796,-1620,89064,1011,2276,-636,-629,90004
1960:Q1,102404,55376,131080,66380,55664,5034,50630,11200,-484,64700,3179,-44,-2028,-928,0,0,-4440,-520,-6540,0,2620,0,-2980,4,-2984,88,0,2092,48,0,13920,-2549,-61521,-62969,1852,164,0,1688,13056,5892,3960,3204,76,11988,-468,-89473,1448,1404,300,-256,-75704
1960:Q2,98920,53768,856,58645,56137,4749,51388,3224,-716,-57789,-6806,76,-980,-724,0,0,-7608,-144,-6956,572,-1080,0,676,4,672,52,0,952,24,0,724,2,50983,51193,4332,768,0,3564,11584,3740,2544,5300,40,3096,-380,32521,-210,1476,176,-1862,52912
1960:Q3,97080,53856,163036,58811,55229,4801,50428,4320,-738,104225,9994,204,404,1036,0,0,-6436,-96,-7204,-612,1476,0,-948,4,-952,48,0,1516,68,0,7372,6730,-94231,-95079,3620,492,0,3128,6484,376,696,5412,76,3928,-4128,-105059,848,1600,212,-964,-109180
1960:Q4,94963,52825,-128542,48666,55148,5031,50117,-5812,-670,-177208,3397,-224,-3928,6616,0,0,-2792,944,-2776,-296,-664,0,392,0,392,248,0,6284,28,0,-1036,-2191,180605,180370,5700,392,0,5308,8264,900,2244,5120,8,-5344,-1384,173126,236,980,92,-836,181367
1961:Q1,95013,51930,-141443,51470,54617,5353,49264,-2548,-599,-192913,269,164,1748,1088,0,0,-2660,-1424,-2108,-720,1592,0,-2703,8,-2711,116,0,2740,32,0,6663,-6919,193182,195514,560,-884,0,1444,8996,4112,-724,5608,60,6784,-2264,181378,-2332,2680,248,-5260,193373
1961:Q2,98806,55160,53030,56950,55944,5704,50240,1792,-786,-3920,20092,96,1432,2364,0,0,-1168,-8,-2356,1188,8,0,325,8,317,104,0,2324,8,0,10727,3880,24012,18154,8580,768,0,7812,4824,-2076,-164,7064,92,4840,1108,-1290,5858,4672,324,862,2130
1961:Q3,102351,56678,9380,62709,56900,6290,50610,6656,-847,-53329,17263,100,1104,2972,0,0,-4648,-952,-5392,60,1636,0,773,8,765,120,0,3128,64,0,9627,4023,70592,68390,3436,608,0,2828,10628,1776,1428,7424,44,5960,1124,47198,2202,1532,144,526,47298
1961:Q4,107808,59035,7526,64156,58820,6737,52083,5996,-660,-56630,18348,-8,8520,-2024,0,0,3636,3588,3232,0,-3184,0,1329,12,1317,56,0,1488,28,0,5951,-628,74978,70690,6304,808,0,5496,13024,2328,2176,8520,-100,1468,2516,47478,4289,-400,280,4409,51509
1962:Q1,107375,61295,46094,68685,60095,7074,53021,9408,-818,-22591,4961,-8,-5320,5180,0,0,1892,-2476,484,-40,3924,0,279,20,259,68,0,1812,32,124,6761,-5859,27552,25715,3148,-156,0,3304,9776,2692,480,6604,32,8380,2452,1927,1837,244,144,1449,15201
1962:Q2,106250,61265,54237,66481,61987,7489,54498,5444,-950,-12244,8232,128,1620,636,0,0,-4960,1108,-4624,-216,-1228,0,2075,24,2051,108,0,2240,20,296,3381,2688,20476,20351,6452,276,0,6176,14088,5264,288,8536,76,1756,2412,-4433,126,576,264,-714,7028
1962:Q3,107797,62488,57852,68227,62837,7640,55197,6188,-798,-10375,18845,-76,5864,-2604,0,0,-3988,1232,-5664,496,-52,0,735,24,711,96,0,2592,68,196,9621,6341,29220,28506,2772,464,0,2308,14472,5320,984,8168,48,10296,1780,-862,714,256,144,314,4636
1962:Q4,109201,65461,73998,65353,62784,7727,55057,3364,-795,8645,15446,-544,12120,388,0,0,2076,996,2648,-132,-1436,0,827,16,811,148,0,3728,24,80,-3455,54,6801,5251,4172,-168,0,4340,17376,5744,1608,10024,196,-9144,-2320,-5029,1550,400,324,826,-8537
1963:Q1,109607,66166,34761,69640,63436,8053,55383,6868,-664,-34879,-1804,152,-18464,1376,0,0,16272,-1264,16240,-1380,2676,0,815,8,807,140,-604,3508,20,44,9085,-14148,33075,30733,3584,-160,0,3744,11972,2596,2448,6928,52,11692,424,3009,2342,-20,188,2174,31405
1963:Q2,113446,67927,60252,69726,65853,8659,57194,4836,-963,-9474,14436,484,2064,-736,0,0,-1712,-388,-4460,1536,1600,0,939,0,939,132,-628,3200,-4,-8,6189,4516,23910,23014,3952,-512,0,4464,14872,3448,944,10480,116,4560,2980,-3466,896,-44,404,536,7675
1963:Q3,115593,68995,60175,72425,67678,8825,58853,5716,-969,-12250,17658,-260,3320,-172,0,0,-596,-1556,-2600,340,3220,0,1743,0,1743,100,-648,2636,76,-4,5321,6142,29908,27020,1904,-216,0,2120,15472,4392,1372,9708,96,7164,1644,740,2888,384,360,2144,8820
1963:Q4,118366,69757,66471,74282,69794,9267,60527,5064,-576,-7811,17610,-1212,8552,2280,0,0,1672,1868,2104,836,-3136,0,1299,16,1283,140,-680,3388,20,32,2633,-514,25421,23792,4724,-32,0,4756,21176,7888,2960,10328,-144,484,508,-2956,1629,-1684,-140,3453,3286
1964:Q1,121291,73561,46530,75639,71531,9883,61648,5124,-1016,-29109,-1237,544,-9136,4148,0,272,4220,1124,4080,-1132,148,0,2283,20,2263,116,-436,2972,24,-4,5381,-11621,27872,22342,2364,-344,0,2708,13936,2860,3844,7232,72,2464,632,2874,5530,2548,276,2706,27031
1964:Q2,122234,73763,61423,76085,72859,9593,63266,4456,-1230,-14662,15998,368,4056,-1088,0,404,-2396,-976,-3632,156,2056,0,-597,28,-625,152,-448,3528,8,44,7629,4338,30660,27078,5224,140,0,5084,17932,4848,2748,10336,92,6368,1476,-4014,3582,3128,324,130,12340
1964:Q3,124288,74434,65554,78095,74669,9409,65260,4692,-1266,-12541,24717,224,3328,-572,0,-136,-3028,3360,-3352,-848,-2188,0,1863,28,1835,136,-464,3732,84,20,14681,4849,37258,35294,2772,-12,0,2784,20252,6900,2580,10772,48,10612,420,1190,1964,748,136,1080,8880
1964:Q4,124697,74621,63068,81053,76201,9256,66945,5016,-164,-17985,15645,-724,456,1448,0,696,-1344,-608,316,-608,-444,0,1195,20,1175,152,-464,3472,32,88,7057,3581,33630,29952,6244,844,0,5400,20088,7652,1120,11316,-44,6168,-660,-1844,3677,-1844,292,5229,11553
1965:Q1,133409,80930,47860,91061,80408,9039,71369,11544,-891,-43201,10349,-256,-3072,4132,0,-116,444,-3148,-1556,312,4836,0,2671,8,2663,244,44,6148,40,48,11317,-11295,53550,50086,2220,-1516,0,3736,26544,15544,3244,7756,148,15528,2236,3410,3464,-224,544,3144,33070
1965:Q2,137092,82263,71669,91316,83201,8926,74275,8568,-453,-19647,21715,-844,-1404,3588,0,-328,-5828,-928,-7088,-76,2264,0,-545,0,-545,216,44,5132,92,108,12781,8703,41362,38437,6212,-184,0,6396,23648,10104,3032,10512,4,9684,1556,-2667,2925,1320,-32,1637,10594
1965:Q3,139317,82998,66172,94714,86238,8851,77387,9292,-816,-28542,21753,280,-1736,2444,0,552,-808,1452,-1964,780,-1076,0,1359,0,1359,144,48,3928,64,8,14957,513,50295,46395,6796,24,0,6772,22536,10920,1592,10024,132,11516,1488,3927,3900,52,484,3364,16826
1965:Q4,145029,85670,98071,96727,90071,8911,81160,7584,-928,1344,53194,-428,7872,-876,0,1028,1796,1328,2876,-64,-2344,0,1355,8,1347,176,48,3184,40,40,13321,25638,51850,46085,2868,364,0,2504,27344,13216,3920,10208,84,8844,3052,3893,5765,-1260,520,6505,-12401
1966:Q1,150905,88814,63639,106425,93881,9067,84814,13872,-1328,-42786,12711,412,-9612,3572,0,-324,3112,3688,1640,-88,-2128,0,2203,20,2183,152,4092,4072,80,100,13437,-8585,55497,54506,11236,-616,0,11852,26972,11712,4592,10668,108,10276,3124,2790,991,-528,432,1087,25175
1966:Q2,149258,89741,79143,107342,95889,8657,87232,12316,-863,-28199,22793,132,-2308,-712,0,-292,-5144,736,-6512,664,-32,0,-1013,28,-1041,228,3884,5024,88,136,17057,5713,50992,43328,10780,512,0,10268,31300,16556,2240,12504,84,6776,-5380,-232,7664,6032,272,1360,10598
1966:Q3,148339,90071,77837,107792,96994,8285,88709,11852,-1054,-29955,25532,60,-2212,264,0,168,-3328,-1788,-2224,-1100,1784,0,-513,32,-545,184,3512,4824,88,268,15829,6388,55487,49228,11360,1628,0,9732,20648,11392,-500,9756,-24,10960,976,5308,6260,1068,-168,5360,12234
1966:Q4,147659,93669,81399,112856,96947,7468,89479,16504,-595,-31457,9153,-188,11364,-4684,0,1656,624,3292,1120,-320,-3468,0,-97,24,-121,244,3684,5964,56,60,5425,-14955,40610,35951,10780,1776,0,9004,14904,3636,3844,7424,268,3648,-2240,8591,4659,-1536,504,5691,12270
1967:Q1,144981,92311,52577,110520,95465,7117,88348,15423,-368,-57943,-12430,264,-1140,3812,0,-1308,-2492,2056,-2436,-936,-1176,0,2551,4,2547,204,-1236,4296,56,0,2293,-19730,45513,37317,15784,3212,0,12572,17600,8472,2524,6604,160,-1208,1348,3633,8196,1008,628,6560,39734
1967:Q2,144478,91920,78193,102876,96325,7828,88497,6341,210,-24683,3201,-432,1380,-3116,0,396,-10636,32,-10148,-428,-92,0,-1585,-8,-1577,128,-1240,3472,104,172,7333,7225,27884,26541,17140,2664,0,14476,20100,9908,-596,10788,180,4880,-16128,369,1343,1920,648,-1225,13727
1967:Q3,147397,93489,78146,105115,97133,8324,88809,9263,-1281,-26969,24696,-64,6932,1288,0,-248,-964,2192,-2284,-8,-864,0,-237,-8,-229,184,-1324,4984,64,108,11033,2940,51665,48675,17296,-740,0,18036,15524,3924,936,10664,120,9348,-1400,7787,2990,2944,416,-370,15343
