date,FU266905005.Q,FU266903001.Q,FU266904101.Q,FU266400101.Q,FU266900005.Q,FU266903011.Q,FU266904001.Q,FU266400201.Q,FU265440005.Q,FU266000105.Q,FU265090005.Q,FU265420005.Q,FU265000005.Q,FU264090005.Q,FU263011205.Q,FU313111303.Q,FU264016005.Q,FU263020005.Q,FU263030005.Q,FU263034003.Q,FU262051005.Q,FU264022005.Q,FU263069103.Q,FU263061105.Q,FU263061705.Q,FU263062003.Q,FU263063005.Q,FU263069005.Q,FU263092305.Q,FU263064105.Q,FU263092101.Q,FU263064203.Q,FU543141905.Q,FU543151905.Q,FU263070005.Q,FU263090005.Q,FU264194005.Q,FU264190005.Q,FU263111005.Q,FU263191005.Q,FU262151003.Q,FU264122005.Q,FU263169105.Q,FU263163005.Q,FU264123005.Q,FU263168005.Q,FU263169005.Q,FU263192305.Q,FU263140005.Q,FU263150005.Q,FU263170005.Q,FU263190005.Q,FU263181105.Q,FU263164100.Q,FU263192101.Q,FU313092803.Q,FU267005005.Q,FU266903005.Q,FU266904005.Q,FU266400101.Q,FU266400201.Q,FU266000005.Q
1953:Q3,4923,4077,237,609,4628,3939,689,0,0,295,-150,-0,-150,718,301,0,43,-55,81,0,0,299,51,233,0,0,15,0,19,-46,75,0,0,0,1,0,868,473,21,11,0,-45,0,-45,486,-57,543,15,0,0,-11,-4,395,29,366,0,445,-138,452,609,0,-295
1953:Q4,4732,3877,249,606,4499,3793,706,0,0,233,517,-0,517,270,129,0,-181,-181,358,0,0,23,45,-21,0,0,-1,0,-14,220,-56,0,0,0,-28,0,-247,212,-72,29,0,7,0,7,283,38,245,-18,0,0,-19,2,-459,-7,-452,0,-284,-84,457,606,0,-233
1954:Q1,4467,3695,239,533,4345,3606,739,0,0,122,700,-0,700,942,56,0,-72,10,275,0,0,245,-19,271,0,0,-7,0,17,346,66,0,0,0,-1,0,242,83,-44,1,0,171,0,171,-30,3,-33,12,0,0,-2,-25,159,-140,299,0,-578,-89,500,533,0,-122
1954:Q2,4762,4046,237,479,4846,4110,737,0,0,-84,-125,-0,-125,384,8,0,-8,114,281,0,0,-135,-13,-114,0,0,-8,0,21,45,83,0,0,0,-25,0,509,-55,-20,13,0,-63,0,-63,-84,-32,-52,17,0,0,23,59,564,155,409,0,41,64,500,479,0,84
1954:Q3,4732,3826,234,672,4713,3970,743,0,0,19,352,-0,352,652,164,0,15,-260,259,0,0,348,-19,345,0,0,22,0,21,30,79,0,0,0,-4,0,300,-94,-128,22,0,-98,0,-98,5,114,-109,9,0,0,29,67,394,177,217,0,-333,144,510,672,0,-19
1954:Q4,4745,3865,235,645,4972,4151,821,0,0,-227,124,-0,124,217,70,0,46,346,-323,0,0,162,234,-71,0,0,-1,0,-34,62,-129,0,0,0,17,0,93,263,10,8,0,-60,0,-60,258,201,57,-12,0,0,49,10,-170,114,-284,0,-351,286,586,645,0,227
1955:Q1,5047,4042,244,761,5168,4318,850,0,0,-121,-500,-0,-500,-77,30,0,13,-348,37,0,0,-1,-17,6,0,0,10,0,22,49,86,0,0,0,35,0,423,-27,-44,-11,0,-94,0,-94,-16,11,-27,12,0,0,24,102,450,149,301,0,379,276,606,761,0,121
1955:Q2,5159,4274,266,618,5101,4236,866,0,0,57,-520,-0,-520,262,33,0,57,72,-15,0,0,-18,-110,86,0,0,6,0,26,33,98,0,0,0,-24,0,782,154,-20,-20,0,-58,0,-58,112,55,57,20,0,0,21,99,628,123,505,0,577,-39,600,618,0,-57
1955:Q3,5220,4355,274,591,5422,4536,885,0,0,-202,-128,-0,-128,388,-15,0,-10,-54,63,0,0,200,3,188,0,0,9,0,21,71,80,0,0,0,32,0,516,62,-13,-4,0,-40,0,-40,45,79,-34,15,0,0,-16,75,454,86,368,0,-74,181,612,591,0,202
1955:Q4,5387,4527,275,585,5494,4587,907,0,0,-107,85,-0,85,-236,-8,0,-84,154,-186,0,0,65,-21,57,0,0,29,0,-28,-26,-108,0,0,0,-15,0,-321,54,-64,6,0,-1,0,-1,36,63,-27,-15,0,0,25,67,-375,8,-383,0,-192,60,632,585,0,107
1956:Q1,5598,4731,280,587,5834,4841,992,0,0,-236,-267,-0,-267,559,-12,0,136,50,-222,0,0,439,37,386,0,0,16,0,25,37,98,0,0,0,8,0,826,329,4,-34,0,90,0,90,74,35,39,23,0,0,62,110,497,-66,563,0,31,110,713,587,0,236
1956:Q2,5647,4743,274,629,6204,5221,984,0,0,-558,-675,-0,-675,351,-103,0,-86,41,195,0,0,85,10,55,0,0,20,0,22,73,85,0,0,0,39,0,1026,384,-69,46,0,81,0,81,161,36,125,27,0,0,17,121,642,-29,671,0,117,477,710,629,0,558
1956:Q3,5723,4813,290,620,6479,5456,1023,0,0,-756,-582,-0,-582,636,-164,0,253,-60,39,0,0,366,93,256,0,0,17,0,19,70,75,0,0,0,38,0,1218,381,73,-22,0,74,0,74,12,54,-42,33,0,0,26,185,837,-26,828,35,-174,642,734,620,0,756
1956:Q4,5568,4635,294,639,6701,5767,934,0,0,-1133,-1052,-0,-1052,-337,-26,0,-50,190,-154,0,0,-305,92,-411,0,0,14,0,-19,76,-73,0,0,0,24,0,715,979,556,19,0,65,0,65,169,130,39,-8,0,0,31,147,-264,-78,-186,0,-81,1132,640,639,0,1133
1957:Q1,5911,5025,299,587,7300,6230,1070,0,0,-1389,-1422,-0,-1422,-411,-348,0,-105,-297,72,0,0,87,116,-61,0,0,32,0,11,107,43,0,0,0,19,0,1011,624,-20,60,0,217,0,217,106,-7,113,25,0,0,-21,257,387,-223,610,0,33,1205,771,587,0,1389
1957:Q2,6031,5068,299,665,7233,6092,1140,0,0,-1202,-1512,-0,-1512,214,-326,0,-65,626,-131,0,0,-86,-14,-84,0,0,12,0,13,72,52,0,0,0,59,0,1726,588,61,-22,0,126,0,126,39,55,-16,49,0,0,40,295,1138,-84,1222,0,311,1025,842,665,0,1202
1957:Q3,5827,4941,307,579,7055,5940,1115,0,0,-1229,-1173,-0,-1173,-221,-27,0,-29,-84,1,0,0,-120,194,-336,0,0,22,0,4,6,14,0,0,0,14,0,952,519,249,-23,0,31,0,31,105,124,-19,18,0,0,6,133,433,-20,453,0,-56,999,808,579,0,1229
1957:Q4,5800,4909,309,582,6698,5756,943,0,0,-899,-504,-0,-504,203,-98,0,-49,104,-66,0,0,333,-13,322,0,0,24,0,4,-38,14,0,0,0,-1,0,707,718,77,-22,0,61,0,61,597,155,442,3,0,0,63,-61,-11,-73,62,0,-395,847,634,582,0,899
1958:Q1,5736,4864,314,558,6105,5134,972,0,0,-369,-202,-0,-202,594,370,0,182,-433,940,0,0,-495,113,-642,0,0,34,0,19,-30,71,0,0,0,-30,0,796,617,67,29,0,271,0,271,167,91,76,13,0,0,-51,121,179,-150,329,0,-167,270,658,558,0,369
1958:Q2,5898,5019,293,586,6103,5137,967,0,0,-205,-78,-0,-78,966,1075,0,116,276,51,0,0,-634,-156,-477,0,0,-1,0,20,-18,78,0,0,0,2,0,1044,710,42,-28,0,340,0,340,107,129,-22,25,0,0,38,186,334,-290,624,0,-127,118,674,586,0,205
1958:Q3,5846,4935,309,603,6109,5149,960,0,0,-262,105,-0,105,997,483,0,-39,-349,10,0,0,795,-43,838,0,0,0,0,19,-8,73,0,0,0,13,0,892,533,-53,40,0,88,0,88,340,166,174,15,0,0,-3,106,359,-18,377,0,-367,214,651,603,0,262
1958:Q4,6148,5206,325,617,6112,5141,971,0,0,36,566,-0,566,634,347,0,-181,410,-120,0,0,382,-25,386,0,0,21,0,-38,2,-144,0,0,0,-24,0,68,390,-73,-23,0,219,0,219,338,68,270,-8,0,0,11,-74,-322,-128,-194,0,-530,-65,646,617,0,-36
1959:Q1,6822,5349,345,1128,6469,5479,991,0,0,353,396,-0,396,874,96,0,163,-56,30,0,0,423,-90,507,0,0,6,0,27,35,102,0,0,0,54,0,478,-10,-165,-6,0,169,0,169,-55,-97,42,22,0,0,-31,56,488,-52,540,0,-44,130,646,1128,0,-353
1959:Q2,7180,5636,364,1180,6458,5444,1014,0,0,722,1040,-0,1040,2703,740,0,-92,172,-360,0,0,1921,-9,1912,0,0,18,0,34,97,130,0,0,0,61,0,1663,894,318,-6,0,65,0,65,287,35,252,31,0,0,70,129,769,2,767,0,-318,-192,650,1180,0,-722
1959:Q3,7106,5717,387,1002,7115,6020,1095,0,0,-8,648,-0,648,1180,167,0,-128,-76,-211,0,0,1201,-15,1181,0,0,35,0,26,87,100,0,0,0,14,0,532,145,-26,8,0,130,0,130,181,81,100,20,0,0,4,-172,387,-119,506,0,-656,303,708,1002,0,8
1959:Q4,7158,5626,412,1120,6952,5783,1170,0,0,206,1095,-0,1095,479,72,0,-1,94,-298,0,0,638,28,725,0,0,-115,0,-37,132,-144,0,0,0,23,0,-616,-13,-88,-13,0,109,0,109,-50,129,-179,-20,0,0,50,-1,-603,-109,-494,0,-889,157,758,1120,0,-206
1960:Q1,7263,5822,461,980,7729,6536,1192,0,0,-466,-501,-0,-501,474,50,0,288,-564,-100,0,0,386,326,27,0,0,33,0,21,137,82,0,0,0,174,0,975,422,-109,-11,0,279,0,279,99,-89,188,23,0,0,0,141,553,-13,566,0,35,714,732,980,0,466
1960:Q2,7480,5864,447,1169,7911,6713,1198,0,0,-431,-285,-0,-285,836,94,0,356,297,128,0,0,-102,-42,-91,0,0,31,0,15,86,60,0,0,0,-98,0,1121,657,-81,19,0,125,0,125,294,-29,323,14,0,0,136,150,464,41,343,80,-146,849,751,1169,0,431
1960:Q3,7070,5720,443,908,8124,6890,1234,0,0,-1054,681,-0,681,1480,638,0,234,-37,219,0,0,346,193,133,0,0,20,0,21,-15,80,0,0,0,-6,0,799,413,-102,51,0,76,0,76,265,9,256,14,0,0,14,95,386,35,351,0,-1735,1171,791,908,0,1054
1960:Q4,6949,5436,425,1088,8170,6906,1264,0,0,-1221,-1354,-0,-1354,1517,921,0,-90,286,37,0,0,274,57,222,0,0,-5,0,7,-5,29,0,0,0,58,0,2871,1208,-150,-56,0,97,0,97,501,215,286,63,0,0,611,142,1663,23,1566,74,133,1470,839,1088,0,1221
1961:Q1,6856,5415,431,1010,8215,6890,1325,0,0,-1360,-238,-0,-238,1021,371,0,221,520,-396,0,0,44,52,-16,0,0,8,0,20,96,75,0,0,0,70,0,1259,483,0,41,0,85,0,85,511,-35,546,29,0,0,-260,77,776,50,726,0,-1121,1476,894,1010,0,1360
1961:Q2,7139,5475,435,1229,7942,6657,1285,0,0,-803,-1131,-0,-1131,67,-170,0,267,-124,165,0,0,-363,-21,-347,0,0,5,0,24,147,90,0,0,0,31,0,1198,433,150,24,0,173,0,173,-228,136,-364,28,0,0,183,103,765,73,692,0,328,1182,850,1229,0,803
1961:Q3,7198,5832,454,913,8274,6945,1329,0,0,-1076,-655,-0,-655,1425,146,0,-12,226,275,0,0,696,119,586,0,0,-9,0,13,12,51,0,0,0,18,0,2080,1253,359,25,0,67,0,67,605,29,576,31,0,0,152,14,827,57,770,0,-421,1113,876,913,0,1076
1961:Q4,7503,5968,468,1067,8478,7111,1368,0,0,-975,-680,-0,-680,632,510,0,-590,354,8,0,0,77,-81,161,0,0,-3,0,8,68,30,0,0,0,167,0,1312,633,-258,-2,0,112,0,112,668,352,316,15,0,0,31,67,679,145,363,171,-295,1143,899,1067,0,975
1962:Q1,7654,6079,451,1125,8432,7081,1351,0,0,-778,-379,0,-379,1049,304,0,162,283,-7,0,0,213,24,-12,84,0,117,0,12,28,44,0,0,0,10,0,1428,949,-123,-2,0,201,0,201,551,239,312,20,0,0,254,48,479,-5,484,0,-399,1003,900,1125,0,778
1962:Q2,7937,6221,460,1256,8873,7416,1458,0,0,-937,-967,0,-967,616,116,0,-28,39,87,0,0,442,-67,445,85,0,-21,0,20,27,78,0,0,0,-165,0,1583,910,280,32,0,315,0,315,150,6,144,28,0,0,-46,151,673,-7,680,0,30,1195,998,1256,0,937
1962:Q3,7682,6278,465,940,8876,7398,1477,0,0,-1193,413,0,413,843,445,0,18,-559,138,0,0,660,-24,650,84,0,-50,0,14,27,52,0,0,0,48,0,430,-186,-435,-19,0,94,0,94,-146,19,-165,25,0,0,220,75,616,-7,623,0,-1607,1121,1013,940,0,1193
1962:Q4,7933,6388,472,1074,8825,7171,1654,0,0,-892,-457,0,-457,855,25,0,-505,372,280,0,0,418,94,261,84,0,-21,0,26,27,100,0,0,0,112,0,1312,244,-365,-136,0,384,0,384,306,-84,390,39,0,0,45,-29,1068,-6,952,122,-435,783,1183,1074,0,892
1963:Q1,7902,6296,478,1128,8895,7290,1605,0,0,-993,-755,-0,-755,1141,111,0,688,-319,393,0,0,144,-17,119,84,0,-42,0,15,56,56,0,0,0,-3,0,1896,970,79,38,0,494,0,494,337,-95,432,36,0,0,-64,50,926,28,898,0,-238,994,1127,1128,0,993
1963:Q2,8363,6473,503,1388,9449,7862,1587,0,0,-1086,-835,-0,-835,1415,116,0,-170,336,137,0,0,751,57,553,83,0,58,0,28,56,107,0,0,0,54,0,2250,1324,-7,121,0,507,0,507,773,120,653,36,0,0,-372,266,926,29,897,0,-251,1390,1084,1388,0,1086
1963:Q3,8134,6676,526,932,9439,7804,1635,0,0,-1305,49,-0,49,990,196,0,41,-81,189,0,0,338,141,118,84,0,-5,0,25,56,97,0,0,0,129,0,941,287,-31,-65,0,71,0,71,208,135,73,25,0,0,48,31,654,29,625,0,-1354,1128,1110,932,0,1305
1963:Q4,8259,6691,547,1021,9822,8119,1703,0,0,-1563,-1503,-0,-1503,90,38,0,-442,330,132,0,0,-137,-131,-136,84,0,46,0,-20,57,-77,0,0,0,209,0,1593,577,43,-303,0,-79,0,-79,745,277,468,38,0,0,33,100,1016,26,928,62,-60,1428,1156,1021,0,1563
1964:Q1,8322,6745,558,1020,10370,8548,1822,0,0,-2048,-1526,-0,-1526,206,46,0,22,74,270,0,0,-379,145,-639,84,0,31,0,18,-73,68,0,0,0,160,0,1732,885,97,136,0,-111,0,-111,691,178,513,31,0,0,109,-68,847,91,756,0,-522,1804,1265,1020,0,2048
1964:Q2,8806,6932,573,1301,10300,8508,1792,0,0,-1494,-1076,-0,-1076,522,-73,0,-273,351,340,0,0,105,114,-127,84,0,34,0,24,-20,92,0,0,0,-24,0,1598,534,-376,92,0,152,0,152,669,134,535,39,0,0,31,-73,1064,54,960,50,-418,1576,1219,1301,0,1494
1964:Q3,8650,7107,576,966,10682,8844,1838,0,0,-2033,-477,-0,-477,1272,-20,0,112,228,315,0,0,673,-43,549,84,0,83,0,13,-113,49,0,0,0,15,0,1749,784,-90,56,0,-44,0,-44,603,214,389,37,0,0,244,-22,965,42,923,0,-1556,1737,1262,966,0,2033
1964:Q4,9013,7321,612,1080,10907,9120,1787,0,0,-1893,-1542,-0,-1542,1688,172,0,65,306,330,0,0,616,-33,505,84,0,60,0,12,-86,46,0,0,0,227,0,3230,2171,323,-181,0,470,0,470,974,454,520,39,0,0,364,182,1059,24,973,62,-351,1799,1175,1080,0,1893
1965:Q1,8809,7114,622,1072,10223,8242,1981,0,0,-1415,-1515,-0,-1515,966,833,0,358,-243,154,0,0,-416,265,-783,84,0,18,0,38,39,144,0,0,0,59,0,2481,851,-10,-64,0,90,0,90,1093,626,467,62,0,0,-179,-141,1630,108,1522,0,100,1128,1359,1072,0,1415
1965:Q2,10072,7920,638,1515,11640,9592,2048,0,0,-1567,-1519,-0,-1519,855,590,0,352,-26,184,0,0,-295,-26,-252,84,0,-101,0,-2,-140,-8,0,0,0,200,0,2374,887,522,-211,0,70,0,70,330,-213,543,57,0,0,25,94,1487,77,1410,0,-48,1672,1410,1515,0,1567
