1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1997:Q3,1689431,757034,79949,190457,5056,582932,46400,20756,6847,1757977,439072,716960,201885,367076,32984,-68546,154530,378,8684,76922,96876,146975,-4100,-45999,7244,2664,-6250,-2052,0,0,0,15727,18252,-3260,735,0,1660,-12546,7924,116,53243,0,0,1252,22068,22988,-920,57965,0,57965,57965,-96,-11575,-16371,24393,0,-40764,-19954,7758
1997:Q4,1713033,778630,79721,181510,5580,594814,44936,20500,7342,1786848,444514,718120,222514,368372,33328,-73815,154565,2065,7384,71301,139102,144710,-2188,-3420,29358,17802,12023,2552,0,0,0,10548,-6096,888,15756,0,1344,-535,-13928,-448,32778,0,0,-4,-135196,-136944,1748,97761,0,97761,97761,2000,986,67232,29824,0,37408,-67801,2866
1998:Q1,1744269,800573,79482,178769,4764,602842,48963,20904,7972,1768790,427742,727885,211471,368336,33356,-24521,154217,1445,3608,124643,194310,144422,-2984,52872,53436,1398,44350,-1640,0,0,0,9340,1572,-1400,9168,0,1540,1684,-3324,88,564,0,0,320,-91648,-89216,-2432,96363,0,96363,96363,720,-17234,12042,35758,0,-23716,-69668,-2378
1998:Q2,1771548,820909,80110,175397,5096,612303,48258,21456,8019,1781911,440276,728953,210478,367648,34556,-10363,155463,5847,2532,136721,61856,146789,-11156,-73777,79923,5812,85198,980,0,0,0,14275,2880,-456,11851,0,1776,111,-28332,104,153701,0,0,224,11111,12551,-1440,99404,0,99404,99404,2612,-10725,51075,36599,0,14476,74865,80190
1998:Q3,1808446,841613,81462,180118,5580,622233,48059,21612,7769,1788538,436261,731597,218136,366204,36340,19908,155570,1009,3908,170561,174752,152369,-8500,30883,-84902,7828,-124607,1280,0,0,0,2634,-5896,-928,9458,0,1652,6431,20432,-552,-115786,0,0,1700,-200445,-200033,-412,81254,0,81254,81254,12,-3222,4916,24780,0,-19864,-4191,-97600
1998:Q4,1835085,861701,81738,176440,7280,632231,47362,21892,6441,1814518,447076,732941,234977,360088,39436,20567,156388,3987,5020,167948,65124,147127,-1460,-80543,-91009,9068,-71674,4656,0,0,0,-2445,-8352,860,5047,0,1352,-2218,-29528,-220,-10467,0,0,-4,-94990,-107174,12184,53331,0,53331,53331,1824,897,28475,27783,0,692,102824,-31417
1999:Q1,1860003,869780,81287,186026,5566,643462,44152,21884,7846,1811988,444843,744050,228471,352596,42028,48015,156568,2677,1705,200201,287888,150298,-268,137858,92171,-9162,89514,-3424,0,0,0,6791,-2552,-1196,10539,0,1576,864,5524,488,-45687,0,-4000,0,-104513,-102981,-1532,44908,0,44908,44908,676,-8567,25809,35009,0,-9200,-87687,28791
1999:Q2,1885184,885759,81639,184420,6187,649267,44756,25788,7368,1816962,445723,747182,227308,352141,44608,68222,157534,1685,5271,218800,156797,153523,-816,4090,51415,-4724,32262,828,0,0,0,12559,508,120,11931,0,1824,3378,4840,448,47325,0,0,2068,-51954,-52554,600,46703,0,46703,46703,2696,4354,43458,38122,0,5336,62003,37361
1999:Q3,1914863,904174,83767,187683,6524,656729,45873,22942,7171,1843205,458379,749822,237911,351073,46020,71658,158290,1360,7595,220993,246522,155779,-3436,94179,21534,-8130,21281,2068,0,0,0,15203,3068,1648,10487,0,1316,3524,-14196,468,-72645,0,-4000,2000,-118260,-118292,32,30481,0,30481,30481,228,4982,11923,26443,0,-14520,-25529,41264
1999:Q4,1963756,929997,87035,192100,6205,669846,49040,23108,6425,1875154,474513,753286,247966,352925,46464,88602,160218,3818,25662,219340,211908,159832,-348,52424,119791,-6354,121620,3212,0,0,0,-16325,-29208,-48,12931,0,1088,10654,4764,1132,67367,0,-4000,-4,-9957,-9989,32,42247,0,42247,42247,2004,26,37051,30407,0,6644,7431,130245
2000:Q1,2041761,976600,86123,202205,7144,689432,48286,25074,6897,1866309,462475,765501,238927,354822,44584,175452,162048,-1052,9704,328848,224477,156893,-348,67932,-90212,1902,-98628,356,0,0,0,7457,160,-3556,10853,0,1320,2281,-3724,-1176,-158144,0,0,2160,-207566,-205502,-2064,6484,0,6484,6484,1168,13018,26591,34231,0,-7640,104371,-140623
2000:Q2,2056279,986850,88379,201051,7907,691507,49644,24097,6844,1908646,484199,781617,243765,354109,44956,147633,162838,-2460,9469,303462,452028,156980,-496,295544,-59932,-8328,-46028,1004,0,0,0,8970,-3596,196,12370,0,1588,4365,-21740,236,-355476,0,-8000,3194,-419129,-420965,1836,18970,0,18970,18970,2624,1767,45098,39710,0,5388,-148566,36304
2000:Q3,2076269,1011116,87539,185570,7425,704159,51005,24935,4520,1918618,477201,786413,256859,352877,45268,157651,163736,-929,11492,310824,362673,156349,-1172,207496,-40831,-1544,-12984,2092,0,0,0,7792,-3468,-1352,12612,0,1264,6693,-44548,404,-248327,0,-4000,4228,-297949,-295525,-2424,14731,0,14731,14731,216,3964,30483,22619,0,7864,-51848,-23338
2000:Q4,2096795,1023916,86963,187559,7777,709186,52760,25624,3010,1938797,478849,795821,264606,353105,46416,157998,163858,5170,21850,294836,158914,159331,-484,67,-100420,5370,-102608,364,0,0,0,8410,-4152,1700,10862,0,1580,7808,-21976,632,-100487,0,-4000,-4,-184439,-183259,-1180,-31002,0,-31002,-31002,1752,3903,113303,110995,0,2308,135922,-92883
2001:Q1,2111059,1050987,87071,154940,8002,723414,57892,25281,3472,1982627,493667,826884,269409,345479,47188,128432,163975,4334,12449,275624,136068,159610,-4668,-18874,73411,-1154,79842,8180,0,0,0,1298,-8936,-2380,12614,0,2052,2694,-19100,-400,92285,0,0,1592,-7075,-4839,-2236,138620,0,138620,138620,636,-629,-40858,-41502,0,644,139556,-6745
2001:Q2,2098359,1048972,86339,148655,7236,723429,55353,25642,2733,2003582,502766,840440,277968,334776,47632,94777,164276,1588,13677,243788,511354,163465,-704,348593,11028,5040,-17335,5912,0,0,0,8572,-5904,-440,14916,0,1880,8087,-1232,104,-337565,0,0,1304,-423228,-424352,1124,52782,0,52782,52782,2372,-3698,32903,28823,0,4080,-267567,-26613
2001:Q3,1907680,881709,83639,130945,7990,722041,53294,25488,2574,2037702,510043,859044,275461,326826,66328,-130022,164750,-2452,17956,19224,7490,164404,-428,-156486,132415,13868,14444,7248,0,0,0,6608,-1016,-3404,11028,0,1340,21590,67196,120,288901,0,0,2232,269226,269578,-352,-2881,0,-2881,-2881,28,8479,11818,33178,0,-21360,11734,-1989
2001:Q4,2012376,1002447,84083,115785,8491,724165,48494,26497,2414,2045404,518999,875864,289640,317821,43080,-33028,164790,3466,18377,109919,-68432,167893,0,-236325,-9403,508,87427,-4576,0,0,0,-886,-15452,1892,12674,0,1212,-3075,-89900,-112,226923,0,0,0,142922,143654,-732,50483,0,50483,50483,2504,8724,22290,36958,0,-14668,178352,56307
2002:Q1,1865636,847798,84677,115523,7568,731957,47971,26064,4078,2091469,540411,904766,300617,304931,40744,-225833,165476,5025,32724,-98106,-92798,173621,79,-266498,-184074,-1934,-102157,11247,0,0,0,5086,-1184,-92,6362,0,1708,-7511,-90544,32,82424,0,0,936,11378,13174,-1796,33513,0,33513,33513,-272,-9243,46113,37453,0,8660,-5308,-72348
2002:Q2,1868031,836653,87313,119873,7968,739888,46869,24880,4587,2130187,554830,930767,303397,301958,39235,-262156,166171,-4902,22103,-113186,-192263,179928,64,-372255,88663,7190,24782,-11051,0,0,0,8876,2560,-1116,7432,0,1376,-7622,65276,-164,460918,0,0,600,368898,367110,1788,46705,0,46705,46705,4000,590,40125,32201,0,7924,79077,20942
2002:Q3,1869778,825298,88024,126493,8069,742024,46281,24225,9364,2148448,562073,934950,311581,300190,39654,-278670,167225,-4045,16821,-124221,-73156,186278,-501,-258933,145598,5424,98649,31356,0,0,0,8233,-656,-1760,10649,0,1352,768,-600,416,404532,0,0,2416,343942,342362,1580,45332,0,45332,45332,-116,-661,13619,38571,0,-24952,-51064,88390
2002:Q4,1880099,819583,87281,141963,8650,743831,44860,24715,9216,2184697,586467,941139,316803,298006,42282,-304598,168393,-9386,40598,-167417,-177431,188779,-749,-365461,-27183,2824,-89754,36708,0,0,0,9749,-2808,4916,7641,0,1128,1274,10752,136,338278,0,0,0,241469,241049,420,37127,0,37127,37127,2680,11382,45620,38980,0,6640,10014,-43433
2003:Q1,1889816,803492,90095,161534,7803,749106,44814,25528,7444,2220262,602877,957651,321907,290794,47033,-330446,169697,-6156,43171,-197764,-152674,189848,-769,-341753,-27255,-560,-31499,-40223,0,0,0,-8869,0,-9688,819,0,1408,49399,3088,0,314498,0,0,564,177719,179299,-1580,5383,0,5383,-192697,76,81127,49629,34005,0,15624,-45090,-53344
2003:Q2,1912662,812905,90044,160900,10760,758601,46998,25717,6737,2299919,631570,974488,346744,290322,56795,-387257,171157,-1350,54899,-269649,-486912,194401,-1320,-679993,98236,548,-7929,36929,0,0,0,1367,-1980,504,2843,0,1576,8372,57372,0,778229,0,0,1604,633264,632748,516,28697,0,28697,226777,1680,66239,46744,23724,0,23020,217263,25433
2003:Q3,1840186,716500,89580,180308,8319,767210,46300,25921,6048,2309622,636707,984016,350318,291659,46922,-469436,173046,-2855,50742,-344277,-393982,196549,-901,-589630,7436,2026,37460,-74050,0,0,0,-4306,-4184,-1608,1486,0,1136,4246,40924,0,597066,0,0,92,331525,331469,56,124595,0,124595,124595,548,67506,72801,52095,0,20706,49705,-74102
2003:Q4,1941795,781627,91110,200390,10088,778187,46339,27760,6294,2344180,655270,995164,354495,294108,45143,-402385,175097,2349,42360,-271997,-272334,199855,-385,-471804,56611,-9110,38971,-23404,0,0,0,2844,-500,988,2356,0,1092,14303,31916,0,528415,0,0,-4,336320,344948,-8628,45325,0,45325,45325,2200,73757,70818,61960,0,8858,337,2650
2004:Q1,1952066,773233,94144,209161,9618,790009,41870,28417,5614,2381039,670723,1014321,354243,297882,43870,-428973,177340,-4926,51744,-298451,-182233,201077,-432,-382878,-48003,-2560,-63437,-5420,0,0,0,15837,5244,7968,2625,0,1224,27197,-20844,0,334875,0,0,784,268203,267139,1064,-12278,0,-12278,-12278,-48,20047,58168,36072,0,22096,-116218,7035
2004:Q2,2003483,792410,94776,225965,9049,803473,42671,29456,5683,2400399,678328,1024147,354970,299661,43293,-396916,179387,-647,40986,-257868,-477309,206233,-752,-682790,54329,-4790,13399,651,0,0,0,-10611,-7492,-6008,2889,0,1908,4077,49696,0,737119,0,0,1156,595382,599026,-3644,81873,0,81873,81873,1888,2690,54129,29844,0,24286,219441,10364
2004:Q3,2062814,816678,95915,244456,8496,818441,43916,30152,4760,2428795,690508,1034943,350174,308159,45011,-365981,181235,414,48084,-233244,-228028,212001,-563,-439466,-5693,-1958,-61973,1269,0,0,0,164,-4724,800,4088,0,3276,-4947,58476,0,433773,0,0,696,327110,327262,-152,41469,0,41469,41469,216,13017,51265,34393,0,16872,-5216,-44428
2004:Q4,2093961,829755,96219,249235,13276,823993,46812,30238,4433,2476050,695257,1048722,361789,318386,51896,-382089,183979,1275,46157,-245542,-185442,214365,-785,-399022,10807,-3150,-12026,3476,0,0,0,4325,-4600,3696,5229,0,1000,15638,1544,0,409828,0,0,120,271261,270949,312,38372,0,38372,38372,2288,25846,71942,61679,0,10262,-60101,14617
2005:Q1,2242790,902901,97198,315292,10873,837397,45499,30624,3006,2548019,715447,1076319,370485,329407,56361,-305229,186709,-956,65817,-183381,-241952,216379,-904,-457427,26961,-21594,55068,-2734,0,0,0,-25888,-30772,1060,3824,0,1296,-103,20916,0,484389,0,0,796,261930,262670,-740,146171,0,146171,146171,4,25848,49639,25593,0,24047,58572,24336
2005:Q2,2272008,925849,101430,306060,9960,845974,47994,32501,2240,2578686,718788,1087385,368607,343582,60324,-306678,189111,2491,50798,-170856,-252702,220491,-1120,-472073,12791,2900,-37842,-2446,0,0,0,2143,-2632,616,4159,0,1320,7151,39564,0,484863,0,0,1080,253071,254455,-1384,174914,0,174914,174914,1672,11400,42727,22490,0,20237,81845,-47349
2005:Q3,2316739,949527,100348,311917,13118,859786,49197,31668,1178,2617330,731610,1103733,371146,349228,61613,-300591,191665,-1569,116335,-223692,-104923,224783,-4124,-325582,-7924,-19212,-15591,1770,0,0,0,7280,-2984,3852,6412,0,1048,3994,12788,0,317658,0,0,916,91654,92030,-376,128926,0,128926,128926,280,40025,55857,33717,0,22140,-118769,-2416
2005:Q4,2387287,970589,98670,344693,12867,870432,52653,35695,1688,2649818,737250,1116384,377044,355282,63858,-262531,194654,126,57084,-125087,-219971,226399,-1012,-445358,83368,-19760,46983,-442,0,0,0,4645,20,4028,597,0,888,25855,25200,0,528726,0,0,324,284170,283374,796,46633,0,46633,46633,2588,57382,137629,91793,0,45836,94884,43817
2006:Q1,2482894,1025547,99120,357206,10646,895088,55229,35834,4224,2728184,764861,1184853,364904,358209,55357,-245290,197403,-2797,48996,-94086,-277213,232206,-1445,-507974,-57095,-2294,-52441,-1592,0,0,0,4008,-2780,1772,5016,0,5156,-14944,5012,0,450878,0,0,576,359998,361010,-1012,64240,0,64240,64240,304,-5465,31226,24399,0,6827,183127,-73181
2006:Q2,2518506,1041176,99500,367265,10991,900808,58641,36923,3202,2749085,761129,1196315,373053,367415,51173,-230579,199969,-237,50912,-81285,-47155,236035,-1569,-281621,87179,1928,66407,1257,0,0,0,16016,1408,6896,7712,0,528,-697,1740,0,368800,0,0,756,215833,215605,228,99261,0,99261,99261,2220,-5582,56312,26513,0,29798,-34130,75593
2006:Q3,2562860,1060878,100229,384807,11809,906186,59399,37317,2235,2775713,762066,1206523,381312,376299,49513,-212853,202659,-1825,47701,-56070,167740,233381,-2480,-63161,-527,-4446,3723,12521,0,0,0,-173,-888,3612,-2897,0,1232,-8972,-4412,0,62634,0,0,1000,-35509,-34493,-1016,51439,0,51439,51439,548,6712,38444,16968,0,21476,-223810,27037
2006:Q4,2590850,1095786,98141,354554,21446,920646,59989,38058,2230,2789905,774134,1218363,362150,386925,48333,-199055,205111,-436,47836,-41344,-205789,240944,-51480,-395253,-95597,-6072,-28574,-11303,0,0,0,3993,4844,2560,-3411,0,840,-21766,-32716,0,299656,0,0,-4,76386,75890,496,44944,0,44944,44944,2936,29223,146171,109708,0,36463,164445,-51269
2007:Q1,2659485,1146001,93917,354450,12144,940949,70109,39950,1965,2869324,776095,1253113,396488,396009,47619,-209839,208395,-293,65675,-66826,-308595,241450,-2145,-547900,-28087,-230,-43928,-1794,0,0,0,13490,1684,3212,8594,0,1120,-2881,6136,0,519812,0,0,408,308186,309502,-1316,178071,0,178071,178071,1444,18230,13473,8248,0,5225,241768,-68801
2007:Q2,2674206,1163932,93728,347737,13694,943085,68880,39726,3424,2905203,791806,1270013,387949,407914,47521,-230997,211245,-160,59832,-79424,39662,250647,-5077,-205908,-6510,-574,-4638,1241,0,0,0,20999,584,3260,17155,0,4612,7505,-35656,0,199397,0,0,-1324,-18691,-18595,-96,73691,0,73691,73691,2268,21720,121734,82741,0,38992,-119086,9578
2007:Q3,2666731,1179259,95376,314617,12997,946742,69534,43236,4970,2945721,806953,1283677,393764,414164,47163,-278990,214310,-1404,60454,-123730,111625,251885,-723,-139537,161549,-182,185913,-1495,0,0,0,-6410,-4088,-64,-2258,0,312,11072,-27660,0,301086,0,0,-1404,168077,168889,-812,52151,0,52151,52151,-64,30231,52095,18401,0,33694,-235356,186679
2007:Q4,2672883,1194411,95479,296157,16727,958411,65747,42609,3342,2991764,829096,1299715,401623,413825,47505,-318881,217266,116,51676,-153407,-345247,256166,-5389,-596024,-131099,-504,-36781,6773,0,0,0,-1523,-7032,1032,4477,0,280,-10912,-88432,0,464925,0,0,-404,325460,324716,744,-5377,0,-5377,-5377,2612,47095,95538,80689,0,14849,191840,-17509
2008:Q1,2638949,1201739,93228,241721,14696,970186,71740,42535,3104,3043522,852080,1335528,404484,403473,47957,-404573,221010,-3793,59911,-239681,-524626,259104,-10644,-773086,-18053,378,10172,2903,0,0,0,10358,-1160,2076,9442,0,352,-5267,-36948,0,755033,0,0,-908,610605,609329,1276,64371,0,64371,64371,-348,56824,24488,22584,0,1904,284945,-22102
2008:Q2,2621006,1191342,95285,227113,14499,972319,74409,43716,2323,3397451,875429,1676454,408504,388351,48713,-776445,224461,-713,51217,-602488,-233310,271211,-21834,-482687,-57560,4492,-49741,-6343,0,0,0,61662,3804,6088,51770,0,4208,13718,-85556,0,425128,0,0,-468,281721,281469,252,57260,0,57260,57260,1952,80312,4352,-28781,0,33133,-369177,-33930
2008:Q3,2574570,1173670,93720,211528,15353,977643,56729,43541,2386,3194110,893869,1459417,408823,382152,49849,-619540,227710,-1860,64411,-454381,-520356,276369,-9818,-786907,1234289,-286,1258067,3041,13244,13244,0,-9719,1644,-3356,-8007,0,420,12498,-42976,0,2021196,0,0,-1188,1942757,1944449,-1692,31610,0,31610,31610,-464,10963,37519,9042,0,28477,65975,1265636
2008:Q4,2493678,1139774,93717,127480,23199,977840,66067,63025,2576,3192865,899707,1443347,418367,379614,51830,-699187,230255,-1242,48963,-516653,-791388,280073,-39277,-1032184,1235871,12278,33988,-4657,204464,204464,0,55887,20392,10724,24771,1025360,244,-4329,-87364,0,2268055,0,0,-764,2219210,2218218,992,2475,0,2475,2475,2772,-60807,105169,63987,0,41182,274735,24816
2009:Q1,2222445,921233,86680,122734,13549,945963,65719,64195,2372,3322768,908724,1536980,461838,361869,53357,-1100323,231330,-615,55127,-923505,-1027556,276507,-27760,-1276303,306072,3490,-337601,-50,209136,209136,0,90414,58916,6876,24622,363644,452,-6056,-17356,0,1582375,0,0,-4,1638196,1641388,-3192,4543,0,4543,4543,-232,-101823,41696,61242,0,-19546,104052,-383047
2009:Q2,2223825,855509,94266,138944,13746,952555,89352,76871,2582,3524671,932341,1664814,521122,352134,54260,-1300846,232533,-2455,67201,-1133059,-1069481,281148,-4848,-1345781,459430,14266,104312,1089,176124,174636,1488,186046,96320,4512,85214,-127876,5120,14129,86224,-4,1805212,0,0,-4,1768835,1769931,-1096,90753,0,90753,90753,2060,-52301,-4131,-37159,0,33028,-63578,148721
2009:Q3,2225501,841998,91375,159402,11338,950272,109625,58574,2917,3532903,943685,1650389,522652,350317,65860,-1307402,233973,-3285,76597,-1146741,-1189249,284568,-1626,-1472191,267209,195310,-182288,-3,92524,91828,696,156555,95020,5124,56411,53700,228,-88205,39384,4,1739400,190392,12000,-1000,1550516,1546804,3712,-7370,0,-7370,-7370,140,-29420,24143,7061,0,17082,42509,-181394
2009:Q4,2296491,847467,93215,190770,12437,953862,133667,63096,1977,3560619,967905,1669993,514625,353811,54285,-1264128,236725,1127,81474,-1110004,-939178,288263,-1229,-1226212,-199591,-5380,-281389,312,92376,92320,56,249157,14904,10512,223741,-287088,5252,-4267,31436,0,1026621,0,0,-400,945585,944413,1172,32255,0,32255,32255,2424,-37140,83896,36460,0,47436,-170826,-276928
2010:Q1,2366133,903375,93053,204712,12231,960645,125521,65126,1470,3710547,986329,1769625,541160,360258,53175,-1344414,239315,-3543,83717,-1185273,-1257490,292029,-774,-1548745,180478,2722,151708,79,-39960,-40044,84,44437,15536,4564,24337,-5440,7040,4332,15560,0,1729223,0,0,0,1651732,1651388,344,1946,0,1946,1946,-380,20494,55430,58491,0,-3061,72217,99787
2010:Q2,2420673,935221,96392,212162,13604,971744,126538,65317,-305,3745712,1006424,1772074,536912,376930,53372,-1325039,242530,-1477,102747,-1183779,-1250124,298625,-1729,-1547020,374095,496,196235,277,-43980,-44264,284,120695,-7908,5592,123011,74744,10352,-13843,29120,0,1921115,0,0,-4,1805616,1804540,1076,194335,0,194335,194335,708,558,-80098,-112851,0,32754,66345,242628
2010:Q3,2483291,958476,98939,227111,12622,974640,144445,68705,-1647,3792437,1006480,1775517,566768,389247,54425,-1309146,244903,-3879,93239,-1153603,-1182933,297863,-1129,-1479667,240262,4120,72614,-1178,-43296,-43716,420,188704,3464,1124,184116,19676,3728,2542,-6648,0,1719930,0,0,-1100,1631856,1631372,484,54128,0,54128,54128,660,8264,26122,-2736,0,28857,29330,74075
2010:Q4,2514961,977206,98736,233562,16991,976583,147590,67261,-2968,3809804,1012398,1778678,563217,399514,55997,-1294843,248211,-2005,86551,-1131178,-713051,300480,-171,-1013360,403677,-1022,174995,1030,-60224,-60716,492,208948,9108,6768,193072,7264,2324,4146,66216,0,1417037,0,0,0,1273356,1272596,760,-29297,0,-29297,-29297,2460,6880,163638,122684,0,40954,-418127,179290
2011:Q1,2566858,1111389,104706,228874,13553,898310,147550,66647,-4171,3811263,1007763,1785482,549190,410805,58023,-1244405,251829,-3565,87448,-1076459,-956845,298211,-202,-1254854,-415304,16260,-678422,-1817,-43112,-43108,-4,185143,21296,2412,161435,61308,152,5837,39348,0,839551,0,0,0,776400,775208,1192,8870,0,8870,8870,280,-105,54106,44913,0,9193,-119614,-767867
2011:Q2,2574972,1126463,109061,227162,13505,900923,135302,67027,-4471,3849376,1015442,1794448,555036,424987,59463,-1274404,254243,-2351,98307,-1116117,-1063672,297283,-670,-1360285,25941,24800,-121733,1037,-139080,-139080,0,157269,27412,8932,120925,49584,6324,6872,40868,0,1386226,0,0,0,1297076,1296920,156,-196948,0,-196948,-615244,1728,21963,262406,256384,0,6022,-52445,-44885
2011:Q3,2565373,1144227,109365,201742,16399,909409,124132,65246,-5147,3783833,993514,1799582,498386,432625,59726,-1218460,256382,-5768,85906,-1042216,-1082794,295137,-1604,-1376327,-64026,15982,-154758,-95,-132612,-132348,-264,181388,56652,7632,117104,968,1876,6185,17040,0,1312301,0,0,0,1198340,1196404,1936,415956,0,415956,834252,1156,5259,-308411,-362392,0,53982,40578,-175087
2011:Q4,2587239,1140969,111361,238033,16807,904181,117967,63079,-5158,3786528,999670,1806498,486374,433350,60636,-1199289,257296,-1503,85174,-1025664,-1026025,292031,-1065,-1316991,-56948,7862,-75555,-201,-158068,-157984,-84,121016,-11528,8108,124436,49296,548,151,-1996,0,1260043,0,0,0,1066304,1065160,1144,-11246,0,-11246,-11246,1888,9323,193775,134479,0,59296,361,-44169
2012:Q1,2663951,1138252,113932,261540,15394,927470,153765,59029,-5431,3774344,1006863,1790554,490641,428343,57943,-1110393,259699,-4138,80229,-926785,-980175,289228,-1344,-1268059,129212,4640,62269,344,-118620,-118520,-100,166590,59392,4392,102806,-19760,-912,4541,30120,0,1397270,0,0,0,1303536,1306876,-3340,37900,0,37900,37900,424,11999,43412,43630,0,-219,53390,-10100
2012:Q2,2679747,1150649,114393,275518,16094,932183,143228,53685,-6003,3772866,998503,1795343,497073,424345,57602,-1093119,261217,-2472,80046,-909476,-973037,290089,-1264,-1261862,189919,13000,-9644,912,-5884,-5844,-40,171105,5012,4488,161605,-18076,6812,3630,28064,0,1451781,0,0,0,1268352,1268212,140,263805,0,263805,263805,1440,5484,-87301,-119330,0,32029,63561,61022
2012:Q3,2690553,1163772,114731,280818,16449,935207,137872,47819,-6115,3777299,1006456,1801660,492363,420974,55846,-1086746,262603,-3043,75965,-897065,-479070,287333,-1371,-765032,247715,3094,136234,-136,-388,0,-388,116397,-10432,2416,124413,-9880,-5816,9390,-1176,-4,1012747,0,0,0,946832,947128,-296,85937,0,85937,85937,-220,-3411,-16391,-10080,0,-6312,-417996,122908
2012:Q4,2769018,1212867,117601,280925,18866,956976,131518,56757,-6492,3769503,987061,1811583,495098,416834,58927,-1000485,263031,-787,108331,-844998,-1087688,282508,-3876,-1366320,-247642,-3712,-162196,-412,-108,0,-108,-90360,-210496,-992,121128,-5000,-5084,-6981,26208,4,1118678,0,0,0,967160,965220,1940,-151210,0,-151210,-151210,-496,37259,265964,271287,0,-5323,242689,-143950
2013:Q1,2984538,1273533,122325,298004,17129,1078570,141318,60359,-6700,3758798,966826,1835838,486163,411052,58919,-774260,263302,-2756,71459,-579661,-552176,273253,-1949,-823480,323812,3334,177817,-1676,-176,0,-176,141472,10296,8364,122812,-5160,-5928,-7412,21544,-4,1147291,0,0,0,1098136,1099148,-1012,129638,0,129638,129638,164,-33615,-47032,-77219,0,30186,-27485,135918
2013:Q2,3244746,1296406,124426,292920,17114,1090729,375406,55601,-7856,3776035,963223,1834293,506378,412508,59633,-531289,265177,-1368,63890,-328634,-255973,269338,-2990,-522321,184088,-992,42574,936,-80,0,-80,122882,9792,-708,113798,-2776,6464,11084,3996,0,706409,0,0,0,585528,584184,1344,-164620,0,-164620,-215820,732,30356,254412,251956,0,2457,-72661,87420
2013:Q3,3070329,1308293,126359,300576,18530,1093598,176249,55056,-8332,3773723,948818,1842286,506389,416742,59488,-703394,266785,-3126,63177,-496660,-409619,270822,-3615,-676826,103631,-4166,-43522,184,-52,0,-52,116726,4988,2340,109398,-10304,240,396,44128,0,780457,0,0,-1400,780292,779748,544,-161050,0,-161050,-567870,-496,35969,127142,147741,0,-20599,-87041,-42639
2013:Q4,3245666,1333169,128800,302225,19734,1104224,281926,83907,-8319,3772464,946843,1849146,492536,425001,58938,-526798,269059,-406,58568,-315901,244500,270411,-1358,-24553,833430,-11206,101437,-1304,-20,0,-20,707400,593196,7136,107068,-1120,308,8952,28984,0,857983,0,0,0,759448,761892,-2444,401824,0,401824,859844,520,23686,-327494,-369126,0,41632,-560401,97621
2014:Q1,3262838,1369110,136656,337427,21831,1126563,207660,69235,-5644,3819402,950096,1867430,511713,431952,58211,-556564,270668,-2741,66966,-350121,-176458,262839,-1300,-437997,437031,-4028,144837,-108,-8,0,-8,269024,155508,2220,111296,-552,0,7127,20740,0,875028,0,0,0,812796,814732,-1936,61546,0,61546,61546,-80,-19513,20279,17861,0,2419,-173662,152836
2014:Q2,3295831,1389003,135469,358973,19927,1131020,178638,87739,-4938,3876072,943515,1896248,538299,440027,57983,-580241,270825,-602,65341,-374155,-451618,267470,-1776,-717312,-135548,3026,-163229,1276,-76,0,-76,-16286,-132220,3256,112678,-1080,5480,825,34516,0,581764,0,0,0,442476,442348,128,223668,0,223668,223668,552,978,-85910,-117762,0,31852,77463,-164873
2014:Q3,3303698,1413271,137408,329614,20101,1142500,150912,114085,-4193,3931624,963395,1910071,558364,442107,57687,-627926,271666,-2462,64838,-418636,-988674,267253,-6336,-1249591,-344541,-4058,184608,240,0,0,0,-461644,-583048,3168,118236,-4236,1904,-35123,-26232,0,905050,0,0,-1000,805536,806248,-712,79216,0,79216,79216,1224,3132,16943,19110,0,-2167,570038,226341
2014:Q4,3315299,1443522,137216,332584,19686,1160137,153711,72163,-3720,3926651,944142,1928632,555093,442283,56501,-611352,271957,-1919,62362,-399838,-295885,269578,-1000,-564463,133061,-10156,74980,1304,0,0,0,104218,4220,-716,100714,-680,848,6555,-44008,0,697525,0,0,0,525408,523340,2068,-6938,0,-6938,-6938,1384,3028,174644,153183,0,21460,-103952,35936
