1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1982:Q2,8060195,0,280294,1425819,175381,359863,92193,13880,189001,64789,210879,102137,108742,0,645931,2389922,50031,234054,2198463,1064517,1133946,0,89558,1584275,24914,1529136,1019260,380887,25267,83431,20291,15031,15194
1982:Q3,8267454,0,293329,1448867,201364,394732,112976,13848,199607,68301,204357,99829,104528,0,686458,2384818,55666,235699,2271057,1039087,1231970,0,91108,1594249,27186,1536463,1017736,386815,24622,86833,20457,15251,15349
1982:Q4,8571224,2427,305157,1510402,186712,393597,104412,14634,201436,73115,217282,106394,110888,0,837851,2388484,65110,237912,2330979,1041824,1289155,0,95310,1628952,29600,1568287,1031175,396718,26881,92616,20897,15550,15515
1983:Q1,8831059,2536,310556,1584354,164329,410364,113922,13772,212809,69861,208932,99208,109724,0,916878,2410897,76160,239825,2407819,1037774,1370045,0,98409,1622139,32309,1558038,1026258,391910,23251,94186,22433,16127,15665
1983:Q2,9111503,2490,317506,1629330,150654,440976,130689,13570,230972,65745,211348,99991,111357,0,1022313,2406290,92057,242193,2494173,1019062,1475111,0,102174,1673239,35463,1605307,1053751,403838,23371,100633,23714,16659,15810
1983:Q3,9253563,2601,317164,1685427,150913,482702,147933,15265,245528,73976,212501,101829,110672,0,988741,2415706,95017,244236,2551765,1043918,1507847,0,106790,1731052,38535,1659307,1087568,420612,23017,102153,25957,17260,15950
1983:Q4,9340000,6937,315392,1728457,149944,476016,148029,15982,246846,65159,215849,104536,111313,0,930005,2446925,98040,246680,2614218,1078351,1535867,0,111538,1793652,41000,1718572,1116384,444878,25965,102953,28392,17981,16099
1984:Q1,9403456,7190,300197,1792411,163904,476061,164045,17247,255286,39483,211993,101004,110989,0,867350,2453507,100040,247938,2676446,1155787,1520659,0,106420,1826024,43368,1748048,1144101,452010,19588,100544,31805,18659,15949
1984:Q2,9520344,7280,307729,1861428,166718,528482,190569,18352,274693,44868,213002,100597,112405,0,805710,2442995,100241,249458,2728281,1210834,1517447,0,109020,1891030,45649,1810303,1177677,479799,17216,101793,33818,19478,15600
1984:Q3,9742044,7026,306037,1913406,167650,562139,207324,21295,290727,42793,217863,103196,114667,0,839090,2439217,113338,250814,2814025,1185305,1628720,0,111439,1946767,48212,1863086,1211497,501839,14718,100118,34914,20214,15255
1984:Q4,9938104,6902,327378,1975034,194318,557401,196209,28852,291045,41295,214585,111576,103009,0,835651,2445060,119018,252717,2895856,1188335,1707521,0,114184,2013847,51171,1926457,1243294,526584,19631,101644,35304,21111,15108
1985:Q1,10240638,7017,321737,2018349,201589,630574,222003,27955,318434,62182,225828,102102,123726,0,882999,2448780,135840,254827,2996873,1190537,1806336,0,116225,2088085,53635,1997650,1304981,536023,18349,101284,37013,21729,15071
1985:Q2,10458098,6812,332403,2044858,207124,644208,199673,41449,331444,71642,242922,117172,125750,0,934893,2434438,162766,257670,3067036,1190855,1876181,0,122968,2163678,56013,2069895,1343287,559592,24054,105823,37139,22590,15180
1985:Q3,10545040,7207,344072,2073824,203542,676119,215733,36538,347919,75929,236561,114478,122083,0,865657,2446743,179161,260483,3118280,1244931,1873349,0,133392,2255688,57850,2158904,1402164,585905,20334,112784,37717,23655,15279
1985:Q4,10953495,7791,338859,2101333,206063,710160,204148,26235,396557,83220,253306,137132,116174,0,1014295,2508612,219442,264250,3184150,1095516,2088634,0,145234,2369161,81334,2248394,1450249,610574,26136,122919,38516,24224,15209
1986:Q1,11333268,7952,351593,2124231,223253,710590,178454,23010,401061,108065,255697,140582,115115,0,1145443,2544918,275257,268176,3276772,1070097,2206675,0,149386,2393253,78698,2274646,1476952,606799,25032,125798,40065,24941,14968
1986:Q2,11591034,8126,385015,2140134,234247,725203,157228,26301,414905,126769,250757,135422,115335,0,1189856,2565484,312493,272767,3352779,1088769,2264010,0,154172,2458951,78393,2340502,1525857,627891,17137,126441,43176,25508,14548
1986:Q3,11662504,8447,403893,2174439,250254,724451,177245,27121,401511,118574,254381,141445,112936,0,1069515,2599522,338139,277335,3401998,1168565,2233433,0,160129,2545440,79199,2426231,1587994,649888,13052,129755,45542,25881,14129
1986:Q4,12140390,8753,456032,2223118,246652,758333,189326,28333,415426,125248,269635,157033,112602,0,1230927,2626878,375743,282494,3496174,1169353,2326821,0,165650,2632598,78372,2513855,1649024,666355,22885,132416,43175,26486,13885
1987:Q1,12595930,8687,420106,2235686,258846,771169,163877,24622,439311,143359,273617,155333,118284,0,1449383,2657069,453009,289559,3605600,1061788,2543812,0,173200,2638075,78339,2516583,1681564,644317,18688,126023,45991,29297,13856
1987:Q2,12790098,8525,432879,2268596,256795,828690,180025,23579,467885,157201,275079,156709,118370,0,1421873,2675852,458493,295941,3687124,1056884,2630240,0,180250,2731360,78188,2609062,1752706,660313,19610,129548,46885,29914,14196
1987:Q3,13099200,8400,437622,2308891,262175,884211,191885,25247,495166,171913,276956,158702,118254,0,1481749,2696523,458924,303247,3793631,1038370,2755261,0,186870,2809137,77948,2686665,1802929,679637,25738,131715,46646,30018,14506
1987:Q4,12966517,9759,451128,2364522,272141,891614,205927,31547,522223,131917,288410,170581,117829,0,1189960,2733333,404113,313725,3800959,1286169,2514790,51818,195035,2877269,78073,2740684,1829012,698640,26822,132545,53665,43105,15407
1988:Q1,13335141,9724,442335,2430023,296133,894226,202399,28152,530641,133034,295867,177890,117977,0,1295822,2777691,422040,319905,3899209,1318355,2580854,52512,199654,2922185,78178,2784996,1875971,693732,28582,131007,55704,43741,15270
1988:Q2,13617342,10130,446878,2467228,278076,926434,229600,22655,546465,127714,300460,181998,118462,0,1376542,2812747,428843,327303,3985537,1326179,2659358,53230,203935,3007998,78285,2869983,1942504,710128,27891,132444,57016,44405,15325
1988:Q3,13841427,10318,445683,2511476,275807,973617,252705,26662,570723,123527,303954,184736,119218,0,1405668,2842805,424255,333606,4050991,1368687,2682304,53960,209288,3089056,78989,2949512,2000012,725838,30938,134396,58328,45069,15486
1988:Q4,14245686,10708,460921,2551343,285064,1063083,273490,48052,593821,147720,307509,187191,120318,0,1525881,2877591,420389,341893,4131095,1383824,2747271,54690,215520,3163638,79564,3022530,2055294,745206,27035,136759,58236,45709,15835
1989:Q1,14561751,11153,441356,2578331,310778,1100640,285928,43661,592679,178373,312964,192163,120801,0,1593387,2918621,427100,345669,4246627,1412403,2834224,56182,218941,3208293,79271,3063500,2089337,753193,31561,128953,60456,49781,15741
1989:Q2,14897834,11032,437556,2577496,332092,1121750,304351,37062,598734,181603,323035,199938,123097,0,1675815,2954342,456276,354363,4373749,1410791,2962958,57698,222630,3296740,79517,3147540,2146954,769617,32793,136005,62171,53833,15850
1989:Q3,15280843,11268,434827,2604839,364163,1148622,305982,47647,608810,186183,320107,194655,125452,0,1808312,2969623,476389,360192,4495950,1396435,3099515,59202,227349,3381112,80471,3226784,2211154,784207,30530,137172,63721,57881,15976
1989:Q4,15619050,11874,451978,2631287,378599,1164669,273367,73403,623816,194083,341485,213170,128315,0,1886378,2996828,468721,371631,4622900,1444702,3178198,60666,232036,3464612,82715,3303304,2260581,809285,31077,136916,65445,61944,16649
1990:Q1,15680768,11755,437567,2647604,405408,1162877,253565,79623,638985,190705,378576,247013,131563,0,1773060,3016393,461905,377994,4704882,1530241,3174641,62157,240590,3532855,82882,3368918,2335399,792320,32533,141492,67174,64759,16296
1990:Q2,15948988,12312,446238,2642633,390937,1203834,258220,95217,653596,196801,387586,253467,134119,0,1831014,3045548,484148,386121,4812871,1518442,3294429,63600,242145,3605963,83695,3438381,2395917,798712,32020,143002,68730,67577,16310
1990:Q3,15778624,12949,445940,2656928,413995,1251280,296175,104876,653499,196730,400623,263766,136857,0,1506352,3077698,444432,392530,4863907,1670933,3192974,65041,246949,3669545,84265,3498606,2447266,812302,30188,138382,70468,70403,16271
1990:Q4,16285816,13427,462874,2682304,420793,1310346,308169,115062,659601,227514,427160,287926,139234,0,1705347,3094227,470940,399250,4981134,1659070,3322064,66526,251488,3736231,85694,3560532,2489811,824391,31355,142245,72730,73241,16764
1991:Q1,16791307,13959,473866,2683771,468104,1283016,297501,91062,655520,238933,436526,296166,140360,0,1997328,3082407,516151,406098,5109390,1606870,3502520,67534,253157,3762152,85495,3584527,2529692,802207,33900,143822,74906,75492,16638
1991:Q2,16874525,13957,475773,2636427,446878,1325136,304718,94069,676085,250265,439011,296800,142211,0,1967421,3084979,537636,415029,5208343,1654230,3554113,68578,255357,3827516,86925,3646416,2590650,801306,32075,145288,77097,77760,16415
1991:Q3,17178161,14409,481127,2616478,442742,1340423,311588,98499,692267,238070,452991,310134,142857,0,2093154,3076147,585136,419933,5328403,1640093,3688310,69630,257588,3869727,89027,3684477,2614503,802500,32550,155634,79290,80031,16192
1991:Q4,17773119,14565,510219,2600463,445494,1346871,313705,101105,694679,237382,477762,336632,141130,0,2460159,3051486,646801,427029,5460091,1617067,3843024,70666,261513,3953577,89511,3765718,2667879,815581,33942,166846,81470,82286,16062
1992:Q1,17744244,14566,523488,2448803,467341,1393715,345052,108098,693867,246699,464225,324554,139671,0,2384657,3037102,670372,434387,5568800,1750107,3818693,71283,265505,3973908,90587,3783864,2708276,793353,35198,163903,83134,83452,16005
1992:Q2,17843612,14953,531345,2414399,448536,1383610,353279,95770,686146,248416,471484,333371,138113,0,2349068,3030836,714710,439014,5703697,1815318,3888379,71900,270059,4018011,91820,3825583,2741243,792332,36406,170803,84799,84618,15990
1992:Q3,18171472,15504,554845,2385646,439888,1408439,374432,111477,686746,235784,473610,337089,136521,0,2433807,3041370,767030,448765,5855219,1866433,3988786,72519,274830,4085869,91436,3892626,2795878,801933,35837,172516,86463,85784,16023
1992:Q4,18746525,15600,618130,2355243,424952,1410803,396129,115680,653249,245745,477652,343316,134336,0,2769023,3030265,815039,457341,6020364,1865320,4155044,73138,278975,4159136,91891,3964185,2840902,824769,37172,173216,88127,86950,16110
1993:Q1,19063927,15445,594584,2310884,433407,1441063,406528,102274,649309,282952,497853,365522,132331,0,2828900,3067861,891599,465502,6160335,1849144,4311191,74205,282289,4167217,92579,3969522,2854704,807262,36092,180821,90643,88888,16228
1993:Q2,19279254,15352,614344,2287502,424119,1419885,399755,68934,642697,308499,516792,386526,130266,0,2828075,3102719,965013,474715,6270438,1880969,4389469,75274,285026,4235597,93812,4034610,2908346,818662,33081,181364,93157,90827,16348
1993:Q3,19652051,14697,639638,2271959,420899,1425446,397676,64076,628568,335126,514599,386436,128163,0,2923630,3150407,1048508,484439,6392528,1865004,4527524,76341,288959,4322616,93740,4119643,2958532,842668,31022,191748,95673,92765,16468
1993:Q4,20048817,15757,671846,2231713,430286,1478849,439998,46216,605641,386995,519813,393744,126069,0,3059332,3189137,1099943,494325,6489549,1859200,4630349,77410,290857,4416834,92952,4212587,2999676,886169,28329,199503,98910,94704,16591
1994:Q1,20138328,15716,648600,2232675,443819,1581847,476700,102462,596489,406197,525830,401763,124067,0,2922364,3246396,1073303,500724,6574365,1975233,4599132,78557,294131,4449715,93617,4243513,3029953,883876,30025,200950,98709,95856,16729
1994:Q2,20281463,16847,638709,2200127,437726,1664672,503244,124247,606933,430248,523942,402008,121934,0,2863951,3314135,1061616,507885,6675615,2001982,4673633,79702,296537,4535862,94724,4327253,3075116,918580,32040,203009,98508,97008,16877
1994:Q3,20620854,17357,628554,2217720,447532,1695224,529362,141271,584132,440460,524657,404882,119775,0,2914527,3363972,1100712,525937,6802846,1959472,4843374,80849,300966,4625640,95193,4415268,3121544,959953,32497,202966,98308,98161,17018
1994:Q4,20853466,18847,643567,2203410,468051,1821825,587988,177249,576500,480088,526345,409103,117242,0,2964718,3412886,1019327,531939,6856293,1943612,4912681,81996,304262,4746725,96138,4534113,3166443,1021168,34748,213648,98106,99312,17162
1995:Q1,21350340,20324,623629,2249580,488421,1793818,594794,149771,552850,496403,531445,416259,115186,0,3180914,3449728,1058545,544664,7015411,1902614,5112797,82973,310888,4777498,96515,4561849,3192436,1024546,36102,210692,98073,101791,17343
1995:Q2,21914452,22461,628300,2286024,517225,1763156,593337,156100,524416,489303,533829,420735,113094,0,3392418,3490749,1126823,560644,7191347,1842656,5348691,83950,317526,4870353,97003,4651547,3238836,1063126,38755,212790,98040,104270,17533
1995:Q3,22554575,22103,594636,2318196,530516,1799215,583494,176750,519373,519598,535264,424261,111003,0,3657583,3549924,1200705,569996,7374720,1793870,5580850,84929,316789,4984774,96364,4763934,3290338,1109599,41330,224660,98007,106749,17727
1995:Q4,23255807,23356,597298,2334521,556982,1851096,573872,204417,493532,579275,555829,446628,109201,0,3981393,3596521,1239948,580205,7532527,1790226,5742301,85906,320224,5080532,96359,4857024,3320508,1168160,48120,222262,97974,109227,17922
1996:Q1,23755520,26021,583558,2405964,609954,1841864,566296,199324,485387,590857,566452,459177,107275,0,4101021,3626815,1317576,584946,7682652,1775961,5906691,87640,321057,5151998,97616,4924718,3378859,1162207,41156,243692,98805,111560,18104
1996:Q2,24215485,27693,565312,2421026,599424,1919703,562463,255823,483503,617914,560962,455714,105248,0,4235968,3666868,1407588,593543,7805837,1758189,6047648,89374,322188,5253090,99207,5021688,3432208,1196579,47708,245556,99637,113893,18302
1996:Q3,24494002,31693,548099,2456169,621546,1934419,584140,292250,461633,596396,559257,456081,103176,0,4220792,3700028,1458120,608575,7938662,1762394,6176268,91108,325533,5352206,100371,5117113,3489362,1229847,50336,247099,100469,116226,18496
1996:Q4,25188727,35469,537853,2471577,652572,1961510,600342,321042,448107,592020,599132,498022,101110,0,4454640,3782559,1489156,624626,8158315,1696986,6461329,93198,328121,5453533,102440,5214108,3538631,1273878,44805,255764,101031,118300,18685
1997:Q1,25368546,34112,511103,2513146,693981,1851089,606137,301406,421316,522231,588506,489408,99098,0,4477073,3877397,1504645,636314,8254724,1770263,6484461,95074,331381,5495991,103523,5253010,3580947,1254175,53145,262837,101907,120706,18752
1997:Q2,26695983,34459,506107,2539029,685712,1864913,560022,321066,438935,544890,603756,506492,97264,0,5156116,3949294,1688644,653819,8582369,1559992,7022377,96950,334814,5592989,106529,5344523,3632394,1278038,57168,274140,102783,123112,18825
1997:Q3,27679841,36014,472479,2600604,714233,1890300,544904,331549,441366,572481,605729,510197,95532,0,5498744,4033793,1860047,670936,8857793,1435276,7422517,98826,340342,5714580,107244,5462915,3717470,1305805,43708,292273,103659,125518,18903
1997:Q4,28174034,37179,501800,2616144,744849,1910371,513561,372055,464286,560469,624625,531193,93432,0,5653021,4161482,1880014,678819,8924653,1466935,7457718,100702,340374,5811619,109571,5555136,3754709,1344165,55874,295854,104535,127924,18988
1998:Q1,29642702,36817,466873,2643038,806597,1912782,520642,334346,458365,599429,648705,557516,91189,0,6366038,4208022,2122187,691038,9294771,1316642,7978129,103167,342668,5868440,113584,5606102,3809955,1324043,59460,305573,107071,129805,18949
1998:Q2,30177920,37785,471815,2631727,821838,2022784,507362,371037,483568,660817,661175,572295,88880,0,6419595,4299880,2216264,702518,9443963,1406068,8037895,105632,342944,6008934,117536,5740462,3888624,1367744,57331,317156,109607,131686,19250
1998:Q3,29365830,39500,461071,2641329,894009,2079371,516925,442083,478394,641969,698189,611486,86703,0,5692228,4357277,2019847,704873,9323858,1766414,7557444,108097,346180,6125773,118674,5854782,3965333,1400718,61210,315378,112143,133567,18750
1998:Q4,31264656,37725,519874,2693640,954349,1967219,473147,455435,464938,573699,693694,605403,88291,0,6735696,4381490,2277198,734727,9811788,1423180,8388608,110562,346694,6273242,121329,5998849,4057983,1441272,67444,317471,114679,135448,17616
1999:Q1,31458066,39368,508075,2688342,1012262,1957294,424805,445779,469051,617659,692364,602254,90110,0,6701720,4340208,2319259,746927,9994091,1459872,8534219,111283,346872,6361674,123350,6082508,4137208,1442398,65099,322292,115511,136923,18893
1999:Q2,32414044,40486,479760,2688072,991575,1898252,380311,467528,463633,586780,694126,602546,91580,0,7235367,4426929,2475463,766393,10257751,1367446,8890305,112004,347866,6518164,126171,6234619,4233758,1471581,67229,345708,116343,138398,18976
1999:Q3,32192779,41170,463880,2732601,1024374,1855581,354705,494218,433329,573329,716549,623188,93361,0,6932666,4593150,2359852,769442,10236562,1611256,8625306,112725,354227,6679999,128874,6392232,4351793,1511895,61639,349730,117175,139873,19020
1999:Q4,34603806,40659,498472,2781759,1120484,1701747,426649,489091,420013,365994,763459,668527,94932,0,8247987,4648560,2743340,821954,10703989,1275875,9428114,113446,417951,6852860,131742,6559969,4435042,1553622,60472,392826,118007,141348,19801
2000:Q1,35400030,45150,463109,2861431,1186131,1581087,365073,474675,430050,311289,771675,676491,95184,0,8595167,4614849,2950341,839921,10952022,1206497,9745525,115974,423173,6959704,132517,6665269,4497268,1553765,62949,430468,120819,142860,19058
2000:Q2,35028908,45841,426576,2903244,1158353,1557018,258504,503029,454922,340563,755264,659861,95403,0,8175537,4783034,2837640,843653,10993645,1376281,9617364,118502,430601,7106354,135917,6806814,4609634,1601771,60188,411590,123631,144372,19251
2000:Q3,35348364,44509,388598,2948967,1207534,1533442,200420,526723,452829,353471,771472,675902,95570,0,8083600,4969142,2846359,855851,11139283,1420659,9718624,121030,438577,7291688,136330,6990371,4722334,1667073,54875,419646,126443,145884,19103
2000:Q4,34459023,48271,397741,3031792,1295928,1662908,257410,533037,475101,397361,830815,735064,95751,0,7106238,5051158,2556769,858497,11054995,1754366,9300629,123558,440352,7429652,137501,7124842,4817296,1741267,60588,376436,129255,147396,19913
2001:Q1,33583281,50790,420939,3194425,1429578,1596694,210589,406611,492595,486899,811091,713785,97306,0,6340942,5095434,2311039,873952,10888374,2171953,8716421,123783,446239,7484755,138656,7179763,4901876,1749724,49580,346740,131843,147246,19090
2001:Q2,34626130,48459,397769,3255595,1426440,1532651,113745,406509,519558,492839,818294,719569,98725,0,6789006,5206115,2510647,904815,11149385,2113286,9036099,124008,462945,7687447,142324,7379207,5062712,1784249,43934,353881,134431,147096,18820
2001:Q3,33396836,48388,396284,3317475,1492368,1615103,120799,456417,528949,508937,911971,811771,100200,0,5687190,5282677,2171629,893567,10972434,2578536,8393898,124233,483518,7942034,144462,7631013,5210994,1814351,51575,417074,137019,146946,19613
2001:Q4,34699460,48676,475561,3322080,1567428,1553317,118195,401350,519545,514227,870871,769448,101423,0,6409758,5233252,2414122,924317,11264595,2405577,8859018,124458,491026,8071875,151328,7754287,5325436,1891827,38256,359161,139607,146796,19464
2002:Q1,35051101,47771,414944,3484023,1536693,1511474,102448,381057,532269,495700,864126,760905,103221,0,6437442,5282926,2427989,951100,11468480,2458843,9009637,125643,498490,8206859,153440,7882496,5462929,1883516,36206,357857,141988,151127,19796
2002:Q2,34235362,48219,407692,3498351,1485487,1621038,63841,368340,589713,599144,837048,732506,104542,0,5786301,5351133,2274808,963864,11320869,2783481,8537388,126828,513724,8396768,156625,8065019,5639647,1917644,25579,337780,144369,155458,19666
2002:Q3,32914091,49781,409000,3614647,1457111,1675865,50049,325537,629602,670677,838291,731925,106366,0,4683084,5451381,1964166,966107,11150278,3077905,8072373,128013,526366,8619782,158059,8281548,5834126,1951608,24324,324740,146750,159789,20386
2002:Q4,33626820,49937,451615,3618421,1530305,1738131,3874,280015,645697,808545,832222,724082,108140,0,4981172,5311282,2055460,971245,11409075,3066965,8342110,129198,548758,8868134,163897,8519749,6031605,1997008,17774,324231,149131,164120,20368
2003:Q1,33593601,51628,445515,3808516,1482264,1658492,92331,186303,631260,748598,848244,739095,109149,0,4647126,5427966,2044109,988227,11499847,3108617,8391230,130283,561385,9057767,167987,8702292,6205804,1989123,18834,337922,150609,165756,21732
2003:Q2,35468830,54115,455085,3877354,1451615,1639475,78466,154826,684094,722089,948568,837798,110770,0,5480780,5569751,2363742,1020778,11903987,2945929,8958058,131368,572212,9445804,171757,9084582,6463960,2021930,21817,424788,152087,167392,22073
2003:Q3,36185273,51146,414055,3931914,1401333,1617090,72762,252274,660405,631649,949796,838833,110963,0,5824651,5685441,2469644,1046778,12069697,2924343,9145354,132453,591276,9702811,174523,9337169,6708329,2059675,14918,400682,153565,169028,22091
2003:Q4,37855922,52841,444535,3961919,1364121,1768693,81160,316702,678038,692793,946094,834131,111963,0,6546967,5767803,2730378,1071080,12456243,2698135,9758108,133538,611710,9961939,177703,9591577,6915404,2102932,57395,360803,155043,170664,21995
2004:Q1,39704965,55204,430943,4116930,1323820,2589263,87651,294271,1481096,726245,969093,855016,114077,0,6831173,5941568,2902391,1076843,12712457,2780068,9932389,135946,619334,10156744,190253,9769811,7090218,2096472,55903,370986,156232,174759,21921
2004:Q2,40143841,57889,406286,4219601,1280612,2428444,42684,235148,1470108,680505,1002658,886362,116296,0,6814896,6288098,2857124,1091284,12931685,2834160,10097525,138354,626909,10473303,195793,10075961,7360760,2114539,55819,387422,157421,178854,22695
2004:Q3,40857654,58864,389952,4271380,1238347,2587504,-6263,303252,1552355,738161,997958,879672,118286,0,6735788,6645034,2921914,1102570,13123118,3102737,10020381,140762,644462,10753841,197078,10350784,7605927,2164875,34888,386484,158610,182949,23030
2004:Q4,42611088,61764,443486,4348767,1240100,2680674,64140,425156,1603697,587681,1061150,940187,120963,0,7261613,6781941,3181157,1129170,13611672,2817330,10794342,143170,666424,11110438,201301,10698593,7859676,2220119,33548,425451,159799,187044,23500
2005:Q1,42922795,67402,437938,4481089,1197229,2611742,18541,382065,1609258,601878,1051224,927459,123765,0,7305814,6940052,3156421,1129787,13718574,2958472,10760102,145638,679885,11320235,204420,10901081,8089517,2204974,21341,423465,161784,190970,23764
2005:Q2,43991360,64549,398561,4588028,1173209,2750045,-30945,474933,1671928,634129,1057502,931481,126021,0,7567615,7236528,3204507,1136242,13977590,3035232,10942358,148106,688878,11655898,206686,11229842,8380189,2232389,29066,424429,163769,194896,24474
2005:Q3,45169284,66584,342157,4749756,1190848,2549938,-62475,418754,1683628,510031,1055255,928022,127233,0,7986151,7581218,3358050,1152863,14269792,3045916,11223876,150574,716097,12017679,212660,11582462,8678472,2278385,29901,429950,165754,198822,23735
2005:Q4,46071856,63847,356396,4812507,1261824,2631976,-118249,453468,1707305,589452,1055548,928518,127030,0,8108687,7769366,3406128,1159509,14544576,2990437,11554139,153042,748450,12317806,216019,11875743,8940857,2320555,35739,410853,167739,202748,23296
2006:Q1,48176038,67879,357207,5036094,1263564,2696967,-4259,447329,1679708,574189,1141324,949755,124170,67399,9324547,7833922,3631009,1091029,14826564,2929685,11896879,155068,750864,12678065,218113,12229627,9240016,2337585,48300,431573,172153,206830,23495
2006:Q2,48293719,72666,341269,5109325,1302150,2693388,-64939,368429,1716064,673834,1169821,981933,119128,68760,9035328,8061164,3580406,1092390,14925526,3121517,11804009,157094,753192,13036856,226603,12575665,9547141,2349611,59074,443272,176567,210912,23676
2006:Q3,49398908,71749,300679,5240300,1369575,2690773,-96921,423834,1752286,611574,1166872,981199,112328,73345,9323885,8276345,3726015,1115167,15204059,3092733,12111326,159120,754369,13365146,226736,12899683,9787181,2411441,66521,453559,180981,214994,23733
2006:Q4,50901400,69946,318944,5314774,1465930,2501544,-199683,339186,1766867,595174,1170793,988274,107679,74840,10009178,8390870,4010045,1146454,15570400,2996254,12574146,161146,771376,13632368,232290,13157105,9940823,2456716,86920,487251,185395,219076,23897
2007:Q1,52222857,73534,330788,5514711,1516991,2630191,-189651,409164,1779025,631653,1193674,1012249,103623,77802,10464927,8411708,4203256,1159681,15783216,3096561,12686655,163620,776560,13818773,234878,13336170,10142989,2440172,77551,486826,188632,223292,24433
2007:Q2,53187437,79929,255012,5579106,1579703,2539087,-255251,468620,1788620,537098,1247907,1071127,99017,77763,10563437,8549081,4473398,1186322,16167585,2909164,13258421,166094,800776,14114475,242220,13620284,10337839,2476966,78000,535610,191869,227508,24463
2007:Q3,54377800,84843,160123,5716894,1794804,3003851,-290267,692936,1787214,813968,1275753,1098440,95579,81734,10562269,8595272,4593024,1198472,16410101,2976460,13433641,168568,813825,14355760,243912,13855195,10519990,2555552,93326,491221,195106,231724,24929
2007:Q4,54025928,87722,210626,5851584,1967809,3013159,-316439,831857,1649587,848154,1390072,1214818,92718,82536,9863725,8445119,4536748,1206282,16449172,3119545,13329627,171042,832868,14552350,254996,14036485,10625531,2609477,100201,502933,198343,235940,24929
2008:Q1,52804024,84065,222698,6039991,2187063,3094942,-209229,836915,1599273,867983,1490810,1314174,90459,86177,9040851,7952896,4232453,1198197,16241726,3530038,12711688,172918,845414,14673157,257956,14146689,10697160,2602008,105697,541298,200526,242247,26265
2008:Q2,52121501,78508,208080,5934260,2113556,3164154,-186389,881275,1628079,841189,1490680,1307000,97402,86278,8427317,7851630,4283233,1209161,16333066,3679331,12653735,174794,853061,14629713,268427,14086075,10683435,2620453,87782,491696,202709,248554,26657
2008:Q3,50363994,70526,226686,6079730,2113460,3370707,-86053,1027394,1513507,915859,1485351,1290319,105667,89365,7361811,7580828,3736558,1207985,16083025,4198349,11884676,176670,870658,14745904,265844,14198723,10654438,2643813,120404,575176,204892,254861,26476
2008:Q4,47582112,69892,485671,6079387,2358434,3632738,51771,1091119,1531518,958330,1265385,1068152,108311,88922,5820897,7159815,2911699,1199279,15532676,4919711,10612965,178546,887694,14489891,264635,13935987,10577810,2643789,118885,388428,207075,261168,28101
2009:Q1,46265500,65515,466885,6030504,2330501,3902179,239917,889402,1641222,1131638,1191924,988376,113172,90376,5135291,6738329,2720014,1207948,15410586,5277943,10132643,178344,887480,14394815,265276,13830788,10577598,2578142,104896,365525,204627,271143,27608
2009:Q2,47384763,65587,513035,5973481,2209807,3548793,185691,522921,1695362,1144819,1200753,995448,117782,87523,6201326,6194310,3251599,1229267,15926595,5116607,10809988,178142,892069,14373474,268819,13797583,10547401,2548873,119697,379433,202179,281118,25954
2009:Q3,49554219,66015,481270,5985549,2046688,3798443,367730,502676,1857866,1070171,1218265,1009334,122145,86786,7257436,6059967,3823990,1252903,16484296,4773659,11710637,177940,901456,14369533,270592,13782276,10490047,2558711,137468,396319,199731,291093,25572
2009:Q4,49943765,62724,535580,6154221,1962281,3624617,451415,335693,1867201,970308,1218727,1009560,126639,82528,7356221,5865354,4045199,1271025,16751236,4656571,12094665,177738,918842,14361609,271713,13765611,10441897,2555017,148616,422798,197283,301068,23217
2010:Q1,51151784,58472,437703,6225719,1753725,3905697,558899,365739,1901055,1080004,1222783,1008476,129872,84435,7747118,5956286,4303143,1278557,17177489,4744981,12432508,179254,905837,14256041,272646,13663553,10311197,2493057,216151,445612,197536,294123,25719
2010:Q2,50516872,61341,455967,6174793,1649489,4081566,802627,338415,1929323,1011201,1231514,1017194,131568,82752,7053930,6292785,4036828,1265611,17130093,5192755,11937338,180770,902186,14188273,270436,13604044,10243641,2478453,224652,459509,197789,287178,26615
2010:Q3,52681106,63875,422934,6280284,1645704,4030914,828153,374271,1994624,833866,1242080,1031209,133572,77299,7929269,6452704,4460816,1294756,17773236,5098959,12674277,182286,902248,14117052,267807,13545297,10165260,2503726,211097,467172,198042,280233,23715
2010:Q4,54522565,67271,527713,6136283,1790015,4045289,679475,345490,1901057,1119267,1256760,1053396,132037,71327,8687981,6542683,4730093,1308090,18338966,4994390,13344576,183802,907619,14103960,269291,13535513,9992875,2646811,213516,484016,198295,273288,25868
2011:Q1,55827266,69608,609273,6242369,1738512,3975548,533758,518205,1898002,1025583,1252817,1049135,133584,70098,9283124,6604293,4980700,1328508,18642765,4933365,13709400,187438,912311,14076086,269135,13502461,9952354,2628309,205326,516727,199745,278248,26242
2011:Q2,56277112,65296,603609,6393002,1712377,4111788,413092,547359,1975830,1175507,1294467,1090896,134557,69014,9169357,6656739,5045784,1347048,18769706,5081992,13687714,191074,916865,14027065,268477,13448657,9889295,2653077,189559,515531,201195,283208,26723
