1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2011:Q3,54456815,64382,735858,6419335,1684238,4484241,568476,585952,2034566,1295247,1290692,1085444,137135,68113,7691943,6749434,4503033,1355994,18345105,5532651,12812454,194710,937850,14016211,263622,13438948,9835149,2702175,198079,500900,202645,288168,25473
2011:Q4,55885233,57360,817057,6505770,1711674,4445059,585778,490661,2062535,1306085,1237539,1032332,138133,67074,8213139,6896989,4710937,1388536,18736920,5347375,13389545,198346,965908,14011299,262158,13430610,9786082,2756225,209424,474784,204095,293128,25403
2012:Q1,57933913,56257,839005,6571740,1648008,4326031,537414,375876,2057460,1355281,1243592,1044483,135073,64036,9195625,6912105,5279728,1392485,19307863,5059960,14247903,200605,960868,13952259,260438,13370591,9717886,2745041,202936,498446,206282,293991,27239
2012:Q2,57815034,50697,794279,6624968,1598534,4540584,697245,454887,2088302,1300150,1257021,1062047,131465,63509,8895224,7071450,5183747,1371896,19264426,5229173,14035253,202864,959344,13922399,255607,13342828,9650372,2790468,203076,490443,208469,294854,29110
2012:Q3,59464900,52037,793245,6646114,1645634,4656145,636580,477291,2082240,1460034,1253624,1065217,128374,60033,9440968,7313103,5493681,1385443,19618089,5137592,14480497,205123,961694,13935280,251986,13358057,9598336,2850453,203578,495034,210656,295717,29520
2012:Q4,60141801,49480,924784,6757651,1749274,4497330,738757,422873,2039626,1296074,1317896,1134674,125199,58023,9484348,7428806,5578190,1394910,19774879,5141891,14632988,207382,976871,13905268,247757,13334862,9537717,2912905,205724,465673,212843,296580,26069
2013:Q1,62486370,52699,971564,6769898,1672981,4270359,728379,335710,2032339,1173931,1297466,1116378,124853,56235,10799577,7538060,6025477,1407954,20488576,5271569,15217007,208797,982962,13876638,246278,13307304,9488732,2913773,205433,484449,214917,295990,27066
2013:Q2,63098509,56511,994119,6808306,1637997,3768937,639770,287959,1933291,907917,1353114,1174443,124213,54458,11076213,7901965,5993804,1413629,20890695,5742377,15148318,210212,993007,13899145,243138,13331639,9450591,2960193,210187,493677,216991,295400,28968
2013:Q3,65045853,56488,1004398,6899721,1665839,3659600,610055,326167,1884864,838514,1342433,1166274,123529,52630,11660989,8261746,6279928,1432193,21563518,5949115,15614403,211627,1007373,13956346,238823,13394750,9456978,3030297,201086,487324,219065,294810,27963
2013:Q4,66965819,52079,1115091,6874415,1680271,3506788,507972,289594,1856284,852938,1384774,1211274,121661,51839,12312844,8384938,6637191,1449988,22322553,5874807,16447746,213042,1031845,14131108,234450,13573366,9437773,3090468,215964,608022,221139,294220,29072
2014:Q1,68442071,52511,1144327,7064338,1676708,3555354,422393,370944,1915815,846202,1429603,1259367,119593,50643,13065034,8364096,6837347,1463468,22534706,5956932,16577774,219912,1034667,14127375,233318,13563152,9395149,3096815,218618,629636,222934,300853,30052
2014:Q2,70133545,49794,1156420,7131333,1615152,3617449,317395,405792,1948234,946028,1410284,1243156,117645,49483,13799224,8627670,7112108,1483612,22860680,5864779,16995901,226782,1043038,14199443,232628,13627903,9378116,3164002,226955,634101,224729,307486,31426
2014:Q3,70297053,52688,1130746,7265126,1647053,3627689,260494,450228,1968736,948231,1444868,1281870,115462,47536,13546051,8896432,7011576,1494391,22901584,6003677,16897907,233652,1045197,14191502,229836,13616780,9381871,3242945,227500,537940,226524,314119,30767
2014:Q4,71570598,45720,1086484,7414639,1676780,3601696,277324,428129,1968048,928195,1434853,1273770,113488,47595,14136133,9108186,7105428,1516575,23153571,5952902,17200669,240522,1050011,14262684,227898,13683737,9388069,3309540,235770,522039,228319,320752,30297
2015:Q1,72760249,44554,1178857,7645394,1642116,3638289,397092,440274,1970430,830493,1432205,1275523,109846,46836,14360569,9291020,7325972,1537350,23370401,6021577,17348824,240575,1052947,14242848,227371,13658651,9352444,3307066,244135,524084,230922,325419,31407
2015:Q2,73076671,39448,1250438,7649205,1621363,3488391,385749,454841,1940739,707062,1406755,1254260,106435,46060,14394292,9580197,7345209,1544961,23457757,6206825,17250932,240628,1058027,14372669,223957,13786354,9388877,3377752,254284,531916,233525,330086,32272
2015:Q3,71725594,36141,1115578,7831818,1690340,3831613,594628,590119,1939938,706928,1377470,1229747,102254,45469,13252341,9744281,6834061,1542703,23156409,6630592,16525817,240681,1072158,14493023,221477,13904741,9430309,3463104,261131,514069,236128,334753,32052
2015:Q4,72870731,31884,1200468,7983806,1723637,3579016,600547,614817,1935315,428337,1360454,1216848,98694,44912,13833614,9788340,6997671,1557216,23484442,6414808,17069634,240734,1089448,14506235,219958,13914836,9493968,3400223,280613,501301,238731,339420,32021
2016:Q1,73743340,32610,1281307,8148801,1700819,3713989,724076,610300,1951548,428065,1400373,1259193,96799,44381,14138433,9725311,7006882,1572857,23679887,6498337,17181550,241530,1100541,14518798,220926,13922922,9484266,3412223,288500,495832,242101,341745,33205
2016:Q2,74899154,31300,1240878,8203376,1632907,3786149,778641,629211,2012500,365797,1403540,1264258,95524,43758,14591020,9979799,7148396,1599639,23923336,6524304,17399032,242326,1116488,14654937,220803,14056039,9536321,3476822,290474,506951,245471,344070,34025
2016:Q3,76114877,30800,1130280,8549224,1600035,3633551,762547,583324,1998131,289549,1371538,1234955,93428,43155,14983188,10162074,7401845,1618255,24262928,6492848,17770080,243122,1128037,14830811,218572,14232784,9610103,3561620,293039,519181,248841,346395,33060
2016:Q4,76311402,26270,1131243,8693996,1580196,3344831,690554,556884,1919244,178149,1343923,1209132,93482,41309,15295579,10165312,7350037,1617493,24371723,6512055,17859669,243918,1146881,14934392,216786,14337188,9660274,3636436,291257,497010,252211,348720,31698
2017:Q1,78309128,30802,1310733,8764233,1535523,3339355,666218,577681,1914232,181224,1356169,1224216,92536,39417,16143872,10187645,7775809,1635960,24830260,6448567,18381693,247921,1150846,14993696,216478,14394091,9707915,3630418,286703,515084,253971,350055,33072
2017:Q2,79865707,33902,1307970,8681714,1516014,3431254,711720,590965,1943823,184746,1351666,1220256,93350,38060,16616092,10681603,8025094,1644937,25163582,6460681,18702901,251924,1159955,15150467,219543,14546040,9775709,3682731,298603,533266,255731,351390,33494
2017:Q3,81206990,39830,1225425,8805690,1576512,3337084,633623,587838,1927853,187770,1334068,1207108,91182,35778,17070569,10778989,8385511,1661493,25545135,6233694,19311441,255927,1190758,15299324,215975,14697073,9857084,3749202,295294,538002,257491,352725,33551
2017:Q4,83391174,38974,1341003,8836163,1653051,3355335,649562,578816,1936252,190705,1284061,1158740,90171,35150,18101805,10959571,8707623,1678576,25973532,6035096,19938436,259930,1201550,15496972,217927,14891506,9930828,3830752,299147,571528,259251,354060,33479
2018:Q1,83743122,42100,1434117,9042530,1621841,3419676,805897,552714,1870752,190313,1261094,1137908,88944,34242,17947715,11055676,8747300,1689238,26006797,6186880,19819917,261314,1213724,15548928,219444,14937457,9968009,3819883,303118,588081,258366,356114,35913
2018:Q2,84697660,42428,1295016,9106927,1659153,3555778,888448,595556,1881236,190538,1255904,1135188,87383,33333,18246777,11255948,8848571,1706956,26241366,6241273,20000093,262698,1220139,15678670,219180,15065558,10049913,3858194,319179,580791,257481,358168,35764
2018:Q3,86486206,41778,1109252,9153851,1657997,3794419,1063981,675223,1863519,191696,1255864,1137837,85823,32204,19070452,11366045,9180791,1727020,26630521,6177966,20452555,264082,1234133,15849653,216465,15236355,10145563,3934579,316198,583419,256596,360222,36611
2018:Q4,82472012,41837,1166159,9267521,1826392,4001640,1200123,719009,1890156,192352,1226772,1111080,84417,31275,16477434,11337209,8047855,1709872,25850061,6747608,19102453,265466,1253794,15979547,215870,15366023,10206576,4007042,339030,557664,255711,362276,35378
2019:Q1,88006188,40927,1249770,9448387,1946472,4172873,1350855,710566,1913431,198021,1226468,1112340,83848,30280,19278751,11562089,9050178,1741891,26767370,6515813,20251557,265176,1255835,16010959,214646,15385062,10232885,3994481,324827,552235,280634,374413,36838
2019:Q2,89873747,39550,1134018,9455555,1907539,4423364,1502094,795536,1922373,203361,1238861,1126293,83238,29330,19785367,11954173,9447790,1756225,27202850,6524127,20678723,264886,1263570,16216347,214570,15579084,10318605,4052121,339072,563729,305557,386550,36143
2019:Q3,90451697,39431,938305,9663172,2149799,4439481,1552101,764503,1914845,208032,1272851,1161754,82670,28427,19741189,12068908,9401811,1771504,27432835,6495758,20937077,264596,1267815,16418365,214192,15768469,10408737,4124158,336950,568144,330480,398687,37017
2019:Q4,93666396,40637,1201234,9844728,2271791,4310786,1400835,779726,1918391,211834,1264821,1155273,82276,27272,21176746,12136126,10010100,1786248,28062387,6220969,21841418,264306,1296486,16612942,213601,15951621,10478730,4192191,350162,575135,355403,410824,36896
2020:Q1,86832881,49995,1308564,10171074,2733913,4263875,1227069,803469,1900899,332438,1404589,1296617,81846,26126,16344615,12289199,8120916,1786692,26791244,7153210,19638034,269925,1298281,16675581,210758,16007697,10519902,4147839,383924,592212,363820,417709,39417
2020:Q2,94011447,43534,1731211,10691507,2948514,3909613,1088217,476957,1924453,419986,1392773,1286523,81116,25134,20006660,12412701,9394718,1827381,28054829,6576881,21477948,275544,1322462,16681155,208486,16009611,10586010,4097391,375773,578200,372237,424594,38464
2020:Q3,97731251,47486,1956744,10783706,2784793,3744007,1087695,482914,1933468,239930,1348567,1243336,80948,24283,22063600,12836872,9967116,1865988,28688226,6357500,22330726,281163,1362983,16938158,207166,16261459,10735639,4142706,364722,637738,380654,431479,38054
2020:Q4,105046914,48460,3183800,10300155,2689384,3829036,1148406,485720,1945262,249648,1376879,1272240,80577,24062,26055118,13193489,10996298,1921752,29788554,5693779,24094775,286782,1377207,17205889,203918,16526643,10864952,4184853,370694,717073,389071,438364,36964
2021:Q1,108779712,49812,3550721,10812918,2781805,3247065,700406,392925,1902021,251713,1379009,1272680,82492,23837,28167223,13522500,11493762,1928514,30170378,5705072,24465306,289726,1386279,17378753,204487,16688981,10980680,4167219,370337,776237,394508,446195,39090
2021:Q2,113451726,48534,3862909,10603700,2769079,3305208,514035,504726,1894178,392269,1401599,1294636,83777,23186,30509330,14276495,12130075,1965588,30893120,5436723,25456397,292670,1393419,18102847,204488,17406073,11448066,4385185,370783,802094,399945,454026,38260
2021:Q3,114930646,47734,3935442,10740013,2706148,3389605,640591,435217,1839282,474515,1447561,1339611,85236,22714,30839080,15053315,12132142,1983294,30943108,5645785,25297323,295614,1417591,18456568,203510,17752963,11678217,4460187,383966,825211,405382,461857,38238
2021:Q4,117946301,48228,4147504,11063804,2802932,3049464,435654,452449,1811098,350263,1467251,1358583,86631,22037,31684692,15561369,12829618,2000338,31560021,5139596,26420425,298558,1432523,18851462,202850,18140490,11926693,4548530,423036,831412,410819,469688,38434
2022:Q1,116287750,50310,4360594,11115301,2777092,3102975,671454,505217,1656854,269450,1573265,1467413,84534,21318,30981104,15986736,11872203,1990075,30731655,5329450,25402205,301855,1444585,19049801,204921,18326766,12061325,4576982,437627,833661,417171,477921,40193
2022:Q2,108613399,51466,4678488,10683940,2830691,3246491,668293,693399,1614213,270586,1534751,1432306,81981,20464,26006598,16620593,10048823,1961562,29177651,5871375,23306276,305152,1467193,19405927,202407,18677976,12317875,4694138,457783,784657,423523,486154,39390
2022:Q3,106798959,53015,4834223,10342795,2917361,3746540,1052536,879912,1541283,272809,1474327,1374924,79948,19455,25122685,16614162,9353403,1961249,28577688,5978024,22599664,308449,1493062,19733188,201650,18997748,12527112,4789401,471582,779778,429875,494387,39403
2022:Q4,108998198,51651,4550419,10263863,3079951,4435893,1463172,1071643,1620137,280941,1416998,1320391,77732,18875,26474632,16239531,9739410,1987089,28920234,5315639,23604595,311746,1526781,19950719,201921,19209217,12678379,4894223,494411,705977,436227,502620,36961
2023:Q1,112242673,51037,4569921,9843826,3421936,5100735,1924096,1201917,1685391,289331,1392767,1296450,77382,18935,28300909,15912520,10170184,2028341,29586648,5201816,24384832,315312,1548538,19988792,201994,19238322,12735744,4886711,472876,698610,444381,510494,37982
2023:Q2,115279464,47802,4487597,9721637,3607546,5231972,2109994,1132388,1694534,295056,1393529,1298330,75977,19222,29900108,16153648,10599879,2055150,30195297,5052808,25142489,318878,1566422,20162068,204243,19401459,12829293,4941704,467503,710424,452535,518368,37998
2023:Q3,113616954,49827,4229466,9786731,3799340,5330575,2236629,1170004,1625082,298861,1326561,1231621,75438,19502,28939066,16103432,10141452,2042491,29963894,5326606,24637288,322444,1581676,20347227,204284,19578014,12950040,4962993,467324,736968,460689,526242,38687
2023:Q4,118338335,49852,4278900,9830065,3982749,5728997,2385185,1259374,1773890,310547,1350567,1257242,74380,18945,31583801,15599529,10949981,2060476,30979251,4695759,26283492,326010,1618158,20519739,204008,19742243,13040977,5023700,473583,735140,468843,534116,39372
2024:Q1,122516058,53089,4513759,9738719,4025101,5676582,2416088,1165224,1779141,316128,1352659,1260584,73607,18468,34086614,15498627,11708347,2100106,31788664,4522109,27266555,329382,1644408,20585061,206396,19795598,13078946,4990045,475967,774706,475934,542103,40964
