1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2011:Q4,3243573,532,39065,19057,9548,0,10460,1352959,132201,1718816,3243573,2954397,1235581,1718816,2954397,289176
2012:Q1,3283854,515,40698,19488,10087,0,11123,1334936,150762,1756943,3283854,2977140,1220197,1756943,2977140,306714
2012:Q2,3304722,499,40983,18762,10770,0,11451,1346956,143914,1772370,3304722,2997578,1225208,1772370,2997578,307144
2012:Q3,3339209,482,41900,18776,11062,74,11988,1370086,152353,1774388,3339209,3019785,1245397,1774388,3019785,319424
2012:Q4,3366753,497,42867,18759,11411,75,12622,1405492,153076,1764821,3366753,3041272,1276451,1764821,3041272,325481
2013:Q1,3404004,513,41283,18226,10829,77,12151,1415097,172386,1774725,3404004,3063193,1288468,1774725,3063193,340811
2013:Q2,3431840,529,37571,16070,10114,75,11312,1332418,178168,1883154,3431840,3084069,1200915,1883154,3084069,347771
2013:Q3,3470549,544,36294,15557,9649,69,11019,1322832,189887,1920992,3470549,3105967,1184975,1920992,3105967,364582
2013:Q4,3524875,635,46099,25774,8610,72,11643,1510014,217002,1751125,3524875,3127815,1376690,1751125,3127815,397060
2014:Q1,3544256,726,44238,25082,7996,72,11088,1501271,222762,1775259,3544256,3139423,1364164,1775259,3139423,404833
2014:Q2,3568746,816,43772,24006,8250,73,11443,1507371,232763,1784024,3568746,3151502,1367478,1784024,3151502,417244
2014:Q3,3587817,907,43339,24053,7993,64,11229,1531955,235550,1776066,3587817,3162135,1386069,1776066,3162135,425682
2014:Q4,3612416,902,44823,24600,8276,63,11884,1598782,240154,1727755,3612416,3172745,1444990,1727755,3172745,439671
2015:Q1,3642451,896,45423,24832,8442,63,12086,1551261,247891,1796980,3642451,3193037,1396057,1796980,3193037,449414
2015:Q2,3665216,891,43720,23399,8439,62,11820,1491501,247362,1881742,3665216,3212871,1331129,1881742,3212871,452345
2015:Q3,3669166,886,43582,23072,8433,62,12015,1471813,227651,1925234,3669166,3231189,1305955,1925234,3231189,437977
2015:Q4,3709220,861,47050,26041,8372,62,12575,1688754,240348,1732207,3709220,3250948,1518741,1732207,3250948,458272
2016:Q1,3729239,836,47847,26320,8566,62,12899,1679920,238051,1762585,3729239,3266306,1503721,1762585,3266306,462933
2016:Q2,3751440,812,47006,24772,8851,62,13321,1685366,240754,1777502,3751440,3281600,1504098,1777502,3281600,469840
2016:Q3,3782624,787,48096,24996,9262,84,13754,1707725,250524,1775492,3782624,3297702,1522210,1775492,3297702,484922
2016:Q4,3808322,846,46764,24556,8660,84,13464,1789879,260768,1710065,3808322,3312971,1602906,1710065,3312971,495351
2017:Q1,3840653,906,47061,24640,8727,85,13609,1749621,277059,1766006,3840653,3327095,1561089,1766006,3327095,513558
2017:Q2,3867027,965,46089,23254,8870,86,13879,1681060,288076,1850837,3867027,3340694,1489857,1850837,3340694,526333
2017:Q3,3897303,1025,46662,23493,9125,75,13969,1806898,300372,1742346,3897303,3354478,1612132,1742346,3354478,542825
2017:Q4,3925420,975,47220,23955,9135,77,14053,1858046,324207,1694972,3925420,3368125,1673153,1694972,3368125,557295
2018:Q1,3950836,924,46140,23595,8929,75,13541,1870707,322057,1711008,3950836,3390260,1679252,1711008,3390260,560576
2018:Q2,3991969,874,44769,22439,8896,75,13359,1882732,330805,1732789,3991969,3412413,1679624,1732789,3412413,579556
2018:Q3,4040332,824,44736,22146,9114,53,13423,1924579,348599,1721594,4040332,3434676,1713082,1721594,3434676,605656
2018:Q4,4013290,784,44442,22326,8843,49,13224,2017231,292063,1658770,4013290,3454566,1795796,1658770,3454566,558724
2019:Q1,4081293,745,46278,22897,9245,51,14085,1978932,331025,1724313,4081293,3480745,1756432,1724313,3480745,600548
2019:Q2,4123542,706,46666,22066,9709,52,14839,1908188,341350,1826632,4123542,3506281,1679649,1826632,3506281,617261
2019:Q3,4154330,666,48279,22562,10157,49,15511,2047990,339426,1717969,4154330,3530980,1813011,1717969,3530980,623350
2019:Q4,4195693,706,49370,23262,10470,51,15587,2127995,370695,1646927,4195693,3556440,1909513,1646927,3556440,639253
2020:Q1,4140668,745,47191,23379,10115,42,13655,2134396,277938,1680398,4140668,3575711,1895313,1680398,3575711,564957
2020:Q2,4241970,784,49032,22708,10701,45,15578,2135944,342540,1713670,4241970,3599763,1886093,1713670,3599763,642207
2020:Q3,4299138,823,50703,23167,11034,39,16463,2181340,366003,1700269,4299138,3623629,1923360,1700269,3623629,675509
2020:Q4,4383258,952,53039,23939,11733,42,17325,2273524,418582,1637161,4383258,3648645,2011484,1637161,3648645,734613
2021:Q1,4431850,1081,50809,22858,11333,43,16575,2266843,449244,1663873,4431850,3670304,2006431,1663873,3670304,761546
2021:Q2,4493245,1210,50004,21715,11336,45,16908,2282594,487596,1671841,4493245,3691067,2019226,1671841,3691067,802178
2021:Q3,4509644,1339,47950,21305,10842,33,15770,2272960,483793,1703602,4509644,3712268,2008666,1703602,3712268,797376
2021:Q4,4559530,1112,48913,22166,11742,34,14971,2434650,524006,1550849,4559530,3732623,2181774,1550849,3732623,826907
2022:Q1,4564807,885,45818,21013,11049,33,13723,2466257,485522,1566325,4564807,3750755,2184430,1566325,3750755,814052
2022:Q2,4509502,658,40695,18400,10222,29,12044,2494524,410083,1563542,4509502,3766837,2203295,1563542,3766837,742665
2022:Q3,4497929,431,38330,17226,9695,25,11384,2541783,384859,1532526,4497929,3783995,2251469,1532526,3783995,713934
2022:Q4,4529612,478,39701,17964,9431,26,12280,2680240,418678,1390515,4529612,3804172,2413657,1390515,3804172,725440
2023:Q1,4582854,526,40921,18474,9705,27,12715,2637154,448833,1455420,4582854,3824055,2368635,1455420,3824055,758799
2023:Q2,4637636,573,42082,19250,9872,27,12933,2675271,485144,1434566,4637636,3843334,2408768,1434566,3843334,794302
2023:Q3,4642354,620,40376,18500,9763,21,12092,2717040,474013,1410305,4642354,3861019,2450714,1410305,3861019,781335
2023:Q4,4724431,667,42570,19337,10180,22,13031,2934369,533854,1212971,4724431,3880987,2668016,1212971,3880987,843444
2024:Q1,4793417,715,42629,19283,10216,23,13107,2925582,585056,1239435,4793417,3900540,2661105,1239435,3900540,892877
