date,FU406000105.Q,FU405013005.Q,FU404090005.Q,FU403020005.Q,FU403030005.Q,FU402050005.Q,FU404022005.Q,FU403069105.Q,FU403061105.Q,FU403061705.Q,FU403062005.Q,FU403063005.Q,FU404023005.Q,FU403069305.Q,FU403069385.Q,FU403069345.Q,FU403069330.Q,FU403065005.Q,FU403065105.Q,FU403065195.Q,FU403065185.Q,FU403065405.Q,FU403065495.Q,FU403065485.Q,FU403065605.Q,FU403066005.Q,FU403093005.Q,FU404194005.Q,FU404190005.Q,FU402150005.Q,FU403161705.Q,FU403161795.Q,FU403161785.Q,FU403169283.Q,FU403190005.Q,FU403181105.Q,FU403164105.Q,FU403192405.Q,FU407005005.Q
1979:Q2,76,4,7624,55,0,-1171,962,-123,965,120,0,0,8237,4806,0,1616,3190,3321,1974,0,1974,-48,0,-48,1395,110,-459,7239,6967,0,5205,0,5205,110,1652,272,12,260,-313
1979:Q3,101,4,4998,14,0,-1165,-846,5,-896,45,0,0,6963,4095,0,570,3525,2733,1437,0,1437,110,0,110,1186,135,32,4706,4429,0,4417,0,4417,135,-123,277,12,265,-195
1979:Q4,98,4,11263,136,0,678,804,284,308,212,0,0,9121,5165,0,1923,3242,3726,2350,0,2350,61,0,61,1315,230,524,11548,10928,0,8546,0,8546,230,2152,620,12,608,379
1980:Q1,45,4,9726,-24,0,-445,731,152,571,8,0,0,9408,4075,0,1791,2284,5106,3199,0,3199,36,0,36,1871,227,56,9389,9553,0,8773,0,8773,280,500,-164,2,-166,-296
1980:Q2,65,4,6365,-16,0,3398,775,671,7,97,0,0,2234,-1613,0,145,-1758,3457,1448,0,1448,-62,0,-62,2071,390,-26,6378,6094,0,4581,0,4581,395,1118,284,2,282,74
1980:Q3,33,4,2549,-100,0,-2442,-204,-501,238,59,0,0,4945,2738,0,941,1797,2051,761,0,761,86,0,86,1204,156,350,2551,2393,0,1868,0,1868,165,360,158,2,156,31
1980:Q4,13,4,10860,167,0,1292,-598,-284,-373,59,0,0,9129,5230,0,428,4802,3538,2222,0,2222,101,0,101,1215,361,870,10865,10453,0,9182,0,9182,375,896,412,2,410,14
1981:Q1,49,6,4554,-149,0,932,-1931,-107,-1679,-145,0,0,4323,1284,0,1072,212,2267,292,0,292,-20,0,-20,1995,772,1379,4472,4174,0,3457,0,3457,675,42,298,0,298,-38
1981:Q2,130,6,10759,0,0,-173,1947,33,1731,183,0,0,10946,7905,0,985,6920,2803,574,0,574,-19,0,-19,2248,238,-1961,10412,10023,0,10015,0,10015,5,3,389,0,389,-223
1981:Q3,208,6,16944,66,0,2444,78,102,94,-118,0,0,13944,9017,0,765,8252,4245,2391,0,2391,12,0,12,1842,682,412,16811,16531,0,13321,0,13321,900,2310,280,0,280,69
1981:Q4,430,6,5241,260,0,265,595,284,73,238,0,0,3310,-499,0,-1346,847,3314,1794,0,1794,-54,0,-54,1574,495,811,5361,4947,0,3712,0,3712,300,935,414,0,414,544
1982:Q1,535,13,3204,-189,0,4,-392,-254,-30,-108,0,0,3558,595,0,-373,968,2747,1308,0,1308,-23,0,-23,1462,216,223,3037,2750,0,1783,0,1783,400,567,287,26,261,355
1982:Q2,909,13,9864,-30,0,1459,493,54,231,208,0,0,8105,3926,0,690,3236,3803,2539,0,2539,-25,0,-25,1289,376,-163,9389,9186,0,8795,0,8795,0,391,203,26,177,422
1982:Q3,748,12,4811,-64,0,722,3756,-240,4031,-35,0,0,2963,-2177,0,-421,-1756,4539,3855,0,3855,-38,0,-38,722,601,-2566,4456,4345,0,6093,0,6093,0,-1748,111,26,85,381
1982:Q4,656,12,4276,133,0,3194,-2692,158,-2731,-119,0,0,214,-3180,0,-1539,-1641,3000,2624,0,2624,-35,0,-35,411,394,3427,4421,4060,0,-1729,0,-1729,0,5789,361,26,335,789
1983:Q1,321,41,-2864,-61,0,713,-79,254,5,-469,131,0,-4003,-5571,475,-61,-5985,2191,1912,0,1912,-10,0,-10,289,-623,566,-3034,-3102,0,-3180,0,-3180,0,78,68,91,-23,110
1983:Q2,90,41,781,-143,0,-1345,-258,-354,-209,96,209,0,2144,-289,776,158,-1223,2860,2389,0,2389,38,0,38,433,-427,383,655,489,0,476,0,476,0,13,166,91,75,-78
1983:Q3,-21,43,1262,267,0,-619,870,216,666,-236,224,0,927,-139,800,-8,-931,1424,1205,0,1205,-96,0,-96,315,-358,-183,1097,1031,0,911,0,911,0,120,66,91,-25,-229
1983:Q4,-42,46,2548,142,0,-1035,-1422,263,-2040,177,178,0,4549,1050,545,-586,1091,3923,3863,0,3863,-9,0,-9,69,-424,314,2809,2541,0,3200,0,3200,0,-659,268,91,177,173
1984:Q1,49,69,5510,-1,0,710,411,-29,588,-292,144,0,3422,-382,327,636,-1345,4028,3884,0,3884,52,0,52,92,-224,968,5278,5052,0,5543,0,5543,0,-491,226,0,226,-252
1984:Q2,148,73,11953,-101,0,-533,847,-135,636,221,125,0,10995,8029,146,-368,8251,2295,1559,0,1559,454,0,454,282,671,745,11899,11682,0,9045,0,9045,0,2637,217,0,217,21
1984:Q3,107,75,14779,289,0,425,3638,-167,3363,329,113,0,9569,7350,96,108,7146,1818,1470,0,1470,124,0,124,224,401,858,14608,14449,0,12456,0,12456,0,1993,159,0,159,-139
1984:Q4,127,77,8960,394,0,7741,-3395,231,-3704,-30,108,0,3643,-218,177,-2011,1616,3717,3828,0,3828,229,0,229,-340,144,577,8883,8598,0,3386,0,3386,0,5212,285,0,285,-27
1985:Q1,55,112,3308,-402,0,-2797,2088,-157,2626,-475,94,0,4544,-778,231,-1079,70,5253,5158,0,5158,242,0,242,-147,69,-125,3189,2798,0,3922,0,3922,0,-1124,391,27,364,-176
1985:Q2,130,114,13150,203,0,3257,2041,-96,1387,678,72,0,7631,4351,259,-846,4938,2840,3305,0,3305,525,0,525,-990,440,18,12882,12643,0,8804,0,8804,0,3839,239,27,212,-251
1985:Q3,125,112,10282,861,0,-23,4058,-79,3837,222,78,0,7022,5933,261,-444,6116,767,1923,0,1923,534,0,534,-1690,322,-1636,10800,10673,0,3596,0,3596,300,6777,127,27,100,530
1985:Q4,151,115,1992,121,0,5560,-4262,-253,-3771,-351,113,0,1936,790,237,-2537,3090,751,6827,0,6827,646,0,646,-6722,395,-1363,3746,3594,0,4263,0,4263,785,-1454,152,27,125,1790
1986:Q1,290,137,-472,-23,0,916,2920,-62,3249,-420,153,0,-4809,-2638,210,-1244,-1604,-2319,-122,0,-122,-585,0,-585,-1612,148,524,71,-62,0,-1242,0,-1242,115,1065,133,-25,158,696
1986:Q2,240,136,5062,344,0,-228,3292,4,3280,-191,199,0,5584,7690,175,-94,7609,-2967,-2605,0,-2605,1267,0,1267,-1629,861,-3930,5250,5030,0,4748,0,4748,289,-7,220,-25,245,292
1986:Q3,259,135,8367,212,0,5451,784,42,529,21,192,0,998,3127,190,-1259,4196,-2308,-961,0,-961,301,0,301,-1648,179,922,8031,7996,0,5922,0,5922,-433,2507,35,-25,60,-212
1986:Q4,280,137,9526,995,0,-3652,2575,5,2444,-9,135,0,5221,9399,253,-463,9609,-4365,-2008,0,-2008,-709,0,-709,-1648,187,4387,9633,9590,0,5787,0,5787,-336,4139,43,-25,68,251
1987:Q1,303,100,-3005,-592,0,-298,2352,17,2290,20,25,0,-6293,-2660,140,-915,-1885,-3764,-2023,0,-2023,-531,0,-531,-1210,131,1826,-3257,-3709,0,-4634,0,-4634,-720,1645,452,39,413,-48
1987:Q2,302,102,5573,-699,0,2346,-3347,-35,-3464,-20,172,0,5831,8774,970,229,7575,-3597,-2650,0,-2650,276,0,276,-1223,654,1442,5162,4825,0,7395,0,7395,-30,-2540,337,39,298,-211
1987:Q3,300,105,4392,-273,0,-3639,2034,-35,1942,-35,162,0,6694,6215,225,235,5755,-124,1236,0,1236,-123,0,-123,-1237,603,-424,4474,4310,0,7954,0,7954,0,-3644,164,39,125,277
1987:Q4,328,105,20989,1494,0,-616,3717,6,3934,-39,-184,0,12366,12716,109,-361,12968,-831,334,0,334,72,0,72,-1237,481,4028,20782,20285,0,19489,0,19489,0,796,497,39,458,16
1988:Q1,373,87,15781,-234,0,11834,4020,222,3469,349,-20,0,4,-3470,-281,363,-3552,2826,3229,0,3229,171,0,171,-574,648,157,14872,14351,0,10305,0,10305,0,4046,521,6,515,-623
1988:Q2,317,90,1222,-213,0,-4336,-4441,-62,-4351,-75,47,0,9311,6088,-70,829,5329,2419,2680,0,2680,313,0,313,-574,804,901,877,533,0,4363,0,4363,0,-3830,344,6,338,-117
1988:Q3,276,90,12954,161,0,2859,1033,0,1193,0,-160,0,7153,7104,174,203,6727,-923,-590,0,-590,247,0,247,-580,972,1748,13153,12606,0,10605,0,10605,0,2001,547,6,541,385
1988:Q4,353,92,17382,255,0,-3764,5710,195,4960,-61,616,0,10467,9056,-111,-2052,11219,676,885,0,885,372,0,372,-581,735,4714,17115,16539,0,19610,0,19610,0,-3071,576,6,570,-6
1989:Q1,363,84,16123,-455,0,6933,809,5,1011,-18,-189,0,10965,11231,24,205,11002,-737,-672,0,-672,315,0,315,-380,471,-2129,15197,15027,0,16219,0,16219,0,-1192,170,-18,188,-647
1989:Q2,358,85,6207,299,0,19635,-19408,400,-20008,249,-49,0,746,-1449,-394,854,-1909,1625,1520,0,1520,491,0,491,-386,570,4935,5764,6145,0,4670,0,4670,0,1475,-381,-18,-363,-170
1989:Q3,321,88,5490,-231,0,-1629,8933,597,7450,813,73,0,-6992,-10285,332,147,-10764,2620,2468,0,2468,541,0,541,-389,673,5409,6268,6332,0,1443,0,1443,0,4889,-64,-18,-46,1010
1989:Q4,241,87,4700,-885,0,3072,5151,1854,-1724,4879,142,0,-4467,-8106,524,683,-9313,2526,1762,0,1762,1154,0,1154,-389,1113,1829,4191,4583,0,2898,0,2898,0,1685,-392,-18,-374,-356
1990:Q1,358,74,-1502,-229,0,-2098,7273,-224,5517,1746,234,0,-5546,-8579,449,-83,-8945,2302,2444,0,2444,75,0,75,-217,731,-902,-1577,-229,0,1525,0,1525,0,-1754,-1348,-101,-1247,210
1990:Q2,368,73,4472,179,0,1813,6518,-712,5435,1382,413,0,-7368,-5571,686,300,-6557,-2332,-2097,0,-2097,-17,0,-17,-219,535,3330,3816,4433,0,2904,0,2904,0,1529,-617,-101,-516,-360
1990:Q3,243,74,1026,-122,0,-9085,17257,-69,16137,1050,139,0,-5557,-7871,338,200,-8409,1741,1357,0,1357,606,0,606,-222,573,-1467,497,1079,0,3436,0,3436,0,-2357,-582,-101,-481,-360
1990:Q4,211,73,19383,-3,0,16268,-2795,1519,-5753,1443,-4,0,4192,-1124,-441,100,-783,3941,3637,0,3637,526,0,526,-221,1375,1721,18444,18832,0,9284,0,9284,-120,9668,-388,-101,-287,-801
1991:Q1,295,72,5457,-154,0,1429,11754,-2451,15160,-772,-183,0,-6925,-10829,-530,-200,-10099,3020,3298,0,3298,-108,0,-108,-170,884,-647,4343,4612,0,3278,0,3278,0,1334,-269,55,-324,-891
1991:Q2,445,71,-5120,-100,0,1840,1406,-108,486,1088,-60,0,-7102,-10422,211,1629,-12262,2830,2724,0,2724,277,0,277,-171,490,-1164,-5545,-5508,0,-7371,0,-7371,0,1863,-37,55,-92,-51
1991:Q3,221,70,12182,-102,0,4025,16701,6421,4788,5508,-16,0,-9486,-9968,151,678,-10797,330,402,0,402,101,0,101,-173,152,1044,11373,11321,0,5140,0,5140,0,6181,52,55,-3,-659
1991:Q4,109,70,6712,-548,0,-8415,5838,3232,-2248,5299,-445,0,2803,-2882,1315,683,-4880,5350,4814,0,4814,709,0,709,-173,335,7034,6492,6723,0,8162,0,8162,-30,-1409,-231,55,-286,-180
1992:Q1,242,71,15181,64,0,1208,15743,-2706,12852,5522,75,0,6300,-2549,-390,631,-2790,8053,7527,0,7527,504,0,504,23,796,-8134,14725,14864,0,2833,0,2833,0,12031,-139,12,-151,-285
1992:Q2,157,74,9287,-260,0,-1319,3588,800,-2462,5231,19,0,5995,791,61,146,584,4431,4151,0,4151,256,0,256,23,774,1283,8173,8487,0,12553,0,12553,0,-4066,-314,12,-326,-1030
1992:Q3,96,75,22188,-82,0,4292,6772,3222,3648,-143,45,0,10493,2890,-494,85,3299,6588,6240,0,6240,326,0,326,23,1015,713,21746,21413,0,16925,0,16925,0,4488,333,12,321,-421
1992:Q4,22,77,9306,269,0,-5173,7437,1351,3910,2108,68,0,12941,-539,-750,488,-277,12996,12429,0,12429,544,0,544,23,484,-6168,8538,8542,0,8395,0,8395,-30,177,-4,12,-16,-823
1993:Q1,216,130,-3626,-185,0,-9273,-7237,-4038,-2397,-1639,-163,1000,10493,4846,-11,-233,5089,5193,4974,0,4974,332,0,332,-113,454,2576,-4545,-4747,0,8068,0,8068,0,-12815,202,-106,308,-833
1993:Q2,136,134,23975,-160,0,-7737,7269,554,3053,1682,-20,2000,25318,7176,-240,312,7104,17439,17334,0,17334,218,0,218,-114,703,-715,23277,22984,0,17164,0,17164,0,5820,293,-106,399,-696
1993:Q3,73,135,40375,452,0,-966,17984,3313,5996,5051,-376,4000,17801,6750,-440,341,6849,10336,9937,0,9937,514,0,514,-115,715,5104,39156,38683,0,41923,0,41923,0,-3240,473,-106,579,-1281
1993:Q4,72,141,18121,820,0,1732,2768,-1489,-13761,13465,500,4053,14129,5059,-138,989,4208,8310,7800,0,7800,625,0,625,-115,760,-1328,17332,17079,0,13407,0,13407,0,3672,253,-106,359,-858
1994:Q1,164,126,23820,-403,0,3597,17533,-1629,5473,11618,24,2047,4880,-1720,154,835,-2708,5858,5480,0,5480,446,0,446,-68,741,-1786,22527,22515,0,39994,0,39994,-4790,-12689,12,-259,271,-1255
1994:Q2,133,128,30262,-141,0,7842,16249,3354,-1585,11802,578,2100,8702,7155,-605,-319,8078,390,258,0,258,200,0,200,-68,1157,-2389,29156,28713,0,36628,0,36628,0,-7915,443,-259,702,-1101
1994:Q3,129,131,36189,70,0,7470,22173,6393,-9076,21957,799,2100,8459,8356,601,70,7685,-628,-642,0,-642,82,0,82,-68,732,-1983,35443,35264,0,37998,0,37998,0,-2734,179,-259,438,-748
1994:Q4,125,136,60384,-312,0,16528,34561,6318,5537,19375,642,2689,8694,9820,-128,244,9703,-2060,-2122,0,-2122,131,0,131,-69,935,913,58996,58840,0,62253,0,62253,0,-3413,156,-259,415,-1399
1995:Q1,78,102,12926,-61,0,6527,11851,-995,4679,5344,-426,3249,-5153,-5317,-263,840,-5894,-926,-1254,0,-1254,243,0,243,85,1090,-238,11477,11556,0,15739,0,15739,0,-4183,-79,-449,370,-1472
1995:Q2,111,103,38625,327,0,11066,22825,-3227,-283,22764,491,3080,2885,928,-187,576,538,306,264,0,264,-43,0,-43,85,1652,1522,37113,37108,0,31781,0,31781,0,5327,5,-449,454,-1504
1995:Q3,208,103,28422,-505,0,4172,6992,5978,-2611,5040,758,-2173,7679,2337,-404,1163,1577,4409,4161,0,4161,161,0,161,87,934,10084,27528,27318,0,25529,0,25529,0,1789,210,-449,659,-789
1995:Q4,216,105,35160,414,0,-1279,36197,-2588,4269,26887,1854,5775,12054,9241,-2210,1298,10153,2523,2259,0,2259,178,0,178,86,290,-12226,34055,34004,0,32914,0,32914,0,1090,51,-449,500,-994
1996:Q1,257,134,9972,-448,0,-2306,14899,-964,-3801,17676,2507,-519,-5464,-52,-519,1357,-890,-4957,-5372,0,-5372,173,0,173,242,-455,3291,8389,8679,0,7901,0,7901,0,778,-290,-416,126,-1460
1996:Q2,216,137,27090,-353,0,-543,18656,-923,6615,13929,1460,-2425,13137,13464,-413,303,13573,-97,67,0,67,-405,0,-405,241,-229,-3807,25894,25760,0,31660,0,31660,0,-5900,134,-416,550,-1117
1996:Q3,159,142,20977,-106,0,70,14949,1005,-59,14313,112,-422,6045,7953,95,-487,8345,-1123,-1128,0,-1128,-243,0,-243,248,-785,19,19506,19612,0,20037,0,20037,0,-425,-106,-416,310,-1454
1996:Q4,108,146,33707,175,0,-9011,26395,10507,-15694,19885,187,11510,8728,8025,-301,247,8078,-182,-145,0,-145,-289,0,-289,252,886,7420,35551,35503,0,30838,0,30838,0,4665,48,-416,464,1806
1997:Q1,127,110,5925,390,0,1597,20847,5470,297,15280,-153,-47,-9559,-4931,-330,124,-4725,-3722,-3710,0,-3710,-372,0,-372,360,-906,-7350,4649,4617,0,-1630,0,-1630,0,6247,32,-614,646,-1260
1997:Q2,111,112,44831,2080,0,6117,19586,1617,-5592,22604,-242,1198,13076,16421,-49,746,15723,-1985,-1834,0,-1834,-538,0,-538,387,-1359,3972,42734,43186,0,49719,0,49719,0,-6533,-452,-927,475,-2098
1997:Q3,182,118,16528,-1060,0,401,8157,-12841,8222,17264,37,-4525,8050,9640,-11,209,9442,-503,-570,0,-570,-300,0,-300,367,-1087,980,15926,16473,0,11567,0,11567,0,4906,-547,-964,417,-537
1997:Q4,205,118,44285,-93,0,-12204,31671,4703,4192,12459,905,9412,14921,14258,-643,-1079,15979,1543,1425,0,1425,-277,0,-277,395,-880,9991,41533,41941,0,39412,0,39412,0,2529,-408,-632,224,-2665
1998:Q1,491,108,50869,-300,-2425,-3667,50941,32447,-13919,32314,1021,-922,8382,9297,57,1138,8102,881,1184,0,1184,-776,0,-776,473,-1796,-2061,50643,49462,0,35745,0,35745,0,13717,1181,-158,1339,156
1998:Q2,507,112,39706,441,1271,-6687,25212,-12500,3129,28621,531,5431,17164,18747,-235,-214,19196,549,261,0,261,-213,0,-213,501,-2132,2305,38967,38755,0,41698,0,41698,0,-2943,212,-366,578,-344
1998:Q3,549,113,78078,263,-3280,-916,60503,4911,3935,39739,3375,8543,23653,22054,-18,1500,20572,442,-234,0,-234,186,0,186,490,1157,-2145,76168,75174,0,73616,0,73616,0,1558,994,178,816,-1474
1998:Q4,546,116,136351,2451,2743,-2101,80760,3717,6134,57767,1575,11567,50694,43371,-81,921,42531,5703,4420,0,4420,763,0,763,520,1620,1804,133914,132459,0,127855,0,127855,0,4604,1455,135,1320,-2008
1999:Q1,628,86,42633,-1663,1337,-6578,38985,-27094,4679,56174,-817,6043,7735,10196,-71,-294,10561,-4326,-5459,0,-5459,974,0,974,159,1865,2817,41201,40357,0,48333,0,48333,0,-7976,844,-601,1445,-889
1999:Q2,653,88,74046,-562,4597,-2178,41897,-7333,-2498,48704,1409,1615,31108,29763,-323,317,29769,-240,-2179,0,-2179,1544,0,1544,395,1585,-816,73108,72732,0,76699,0,76699,0,-3967,376,-482,858,-373
1999:Q3,744,90,99853,448,-4993,1487,57574,6488,849,40546,1644,8047,41468,37292,22,495,36775,214,-1193,0,-1193,1170,0,1170,237,3962,3870,98274,96766,0,101877,0,101877,0,-5111,1508,-229,1737,-926
1999:Q4,741,90,100869,8932,4297,19992,40255,-4420,2755,27487,1341,13092,28314,30892,65,376,30451,-605,-1576,0,-1576,634,0,634,337,-1973,-920,99321,97402,0,91876,0,91876,0,5526,1919,-103,2022,-897
2000:Q1,631,99,31743,-11052,126,862,30209,4127,-5792,28803,-420,3491,8389,8833,-98,377,8554,1661,10,0,10,1252,0,1252,399,-2105,3209,30462,29754,0,26273,0,26273,0,3481,708,-319,1027,-749
2000:Q2,663,102,59875,541,410,-9741,23678,-3682,-4492,19393,578,11881,41558,33046,83,653,32310,9044,8085,0,8085,559,0,559,400,-532,3429,58097,58535,0,62260,0,62260,0,-3725,-438,-575,137,-1217
2000:Q3,719,104,62947,-93,5492,2840,57742,1924,8364,38452,1284,7718,-4708,-6175,37,563,-6774,4269,3097,0,3097,755,0,755,417,-2802,1674,60832,60391,0,69860,0,69860,0,-9469,441,77,364,-1500
2000:Q4,711,104,65585,2909,-5532,-8649,70847,8328,2499,62529,1455,-3964,18318,9552,37,1489,8026,7244,4934,0,4934,1888,0,1888,422,1522,-12308,84158,84146,0,76770,0,76770,0,7376,12,-689,701,19180
2001:Q1,674,104,88253,70,-4697,19488,62517,-9808,-1371,64724,253,8719,11326,7054,4,62,6988,3684,1110,0,1110,1812,0,1812,762,588,-451,99537,98828,104,66483,0,66483,0,32241,709,-68,777,11854
2001:Q2,719,101,73995,757,1615,-7078,65165,3078,390,44515,1170,16012,12772,2313,-60,1180,1192,9301,6428,0,6428,2018,0,2018,855,1158,765,69286,68042,126,71709,0,71709,0,-3793,1244,354,890,-4092
2001:Q3,591,100,94035,3118,687,-1581,67128,-1541,300,58572,195,9602,16861,9596,7,235,9354,6712,4001,0,4001,1851,0,1851,860,553,7822,101447,101190,24,81669,0,81669,0,19497,257,-485,742,7902
2001:Q4,804,96,89202,-1690,10537,14054,45943,11000,1032,39099,4543,-9731,22958,9296,9,1385,7902,13526,10122,0,10122,2546,0,2546,858,136,-2600,84532,83956,546,84287,0,84287,0,-877,576,-291,867,-3962
2002:Q1,666,131,48627,545,-4267,-11435,64385,-14210,4436,60680,1055,12424,-385,-7578,-39,250,-7789,7644,4480,0,4480,1833,0,1833,1331,-451,-216,41919,42401,1490,45058,0,45058,0,-4147,-482,-1200,718,-6173
2002:Q2,630,129,39035,1349,4463,-12416,22051,564,2586,7487,1061,10353,18141,4850,-282,1195,3937,11542,8259,0,8259,1519,0,1519,1764,1749,5447,40732,41098,-586,34777,0,34777,0,6907,-366,-652,286,2198
2002:Q3,756,128,81235,4620,1030,8550,27939,-10070,4390,22416,1129,10074,27946,11468,13,-69,11524,16347,13013,0,13013,2042,0,2042,1292,131,11150,92023,92279,-204,72389,0,72389,0,20094,-256,-861,605,11416
2002:Q4,716,125,72837,1575,-6289,8094,43534,240,704,41116,792,682,20347,116,-45,648,-487,24269,19820,0,19820,3112,0,3112,1337,-4038,5576,84035,82305,199,67609,0,67609,0,14497,1730,1347,383,11789
2003:Q1,893,134,55920,6351,-2196,-16259,37959,735,-473,28313,-319,9702,28709,5167,-34,-653,5853,25118,23064,0,23064,3145,0,3145,-1091,-1576,1357,50060,49515,201,56438,0,56438,0,-7124,545,-668,1213,-5101
2003:Q2,908,137,52489,-1856,4161,11703,-9711,-1956,221,-9691,-39,1754,39336,9316,-37,-339,9691,34012,31500,0,31500,3667,0,3667,-1155,-3992,8856,50164,49804,300,48109,0,48109,0,1395,360,-206,566,-1554
2003:Q3,730,140,110023,1036,-8648,-17188,95350,-747,-1510,91843,1320,4444,34983,3902,-7,-341,4249,35151,35074,0,35074,1264,0,1264,-1187,-4070,4491,102390,102169,500,114968,0,114968,0,-13299,221,-615,836,-7043
2003:Q4,857,143,27151,8491,-1831,2253,860,-1698,-10505,-8605,4024,17644,13587,12753,-26,1372,11407,7462,4540,0,4540,4073,0,4073,-1151,-6628,3791,10933,9297,3673,31358,0,31358,0,-25734,1636,1048,588,-15503
2004:Q1,889,169,25659,249,4677,8476,2981,1296,-413,-37604,3548,36154,14352,15399,3,450,14946,3541,-1041,0,-1041,3630,0,3630,952,-4588,-5075,20693,19714,-3673,1400,0,1400,0,21987,979,-837,1816,-4246
2004:Q2,1043,174,44420,-908,4106,3405,11374,-224,675,-29887,2273,38537,28007,40245,-141,-1053,41438,1498,-3125,0,-3125,3696,0,3696,927,-13736,-1563,24734,24468,0,53703,0,53703,0,-29235,266,-868,1134,-18818
2004:Q3,976,180,10454,-8170,-5715,2137,20799,-1157,-700,-21205,3006,40855,-5267,-4110,-140,-169,-3801,1071,-3895,0,-3895,4037,0,4037,929,-2228,6670,39434,39552,0,29570,0,29570,0,9982,-118,-145,27,29775
2004:Q4,916,185,7325,19186,3472,3559,-46753,-788,-164,-113681,-8563,76443,23403,22008,-68,524,21551,1395,-2456,0,-2456,2891,0,2891,960,0,4458,-13550,-19131,2479,-9674,0,-9674,0,-11936,5581,6053,-472,-20144
2005:Q1,1036,182,-19341,-5810,-1678,2082,-31845,2081,173,-42286,-1468,9655,-3436,3817,0,1066,2751,-7253,-10587,0,-10587,2346,0,2346,988,0,21346,-25853,-26219,-1102,-35379,0,-35379,0,10262,366,16,350,-5658
2005:Q2,671,187,-18227,-6883,5098,-4486,-25865,2326,-464,-47804,-349,20426,24500,34550,0,1239,33311,-10050,-12430,0,-12430,1386,0,1386,994,0,-10591,-16552,-17337,-744,-15917,0,-15917,0,-676,785,18,767,2159
2005:Q3,1367,191,-59438,-5919,899,18807,-17141,702,245,-35500,-642,18054,-7463,4455,0,1857,2598,-11918,-14934,0,-14934,1990,0,1990,1026,0,-48621,-67674,-68501,-966,-67313,0,-67313,0,-222,827,17,810,-7061
2005:Q4,1086,195,33348,-5920,7734,-2455,-6440,2890,255,-9835,-2490,2740,-1415,9587,0,3896,5691,-11002,-16793,0,-16793,4787,0,4787,1004,0,41844,24244,24240,932,34568,0,34568,0,-11260,4,22,-18,-8213
2006:Q1,934,205,9565,1880,-886,8414,5432,4043,366,-4924,-1521,7468,3124,-1652,0,1648,-3300,4776,976,0,976,3256,0,3256,544,0,-8399,9756,9177,-904,-2514,0,-2514,0,12595,579,5,574,920
2006:Q2,988,211,57389,14446,6903,-7336,6851,5098,323,-2897,-1653,5980,31908,27435,0,2811,24624,4473,1275,0,1275,2631,0,2631,567,0,4617,57554,58021,2,48789,0,48789,0,9230,-467,-502,35,942
2006:Q3,1059,216,-17062,-15340,-5631,7420,-19943,2712,213,-18500,-1904,-2464,7652,4195,0,2006,2189,3457,535,0,535,2365,0,2365,557,0,8780,-34747,-34855,-197,-20874,0,-20874,0,-13784,108,9,99,-16842
2006:Q4,1071,220,3167,785,-1856,830,2769,6686,276,-10744,1474,5077,8816,3148,0,5442,-2294,5668,935,0,935,4152,0,4152,581,0,-8177,14180,14693,700,10181,0,10181,0,3812,-513,14,-527,11864
2007:Q1,1156,342,15048,-1296,4715,34891,-21719,-14573,279,-16669,-2029,11273,-10423,-14769,0,2193,-16962,4346,-2360,0,-2360,5911,0,5911,795,0,8880,14090,14841,500,16350,0,16350,0,-2009,-751,-746,-5,-144
2007:Q2,1136,352,51241,3922,-1764,-6002,12289,12309,311,-8989,428,8230,25992,18412,0,884,17528,7580,-1371,0,-1371,8111,0,8111,840,0,16804,45960,47102,-288,40007,0,40007,0,7383,-1142,-1249,107,-4497
2007:Q3,1230,360,144272,-1002,10579,-22648,-31690,-15933,213,5576,-878,-20668,193902,183397,0,3595,179802,10505,2833,0,2833,6841,0,6841,831,0,-4869,150800,142807,-67,138147,0,138147,0,4727,7993,1152,6841,7399
2007:Q4,1208,367,90038,-4344,-760,18265,6500,13500,497,9013,-288,-16222,64148,50660,0,5272,45388,13488,-8828,0,-8828,21447,0,21447,869,0,6229,101157,83547,-776,85160,0,85160,0,-837,17610,15460,2150,11960
2008:Q1,1515,460,53245,-2271,-5350,-11113,34014,12133,169,25433,-187,-3534,52276,34487,0,5794,28693,17789,3084,0,3084,11571,0,11571,3134,0,-14311,43610,46104,-358,26154,0,26154,0,20308,-2494,-1,-2493,-8580
2008:Q2,1569,464,170982,12159,11867,10239,106542,4558,427,125893,-1126,-23210,29184,16493,0,5850,10643,12691,25,0,25,10360,0,10360,2306,0,991,157862,148842,-268,161752,0,161752,0,-12642,9020,7214,1806,-12014
2008:Q3,1648,463,20905,35903,-24661,-3577,-53307,-2509,345,-17528,-644,-32971,87179,89607,0,-7342,96949,-2428,-16632,0,-16632,11552,0,11552,2652,0,-20632,72167,72861,1436,47234,0,47234,0,24191,-694,2,-696,52447
2008:Q4,1929,444,-11692,41369,-7486,-23886,55262,-46,143,73243,-49,-18029,-68321,-102496,0,467,-102963,34175,22309,0,22309,9032,0,9032,2834,0,-8630,59556,34803,-1802,26177,0,26177,0,10428,24753,27574,-2821,72734
2009:Q1,2148,286,-11366,-9423,49,44783,29816,4446,4898,43980,-354,-23154,-87129,-107748,0,-220,-107528,20619,13179,0,13179,4745,0,4745,2695,0,10538,60237,-33485,-65,-68561,0,-68561,0,35141,93722,92011,1711,73465
