1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1968:Q4,40783,25328,20092,29413,28049,2987,25062,1502,-137,-9321,14294,-245,2722,517,0,100,1809,28,1130,70,581,0,1699,167,1532,42,938,941,63,33,3021,2654,23615,23762,2783,-679,0,3462,10786,6476,900,3410,20,6309,1400,2464,-147,-578,141,290,5235
1969:Q1,40564,25322,24256,31962,29164,3244,25920,2872,-74,-7706,9227,269,-750,-1364,0,1081,1752,1108,490,336,-182,0,-1220,96,-1316,61,1987,1476,24,56,5620,235,16933,15261,4068,631,0,3437,6297,2096,1604,2597,64,231,1187,3414,1672,337,249,1086,1066
1969:Q2,40249,25293,20475,32012,29808,3352,26456,2306,-102,-11537,9754,-47,3818,-3099,0,-256,-1270,599,-1400,-169,-300,0,677,276,401,70,1913,1764,42,25,6355,-238,21291,21942,3331,34,0,3297,12481,5603,3775,3103,46,5471,-3297,3910,-651,421,176,-1248,4818
1969:Q3,39622,25349,21425,33243,30778,3413,27365,2549,-84,-11818,10081,-191,558,-1068,0,922,-1995,400,-2113,-32,-250,0,32,230,-198,64,1823,1566,32,-19,8625,-269,21898,20912,3638,864,0,2774,6435,74,3482,2879,51,6733,287,3768,986,990,197,-201,3924
1969:Q4,38926,24534,16766,32235,30861,3294,27567,1447,-72,-15470,11392,-445,2044,127,0,443,189,422,-90,107,-250,0,1557,353,1204,27,1802,546,35,-7,2678,2396,26861,24577,2120,-422,0,2542,10578,4892,1970,3716,128,7724,121,3906,2284,1658,291,335,7769
1970:Q1,37035,24189,22628,31452,31028,3337,27691,456,-32,-8824,5809,-1,-2404,896,0,451,-138,528,-341,-200,-125,0,-1209,111,-1320,82,989,2039,-211,-21,4219,1117,14632,9606,4921,1688,0,3233,5082,-2322,4289,3115,124,-2211,218,1472,5026,1317,473,3236,1561
1970:Q2,36803,25653,23269,32510,31220,3280,27940,1270,20,-9241,11551,48,-1270,1363,0,-2503,1521,276,860,10,375,0,636,282,354,99,802,2404,19,139,2260,6033,20792,20943,5656,-149,0,5805,11807,4027,3187,4593,47,3060,-2792,3165,-151,1195,182,-1528,2383
1970:Q3,37418,25620,18548,32789,31554,3382,28172,1271,-35,-14241,683,-79,1145,414,0,-1196,-495,1,951,-322,-1125,0,776,290,486,61,929,1573,7,-91,2451,-4812,14925,15046,5826,466,0,5360,3982,1867,-3240,5355,75,1876,105,3182,-122,1114,296,-1532,7072
1970:Q4,36375,25073,17181,30283,31218,3729,27489,-996,61,-13102,6765,-343,3575,422,0,171,618,956,-633,45,250,0,1674,442,1232,39,1016,824,26,-49,-1974,766,19867,18310,5529,-228,0,5757,5619,2956,-2258,4921,53,4469,-163,2803,1557,2083,174,-700,7891
1971:Q1,39156,27792,23070,35554,31993,3978,28015,3064,497,-12484,6826,284,-4076,2597,0,1084,157,565,-498,-160,250,0,1100,467,633,-55,60,-1401,18,-67,3568,3557,19310,15844,6757,1200,0,5557,4850,-1224,2095,3979,42,-279,1702,2772,3466,1990,167,1309,4722
1971:Q2,40391,28436,22883,35634,33055,4417,28638,2719,-140,-12751,10853,20,748,1680,0,-1312,1412,-163,1445,-120,250,0,1168,571,597,88,59,2181,21,11,3164,1613,23603,20766,4150,-1477,20,5607,13285,3983,2032,7270,33,1537,-588,2349,2837,3321,122,-606,5553
1971:Q3,41417,29443,26731,36045,33654,4710,28945,2547,-156,-9314,14792,137,92,841,0,1057,83,719,-859,-27,250,0,809,610,199,86,58,2153,6,25,5757,3688,24107,19282,4128,578,33,3517,7945,2048,-513,6410,-66,3114,1695,2466,4825,3839,-246,1232,2712
1971:Q4,42820,30863,24657,34466,34681,5016,29665,-74,-141,-9809,17524,-5,1895,644,0,14,3910,765,2886,9,250,0,1751,645,1106,21,61,278,38,-19,1423,7513,27333,25104,3301,-1187,33,4455,8502,2387,-546,6661,9,9457,1318,2517,2229,2296,230,-297,6205
1972:Q1,44307,31840,30239,37094,36448,5509,30939,807,-161,-6855,12898,187,-2270,2631,0,1488,-525,1113,-1800,-88,250,0,-950,658,-1608,-118,-548,-2903,10,-10,6930,8976,19753,16751,4213,1291,40,2882,10219,1439,1859,6921,-46,-934,1675,1624,3002,2259,-181,924,1602
1972:Q2,45102,32567,30350,40172,37332,5669,31663,3000,-159,-9823,13057,205,73,984,0,546,-891,831,-1957,-15,250,0,1266,672,594,62,-548,1507,36,15,5519,4283,22880,22360,4668,588,167,3913,16606,5849,725,10032,50,3307,-1778,-493,520,3422,193,-3095,2218
1972:Q3,47519,33879,28986,41509,38085,5756,32329,3429,-5,-12523,14064,194,2988,-983,0,-1008,389,294,-322,167,250,0,1028,712,316,77,-565,1929,7,15,8006,1987,26587,23798,2885,-365,173,3077,10390,1686,-330,9034,79,9182,1930,-668,2789,2604,298,-113,4893
1972:Q4,52475,34916,39140,42639,40114,6017,34098,1873,652,-3499,37516,352,1834,1349,0,585,3136,722,2103,61,250,0,2201,901,1300,69,-603,782,49,-21,6598,21185,41015,40813,1985,-793,168,2610,21665,7708,2812,11145,52,12734,2060,2317,202,2739,445,-2982,-4225
1973:Q1,55320,36310,39233,45806,41958,6091,35867,2638,1210,-6572,23455,550,-3747,4099,0,3826,-1567,-977,-901,61,250,0,-2453,622,-3075,-618,4013,-15271,29,98,12397,22099,30027,29867,795,-1097,321,1571,23950,11946,4651,7353,199,1953,2477,493,160,1727,772,-2339,-2924
1973:Q2,57085,36099,29009,48282,43541,5781,37760,4552,189,-19273,23811,283,134,2701,0,-169,-197,179,-1160,159,625,0,1998,962,1036,105,3752,2594,65,86,11516,943,43083,40320,3883,161,535,3187,26308,11318,2610,12380,244,12052,-1505,-662,2763,2143,935,-315,7091
1973:Q3,57441,37560,25964,48125,44584,5626,38959,2440,1100,-22161,18153,-276,1791,-206,0,3156,-2597,196,-2821,403,-375,0,883,886,-3,71,3902,1775,56,-46,13321,-3677,40314,33858,3490,303,489,2698,18543,5778,2248,10517,103,9405,2182,135,6456,1314,398,4744,11596
1973:Q4,61383,38181,32898,51713,45160,5428,39732,6248,305,-18815,34230,600,3760,-248,0,1761,1548,1243,566,376,-637,0,1608,365,1243,109,3510,2207,30,97,5956,13292,53045,43405,4636,2047,451,2138,15990,6700,1890,7400,-32,18003,2126,2682,9641,2643,73,6925,5283
1974:Q1,60396,38054,36649,49580,45616,5214,40402,3130,835,-12931,17700,400,-3621,2690,0,1210,664,1336,-1498,295,531,0,-908,429,-1337,-43,7041,-1067,24,53,14066,-2809,30630,32690,5071,853,411,3807,17695,7455,3281,6959,380,2122,3454,3968,-2060,1551,1465,-5076,1405
1974:Q2,60091,38234,34094,54332,46602,5021,41580,4354,3377,-20239,21332,-200,586,858,0,-2426,-276,-1081,539,277,-11,0,1340,98,1242,72,6443,1783,110,86,16537,-3581,41571,47851,6548,732,424,5392,25816,14238,2827,8751,113,12347,-600,3627,-6281,1208,435,-7924,4140
1974:Q3,63374,36923,47950,48828,47598,4782,42816,1395,-164,-878,32359,-400,2697,207,0,-1416,2811,1802,501,473,35,0,445,185,260,162,4761,4008,52,218,8100,10714,33237,40328,7098,2602,331,4165,13329,5860,2807,4662,333,9953,4508,5107,-7091,-32,1287,-8346,-11026
1974:Q4,59958,38649,27193,53772,47471,3984,43487,5112,1190,-26579,251,0,1581,1657,0,-3145,3867,2069,1864,-127,61,0,597,-4,601,117,5137,2890,54,-47,-3243,-9214,26830,31796,6857,-56,482,6431,14032,5712,4318,4002,174,5079,1555,4099,-4966,1289,538,-6793,11456
1975:Q1,54958,41904,32369,43533,45961,3491,42470,-2507,80,-11165,-695,19,4429,-610,0,495,1882,1668,-373,197,390,0,-3460,-1672,-1788,148,-2200,3636,42,-96,13609,-18589,10469,11950,11160,1496,430,9234,-3146,-7872,1220,3506,23,-13365,-1313,18591,-1481,1949,86,-3516,9535
1975:Q2,57580,45358,33285,42391,45841,3338,42503,-3489,39,-9106,7796,-431,2135,2284,0,-659,2686,430,1633,-444,1067,0,-121,-912,791,152,-2512,3776,34,-77,6855,-6326,16902,18221,6534,-2351,811,8074,4919,-2811,2171,5559,158,799,-4032,9843,-1319,3229,606,-5154,12073
1975:Q3,65718,49031,32891,46458,46855,3346,43509,-347,-50,-13567,9887,21,-507,2403,0,19,-280,582,1086,-71,-1877,0,-783,-1036,253,44,-2213,1086,35,126,16220,-6284,23454,24461,4203,122,601,3480,656,-4587,1073,4170,-3,10584,2584,6437,-1007,1693,-17,-2683,16140
1975:Q4,68091,51327,35949,48057,48056,3410,44645,87,-86,-12108,6099,862,5024,-107,0,376,5414,1104,5103,-220,-573,0,643,-622,1265,153,-2380,3826,166,-27,-13360,5509,18207,15841,4221,-2164,758,5627,5875,637,2202,3036,271,12875,1594,-8995,2366,3045,1053,-1732,15378
1976:Q1,72271,53125,45925,53610,49833,3712,46121,3673,104,-7685,26955,560,432,933,0,1918,4985,953,4970,-176,-762,0,-1291,-56,-1235,142,-1263,3480,63,-67,18625,-1562,34640,35576,7990,1310,307,6373,5893,-5868,6019,5742,281,-7793,3583,25622,-936,3164,1082,-5182,7201
1976:Q2,72869,53100,51906,57521,51262,3891,47371,5612,646,-5615,31341,116,995,1613,0,-1778,262,-251,1182,-59,-610,0,1059,7,1052,74,-1281,1816,62,10,15129,13264,36956,37118,6370,892,502,4976,14472,3923,3779,6770,184,9192,-2375,9275,-162,3507,705,-4374,1194
1976:Q3,74029,53877,37345,59175,52988,3889,49099,5202,985,-21830,22874,-589,9,-443,0,632,-892,413,-1804,-11,510,0,495,152,343,111,-1293,2754,38,34,13365,8653,44704,44599,5620,-929,873,5676,9866,-21,2703,7184,166,7160,3384,18403,105,1836,636,-2367,16532
1976:Q4,74182,54321,33842,58090,55213,4374,50839,2630,247,-24248,4713,730,5206,3952,0,-502,4295,1025,3176,-150,244,0,2224,283,1941,214,-1320,1583,134,-9,-14813,3019,28960,28186,6624,160,803,5661,15906,3674,5478,6754,193,13251,2089,-9877,775,2048,331,-1604,20479
1977:Q1,77912,56295,46262,61943,58365,4553,53811,3706,-127,-15681,25579,458,-3852,-367,31,242,785,-17,1005,-79,-124,0,-1785,814,-2599,59,3250,1476,81,43,23065,2093,41260,47778,7631,1034,1221,5376,17019,3615,6072,7332,160,2944,1687,18337,-6518,-157,611,-6972,10033
1977:Q2,81454,60715,55212,66384,61372,5188,56184,4867,145,-11171,22783,847,2732,1875,43,147,-5548,-1052,-4681,-107,292,0,1699,890,809,135,3318,3317,55,-93,13899,357,33954,36825,6531,711,2151,3669,24780,8422,5331,11027,168,9187,-5443,1602,-2870,434,651,-3955,5502
1977:Q3,83446,64366,54933,72234,63736,5407,58330,7721,777,-17300,35527,170,471,1345,56,319,-301,-458,-208,-307,672,0,1284,1064,220,82,3187,2007,20,-36,18242,8681,52827,51621,8004,261,1634,6109,15615,3186,1451,10978,182,6204,3602,18014,1206,1107,695,-596,9433
1977:Q4,87278,63537,52679,73051,66756,5601,61155,6030,265,-20372,41617,772,7081,6457,70,-52,-205,406,-210,297,-698,0,3161,1214,1947,73,3140,2404,135,-43,-7122,25746,61989,57321,8951,-367,1664,7654,26675,6881,7360,12434,212,17131,2584,1768,4668,1355,395,2918,10857
1978:Q1,86480,64575,53505,74712,68471,5894,62577,6363,-123,-21206,37352,1411,-5990,162,55,261,-811,942,-1243,225,-735,0,-853,947,-1800,156,-106,4252,86,-25,21309,17445,58559,62303,6596,911,1325,4360,26888,10658,6971,9259,260,-782,3096,26245,-3744,-1610,1000,-3134,11070
1978:Q2,96424,69268,54544,81844,75089,6535,68554,6064,691,-27300,25227,353,3227,968,13,-104,-501,-1002,-754,461,794,0,1505,1009,496,136,-113,3324,120,-108,24760,-8353,52528,56458,9238,700,2136,6402,31265,11320,7175,12770,436,12695,-4896,7720,-3931,695,1681,-6307,14724
1978:Q3,97803,71526,62012,84998,79130,7053,72076,6242,-374,-22985,37568,-993,1733,-148,81,-234,-1437,-269,-1136,-579,547,0,1619,1155,464,-245,-122,1879,100,-82,27245,8172,60554,61812,7928,573,2179,5176,19981,3769,4019,12193,503,7412,3861,22127,-1259,208,1932,-3399,9514
1978:Q4,101455,74442,65282,90493,83359,7608,75751,7122,12,-25211,55427,1860,10601,5139,261,471,2499,451,2419,-6,-365,0,3753,1315,2438,191,-114,4003,92,39,-6397,33029,80638,81523,7554,507,2024,5023,28084,9138,8233,10713,384,25048,3940,16513,-885,602,1023,-2510,9160
1979:Q1,103922,74737,58894,93637,87150,8051,79099,5963,524,-34743,45648,4207,-1690,-677,418,925,-294,-616,-543,591,274,0,-260,1652,-1912,440,484,5146,68,42,32156,4683,80391,82619,8839,2166,2325,4348,26986,9972,6776,10238,253,5249,5451,35841,-2227,-1670,974,-1531,15843
1979:Q2,104182,76646,72101,96088,89289,8521,80768,6850,-52,-23987,37369,-1251,-1057,-583,553,-485,2646,-292,3137,66,-265,0,2194,1605,589,520,490,6562,133,103,22430,5114,61355,74523,10524,2899,2315,5310,40517,15073,9954,15490,568,16152,-4245,11007,-13167,-3102,2188,-12253,4545
1979:Q3,104282,78247,71725,97285,93688,8876,84811,3033,565,-25560,63578,-1496,697,5097,665,-264,-6318,-872,-3969,-860,-617,0,2117,1479,638,742,521,5818,95,95,32218,23591,89138,96696,9688,3264,2644,3780,30067,12544,2727,14796,575,18407,5385,32574,-7558,-1881,2210,-7887,6522
1979:Q4,102184,79324,65750,98684,95199,8764,86436,2138,1347,-32934,44337,303,10992,4142,754,431,937,1854,-602,-770,455,0,3287,1377,1910,837,514,4330,226,110,-10294,27768,77271,84302,7237,690,2703,3844,26024,8951,9905,7168,710,24009,3184,23138,-7031,-1145,2110,-7996,13574
1980:Q1,102058,77860,41867,100226,97213,8213,89000,2475,539,-58360,30584,-906,-1650,-1398,757,-782,4638,590,658,133,3257,0,-1968,1890,-3858,960,1710,4966,156,216,32386,-8502,88943,98259,15071,6994,2119,5958,26378,7718,7540,11120,540,2747,6113,47410,-9316,1368,2075,-12759,35993
1980:Q2,90321,77266,59029,95162,93534,6898,86636,1938,-310,-36133,5619,-610,2435,-1521,675,689,-4732,-419,-4512,36,163,0,2763,2101,662,976,1914,1994,134,33,-423,1292,41752,53245,19388,5282,2877,11229,3773,-10524,6227,8070,1041,-5291,-5534,39868,-11493,884,4011,-16388,18237
1980:Q3,98761,79984,70433,88140,96254,7277,88976,-8464,350,-17707,76719,106,1281,1558,957,420,2432,-493,3774,-290,-559,0,3702,2649,1053,1105,2102,2677,96,-1,20455,39829,94426,102366,5860,-4145,2719,7286,20987,11593,-472,9866,753,8537,3219,63010,-7940,2542,2886,-13368,9551
1980:Q4,105815,85052,55132,101658,100940,8176,92764,-2280,2998,-46526,44960,1026,351,8931,1604,444,2501,-132,64,526,2043,0,5588,3075,2513,1376,2275,5945,285,25,-382,14991,91485,86371,2193,-4163,3149,3207,38918,21128,6459,11331,677,28845,1613,14125,5114,5634,2171,-2691,29920
1981:Q1,108441,89797,70432,115279,105763,8346,97417,9689,-172,-44847,128461,-312,-5146,6451,2444,-428,-5576,-333,-940,38,-4341,0,2060,3778,-1718,977,1721,1533,110,65,43217,81345,173308,170251,12927,3811,3033,6083,23566,-90,11026,12630,674,19554,2802,110728,3056,821,2592,-357,19365
1981:Q2,101620,93155,87398,114200,110063,8226,101837,2928,1209,-26802,37962,27,-3723,-130,3478,-534,4014,-636,4851,1621,-1822,0,4930,3938,992,907,1660,4561,169,-30,17548,5085,64764,63144,17553,5982,3969,7602,41200,15280,10876,15044,912,9368,-5803,-86,1619,-1335,3517,-563,5757
1981:Q3,105466,98842,81876,127704,113571,7614,105957,10990,3143,-45828,43217,1084,-3732,-983,3373,-1411,4160,-142,2904,611,787,0,4452,4304,148,1807,1470,-308,166,134,16016,16989,89045,87310,13908,6262,3135,4511,36692,16682,6385,13625,956,-2196,2083,35867,1735,-6698,3672,4761,16966
1981:Q4,98809,100599,100440,124237,117173,6762,110411,6202,863,-23797,28144,1891,-6064,6080,2128,270,6976,178,-1126,1304,6620,0,5951,4577,1374,2398,1551,27,269,87,-27475,34055,51941,47318,8543,-1359,3294,6608,35299,11709,10784,12806,2341,6223,-4666,-423,4623,-6240,7495,3368,158
1982:Q1,91570,100366,66087,110705,115276,6165,109111,-5367,796,-44617,28992,-2320,-3463,-55,1131,36,-6849,-291,-2840,-1970,-1748,0,-172,2125,-2297,1226,713,4011,206,356,8383,25789,73609,86314,18660,7114,3640,7906,25348,12162,1558,11628,1750,-10712,-614,51882,-12705,-1881,-191,-10633,34278
1982:Q2,91842,104704,86133,111419,112291,5869,106423,-1042,170,-25286,10348,1244,370,-3270,383,632,-5154,328,-3360,28,-2150,0,2833,1981,852,-623,698,4854,-43,367,8062,-5,35634,54248,10325,1905,3324,5096,38302,20137,4994,13171,1227,5299,-5973,5069,-18615,678,1007,-20300,18571
1982:Q3,91973,104972,96442,110725,109236,5787,103449,1450,39,-14282,46426,-3042,1745,8046,-219,853,2142,-505,2414,-1331,1564,0,1884,1615,269,-1864,767,3776,93,243,13557,18445,60708,77596,10263,-2015,4302,7976,30196,14202,2178,13816,667,3653,2183,30634,-16888,-1877,2035,-17046,8530
1982:Q4,90032,104159,100538,99951,107567,6195,101371,-9955,2340,587,19828,1795,15440,6281,-680,-870,11030,217,6091,816,3906,0,2935,1319,1616,2185,896,2389,160,147,-27029,5149,19242,24785,420,-13129,3877,9672,19738,7373,-604,12969,2011,16928,1616,-15928,-5543,5018,860,-11421,3621
1983:Q1,91319,106947,85232,97298,106133,7313,98820,-8765,-71,-12065,39914,1517,-4122,573,-1505,843,6029,123,4136,-492,2262,0,-922,976,-1898,-3121,1942,4837,25,184,14362,19272,51980,57360,12227,3573,2454,6200,13808,-1234,725,14317,-332,-19109,6365,44401,-5380,5746,1312,-12438,21714
1983:Q2,98497,110391,104412,109255,107576,8190,99386,-1918,3597,-4843,56927,-35,8678,5420,-2701,621,7030,1272,3190,923,1645,0,3055,1199,1856,-1031,2135,4681,-22,35,23121,5940,61770,66420,11670,-2338,2883,11125,29227,1035,9319,18873,1859,4252,-3557,22969,-4650,9293,1357,-15300,5979
1983:Q3,104093,113134,90161,112411,112230,9021,103209,-1051,1232,-22250,41859,1631,7156,-273,-2566,-52,-3946,600,-2090,-612,-1844,0,2860,1739,1121,-71,2109,5449,38,409,29127,-13,64109,76935,8394,1698,2073,4623,32234,6427,5146,20661,1983,-2743,4078,32989,-12826,2139,1047,-16012,22973
1983:Q4,108151,117407,89792,124769,118843,9425,109418,5983,-57,-34977,45381,1217,18327,4281,-1106,-599,13994,2245,6676,1046,4027,0,5670,2171,3499,-813,2094,5101,37,568,-1813,-1577,80358,84466,2294,-3772,2021,4045,55803,21665,11075,23063,-807,25358,-1979,3797,-4107,2936,2639,-9682,27615
1984:Q1,121239,123123,102335,141679,122817,9650,113168,18246,616,-39344,95997,1148,13843,-1681,356,879,12182,444,8073,-1639,5304,0,3121,5410,-2289,-1675,3213,6036,7,819,37888,19862,135341,155771,16373,5743,2000,8630,51012,19616,12341,19055,408,8616,4695,74667,-20430,-15743,2851,-7537,20788
1984:Q2,122906,124657,124814,147645,128851,9859,118992,17330,1464,-22831,93494,962,-4202,-902,1809,1790,-1992,-1386,-803,743,-546,0,6914,5424,1490,-1778,3092,6710,10,710,32568,47804,116325,158030,22021,10945,2219,8857,70713,26257,11983,32473,4121,20257,-3502,44420,-41705,-26232,4222,-19694,-157
1984:Q3,118595,127833,162359,151622,132807,9862,122945,17835,981,10737,82701,-4085,868,-3870,1954,-1989,-5772,-57,-3777,424,-2362,0,5902,5488,414,-1166,3353,5111,40,493,26314,55548,71963,106584,23460,6886,2364,14210,44838,7927,9504,27407,811,861,857,35757,-34620,-17893,2271,-18998,-34527
1984:Q4,118315,130482,172773,148497,135991,10056,125935,11995,512,24277,29720,866,7661,9003,790,-9,4264,-1447,2288,1604,1819,0,8890,5492,3398,2212,3376,2277,25,825,-22278,11819,5444,36117,30174,-1859,13959,18074,64365,23231,16046,25088,948,9793,2541,-71704,-30673,-18985,3943,-15631,-42291
1985:Q1,119624,130829,92333,141788,137898,10293,127605,4058,-168,-49455,57930,-716,-10020,5196,-242,4162,-11207,460,-6324,-1136,-4207,0,248,3120,-2872,-916,-1487,4143,20,1061,31919,35769,107385,136431,24859,4482,1700,18677,36357,11120,3621,21616,1421,-2715,1012,75497,-29046,-21702,3784,-11128,38495
1985:Q2,116819,133237,119475,145266,139933,10533,129400,5412,-78,-25791,43245,-673,8748,-4656,-1145,-3856,19891,-404,12594,-681,8382,0,4525,2940,1585,-3056,-1579,7113,-128,1177,12763,4121,69036,100374,32731,5914,4500,22317,37571,5424,3924,28223,1694,5819,-3366,25925,-31338,-17492,2531,-16376,13762
1985:Q3,120764,136612,118288,143983,138909,10880,128028,4076,999,-25695,67876,619,13808,3413,-262,569,-11703,-472,-6717,31,-4545,0,3439,2430,1009,614,-1499,2522,-113,1504,11188,43777,93571,118773,24813,150,5400,19263,17353,9709,-1039,8683,987,-2082,3782,73920,-25202,-19243,2730,-8688,18324
1985:Q4,119275,133257,139532,149921,141709,11306,130404,8280,-69,-10389,92414,3509,24712,1724,103,-1420,10450,1152,5355,484,3459,0,7519,3114,4405,-31,-1739,3925,-91,-75,-6143,49971,102803,107624,38664,4052,11000,23612,43401,17059,9681,16661,339,40684,-1141,-14323,-4821,-25632,4688,16123,-6274
1986:Q1,111187,129749,118266,148127,140702,11886,128816,7599,-175,-29860,-17250,1711,-8980,6236,1553,-25,-10616,1168,-6892,150,-5042,0,-4122,-1735,-2387,3413,4954,3595,-216,908,-12189,-3472,12610,29566,30364,-2693,-3000,36057,32010,6137,6161,19712,1763,-34454,1560,-1677,-16956,-14916,1791,-3831,11482
1986:Q2,111774,126910,134990,144665,139083,12617,126466,3916,1666,-9675,35868,1120,-2377,6208,943,-449,11516,-1378,7759,351,4784,0,1205,-277,1482,-618,5202,5928,24,1170,16864,-10868,45543,63471,35565,-860,-3272,39697,46564,10566,12357,23641,1647,-8845,-443,-11017,-17928,-21767,5276,-1437,-8080
1986:Q3,114080,125411,131074,136249,138201,12896,125306,-1755,-198,-5174,103150,-750,-8213,12097,1290,842,-2059,-890,-1232,1232,-1169,0,406,-509,915,28,4797,4779,-209,1059,21750,67333,108324,122887,31705,4125,-1236,28816,30623,2702,6457,21464,1172,5197,2189,52001,-14563,-21168,6410,195,-5663
1986:Q4,117530,124326,118493,137350,139592,12984,126608,-3190,948,-18857,44577,1097,20433,-6604,-80,1331,-80,795,1605,-3390,910,0,857,-3645,4502,413,5022,1608,-240,620,-16257,36457,63434,85386,14007,-9914,-2393,26314,77076,47217,11163,18696,4966,34308,2142,-47113,-21952,-26805,9958,-5105,5832
1987:Q1,123789,129482,119257,143021,136251,12985,123266,6993,-223,-23764,45097,-2375,1186,-4706,702,483,-2293,2211,-2671,-86,-1747,0,-3855,-1261,-2594,1179,1440,4981,-222,-317,31445,17449,68861,79308,26363,728,211,25424,12250,-14892,5832,21310,5912,3242,1353,30188,-10447,-10719,7980,-7708,10225
1987:Q2,131645,134867,120249,142122,138173,12783,125390,4131,-182,-21873,33406,-930,4310,-157,-362,-24,-6477,1431,-5326,732,-3314,0,-36,-2184,2148,35,1501,7520,-99,-1388,16506,13007,55279,75749,22740,4323,-1203,19620,41919,8643,13100,20176,1897,-5478,3002,11669,-20470,-19041,8310,-9739,14617
1987:Q3,138680,139206,129085,141185,140958,12245,128713,254,-27,-12099,44082,-815,314,-2056,44,69,935,3071,-1457,30,-709,0,-52,-1556,1504,183,1589,7305,-156,-537,22072,15187,56181,70732,22372,192,-49,22229,31494,7324,4523,19647,11075,10426,897,-5532,-14551,-17543,9399,-6407,10120
1987:Q4,141278,141031,138162,156939,141220,11549,129671,15771,-52,-18777,105897,1181,4707,5414,330,-2239,-2282,-1920,-53,-388,79,0,6111,158,5953,1064,1220,7406,-25,-438,-4733,88181,124674,151691,13353,-3644,127,16870,61326,12489,14919,33918,3349,41255,412,31996,-27017,-28178,5203,-4042,2869
1988:Q1,148540,145229,99327,147560,143592,11563,132029,4239,-271,-48232,68929,2072,-3273,-1703,1395,296,-2404,-2671,-474,1054,-313,0,3471,6586,-3115,1729,-18567,891,-83,-1103,38294,47914,117161,132834,25149,-261,-471,25881,54279,8101,23104,23074,-3037,6216,1475,48752,-15674,-25123,15979,-6529,45902
1988:Q2,151703,145244,137103,151231,147155,11319,135836,4912,-836,-14127,62658,7064,8201,-5246,-1362,-583,-1840,3053,-4338,2405,-2960,0,9624,7707,1917,-695,-19615,4246,12,-839,39057,24634,76786,98768,36242,4340,415,31487,49017,20363,7647,21007,3050,7445,-1834,4848,-21982,-34788,17878,-5072,8140
1988:Q3,155862,145276,145216,153192,148285,11150,137136,4545,362,-7976,59856,875,-811,5440,-807,620,-1828,-1623,63,-189,-79,0,8755,7798,957,-148,-19501,7738,110,-431,16661,43183,67831,84284,27236,2456,-236,25016,43683,3272,12044,28367,4091,-3742,-349,13365,-16453,-20765,12314,-8001,59
1988:Q4,159966,150236,171004,156175,151414,11330,140084,4786,-26,14830,210827,-4719,12214,4406,-325,1286,2220,-77,1411,104,782,0,12326,5356,6970,2812,-19918,-4741,29,-361,8600,196998,195997,241302,27997,5373,477,22147,51252,15487,3725,32040,6751,50870,123,104309,-45305,-48625,13652,-10332,-20768
1989:Q1,161439,144517,129384,166198,154449,11595,142853,12034,-285,-36813,132250,-2932,-6627,-7123,1069,-1237,18389,1038,9544,1670,6137,0,-12848,-4744,-8104,4347,-1134,8026,-370,-360,33296,99754,169064,208881,24837,10471,-783,15149,40239,5206,23107,11926,12769,2461,5854,122721,-39817,-43094,4238,-961,15132
1989:Q2,153391,145479,131547,165264,156076,11629,144447,9064,124,-33717,23821,-1509,1536,6009,145,-220,7005,2840,3050,-602,1717,0,-5289,-7028,1739,-105,-1223,3934,-429,-360,30025,-15698,57538,82491,34985,13912,-536,21609,42848,14331,18051,10466,3790,4378,-4374,864,-24953,-24529,9552,-9976,13932
1989:Q3,147480,148778,118830,163268,160904,11810,149094,2457,-93,-44437,3190,-3121,1283,-7852,204,-1075,5147,-3175,5499,-526,3349,0,-6133,-7517,1384,427,-1343,5412,-73,-360,10926,-252,47627,81476,18807,3214,-402,15995,13652,7458,-4200,10394,268,-2928,7,51670,-33849,-36471,14375,-11752,29947
1989:Q4,147664,145300,123780,165339,161289,11831,149459,4138,-89,-41559,14733,713,13513,8697,-378,334,13934,-60,7034,2606,4354,0,730,-7323,8053,6507,-1359,-2481,69,-360,-25385,199,56292,68992,16489,-6161,802,21848,24493,8284,16612,-403,3589,20437,-2913,6896,-12700,-19885,15154,-7968,21519
1990:Q1,149227,148629,114974,167335,164083,12050,152033,3489,-237,-52361,17533,964,-8758,-9533,3967,-747,-19625,-2717,-7070,-2124,-7714,0,-7385,-2068,-5317,819,1512,12041,-75,-247,6774,37826,69894,69567,25062,18922,-547,6687,35856,-6212,23792,18276,2671,-8234,4331,9881,327,-17242,12433,5136,33655
