1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019:Q3,748193,661139,871640,710485,670950,51843,619107,39932,-397,161156,747630,-14240,235837,-10970,42105,-1120,28022,29693,-2053,-264,670,-24,2394,2374,20,-42313,2532,9421,114,1325,82246,412277,586475,613085,90592,-20261,1468,109385,104107,-10763,25888,88982,5998,80645,11694,320049,-26611,-96716,40311,29795,-210502
2019:Q4,769376,679192,715552,632314,663298,35923,627375,-30377,-608,83239,685256,16344,-112987,18247,35203,2372,23770,9764,10029,2590,1004,383,2660,2069,591,15053,2748,23808,57,1325,70295,586362,602018,607380,-5316,-21787,7556,8915,109569,7578,35522,66469,7496,20514,-840,475956,-5362,-86939,51875,29702,-36361
2020:Q1,743705,625311,794913,608721,589449,14367,575082,19850,-579,186192,740865,-21151,319649,137908,121576,13529,28691,4895,16891,8569,-1862,198,2328,3433,-1105,-30540,-27454,29037,-61,2473,-92171,257051,554673,645696,245489,48599,3296,193594,636221,459657,92375,84189,-15309,-133349,25973,-113329,-91023,-69038,40268,-62253,-169602
2020:Q2,685291,587202,259971,530750,612703,50157,562547,-81222,-732,-270779,120786,31555,334991,108612,55891,4333,13956,-12882,21346,6992,-1976,476,3062,2858,204,20837,-32932,128601,93,2473,-208497,-342190,391564,340046,403296,-77025,1669,478652,256877,105958,75102,75817,-13730,-153495,28775,-181677,51518,-10631,37119,25030,327232
2020:Q3,932767,740899,925826,680130,638400,57938,580463,40010,1720,245696,429308,11875,-33905,8972,-29746,-2564,-9939,12258,-15295,-5157,-1891,146,7554,7393,161,-21102,-35723,74025,177,2473,203213,253998,183612,86042,21880,-43875,1513,64242,-66005,-202041,63836,72200,-6414,167202,-45646,15025,97570,21265,37526,38779,-184927
2020:Q4,894960,662330,519352,638266,655222,41955,613268,-16204,-753,-118914,175872,-18250,-116469,23929,-5370,8309,2802,29014,-17789,-6767,-2055,399,4050,3311,739,-2905,-39898,19379,95,2473,137029,160698,294785,251212,24804,9973,-920,15751,39455,-113599,53306,99748,-31192,95160,6130,116855,43573,-23496,50539,16531,142978
2021:Q1,964112,700427,555084,609703,594278,14288,579990,11549,3876,-54619,408500,27844,13729,11022,35505,-14606,-19102,-14095,-6216,-3433,2858,1784,3698,4795,-1097,6803,-23217,76491,166,5493,170886,113788,463119,454842,144718,11821,1457,131440,141187,4851,67698,68638,4259,58688,9827,96163,8277,44162,56195,-92080,145343
2021:Q2,1083344,730658,520376,624163,693375,63451,629924,-68406,-807,-103787,416611,35193,40752,25655,14310,14122,31253,35130,-6875,-1941,2776,2163,1506,1280,226,-9516,-25114,85196,529,5493,201283,-4051,520398,434464,45452,-12047,4993,52506,26688,-128788,66230,89246,-18317,119101,-15811,277351,85934,-21953,105204,2683,210282
2021:Q3,1069131,728893,1061333,737695,704941,66042,638899,29129,3626,323637,723642,-32125,208065,52991,8630,-9152,12218,-17881,18062,6017,2924,3096,1736,1597,139,-11417,-25173,63853,129,5493,71312,377082,400005,345655,72321,-9528,2506,79343,106250,-104862,105725,105387,19872,110404,7005,29803,54350,-53729,104186,3893,-332440
2021:Q4,1056134,715357,529603,751016,712499,44771,667728,39397,-880,-221414,488861,371,80445,11282,44194,-622,15801,2245,7884,2243,2781,648,5698,4983,715,-38557,-27853,67514,606,5493,134657,189832,710274,735793,-9850,15795,2621,-28266,381694,114958,115407,151329,-7150,209923,5739,155437,-25519,-102566,121074,-44026,185754
2022:Q1,1089480,691466,769439,840857,661337,17407,643930,99256,80264,-71418,764648,21484,6622,36083,-45819,3593,-25416,-32483,658,-420,1662,5167,2667,3751,-1084,-33021,-39192,124818,403,-1095,150758,562763,836066,976277,101051,50488,4180,46383,336280,78426,139315,118539,10756,136881,61654,329655,-140211,-122628,65626,-83209,-77973
2022:Q2,1149927,749868,832734,778884,774810,69452,705358,583,3491,53850,755919,-23453,-114066,-17121,-23945,-5139,38539,23357,13714,2422,1457,-2411,-1650,-1909,259,27234,-32747,77525,-93,-1095,202335,629595,702069,779612,-35746,-611,3202,-38337,344827,147352,62924,134551,12128,197576,-22875,283702,-77543,-136624,76976,-17895,-82866
2022:Q3,1119743,842518,807757,873924,791738,67075,724663,60394,21793,-66168,797646,4679,-53418,35573,-12011,367,-26264,-36667,8336,585,1284,198,-4186,-4293,107,-25156,-31019,88388,837,-1095,73086,747865,863813,913557,8714,10704,-5716,3726,144060,34375,7652,102033,30281,52722,7769,670011,-49744,-136064,74241,12079,34761
2022:Q4,1094243,827546,775617,784796,788492,41633,746859,-2926,-770,-9179,723586,32001,148879,34096,14626,4539,20535,6413,10399,3163,766,-206,-2318,-3016,698,4328,-33215,66992,-131,-1095,87112,347237,732764,851761,4167,-1271,-932,6370,209517,83370,25770,100377,16579,56676,-19341,584162,-118997,-161016,48286,-6267,51928
2023:Q1,1107134,824857,618722,789508,733241,13271,719970,57199,-931,-170787,83395,-3525,-40022,8475,67997,2484,-4491,24,-3244,-185,-77,-1009,5597,6662,-1065,31106,13091,64089,2204,-1095,-24360,-38155,254181,320523,166836,8639,228,157969,92242,26370,-5951,71823,-7025,-116013,34876,149606,-66342,-103480,111103,-73964,206135
2023:Q2,1119252,849017,786202,802338,825858,59170,766688,-22571,-948,-16136,297560,26852,-39276,127994,30593,-160,15302,-6819,17297,4820,234,-230,1186,909,277,-20996,14177,63917,537,-1095,25230,53299,313696,319127,19151,-13518,2681,29988,28158,-11796,-8427,48381,2212,20746,-49347,298208,-5431,-103413,69309,28673,62815
2023:Q3,1156302,883210,1042088,880857,834104,62243,771861,46791,-38,161232,434113,8706,156847,27423,32943,-307,50259,34642,12374,2060,272,911,130,46,84,13316,13660,105656,224,-1095,85825,-59474,272881,285642,18356,10477,-3104,10983,24231,-31717,4651,51297,1660,123890,4403,113102,-12761,-109751,67712,29278,-158879
2023:Q4,1190191,910127,871994,815641,844356,45773,798583,-27813,-902,56353,-3261,3455,-28993,-9841,27586,-2964,-64350,-41966,-16289,-3270,-428,-2397,2155,1465,690,-14439,15195,91031,427,-1095,-52733,31305,-59613,193538,24830,14808,-1209,11231,42616,14659,-14556,42513,6758,-60715,-13891,193941,-253151,-304156,59774,-8769,38133
2024:Q1,1200457,874736,767123,820984,772952,17543,755409,49017,-986,-53861,261116,17744,90673,8789,10904,-443,4658,-6650,9160,2326,92,-270,-1436,-384,-1052,20079,14031,139019,-110,-1095,-42608,912,314977,498102,130899,14275,4911,111713,74309,1157,20110,53042,3128,-52554,28009,314311,-183125,-158000,53016,-78141,107613
