1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2009:Q2,-22204,-17340,-6744,-7216,99741,16349,20724,14400,27192,21076,-25836,-16120,-9716,784,21264,7528,72,-1872,7760,-5588,1640,-96398,10956,-28780,-9588,-8164,5212,37736,-122064,1160,1592,65336,39736,1456,21608,16672
2009:Q3,33544,-4728,-13368,3376,112817,-5363,8920,976,19480,88804,-30789,-17916,-12873,524,-6504,4432,-308,-1876,7752,-5588,1652,-33848,120728,79996,13924,-10864,4084,27772,-130844,1168,352,174404,40732,-528,13344,27916
2009:Q4,79744,-45056,-17216,-5568,170704,18820,20616,13124,30540,87604,-11975,4800,-16775,-68,24868,-4268,-1028,-1876,7760,-5588,1644,-32589,51636,63196,-7448,2224,-2416,71872,-38592,1164,5816,30576,-11560,-4300,-4160,-3100
2010:Q1,117800,-14960,-16016,5228,117488,-54700,21208,-7588,48052,110516,-18549,-3872,-14677,244,9448,2800,8,-1104,-6496,-8284,-1880,49873,52972,46040,-13484,-1952,2404,26404,9604,-5560,-1916,30540,6932,-6776,2876,10832
2010:Q2,144492,38480,-14372,-1284,89838,6262,9148,-3368,26556,51240,-14652,144,-14796,256,5500,3736,36,-1108,-6488,-8292,-1876,54718,169440,166012,2864,-5028,1316,40376,113604,-5568,184,18264,3428,-13144,1752,14820
2010:Q3,142268,4172,-13080,132,177959,21607,19212,-5288,49168,93260,-671,3096,-3767,392,972,932,208,-1100,-6496,-8284,-1864,-11004,164588,134040,4620,-924,1968,76824,36912,-5548,5040,15148,30548,8072,7008,15468
2010:Q4,-15160,-35080,-9648,384,49122,-23134,6956,-1212,23500,43012,237,188,49,560,4940,-1464,-256,-1104,-6496,-8292,-1880,-6183,122316,69524,-2912,-452,736,30876,-4716,-5560,-752,52304,52792,-3072,7100,48764
2011:Q1,160376,-17548,-4768,-13472,152848,4080,6224,3608,11312,127624,5406,-4056,9462,452,-5692,-320,220,1196,-6216,4004,1572,42694,143672,162652,10284,3376,752,73096,7900,-10288,40,77492,-18980,-7304,-18660,6984
2011:Q2,127780,6416,-6804,1232,53528,-13144,1568,-2828,7848,60084,29940,10660,19280,440,560,3900,-832,1196,-6216,4008,1568,38844,177516,165876,-980,200,5244,79928,46008,-10288,-644,46408,11640,-7740,4708,14672
2011:Q3,339668,41692,-4036,1428,98069,13805,13720,-12,7880,62676,34589,16492,18097,-112,-2888,5508,4,1192,-6220,3996,1576,164870,359580,370488,-4088,1260,792,153460,202512,-10284,-4716,31552,-10908,-11988,-27208,28288
2011:Q4,114488,-15344,52772,-10460,31831,-61265,19140,-5016,8996,69976,27285,8828,18457,660,6876,2824,-2364,1200,-6216,4004,1576,19844,104744,115880,2384,1320,8832,88040,-85200,-10280,1940,108844,-11136,-7328,4048,-7856
2012:Q1,108552,-5868,-15496,11600,105153,15945,1596,3844,14136,69632,17267,-7772,25039,1520,-10804,6652,-120,-1956,14308,5800,10844,-30348,95780,111672,8400,5056,-1424,37548,32116,13240,3428,13308,-15892,-9572,-4024,-2296
2012:Q2,-38568,16040,12440,860,-203272,24972,-20460,-39628,428,-168584,20811,4628,16183,8,-744,4380,176,-1956,14300,5792,10848,81748,-96,-22488,2988,14188,500,-25844,-58584,13240,728,30296,22392,-8964,5324,26032
2012:Q3,99164,-13312,-3380,2032,90528,15008,608,5484,11384,58044,13508,5216,8292,408,5572,2180,16,-1960,14304,5796,10844,-27372,-93844,167600,6328,-284,1492,49792,24528,13240,1828,70676,-261444,-6740,6064,-260768
2012:Q4,86901,4292,-1520,-5248,47835,28051,6212,-1932,8864,6640,15786,7328,8458,764,3772,7708,76,-1956,14300,5792,10856,-15555,87276,87768,-8276,-5192,-3212,55800,61848,13248,-1148,-25300,-492,-6380,4252,1636
2013:Q1,107852,6988,-28076,-14952,99598,-2946,-18912,-5340,12456,114340,-4310,-12424,8114,-2012,-10364,-212,-424,80,20736,5884,-4388,39305,97924,91836,32612,3796,-1556,33484,8176,-6740,-760,22824,6088,-5540,9904,1724
2013:Q2,125743,-37288,-6668,3000,90213,1389,-11036,-4008,11608,92260,23471,7188,16283,752,6676,3548,28,76,20724,5880,-4392,19723,96896,99328,2332,4948,-2684,55552,54792,-6736,-7604,-1272,-2432,-9044,8516,-1904
2013:Q3,137545,38088,9540,820,64551,13983,-9800,-10968,9664,61672,28144,-1724,29868,-1004,-16312,4468,488,480,20736,5872,-4376,-13950,147516,148524,-1536,-3692,-2124,73316,78812,-6732,2508,7972,-1008,-10564,8108,1448
2013:Q4,249766,-23824,-5176,-12652,170746,23126,-16964,-7004,20620,150968,33435,12680,20755,-228,22876,6300,3208,-320,20724,5880,-4388,33184,130528,163720,-6684,2712,-6672,60836,57252,-6736,564,62448,-33192,-7948,-17016,-8228
2014:Q1,215397,25048,-616,-872,72043,-13953,7472,-1364,4112,75776,30356,12952,17404,3372,1924,-4248,120,476,4072,-7252,2900,88075,192292,210388,128,1516,88,61872,58368,4020,536,83860,-18096,-14900,-4132,936
2014:Q2,81070,-5020,-796,-840,101753,-12511,8880,1596,8260,95528,23474,7696,15778,-132,8296,-1832,284,472,4080,-7252,2896,-44313,110204,113416,9316,2428,-32,75388,40032,4016,-1164,-16568,-3212,-12112,6540,2360
2014:Q3,197394,12668,6840,132,74170,-11198,11112,-5368,7864,71760,39022,16804,22218,784,528,3184,104,476,4068,-7256,2908,59766,145628,156968,-2688,1340,3224,77928,41932,4032,-1572,32772,-11340,-16640,5564,-264
2014:Q4,213808,-10592,21116,1688,24759,-3841,19116,-44084,10088,43480,40776,13360,27416,-272,8700,2384,-152,472,4072,-7252,2900,125209,194180,211052,-2640,2156,-3596,95932,62564,4016,172,52448,-16872,-14736,-2228,92
2015:Q1,-8696,2464,-1068,-708,-57002,-1158,496,-21712,5572,-40200,816,2340,-1524,-24,3500,10944,484,-240,16936,5160,14764,-4721,-55972,-63580,1032,8904,3148,-58732,-60808,15864,4412,22600,7608,-21544,28012,1140
2015:Q2,73979,-30796,-4008,-1056,67253,-8203,3232,-8764,9652,71336,25611,-11168,36779,-1024,4392,2900,1404,-244,16936,5164,14780,-27333,77648,77356,1256,8864,-1280,49056,100192,15860,348,-96940,292,-3800,4228,-136
2015:Q3,355695,47544,23172,1748,109773,7141,12944,-8012,11328,86372,28617,-7688,36305,-2852,4640,-772,100,-248,16932,5156,14764,107121,303180,310648,-170,4112,-3124,66392,142392,15868,-5252,90430,-7468,-8168,-156,856
2015:Q4,90253,30132,-14404,-1964,81140,-17584,1188,8948,5912,82676,61521,468,61053,212,-3820,-5016,-184,-240,16936,5156,14776,-93992,90352,97328,-4147,3652,-2236,51028,98532,15868,3676,-69046,-6976,-7604,844,-216
2016:Q1,403981,-6324,-3772,576,178370,16106,17340,11420,9912,123592,53187,22508,30679,-1440,692,-35340,396,896,43800,-3004,24800,151143,431360,414616,260,12408,8480,96464,81668,19676,4420,191240,16744,-7772,21008,3508
2016:Q2,367141,42804,-13168,-452,159575,6979,13764,7764,7484,123584,21110,-10244,31354,-176,1592,1932,320,896,43792,-3004,24800,87119,354600,362904,176,18780,2080,125924,51440,19672,-1300,146132,-8304,-5916,-5436,3048
2016:Q3,142211,-26916,-10320,-304,136911,1843,16800,7188,7312,103768,34940,2324,32616,-28,144,-2312,724,896,43796,-3008,24796,-57108,153864,165628,232,9420,2748,75168,61396,19680,-5108,2092,-11764,-4408,-8828,1472
2016:Q4,-82734,-56424,-17452,-1260,62599,-5757,5308,7492,2816,52740,20690,-26180,46870,-72,3620,-9128,0,896,43792,-3004,24800,-151792,-122464,-101164,268,1228,1288,36236,-90660,19676,6312,-75512,-21300,-6824,-11372,-3104
2017:Q1,251982,-4480,9872,16,119845,2941,6512,9200,8716,92476,43706,-7960,51666,436,2844,4632,1140,-280,34208,7832,11084,21127,199256,217336,200,12032,-736,69612,55412,37508,-1792,45100,-18080,-17172,-2412,1504
2017:Q2,206129,23404,5732,-520,50971,-3677,2320,4872,5308,42148,52392,644,51748,-844,11948,6812,-276,-284,34204,7828,11092,3669,194600,198740,2452,160,704,45656,10692,37516,-5428,106988,-4140,-13344,6680,2524
2017:Q3,213794,-9604,8632,-272,100980,-7820,6256,10160,9692,82692,43889,13112,30777,316,4472,-4284,20,-280,34204,7828,11084,16809,187428,199208,-2324,3400,-72,78888,27976,37512,2332,51496,-11780,-15048,1724,1544
2017:Q4,14946,19916,-160,-1012,53684,-7292,-16972,6768,6980,64200,28949,-1436,30385,-764,1948,6160,680,-280,34200,7828,11092,-147294,179856,185080,-1348,11232,920,72636,34188,37516,5632,24304,-5224,-18992,9208,4560
2018:Q1,279365,-26540,-8484,-296,95061,-8619,688,13964,6536,82492,53300,-5196,58496,2732,14008,4796,1384,1368,-36152,97224,-756,81720,255636,266656,-2472,16536,-4640,41548,146100,14104,-844,56324,-11020,-20028,11680,-2672
2018:Q2,315138,26808,14248,-52,107350,-4574,-500,-3384,-2200,118008,57459,-732,58191,-1184,11616,-41412,24,748,-36148,97228,-744,79197,196912,188036,368,3956,-5628,43368,150448,14108,-3044,-15540,8876,-108,9508,-524
2018:Q3,244179,-47448,-17928,888,122426,2014,7952,13804,-2356,101012,57038,-5444,62482,-284,5744,-2908,292,-1780,-36156,97216,-752,67831,231164,227768,10808,-740,-2556,33888,117580,14104,-1092,55776,3396,-6688,9348,736
2018:Q4,200210,31652,16784,112,49183,2107,-110740,-7204,-11768,176788,55866,7224,48642,-140,7692,-7868,272,1456,-36156,97224,-748,-15120,161504,219068,2220,6036,-3800,43508,215372,14100,-6400,-51968,-57564,-24340,8316,-41540
2019:Q1,224002,-3896,984,4728,115617,681,-25196,168,-1272,141236,58152,3920,54232,-3104,-3376,7824,368,456,6732,7756,6500,25260,177880,186908,-2040,4576,1472,45144,21828,13528,2752,99648,-9028,-23544,12824,1692
2019:Q2,301318,29484,16604,5460,112160,1252,-19340,-11600,-6752,148600,27728,848,26880,212,-2520,-5404,12,-584,6732,7756,6492,97187,266012,266364,-1532,160,1828,47500,78588,13528,-3260,129552,-352,-13952,11956,1644
2019:Q3,410120,40364,22560,4152,113758,-8682,4952,-13128,-4296,134912,63320,13504,49816,-2080,5032,-3008,1204,-332,6732,7752,6508,144158,386784,390976,-9852,16176,2496,76616,115872,13540,-832,176960,-4192,-20608,15496,920
2019:Q4,14429,-31928,-12084,2732,68633,-5715,17228,-3136,-328,60584,53804,-2316,56120,884,6988,-7404,672,-4300,6724,7752,6504,-84548,40924,54280,-13336,10672,-428,30520,26992,13532,3704,-17376,-13356,-11916,-1564,124
2020:Q1,1150684,193376,84036,13140,180405,33833,10664,1696,-9560,143772,44007,18152,25855,-1528,12548,5700,3216,-692,5608,93552,22476,494839,1050744,1093880,32204,77204,-332,197508,233324,88696,10348,454928,-43136,-22612,2528,-23052
2020:Q2,99768,8220,-7280,-4480,90549,-21687,-2280,-53800,-5388,173704,1403,-10876,12279,1124,-9048,-4984,3868,256,5608,93544,22440,-101452,112484,104776,-16548,2344,384,868,-23200,88668,4996,47264,7708,3996,3712,0
2020:Q3,208886,-77852,-43752,8764,250926,17090,23336,-1072,-2696,214268,2191,596,1595,-1228,3476,-9912,1156,-1656,5596,93544,22456,-44823,239188,254616,16972,-18800,-244,86708,111208,88672,-14000,-15900,-15428,-8236,-7192,0
2020:Q4,195448,-31640,-21480,-9904,11044,-27684,-11888,-40816,-4000,95432,34595,-3272,37867,-128,49264,500,1940,428,5608,93544,22444,39233,346684,362904,-28432,1236,12,74940,89992,88672,3080,133404,-16220,-31752,15532,0
2021:Q1,257539,-27544,-8104,-2176,115107,-9825,-12416,-33012,1068,169292,19278,3700,15578,256,11136,748,3120,-768,22200,88676,10032,25579,105852,132960,-7168,34340,-312,34488,-9916,66800,5012,9716,-27108,-23424,-3684,0
2021:Q2,413659,64588,30064,2528,47162,1278,12748,-22228,-1344,56708,38826,2940,35886,-596,14996,-512,552,56,22192,88680,10020,95103,344016,350832,3768,-14720,-1276,115056,139276,66796,-9708,51640,-6816,-20824,14008,0
2021:Q3,334919,-22904,-6192,4804,231144,10436,5348,-19620,2168,232812,56117,7728,48389,-588,19396,1676,244,-2700,22200,88676,10040,-66993,304988,340564,8548,-5724,-552,103068,137872,66800,-256,30808,-35576,-29704,-5872,0
2021:Q4,313960,-33624,-11232,1336,129108,6108,-38784,-34556,-364,196704,52691,1908,50783,-1708,8720,-1816,1340,704,22188,88672,10024,47557,268196,294376,1000,13708,-1244,48008,62892,66796,2956,100260,-26180,-24432,-1748,0
2022:Q1,420834,-42176,-11520,-7660,183565,-15083,-21004,-27920,984,246588,76431,-4460,80891,-844,7232,3908,2228,-1540,-5632,104464,-3864,116242,275668,304088,11520,45700,-4720,35264,73128,16304,-3672,130564,-28420,-35384,6964,0
2022:Q2,449768,9364,11644,-7464,113215,-16877,-8768,-26324,9268,155916,77210,216,76994,664,7856,-4472,-2200,-488,-5632,104464,-3856,149464,302372,343276,5956,29516,-6868,58468,179704,16300,-4088,64288,-40904,-30192,-10712,0
2022:Q3,468983,-4804,5132,-1432,187192,6368,15704,-4772,1968,167924,45770,12816,32954,-1120,-10508,4316,-2448,2740,-5636,104460,-3872,149193,388140,410824,30840,12448,-3568,42432,176556,16296,256,135564,-22684,-32700,10016,0
2022:Q4,209541,-5944,4544,-4956,87816,-1156,5140,-21276,-1436,106544,41174,-2672,43846,472,1492,3692,-1664,-1232,-5636,104460,-3876,-10800,84796,89168,14876,676,-3840,9144,103260,16288,2928,-54164,-4372,-23608,19236,0
2023:Q1,417428,5680,12436,632,156172,-724,-1840,-10436,-6272,175444,37209,4548,32661,376,1556,23968,-1116,-2052,45600,90988,8144,37835,471884,484760,-2116,13172,-1292,117020,264376,93436,1920,-1756,-12876,-23232,10356,0
2023:Q2,392738,48768,38596,2188,575,3675,8820,396,-13792,1476,46432,-1044,47476,-448,-3612,3372,2400,-2844,45600,90988,8152,112571,352504,373560,8816,-13936,-804,52244,203892,93448,-3260,33160,-21056,-27176,6120,0
2023:Q3,342308,-43160,-15220,1104,51849,8985,-2564,7708,-6480,44200,50292,5024,45268,140,-1632,17300,1440,-432,45592,90980,8152,135902,289440,309584,-92,10980,-1032,27676,142560,93440,3568,32484,-20144,-22692,2548,0
2023:Q4,217729,85024,66548,0,-9908,5964,17388,8664,-14116,-27808,-241,-10852,10611,376,464,-13364,396,-5500,45596,90984,8144,-50790,224392,243032,-7952,-628,-1152,-13588,83340,93436,2276,87300,-18640,-22848,4208,0
2024:Q1,397430,8620,-21872,328,222049,-3311,12912,13852,-8236,206832,54677,14708,39969,427,2896,-6756,1988,344,15684,34840,17340,66865,406248,447636,2184,20660,-4696,98576,75168,49736,2300,203708,-41388,-44692,3304,0
