date,FA383162005.Q,FA213162005.Q,FA213162400.Q,FA213162200.Q,FA163162003.Q,FA103162000.Q,FA893062005.Q,FA153062005.Q,FA103062003.Q,FA113062003.Q,FA213062003.Q,FA763062000.Q,FA753062003.Q,FA743062003.Q,FA473062005.Q,FA513062005.Q,FA543062005.Q,FA343062033.Q,FA223062043.Q,FA633062000.Q,FA653062003.Q,FA553062003.Q,FA563062003.Q,FA403062005.Q,FA663062003.Q,FA503062003.Q,FA263062003.Q
1969:Q2,12880,12880,3024,9856,0,0,12880,7644,-1200,0,228,5296,-16,32,0,1028,-24,0,-72,0,0,0,0,0,-36,0,0
1969:Q3,10496,10496,2208,8288,0,0,10496,11796,-1000,0,12,-1412,-16,32,0,1108,0,0,-80,0,0,0,0,0,56,0,0
1969:Q4,6676,6676,1572,5104,0,0,6676,8588,-1000,0,-76,-2116,44,28,0,1244,-12,0,-68,0,0,0,0,0,44,0,0
1970:Q1,8576,8576,1252,7324,0,0,8576,3356,-500,0,-112,3948,-156,24,0,1268,56,0,-92,0,0,0,0,0,784,0,0
1970:Q2,13360,13360,3748,9612,0,0,13360,592,1500,0,344,10920,92,12,0,1188,-24,0,-596,0,0,0,0,0,-668,0,0
1970:Q3,8852,8852,-1060,9912,0,0,8852,-224,-4500,0,8,11120,-12,20,0,1484,172,0,-104,0,0,0,0,0,888,0,0
1970:Q4,17144,17144,5432,11712,0,0,17144,-4124,1000,0,352,15936,840,36,0,2160,136,0,-404,0,0,0,0,0,1212,0,0
1971:Q1,17120,17120,4676,12444,0,0,17120,-4048,1000,0,-84,17992,-728,224,0,2800,32,0,32,0,0,0,0,0,-100,0,0
1971:Q2,17072,16992,3408,13584,0,80,17072,1224,1000,0,-128,13072,-68,52,0,3416,100,0,8,0,0,0,0,0,-1604,0,0
1971:Q3,14160,14028,832,13196,0,132,14160,-852,1000,0,-184,8528,32,-100,0,3768,108,0,32,0,0,0,0,0,1828,0,0
1971:Q4,16252,16120,1016,15104,0,132,16252,-1020,1000,0,-612,12420,-8,-108,0,3856,-12,0,408,0,0,0,0,0,328,0,0
1972:Q1,16780,16620,2044,14576,0,160,16780,2516,1000,0,-512,10484,-36,216,0,4108,-48,0,308,0,0,0,0,0,-1256,0,0
1972:Q2,14640,13972,-1500,15472,0,668,14640,1836,1000,0,-1120,7212,-80,108,0,4524,0,0,948,0,0,0,0,0,212,0,0
1972:Q3,12520,11828,-1000,12828,0,692,12520,-728,1000,0,852,8744,-60,-16,0,4548,44,0,-1372,0,0,0,0,0,-492,0,0
1972:Q4,12724,12052,664,11388,0,672,12724,3224,1000,0,-416,4008,48,-32,0,4176,20,0,-376,0,0,0,0,0,1072,0,0
1973:Q1,14952,13424,2268,11156,244,1284,14952,8868,1000,0,900,3264,-4,12,0,3948,-140,0,-1628,0,0,0,0,0,-1268,0,0
1973:Q2,14456,11984,-1352,13336,332,2140,14456,3444,2500,0,-20,4464,-4,12,0,3868,168,0,-344,0,0,0,0,0,368,0,0
1973:Q3,14436,12036,-596,12632,444,1956,14436,8812,-1500,0,-364,3008,104,108,0,3600,88,0,456,0,0,0,0,0,124,0,0
1973:Q4,20072,17688,940,16748,580,1804,20072,5100,-2548,0,400,11976,8,108,0,3152,64,0,164,0,0,0,0,0,1648,0,0
1974:Q1,19736,17380,1512,15868,712,1644,19736,7672,2124,0,-72,8184,96,360,0,2624,292,0,616,0,0,0,0,0,-2160,0,0
1974:Q2,17104,14572,1004,13568,836,1696,17104,4052,-44,0,1616,10200,128,364,0,2032,368,0,-1604,0,0,0,0,0,-8,0,0
1974:Q3,14996,12708,4852,7856,964,1324,14996,16300,140,0,348,-3504,96,264,0,1904,164,0,-784,0,0,0,0,0,68,0,0
1974:Q4,9388,6372,3468,2904,1088,1928,9388,488,244,0,204,6936,-120,-140,0,2240,196,0,-1060,0,0,0,0,0,400,0,0
1975:Q1,11588,8656,3840,4816,1212,1720,11588,9412,1560,0,-96,-484,72,100,0,2376,116,0,-776,0,0,0,0,0,-692,0,0
1975:Q2,13324,8744,-24,8768,1336,3244,13324,-1176,4268,0,-376,7848,128,48,0,2316,348,0,-244,0,0,0,0,0,164,0,0
1975:Q3,9132,5264,-8404,13668,1464,2404,9132,6928,-7508,0,2924,1708,52,152,0,2580,1528,0,712,0,0,0,0,0,56,0,0
1975:Q4,25784,21164,3552,17612,1588,3032,25784,8156,-2292,0,7080,3956,-120,148,0,3172,1372,0,4136,0,0,0,0,0,176,0,0
1976:Q1,20516,17564,-2156,19720,1724,1228,20516,15768,-3048,0,4648,-7800,-112,572,0,5452,2024,0,1012,0,0,0,0,0,2000,0,0
1976:Q2,34632,30848,2836,28012,1776,2008,34632,12272,-2440,0,3476,13328,40,328,0,2456,728,0,3828,0,92,0,0,0,524,0,0
1976:Q3,15640,10120,-5408,15528,2028,3492,15640,2848,2040,0,1392,1560,24,392,0,4836,840,0,932,0,352,0,0,0,424,0,0
1976:Q4,12892,7208,-11540,18748,2472,3212,12892,-6688,976,0,-28,5680,56,484,0,8880,752,0,-92,0,1656,0,0,0,1216,0,0
1977:Q1,22708,14812,-8468,23280,3012,4884,22708,6868,-496,0,-1028,5452,-320,-244,0,12448,472,0,-1952,0,1836,0,0,0,-328,0,0
1977:Q2,45264,33020,3888,29132,3640,8604,45264,13328,1168,0,-572,17308,48,-232,0,6872,372,0,3024,0,1676,0,0,0,2156,0,116
1977:Q3,25816,15568,-3148,18716,3712,6536,25816,-6268,2688,0,1664,13292,548,72,0,10872,900,0,-288,0,1888,0,0,0,336,0,112
1977:Q4,25188,15296,-3932,19228,3236,6656,25188,9904,-2792,0,2252,2344,-84,76,0,12652,84,0,-48,0,1120,0,0,0,-436,0,116
1978:Q1,43928,35796,-1692,37488,2832,5300,43928,28604,-2940,0,2556,1272,-136,400,0,14720,-196,0,-632,0,1728,0,0,0,-1560,0,112
1978:Q2,56340,45304,1324,43980,2492,8544,56340,24712,3176,0,-852,13052,-228,368,0,13604,-236,0,1384,0,212,0,0,0,1032,0,116
1978:Q3,48824,37676,-516,38192,2432,8716,48824,19872,2188,0,-712,13252,-76,256,0,14644,520,0,-256,0,572,0,0,0,-1548,0,112
1978:Q4,55932,45192,3220,41972,2644,8096,55932,34216,-1460,0,-3720,12204,-92,256,0,11196,1316,0,1132,0,-400,0,0,0,1168,0,116
1979:Q1,42140,30048,400,29648,2792,9300,42140,25744,1096,0,-3124,7556,-40,-636,0,11340,-1248,0,488,0,1320,0,0,0,-488,0,132
1979:Q2,37816,25676,-1096,26772,2880,9260,37816,25420,-1060,0,-304,5836,96,-464,0,5804,-4,0,-824,0,2588,0,0,0,596,0,132
1979:Q3,41268,27748,3476,24272,2944,10576,41268,14136,-2468,0,224,15532,76,64,0,11344,604,0,52,0,1636,0,0,0,-64,0,132
1979:Q4,36000,22204,1128,21076,2984,10812,36000,11728,1820,0,1404,7756,132,60,0,11032,752,0,120,0,-120,0,0,0,1184,0,132
1980:Q1,33576,22144,1708,20436,2956,8476,33576,10120,13028,0,992,2436,124,-132,0,10168,136,0,764,1088,-976,0,0,0,-4304,0,132
1980:Q2,34900,20524,324,20200,2868,11508,34900,5268,652,0,1272,14132,300,-48,0,6908,-496,0,-304,3896,668,0,0,0,2520,0,132
1980:Q3,35544,21612,1236,20376,3056,10876,35544,3472,-2236,0,220,20640,192,-68,0,7528,512,0,-416,3684,1956,0,0,0,-80,0,140
1980:Q4,37012,20896,3680,17216,3520,12596,37012,6784,8172,0,-1604,13424,8,-212,0,6284,940,0,552,-800,164,0,0,0,3164,0,136
1981:Q1,42388,26520,8260,18260,3736,12132,42388,61888,-17364,0,-536,-3684,4,-320,0,4296,524,0,-556,-392,1648,0,0,0,-3252,0,132
1981:Q2,34920,15328,-3292,18620,3716,15876,34920,26024,-7288,0,-648,4940,-148,-452,0,4368,496,0,300,3720,1996,0,0,0,1480,0,132
1981:Q3,50060,33132,1528,31604,4388,12540,50060,28264,3148,0,852,11092,-12,-460,0,4652,352,0,-544,1684,2096,0,0,0,-1200,0,136
1981:Q4,49484,30548,-1944,32492,5760,13176,49484,1064,26480,0,856,10520,-128,-368,0,244,428,0,-12,4700,616,0,0,0,4952,0,132
1982:Q1,63848,42248,7896,34352,7040,14560,63848,73880,-6992,0,1836,-2360,-112,-124,0,3056,1400,0,-820,-1988,464,0,0,0,-4524,0,132
1982:Q2,62988,41476,8760,32716,8216,13296,62988,57836,-8600,0,12,-4624,-72,28,0,4792,1500,0,788,7524,1436,0,0,0,2232,0,136
1982:Q3,64868,38572,8672,29900,9088,17208,64868,34576,6256,0,16,-1064,-16,76,0,2812,1460,0,-1192,18388,716,0,0,0,2708,0,132
1982:Q4,65880,40716,1596,39120,9656,15508,65880,1412,15624,0,-888,25248,0,20,0,1520,3224,0,-1676,11780,3404,0,0,0,6080,0,132
1983:Q1,62836,42184,-740,42924,10836,9816,62836,79216,9048,0,672,-19616,0,4,0,704,688,0,-3072,-7516,7284,0,0,524,-5236,0,136
1983:Q2,85772,61624,3572,58052,12616,11532,85772,62136,6580,0,-1188,4860,-460,4,0,-624,2532,0,480,3636,4840,0,0,836,2008,0,132
1983:Q3,57712,37132,-7888,45020,12288,8292,57712,41496,-7376,0,1008,7372,400,4,0,-964,680,0,-240,10152,4980,0,0,896,-828,0,132
1983:Q4,61908,43964,-868,44832,9860,8084,61908,-1208,16108,0,1796,21860,-328,-12,0,-320,-144,0,-1692,8116,5452,0,0,712,11432,0,136
1984:Q1,64672,47200,-6288,53488,9472,8000,64672,64032,21216,0,1996,-3172,-48,4,0,-2344,-3888,0,604,-7648,4316,0,0,576,-11104,0,132
1984:Q2,72552,54552,-8340,62892,9124,8876,72552,58736,-2184,0,1156,-1580,-200,4,0,-2212,-1208,0,452,13412,6848,0,0,500,-1304,0,132
1984:Q3,88692,68984,2704,66280,10252,9456,88692,59976,-9448,0,-244,21476,260,4,0,-1680,-1072,0,-784,9140,4180,0,0,452,6296,0,136
1984:Q4,76072,8400,-2700,11100,11836,55836,76072,-5948,7276,0,1336,32404,-376,0,0,-1464,1076,0,-2136,13316,5768,0,0,432,24256,0,132
1985:Q1,110020,93364,-2620,95984,9856,6800,110020,146880,-16828,0,-1464,-18972,-8,64,0,804,712,0,64,13384,9996,800,0,376,-25988,0,200
1985:Q2,127908,100396,8888,91508,9512,18000,127908,47156,33528,0,-1996,8044,48,-8,0,2320,92,0,-1088,16736,17840,800,0,288,3948,0,200
1985:Q3,113728,84780,6712,78068,7348,21600,113728,47048,-18180,0,3976,43368,-64,-32,0,6612,520,0,-212,12388,14252,1000,0,312,2540,0,200
1985:Q4,480968,343032,-4168,347200,93936,44000,480968,178064,13836,0,1840,199032,-284,-24,0,4288,2656,0,-388,7396,17544,1200,0,452,55156,0,200
1986:Q1,-10440,12104,428,11676,-10544,-12000,-10440,43864,-20168,0,868,-71308,0,0,0,9936,1260,0,-760,42060,27520,1000,0,612,-45524,0,200
1986:Q2,120476,134784,29952,104832,-1220,-13088,120476,50796,19136,0,1056,-21484,0,0,0,12612,3072,0,1032,31108,24368,1000,0,796,-3216,0,200
1986:Q3,48708,50428,-25584,76012,3224,-4944,48708,-70636,-4676,0,904,35632,0,0,0,15028,3428,0,-644,25456,32356,1000,0,768,9892,0,200
1986:Q4,80852,93732,-5300,99032,-3308,-9572,80852,47452,3640,0,412,-57632,0,0,0,17180,44,0,-1304,11940,31640,1200,0,540,25540,0,200
1987:Q1,133584,131268,668,130600,-132,2448,133584,133960,-6988,0,116,-41952,0,0,0,20816,-4004,0,-624,4520,43924,964,0,100,-17448,0,200
1987:Q2,69128,74732,-13724,88456,-604,-5000,69128,103424,-13256,0,8,-29072,0,-8,0,25936,1144,0,212,2652,-8164,868,0,688,-15504,0,200
1987:Q3,79200,79788,-2128,81916,-960,372,79200,94968,-2836,0,-260,-28060,0,0,0,25388,-2944,0,164,-5548,-2148,1172,0,648,-1544,0,200
1987:Q4,84456,85432,11872,73560,500,-1476,84456,95028,316,0,-704,-17464,0,8,0,19172,2632,0,644,-10704,-7084,2080,0,-736,1068,0,200
1988:Q1,43888,42700,2544,40156,640,548,43888,60888,-1252,0,-664,-30216,0,44,0,13988,-420,0,-564,15668,-7156,2572,0,-80,-9120,0,200
1988:Q2,52824,51852,1600,50252,96,876,52824,49168,-11840,0,-156,-20536,0,76,0,9844,-2112,0,300,2108,15780,4328,0,188,5476,0,200
1988:Q3,52180,49624,-3276,52900,2756,-200,52180,55740,-316,0,344,-16976,0,72,0,7224,-2092,0,-480,36,5984,4716,0,-640,-1632,0,200
1988:Q4,72656,70668,6980,63688,2472,-484,72656,68448,3128,0,808,-22344,0,28,0,6124,-1492,0,-356,-740,9048,5288,0,2464,2052,0,200
1989:Q1,30099,30018,4280,25739,1719,-1639,30099,13618,24548,0,904,-16142,0,-4,0,2764,-1208,0,-264,-9502,22024,4272,0,-756,-10356,0,200
1989:Q2,30905,34371,2934,31437,82,-3548,30905,6657,6868,0,636,-16720,0,-40,0,92,-60,0,-256,12657,9120,3444,0,-196,8504,0,200
1989:Q3,52933,50293,560,49733,3821,-1182,52933,21547,13396,0,392,-17326,0,-44,0,-776,616,0,-268,16828,15696,7304,0,292,-4924,0,200
1989:Q4,85408,75733,5454,70279,6982,2693,85408,78158,17416,0,180,-21595,0,-36,0,744,172,0,-272,-4075,5308,3396,0,568,5244,0,200
