date,FA383162005.Q,FA213162005.Q,FA213162400.Q,FA213162200.Q,FA163162003.Q,FA103162000.Q,FA893062005.Q,FA153062005.Q,FA103062003.Q,FA113062003.Q,FA213062003.Q,FA763062000.Q,FA753062003.Q,FA743062003.Q,FA473062005.Q,FA513062005.Q,FA543062005.Q,FA343062033.Q,FA223062043.Q,FA633062000.Q,FA653062003.Q,FA553062003.Q,FA563062003.Q,FA403062005.Q,FA663062003.Q,FA503062003.Q,FA263062003.Q
1990:Q1,73092,72603,3035,69568,1274,-786,73092,81477,-30856,0,220,-12671,0,0,0,1768,1220,0,844,11542,18864,3288,0,936,-3740,0,200
1990:Q2,41945,40791,1557,39234,1209,-55,41945,29857,-2904,0,516,-21830,0,20,0,2272,6724,0,28,13946,9828,-620,0,1652,2256,0,200
1990:Q3,24286,22050,3654,18396,2994,-759,24286,-20515,7564,0,916,-9079,0,12,0,2424,3516,0,-964,19336,15748,1920,0,556,2652,0,200
1990:Q4,55961,49271,3533,45738,6438,252,55961,52322,-4524,0,1416,-20384,0,-28,0,2216,2040,0,912,10952,5344,3492,0,-16,2020,0,200
1991:Q1,48822,49388,4580,44808,-1319,753,48822,-2771,3236,0,1252,-14412,0,-68,0,-7408,6944,0,-436,9141,50492,8416,0,-732,-5032,0,200
1991:Q2,67694,62651,8401,54250,3325,1718,67694,49252,-100,0,416,-17839,0,-120,0,-14244,-10936,0,492,5385,33344,12032,0,-240,10052,0,200
1991:Q3,107880,99469,10221,89248,9231,-820,107880,45743,44748,0,-372,-16984,0,-116,0,-13572,2392,0,248,4797,31028,12688,0,-64,-2856,0,200
1991:Q4,149445,151740,4282,147458,4031,-6327,149445,48088,32704,0,-1120,-9653,0,-76,0,-5408,-6852,0,280,7053,69924,12032,0,-1780,4052,0,200
1992:Q1,5187,-1389,-25036,23647,3697,2880,5187,9088,-45984,0,-1372,-7782,0,-32,0,1748,-360,0,-260,3506,36472,15992,0,300,-6328,0,200
1992:Q2,27096,21847,1696,20151,2692,2557,27096,-70272,30224,0,-1136,-7469,0,0,0,7856,596,0,-80,6550,36476,15060,0,74,9016,0,200
1992:Q3,61945,56340,33450,22890,1248,4357,61945,1412,-3576,0,-996,-1069,0,-40,0,10600,1912,0,-624,1294,41456,14220,0,180,-3024,0,200
1992:Q4,-940,-10234,-14402,4168,1883,7411,-940,-105951,23316,0,-996,-7723,0,-124,0,9980,2616,0,268,10334,47268,11804,0,272,7796,0,200
1993:Q1,73410,65518,-6767,72285,2091,5801,73410,8017,-5276,0,-980,-3927,0,-208,0,10496,516,0,60,-9186,67912,12072,0,-650,-5636,0,200
1993:Q2,87500,79981,14832,65149,2968,4551,87500,-75337,10348,0,-1000,3094,0,-368,0,12136,4292,0,628,12839,90888,12072,0,-80,17788,0,200
1993:Q3,91455,81254,8248,73007,2077,8123,91455,-39865,36276,0,-992,10291,0,-308,0,12620,5576,0,2420,17645,37564,12072,0,-1504,-540,0,200
1993:Q4,12824,7875,-9145,17020,-2892,7841,12824,-77445,-5768,136,-1024,-1630,0,-100,0,11948,3428,0,596,17054,39688,12072,0,2000,11668,0,200
1994:Q1,-7685,-20293,2590,-22883,2122,10486,-7685,-13537,-10592,128,-996,3812,0,348,0,4504,-532,0,-2620,15834,10268,1620,0,94,-16216,0,200
1994:Q2,-62136,-73581,-8798,-64782,2491,8954,-62136,-13109,-8364,132,-868,-926,0,300,0,5000,-6468,0,516,13942,-54116,1620,0,2310,-2304,0,200
1994:Q3,-266,-8124,9697,-17821,4427,3430,-266,-53046,264,128,-772,-3452,0,400,0,8000,-1752,0,1036,3914,40404,1620,0,3194,-404,0,200
1994:Q4,-73625,-81759,-12201,-69558,3704,4430,-73625,-36872,26684,132,-708,-7658,0,488,0,13128,996,0,32,-2249,-84196,1620,0,2566,12212,0,200
1995:Q1,-60744,-62415,12133,-74548,750,922,-60744,-71514,-37336,596,-640,-5451,0,-80,0,6472,-4516,0,-236,-6227,72612,4796,0,-1704,-18468,0,952
1995:Q2,-55572,-58772,-883,-57888,-107,3307,-55572,-176262,63952,600,-488,-3575,0,-168,0,6800,5900,0,312,41916,-5724,4796,0,1962,3456,0,952
1995:Q3,-54936,-57152,-4864,-52289,254,1962,-54936,27487,-92296,596,-4464,-5607,0,440,0,7800,-1812,0,972,11277,1480,4796,0,3030,-9588,0,952
1995:Q4,-59200,-65273,-1466,-63807,-12,6086,-59200,-111583,-13996,600,-8364,-2595,0,68,0,7944,-3292,0,1824,10347,33012,4796,0,7416,13672,0,952
1996:Q1,-17016,-21950,4671,-26621,4311,624,-17016,-13737,-35084,412,-4276,2999,0,132,0,7872,1768,0,1764,26029,-1404,960,0,10026,-15428,0,952
1996:Q2,-3364,-16110,8490,-24600,4503,8243,-3364,-70569,13684,416,2980,-753,0,-48,0,15980,-904,0,-3896,21996,10256,960,0,5838,-256,0,952
1996:Q3,-30017,-36579,8506,-45085,8262,-1700,-30017,-42205,8664,416,-944,-2170,0,-356,0,4992,1100,0,-3204,8078,-3008,960,0,448,-3740,0,952
1996:Q4,24293,11838,3340,8498,7249,5206,24293,-49671,-10344,416,332,4333,0,-284,0,28476,3832,0,260,11157,21276,960,0,746,11852,0,952
1997:Q1,7246,-363,-191,-172,4639,2970,7246,-8213,-2624,548,-832,2984,0,-248,0,-5404,468,0,5960,17755,-696,304,0,-612,-3096,0,952
1997:Q2,44376,31176,2906,28271,8786,4414,44376,-31645,23604,548,448,1847,0,20,0,3956,784,0,32,28208,11056,304,0,-966,5228,0,952
1997:Q3,84410,71172,21011,50161,7040,6197,84410,34195,-11564,552,-2176,4242,0,-204,0,5272,1392,0,1632,29309,21612,304,0,148,-1256,0,952
1997:Q4,91564,80482,9530,70953,8059,3023,91564,63591,-23964,548,-396,832,0,344,0,6700,9560,0,-3856,14812,9904,304,0,3618,8616,0,952
1998:Q1,90275,62547,-1697,64244,19325,8403,90275,2734,7292,-352,-1624,-1453,0,264,0,19968,1600,0,2308,27591,28932,1268,0,4082,-3288,0,952
1998:Q2,90034,71030,-11860,82889,12854,6150,90034,6197,-10896,-348,-2008,11840,0,-532,0,10704,1304,0,588,37320,19868,1268,0,2124,11652,0,952
1998:Q3,75000,62153,-12446,74598,7674,5174,75000,-13770,-2704,-352,180,11474,0,40,0,8580,1220,0,-304,37132,20164,1268,0,13500,-2380,0,952
1998:Q4,81483,70987,931,70056,7179,3317,81483,-4728,-220,-352,928,12603,0,24,0,26604,1396,0,4404,2640,35880,1268,0,6300,-6216,0,952
1999:Q1,80149,62228,-466,62694,11239,6682,80149,33517,-4056,-128,324,11323,0,444,0,-15500,2636,0,5136,22646,22024,7120,0,-3268,-3020,0,952
1999:Q2,33324,20665,1541,19125,8476,4183,33324,-19581,-14552,-124,256,5016,0,84,0,2500,2152,0,-5180,13917,22940,11512,0,5636,7796,0,952
1999:Q3,75761,55364,7296,48068,14425,5972,75761,7884,33308,-128,260,4995,0,-196,0,-13540,1712,0,-476,14404,11908,14084,0,6574,-5980,0,952
1999:Q4,28210,17283,1882,15401,7512,3415,28210,43056,-17684,-128,520,4006,0,4,0,-9864,1064,0,-312,22977,-21480,3324,0,5362,-3588,0,952
2000:Q1,28572,18837,12259,6578,5006,4729,28572,14831,12908,-252,284,11220,0,484,0,-15984,-584,0,-576,44109,-35652,3608,0,-1680,-5104,0,960
2000:Q2,-15882,-26673,4733,-31406,11503,-712,-15882,8180,15332,-252,160,-212,0,-40,0,-16428,-1616,0,-256,12095,-29044,-2076,0,2312,-4036,0,0
2000:Q3,51927,42226,-13917,56143,7092,2609,51927,47109,-20576,-252,272,-1472,0,40,0,-8084,-1020,0,-2256,25952,5748,-1996,0,5134,3328,0,0
2000:Q4,29879,31626,2353,29273,-566,-1182,29879,1462,20080,-252,144,4056,0,52,0,-14824,-1344,0,-2260,47885,-22872,-7472,0,5820,-596,0,0
2001:Q1,136378,126338,31129,95209,5510,4530,136378,86214,-21188,1060,192,4220,0,-1356,0,-10888,-112,0,944,35385,31956,3656,0,1012,5284,0,0
2001:Q2,90914,75023,23062,51962,11964,3927,90914,47821,-12860,1060,416,11814,0,-16,0,1619,-352,0,-656,8522,18800,5448,0,4678,4620,0,0
2001:Q3,108897,90355,33989,56366,15817,2724,108897,66702,11644,1056,24,3142,0,-100,0,-23163,-180,0,-4256,25255,11864,7980,0,780,8148,0,0
2001:Q4,154552,129715,7211,122504,22017,2819,154552,-2571,11976,1060,392,12524,0,568,4,13280,-1384,0,3744,40258,32232,10720,0,18172,13576,0,0
2002:Q1,112094,102914,16863,86052,9419,-240,112094,97785,2016,-136,108,-3661,0,-72,0,4076,1692,0,-3860,2970,19292,8640,0,4220,-20976,0,0
2002:Q2,147830,140086,31546,108540,9659,-1916,147830,96265,-8068,-136,104,-1613,0,-20,0,6652,684,0,476,3106,24072,8176,0,4244,13888,0,0
2002:Q3,164458,147441,29306,118136,13256,3761,164458,81947,21620,-136,16,6868,0,136,-4,-8168,1532,0,-148,21675,11124,8812,0,4516,7668,0,7000
2002:Q4,213310,185234,23169,162065,17941,10135,213310,105800,-4368,-136,324,8270,0,-12,0,24052,1164,0,80,37745,6164,19764,0,3168,4296,0,7000
2003:Q1,133088,107815,16162,91653,17698,7575,133088,-13061,812,-680,-12,5557,0,152,0,37576,6336,0,52,64195,29216,3928,0,-1274,-6708,0,7000
2003:Q2,179040,176299,17602,158697,11446,-8706,179040,81529,-5876,-680,-128,18247,0,24,0,27308,6812,0,-32,8974,26936,-1240,0,-154,10320,0,7000
2003:Q3,120072,94779,6719,88061,18612,6680,120072,462,14984,-680,1272,17983,0,380,0,35520,5580,0,7452,9173,-3836,8376,0,5278,9128,0,9000
2003:Q4,118020,102934,1017,101917,7467,7618,118020,38848,3172,-680,1304,5237,0,-192,0,32180,6040,0,7260,10279,-14028,1664,0,16096,1840,0,9000
2004:Q1,223208,163933,17575,146358,8552,50724,223208,150024,-7668,1660,1128,2194,0,184,0,52176,3616,0,7208,-17035,8760,-1840,0,14190,-388,0,9000
2004:Q2,252889,227887,43896,183992,22160,2841,252889,122020,-3704,1660,1036,16916,0,100,100,41096,3744,0,8496,40423,-27752,5820,0,9090,24844,0,9000
2004:Q3,216692,195439,43988,151451,5140,16113,216692,182755,-3244,1660,1816,7668,0,-1528,-20,25560,3704,0,-7796,189,-17488,-2044,0,12024,9436,0,4000
2004:Q4,158307,140825,-16498,157324,16892,590,158307,144371,252,1660,-1196,9583,0,344,40,24644,4036,0,-6844,29663,-8156,-2356,0,-34250,-7484,0,4000
2005:Q1,247238,203599,1577,202021,12476,31164,247238,112078,3292,100,984,15605,0,52,0,46164,4300,0,-6460,36799,16376,1076,0,-5872,18744,0,4000
2005:Q2,216531,176415,-6393,182809,9064,31052,216531,84911,-10092,100,1848,17733,0,16,0,43864,2168,0,-6800,69871,25212,2548,0,-1396,-17452,0,4000
2005:Q3,252731,168213,-3967,172180,23896,60622,252731,147459,8872,104,3412,22907,0,-144,0,48116,2432,0,304,-916,10392,-1668,0,-2568,12028,0,2000
2005:Q4,177020,108157,2019,106138,13436,55427,177020,104563,-872,96,1108,16911,0,744,0,30292,1360,0,300,1361,-676,-1080,0,-9960,30872,0,2000
2006:Q1,61681,4258,4330,-72,8376,49048,61681,-36193,9468,1316,-324,7365,0,532,0,21136,5160,0,344,58777,26824,-924,0,-6084,-27716,0,2000
2006:Q2,218765,148342,7387,140954,33960,36463,218765,142173,-15048,1316,2332,6989,0,436,0,26908,6740,0,364,15895,22304,1940,0,-6612,11028,0,2000
2006:Q3,199640,151241,-25154,176394,532,47867,199640,88965,-13620,1316,1660,29482,0,1092,0,15580,-2268,0,-564,59025,21632,-2480,0,-7616,-1292,0,8728
2006:Q4,265154,160320,-20136,180456,22216,82618,265154,42887,3272,1316,2572,53056,0,1260,0,11908,1940,0,-396,38879,42228,1556,0,5896,50052,0,8728
2007:Q1,312960,229648,15047,214601,10352,72959,312960,60994,1156,-492,3152,30532,0,156,0,50728,5080,0,-372,132417,40260,-2260,0,-8116,-9004,0,8728
2007:Q2,346025,228160,30745,197415,29368,88497,346025,138030,4140,-492,200,14453,0,-972,-56,58460,5300,0,-288,58610,34288,-1648,0,1712,25560,0,8728
2007:Q3,202846,132254,5184,127070,6768,63824,202846,30148,4036,-488,2880,7258,0,1008,20,46024,4296,0,-256,139027,-3676,-300,0,-3512,-36292,0,12672
2007:Q4,213402,109282,16928,92353,44336,59785,213402,-114161,-5104,-496,3768,-4663,0,2552,-4,105160,4196,0,140,88834,89288,684,0,-1152,31688,0,12672
2008:Q1,153375,93205,11694,81511,11840,48330,153375,-107173,-33496,-352,1228,46636,0,-8,-80,39960,6132,0,-124,90400,28908,-184,2012,-748,67596,0,12668
2008:Q2,214563,75079,13633,61446,41884,97600,214563,157356,-1404,-352,456,4952,0,708,0,17096,10424,0,-212,36835,43712,-8636,1752,-4504,-56292,0,12672
2008:Q3,82602,23349,-27615,50964,-10332,69585,82602,-21378,14432,-352,2388,66143,0,256,0,47940,2356,0,24,-96151,28372,-12480,996,-2576,53508,0,-876
2008:Q4,7288,-31849,21377,-53225,-4836,43972,7288,146123,8372,-352,-580,-37990,0,1032,0,50096,3152,0,-212,19668,-90992,-3056,1964,-196,-88860,0,-880
2009:Q1,175689,140979,1077,139902,2564,32146,175689,223610,-15384,168,-2396,5089,0,1824,0,-69340,11424,0,-436,-31526,56936,-168,3256,-1416,-5076,0,-876
2009:Q2,213701,168458,18767,149691,14172,31071,213701,122380,-1172,160,3488,23598,0,-2364,0,10816,27544,0,-352,-61486,95704,-1296,3584,-1976,-4048,0,-880
2009:Q3,150387,98418,12467,85951,7092,44877,150387,140831,8224,164,-1156,-20461,0,4440,0,-47124,19084,0,372,-79267,104992,336,4420,-2968,2232,0,16268
2009:Q4,205259,159169,-655,159824,4484,41606,205259,200314,12080,164,2696,1538,0,-124,0,-15788,30868,0,788,-103505,80816,176,3260,-2496,-21796,0,16268
2010:Q1,134576,92000,3085,88914,3732,38845,134576,85035,-12368,544,2024,17657,0,-1520,856,-14468,48640,0,680,-111995,85928,-744,2616,-4248,19672,0,16268
2010:Q2,44448,24746,-12410,37155,-8840,28543,44448,41648,-9612,544,-1076,11971,0,-4388,-856,-24732,25640,0,624,-34551,45532,900,2884,-3508,-22844,0,16272
2010:Q3,61604,49378,-22403,71781,-10516,22741,61604,13763,8356,544,1248,18277,0,2928,0,-39840,49176,0,316,-51209,37832,3456,2244,-7144,11764,0,9892
2010:Q4,233424,184629,28664,155965,5936,42859,233424,173497,6160,544,5576,73172,0,-740,0,-16848,22176,0,940,-14493,-37488,864,176,-1844,11840,0,9892
2011:Q1,-82766,-94116,-7857,-86259,-624,11975,-82766,-22194,-2984,360,404,32162,0,1188,11300,-16956,11164,0,584,-27706,-60716,-900,-628,-4284,-13448,0,9888
2011:Q2,-99821,-102226,-38340,-63886,-2632,5037,-99821,665,-4480,-636,-2816,30956,0,-1340,1932,-53680,7640,0,228,-74302,-23548,3840,1016,-3748,8564,0,9888
2011:Q3,-12783,-2796,-1045,-1751,-19420,9433,-12783,30519,-3996,-508,-2732,52948,0,1384,3856,-28912,7608,0,-1620,-38066,4832,-720,412,-3792,-21252,0,-12744
2011:Q4,43922,41447,4702,36745,-5856,8331,43922,36102,-2176,44,1756,54514,0,2352,-4208,-49824,8792,0,-1396,-25762,49576,1080,3204,-3652,-21984,0,-4496
2012:Q1,-10999,-8929,1851,-10781,-6880,4810,-10999,-133586,-120,12,-1280,68607,0,-56,5764,-4808,14676,0,-1376,-50016,80232,-1216,4176,-3372,14160,0,-2796
2012:Q2,94440,83342,12213,71129,-19324,30422,94440,6684,108,-72,-1320,78004,0,-2656,-3404,-3872,972,0,-1384,-34780,73672,3808,3256,-3288,-15644,0,-5644
2012:Q3,3591,9669,8981,688,-14484,8405,3591,-113706,-684,-236,584,76403,0,-148,-460,-6504,11812,296,1360,-29023,70492,4896,2912,-5272,-10824,0,1692
2012:Q4,-42712,-36110,-6913,-29197,-16916,10314,-42712,-145220,0,248,-1300,48970,0,1064,1452,-15032,9396,4,1432,-1789,58604,4920,3956,-4440,-9348,0,4372
2013:Q1,12531,7279,-5259,12538,-5916,11169,12531,-52075,-8,-1644,2144,48804,0,340,4624,-5936,13816,8,1444,-79221,54172,4672,2872,-2652,18012,0,3160
2013:Q2,-78383,-68999,-19751,-49247,-12560,3176,-78383,-86364,268,-756,1868,65985,0,240,-316,800,12944,8,1752,24468,-53896,752,-1712,-5976,-42760,0,4312
2013:Q3,-83479,-62977,-7671,-55307,-17260,-3241,-83479,-3997,-680,-1392,1000,45510,0,1920,1864,4508,11096,-20,184,-34780,-102656,-1568,-3932,-4124,-1840,0,5428
2013:Q4,-88722,-69039,-11903,-57136,-17492,-2191,-88722,-49075,-464,-1608,2112,52953,0,364,-3308,-24216,22420,12,96,-35831,-55560,-1736,-288,-1440,1908,0,4940
2014:Q1,-59224,-51560,-7181,-44378,-4528,-3137,-59224,-33774,-1868,-856,-1352,42651,0,-992,-648,-10440,4620,-8,-240,-43649,-6788,2108,1444,-2972,-9340,0,2880
2014:Q2,-35804,-18142,-5033,-13109,-2760,-14902,-35804,-60458,-1452,-648,-2152,20884,0,-3024,1252,-14940,8680,0,-132,-24902,32828,432,3088,-2076,4104,0,2712
2014:Q3,-74835,-65967,-12961,-53006,-11168,2300,-74835,-45581,-2288,-760,-3608,37941,0,-576,-300,-25816,8404,-44,-236,-27191,-9776,-504,3340,-2980,-9828,0,4968
2014:Q4,37096,29097,-393,29489,-7752,15751,37096,-17414,-908,-420,1248,38305,0,200,-4940,-14160,10912,-4,-48,-39422,43996,232,4816,-2340,10296,0,6748
2015:Q1,88898,67954,-2048,70002,-2108,23053,88898,-58178,1272,272,1436,58614,0,-56,612,30068,10172,0,-24,-16674,42928,-20,5528,-3604,6840,0,9712
2015:Q2,20145,13979,-646,14624,-13656,19823,20145,-29498,1604,620,516,46681,0,-780,1448,9520,9964,0,172,-35457,10904,-344,2188,-3156,-5152,0,10916
2015:Q3,28340,22753,-19941,42695,-9920,15506,28340,-1014,508,176,-1556,43334,0,-1136,436,7548,12432,-4,180,-12045,-10600,752,2028,-1544,-12920,0,1764
2015:Q4,-51908,-41338,-1125,-40213,-6076,-4494,-51908,-54326,628,168,1792,32983,0,-508,-248,-6356,1832,0,176,-48140,21668,-432,5972,-2220,-8328,0,3432
2016:Q1,61999,42248,-1029,43276,3872,15879,61999,-44743,-2388,612,-184,47773,0,-928,1644,4428,13528,-4,172,-64580,79824,1456,7176,-2588,18824,0,1976
2016:Q2,108773,76187,2261,73926,-492,33078,108773,-5873,-2684,292,-1184,53469,0,-208,-24,-11916,10444,-4,-4,-42079,94520,648,5268,-260,1544,0,6824
2016:Q3,47478,29146,-8387,37533,-8924,27256,47478,70067,-2968,928,2168,45335,0,-492,184,14052,9892,88,184,-209360,82812,1200,5900,-4860,22124,0,10224
2016:Q4,-14410,-17113,-3729,-13384,-7144,9847,-14410,59493,-2744,1616,3316,40611,0,24,1492,740,3372,12,548,-28678,-91700,-3972,5044,-1884,-11596,0,9896
2017:Q1,-64449,-67467,-116,-67351,-1232,4251,-64449,-92946,-2780,820,808,22456,0,-216,-56,-16380,7344,4,44,-29951,45664,40,2492,-676,-5660,0,4544
2017:Q2,21805,-17052,-32,-17020,12260,26597,21805,-25242,-2480,616,-892,28829,0,-288,536,-8424,4472,0,-56,-41607,44056,1156,5928,-1816,4728,0,12288
2017:Q3,-37745,-13377,14322,-27699,-14272,-10095,-37745,-63605,-2984,792,148,16654,0,-1392,-1388,-12496,8184,-44,1308,-17065,40740,-160,4980,-1668,-16052,0,6304
2017:Q4,154676,96260,4914,91346,7808,50608,154676,53549,-1680,916,1936,16304,0,-8,264,-2264,5936,4,1364,-158,29548,-112,7136,-632,37480,0,5092
2018:Q1,-86742,-84391,4629,-89020,6068,-8419,-86742,-128653,1796,92,220,-33210,0,60,-588,2616,7156,0,1652,-3787,64860,-148,3196,-744,-1416,0,156
2018:Q2,5598,3647,2024,1623,-1056,3007,5598,9968,1868,-456,1596,-35538,0,-36,300,-29464,-3288,0,1344,25713,28296,8976,9032,-144,-10592,0,-1976
2018:Q3,-11736,8468,6188,2280,-10860,-9344,-11736,44848,1668,-168,1872,-53483,0,-276,-1796,-34512,-2608,-84,-2680,-5481,40900,-1560,1940,-1324,-3124,0,4132
2018:Q4,-84324,-86120,-1352,-84768,-2380,4176,-84324,81773,1600,-520,-1560,-37153,0,-72,1608,-94332,-12096,-20,2568,21403,-45752,672,12700,-548,-6040,0,-8556
2019:Q1,-56171,-66930,5725,-72655,-4896,15655,-56171,-104115,4296,-2308,-1564,-38325,0,136,-312,-3804,1260,4,-4000,-16919,117740,1848,4544,-356,-18944,0,4648
2019:Q2,-51322,-57741,7810,-65551,-304,6723,-51322,-94105,4348,-2160,-1932,-62104,0,-84,-528,-11576,-3784,0,0,5551,99128,-812,9312,-924,6596,0,1752
2019:Q3,41306,25231,1134,24098,-1512,17587,41306,-72604,4692,-2012,-556,-2212,0,-304,-1336,-2812,-932,-12,0,-7398,98576,5368,11420,-1028,7332,0,5124
2019:Q4,116070,94400,12487,81912,-2364,24034,116070,25488,5820,-1804,468,-15392,0,4,3960,-612,-260,8,0,-13846,107840,292,15212,-132,-15624,0,4648
2020:Q1,34335,28413,-5956,34369,-11372,17293,34335,23852,-8448,1000,96,127675,0,96,3576,-1276,-8456,-32,0,-6869,-87980,460,3920,-184,-10000,0,-3096
2020:Q2,103098,112261,8755,103506,-9088,-75,103098,-51800,-8364,460,3924,50205,0,-100,3816,2176,-4044,8,0,40605,52756,-172,14376,-688,-21128,4800,16268
2020:Q3,189313,176650,4792,171859,-5280,17942,189313,3259,-8216,652,1360,49641,0,-628,4776,7812,-1412,-28,0,-40440,147800,-44,14476,-184,6728,1804,1956
2020:Q4,28235,54156,-690,54846,-12992,-12928,28235,-79251,-8740,520,536,48407,0,-3696,5316,3232,-2124,8,0,-49364,86208,-1508,22068,-968,-15204,18528,4268
2021:Q1,120242,107354,-12320,119674,2276,10612,120242,-106019,11144,288,4136,72385,0,4,3580,-2516,-340,8,0,-23300,123760,1464,21232,-200,8560,-900,6956
2021:Q2,118648,103337,-10768,114105,4,15307,118648,-95070,11204,-100,2108,60274,0,-4,2020,-2484,-1380,4,0,-16576,133292,1140,23904,-336,7060,-5148,-1260
2021:Q3,114797,96934,-30642,127576,-3912,21775,114797,-99168,11348,348,4752,49108,0,-44,2696,-512,4384,-44,0,-6020,124804,208,18400,-588,5968,-1592,748
2021:Q4,-37718,-33693,-918,-32775,-2640,-1385,-37718,-151086,11064,60,4252,30349,0,0,900,960,1856,4,0,-12373,55912,144,18700,-308,2368,-968,448
2022:Q1,-47377,-77966,-21709,-56258,8284,22306,-47377,-123025,4756,1892,5536,53533,0,20,2036,10852,5944,4,0,22563,-54528,432,18988,-40,-3000,-4896,11556
2022:Q2,53306,53178,-2664,55842,-10056,10183,53306,134484,4792,1036,5992,53352,0,16,644,1060,11548,-8,0,12997,-207048,-120,37324,-592,-1784,0,-388
2022:Q3,-27579,-13508,2960,-16468,-3028,-11043,-27579,5138,4160,976,6712,-7271,0,-36,-420,-16324,6068,-12,0,4598,-54580,-1828,872,-40,20368,0,4040
2022:Q4,-184890,-167464,-8447,-159017,1084,-18510,-184890,88152,3376,-312,7446,-80454,0,-4,-2048,-26572,-3460,0,0,-12042,-207432,164,59956,-268,-12916,0,1524
2023:Q1,46250,38743,-1666,40410,292,7215,46250,131336,-28,-280,8066,-71551,0,-8,-104,-33100,-5436,0,0,135,20236,1020,-2692,4,-5192,0,3844
2023:Q2,109853,90687,6798,83889,8996,10170,109853,134473,612,324,8808,-66467,0,-4,-672,-29964,-12088,4,0,20478,19436,-596,10192,-256,18648,0,6924
2023:Q3,-10470,-9969,10925,-20895,164,-664,-10470,37368,120,968,-8544,-46033,0,0,596,-32084,-5260,-20,0,25047,-8140,-396,18552,-60,912,0,6504
2023:Q4,-60197,-36757,-10262,-26495,-1104,-22336,-60197,101568,-332,-1380,-9836,-74417,0,124,-1620,-22204,-16436,0,0,1207,-50284,-2856,33164,532,-10400,-11628,4600
2024:Q1,134077,97805,5749,92056,9552,26720,134077,96157,76,292,7591,-34171,0,32,2756,-22856,-5716,4,0,9153,68752,-104,2448,276,8248,0,1140
