1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1985:Q2,8757,10093,15845,15845,-5752,265415,112,0,195,-3502,-242,1210,6710,1705,16234,74726,10579,20827,8184,9045,26091,109433,14268,14143,59038,21984,-253,21632,4558,1055,0,0,829,31013,271167,264427,3332,38128,26555,6095,8996,44333,1953,25861,16519,16397,2677,13720,186,19683,2374,65523,1081,-205,31950,6740,2675,4065,-1336
1985:Q3,9583,11491,16086,16086,-4595,288356,124,0,141,-3180,3137,3040,1450,165,20425,106820,16634,23905,27537,18717,20027,120384,11352,17546,66182,25304,241,8924,13801,1147,0,0,726,11012,292951,275301,2126,20197,36760,-3679,24889,52862,14818,25838,12206,11264,7147,4117,307,20175,2757,53503,419,491,53230,17650,2834,14816,-1908
1985:Q4,10000,16692,16883,16883,-191,433370,1567,100,128,2597,7361,10149,-7304,-2237,60598,165175,13781,43905,22436,69285,15768,134894,27029,22851,64750,20264,205,11063,6478,672,0,0,651,41273,433561,419522,19546,52871,26036,387,62013,58070,19176,28795,10099,25540,1192,24348,315,29512,3220,73705,2299,607,65400,14039,7243,6796,-6692
1986:Q1,10069,14110,17253,17253,-3143,227919,97,0,155,-4664,-4805,-2040,6223,861,2152,113283,-749,52740,29305,-3335,35322,48188,1275,2167,46134,-1388,400,4923,13944,4804,0,0,1487,42911,231063,217712,-3542,-28094,37743,22726,19568,45938,-9682,25481,30139,-776,-2110,1334,91,38702,3896,57840,-1253,217,24656,13351,947,12404,-4041
1986:Q2,10532,13268,17362,17362,-4094,316031,103,100,123,4157,1985,1006,299,-367,31828,101838,15423,1819,40841,8412,35343,131364,10908,27796,73050,19610,159,5860,6148,2311,0,0,1312,27805,320125,311751,-5811,53122,21271,11570,30229,72372,11068,39233,22071,12167,10188,1979,154,36113,4095,58267,549,514,17139,8374,3559,4815,-2737
1986:Q3,11028,30623,17488,17488,13135,361086,199,200,108,2159,5735,3016,1711,652,29546,178209,16879,40169,43000,29898,48263,103828,-1022,-2997,86765,21082,173,4098,4421,1452,0,0,1676,23904,347951,340148,3295,9056,47036,17949,29036,79272,6720,52746,19806,6921,-226,7147,614,32830,4495,69657,-217,545,39659,7803,2234,5569,-19595
1986:Q4,11738,17430,17816,17816,-386,432760,31,0,129,1402,15454,6215,2537,-214,24763,119281,-4742,26384,60200,6562,30877,184081,56626,37513,77977,11965,-34,20878,2291,3222,0,0,1277,51447,433146,424101,8463,91319,45205,-3896,24922,93597,15455,61482,16660,18618,-382,19000,890,37995,4716,82514,555,177,19027,9045,2559,6486,-5692
1987:Q1,12071,24923,17348,17348,7575,236433,-622,0,168,7988,-5291,-3045,-6649,-573,2184,115904,9920,13676,54131,6444,31733,15438,-25462,-299,60643,-19444,92,23101,7382,2107,0,0,1411,76838,228858,220972,15732,-74956,11138,12323,4717,82277,10719,39210,32348,-15301,-8057,-7244,802,51141,6938,60231,1155,160,64615,7886,2773,5113,-12852
1987:Q2,14666,48932,17794,17794,31139,271044,-1646,0,154,-6713,-8691,-435,5819,-573,19421,76219,14564,5703,44495,-9199,20656,140681,6305,29036,91492,13848,184,18953,-6815,1570,0,0,1165,31751,239905,246483,-21849,57244,36462,-2986,7302,83384,15747,47102,20535,7741,1112,6629,640,12165,5893,57276,-363,-1923,5498,-6578,1954,-8532,-34267
1987:Q3,15970,15679,18571,18571,-2892,292596,93,0,117,2772,3035,1338,-1683,-731,20123,67759,2422,8150,30756,-2069,28500,123169,8711,21058,75580,17820,125,818,6616,1166,0,0,1233,66647,295488,287654,31763,-5637,35556,4693,30555,66724,1379,39896,25449,4139,-2479,6618,977,2068,6275,75269,468,-49,34853,7834,2200,5634,291
1987:Q4,16496,12391,19174,19174,-6783,201905,-1612,0,171,-7193,5630,4295,2895,-382,-28582,75315,-554,14780,26390,-4728,39427,139579,10916,31377,84236,13050,172,9912,6570,-78,0,0,1564,-6351,208688,190906,3565,27323,68434,9914,-38134,35296,65,41799,-6568,-8187,-8389,202,31,-15677,10920,73630,-2064,-132,25987,17782,5361,12421,4105
1988:Q1,13873,13195,18662,18662,-5468,263129,-462,0,162,1931,-6772,-1013,2845,3201,44566,73151,10762,-637,23539,1227,38260,54491,3543,-505,53246,-1793,324,16686,10157,-969,0,0,1869,62961,268596,261783,-15506,-22464,53513,28588,48257,38990,8543,18752,11695,-5168,-3415,-1753,127,1329,5940,83449,1472,-204,43460,6813,3010,3803,678
1988:Q2,15749,20530,19779,19779,751,307912,107,0,162,2458,-527,2166,3252,2543,5101,79730,26309,-14586,18855,-1134,50286,136611,22084,19377,80671,14479,120,-1669,13885,52,0,0,2343,61578,307161,293365,11350,40852,32614,-16876,6725,61548,21415,21837,18296,11118,3392,7726,-399,337,6694,75331,1113,-395,63353,13796,6216,7580,-4781
1988:Q3,14992,41250,20524,20524,20726,268254,3767,0,136,2401,515,-1658,2869,2425,41408,79750,8511,16263,22651,-227,32552,116007,138,21823,79293,14753,14,-2805,12503,-769,0,0,2370,9322,247529,231188,-9105,-5104,53659,-651,39193,48806,5067,36427,7312,3498,-2784,6282,647,-5482,6113,78170,-401,624,21220,16341,7582,8759,-26258
1988:Q4,15029,10478,21348,21348,-10870,277349,-890,0,162,4258,5880,-941,1101,2773,-27345,84023,27888,-6427,23084,-753,40231,145643,13933,41175,78137,12398,632,3388,5146,731,0,0,1940,50848,288219,277884,9991,28982,44354,11705,-36396,71818,4806,43760,23252,13852,2679,11173,332,-2099,7909,87420,-464,1338,39142,10335,4871,5464,4551
1989:Q1,15859,41049,21547,21547,19502,250278,2052,350,237,3908,-7756,-780,12943,-584,51970,91054,26643,6797,27970,2232,27412,60931,1254,8094,52593,-1009,421,-12370,14398,27,0,0,1329,32147,230776,219491,-21716,-57617,37104,26199,68725,66582,14744,41391,10447,4683,-7760,12443,2366,-981,3806,70880,-85,-422,19968,11285,175,11110,-25191
1989:Q2,16690,28136,22810,22810,5326,349512,6015,3150,217,-10583,-1814,3361,15610,-664,71872,58326,15439,-9707,25959,-862,27497,124377,14750,21441,73501,14685,272,9808,8576,-398,0,0,982,60406,344186,339427,-5585,37171,20653,20795,79081,45405,6922,28693,9790,8132,4389,3743,1234,6771,8029,79538,69,1057,37077,4759,424,4335,-11446
1989:Q3,14228,55266,23171,23171,32095,190544,3055,0,172,4066,-4320,198,11137,-1545,-39527,47013,10262,-387,14043,4346,18749,102175,6283,2673,80013,13206,295,2609,1322,-18,0,0,830,63082,158449,158831,-7744,-12421,29767,30926,-39911,40702,-586,33972,7316,-15878,2822,-18700,-1027,8609,5681,73308,-316,806,46328,-382,3525,-3907,-41038
1989:Q4,15089,6846,22031,22031,-15185,236085,1492,0,202,-4723,12136,8416,4448,-1028,-13062,84571,11155,40565,9672,-2160,25339,118759,8896,21447,71391,17025,1720,11629,-2830,1230,0,0,1600,11525,251270,250214,-3111,39891,41490,13225,-11793,69086,10268,45435,13383,5621,3365,2256,1634,14903,10801,82326,-211,-309,-13339,1056,2432,-1376,8243
1990:Q1,16523,39231,22562,22562,16669,193399,1580,0,214,911,-6691,-785,-6693,4717,11122,120822,18802,15659,52125,10136,24100,14875,-17397,-11972,55892,-11648,94,-9932,429,3025,0,0,2207,57504,176730,169502,3948,-38624,2090,35689,-3366,44063,-28,37141,6950,-21453,-8112,-13341,54,11266,6685,83993,-1910,767,46300,7228,4573,2655,-22708
1990:Q2,17622,7763,21871,21871,-14108,168940,-40,0,225,-536,-47,-2845,-7348,2270,-5928,66537,-2459,14995,28002,-1775,27774,74638,7062,10799,51458,5319,-124,11998,3266,5071,0,0,2441,19362,183048,179854,1028,33436,-14590,-10401,-2436,49301,-8804,41937,16168,-1579,2810,-4389,406,16324,7188,87410,-229,537,13459,3194,-1363,4557,9859
1990:Q3,17138,33069,22023,22023,11046,194718,-688,0,155,2599,-904,-866,-8142,4811,12262,81298,19466,11633,30886,8226,11087,39273,-10232,-3054,39459,13100,701,-2968,7575,2998,0,0,2781,53834,183672,187783,15172,2674,-3136,31603,-9512,51138,9334,37771,4033,-4304,815,-5119,-602,3380,7256,81628,-146,2864,9769,-4111,874,-4985,-15930
1990:Q4,16394,19515,21404,21404,-1889,215661,495,1500,181,-2193,12692,-4722,-8121,5491,-10248,91305,-5128,42290,39969,3162,11012,71664,2457,28573,35612,5023,-880,24712,-4978,-458,0,0,3238,35983,217550,222280,-3561,45102,18188,14370,-13719,83322,8091,50612,24619,9365,979,8386,-875,11884,5837,80887,383,-660,-28243,-4730,359,-5089,-3121
1991:Q1,21489,36157,20505,20505,15652,192722,25,0,172,5847,-22060,-2294,10454,3086,30077,134149,-2658,62265,37687,16068,20787,-19910,-11779,-25686,31784,-14229,461,-10342,9437,4528,0,0,1433,47659,177070,169361,-13890,-28330,19558,54143,271,32556,-17103,33724,15935,-16956,-4975,-11981,-270,20351,6147,72887,-329,-120,23343,7709,5224,2485,-14668
1991:Q2,21444,18678,20189,20189,-1510,176380,-568,0,175,-4190,-1851,-83,2801,956,29839,43153,-26945,22907,19421,-506,28276,41636,-12928,354,53310,900,-819,14168,-3881,5080,0,0,1544,48420,177891,158125,-4635,27852,-43311,-19754,41210,36698,-10680,28306,19072,-8313,6028,-14341,2794,28473,8211,90642,695,-922,-1516,19766,9530,10236,2766
1991:Q3,21848,23299,20276,20276,3024,268308,-1994,0,137,-3755,6959,-2320,5503,3039,38196,130635,-11071,68331,24446,2971,45958,2828,-10622,13442,-1328,1336,-51,21053,9030,7014,0,0,1537,50497,265285,246404,22169,14040,-15963,351,40546,53384,-3235,42469,14150,1486,783,703,-1382,36967,4730,88962,-267,2521,-1141,18881,5804,13077,-1452
1991:Q4,21178,-9327,19587,19587,-28914,258407,-619,0,128,371,7257,2123,-1722,1870,-60730,135224,-9752,60957,32543,19458,32018,71215,-4476,25806,42548,7336,32,21781,6864,7428,0,0,1413,65772,287320,261319,-221,74217,-27998,6433,-60835,60610,11177,41339,8094,23027,4095,18932,1196,44724,5829,90868,583,-1082,43969,26001,8211,17790,30505
1992:Q1,26479,21240,19277,19277,1964,256594,492,0,121,2937,-4583,-239,13752,3729,29299,92442,8300,11070,18619,15975,38478,-19410,-13137,-19172,28171,-15272,1157,9304,16796,13014,0,0,984,96798,254630,232968,25529,-29231,-30511,32395,33541,39524,-10780,26071,24233,-24746,-4882,-19864,35,50379,7644,84138,-783,903,44151,21662,10521,11141,5238
1992:Q2,26785,17422,20151,20151,-2729,282846,-816,0,118,-7422,-5756,-16,-6574,324,31345,130541,3661,41707,39235,12038,33901,43461,-3410,20565,28168,-1862,115,41058,16438,12676,0,0,-208,27562,285575,259679,-18302,41421,-42550,-15098,46021,68079,-2691,51813,18957,11225,2135,9090,516,50542,4046,96625,430,611,16112,25896,10368,15528,9363
1992:Q3,9360,15577,20093,20093,-4516,407590,-1126,0,85,2938,4615,2783,399,1706,55154,137491,622,54623,20077,14711,47458,64094,-5992,14560,46895,8631,-223,9843,10906,4798,0,0,717,113410,412106,383730,30884,38466,-32535,-2874,73939,67298,4193,41585,21520,5637,3004,2633,-186,50055,9358,100372,122,1637,41557,28376,9280,19096,-6217
1992:Q4,25285,-434,21070,21070,-21504,195826,-723,-2000,109,-4492,9636,297,-7297,413,-8588,112889,-8546,40751,27461,21959,31264,70820,-1531,32212,25201,14938,807,27685,12740,10401,0,0,2730,-29601,217330,183886,-17137,61492,-22101,-10670,-13225,59309,3695,36795,18819,4822,7193,-2371,-1354,51112,7305,96616,835,-1077,-32040,33444,10870,22574,25719
1993:Q1,18101,41038,21073,21073,19965,326695,307,0,126,4152,-1693,716,5614,4767,17292,161306,-19346,29089,54888,24841,71835,-23227,-19469,-4242,11027,-10543,316,76389,6082,13442,0,0,522,60584,306730,286474,38207,-45328,-42219,13330,73970,42529,-19872,35817,26584,15912,-4666,20578,606,67198,7776,118834,712,1324,-6377,20256,10163,10093,-22937
1993:Q2,21163,32731,22579,22579,10153,368947,-347,0,132,-5507,-4495,411,-2650,2998,6074,162138,-3580,39509,42724,32515,50970,91416,11041,14605,55571,10198,1437,47387,20322,17344,0,0,1005,31282,358795,332514,-12283,78814,-17109,-7112,-5526,38746,-3465,18668,23543,28994,10676,18318,2249,68572,8454,104316,1830,-1082,43650,26281,10710,15571,-11568
1993:Q3,20810,30576,21822,21822,8754,459766,195,0,161,-3552,3845,-474,-9208,1571,48301,181242,-3705,34009,50519,22246,78173,98885,-4110,26822,54222,21951,-564,40515,17315,16821,0,0,-826,65540,451013,411870,10987,13931,-26505,-1890,81075,106740,-2627,71178,38189,9968,6398,3570,1588,71852,9217,99023,506,4720,30658,39143,8023,31120,-9765
1993:Q4,22401,37466,22883,22883,14583,406187,233,0,229,-5578,3091,3954,3425,4911,-6307,138165,9458,13611,49444,24723,40929,120078,11410,40494,35648,32527,3497,57748,28724,21098,0,0,3534,29385,391604,366793,4109,69897,-298,14797,-24348,96514,18942,39618,37954,12390,5735,6655,5100,72541,8919,84877,-368,1744,20919,24811,7685,17126,-15065
1994:Q1,11415,385,23780,23780,-23395,459303,-21,0,223,2133,-546,1430,-1308,516,59047,69900,-7772,-3456,23418,11672,46038,35805,3613,-57,29016,3234,2272,41845,12059,22205,0,0,1158,212585,482698,472735,28714,-31277,1760,16969,61872,127585,6843,82525,38217,-7731,-4858,-2873,-44,51425,6959,106868,2187,2122,105327,9963,434,9529,11030
1994:Q2,22236,12105,23726,23726,-11622,308889,-1697,0,210,3295,1272,63,1693,-2289,20279,21048,3192,-14270,35951,-17346,13521,114873,10028,23963,47733,33149,-52,61515,10550,15242,0,0,-492,63379,320511,309105,17449,8774,-14836,-5656,36028,99796,1246,69749,28801,-5039,-10738,5699,195,30122,6558,101192,-2267,-3152,39942,11406,-863,12269,10132
1994:Q3,24720,54836,23858,23858,30979,297616,167,0,251,-3582,-7450,1248,2202,-2426,24818,79235,12770,-9240,38692,11851,25162,123513,12154,22584,49092,39684,234,46748,8741,13868,0,0,3873,6176,266637,266973,-3843,-23760,8946,9563,44957,97738,10003,60514,27221,4085,-4513,8598,368,29401,17373,91394,268,2847,-12364,-336,-2117,1781,-30117
1994:Q4,23198,13953,24728,24728,-10775,240741,-1094,0,215,9432,6524,-1057,2442,-672,-63592,48990,17551,1651,35100,-14456,9143,168426,27852,52578,44968,43028,-2007,3366,5828,42408,0,0,4512,17020,251516,239423,41830,34484,3095,24810,-99693,129965,15860,79367,34738,13669,3811,9858,-3450,3349,5807,58063,-1108,-1226,29828,12093,-2319,14412,9245
1995:Q1,21794,28256,24438,24438,3818,385866,1966,0,232,415,-6984,1298,14299,4932,49486,137536,23507,45834,24811,18380,25004,72259,29707,-3281,35590,10243,106,5124,31224,22648,0,0,4074,47252,382048,354772,-14473,-48558,50645,30869,81298,71541,8877,23580,39084,-5642,-4719,-923,-434,23941,11472,92846,-128,5041,56353,27276,1440,25836,-6462
1995:Q2,24231,52153,24230,24230,27923,454004,891,0,264,-51,-2390,-409,1495,7701,79472,138752,13413,101,43248,4983,77007,160301,41705,20835,59277,38485,47,17459,16643,25430,0,0,4148,4251,426081,415053,-11130,48154,51095,44799,58860,102552,8767,50933,42852,12407,9809,2598,351,33044,13432,94610,309,-263,-33167,11028,-887,11915,-27923
1995:Q3,25291,42399,24526,24526,17873,429324,630,2150,270,9491,-2053,1665,19732,5181,5918,83709,4929,-14733,56104,3107,34303,156906,17078,26549,65537,47743,85,17268,20009,27873,0,0,2167,78323,411451,393475,7105,-51113,47568,24200,28768,116868,10802,53161,52905,5333,1825,3508,724,49377,7698,101403,667,6046,48831,17976,-1236,19212,-17108
1995:Q4,22396,15047,25005,25005,-9958,517464,-317,0,243,-3093,13417,-2130,-627,7396,49935,188375,-4871,35970,67780,20744,68752,147434,21260,35072,41339,49764,-143,-10742,5336,27984,0,0,9755,84641,527422,519616,20762,22671,30293,42145,33264,136739,14245,76615,45879,24125,-3762,27887,2441,62481,8942,92082,264,2775,40631,7806,-1080,8886,7349
1996:Q1,24511,35501,26130,26130,9371,500785,-529,0,266,2165,-11218,-492,7742,10355,32166,146004,29905,11235,44618,14331,45915,104147,18780,20639,64653,76,-291,31754,23519,23464,0,0,3036,128696,491414,473396,-19672,-53187,82142,71184,41976,82024,4054,37265,40705,19462,10217,9245,1186,88965,3588,91470,1352,674,62233,18018,-7029,25047,-10989
1996:Q2,24358,21770,27288,27288,-5518,400468,82,0,251,-9688,1520,2445,1263,2938,18742,45881,12408,-21554,13408,2362,39257,174524,24459,36007,76529,37530,59,49287,25194,24536,0,0,545,62888,405986,395583,-15931,23124,24053,-6454,35814,155209,26427,75270,53512,7877,-2510,10387,316,76147,7101,85531,1413,2083,-701,10403,-3650,14053,2588
1996:Q3,23327,28314,28212,28212,102,449351,-3411,-450,224,4580,801,2546,15867,7590,-3665,72778,12290,-13542,16683,1465,55882,150889,30342,14358,71914,34275,541,45343,23099,22054,0,0,2678,107887,449249,429435,-17986,2408,65823,34315,-1396,97027,21218,55696,20113,4539,-2981,7520,-172,52227,14182,85124,1435,1150,90760,19814,-6624,26438,-4986
1996:Q4,21681,-16259,27886,27886,-44145,536568,69,0,222,10376,12573,1695,21086,10582,25603,107816,1551,-49321,50245,24243,81099,173438,20584,51087,69103,32664,1124,27184,38745,26104,0,0,2782,77170,580713,546368,23804,16665,54360,49744,4981,141013,40529,63182,37302,56233,10897,45336,444,67748,14562,107785,-179,3715,5493,34345,-10806,45151,37940
1997:Q1,25437,69720,28244,28244,41477,603522,-1674,-518,191,-8133,-11616,-2547,18487,12422,85860,167530,62889,8980,26709,10114,58838,71463,39482,-4588,51325,-14756,158,16228,46403,33736,0,0,5075,170456,562045,541400,-21530,-32938,71245,63626,95083,70145,43923,27021,-799,-15811,-2113,-13698,1985,71438,10840,95287,3381,3370,125280,20645,-20111,40756,-44283
1997:Q2,27270,50909,28019,28019,22890,528794,79,0,117,3146,1506,10696,7240,4109,14085,118858,16925,-13999,45300,1614,69019,170028,39748,36362,70444,23474,221,3074,17597,26563,0,0,-1216,152692,505904,501258,-3946,36874,49584,-1733,39115,143002,19439,71881,51682,35741,2176,33565,1940,70888,12166,114561,-1307,-730,5103,4646,-11721,16367,-23639
1997:Q3,28283,23848,29479,29479,-5631,648275,64,0,128,4634,-3609,-2923,6648,14112,96026,135059,24466,2652,39425,16238,52278,187211,8154,47347,107356,24354,20,31469,34847,29013,0,0,12243,103333,653906,633477,-13385,-40385,68958,51427,111875,95002,42264,40134,12604,17562,5294,12268,148,92377,13700,105934,7273,6537,116454,20429,-9466,29895,4435
1997:Q4,29904,15787,30401,30401,-14614,635904,74,0,141,-56,18224,5214,2380,5206,-31167,246230,40617,70042,29999,17327,88245,201653,47077,70145,63844,20587,476,9865,15304,38952,0,0,7666,115743,650518,652548,28805,45272,61675,43758,-715,189821,61025,74618,54178,30214,-3087,33301,4434,95749,7655,97702,-3691,1456,50413,-2030,-10156,8126,14117
1998:Q1,25101,10979,32393,32393,-21414,858003,95,0,121,4617,-14836,-63,7799,8304,80762,309725,91986,18777,85127,25313,88523,111962,22618,15751,91365,-17772,497,56479,44930,28151,0,0,5109,214351,879417,834567,-28643,-36664,95410,83521,117172,175523,59201,57006,59316,35472,1835,33637,323,101270,6594,130329,-406,6183,148482,44850,1548,43302,14122
1998:Q2,23631,31752,35023,35023,-3271,614941,492,0,122,-7536,683,62,10155,2467,29751,107223,31250,-82886,38329,12177,108353,260674,48910,48683,120321,42759,1935,43620,18117,37911,0,0,476,108790,618212,603266,22282,52166,3690,26105,-7412,224297,33918,103532,86847,40824,7194,33630,985,96960,9852,135663,1337,-376,-3107,14946,-2781,17727,-8121
1998:Q3,23037,24694,34751,34751,-10057,653391,68,0,205,2799,286,1933,14203,9972,4566,189038,26124,4937,72921,22311,62745,226096,30576,38203,126390,30927,-393,-23347,31156,48541,0,0,1366,146902,663448,625681,24840,-47920,36677,98391,41244,211741,35346,140474,35921,48023,-11768,59791,1072,43905,8961,128206,913,5738,23889,37767,-6559,44326,-1658
1998:Q4,23417,74321,37775,37775,36546,606077,102,0,279,6503,5287,6512,16108,6453,-117400,256393,-8498,-2669,136678,28451,102431,336202,32917,116007,149906,37372,1571,34258,41384,16235,0,0,-1226,-2584,569531,526366,10450,43517,81214,84776,-165316,261662,32518,170577,58567,33743,-1938,35681,1968,59702,20152,106646,-2850,1705,-11002,43165,-7284,50449,-50903
1999:Q1,29556,56859,37923,37923,18936,700519,-1778,-1000,368,6173,-9556,-7321,17740,15332,-20306,291714,55514,47710,113080,16661,58749,153315,7555,16908,127767,1085,3704,-18222,54997,39221,0,0,-2751,178889,681582,621295,-7329,-34459,16275,86689,39767,260164,19719,142374,98071,-873,-6589,5716,2480,61562,10159,79250,497,1237,105876,60287,-2294,62581,-27304
1999:Q2,29843,6190,38487,38487,-32297,599809,22,0,366,3132,2739,7247,-4882,3958,-6889,156544,10814,-61305,91142,5124,110769,262659,16872,74094,144257,27436,2080,8933,11125,26261,0,0,-3079,129594,632106,560311,17011,32665,27091,-17522,-14653,224607,14426,147331,62850,35517,5151,30366,2588,74466,14161,93992,12110,-3551,61828,71795,9410,62385,23653
1999:Q3,32408,16318,39213,39213,-22895,578176,82,-1000,453,10739,50,-995,-8530,13892,-2934,193456,32073,-14231,105537,8445,61633,297115,27503,59032,172935,37645,1644,-24221,28396,45209,0,0,-3265,28085,601071,575666,4709,-8827,58439,55883,-2209,222777,22561,165452,34764,54714,-801,55515,3109,39720,7139,94660,-1517,5785,41285,25405,-21058,46463,16090
1999:Q4,34485,17518,38188,38188,-20670,1018283,20,-1000,556,935,27329,13918,14153,17796,148989,300272,111344,-21937,100176,7494,103196,355627,46422,127337,143927,37941,-1803,62288,28763,10374,0,0,-6298,46365,1038953,1002112,11434,122616,112906,136418,38550,214844,119517,138190,-42863,87453,14602,72851,2786,64004,16856,115273,837,7358,70777,36841,6347,30494,16967
2000:Q1,30153,75396,39500,39500,35896,875167,79,0,990,11286,-37172,-12595,-1777,9057,-51257,189797,76310,26639,18905,-1043,68986,217675,20258,93542,103716,158,-1001,168997,46205,35372,849,363,8684,289616,839271,793997,-109092,-104202,106592,83003,86824,127682,32761,56241,38680,63366,-3781,67147,452,108073,12613,105244,6862,469,306111,45274,-9191,54465,-45243
2000:Q2,27146,-9741,39277,39277,-49017,579136,62,-2000,976,5062,2599,4114,-16301,-4352,17550,-1114,50920,-61288,28118,-16896,-1968,300878,47080,47619,162478,43701,-104,60125,23822,59162,849,362,3180,124267,628153,594195,63567,6609,63539,-37899,43079,172837,23463,95393,53981,20795,4175,16620,901,72664,8129,109935,9600,-1335,61774,33958,10077,23881,36887
2000:Q3,27483,66928,39032,39032,27896,674144,732,-1000,832,4148,-3143,-5873,12668,9754,-11587,151466,25886,34396,59232,8431,23522,224804,11946,11841,152263,48755,1075,99312,36700,56016,849,362,8896,88132,646248,609268,-19451,-34882,99066,69128,33756,155453,14879,129123,11451,17436,4385,13051,7430,60921,12444,109634,459,9950,87924,36980,722,36258,-39445
2000:Q4,28877,-16948,39027,39027,-55974,870708,68,-1000,832,22030,11585,14291,-8813,13002,133453,85650,23155,-32175,108417,8098,-21845,249993,30460,12195,140450,66888,-1211,47038,39072,67890,848,363,7917,187700,926682,827561,12392,18979,113411,117870,78061,261186,60623,154120,46443,57043,-1944,58987,-3038,53493,12042,122897,3955,7778,-28508,99121,23431,75690,45824
2001:Q1,36510,30221,39242,39242,-9021,904507,99,0,628,27865,-10417,18621,10707,20012,126819,373298,1717,65699,200923,18368,86591,66031,-9670,-16228,82135,9794,421,114540,58919,29531,2349,1015,8000,56070,913529,836260,-85108,-49535,147265,190211,108269,143097,28166,109062,5869,-20,4705,-4725,5126,43396,28734,118168,4812,4744,177101,77269,9705,67564,6289
2001:Q2,36684,59585,38440,38440,21146,688486,83,0,399,2951,1564,18859,-17171,4455,-7359,96935,-74984,-44205,140005,9608,66511,251850,-22272,36645,203034,34444,-536,115218,7178,7661,2348,1016,4335,198700,667340,653430,9206,30490,51495,16996,22016,188322,-44232,173275,59279,15250,7765,7485,1443,76105,27277,108500,3387,-5953,108896,13910,44,13866,-22902
2001:Q3,42584,48000,37300,37300,10700,931743,92,0,287,-4015,5539,28351,1021,14972,51965,218984,-39700,43528,120086,6865,88205,292291,-8449,64124,207208,29408,1141,111540,11002,44339,2347,1014,11907,138967,921044,926817,32593,25294,66473,109183,64695,251218,-21790,204736,68272,101962,1866,100096,906,9224,5392,164157,8200,22336,65183,-5773,-733,-5040,-5416
2001:Q4,54248,59419,36419,36419,22999,928292,72,0,60,13559,3686,-5625,62069,15157,30689,298406,26844,-1948,152355,39594,81561,195107,-35424,-23308,181296,72543,583,64618,16906,25178,2348,1014,5214,199252,905293,860756,23725,104309,88550,123672,-4583,276901,33298,155614,87989,-31325,1556,-32881,234,62770,22305,89016,8473,-14523,111233,44537,20737,23800,-5171
2002:Q1,56545,88268,35757,35757,52511,720457,94,0,613,-6712,-7942,-1250,1962,-3886,15480,234121,-68097,43119,151007,6100,101992,129436,-12092,-20644,169356,-7184,1345,70087,28660,46060,2248,1019,7504,201619,667946,632049,-36565,-96989,170181,-37453,40915,198093,-53516,169694,81915,-23248,-869,-22379,508,102672,26014,134108,4253,8018,141542,35897,16527,19370,-31723
2002:Q2,57642,-25828,36627,36627,-62455,471411,46,0,365,-3761,1942,2263,5116,-2032,49114,61679,-76502,12111,81769,11972,32329,228242,-33473,700,227755,33260,1266,58565,40178,25467,2250,1021,6843,-7152,533866,478472,-34167,38183,31588,-57088,141390,189573,-62693,120969,131297,-16919,14040,-30959,-3250,49379,25429,111198,1352,13983,-12177,55394,14356,41038,83470
2002:Q3,57213,24818,36857,36857,-12038,667189,60,0,320,-1615,2772,19070,-19598,354,81882,158050,-15192,31786,135260,9965,-3769,255582,-20230,901,245693,29218,-73,98864,8994,34197,2247,1018,2324,22741,679228,661386,38896,25555,93332,-32605,61146,181657,2244,114974,64439,1872,-3867,5739,-2288,-2886,17752,125608,8290,-4328,149385,17842,7958,9884,32395
2002:Q4,57910,85423,35147,35147,50276,789588,106,0,282,6731,9226,833,-7116,13193,14907,274296,22945,75388,144547,29635,1781,320525,-19829,37425,262809,40120,3246,-53620,45868,19089,2248,1019,559,138196,739313,670316,53416,25505,51517,106911,20660,287855,33029,141015,113811,367,2531,-2164,217,33830,395,129358,12774,-9421,-43068,68997,19273,49724,-27513
2003:Q1,57507,82753,34167,34167,48587,1032574,57,0,201,-19301,-6665,22513,-6111,-10457,2360,419227,-6885,58830,207362,39376,120545,176009,-23905,5599,202484,-8168,-1154,178810,33240,22247,2952,1132,4863,212651,983988,932217,-55953,-16926,152514,-66211,58771,268807,-16181,128310,156678,19016,912,18104,1111,47850,21134,182757,-7134,3069,323410,51771,6387,45384,-25246
