1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1965:Q4,1679,2240,853,853,1388,36482,-213,0,103,0,947,452,121,0,-50,7224,-1003,5047,245,484,2451,18794,8529,1968,6750,1547,-7,3381,78,-2,0,0,47,5607,35094,35321,-420,11805,9053,0,-763,683,-355,193,845,3671,3031,640,-2,560,1186,9432,0,79,37,-227,-220,-7,-562
1966:Q1,1758,1535,859,859,676,14774,-220,0,161,0,-264,-380,126,0,20,1117,711,-3932,691,868,2779,7232,-1399,1136,6495,1000,2,2354,92,21,0,0,55,4458,14098,13931,-34,-8861,6882,0,-42,3142,1707,1044,391,-2477,-1735,-742,-1,1048,1144,10035,10,344,2741,167,72,95,224
1966:Q2,1681,1515,861,861,654,35803,-121,0,242,0,664,-21,128,0,246,2826,-134,-1713,1016,1217,2440,21227,9403,3391,6072,2361,3,3665,95,36,0,0,62,6751,35149,34881,1859,8716,5988,0,-52,3019,48,2654,317,3434,2237,1197,3,644,1113,10831,10,-614,-70,268,157,111,167
1966:Q3,1690,999,865,865,134,14182,46,0,108,0,484,-3,128,0,478,2830,1236,286,-614,664,1258,2522,-2847,-600,4741,1228,1,1693,86,77,0,0,66,5666,14048,14122,3025,-6392,2273,0,260,1666,377,865,424,-2325,-3370,1045,2,284,1131,10473,10,58,3657,-74,-139,65,691
1966:Q4,1667,2701,876,876,1825,34648,-18,0,231,0,1401,514,153,0,455,10161,1033,6169,351,-130,2738,12413,6119,1594,3475,1225,3,4040,74,1,0,0,66,5154,32823,32436,1655,10995,5201,0,234,3009,1601,940,468,2280,2830,-550,-25,506,1197,10940,10,167,-3733,387,297,90,-1034
1967:Q1,1610,2238,879,879,1359,18930,-559,0,187,0,-2049,-99,127,0,508,11476,2291,2574,1020,2991,2600,-961,-2841,-146,2763,-737,3,3083,84,-24,0,0,66,7088,17571,17499,-4168,-7825,13351,0,775,1715,1895,-480,300,-3505,-2525,-980,3,518,1241,10877,10,452,4055,72,23,49,-628
1967:Q2,1670,1929,913,913,1017,31792,216,0,108,0,-121,154,165,0,680,4718,616,-4004,1270,3698,3138,13329,4807,1237,5077,2208,3,4410,73,24,0,0,67,7966,30775,31001,603,5940,11308,0,811,-852,-20,-465,-367,135,527,-392,0,291,1213,11842,10,-808,508,-226,-240,14,-260
1967:Q3,1722,1510,960,960,550,32118,128,0,148,0,1940,91,206,0,-58,11048,-257,6142,-2,1417,3748,7362,-1227,428,6447,1714,2,3870,71,4,0,0,69,7237,31568,31780,4172,2759,8120,0,286,306,140,-42,208,1591,997,594,0,349,1222,11574,10,178,1213,-212,-238,26,213
1967:Q4,1804,10738,1047,1047,9691,50694,-454,0,24,0,1950,193,284,0,-30,11554,376,4838,956,2336,3048,26274,15831,2472,6179,1792,2,3249,78,38,0,0,76,7456,41003,41270,2057,14446,7834,0,276,2668,734,1107,827,1970,1584,386,14,-63,1209,11912,10,-15,-1048,-267,-275,8,-8934
1968:Q1,1893,-5717,1160,1160,-6876,12294,-1299,0,171,0,569,-260,76,0,710,7731,2079,803,907,1606,2336,-5450,-11209,987,4730,42,4,3162,107,107,0,0,71,6594,19170,18989,-76,-11266,8791,0,725,3056,1613,1293,150,-3315,-2634,-681,0,1064,1200,12413,10,298,6089,181,122,59,7610
1968:Q2,1959,2439,1206,1206,1233,36952,-255,0,-91,0,-1334,390,138,0,143,2600,-563,-645,424,1606,1778,22149,6725,5227,6566,3631,2,4912,87,-52,0,0,70,8192,35719,35312,1808,7289,4430,0,834,1999,416,1584,-1,3635,868,2767,1,426,1192,13537,20,-295,436,407,334,73,-479
1968:Q3,1966,2135,1256,1256,880,41437,236,0,33,0,3526,431,256,0,1041,12560,986,5303,736,2976,2559,10058,286,82,6333,3357,3,4736,56,11,0,0,74,8416,40557,40494,4909,3264,9544,0,476,156,-22,240,-62,2436,630,1806,5,593,1197,13151,20,238,4505,63,220,-157,-170
1968:Q4,1923,2968,1306,1306,1662,49821,292,0,54,0,316,353,284,0,874,7819,-28,1156,700,3341,2650,24542,10851,2659,7400,3632,-1,6219,98,63,0,0,85,8823,48159,47930,-312,15822,10580,0,474,2138,978,650,510,2965,3018,-53,14,429,1213,14085,10,-81,593,229,312,-83,-1045
1969:Q1,2084,917,1316,1316,-399,16530,35,0,31,0,-1137,-177,-54,0,806,-2043,2135,-7068,420,284,2186,5541,-1585,193,6057,876,2,3842,1038,144,0,0,96,8406,16929,14620,1724,-13776,2516,0,1845,3256,2657,1239,-640,-5189,-1583,-3606,2,1089,1226,14758,10,405,6754,2309,1328,981,1167
1969:Q2,2012,1326,1315,1315,11,47374,-124,0,-90,0,-2010,-299,338,0,501,2016,1644,-3831,218,1552,2433,26717,8221,6407,7699,4390,5,6615,1016,175,0,0,108,12406,47363,44686,4822,9385,176,0,1855,4711,2764,2416,-469,4582,1712,2870,3,813,1233,16007,20,-447,1526,2677,1694,983,686
1969:Q3,1983,-81,1338,1338,-1418,31124,224,0,25,0,3710,217,257,0,1624,2210,3214,-2970,122,-78,1922,10645,-2845,4280,6874,2336,3,3966,995,143,0,0,112,6993,32542,29974,3940,-3101,-5332,0,1862,6905,3168,2945,792,-3333,-1802,-1531,3,911,1247,16163,20,292,10397,2568,1623,945,2063
1969:Q4,2010,1748,1333,1333,415,49593,-548,0,87,0,-269,168,177,0,1424,8991,1945,4037,863,-209,2355,21215,8865,4373,5763,2214,-1,6754,1041,148,0,0,106,10300,49178,47659,2459,15556,1981,0,1700,7183,2765,3144,1274,5686,1899,3787,-38,518,1266,16686,20,-64,-5294,1519,490,1029,262
1970:Q1,2019,1501,1329,1329,172,23162,586,400,52,0,271,-311,196,0,1044,5596,4974,-5110,1129,1458,3145,360,-6887,3922,4573,-1248,5,1356,1096,115,0,0,113,12283,22990,20851,-1637,-13384,4022,0,501,7260,3896,3928,-564,-2940,-2227,-713,2,471,1272,14291,10,668,10315,2139,1347,792,519
1970:Q2,2007,2130,1358,1358,772,43532,-420,0,86,0,-1326,-148,304,0,8,9303,569,956,806,2731,4241,19883,5968,5277,6234,2404,3,2927,1043,483,0,0,116,11270,42761,39859,-812,8124,12130,0,468,3411,1444,1758,209,1743,1380,363,2,464,1263,15317,10,-582,-1680,2902,1944,958,-122
1970:Q3,2230,336,1410,1410,-1074,35022,-253,0,88,0,2391,125,207,0,3970,11032,-3696,7107,1875,3392,2354,9203,2719,-2388,7355,1517,7,-382,1933,-52,0,0,119,6634,36096,35771,1269,1058,20320,0,433,-1621,-4304,2012,671,1829,1132,697,3,547,1305,14927,0,380,-4679,325,-1507,1832,1894
1970:Q4,2430,1548,1439,1439,109,59401,-640,0,75,0,1429,555,281,0,2061,20129,-2001,10006,2951,4979,4194,15756,6755,-187,8184,1004,-1,5335,1945,-9,0,0,124,12361,59292,55305,-2545,16953,18389,0,543,3194,-719,2087,1826,3839,1947,1892,-4,93,1394,15467,10,119,-2147,3987,2129,1858,882
1971:Q1,2372,2115,1543,1543,572,39714,-210,0,121,0,310,-92,291,0,183,12726,-720,2142,1631,5063,4610,5270,-3976,1583,7884,-221,4,4685,1068,-130,0,0,73,15415,39142,37953,-1729,-14165,29586,0,1881,205,-1460,171,1494,-2553,-542,-2011,4,152,1482,15656,10,456,6968,1189,222,967,257
1971:Q2,2558,2352,1631,1631,721,48667,-345,0,150,0,-924,83,163,0,-90,6261,-1068,-2786,3203,3744,3168,26130,7084,2243,12560,4243,6,5281,1021,11,0,0,28,10892,47946,45479,-2266,14349,17570,0,1917,1114,160,691,263,-1442,1206,-2648,3,-2,1566,16835,10,-628,-3547,2467,1544,923,206
1971:Q3,2803,1900,1663,1663,237,48239,-242,0,127,0,1254,382,279,0,2646,5538,421,-1884,1393,3549,2059,20192,457,1006,14375,4354,7,4941,1943,26,0,0,50,11096,48002,45304,-244,-1836,15099,0,1991,4290,710,2508,1072,-1476,-1100,-376,6,-317,1611,16420,20,236,9504,2698,875,1823,903
1971:Q4,2884,4412,1681,1681,2732,72107,5,0,80,0,3278,359,228,0,2679,19873,-466,8191,2367,4221,5560,27346,6927,1648,14099,4672,-3,4999,1086,-70,0,0,140,12107,69375,67873,595,19700,19588,0,2221,5482,1370,2533,1579,4929,2540,2389,45,284,1621,16912,20,-100,-3424,1502,562,940,-1528
1972:Q1,3000,2298,1662,1662,636,47118,-584,0,268,0,513,-350,150,0,1098,10945,438,-386,3186,3444,4263,16559,924,2127,12296,1212,7,3831,1169,-40,0,0,234,13318,46482,43819,-2648,-12872,24961,0,3639,3380,295,1456,1629,-2588,857,-3445,3,-124,1639,18419,20,217,9773,2663,1628,1035,701
1972:Q2,3099,1793,1666,1666,128,63142,125,0,171,0,-2514,355,319,0,400,6806,-1001,-2861,2687,3231,4750,37088,9746,3483,17078,6781,6,6020,1091,14,0,0,334,12927,63015,61172,-237,7367,20905,0,2995,3539,-762,2640,1661,2030,1717,313,3,-555,1667,20471,20,-598,3565,1843,873,970,1306
1972:Q3,3047,2715,1701,1701,1014,56502,-59,0,134,0,2406,234,382,0,2905,6070,-80,-2291,2102,2849,3490,26846,3325,516,18014,4991,8,4608,1992,20,0,0,345,10611,55488,51446,-910,1861,20688,0,1942,2672,-461,1735,1398,1249,2302,-1053,2,-183,1693,20301,20,336,1775,4042,2209,1833,332
1972:Q4,3206,2964,1835,1835,1130,94216,-28,0,113,0,152,846,498,0,2143,18007,-661,8058,3491,2229,4890,46542,15457,5253,19904,5928,-28,6627,2065,-44,0,0,268,17055,93086,88208,-3374,28052,21837,0,1622,6813,1801,2578,2434,8517,5264,3253,53,-599,1723,20249,20,52,3243,4878,3028,1850,242
1973:Q1,3395,5424,2025,2025,3399,58868,-115,0,107,0,-339,-472,509,0,3183,2941,259,-2915,1958,1046,2593,32910,10974,2659,15195,4082,8,2698,585,286,0,0,208,16359,55469,50090,-1773,-15287,31904,0,5932,4739,389,2760,1590,-4644,-2685,-1959,-2,-372,1761,19869,10,593,7360,5379,4719,660,-2029
1973:Q2,3462,3197,2218,2218,979,78802,-10,0,111,0,-3609,108,481,0,1231,8097,1746,-3547,4207,2133,3558,49641,12938,6769,22100,7834,8,4080,1269,288,0,0,168,16939,77823,72632,-4502,10648,19658,0,3471,8844,1954,6493,397,4410,578,3832,4,-248,1807,20522,10,-660,8668,5191,3801,1390,265
1973:Q3,3463,4505,2376,2376,2129,74096,18,0,83,1500,11889,171,-805,0,1776,6533,1624,-2438,3640,1872,1835,36973,6244,5055,19374,6300,10,1585,587,-52,0,0,141,13687,71967,65498,15477,-9672,14837,0,3405,10208,2495,6529,1184,1761,-624,2385,7,-118,1817,19901,10,252,7613,6469,5791,678,-1042
1973:Q4,3576,4839,2509,2509,2330,81988,14,0,102,0,-6086,767,502,0,2719,22426,3795,7666,3440,4280,3245,34344,9412,2719,17171,5042,-9,5752,1261,336,0,0,126,19734,79659,77813,-11012,30930,12017,0,3183,8049,2114,4149,1786,5938,2164,3774,54,-390,1787,20559,10,-27,6715,1846,579,1267,-1264
1974:Q1,3614,2271,2670,2670,-400,49466,13,0,97,500,269,-624,85,0,5135,8944,3455,-2271,2541,2503,2716,18654,3046,3669,13122,-1183,10,365,2072,204,0,0,154,13589,49866,44886,4058,-21173,25913,263,4678,5950,4036,1709,205,-5586,-2941,-2645,-12,-106,1749,20808,20,517,7807,4980,2987,1993,1343
1974:Q2,3549,5043,2823,2823,2220,84128,47,0,111,0,1574,114,883,0,3065,10470,4175,-3723,3027,2870,4121,51435,17804,11431,17125,5075,11,2442,2181,289,0,0,125,11382,81908,77092,-910,9770,21923,307,5943,10008,2476,5937,1595,4373,-329,4702,-2,-24,1705,22526,20,-672,2125,4816,2597,2219,-1494
1974:Q3,3691,159,2972,2972,-2813,65475,83,0,145,500,8728,328,738,0,3106,12320,5307,1319,2313,-448,3829,29326,5472,5798,13852,4204,11,1514,2007,700,0,0,121,5848,68288,66423,10451,-5471,11224,816,1568,15819,4518,9127,2174,1421,-1728,3149,-1,-51,1728,22401,20,294,6204,1865,-93,1958,3532
1974:Q4,3580,4014,3071,3071,943,51390,-44,0,183,0,-12893,842,1644,0,2509,15822,283,5917,3141,2113,4368,24354,9336,6089,8845,84,12,2409,1368,-51,0,0,135,15099,50446,47294,-17433,23830,18853,993,1641,10357,2417,4312,3628,2285,279,2006,-3,232,1822,22972,20,-54,-18221,3152,1730,1422,-434
1975:Q1,3681,2053,3077,3077,-1023,37764,25,0,201,500,4192,-252,1026,0,2297,22716,113,10514,2971,178,8940,-11711,-13142,-1300,6957,-4226,12,1586,2071,-185,0,0,162,15124,38787,35006,303,-20788,27338,1241,1515,4341,361,2595,1385,-8566,-4533,-4033,34,211,1903,23510,20,448,3496,3781,1723,2058,1628
1975:Q2,3682,2709,3105,3105,-396,57253,8,100,234,0,-5563,307,752,0,2669,26002,-3641,12268,3127,2652,11596,19471,821,4993,11727,1930,14,2811,2280,-104,0,0,177,8095,57649,52806,-14991,20374,21884,41,1596,939,-843,1133,649,228,491,-263,22,-130,1970,25240,20,-863,-3524,4843,2685,2158,973
1975:Q3,3682,-23,3192,3192,-3214,56665,93,0,247,0,5927,65,125,0,-10374,18316,-2150,13770,2803,1697,2196,11507,-5982,14,12478,4997,14,1600,2387,628,0,0,167,25964,59879,55060,12545,-4579,17189,47,-7496,2433,-1609,2116,1926,-4971,-3744,-1227,21,-237,2020,24958,20,168,12942,4819,2569,2250,3704
1975:Q4,4046,6712,3273,3273,3439,84175,39,0,284,200,-2118,1105,295,0,5687,28590,185,12345,3843,3210,9007,26660,5101,4139,12872,4548,17,3295,2471,48,0,0,142,17461,80736,77539,-11083,24402,22832,-63,569,12404,3401,3551,5452,3850,133,3717,11,-202,2051,24554,20,-9,-1797,3197,776,2421,-2666
1976:Q1,4282,2903,3375,3375,-472,62814,242,0,185,0,-650,-410,313,155,521,31007,796,13596,3959,787,11869,9564,-9144,4187,15374,-853,15,1637,1654,26,0,0,257,18298,63286,60056,41,-17316,29874,67,5013,3687,366,2889,432,-3143,-1105,-2038,23,-812,2087,25189,20,541,14785,3230,2121,1109,1379
1976:Q2,4491,2598,3431,3431,-833,83456,381,0,155,100,1761,486,696,-66,824,22908,1776,7805,2220,5331,5776,47720,8152,11547,20833,7188,16,1845,1499,-77,0,0,307,4901,84289,81737,-3596,18652,22382,-282,3208,6231,495,3391,2345,197,1596,-1399,40,-965,2126,25715,20,-363,8372,2552,1231,1321,1893
1976:Q3,4692,5371,3501,3501,1871,80291,-160,300,127,0,1808,-389,445,10,2727,23899,-869,12632,4082,2340,5714,28664,-2054,1258,22263,7197,17,2002,1638,194,0,0,327,18682,78420,75696,5416,-3311,20230,-9,9094,6414,328,4283,1803,-667,-695,28,40,-698,2168,26824,20,231,9944,2724,1372,1352,-679
1976:Q4,4894,9080,3547,3547,5533,107175,-332,400,135,100,-5235,798,965,206,11883,25475,4042,11796,-355,4658,5334,48012,11989,7660,22031,6332,-125,2250,2314,271,0,0,319,19738,101642,97342,-15015,27088,35169,-17,6728,11667,4840,4079,2748,8478,4737,3741,-30,-47,2215,28355,20,114,-7384,4300,2028,2272,-4186
1977:Q1,5344,3805,3628,3628,176,79468,24,0,119,0,2164,-829,831,185,-1571,21602,2720,2808,6016,4341,5717,27102,920,3766,19764,2652,21,1379,1991,165,0,0,315,25970,79292,76232,1602,-17786,38388,56,5393,8574,1443,5602,1529,-11154,-2589,-8565,42,-723,2248,29580,20,151,19841,3060,1462,1598,1539
1977:Q2,5764,6668,3732,3732,2935,118466,-81,0,142,100,-918,498,1462,-138,4870,27567,6406,1333,3458,7806,8564,61721,9190,9130,31317,12084,21,2667,1685,320,0,0,317,18232,115531,112969,-855,18411,24405,-17,4819,14100,4535,5115,4450,2963,848,2115,31,838,2265,29128,20,244,16617,2562,1115,1447,-904
1977:Q3,6138,4446,3873,3873,573,97863,-19,0,125,0,-2624,222,1268,25,2231,20472,814,1737,2959,6905,8057,59796,6758,8906,33447,10685,22,2690,1730,-179,0,0,326,11778,97290,94554,-1114,5104,29148,20,5591,7470,49,5783,1638,2337,3473,-1136,29,569,2336,30484,20,276,12284,2736,1485,1251,1693
1977:Q4,6499,9976,4118,4118,5858,125232,120,50,125,100,6340,1131,1374,113,7169,25744,5781,1441,4352,3927,10243,66229,11985,11643,32609,9992,0,3691,3448,69,0,0,340,9189,119374,114629,-4945,24341,31880,424,1368,18203,6769,6566,4868,12862,4112,8750,-55,-22,2461,28862,10,253,-1013,4745,1745,3000,-3477
1978:Q1,6762,5662,4346,4346,1316,84390,62,0,110,100,-2281,-1028,2595,141,-799,15556,807,-2765,4459,3899,9156,37853,5530,4199,24245,3879,19,2399,1742,67,0,0,354,27501,83074,80913,-2462,-26330,37824,1733,13687,9894,851,7133,1910,-6578,-4320,-2258,20,305,2603,32561,20,221,17415,2161,558,1603,1100
1978:Q2,7274,6938,4875,4875,2063,147047,36,0,124,-1962,1968,494,4313,10,862,37004,6680,8201,4283,7297,10543,81398,16642,12660,35037,17059,18,3173,2444,239,0,0,367,16559,144984,142055,4762,27044,24928,1339,939,17425,4824,9757,2844,9186,3398,5788,41,-438,2762,31553,20,317,22177,2929,600,2329,337
1978:Q3,7570,10997,5220,5220,5777,123045,21,50,118,38,-499,589,3064,202,-674,24522,-130,1719,6686,6841,9406,66453,5876,10751,36794,13032,20,3832,1592,-477,0,0,377,23817,117268,115262,6376,6224,29865,1448,2854,8538,-1264,9133,669,5341,-66,5407,38,-507,2797,32556,20,305,19407,2006,515,1491,-3427
1978:Q4,7688,13392,5560,5560,7832,152568,2282,0,148,169,10326,1135,2008,427,8839,23877,9723,-4771,5011,6695,7219,76034,17846,10741,36602,10845,-28,3518,2660,-290,0,0,382,21081,144736,141057,-3503,13620,28585,2401,-2736,22850,9532,10650,2668,11419,1656,9763,-52,-235,2706,34504,30,112,31356,3679,1348,2331,-5704
1979:Q1,7533,6225,5983,5983,241,106164,1187,0,327,1837,-5022,-1223,2569,29,6374,30153,8359,4726,4827,4573,7668,41260,5997,3287,27550,4426,22,2721,1749,622,0,0,451,23108,105922,103894,15537,-31253,28580,7212,22791,18565,5886,10988,1691,-10469,-2922,-7547,67,-184,2650,33569,50,113,16666,2028,402,1626,1309
1979:Q2,7669,11367,6217,6217,5150,163966,-209,500,367,1930,-198,909,2138,354,11935,31452,12458,2631,6273,3407,6683,86136,19949,15907,37369,12911,23,3365,1434,92,0,0,498,23240,158816,155414,3145,28042,8946,7895,16754,20788,9632,10084,1072,10997,5320,5677,124,68,2630,35532,30,83,20380,3402,1679,1723,-3698
1979:Q3,7426,14397,6705,6705,7693,145205,-1511,0,300,1191,-2653,168,4620,473,6717,35861,9473,1863,6832,7311,10382,87665,18177,16264,39653,13571,24,5555,2787,264,0,0,508,3235,137512,134305,-626,14826,32300,8279,3978,16180,5102,11220,-142,6568,1083,5485,123,-361,2594,34009,30,42,16363,3207,268,2939,-6971
1979:Q4,7064,11313,7080,7080,4234,132082,256,0,266,151,9993,1951,4440,629,5692,20106,5218,-377,7427,5229,2609,64037,11169,10240,31450,11178,-29,6177,3695,62,0,0,478,14178,127848,123106,4672,25223,19900,11020,-12254,24766,6217,15015,3534,9238,-157,9395,30,-356,2539,36236,40,-91,2143,4742,564,4178,-4250
1980:Q1,6363,14698,7619,7619,7079,110817,1040,1168,261,2285,-2714,-421,2533,255,-9814,46876,10300,16252,3685,2810,13829,38018,4801,9726,24587,-1096,27,3034,1389,847,0,0,490,25543,103738,102598,6527,-30591,27421,16078,3918,19656,3470,13949,2237,-5035,-1941,-3094,145,-796,2490,45502,60,45,17178,1140,682,458,-8335
1980:Q2,6015,5881,7643,7643,-1762,138233,-248,50,171,522,255,514,3824,457,17946,52710,8818,12495,11317,6823,13257,9740,-8201,5200,17428,-4687,29,5651,12277,624,0,0,500,33211,139995,126959,-28590,17657,18505,16535,20134,15636,3053,8643,3940,1870,-91,1961,147,1094,2444,50569,100,149,10709,13036,313,12723,134
1980:Q3,6130,13093,7987,7987,5107,126896,265,250,130,2338,-4395,-808,3578,1042,1204,32759,-2236,11524,8643,8376,6452,55056,11576,12786,27048,3646,28,5076,3260,546,0,0,499,26068,121789,117820,-13498,14750,34411,2074,3222,10979,1369,7543,2067,4704,-1289,5993,220,973,2399,54134,100,117,3235,3969,496,3473,-6964
1980:Q4,6685,11721,8368,8368,3353,187711,2135,-750,179,-574,3913,1421,2332,547,17308,25817,1945,535,9973,5579,7785,79554,29586,16072,28701,5195,-38,8172,1025,302,0,0,495,45873,184359,181917,-4526,15359,62614,-3486,3668,19629,5033,13450,1146,14010,2708,11302,-32,731,2350,57231,100,-76,14345,2442,1496,946,-5036
1981:Q1,6437,8743,8718,8718,26,128049,1199,300,172,4330,-6170,-1072,10530,1208,-3952,59009,13451,30416,9624,377,5141,14527,-2890,2458,17383,-2424,32,6374,4089,-200,0,0,614,37060,128023,122967,-9067,-14735,19794,37808,23491,13753,7445,6758,-450,-9295,-2587,-6708,-25,767,2324,48021,100,-178,10209,5056,1568,3488,-2307
1981:Q2,6117,8323,9109,9109,-787,161675,52,250,154,5911,-1676,-220,1856,2128,5136,33971,18895,-6024,9124,3929,8047,74407,23177,19857,24657,6716,32,5766,4669,-274,0,0,690,28823,162461,157920,801,14453,20697,15648,1071,26615,10896,13606,2113,10577,5215,5362,180,795,2315,48028,100,-231,16871,4541,-286,4827,-2206
1981:Q3,5676,3419,9553,9553,-6134,179910,-433,250,155,6653,6033,954,8259,2392,10845,46589,18449,6345,12634,4261,4900,70769,17213,22604,20782,10170,37,6967,6333,-365,0,0,704,13768,186044,180338,8305,2129,32452,34599,3818,29580,11221,16840,1519,7885,-493,8378,180,699,2230,48714,100,-222,9869,5706,-390,6096,2258
1981:Q4,5469,12731,10114,10114,2617,191478,-377,0,169,2361,-4511,289,6179,2495,45319,49845,2681,31419,3376,4828,7541,66970,35570,11886,14934,4580,16,8033,-4249,-452,0,0,534,18857,188861,183544,-31322,26179,65615,21835,43149,16889,3118,8328,5443,9737,2520,7217,-19,1196,2068,43896,100,-126,-15653,5317,8869,-3552,-7262
1982:Q1,4773,22501,10242,10242,12259,108864,69,250,155,6048,285,-2342,447,1021,-16831,58770,8122,23126,15963,2111,9448,22949,16061,-4050,12986,-2048,41,3936,1894,371,0,0,557,31245,96605,95216,-27221,-22843,62408,12427,-2333,13028,-276,10425,2879,-6783,-3896,-2887,-117,1327,1882,47352,100,-91,16079,1389,102,1287,-17728
1982:Q2,5474,7945,10278,10278,-2332,172899,39,250,140,4662,-3017,625,6152,69,4236,45094,16831,-957,19206,2344,7670,64554,28832,11253,17971,6498,-366,4276,1414,1151,0,0,532,43087,175231,173892,-22950,5889,46753,10948,-3565,33540,13135,18118,2287,7293,988,6305,370,1517,1670,53388,100,37,38901,1339,231,1108,-2472
1982:Q3,5638,-3841,10319,10319,-14159,185817,-43,400,135,-4208,-3289,1029,11527,-198,20722,55964,-7826,33366,17306,4916,8202,53263,15868,12406,19330,5659,-335,7555,13775,1490,0,0,519,27510,199976,180847,-20400,24656,45904,25566,20586,16181,-6552,19373,3360,7,1382,-1375,49,2972,1635,58085,150,196,5260,19129,5730,13399,9479
1982:Q4,6420,19890,10482,10482,9409,198360,461,400,131,870,8282,1534,-6981,14,12281,84941,-9497,54262,16137,11150,12889,45829,13627,6084,17831,8287,-77,25777,4610,1876,0,0,517,17894,188951,175021,-6935,30046,64808,-15318,20492,26665,3621,16559,6485,6791,2673,4118,491,3672,1776,58313,150,250,-16180,13930,7299,6631,-13470
1983:Q1,7382,19627,10624,10624,9003,110980,-717,0,170,-2657,-4474,-3023,-4504,1296,-3244,57695,-1771,32101,16239,-976,12102,16516,342,-11026,30110,-2910,-362,12527,-2276,-406,0,0,511,43929,101977,106658,-18078,-11021,54913,-22592,-11657,12003,-5838,14818,3023,-10506,394,-10900,-8,6282,1885,61001,92,1,44343,-4681,-1398,-3283,-12245
1983:Q2,8012,2226,11003,11003,-8777,191432,-297,0,179,875,-1913,372,2626,-67,5603,55600,6388,13841,15774,2856,16741,74203,8292,13715,42124,10072,-221,13933,1785,-244,0,0,721,38276,200210,199268,-3227,32670,49934,-16443,3728,27239,7915,17020,2304,4572,4150,422,205,8186,1963,69958,529,-151,20105,942,-359,1301,5786
1983:Q3,7594,14860,11664,11664,3197,230403,-418,0,176,786,-3414,-923,-855,1004,13194,60492,8298,27678,19198,3397,1921,100946,13108,18786,53399,15653,-98,13042,8673,870,0,0,717,36211,227206,212613,6515,9433,53297,-1303,22721,31992,6198,19388,6406,-1241,-1985,744,403,5395,1991,65058,-138,-58,18549,14593,5987,8606,-7266
1983:Q4,7905,-21582,12507,12507,-34089,236451,-266,0,164,2979,5254,1392,3046,1952,7485,58541,8993,18688,14375,9574,6911,94168,8775,16159,48467,20767,-243,10802,12626,880,0,0,708,36964,270540,249958,24572,8380,52577,-123,15107,34747,13013,16469,5265,8148,3739,4409,-145,5166,1971,72943,2003,-22,24634,20582,8677,11905,29486
1984:Q1,7255,31322,12967,12967,18355,184292,119,0,157,4002,-3742,-996,-4405,1291,12831,63233,13255,18528,15473,710,15267,72616,20942,130,42123,9421,-364,-2109,-2293,827,0,0,852,42273,165937,171469,-9735,-4496,56542,15607,17913,21662,6506,16666,-1510,-7076,-2281,-4795,307,6924,1172,53270,-1059,-291,20728,-5532,-3651,-1881,-24067
1984:Q2,7590,12535,13714,13714,-1179,234027,-48,0,224,1570,1247,1676,2566,399,12103,47860,29030,-6839,14349,1498,9822,137341,28705,23220,59117,26299,-401,-6775,-7430,-198,0,0,952,42942,235207,247051,8779,12032,74582,5022,8449,36508,10601,16826,9081,11654,3319,8335,395,4945,1066,49059,106,68,34385,-11844,-3243,-8601,-4945
1984:Q3,7870,-4306,14304,14304,-18610,260183,99,0,124,-2608,6453,-349,3589,2287,4209,82494,2954,32586,17101,7331,22522,104450,11535,18383,52906,21626,-216,9757,22707,824,0,0,938,25426,278793,246254,7684,6812,56090,5173,20330,35652,996,24650,10006,9720,601,9119,345,7775,1303,59856,594,235,34685,32539,8896,23643,12176
1984:Q4,8524,2492,14844,14844,-12352,315666,366,0,181,-2312,1616,2426,4493,827,46013,110277,7919,46497,7979,16350,31532,121560,34968,15020,50225,21347,293,4229,11368,1412,0,0,899,12018,328018,306641,-4738,32563,76739,28285,36918,39850,9924,16835,13091,13830,4788,9042,83,5483,1412,61068,738,-124,14534,21377,9249,12128,6031
1985:Q1,8666,14009,15296,15296,-1287,152105,148,0,170,1277,-2564,-659,3607,417,-17602,47944,11256,22539,15375,2444,-3670,66363,3222,8279,42551,12311,-20,11141,4054,970,0,0,864,35994,153392,149938,-139,-27403,58745,7446,-25946,34227,6753,18968,8506,-9758,-5680,-4078,-63,12564,2074,58297,-1266,159,41001,3454,-698,4152,-5343
