1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2004:Q2,52614728,30371,2200,36039,117712,73461,223686,382457,272055,2201177,13281538,917058,1496122,4754846,1255116,4858396,15375812,1380967,2460303,9560831,1973711,29162,8366665,1834178,2491973,90272,43316,275114,7487541,54558415,49331480,-33118,1473980,5646205,1941873,2792353,10527775,1114243,6022906,3390626,1311027,153781,1157246,52531,5640075,1103209,12964432,163696,125528,5621914,5226935,3397387,1829548
2004:Q3,53684976,30576,2200,36279,104104,68758,219173,393495,262290,2333790,13455539,916258,1568945,4695451,1281317,4993568,15755867,1392166,2465706,9874364,2023631,29504,8297067,1945093,2453138,95379,45549,281657,7875519,55588422,50217648,-65108,1463153,5765251,1892172,3040043,10756262,1113397,6066709,3576156,1309267,168269,1140998,53836,5663150,1117506,13157455,169027,142144,5753490,5370774,3419298,1951476
2004:Q4,55683168,32280,2200,36434,106458,66539,239117,403548,259589,2216843,13633700,1013033,1558995,4508620,1297147,5255905,16310592,1429012,2595057,10211689,2074834,29567,9277889,2101041,2701827,100487,47839,275123,7842095,57825219,52031630,-24535,1522809,5880682,1901700,2900578,10992620,1213393,6060288,3718939,1401743,175060,1226683,55253,6194101,1146600,13647655,174021,150829,6087574,5793589,3726351,2067238
2005:Q1,56558215,31446,2200,36545,115650,65751,222359,403744,263026,2343903,13873956,1060100,1623114,4501116,1331083,5358543,16602252,1442716,2599470,10499867,2060199,29619,9192587,2136193,2707829,102403,48889,273650,8106213,58437547,52783081,-9668,1499597,6043238,1865022,3095098,11230146,1240490,6048072,3941584,1384241,167020,1217221,56233,6170973,1147332,13754647,175686,145916,6224620,5654466,3547137,2107329
2005:Q2,57706263,30437,2200,36615,133696,67680,219851,396745,268762,2393470,13883170,1106844,1582136,4376257,1355556,5462377,17116679,1500628,2645978,10882636,2087437,29301,9404283,2206876,2836290,104318,49967,276828,8249095,59686497,53818845,-16442,1514590,6150816,1853916,3245671,11514870,1297880,6067324,4149666,1430319,169943,1260376,52398,6352653,1153488,14013783,178509,144911,6229363,5867652,3695141,2172511
2005:Q3,59044459,30248,2200,36429,140430,63687,208605,408928,282064,2534225,13903221,1142688,1585763,4295714,1378624,5500432,17578489,1524499,2666742,11258375,2128873,31307,9833016,2226336,2990346,106234,51050,279773,8337871,61055120,55118485,-33756,1481811,6371752,1901890,3421806,11579196,1355402,6042612,4181182,1435085,178506,1256579,55004,6676786,1170155,14306108,191428,145414,6415806,5936635,3751823,2184812
2005:Q4,60269275,29854,2200,36540,132021,70081,192473,414302,306363,2513384,14069994,1211123,1631011,4299885,1401688,5526287,18130383,1595085,2730363,11633785,2171150,29760,10144682,2310917,3119870,108149,52120,277546,8328636,62397536,56187436,-32857,1527284,6490560,2026821,3380011,11993065,1467099,6140712,4385254,1452202,190479,1261723,57674,6864553,1176270,14581004,192026,139386,6339437,6210100,3985062,2225038
2006:Q1,62159710,30217,2200,37879,143077,60750,216718,381720,306814,2563038,14301726,1280877,1644469,4257032,1421964,5697384,18557862,1648251,2755398,12047242,2106971,30451,10345897,2386533,3317620,214046,56924,296212,8910026,64422196,57983529,-45406,1507896,6692384,2033948,3532818,12301602,1500036,6216933,4584633,1479280,192699,1286581,60566,7313565,1212343,14866159,187301,144515,6696558,6438667,4163430,2275237
2006:Q2,62963908,31105,2200,37990,128587,62839,249945,418689,313850,2550457,14401353,1294704,1597122,4326201,1424037,5759289,19093916,1697976,2826140,12448613,2121187,29226,10136637,2455234,3279967,220351,61694,290227,9199641,65117785,58710963,-39595,1536956,6816124,2094385,3618759,12676268,1552849,6330316,4793103,1547642,195755,1351887,64876,7227911,1218189,14968263,202771,142040,6636374,6406822,4065347,2341475
2006:Q3,64640875,30870,2200,38084,124365,56627,235350,413163,322577,2746942,14678002,1369261,1631597,4313902,1464056,5899186,19578354,1741496,2865963,12791582,2179313,29275,10481805,2523007,3399750,228677,66552,285907,9399368,66997900,60291158,-20100,1491184,6975400,2195786,3955011,12921749,1637732,6386355,4897662,1554981,192188,1362793,68707,7517282,1247890,15249991,199629,158736,6774912,6706742,4293235,2413507
2006:Q4,66496884,31388,2200,38206,133938,70145,240649,421280,335582,2670909,14983225,1457912,1683839,4322711,1525418,5993345,20061788,1790240,2991642,13054987,2224919,28448,11295388,2638187,3622904,237488,71512,296030,9317617,69034915,61898123,-13681,1507438,7126689,2338451,3866360,13315238,1739988,6468930,5106320,1550162,187071,1363091,73949,8059704,1285987,15619585,207088,161965,6799188,7136792,4624399,2512393
2007:Q1,68375466,31783,2200,38371,132159,58476,246247,428111,345431,2900131,15307770,1498351,1701502,4325450,1574982,6207485,20345703,1813760,2999673,13329892,2202378,28489,11598536,2736219,3690385,242516,73780,296715,9872444,70757558,63675491,-155430,1486655,7337293,2417799,4229705,13807773,1779512,6600939,5427322,1590658,203140,1387518,68289,8335378,1301916,15833073,210460,153335,7058587,7082067,4556355,2525712
2007:Q2,70558040,31676,2200,38521,131819,59349,258953,436345,357462,2952686,15552135,1594088,1654497,4314907,1603110,6385533,20871411,1872898,3120084,13640164,2238265,27659,12404542,2872091,3903172,246211,76185,294191,10041432,72949551,65730674,-141170,1483139,7414124,2514235,4259118,14181781,1851039,6762658,5568084,1686658,217870,1468788,69012,8846074,1329717,16218179,224338,142486,7502983,7218877,4637473,2581404
2007:Q3,72355986,33038,2200,38639,178044,63695,271064,503877,390920,3132054,15739354,1389869,1770374,4363288,1637848,6577975,21577365,2010498,3321779,13936415,2308673,27514,12669328,2986943,4009966,254515,78518,286884,10112068,74477493,67304724,-74270,1483142,7600855,2830799,4304199,14613407,1626102,7076602,5910703,1890030,242588,1647442,70178,9078504,1348224,16461388,221026,150403,7326839,7172769,4518999,2653770
2007:Q4,72882598,33848,2200,38681,209600,124126,279379,495744,416303,3243744,15957436,1332733,1818462,4534934,1686667,6584640,22112157,2108594,3497960,14143743,2361860,32632,12309044,3055219,3916911,261049,80619,288125,10025781,74431898,67644940,-82508,1534512,7746442,3085760,4167679,14937646,1560918,7374610,6002118,2057281,242107,1815174,68974,8914408,1359948,16501063,204662,144231,7004842,6786958,4141064,2645894
2008:Q1,72838810,36193,2200,38679,233150,180142,302532,575241,457347,3316398,16136314,1340603,1824532,4724906,1728296,6517977,22450130,2224933,3593798,14282771,2348628,34420,11165233,2994198,3614186,267095,83558,297560,10654234,73896633,67648489,-225041,1523233,7978346,3442540,4310533,15077745,1522540,7540355,6014850,2235358,284349,1951009,69387,8266118,1355413,16292746,207660,127641,6986810,6248144,3648698,2599446
2008:Q2,72617665,35801,2200,38677,262907,252567,347540,634639,449139,3275018,15915807,1315743,1646158,4921848,1730893,6301165,22499944,2233565,3592862,14308394,2365123,36465,11106519,2963717,3586248,271961,86790,286673,10565053,73215064,67450552,-165616,1535495,7960144,3377297,4058787,15311212,1489219,7862319,5959674,2218919,275680,1943239,69442,8280019,1368171,16383302,208758,103758,6740864,5764512,3208387,2556125
2008:Q3,72181405,34454,2200,38675,219579,563181,436129,586023,456032,3420452,15678399,1166767,1895760,5047372,1699972,5868528,23095302,2581529,3844175,14292486,2377112,33278,9768980,2776992,3185859,284391,89565,277918,11233996,73005211,67311374,311002,1949172,8054520,3420293,4133950,15257026,1313820,8045333,5897873,2563231,534571,2028660,66005,7276842,1376959,16132344,209292,87676,6473062,5693837,3225833,2468004
2008:Q4,69938318,36778,2200,38674,259811,1407708,431245,589676,506758,2745707,15905919,1247683,2119802,5405536,1658872,5474026,23002621,2789992,3608570,14231286,2372773,32706,7556176,2731045,2602874,287514,91997,279789,11429120,70021506,64974298,1421155,2172930,8088835,3832237,3152035,15218573,1377044,8143351,5698178,2424269,709985,1714284,62535,5788401,1368100,15580981,201123,42016,5621108,5047208,2580792,2466416
2009:Q1,68800328,34522,2200,42261,230424,1347726,392939,764535,506901,2760743,15993846,1102526,2164407,5616474,1677042,5433397,22496385,2582868,3397067,14219261,2297189,37917,6722321,2372811,2461109,290874,90168,269696,11982950,67917708,63652320,1319153,2016161,8187296,3813876,3001161,15008327,1222291,8160278,5625758,2112506,592018,1520488,62086,5440338,1380189,15458266,225608,43249,5584104,4265388,2141605,2123783
2009:Q2,69611278,35487,2200,42427,257090,992265,383914,841462,488678,2502339,16572605,960923,2347493,5865415,1701153,5697621,22068266,2352337,3297566,14154678,2263685,40995,7857704,2455277,2818564,293151,89054,259748,11610052,68921394,64182327,908437,2132224,8185530,3653101,3004245,14675095,1089064,8118825,5467206,1907415,442772,1464643,68248,6372319,1403273,15973861,230650,39911,5628018,4739067,2600435,2138632
2009:Q3,71192563,36961,5200,42564,293769,1090761,338007,824046,467357,2493639,17000087,868870,2452173,5928177,1753635,5997232,21675809,2157325,3225692,14046829,2245963,43728,9190196,2620393,3218055,295124,88015,246698,11222154,70928327,65508923,1077328,2077633,8247843,3425463,2998445,14395690,964625,8098057,5333008,1760022,335115,1424907,71366,7402832,1428850,16531178,241417,57434,5793422,5419404,3195685,2223719
2009:Q4,71385343,36176,5200,42691,275802,1102140,339215,808412,460096,2253190,17228868,866296,2454750,6074860,1754225,6078737,21321026,2033257,3145528,13945622,2196619,44560,9759824,2649045,3361597,298092,86591,236253,11076565,71081919,65651525,1057442,2125428,8432480,3315893,2721098,14108178,923502,8083298,5101378,1641184,273805,1367379,75142,7796729,1449336,16797615,242690,51421,5836889,5430394,3173043,2257351
2010:Q1,71526206,35358,5200,42745,272548,1105809,334804,759394,425152,2493404,16909994,789105,2629722,5675428,1748777,6066962,20953294,2028481,3027151,13781641,2116021,38957,10202844,2663703,3496241,297766,84497,230842,11173654,71442233,65651458,1058219,2084860,8449124,2983807,2967850,13571282,843432,7691586,5036264,1558690,249893,1308797,80410,8215276,1458943,17223911,232368,39291,5727427,5790775,3512380,2278395
2010:Q2,70308327,34693,5200,43205,262211,1008861,353924,699526,409760,2591162,17039575,745896,2687245,5746895,1750693,6108846,20750907,1992132,3005912,13666437,2086426,36220,9134121,2581318,3253054,299170,81904,230592,11492924,69860946,64457292,948252,2201272,8341444,2813331,2971035,13351938,808776,7672943,4870219,1521111,237548,1283563,81419,7689974,1449528,17176385,219338,55799,5636466,5403654,3155528,2248126
2010:Q3,72008098,36846,5200,43413,282589,978975,307107,733525,415189,2590817,17465625,756493,2773500,5690041,1779749,6465842,20583615,1972088,3006894,13546366,2058267,35480,10204114,2723317,3562118,299421,80018,230115,11430614,71583857,65888400,891152,2196918,8480389,2796581,2944463,13199804,801906,7607082,4790816,1458339,205234,1253105,85268,8478482,1481064,17819644,220062,72344,5763890,5695457,3373630,2321827
2010:Q4,73285509,37029,5200,43542,292092,1015905,327534,883979,522042,2576548,17550928,717436,3041742,5680010,1794042,6317698,20501317,1994374,2979301,13360334,2167308,37451,11227107,2735835,3801122,299840,78062,223467,11126509,73341189,67219788,981733,2373011,8548091,3034465,2934440,13272476,801478,7581337,4889661,1447957,205136,1242821,87301,9029849,1496507,18385465,180663,63232,5384598,6121401,3759328,2362073
2011:Q1,74895604,37171,5200,43790,287574,1446680,332003,895004,531359,2577740,17891119,775178,3335906,5585884,1771291,6422860,20321582,1981481,2966487,13272610,2101004,36013,11782122,2809799,3966174,304718,78305,227178,11322073,75072086,68668996,1665937,2214723,8674748,2970327,3025556,13235239,830240,7631585,4773414,1400096,183017,1217079,88024,9477390,1525071,18690350,179596,65245,5456694,6403090,3955864,2447226
2011:Q2,75554226,37895,5200,43953,278147,1627280,347249,921483,536529,2569586,18158456,736345,3593924,5581918,1774087,6472182,20171835,2005070,2884512,13172420,2109833,36624,11746473,2805712,3977435,304851,78360,230018,11677140,75581509,69264740,1799170,2348686,8866329,2934857,3024440,13075904,783731,7560556,4731617,1429147,180718,1248429,90513,9567658,1546649,18818311,178944,77289,5506843,6316769,3836747,2480022
2011:Q3,73933910,37365,5200,44082,241459,1633925,351630,867110,516773,2773742,18223964,685377,3738127,5659081,1803142,6338237,20205638,2071970,2924688,13091759,2117221,33538,9865993,2665948,3456860,306453,78067,228531,12397632,73270130,67686488,1893129,2418478,8844422,2876458,3138121,12890549,710654,7567240,4612655,1444296,195843,1248453,95144,8437553,1560406,18394566,174209,90205,5428952,5583642,3132056,2451586
2011:Q4,74939827,36809,5200,44198,190248,1603103,360866,847317,541283,2688954,18682699,641083,3995545,5797704,1847739,6400628,20328182,2142707,3007741,13028359,2149375,34495,10719109,2648667,3644142,308788,78225,228550,11948992,74428166,68571679,1771639,2615502,8952205,2941890,3118808,12790957,701800,7559208,4529949,1379123,193307,1185816,100097,8941397,1598031,18787468,170793,87976,5315793,5856487,3386242,2470245
2012:Q1,77627866,36386,5200,44389,166751,1598222,344606,884319,544727,2679407,19581075,658460,4405417,6040853,1881318,6595027,20216452,2157232,2998316,12954811,2106093,40184,12040908,3047392,3944227,326453,79450,232689,11815030,77707733,70493252,1779212,2524681,9058445,2862155,3191625,12799114,703878,7515406,4579830,1344507,187123,1157384,93115,9888562,1619899,19360013,176214,92474,5703236,7214481,4358434,2856047
2012:Q2,77269935,36050,5200,44517,141981,1558943,344984,888703,528589,2785252,19727140,647011,4447430,6067854,1903647,6661198,20240102,2214111,3015941,12885167,2124883,41181,11500103,3014117,3809094,331673,80543,233335,11958429,77039394,70020689,1727149,2600284,9118067,2785404,3258143,12565365,638108,7523678,4403579,1380243,178948,1201295,96100,9680764,1604856,19318050,174473,92296,5619495,7018705,4142573,2876132
2012:Q3,78770471,36591,5200,44635,144598,1492873,342534,935489,542893,2876921,20130456,632124,4549298,6070519,1952772,6925743,20341149,2249359,3111429,12835773,2144588,41067,12133533,3220975,4006320,337653,81696,237570,11818318,78563917,71447763,1651934,2643272,9234216,2858215,3295995,12664696,635602,7525897,4503197,1391228,190909,1200319,97118,10213795,1624951,19673244,176228,106761,5816110,7116154,4056272,3059882
2012:Q4,79574894,35774,5200,44751,114561,1543670,374758,973709,545935,2928153,20434472,632124,4577407,6161088,1988346,7075507,20478828,2329582,3149781,12811057,2188408,41189,12281001,3214764,4053555,340927,82822,237360,11843466,79340184,72146599,1565834,2873762,9465383,2996592,3327312,12509425,628520,7535416,4345489,1410323,191681,1218642,91742,10363508,1638411,19831539,179646,104966,5788156,7193585,4175663,3017922
2013:Q1,81693856,34520,5200,44971,140956,1839797,375392,999245,553300,2730533,20757892,676289,4700749,6262114,1990334,7128406,20434015,2329493,3186355,12763773,2154394,34844,13266633,3283156,4324367,348570,84285,236375,12199805,81832769,74103054,1988355,2893129,9518014,2922416,3188692,12522104,643524,7571534,4307046,1400255,201118,1199137,91440,11103241,1658715,20546803,178588,98289,5993013,7729715,4619924,3109791
2013:Q2,82089115,34270,5200,45147,100540,2062641,354061,1006157,554679,2597321,20466713,676830,4597461,6241017,1937009,7014396,20500789,2379237,3171600,12762644,2187308,36597,13418695,3240218,4343114,355190,85740,233211,12648832,82695251,74788161,2474500,2898936,9566511,2901526,3070710,12416241,596298,7640080,4179863,1503334,199682,1303652,89516,11089666,1670550,20950482,176588,80093,5899508,7907090,4799079,3108011
2013:Q3,83933902,34958,5200,45334,110328,2260724,385298,1083307,606292,2569239,20577321,676339,4707693,6235485,1900804,7057000,20626641,2410910,3189072,12806860,2219799,33450,14300056,3314824,4592197,362729,87198,231719,12707087,84556947,76427487,2611540,2961344,9784299,3004474,3016786,12341820,549292,7692692,4099836,1512132,207540,1304592,87157,11656492,1696447,21624869,172055,93565,5864507,8129460,5012382,3117078
2013:Q4,85764271,34610,5200,45493,80111,2276620,377432,1118479,624602,2479747,20671079,646475,4760594,6305444,1892931,7065635,21021446,2493198,3455696,12807555,2264997,31150,15510343,3379892,4865841,372523,88657,227753,12553293,86996939,78264049,2604908,3229499,9869053,3047282,2944961,12490118,590103,7773738,4126277,1584275,209575,1374700,85166,12333012,1723573,22385467,171060,84253,5711422,8732890,5516715,3216175
2014:Q1,87003509,34848,5200,45749,65212,2492260,352841,1155842,593213,2453463,21062357,673447,5044951,6246655,1911970,7185334,21013102,2553281,3430723,12796688,2232410,41764,15673002,3429062,4948892,375709,86872,231486,12942635,88189077,79262462,2867575,3204962,10068185,2995782,2959334,12380841,583299,7701107,4096435,1623663,213868,1409795,87989,12640668,1743050,22598228,171905,88757,5831523,8926615,5666944,3259671
2014:Q2,88588832,34912,5200,45963,69525,2500808,362461,1144158,591738,2500533,21494065,691060,5141646,6365562,1935499,7360298,21289151,2641354,3533860,12828822,2285115,42391,16321818,3485063,5119788,379249,85088,235264,12881657,89622925,80494694,2887905,3319104,10131218,2920671,3050024,12396271,561445,7754489,4080337,1674062,212989,1461073,88790,13148562,1769378,22924809,175496,96163,5912241,9128231,5845460,3282771
2014:Q3,88863426,33167,5200,46171,86282,2549518,409833,1143268,593940,2425820,21740220,686717,5343842,6362113,1961030,7386518,21509793,2693432,3603655,12888278,2324428,44188,16081163,3446153,5040017,382351,83300,233013,13010029,89873366,80692778,2889644,3413724,10254362,2968844,2921176,12477792,565061,7813703,4099028,1731132,222356,1508776,95029,12978937,1785769,22966319,178185,102868,5928997,9180588,5910800,3269788
2014:Q4,89880613,31960,5200,46301,74593,2428066,385231,1162262,631548,2459446,22160084,604234,5549882,6563457,1993594,7448917,21868674,2821388,3712499,12956775,2378012,42450,16484795,3401701,5115068,386168,81516,230585,12884965,90974684,81431159,2627781,3559045,10447484,3072970,2954014,12568991,535136,7924009,4109846,1757598,234407,1523191,93788,13150628,1814228,23218913,176823,105129,5883767,9543525,6271579,3271946
2015:Q1,90706414,30406,5200,46671,68136,2490559,381044,1129282,608810,2434920,22337829,619018,5644307,6546526,2015630,7512348,21829523,2885204,3637838,12970134,2336347,41759,16866010,3394083,5223185,392830,82810,239987,13103370,91709510,82142553,2703232,3482964,10645453,3002355,2956684,12485510,522874,7880805,4081831,1737452,238759,1498693,95346,13519867,1840293,23436438,182006,109103,5945850,9566957,6309869,3257088
2015:Q2,90588336,30728,5200,47000,62896,2299743,366412,1082405,585832,2457997,22081256,653809,5490606,6455447,2001131,7480263,22070264,2971991,3625345,13080638,2392290,40331,16924799,3446826,5200114,400219,84100,247926,13154288,91888041,82085010,2486729,3685953,10590912,2957534,2912830,12593047,569576,7935226,4088245,1770387,249626,1520761,97530,13533574,1853168,23524484,190358,96112,5792392,9803031,6470588,3332443
2015:Q3,89363834,30906,5200,47327,50430,2249782,388223,1053561,564327,2585447,22160430,671019,5611066,6482738,2015183,7380424,22146173,3002111,3515515,13185721,2442826,33765,15540342,3403175,4852013,406864,85380,253092,13507397,90274094,80961909,2435667,3592636,10738498,3015801,2969719,12632893,562809,8022975,4047109,1775142,245061,1530081,104220,12605717,1855808,23223817,194872,101500,5715619,9312185,5969592,3342593
2015:Q4,89611764,30541,5200,47567,47670,2039481,376791,965642,566358,2532743,22167292,614563,5721293,6488840,2038978,7303618,22530087,3107207,3724145,13330181,2368554,35801,16261611,3134265,4980400,413757,86673,255601,13134284,90616296,81247193,2179429,3852747,10836897,3078204,2927596,12512100,556257,8144448,3811395,1788200,252990,1535210,111267,12897215,1874994,23552544,200902,96527,5338571,9369103,6199869,3169234
2016:Q1,90809474,31621,5200,47726,60955,2191168,388588,978688,598158,2351030,22909147,699587,5970910,6580487,2083812,7574351,22601587,3187647,3686242,13385309,2342389,33078,16126108,3197736,5019440,427088,85891,268368,13487897,91271387,82022961,2301479,3878160,11052502,3064466,2760650,12562258,597374,8153951,3810933,1815854,252999,1562855,111501,12962099,1900754,23749001,206493,102828,5554916,9248426,5979304,3269122
2016:Q2,92037321,32008,5200,48043,65691,2106250,421566,925842,608406,2484908,23414882,677289,6099741,6730892,2143938,7763022,22909598,3249985,3757895,13506162,2395556,31869,16281664,3194696,5109271,440459,85112,275197,13596659,92315512,82934600,2256851,4012843,11058948,2969440,2807845,12654816,591756,8299487,3763573,1902704,261002,1641702,113155,13208765,1937403,23993465,214728,104144,5699493,9380912,6116455,3264457
2016:Q3,93450925,32362,5200,48370,61094,1984050,408510,702769,649941,2726951,23662433,537050,6348017,6803181,2122464,7851721,23189839,3274780,3797304,13672917,2444838,30791,16923392,3301708,5270055,453898,84331,286417,13628814,93760786,84024924,2082303,4022589,11214045,2943898,2952295,12663387,538335,8390329,3734723,1877164,269066,1608098,209885,13682571,1966131,24334070,225886,108549,5742151,9735862,6480396,3255466
2016:Q4,93010231,30359,5200,48536,23069,1829431,402358,645865,705622,2570982,23198364,527833,6326732,6727526,2027613,7588660,23452572,3269245,3873804,13801889,2507634,31098,17260402,3261493,5239921,467168,83548,283918,13470325,94438821,83967447,1827995,4122995,11371517,2955224,2906383,12668251,526031,8496125,3646095,1877567,265361,1612206,209480,13615579,1975327,24443875,237730,99856,5655668,10471374,7254807,3216567
2017:Q1,95039557,30920,5200,48781,20971,2218953,429451,706916,727058,2569972,23454956,581579,6312973,6773571,2032763,7754070,23518463,3269264,3887427,13894548,2467224,33215,18249654,3314501,5473890,478113,85505,293685,13379353,96503055,85654967,2315473,3998099,11532454,2926657,2831679,12669704,538593,8547328,3583783,1860110,266186,1593924,214449,14327132,1999938,24903582,245966,92215,5737509,10848088,7613651,3234437
2017:Q2,96474862,31621,5200,48986,25064,2049678,425461,720960,711414,2798364,23654714,555613,6289650,6875220,2056051,7878180,23761619,3319086,3893883,14038937,2509713,29131,18878659,3352032,5614530,489011,87461,299932,13491025,98040163,86834402,2120104,4141568,11492337,2892645,3005421,12805227,521699,8642591,3640937,1916820,271573,1645247,217659,14795306,2014854,25238074,252497,94616,5847274,11205761,7951610,3254151
2017:Q3,98146502,31961,5200,49175,26636,2138377,439970,742488,745759,2734683,24029782,644050,6383467,6966804,2064367,7971094,24099885,3340331,4039321,14176964,2543269,30171,19714909,3407032,5792577,500692,89416,303465,13264324,99885640,88242650,2241499,4085870,11669135,3029916,2880208,12949039,548930,8734496,3665613,1908431,277187,1631244,218184,15346982,2037843,25620796,264538,106469,5883740,11642990,8364460,3278530
2017:Q4,99749581,32176,5200,49381,27782,2025393,446760,690826,719892,2823562,24366303,618801,6557276,7011998,2102843,8075385,24495680,3374580,4159505,14347815,2613780,26402,20730960,3421000,5974352,511780,91372,302923,13007837,101781200,89532211,2164958,4268349,11670438,3120533,2966137,12972515,512912,8842725,3616878,1873119,270002,1603117,216167,15898985,2060852,26050362,284193,141138,5844465,12248989,8928033,3320956
2018:Q1,99767227,33090,5200,49517,25883,2174597,424330,660713,722383,2658223,24355568,684021,6673473,6903706,2077664,8016704,24564452,3404268,4141065,14450305,2568814,34371,20566620,3464831,5918318,504960,116406,313540,13174225,101991914,89733608,2294156,4426541,11878600,3067973,2633874,12978400,522163,8847149,3609088,1844685,272640,1572045,200571,15874256,2070165,26096746,288426,127505,5951710,12258306,8865452,3392854
2018:Q2,100302121,31932,5200,49617,38137,1956965,423589,659690,717258,2819921,24162643,686276,6577255,6877401,2073174,7948537,24875353,3477608,4184214,14615728,2597803,35057,20925446,3468527,5990314,497899,141455,319251,13183867,102637927,90316462,2117602,4397673,11965884,3092120,2741473,13041141,507805,8936344,3596992,1872299,273125,1599174,197004,16077205,2086550,26344443,289469,126528,5967071,12321465,8878680,3442785
2018:Q3,101520407,31669,5200,49691,37511,1836836,410838,691968,779885,2875726,24136992,676284,6546173,6796578,2036409,8081548,25098576,3494367,4201156,14760704,2642349,34670,21855352,3441341,6138779,491140,166534,321152,13116547,104112645,91394272,1961531,4419017,12069486,3143468,2723298,13119319,493310,8998517,3627492,1839601,261522,1578079,193803,16559687,2105250,26746745,291252,131502,6090313,12718373,9261021,3457352
2018:Q4,98959596,31761,5200,49762,27097,1637289,430466,690601,747524,3241706,24435072,620592,6937010,6920156,2015558,7941756,25554870,3663760,4283460,14904641,2703009,34882,18771027,3374017,5470915,483518,191376,321451,13461062,100682146,89135851,1810922,4583737,12200473,3289687,2981603,13212231,478801,9089623,3643807,1875707,276652,1599055,186055,14669831,2085992,25979282,279963,141932,5838436,11546295,8152046,3394249
2019:Q1,102641731,31435,5200,49865,33904,1649882,394189,713266,808401,3277926,25262322,688773,7042148,7044581,2050670,8436150,25507922,3677531,4175995,14994964,2659432,19197,20691391,3527363,5832759,487539,193535,326803,13828832,104487788,92120438,1746475,4471452,12428857,3483726,2950466,13287365,499738,9123412,3664215,1798063,276415,1521648,188809,16179620,2121145,26898040,282185,140310,6143925,12367350,8833483,3533867
2019:Q2,104632245,31808,5200,49930,29982,1492234,428950,769674,937083,3532553,25709906,700465,7028022,7174635,2082392,8724392,25746406,3750037,4145295,15141845,2709229,19594,21197117,3618409,5946416,492278,195541,333664,14095500,106478365,93556799,1548090,4461934,12520543,3600902,3174332,13466114,513665,9242028,3710421,1820624,275284,1545340,191798,16669576,2139945,27334873,286340,142261,6199467,12921566,9309632,3611934
2019:Q3,106023863,31269,5200,49994,35200,1496937,459470,735515,881580,3824812,26485369,633727,7433298,7323455,2120722,8974167,26128965,3773430,4277802,15328225,2749508,11760,21193299,3648912,6019760,496418,197479,332752,13989172,107618961,94660046,1560420,4670431,12682834,3834010,3285035,13589283,543700,9321770,3723813,1836602,279908,1556694,183203,16694746,2158578,27566168,290817,150670,6157249,12958915,9319038,3639877
2019:Q4,108762623,31563,5200,50071,35635,1631672,447030,729664,888838,3831286,26877123,613177,7754077,7346284,2152937,9010648,26440660,3803082,4354285,15473445,2809848,14744,22789269,3740242,6324515,500921,199537,335204,13889449,110825733,96963505,1711936,4855981,12884599,4002466,3201250,13667805,552596,9408258,3706951,1813222,276587,1536635,168847,17659517,2177366,28197106,295167,156403,6171840,13862228,10111130,3751098
2020:Q1,108581347,31416,5200,50180,40016,2649288,749099,760479,1020729,4100229,28391694,683343,9207694,7774621,2117707,8608329,27473938,4450701,4680906,15605937,2736394,7749,17902182,3555679,5262386,504224,222036,353271,15501553,108876029,97719340,3063441,5772310,13499450,4727179,3459352,14274935,574879,9747918,3952138,2294088,347522,1946566,165774,14543146,2175104,26933454,324192,146382,6340533,11156689,7569127,3587562
2020:Q2,115710219,31626,5200,50256,49342,2961720,645268,829745,1104155,3421767,32284023,607501,11739502,8130951,2191486,9614583,27348876,4479540,4438363,15749415,2681558,11990,21304862,3677948,6055308,507943,245225,364960,14810005,116127083,103503647,3210893,7671853,14170422,5087590,2854046,14216132,560596,9722709,3932827,1956382,308731,1647651,165568,16776147,2213367,28204981,346777,152550,6476939,12623436,8762420,3861016
2020:Q3,117918688,32320,5200,50374,44774,2898576,605154,766396,1049030,3399513,33095346,562699,12100037,8244890,2250728,9936992,27421282,4272494,4474806,15970057,2703925,7679,22850000,3758877,6386632,512122,268223,370419,14396770,118367080,105130321,3080784,7927435,14211968,4846839,2885166,14282011,560122,9846036,3875853,1858859,315466,1543393,167854,17749306,2249661,28846196,370539,147324,6506379,13236759,9262379,3974380
